"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",1068,934,87.5,918,250,27.2,292,31.8,294,32.0,82,8.9,376,41.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",633,85,13.4,85,34,40.0,20,23.5,13,15.3,18,21.2,31,36.5
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",194,187,96.4,187,37,19.8,55,29.4,70,37.4,25,13.4,95,50.8
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",152,123,80.9,123,28,22.8,27,22.0,34,27.6,34,27.6,68,55.3
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",188,182,96.8,182,43,23.6,38,20.9,60,33.0,41,22.5,101,55.5
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",370,362,97.8,361,110,30.5,85,23.5,91,25.2,75,20.8,166,46.0
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",100,99,99.0,99,28,28.3,21,21.2,19,19.2,31,31.3,50,50.5
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",83,80,96.4,80,19,23.8,21,26.3,26,32.5,14,17.5,40,50.0
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",169,167,98.8,167,43,25.7,57,34.1,53,31.7,14,8.4,67,40.1
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",254,246,96.9,246,75,30.5,77,31.3,63,25.6,31,12.6,94,38.2
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",175,173,98.9,172,31,18.0,46,26.7,53,30.8,42,24.4,95,55.2
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",934,876,93.8,872,227,26.0,280,32.1,297,34.1,68,7.8,365,41.9
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",244,240,98.4,240,60,25.0,47,19.6,76,31.7,57,23.8,133,55.4
"Danbury School District","=""0340011""","South Street School","=""0341011""",173,171,98.8,171,47,27.5,60,35.1,47,27.5,17,9.9,64,37.4
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",235,226,96.2,226,55,24.3,55,24.3,73,32.3,43,19.0,116,51.3
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",208,206,99.0,206,21,10.2,34,16.5,64,31.1,87,42.2,151,73.3
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",398,395,99.2,395,46,11.6,98,24.8,162,41.0,89,22.5,251,63.5
"Darien School District","=""0350011""","Darien High School","=""0356111""",328,282,86.0,271,26,9.6,34,12.5,114,42.1,97,35.8,211,77.9
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",299,297,99.3,297,14,4.7,28,9.4,77,25.9,178,59.9,255,85.9
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",215,215,100.0,215,11,5.1,26,12.1,59,27.4,119,55.3,178,82.8
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",1123,1105,98.4,1102,21,1.9,106,9.6,476,43.2,499,45.3,975,88.5
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",234,233,99.6,233,15,6.4,30,12.9,63,27.0,125,53.6,188,80.7
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",199,198,99.5,198,16,8.1,31,15.7,52,26.3,99,50.0,151,76.3
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",217,216,99.5,216,"*","*","*","*",52,24.1,148,68.5,200,92.6
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",197,197,100.0,196,23,11.7,40,20.4,61,31.1,72,36.7,133,67.9
"Derby School District","=""0370011""","Bradley School","=""0370611""",189,189,100.0,189,37,19.6,60,31.7,54,28.6,38,20.1,92,48.7
"Derby School District","=""0370011""","Derby High School","=""0376111""",82,80,97.6,80,27,33.8,21,26.3,24,30.0,8,10.0,32,40.0
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",332,326,98.2,323,107,33.1,87,26.9,104,32.2,25,7.7,129,39.9
"Derby School District","=""0370011""","Irving School","=""0370411""",172,171,99.4,170,55,32.4,47,27.6,44,25.9,24,14.1,68,40.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",71,71,100.0,71,8,11.3,14,19.7,25,35.2,24,33.8,49,69.0
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",211,209,99.1,209,17,8.1,45,21.5,93,44.5,54,25.8,147,70.3
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",185,185,100.0,185,13,7.0,32,17.3,62,33.5,78,42.2,140,75.7
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",72,71,98.6,71,"*","*","*","*",22,31.0,32,45.1,54,76.1
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",75,68,90.7,68,6,8.8,9,13.2,31,45.6,22,32.4,53,77.9
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",450,440,97.8,439,59,13.4,79,18.0,182,41.5,119,27.1,301,68.6
"East Hampton School District","=""0420011""","Center School","=""0420311""",282,273,96.8,273,39,14.3,53,19.4,88,32.2,93,34.1,181,66.3
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",145,140,96.6,140,18,12.9,23,16.4,55,39.3,44,31.4,99,70.7
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",429,418,97.4,418,59,14.1,104,24.9,182,43.5,73,17.5,255,61.0
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",161,156,96.9,156,13,8.3,45,28.8,42,26.9,56,35.9,98,62.8
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",128,127,99.2,126,71,56.3,27,21.4,22,17.5,6,4.8,28,22.2
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",47,47,100.0,47,"*","*","*","*",25,53.2,17,36.2,42,89.4
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",168,163,97.0,163,77,47.2,46,28.2,30,18.4,10,6.1,40,24.5
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",190,189,99.5,189,81,42.9,60,31.7,42,22.2,6,3.2,48,25.4
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",308,308,100.0,308,119,38.6,58,18.8,85,27.6,46,14.9,131,42.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",389,389,100.0,389,76,19.5,116,29.8,152,39.1,45,11.6,197,50.6
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",1137,1107,97.4,1105,435,39.4,358,32.4,268,24.3,44,4.0,312,28.2
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",150,150,100.0,150,32,21.3,37,24.7,55,36.7,26,17.3,81,54.0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",116,114,98.3,114,42,36.8,35,30.7,23,20.2,14,12.3,37,32.5
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",141,140,99.3,140,46,32.9,36,25.7,38,27.1,20,14.3,58,41.4
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",277,273,98.6,273,128,46.9,80,29.3,51,18.7,14,5.1,65,23.8
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",136,135,99.3,135,79,58.5,33,24.4,"*","*","*","*",23,17.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",33,16,48.5,16,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",141,141,100.0,141,36,25.5,55,39.0,42,29.8,8,5.7,50,35.5
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",100,83,83.0,80,76,95.0,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",259,258,99.6,258,41,15.9,50,19.4,113,43.8,54,20.9,167,64.7
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",185,183,98.9,183,55,30.1,42,23.0,54,29.5,32,17.5,86,47.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",210,204,97.1,202,31,15.3,68,33.7,74,36.6,29,14.4,103,51.0
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",184,183,99.5,183,44,24.0,46,25.1,62,33.9,31,16.9,93,50.8
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",579,567,97.9,567,205,36.2,185,32.6,148,26.1,29,5.1,177,31.2
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",150,147,98.0,147,49,33.3,40,27.2,32,21.8,26,17.7,58,39.5
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",244,234,95.9,234,14,6.0,17,7.3,74,31.6,129,55.1,203,86.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",849,833,98.1,833,86,10.3,152,18.2,365,43.8,230,27.6,595,71.4
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",161,160,99.4,160,9,5.6,17,10.6,46,28.8,88,55.0,134,83.8
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",129,129,100.0,129,13,10.1,12,9.3,30,23.3,74,57.4,104,80.6
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",79,79,100.0,79,"*","*","*","*",19,24.1,51,64.6,70,88.6
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",159,157,98.7,157,40,25.5,41,26.1,41,26.1,35,22.3,76,48.4
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",68,67,98.5,67,12,17.9,21,31.3,28,41.8,6,9.0,34,50.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",306,306,100.0,304,63,20.7,89,29.3,111,36.5,41,13.5,152,50.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",34,24,70.6,24,"*","*","*","*",11,45.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",55,51,92.7,48,45,93.8,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",27,23,85.2,23,"*","*",8,34.8,"*","*",0,0.0,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",84,84,100.0,84,6,7.1,13,15.5,35,41.7,30,35.7,65,77.4
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",319,"*","*","*","*","*",67,21.5,144,46.3,"*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",314,"*",314,23,7.3,"*","*","*","*",155,49.4,"*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",13,8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",139,139,100.0,139,"*","*",23,16.5,39,28.1,72,51.8,111,79.9
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",87,85,97.7,85,9,10.6,20,23.5,16,18.8,40,47.1,56,65.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",179,165,92.2,149,74,49.7,27,18.1,22,14.8,26,17.4,48,32.2
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",430,427,99.3,427,18,4.2,67,15.7,202,47.3,140,32.8,342,80.1
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",430,425,98.8,424,20,4.7,68,16.0,179,42.2,157,37.0,336,79.2
"Ellington School District","=""0480011""","Windermere School","=""0480611""",189,189,100.0,189,20,10.6,24,12.7,51,27.0,94,49.7,145,76.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",356,356,100.0,356,66,18.5,93,26.1,135,37.9,62,17.4,197,55.3
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",326,326,100.0,326,75,23.0,85,26.1,103,31.6,63,19.3,166,50.9
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",384,381,99.2,381,72,18.9,97,25.5,135,35.4,77,20.2,212,55.6
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",161,158,98.1,157,9,5.7,41,26.1,72,45.9,35,22.3,107,68.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",232,223,96.1,223,11,4.9,29,13.0,100,44.8,83,37.2,183,82.1
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",1086,1069,98.4,1067,200,18.7,344,32.2,420,39.4,103,9.7,523,49.0
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",384,381,99.2,381,63,16.5,113,29.7,130,34.1,75,19.7,205,53.8
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",267,260,97.4,259,21,8.1,26,10.0,92,35.5,120,46.3,212,81.9
"Explorations District","=""2720013""","Explorations","=""2726113""",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",199,198,99.5,197,10,5.1,24,12.2,52,26.4,111,56.3,163,82.7
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",147,144,98.0,144,6,4.2,21,14.6,44,30.6,73,50.7,117,81.3
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",370,356,96.2,356,8,2.2,39,11.0,136,38.2,173,48.6,309,86.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",383,349,91.1,348,52,14.9,60,17.2,152,43.7,84,24.1,236,67.8
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",912,884,96.9,884,53,6.0,164,18.6,414,46.8,253,28.6,667,75.5
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",205,205,100.0,205,34,16.6,35,17.1,60,29.3,76,37.1,136,66.3
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",182,182,100.0,182,19,10.4,38,20.9,55,30.2,70,38.5,125,68.7
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",231,230,99.6,229,44,19.2,64,27.9,64,27.9,57,24.9,121,52.8
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",227,227,100.0,227,23,10.1,49,21.6,76,33.5,79,34.8,155,68.3
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",236,230,97.5,230,30,13.0,33,14.3,75,32.6,92,40.0,167,72.6
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",268,266,99.3,266,22,8.3,41,15.4,85,32.0,118,44.4,203,76.3
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",207,206,99.5,206,17,8.3,25,12.1,53,25.7,111,53.9,164,79.6
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",805,800,99.4,800,35,4.4,111,13.9,413,51.6,241,30.1,654,81.8
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",237,236,99.6,236,9,3.8,29,12.3,64,27.1,134,56.8,198,83.9
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",242,241,99.6,241,28,11.6,43,17.8,85,35.3,85,35.3,170,70.5
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",715,705,98.6,704,74,10.5,154,21.9,283,40.2,193,27.4,476,67.6
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",196,190,96.9,190,8,4.2,17,8.9,42,22.1,123,64.7,165,86.8
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",321,290,90.3,288,28,9.7,52,18.1,97,33.7,111,38.5,208,72.2
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",562,557,99.1,557,34,6.1,77,13.8,263,47.2,183,32.9,446,80.1
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",143,143,100.0,143,24,16.8,21,14.7,30,21.0,68,47.6,98,68.5
"Farmington School District","=""0520011""","Union School","=""0520111""",130,130,100.0,130,11,8.5,26,20.0,30,23.1,63,48.5,93,71.5
"Farmington School District","=""0520011""","West District School","=""0520311""",142,141,99.3,141,13,9.2,15,10.6,30,21.3,83,58.9,113,80.1
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",668,662,99.1,662,44,6.6,90,13.6,273,41.2,255,38.5,528,79.8
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",111,109,98.2,109,16,14.7,19,17.4,45,41.3,29,26.6,74,67.9
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",259,259,100.0,259,22,8.5,42,16.2,68,26.3,127,49.0,195,75.3
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",137,137,100.0,137,"*","*","*","*",45,32.8,77,56.2,122,89.1
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",514,511,99.4,511,21,4.1,77,15.1,199,38.9,214,41.9,413,80.8
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",531,511,96.2,511,27,5.3,74,14.5,208,40.7,202,39.5,410,80.2
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",230,230,100.0,230,7,3.0,24,10.4,68,29.6,131,57.0,199,86.5
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",216,216,100.0,216,13,6.0,27,12.5,61,28.2,115,53.2,176,81.5
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",12,11,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",213,213,100.0,213,24,11.3,46,21.6,62,29.1,81,38.0,143,67.1
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",284,281,98.9,280,23,8.2,37,13.2,76,27.1,144,51.4,220,78.6
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1038,1035,99.7,1035,79,7.6,192,18.6,465,44.9,299,28.9,764,73.8
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",190,141,74.2,141,12,8.5,21,14.9,63,44.7,45,31.9,108,76.6
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",328,310,94.5,309,20,6.5,59,19.1,144,46.6,86,27.8,230,74.4
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",284,283,99.6,283,8,2.8,42,14.8,101,35.7,132,46.6,233,82.3
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",277,274,98.9,274,34,12.4,53,19.3,120,43.8,67,24.5,187,68.2
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",116,114,98.3,114,70,61.4,31,27.2,13,11.4,0,0.0,13,11.4
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","*","*","*","*",13,59.1,"*","*",0,0.0,"*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",571,565,98.9,565,34,6.0,74,13.1,235,41.6,222,39.3,457,80.9
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",210,205,97.6,205,19,9.3,43,21.0,63,30.7,80,39.0,143,69.8
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",814,807,99.1,806,33,4.1,80,9.9,320,39.7,373,46.3,693,86.0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",204,197,96.6,197,25,12.7,26,13.2,58,29.4,88,44.7,146,74.1
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",603,590,97.8,588,28,4.8,72,12.2,196,33.3,292,49.7,488,83.0
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",178,173,97.2,173,38,22.0,42,24.3,48,27.7,45,26.0,93,53.8
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",194,192,99.0,192,"*","*","*","*",50,26.0,120,62.5,170,88.5
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",188,188,100.0,188,27,14.4,48,25.5,58,30.9,55,29.3,113,60.1
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",115,114,99.1,114,20,17.5,19,16.7,44,38.6,31,27.2,75,65.8
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",238,234,98.3,234,12,5.1,24,10.3,43,18.4,155,66.2,198,84.6
"Greenwich School District","=""0570011""","North Street School","=""0570811""",184,183,99.5,183,"*","*","*","*",49,26.8,119,65.0,168,91.8
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",197,192,97.5,192,10,5.2,14,7.3,56,29.2,112,58.3,168,87.5
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",96,96,100.0,96,"*","*",12,12.5,"*","*",51,53.1,"*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",249,244,98.0,244,8,3.3,24,9.8,63,25.8,149,61.1,212,86.9
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",536,532,99.3,532,81,15.2,132,24.8,206,38.7,113,21.2,319,60.0
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",257,255,99.2,255,41,16.1,58,22.7,83,32.5,73,28.6,156,61.2
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",134,131,97.8,130,16,12.3,26,20.0,61,46.9,27,20.8,88,67.7
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",550,543,98.7,542,81,14.9,138,25.5,220,40.6,103,19.0,323,59.6
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",459,456,99.3,456,77,16.9,120,26.3,180,39.5,79,17.3,259,56.8
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",163,162,99.4,162,58,35.8,40,24.7,35,21.6,29,17.9,64,39.5
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",124,121,97.6,121,19,15.7,23,19.0,43,35.5,36,29.8,79,65.3
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",171,169,98.8,168,47,28.0,40,23.8,49,29.2,32,19.0,81,48.2
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",116,114,98.3,114,41,36.0,23,20.2,36,31.6,14,12.3,50,43.9
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",195,192,98.5,192,23,12.0,27,14.1,74,38.5,68,35.4,142,74.0
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",124,123,99.2,123,19,15.4,27,22.0,41,33.3,36,29.3,77,62.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",244,103,42.2,103,32,31.1,31,30.1,30,29.1,10,9.7,40,38.8
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",141,136,96.5,136,11,8.1,27,19.9,47,34.6,51,37.5,98,72.1
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",472,463,98.1,463,138,29.8,137,29.6,146,31.5,42,9.1,188,40.6
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",523,520,99.4,520,22,4.2,76,14.6,205,39.4,217,41.7,422,81.2
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",133,131,98.5,131,22,16.8,15,11.5,39,29.8,55,42.0,94,71.8
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",133,132,99.2,132,8,6.1,12,9.1,36,27.3,76,57.6,112,84.8
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",558,555,99.5,555,23,4.1,76,13.7,259,46.7,197,35.5,456,82.2
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",239,239,100.0,239,17,7.1,40,16.7,89,37.2,93,38.9,182,76.2
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",139,139,100.0,139,9,6.5,15,10.8,27,19.4,88,63.3,115,82.7
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",137,137,100.0,137,14,10.2,17,12.4,39,28.5,67,48.9,106,77.4
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",260,257,98.8,257,43,16.7,41,16.0,80,31.1,93,36.2,173,67.3
"Hamden School District","=""0620011""","Church Street School","=""0620211""",162,160,98.8,160,66,41.3,60,37.5,25,15.6,9,5.6,34,21.3
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",160,157,98.1,156,38,24.4,39,25.0,42,26.9,37,23.7,79,50.6
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",27,6,22.2,6,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",409,343,83.9,343,55,16.0,98,28.6,117,34.1,73,21.3,190,55.4
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",794,770,97.0,770,184,23.9,201,26.1,271,35.2,114,14.8,385,50.0
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",175,172,98.3,172,45,26.2,54,31.4,46,26.7,27,15.7,73,42.4
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",168,165,98.2,164,41,25.0,40,24.4,50,30.5,33,20.1,83,50.6
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",183,171,93.4,171,51,29.8,45,26.3,43,25.1,32,18.7,75,43.9
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",234,229,97.9,229,36,15.7,35,15.3,61,26.6,97,42.4,158,69.0
"Hamden School District","=""0620011""","West Woods School","=""0621411""",256,254,99.2,254,20,7.9,43,16.9,92,36.2,99,39.0,191,75.2
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",47,44,93.6,44,10,22.7,6,13.6,15,34.1,13,29.5,28,63.6
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",357,340,95.2,338,213,63.0,82,24.3,37,10.9,6,1.8,43,12.7
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",274,268,97.8,268,175,65.3,60,22.4,"*","*","*","*",33,12.3
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",128,128,100.0,128,50,39.1,39,30.5,32,25.0,7,5.5,39,30.5
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",198,198,100.0,198,58,29.3,52,26.3,58,29.3,30,15.2,88,44.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",176,125,71.0,116,54,46.6,36,31.0,"*","*","*","*",26,22.4
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",342,322,94.2,319,240,75.2,64,20.1,"*","*","*","*",15,4.7
"Hartford School District","=""0640011""","Burr School","=""0642311""",424,397,93.6,396,212,53.5,126,31.8,48,12.1,10,2.5,58,14.6
