"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"ELA","Y",52,51,98.1,51,13,25.5,"*","*",24,47.1,"*","*","*","*",2515
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"ELA","N",100,98,98.0,98,"*","*",31,31.6,44,44.9,"*","*","*","*",2539
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"Math","Y",52,51,98.1,51,21,41.2,18,35.3,"*","*","*","*",12,23.5,2487
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"Math","N",100,99,99.0,99,21,21.2,48,48.5,"*","*","*","*",30,30.3,2524
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"ELA","Y",48,48,100.0,48,14,29.2,8,16.7,20,41.7,6,12.5,26,54.2,2544
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"ELA","N",80,79,98.8,79,7,8.9,16,20.3,37,46.8,19,24.1,56,70.9,2587
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"Math","Y",48,48,100.0,48,16,33.3,18,37.5,"*","*","*","*",14,29.2,2517
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"Math","N",80,80,100.0,80,"*","*",25,31.3,30,37.5,"*","*","*","*",2564
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"ELA","Y",46,42,91.3,42,"*","*",15,35.7,18,42.9,"*","*","*","*",2547
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"ELA","N",91,89,97.8,89,"*","*",25,28.1,43,48.3,"*","*","*","*",2595
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"Math","Y",46,42,91.3,42,16,38.1,17,40.5,"*","*","*","*",9,21.4,2529
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"Math","N",91,89,97.8,89,26,29.2,"*","*",25,28.1,"*","*","*","*",2560
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"ELA","Y",34,34,100.0,34,"*","*","*","*",6,17.6,6,17.6,12,35.3,2401
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"ELA","N",32,32,100.0,32,"*","*","*","*",10,31.3,11,34.4,21,65.6,2457
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"Math","Y",34,34,100.0,34,"*","*",13,38.2,"*","*","*","*","*","*",2390
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"Math","N",32,32,100.0,32,"*","*",8,25.0,"*","*","*","*","*","*",2450
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"ELA","Y",36,36,100.0,36,17,47.2,"*","*",11,30.6,"*","*","*","*",2436
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"ELA","N",47,47,100.0,47,9,19.1,"*","*",13,27.7,"*","*","*","*",2496
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"Math","Y",36,36,100.0,36,15,41.7,14,38.9,7,19.4,0,0.0,7,19.4,2425
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"Math","N",47,47,100.0,47,7,14.9,15,31.9,18,38.3,7,14.9,25,53.2,2481
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"ELA","Y",39,38,97.4,38,"*","*",8,21.1,11,28.9,"*","*","*","*",2473
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"ELA","N",50,50,100.0,50,"*","*",7,14.0,19,38.0,"*","*","*","*",2564
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"Math","Y",39,38,97.4,38,22,57.9,11,28.9,"*","*","*","*","*","*",2445
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"Math","N",50,50,100.0,50,10,20.0,11,22.0,"*","*","*","*","*","*",2518
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"ELA","Y",43,43,100.0,43,"*","*","*","*",18,41.9,"*","*","*","*",2426
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"ELA","N",34,34,100.0,34,"*","*","*","*",10,29.4,"*","*","*","*",2472
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"Math","Y",43,43,100.0,43,"*","*",10,23.3,13,30.2,"*","*","*","*",2419
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"Math","N",34,34,100.0,34,"*","*",10,29.4,13,38.2,"*","*","*","*",2457
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"ELA","Y",40,40,100.0,40,"*","*",15,37.5,13,32.5,"*","*","*","*",2440
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"ELA","N",30,29,96.7,29,"*","*",7,24.1,9,31.0,"*","*","*","*",2495
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"Math","Y",40,40,100.0,40,"*","*",22,55.0,"*","*",0,0.0,"*","*",2435
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"Math","N",30,30,100.0,30,"*","*",9,30.0,15,50.0,"*","*","*","*",2471
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"ELA","Y",36,36,100.0,36,16,44.4,"*","*","*","*","*","*","*","*",2462
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"ELA","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*",2557
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"Math","Y",36,36,100.0,36,"*","*",12,33.3,"*","*","*","*","*","*",2448
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"Math","N",26,26,100.0,26,"*","*",9,34.6,"*","*","*","*","*","*",2541
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"ELA","Y",62,62,100.0,62,"*","*",21,33.9,16,25.8,"*","*","*","*",2398
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"ELA","N",35,33,94.3,33,"*","*",7,21.2,11,33.3,"*","*","*","*",2461
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"Math","Y",62,62,100.0,62,"*","*",20,32.3,"*","*",0,0.0,"*","*",2394
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"Math","N",35,33,94.3,33,"*","*",14,42.4,"*","*",8,24.2,"*","*",2444
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"ELA","Y",60,57,95.0,57,26,45.6,15,26.3,"*","*","*","*",16,28.1,2429
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"ELA","N",58,58,100.0,58,"*","*",14,24.1,24,41.4,"*","*","*","*",2491
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"Math","Y",60,60,100.0,60,18,30.0,29,48.3,"*","*","*","*",13,21.7,2440
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"Math","N",58,58,100.0,58,"*","*",21,36.2,14,24.1,"*","*","*","*",2492
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"ELA","Y",61,60,98.4,60,18,30.0,"*","*",19,31.7,"*","*","*","*",2474
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"ELA","N",43,43,100.0,43,8,18.6,"*","*",22,51.2,"*","*","*","*",2527
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"Math","Y",62,62,100.0,62,28,45.2,24,38.7,"*","*","*","*",10,16.1,2452
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"Math","N",43,43,100.0,43,"*","*",14,32.6,13,30.2,"*","*","*","*",2507
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"ELA","Y",51,50,98.0,50,"*","*",17,34.0,12,24.0,"*","*","*","*",2493
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"ELA","N",37,37,100.0,37,"*","*",8,21.6,18,48.6,"*","*","*","*",2552
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"Math","Y",51,50,98.0,50,24,48.0,15,30.0,"*","*","*","*",11,22.0,2472
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"Math","N",37,37,100.0,37,"*","*",15,40.5,13,35.1,"*","*","*","*",2520
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"ELA","Y",58,56,96.6,56,"*","*",10,17.9,27,48.2,"*","*","*","*",2539
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"ELA","N",45,45,100.0,45,"*","*",7,15.6,30,66.7,"*","*","*","*",2589
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"Math","Y",58,57,98.3,57,26,45.6,19,33.3,"*","*","*","*",12,21.1,2483
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"Math","N",45,45,100.0,45,"*","*",21,46.7,10,22.2,"*","*","*","*",2550
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"ELA","Y",59,58,98.3,58,"*","*",31,53.4,11,19.0,"*","*","*","*",2537
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"ELA","N",33,33,100.0,33,"*","*",12,36.4,16,48.5,"*","*","*","*",2596
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"Math","Y",59,58,98.3,58,28,48.3,21,36.2,9,15.5,0,0.0,9,15.5,2499
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"Math","N",33,33,100.0,33,"*","*",15,45.5,8,24.2,"*","*","*","*",2556
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"ELA","Y",15,13,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"ELA","N",201,173,86.1,170,"*","*","*","*","*","*","*","*","*","*",2552
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"Math","N",201,187,93.0,186,"*","*","*","*","*","*","*","*","*","*",2597
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"ELA","Y",20,20,100.0,20,"*","*","*","*","*","*",11,55.0,"*","*",2470
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"ELA","N",200,194,97.0,194,"*","*","*","*","*","*",86,44.3,"*","*",2473
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"Math","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"Math","N",200,194,97.0,194,"*","*","*","*","*","*","*","*","*","*",2469
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"ELA","N",170,168,98.8,168,"*","*","*","*","*","*","*","*","*","*",2516
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"Math","N",170,168,98.8,168,"*","*","*","*","*","*","*","*","*","*",2508
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"ELA","N",210,195,92.9,195,"*","*","*","*","*","*","*","*","*","*",2544
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"Math","N",210,197,93.8,196,"*","*","*","*","*","*","*","*","*","*",2517
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"ELA","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"ELA","N",225,213,94.7,213,"*","*","*","*","*","*","*","*","*","*",2569
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"Math","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"Math","N",225,212,94.2,212,"*","*","*","*","*","*","*","*","*","*",2561
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"ELA","Y",24,24,100.0,24,"*","*","*","*",10,41.7,7,29.2,17,70.8,2593
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"ELA","N",174,171,98.3,169,"*","*","*","*",87,51.5,50,29.6,137,81.1,2612
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"Math","Y",24,24,100.0,24,"*","*","*","*",8,33.3,6,25.0,14,58.3,2555
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"Math","N",174,173,99.4,173,"*","*","*","*",56,32.4,49,28.3,105,60.7,2586
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"ELA","N",216,214,99.1,213,"*","*","*","*","*","*","*","*","*","*",2629
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"Math","N",216,214,99.1,214,"*","*","*","*","*","*","*","*","*","*",2599
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"ELA","Y",22,21,95.5,21,"*","*",9,42.9,"*","*","*","*","*","*",2412
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"ELA","N",55,54,98.2,54,"*","*",8,14.8,"*","*","*","*","*","*",2474
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"Math","Y",22,22,100.0,22,"*","*",9,40.9,"*","*",0,0.0,"*","*",2390
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"Math","N",55,54,98.2,54,8,14.8,17,31.5,"*","*","*","*","*","*",2441
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"ELA","Y",20,20,100.0,20,"*","*","*","*",8,40.0,6,30.0,14,70.0,2501
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"ELA","N",79,79,100.0,79,"*","*","*","*",19,24.1,41,51.9,60,75.9,2525
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"Math","Y",20,20,100.0,20,"*","*",9,45.0,7,35.0,"*","*","*","*",2465
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"Math","N",79,79,100.0,79,"*","*",25,31.6,21,26.6,"*","*","*","*",2505
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"ELA","Y",24,23,95.8,23,"*","*",8,34.8,6,26.1,"*","*","*","*",2478
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"ELA","N",54,54,100.0,54,"*","*",11,20.4,22,40.7,"*","*","*","*",2557
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"Math","Y",24,23,95.8,23,16,69.6,"*","*","*","*","*","*","*","*",2439
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"Math","N",54,54,100.0,54,11,20.4,"*","*","*","*","*","*","*","*",2509
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"ELA","Y",22,22,100.0,22,"*","*","*","*",11,50.0,"*","*","*","*",2568
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"ELA","N",59,59,100.0,59,"*","*","*","*",28,47.5,"*","*","*","*",2600
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"Math","Y",22,22,100.0,22,6,27.3,10,45.5,"*","*","*","*",6,27.3,2521
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"Math","N",59,59,100.0,59,10,16.9,18,30.5,"*","*","*","*",31,52.5,2546
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"ELA","Y",38,37,97.4,37,"*","*",15,40.5,11,29.7,"*","*","*","*",2545
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"ELA","N",69,69,100.0,69,"*","*",10,14.5,38,55.1,"*","*","*","*",2602
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"Math","Y",38,37,97.4,37,20,54.1,"*","*","*","*",0,0.0,"*","*",2472
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"Math","N",69,69,100.0,69,14,20.3,32,46.4,"*","*","*","*","*","*",2539
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"ELA","Y",29,28,96.6,28,6,21.4,10,35.7,12,42.9,0,0.0,12,42.9,2549
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"ELA","N",70,69,98.6,69,8,11.6,21,30.4,26,37.7,14,20.3,40,58.0,2590
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"Math","Y",29,28,96.6,28,15,53.6,"*","*","*","*",0,0.0,"*","*",2476
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"Math","N",70,69,98.6,69,25,36.2,30,43.5,"*","*","*","*","*","*",2522
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",07,"ELA","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",07,"Math","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2459
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"Math","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2435
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"ELA","N",34,33,97.1,33,"*","*","*","*","*","*","*","*","*","*",2478
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"Math","N",34,33,97.1,33,"*","*","*","*","*","*","*","*","*","*",2464
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"ELA","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"ELA","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2498
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"Math","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"Math","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2495
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"ELA","N",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*",2523
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"Math","N",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*",2489
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"ELA","N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2583
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"Math","N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2555
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"ELA","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*",2590
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"Math","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*",2586
"Canton School District","=""0230011""","Canton Academy","=""0230411""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"ELA","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*",2668
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"Math","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*",2644
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"ELA","N",122,122,100.0,122,"*","*","*","*","*","*","*","*","*","*",2519
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"Math","N",122,122,100.0,122,"*","*","*","*","*","*","*","*","*","*",2498
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",05,"ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",05,"ELA","N",121,121,100.0,121,"*","*","*","*","*","*","*","*","*","*",2556
