"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",157,156,99.4,156,15,9.6,22,14.1,47,30.1,72,46.2,119,76.3
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",123,121,98.4,121,12,9.9,20,16.5,24,19.8,65,53.7,89,73.6
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",86,85,98.8,85,22,25.9,27,31.8,27,31.8,9,10.6,36,42.4
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",374,369,98.7,369,79,21.4,102,27.6,136,36.9,52,14.1,188,50.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",86,86,100.0,86,7,8.1,22,25.6,31,36.0,26,30.2,57,66.3
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",302,295,97.7,295,21,7.1,50,16.9,121,41.0,103,34.9,224,75.9
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",328,321,97.9,321,9,2.8,24,7.5,89,27.7,199,62.0,288,89.7
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",126,126,100.0,126,"*","*",22,17.5,32,25.4,63,50.0,95,75.4
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*","*","*","*",11,13.6,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",419,416,99.3,416,25,6.0,86,20.7,179,43.0,126,30.3,305,73.3
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",437,434,99.3,434,28,6.5,92,21.2,122,28.1,192,44.2,314,72.4
"Ellington School District","=""0480011""","Windermere School","=""0480611""",195,195,100.0,195,21,10.8,20,10.3,43,22.1,111,56.9,154,79.0
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",376,376,100.0,376,81,21.5,78,20.7,131,34.8,86,22.9,217,57.7
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",327,326,99.7,326,68,20.9,81,24.8,91,27.9,86,26.4,177,54.3
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",413,409,99.0,409,56,13.7,87,21.3,137,33.5,129,31.5,266,65.0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",1071,1064,99.3,1064,197,18.5,304,28.6,420,39.5,143,13.4,563,52.9
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",411,410,99.8,410,59,14.4,106,25.9,133,32.4,112,27.3,245,59.8
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",203,197,97.0,197,15,7.6,26,13.2,49,24.9,107,54.3,156,79.2
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",157,156,99.4,156,10,6.4,12,7.7,51,32.7,83,53.2,134,85.9
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",879,868,98.7,866,64,7.4,159,18.4,363,41.9,280,32.3,643,74.2
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",210,208,99.0,208,21,10.1,50,24.0,62,29.8,75,36.1,137,65.9
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",169,167,98.8,167,21,12.6,27,16.2,45,26.9,74,44.3,119,71.3
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",218,216,99.1,216,55,25.5,54,25.0,57,26.4,50,23.1,107,49.5
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",215,215,100.0,215,30,14.0,35,16.3,61,28.4,89,41.4,150,69.8
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",230,226,98.3,226,22,9.7,30,13.3,64,28.3,110,48.7,174,77.0
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",264,264,100.0,264,28,10.6,35,13.3,84,31.8,117,44.3,201,76.1
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",210,208,99.0,208,8,3.8,28,13.5,51,24.5,121,58.2,172,82.7
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",798,789,98.9,789,39,4.9,124,15.7,371,47.0,255,32.3,626,79.3
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",241,240,99.6,240,15,6.3,29,12.1,61,25.4,135,56.3,196,81.7
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",243,243,100.0,243,26,10.7,47,19.3,73,30.0,97,39.9,170,70.0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",688,679,98.7,679,62,9.1,136,20.0,270,39.8,211,31.1,481,70.8
"Farmington School District","=""0520011""","East Farms School","=""0520411""",212,212,100.0,212,"*","*","*","*",58,27.4,135,63.7,193,91.0
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",618,614,99.4,614,43,7.0,105,17.1,254,41.4,212,34.5,466,75.9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",147,147,100.0,147,11,7.5,18,12.2,42,28.6,76,51.7,118,80.3
"Farmington School District","=""0520011""","Union School","=""0520111""",138,138,100.0,138,14,10.1,25,18.1,38,27.5,61,44.2,99,71.7
"Farmington School District","=""0520011""","West District School","=""0520311""",133,133,100.0,133,9,6.8,14,10.5,34,25.6,76,57.1,110,82.7
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",651,647,99.4,647,45,7.0,100,15.5,210,32.5,292,45.1,502,77.6
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",110,108,98.2,108,21,19.4,22,20.4,40,37.0,25,23.1,65,60.2
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",253,253,100.0,253,22,8.7,39,15.4,60,23.7,132,52.2,192,75.9
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",131,131,100.0,131,"*","*","*","*",33,25.2,83,63.4,116,88.5
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",481,480,99.8,480,22,4.6,58,12.1,183,38.1,217,45.2,400,83.3
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",223,222,99.6,222,12,5.4,26,11.7,51,23.0,133,59.9,184,82.9
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",224,224,100.0,224,11,4.9,30,13.4,56,25.0,127,56.7,183,81.7
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",192,192,100.0,192,27,14.1,37,19.3,57,29.7,71,37.0,128,66.7
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",276,273,98.9,273,17,6.2,25,9.2,72,26.4,159,58.2,231,84.6
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1030,1027,99.7,1027,73,7.1,160,15.6,469,45.7,325,31.6,794,77.3
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",308,303,98.4,303,"*","*",53,17.5,130,42.9,"*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",271,268,98.9,268,"*","*","*","*",92,34.3,124,46.3,216,80.6
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*","*","*","*",21,8.1,"*","*","*","*",129,49.8,"*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",210,210,100.0,210,107,51.0,63,30.0,"*","*","*","*",40,19.0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",552,546,98.9,546,59,10.8,92,16.8,226,41.4,169,31.0,395,72.3
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",236,235,99.6,235,35,14.9,35,14.9,57,24.3,108,46.0,165,70.2
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",819,818,99.9,818,29,3.5,91,11.1,332,40.6,366,44.7,698,85.3
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",235,234,99.6,234,26,11.1,37,15.8,56,23.9,115,49.1,171,73.1
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",163,163,100.0,163,37,22.7,41,25.2,48,29.4,37,22.7,85,52.1
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",189,189,100.0,189,10,5.3,12,6.3,43,22.8,124,65.6,167,88.4
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",167,167,100.0,167,28,16.8,40,24.0,41,24.6,58,34.7,99,59.3
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",127,127,100.0,127,22,17.3,29,22.8,39,30.7,37,29.1,76,59.8
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",234,234,100.0,234,14,6.0,22,9.4,48,20.5,150,64.1,198,84.6
"Greenwich School District","=""0570011""","North Street School","=""0570811""",171,170,99.4,170,"*","*","*","*",38,22.4,107,62.9,145,85.3
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",207,207,100.0,207,"*","*","*","*",49,23.7,134,64.7,183,88.4
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",101,99,98.0,99,7,7.1,11,11.1,34,34.3,47,47.5,81,81.8
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",229,229,100.0,229,7,3.1,16,7.0,51,22.3,155,67.7,206,90.0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",535,534,99.8,534,76,14.2,123,23.0,190,35.6,145,27.2,335,62.7
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",539,534,99.1,534,83,15.5,126,23.6,221,41.4,104,19.5,325,60.9
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",489,487,99.6,487,85,17.5,128,26.3,173,35.5,101,20.7,274,56.3
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",165,165,100.0,165,58,35.2,34,20.6,42,25.5,31,18.8,73,44.2
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",121,121,100.0,121,14,11.6,20,16.5,41,33.9,46,38.0,87,71.9
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",169,169,100.0,169,60,35.5,35,20.7,51,30.2,23,13.6,74,43.8
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",125,125,100.0,125,32,25.6,30,24.0,35,28.0,28,22.4,63,50.4
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",186,186,100.0,186,19,10.2,29,15.6,61,32.8,77,41.4,138,74.2
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",141,141,100.0,141,19,13.5,31,22.0,48,34.0,43,30.5,91,64.5
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",114,112,98.2,112,7,6.3,20,17.9,37,33.0,48,42.9,85,75.9
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",432,428,99.1,428,134,31.3,128,29.9,127,29.7,39,9.1,166,38.8
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",557,555,99.6,555,46,8.3,67,12.1,203,36.6,239,43.1,442,79.6
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",141,141,100.0,139,17,12.2,21,15.1,36,25.9,65,46.8,101,72.7
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",111,111,100.0,111,6,5.4,10,9.0,28,25.2,67,60.4,95,85.6
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",548,546,99.6,546,15,2.7,70,12.8,228,41.8,233,42.7,461,84.4
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",119,119,100.0,119,8,6.7,10,8.4,18,15.1,83,69.7,101,84.9
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",150,150,100.0,150,10,6.7,14,9.3,44,29.3,82,54.7,126,84.0
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",260,257,98.8,257,57,22.2,58,22.6,72,28.0,70,27.2,142,55.3
"Hamden School District","=""0620011""","Church Street School","=""0620211""",160,160,100.0,160,70,43.8,45,28.1,33,20.6,12,7.5,45,28.1
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",153,153,100.0,153,39,25.5,31,20.3,43,28.1,40,26.1,83,54.2
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",802,789,98.4,789,207,26.2,216,27.4,257,32.6,109,13.8,366,46.4
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",183,183,100.0,183,65,35.5,48,26.2,47,25.7,23,12.6,70,38.3
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",180,180,100.0,180,56,31.1,41,22.8,45,25.0,38,21.1,83,46.1
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",189,187,98.9,187,63,33.7,33,17.6,59,31.6,32,17.1,91,48.7
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",242,238,98.3,238,40,16.8,38,16.0,67,28.2,93,39.1,160,67.2
"Hamden School District","=""0620011""","West Woods School","=""0621411""",234,233,99.6,233,25,10.7,33,14.2,77,33.0,98,42.1,175,75.1
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",48,48,100.0,48,8,16.7,14,29.2,15,31.3,11,22.9,26,54.2
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",375,363,96.8,361,274,75.9,54,15.0,"*","*","*","*",33,9.1
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",296,296,100.0,296,164,55.4,80,27.0,46,15.5,6,2.0,52,17.6
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",124,123,99.2,123,47,38.2,42,34.1,22,17.9,12,9.8,34,27.6
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",196,195,99.5,195,56,28.7,54,27.7,52,26.7,33,16.9,85,43.6
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",323,321,99.4,321,249,77.6,50,15.6,"*","*","*","*",22,6.9
"Hartford School District","=""0640011""","Burr School","=""0642311""",385,385,100.0,385,245,63.6,84,21.8,48,12.5,8,2.1,56,14.5
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",276,273,98.9,273,118,43.2,66,24.2,70,25.6,19,7.0,89,32.6
"Hartford School District","=""0640011""","Clark School","=""0642411""",149,148,99.3,148,101,68.2,37,25.0,"*","*","*","*",10,6.8
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",288,288,100.0,288,111,38.5,93,32.3,65,22.6,19,6.6,84,29.2
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",397,396,99.7,396,171,43.2,101,25.5,94,23.7,30,7.6,124,31.3
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",53,53,100.0,53,29,54.7,10,18.9,7,13.2,7,13.2,14,26.4
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",31,31,100.0,31,25,80.6,6,19.4,0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",10,10,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",357,355,99.4,355,103,29.0,86,24.2,96,27.0,70,19.7,166,46.8
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",265,265,100.0,265,148,55.8,65,24.5,38,14.3,14,5.3,52,19.6
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",173,173,100.0,173,113,65.3,38,22.0,16,9.2,6,3.5,22,12.7
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",317,314,99.1,314,156,49.7,94,29.9,48,15.3,16,5.1,64,20.4
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",616,615,99.8,615,209,34.0,142,23.1,188,30.6,76,12.4,264,42.9
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",388,385,99.2,385,206,53.5,101,26.2,62,16.1,16,4.2,78,20.3
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",340,340,100.0,340,227,66.8,68,20.0,36,10.6,9,2.6,45,13.2
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",207,207,100.0,207,138,66.7,41,19.8,"*","*","*","*",28,13.5
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",245,244,99.6,244,154,63.1,67,27.5,"*","*","*","*",23,9.4
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",210,210,100.0,210,156,74.3,38,18.1,"*","*","*","*",16,7.6
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",105,105,100.0,105,28,26.7,27,25.7,33,31.4,17,16.2,50,47.6
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",47,47,100.0,47,14,29.8,10,21.3,14,29.8,9,19.1,23,48.9
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",350,349,99.7,349,120,34.4,83,23.8,90,25.8,56,16.0,146,41.8
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",243,242,99.6,242,153,63.2,55,22.7,25,10.3,9,3.7,34,14.0
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",447,447,100.0,447,131,29.3,123,27.5,134,30.0,59,13.2,193,43.2
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",112,89,79.5,89,12,13.5,16,18.0,40,44.9,21,23.6,61,68.5
"Hartford School District","=""0640011""","SAND School","=""0640111""",224,220,98.2,220,143,65.0,58,26.4,"*","*","*","*",19,8.6
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",239,229,95.8,229,36,15.7,34,14.8,91,39.7,68,29.7,159,69.4
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",295,295,100.0,295,116,39.3,76,25.8,70,23.7,33,11.2,103,34.9
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",187,186,99.5,186,100,53.8,43,23.1,33,17.7,10,5.4,43,23.1
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",269,265,98.5,265,149,56.2,75,28.3,"*","*","*","*",41,15.5
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",169,169,100.0,169,101,59.8,50,29.6,"*","*","*","*",18,10.7
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",265,265,100.0,265,120,45.3,64,24.2,62,23.4,19,7.2,81,30.6
"Hartford School District","=""0640011""","West Middle School","=""0642111""",245,243,99.2,243,118,48.6,69,28.4,45,18.5,11,4.5,56,23.0
"Hartland School District","=""0650011""","Hartland School","=""0650111""",126,126,100.0,126,14,11.1,26,20.6,51,40.5,35,27.8,86,68.3
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",435,435,100.0,435,66,15.2,90,20.7,166,38.2,113,26.0,279,64.1
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",231,231,100.0,231,81,35.1,73,31.6,57,24.7,20,8.7,77,33.3
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",199,199,100.0,196,50,25.5,49,25.0,71,36.2,26,13.3,97,49.5
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",262,259,98.9,259,89,34.4,86,33.2,68,26.3,16,6.2,84,32.4
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",419,418,99.8,418,137,32.8,120,28.7,113,27.0,48,11.5,161,38.5
"Kent School District","=""0680011""","Kent Center School","=""0680111""",158,151,95.6,151,13,8.6,18,11.9,57,37.7,63,41.7,120,79.5
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",665,656,98.6,656,78,11.9,161,24.5,291,44.4,126,19.2,417,63.6
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",322,322,100.0,322,79,24.5,88,27.3,83,25.8,72,22.4,155,48.1
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",138,138,100.0,138,33,23.9,38,27.5,42,30.4,25,18.1,67,48.6
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",270,265,98.1,265,57,21.5,65,24.5,76,28.7,67,25.3,143,54.0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",152,152,100.0,152,20,13.2,29,19.1,43,28.3,60,39.5,103,67.8
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",304,286,94.1,286,30,10.5,67,23.4,105,36.7,84,29.4,189,66.1
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",163,162,99.4,162,37,22.8,38,23.5,55,34.0,32,19.8,87,53.7
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",283,282,99.6,281,51,18.1,54,19.2,86,30.6,90,32.0,176,62.6
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",241,241,100.0,241,49,20.3,47,19.5,81,33.6,64,26.6,145,60.2
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",317,316,99.7,316,53,16.8,81,25.6,128,40.5,54,17.1,182,57.6
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",252,249,98.8,249,32,12.9,63,25.3,85,34.1,69,27.7,154,61.8
"Litchfield School District","=""0740011""","Center School","=""0740211""",51,50,98.0,50,"*","*",6,12.0,16,32.0,24,48.0,40,80.0
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",216,215,99.5,215,9,4.2,29,13.5,68,31.6,109,50.7,177,82.3
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",168,165,98.2,165,20,12.1,27,16.4,65,39.4,53,32.1,118,71.5
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",414,380,91.8,380,43,11.3,72,18.9,150,39.5,115,30.3,265,69.7
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",123,115,93.5,115,9,7.8,13,11.3,32,27.8,61,53.0,93,80.9
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",144,135,93.8,135,8,5.9,20,14.8,48,35.6,59,43.7,107,79.3
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",102,98,96.1,98,7,7.1,6,6.1,25,25.5,60,61.2,85,86.7
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",548,481,87.8,481,59,12.3,111,23.1,192,39.9,119,24.7,311,64.7
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""",202,202,100.0,202,68,33.7,45,22.3,43,21.3,46,22.8,89,44.1
"Manchester School District","=""0770011""","Buckley School","=""0770311""",159,154,96.9,153,30,19.6,34,22.2,40,26.1,49,32.0,89,58.2
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",422,420,99.5,420,155,36.9,106,25.2,115,27.4,44,10.5,159,37.9
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",136,135,99.3,135,42,31.1,25,18.5,33,24.4,35,25.9,68,50.4
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",755,749,99.2,749,253,33.8,187,25.0,225,30.0,84,11.2,309,41.3
"Manchester School District","=""0770011""","Keeney School","=""0770611""",153,153,100.0,153,54,35.3,26,17.0,33,21.6,40,26.1,73,47.7
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",130,130,100.0,130,51,39.2,27,20.8,29,22.3,23,17.7,52,40.0
"Manchester School District","=""0770011""","New Horizons","=""0770711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""",146,146,100.0,146,49,33.6,32,21.9,42,28.8,23,15.8,65,44.5
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",186,186,100.0,186,97,52.2,40,21.5,35,18.8,14,7.5,49,26.3
"Manchester School District","=""0770011""","Waddell School","=""0771311""",166,162,97.6,162,59,36.4,38,23.5,45,27.8,20,12.3,65,40.1
"Manchester School District","=""0770011""","Washington School","=""0771411""",185,185,100.0,185,99,53.5,39,21.1,33,17.8,14,7.6,47,25.4
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",104,101,97.1,101,10,9.9,10,9.9,26,25.7,55,54.5,81,80.2
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",77,72,93.5,72,8,11.1,6,8.3,14,19.4,44,61.1,58,80.6
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",527,484,91.8,484,36,7.4,73,15.1,175,36.2,200,41.3,375,77.5
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",103,99,96.1,99,17,17.2,8,8.1,23,23.2,51,51.5,74,74.7
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",341,340,99.7,340,31,9.1,59,17.4,101,29.7,149,43.8,250,73.5
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",174,172,98.9,172,61,35.5,42,24.4,40,23.3,29,16.9,69,40.1
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",339,335,98.8,335,102,30.4,92,27.5,93,27.8,48,14.3,141,42.1
