"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Gender"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,"ELA","F",55,54,98.2,54,7,13.0,18,33.3,23,42.6,6,11.1,29,53.7,2580
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,"ELA","M",87,87,100.0,86,21,24.4,24,27.9,35,40.7,6,7.0,41,47.7,2564
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,"Math","F",55,54,98.2,54,40,74.1,14,25.9,0,0.0,0,0.0,0,0.0,2497
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,"Math","M",87,86,98.9,86,58,67.4,21,24.4,7,8.1,0,0.0,7,8.1,2493
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,"ELA","F",63,63,100.0,63,28,44.4,24,38.1,"*","*","*","*",11,17.5,2505
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,"ELA","M",81,81,100.0,81,52,64.2,19,23.5,"*","*","*","*",10,12.3,2466
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,"Math","F",63,63,100.0,63,49,77.8,"*","*","*","*",0,0.0,"*","*",2475
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,"Math","M",81,80,98.8,80,66,82.5,"*","*","*","*",0,0.0,"*","*",2469
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,"ELA","F",87,84,96.6,84,"*","*",23,27.4,46,54.8,"*","*","*","*",2620
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,"ELA","M",101,101,100.0,101,"*","*","*","*",56,55.4,21,20.8,77,76.2,2630
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,"Math","F",87,86,98.9,86,48,55.8,30,34.9,"*","*","*","*",8,9.3,2526
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,"Math","M",101,101,100.0,101,32,31.7,53,52.5,"*","*","*","*",16,15.8,2565
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,"ELA","F",35,21,60.0,21,11,52.4,"*","*","*","*",0,0.0,"*","*",2476
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,"ELA","M",93,59,63.4,59,32,54.2,15,25.4,"*","*","*","*","*","*",2493
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,"Math","F",35,23,65.7,23,"*","*","*","*",0,0.0,0,0.0,0,0.0,2460
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,"Math","M",93,60,64.5,60,50,83.3,"*","*","*","*",0,0.0,"*","*",2450
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,"ELA","F",49,49,100.0,49,7,14.3,17,34.7,14,28.6,11,22.4,25,51.0,2605
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,"ELA","M",101,97,96.0,97,12,12.4,39,40.2,36,37.1,10,10.3,46,47.4,2580
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,"Math","F",49,49,100.0,49,34,69.4,"*","*","*","*",0,0.0,"*","*",2512
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,"Math","M",101,97,96.0,97,64,66.0,25,25.8,"*","*","*","*","*","*",2513
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,"ELA","F",27,27,100.0,27,"*","*",7,25.9,12,44.4,"*","*","*","*",2592
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,"ELA","M",129,129,100.0,129,"*","*",34,26.4,65,50.4,"*","*","*","*",2604
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,"Math","F",27,27,100.0,27,23,85.2,"*","*","*","*",0,0.0,"*","*",2479
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,"Math","M",129,129,100.0,129,80,62.0,"*","*","*","*",0,0.0,"*","*",2523
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,"ELA","F",59,58,98.3,58,"*","*",14,24.1,29,50.0,"*","*","*","*",2622
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,"ELA","M",101,99,98.0,99,"*","*",34,34.3,47,47.5,"*","*","*","*",2610
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,"Math","F",59,57,96.6,57,37,64.9,17,29.8,"*","*","*","*","*","*",2514
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,"Math","M",101,97,96.0,97,55,56.7,31,32.0,"*","*","*","*","*","*",2537
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,"ELA","F",64,63,98.4,63,"*","*",23,36.5,20,31.7,"*","*","*","*",2554
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,"ELA","M",93,85,91.4,85,32,37.6,37,43.5,"*","*","*","*",16,18.8,2510
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,"Math","F",63,62,98.4,62,36,58.1,"*","*","*","*",0,0.0,"*","*",2535
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,"Math","M",93,86,92.5,86,53,61.6,24,27.9,"*","*","*","*","*","*",2508
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,"ELA","F",72,71,98.6,71,9,12.7,24,33.8,27,38.0,11,15.5,38,53.5,2591
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,"ELA","M",123,122,99.2,122,20,16.4,30,24.6,58,47.5,14,11.5,72,59.0,2582
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,"Math","F",72,70,97.2,70,46,65.7,16,22.9,8,11.4,0,0.0,8,11.4,2520
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,"Math","M",123,122,99.2,122,56,45.9,39,32.0,"*","*","*","*",27,22.1,2555
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,"ELA","F",43,43,100.0,43,"*","*",22,51.2,10,23.3,"*","*","*","*",2586
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,"ELA","M",111,104,93.7,104,"*","*",40,38.5,35,33.7,"*","*","*","*",2562
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,"Math","F",43,43,100.0,43,26,60.5,"*","*","*","*",0,0.0,"*","*",2514
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,"Math","M",111,107,96.4,107,65,60.7,33,30.8,"*","*","*","*","*","*",2518
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,"ELA","F",78,78,100.0,78,"*","*","*","*",50,64.1,17,21.8,67,85.9,2635
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,"ELA","M",99,98,99.0,98,"*","*",26,26.5,48,49.0,"*","*","*","*",2621
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,"Math","F",78,72,92.3,72,33,45.8,28,38.9,"*","*","*","*",11,15.3,2549
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,"Math","M",99,95,96.0,95,30,31.6,40,42.1,"*","*","*","*",25,26.3,2575
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,"ELA","F",45,43,95.6,43,"*","*",14,32.6,23,53.5,"*","*","*","*",2590
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,"ELA","M",85,82,96.5,82,"*","*",27,32.9,34,41.5,"*","*","*","*",2583
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,"Math","F",45,43,95.6,43,22,51.2,"*","*","*","*",0,0.0,"*","*",2530
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,"Math","M",85,82,96.5,82,47,57.3,29,35.4,"*","*","*","*","*","*",2524
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",03,"ELA","F",25,24,96.0,24,"*","*",7,29.2,6,25.0,"*","*","*","*",2448
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",03,"ELA","M",33,32,97.0,32,"*","*",13,40.6,6,18.8,"*","*","*","*",2407
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",03,"Math","F",25,25,100.0,25,"*","*",8,32.0,"*","*",7,28.0,"*","*",2458
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",03,"Math","M",33,33,100.0,33,"*","*",10,30.3,12,36.4,"*","*","*","*",2445
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",04,"ELA","F",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2484
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",04,"ELA","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",04,"Math","F",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2476
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",04,"Math","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"ELA","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2536
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"ELA","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"Math","F",27,26,96.3,26,"*","*","*","*","*","*","*","*","*","*",2488
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"Math","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",06,"ELA","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",06,"ELA","M",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",06,"Math","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",06,"Math","M",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",07,"ELA","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",07,"ELA","M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",07,"Math","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",07,"Math","M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"ELA","F",21,21,100.0,21,"*","*","*","*",12,57.1,"*","*","*","*",2574
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"ELA","M",21,21,100.0,21,"*","*","*","*",10,47.6,0,0.0,10,47.6,2550
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"Math","F",21,21,100.0,21,"*","*",9,42.9,"*","*",0,0.0,"*","*",2508
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"Math","M",21,21,100.0,21,9,42.9,"*","*","*","*",0,0.0,"*","*",2513
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",03,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",03,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",04,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",04,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",06,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",06,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",07,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",07,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",11,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",11,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",11,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",11,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",03,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",03,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",04,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",04,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",06,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",06,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",07,"ELA","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",07,"ELA","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",07,"Math","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",07,"Math","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"ELA","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"ELA","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"Math","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"Math","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",06,"ELA","F",72,69,95.8,69,"*","*","*","*",33,47.8,21,30.4,54,78.3,2579
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",06,"ELA","M",58,57,98.3,57,"*","*",14,24.6,27,47.4,"*","*","*","*",2560
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",06,"Math","F",72,68,94.4,68,"*","*",29,42.6,24,35.3,"*","*","*","*",2534
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",06,"Math","M",58,57,98.3,57,11,19.3,23,40.4,"*","*","*","*",23,40.4,2538
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",07,"ELA","F",68,68,100.0,68,0,0.0,11,16.2,40,58.8,17,25.0,57,83.8,2618
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",07,"ELA","M",68,67,98.5,67,10,14.9,14,20.9,33,49.3,10,14.9,43,64.2,2571
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",07,"Math","F",68,67,98.5,67,9,13.4,24,35.8,20,29.9,14,20.9,34,50.7,2571
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",07,"Math","M",68,67,98.5,67,11,16.4,23,34.3,20,29.9,13,19.4,33,49.3,2560
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"ELA","F",61,59,96.7,59,"*","*","*","*",24,40.7,19,32.2,43,72.9,2616
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"ELA","M",58,56,96.6,56,"*","*","*","*",29,51.8,10,17.9,39,69.6,2584
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"Math","F",61,59,96.7,59,16,27.1,17,28.8,17,28.8,9,15.3,26,44.1,2561
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"Math","M",58,53,91.4,53,12,22.6,18,34.0,14,26.4,9,17.0,23,43.4,2567
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",11,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",11,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",11,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",11,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",11,"ELA","F",59,50,84.7,49,6,12.2,11,22.4,19,38.8,13,26.5,32,65.3,2612
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",11,"ELA","M",67,58,86.6,58,22,37.9,18,31.0,12,20.7,6,10.3,18,31.0,2534
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",11,"Math","F",59,49,83.1,49,17,34.7,"*","*",16,32.7,"*","*","*","*",2578
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",11,"Math","M",67,52,77.6,52,33,63.5,8,15.4,"*","*","*","*",11,21.2,2512
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",03,"ELA","F",67,67,100.0,67,"*","*","*","*",24,35.8,25,37.3,49,73.1,2464
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",03,"ELA","M",52,52,100.0,52,"*","*","*","*",19,36.5,15,28.8,34,65.4,2457
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",03,"Math","F",67,67,100.0,67,8,11.9,21,31.3,25,37.3,13,19.4,38,56.7,2449
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",03,"Math","M",52,52,100.0,52,6,11.5,12,23.1,19,36.5,15,28.8,34,65.4,2453
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",04,"ELA","F",64,64,100.0,64,10,15.6,7,10.9,20,31.3,27,42.2,47,73.4,2507
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",04,"ELA","M",57,57,100.0,57,9,15.8,16,28.1,20,35.1,12,21.1,32,56.1,2479
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",04,"Math","F",64,64,100.0,64,12,18.8,22,34.4,21,32.8,9,14.1,30,46.9,2477
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",04,"Math","M",57,57,100.0,57,11,19.3,26,45.6,12,21.1,8,14.0,20,35.1,2475
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"ELA","F",59,58,98.3,58,"*","*","*","*",24,41.4,28,48.3,52,89.7,2571
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"ELA","M",66,65,98.5,65,"*","*","*","*",24,36.9,10,15.4,34,52.3,2507
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"Math","F",59,58,98.3,58,7,12.1,22,37.9,18,31.0,11,19.0,29,50.0,2529
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"Math","M",66,65,98.5,65,17,26.2,23,35.4,17,26.2,8,12.3,25,38.5,2505
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",11,"ELA","F",66,64,97.0,64,7,10.9,10,15.6,22,34.4,25,39.1,47,73.4,2632
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",11,"ELA","M",74,73,98.6,73,12,16.4,21,28.8,20,27.4,20,27.4,40,54.8,2601
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",11,"Math","F",66,64,97.0,64,21,32.8,15,23.4,21,32.8,7,10.9,28,43.8,2592
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",11,"Math","M",74,73,98.6,73,32,43.8,13,17.8,12,16.4,16,21.9,28,38.4,2587
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",06,"ELA","F",65,65,100.0,65,"*","*","*","*",29,44.6,26,40.0,55,84.6,2595
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",06,"ELA","M",84,84,100.0,84,"*","*","*","*",39,46.4,22,26.2,61,72.6,2569
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",06,"Math","F",65,65,100.0,65,13,20.0,18,27.7,19,29.2,15,23.1,34,52.3,2548
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",06,"Math","M",85,85,100.0,85,18,21.2,18,21.2,22,25.9,27,31.8,49,57.6,2558
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",07,"ELA","F",72,72,100.0,72,"*","*","*","*",27,37.5,31,43.1,58,80.6,2622
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",07,"ELA","M",72,72,100.0,72,"*","*",19,26.4,31,43.1,"*","*","*","*",2578
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",07,"Math","F",72,72,100.0,72,18,25.0,15,20.8,24,33.3,15,20.8,39,54.2,2560
