"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"ELA","N",71,71,100.0,71,"*","*","*","*",16,22.5,43,60.6,59,83.1,2543
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"Math","N",71,71,100.0,71,"*","*","*","*",27,38.0,28,39.4,55,77.5,2531
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"ELA","N",58,58,100.0,58,"*","*","*","*",11,19.0,39,67.2,50,86.2,2511
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"Math","N",58,58,100.0,58,"*","*","*","*",12,20.7,35,60.3,47,81.0,2514
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"ELA","N",62,62,100.0,62,8,12.9,8,12.9,23,37.1,23,37.1,46,74.2,2505
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"Math","N",62,62,100.0,62,"*","*","*","*",20,32.3,21,33.9,41,66.1,2519
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"ELA","N",55,54,98.2,54,"*","*","*","*",16,29.6,25,46.3,41,75.9,2477
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"Math","N",55,54,98.2,54,6,11.1,7,13.0,22,40.7,19,35.2,41,75.9,2468
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"ELA","N",66,65,98.5,65,10,15.4,8,12.3,23,35.4,24,36.9,47,72.3,2505
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"Math","N",66,65,98.5,65,"*","*",22,33.8,22,33.8,"*","*","*","*",2497
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"ELA","N",57,57,100.0,57,14,24.6,7,12.3,16,28.1,20,35.1,36,63.2,2524
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"Math","N",57,57,100.0,57,14,24.6,19,33.3,14,24.6,10,17.5,24,42.1,2501
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"ELA","N",42,42,100.0,42,"*","*","*","*",15,35.7,15,35.7,30,71.4,2574
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"Math","N",42,42,100.0,42,"*","*",12,28.6,16,38.1,"*","*","*","*",2562
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"ELA","F",39,39,100.0,39,15,38.5,16,41.0,8,20.5,0,0.0,8,20.5,2381
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"Math","F",39,39,100.0,39,21,53.8,"*","*",9,23.1,"*","*","*","*",2380
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"ELA","F",29,29,100.0,29,14,48.3,10,34.5,"*","*","*","*","*","*",2424
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"Math","F",29,29,100.0,29,14,48.3,8,27.6,7,24.1,0,0.0,7,24.1,2431
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"ELA","F",26,25,96.2,25,14,56.0,"*","*","*","*",0,0.0,"*","*",2430
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"Math","F",26,26,100.0,26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,2408
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"ELA","F",28,27,96.4,27,"*","*",13,48.1,6,22.2,"*","*","*","*",2490
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"Math","F",28,28,100.0,28,19,67.9,"*","*","*","*",0,0.0,"*","*",2434
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"ELA","N",21,21,100.0,21,"*","*","*","*","*","*",13,61.9,"*","*",2498
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"Math","N",21,21,100.0,21,0,0.0,"*","*","*","*",12,57.1,"*","*",2502
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"ELA","N",21,21,100.0,20,"*","*","*","*","*","*",6,30.0,"*","*",2492
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"Math","N",21,20,95.2,20,"*","*",10,50.0,"*","*","*","*","*","*",2471
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"ELA","F",21,20,95.2,20,10,50.0,6,30.0,"*","*","*","*","*","*",2434
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"ELA","N",18,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"ELA","R",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"Math","F",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0,2394
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"ELA","F",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"Math","F",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"ELA","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"Math","F",9,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"ELA","F",97,76,78.4,76,"*","*",31,40.8,17,22.4,"*","*","*","*",2555
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"ELA","N",284,240,84.5,240,27,11.3,59,24.6,93,38.8,61,25.4,154,64.2,2616
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"ELA","R",28,27,96.4,27,11,40.7,8,29.6,"*","*","*","*",8,29.6,2533
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"Math","F",97,74,76.3,73,45,61.6,17,23.3,11,15.1,0,0.0,"*","*",2509
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"Math","N",284,257,90.5,257,101,39.3,81,31.5,"*","*","*","*",75,29.2,2570
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",11,"Math","R",28,25,89.3,25,17,68.0,"*","*",0,0.0,"*","*","*","*",2508
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"ELA","F",141,137,97.2,137,50,36.5,"*","*",43,31.4,"*","*","*","*",2514
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"ELA","N",233,228,97.9,228,23,10.1,44,19.3,105,46.1,56,24.6,161,70.6,2586
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"ELA","R",33,33,100.0,33,10,30.3,"*","*",13,39.4,"*","*","*","*",2522
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"Math","F",141,138,97.9,138,83,60.1,37,26.8,"*","*","*","*","*","*",2455
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"Math","N",233,228,97.9,227,65,28.6,65,28.6,53,23.3,44,19.4,97,42.7,2547
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"Math","R",33,33,100.0,33,13,39.4,15,45.5,"*","*","*","*","*","*",2478
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"ELA","F",125,122,97.6,122,56,45.9,47,38.5,"*","*","*","*",19,15.6,2493
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"ELA","N",232,220,94.8,220,"*","*",53,24.1,83,37.7,"*","*","*","*",2583
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"ELA","R",30,30,100.0,30,8,26.7,12,40.0,10,33.3,0,0.0,10,33.3,2530
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"Math","F",125,120,96.0,120,89,74.2,20,16.7,"*","*","*","*","*","*",2458
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"Math","N",232,221,95.3,221,73,33.0,60,27.1,"*","*","*","*",88,39.8,2553
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"Math","R",30,30,100.0,30,17,56.7,"*","*","*","*",0,0.0,"*","*",2485
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"ELA","F",25,24,96.0,24,6,25.0,"*","*",10,41.7,"*","*","*","*",2415
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"ELA","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"ELA","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"Math","F",25,25,100.0,25,"*","*",7,28.0,8,32.0,"*","*","*","*",2418
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"Math","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"ELA","F","*","*","*","*",10,41.7,11,45.8,"*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"ELA","N",26,26,100.0,26,"*","*","*","*",8,30.8,"*","*","*","*",2461
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"Math","F","*","*","*","*",12,48.0,13,52.0,0,0.0,0,0.0,0,0.0,"*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"Math","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2446
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"ELA","F",21,21,100.0,21,"*","*",7,33.3,6,28.6,"*","*","*","*",2473
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"Math","F",21,21,100.0,21,12,57.1,"*","*","*","*",0,0.0,"*","*",2432
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"ELA","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"Math","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"ELA","F",23,22,95.7,22,7,31.8,12,54.5,"*","*","*","*","*","*",2369
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"ELA","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"ELA","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"Math","F",23,23,100.0,22,9,40.9,"*","*","*","*",0,0.0,"*","*",2394
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"Math","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"ELA","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"ELA","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"ELA","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"Math","F",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"Math","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"Math","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"ELA","F",25,23,92.0,22,11,50.0,"*","*",7,31.8,"*","*","*","*",2450
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"Math","F",25,23,92.0,23,14,60.9,"*","*","*","*","*","*","*","*",2433
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"ELA","F",22,22,100.0,22,7,31.8,7,31.8,8,36.4,0,0.0,8,36.4,2510
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"Math","F",22,22,100.0,22,12,54.5,"*","*","*","*",0,0.0,"*","*",2469
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"ELA","F",25,24,96.0,24,6,25.0,"*","*",8,33.3,"*","*","*","*",2424
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"Math","F",25,24,96.0,24,7,29.2,"*","*",9,37.5,"*","*","*","*",2441
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"ELA","F","*","*","*","*",12,57.1,"*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"ELA","N",24,23,95.8,23,"*","*",7,30.4,"*","*",6,26.1,"*","*",2469
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"Math","F","*","*","*","*",8,38.1,10,47.6,"*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"Math","N",24,23,95.8,23,"*","*","*","*",10,43.5,"*","*","*","*",2474
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",05,"ELA","F",22,21,95.5,21,7,33.3,6,28.6,"*","*","*","*",8,38.1,2485
