"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,244,234,95.9,234,14,6.0,17,7.3,74,31.6,129,55.1,203,86.8,2677
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,204,201,98.5,201,26,12.9,40,19.9,70,34.8,65,32.3,135,67.2,2537
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,214,213,99.5,213,17,8.0,34,16.0,95,44.6,67,31.5,162,76.1,2578
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,224,216,96.4,216,23,10.6,37,17.1,102,47.2,54,25.0,156,72.2,2589
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,207,203,98.1,203,20,9.9,41,20.2,98,48.3,44,21.7,142,70.0,2604
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,86,86,100.0,86,"*","*","*","*",29,33.7,41,47.7,70,81.4,2490
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,75,74,98.7,74,"*","*","*","*",17,23.0,47,63.5,64,86.5,2545
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,55,55,100.0,55,9,16.4,6,10.9,12,21.8,28,50.9,40,72.7,2477
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,74,74,100.0,74,"*","*","*","*",18,24.3,46,62.2,64,86.5,2549
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,39,39,100.0,39,"*","*","*","*",9,23.1,26,66.7,35,89.7,2504
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,40,40,100.0,40,"*","*","*","*",10,25.0,25,62.5,35,87.5,2554
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,78,76,97.4,76,16,21.1,24,31.6,17,22.4,19,25.0,36,47.4,2426
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,81,81,100.0,81,24,29.6,17,21.0,24,29.6,16,19.8,40,49.4,2465
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,68,67,98.5,67,12,17.9,21,31.3,28,41.8,6,9.0,34,50.7,2582
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,86,86,100.0,85,20,23.5,28,32.9,26,30.6,11,12.9,37,43.5,2495
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,68,68,100.0,68,13,19.1,22,32.4,21,30.9,12,17.6,33,48.5,2529
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,78,78,100.0,78,13,16.7,18,23.1,38,48.7,9,11.5,47,60.3,2565
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,74,74,100.0,73,17,23.3,21,28.8,26,35.6,9,12.3,35,47.9,2558
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,34,24,70.6,24,"*","*","*","*",11,45.8,"*","*","*","*",2617
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",03,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",05,11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",06,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",08,15,15,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",11,8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,27,23,85.2,23,14,60.9,"*","*","*","*",0,0.0,"*","*",2470
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,20,20,100.0,20,"*","*","*","*",7,35.0,9,45.0,16,80.0,2509
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",06,"*","*","*","*","*","*","*","*",43,44.8,30,31.3,73,76.0,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",07,104,102,98.1,102,"*","*",24,23.5,56,54.9,"*","*","*","*",2589
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",08,118,113,95.8,113,6,5.3,25,22.1,45,39.8,37,32.7,82,72.6,2620
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",03,102,102,100.0,102,"*","*","*","*",29,28.4,52,51.0,81,79.4,2489
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",04,114,113,99.1,113,"*","*",17,15.0,"*","*",62,54.9,"*","*",2535
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",05,99,99,100.0,99,"*","*","*","*",34,34.3,41,41.4,75,75.8,2550
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",03,59,59,100.0,59,"*","*",14,23.7,18,30.5,22,37.3,40,67.8,2466
"Ellington School District","=""0480011""","Center School","=""0480111""",04,80,80,100.0,80,0,0.0,9,11.3,21,26.3,50,62.5,71,88.8,2551
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",03,46,46,100.0,46,"*","*",13,28.3,"*","*",19,41.3,"*","*",2465
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",04,41,39,95.1,39,"*","*","*","*",7,17.9,21,53.8,28,71.8,2533
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",11,179,165,92.2,149,74,49.7,27,18.1,22,14.8,26,17.4,48,32.2,2517
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",07,209,208,99.5,208,9,4.3,28,13.5,101,48.6,70,33.7,171,82.2,2615
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",08,221,219,99.1,219,9,4.1,39,17.8,101,46.1,70,32.0,171,78.1,2625
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",05,224,222,99.1,221,14,6.3,25,11.3,87,39.4,95,43.0,182,82.4,2566
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",06,206,203,98.5,203,6,3.0,43,21.2,92,45.3,62,30.5,154,75.9,2581
"Ellington School District","=""0480011""","Windermere School","=""0480611""",03,95,95,100.0,95,7,7.4,9,9.5,27,28.4,52,54.7,79,83.2,2492
"Ellington School District","=""0480011""","Windermere School","=""0480611""",04,94,94,100.0,94,13,13.8,15,16.0,24,25.5,42,44.7,66,70.2,2511
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",03,58,58,100.0,58,13,22.4,15,25.9,17,29.3,13,22.4,30,51.7,2433
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",04,57,57,100.0,57,11,19.3,"*","*","*","*",20,35.1,"*","*",2491
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",05,57,57,100.0,57,13,22.8,18,31.6,17,29.8,9,15.8,"*","*",2497
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",06,59,59,100.0,59,"*","*",19,32.2,24,40.7,"*","*","*","*",2523
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",07,58,58,100.0,58,9,15.5,13,22.4,29,50.0,7,12.1,36,62.1,2558
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",08,49,49,100.0,49,"*","*",14,28.6,26,53.1,"*","*","*","*",2581
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",11,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",03,116,116,100.0,116,28,24.1,36,31.0,28,24.1,24,20.7,52,44.8,2423
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",04,114,114,100.0,114,32,28.1,31,27.2,30,26.3,21,18.4,51,44.7,2465
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",05,96,96,100.0,96,15,15.6,18,18.8,45,46.9,18,18.8,63,65.6,2519
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",03,135,134,99.3,134,17,12.7,42,31.3,46,34.3,29,21.6,75,56.0,2442
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",04,133,131,98.5,131,32,24.4,35,26.7,45,34.4,19,14.5,64,48.9,2464
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",05,116,116,100.0,116,23,19.8,20,17.2,44,37.9,29,25.0,73,62.9,2524
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",11,161,158,98.1,157,9,5.7,41,26.1,72,45.9,35,22.3,107,68.2,2622
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",11,232,223,96.1,223,11,4.9,29,13.0,100,44.8,83,37.2,183,82.1,2649
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",06,372,367,98.7,367,75,20.4,114,31.1,137,37.3,41,11.2,178,48.5,2526
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",07,338,335,99.1,333,65,19.5,103,30.9,135,40.5,30,9.0,165,49.5,2548
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",08,376,367,97.6,367,60,16.3,127,34.6,148,40.3,32,8.7,180,49.0,2562
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",03,115,114,99.1,114,14,12.3,33,28.9,37,32.5,30,26.3,67,58.8,2445
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",04,141,141,100.0,141,27,19.1,43,30.5,46,32.6,25,17.7,71,50.4,2475
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",05,128,126,98.4,126,22,17.5,37,29.4,47,37.3,20,15.9,67,53.2,2511
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",03,54,52,96.3,52,"*","*","*","*",11,21.2,29,55.8,40,76.9,2481
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",04,55,53,96.4,53,"*","*","*","*",18,34.0,23,43.4,41,77.4,2516
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",05,84,83,98.8,82,"*","*","*","*",28,34.1,45,54.9,73,89.0,2587
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",06,74,72,97.3,72,"*","*","*","*",35,48.6,23,31.9,58,80.6,2582
"Explorations District","=""2720013""","Explorations","=""2726113""",11,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",03,66,66,100.0,66,"*","*","*","*",20,30.3,35,53.0,55,83.3,2496
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",04,71,71,100.0,70,"*","*","*","*",12,17.1,44,62.9,56,80.0,2537
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",05,62,61,98.4,61,"*","*","*","*",20,32.8,32,52.5,52,85.2,2574
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",03,56,56,100.0,56,6,10.7,14,25.0,15,26.8,21,37.5,36,64.3,2457
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",04,46,46,100.0,46,0,0.0,"*","*","*","*",28,60.9,"*","*",2554
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",05,45,42,93.3,42,0,0.0,6,14.3,12,28.6,24,57.1,36,85.7,2587
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",11,370,356,96.2,356,8,2.2,39,11.0,136,38.2,173,48.6,309,86.8,2672
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",11,383,349,91.1,348,52,14.9,60,17.2,152,43.7,84,24.1,236,67.8,2608
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",06,298,289,97.0,289,13,4.5,53,18.3,131,45.3,92,31.8,223,77.2,2581
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",07,295,292,99.0,292,20,6.8,48,16.4,144,49.3,80,27.4,224,76.7,2602
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",08,319,303,95.0,303,20,6.6,63,20.8,139,45.9,81,26.7,220,72.6,2614
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",03,77,77,100.0,77,19,24.7,15,19.5,20,26.0,23,29.9,43,55.8,2433
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",04,61,61,100.0,61,8,13.1,12,19.7,16,26.2,25,41.0,41,67.2,2511
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",05,67,67,100.0,67,7,10.4,8,11.9,24,35.8,28,41.8,52,77.6,2555
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",03,74,74,100.0,74,"*","*",22,29.7,22,29.7,21,28.4,43,58.1,2449
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",04,53,53,100.0,53,"*","*",9,17.0,15,28.3,23,43.4,38,71.7,2507
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",05,55,55,100.0,55,"*","*","*","*",18,32.7,26,47.3,44,80.0,2567
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",03,76,75,98.7,74,10,13.5,24,32.4,18,24.3,22,29.7,40,54.1,2444
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",04,78,78,100.0,78,20,25.6,27,34.6,19,24.4,12,15.4,31,39.7,2454
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",05,77,77,100.0,77,14,18.2,13,16.9,27,35.1,23,29.9,50,64.9,2528
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",03,86,86,100.0,86,7,8.1,24,27.9,24,27.9,31,36.0,55,64.0,2463
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",04,66,66,100.0,66,12,18.2,8,12.1,19,28.8,27,40.9,46,69.7,2503
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",05,75,75,100.0,75,"*","*","*","*",33,44.0,21,28.0,54,72.0,2543
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",03,85,83,97.6,83,13,15.7,16,19.3,25,30.1,29,34.9,54,65.1,2456
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",04,84,81,96.4,81,9,11.1,11,13.6,27,33.3,34,42.0,61,75.3,2515
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",05,67,66,98.5,66,8,12.1,6,9.1,23,34.8,29,43.9,52,78.8,2555
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",03,90,90,100.0,90,13,14.4,17,18.9,28,31.1,32,35.6,60,66.7,2459
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",04,89,88,98.9,88,7,8.0,12,13.6,28,31.8,41,46.6,69,78.4,2517
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",05,89,88,98.9,88,"*","*","*","*",29,33.0,45,51.1,74,84.1,2578
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",03,79,79,100.0,79,8,10.1,10,12.7,18,22.8,43,54.4,61,77.2,2475
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",04,64,64,100.0,64,"*","*","*","*",14,21.9,34,53.1,48,75.0,2531
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",05,64,63,98.4,63,"*","*","*","*",21,33.3,34,54.0,55,87.3,2578
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",06,254,253,99.6,253,6,2.4,22,8.7,120,47.4,105,41.5,225,88.9,2603
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",07,270,266,98.5,266,13,4.9,35,13.2,151,56.8,67,25.2,218,82.0,2606
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",08,281,281,100.0,281,16,5.7,54,19.2,142,50.5,69,24.6,211,75.1,2615
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",03,87,87,100.0,87,"*","*",12,13.8,23,26.4,48,55.2,71,81.6,2491
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",04,69,68,98.6,68,"*","*",12,17.6,16,23.5,37,54.4,53,77.9,2529
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",05,81,81,100.0,81,"*","*","*","*",25,30.9,49,60.5,74,91.4,2590
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",03,80,80,100.0,80,9,11.3,16,20.0,18,22.5,37,46.3,55,68.8,2469
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",04,91,91,100.0,91,12,13.2,20,22.0,36,39.6,23,25.3,59,64.8,2495
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",05,71,70,98.6,70,7,10.0,7,10.0,31,44.3,25,35.7,56,80.0,2553
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",06,251,246,98.0,246,19,7.7,59,24.0,90,36.6,78,31.7,168,68.3,2573
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",07,223,220,98.7,220,27,12.3,30,13.6,100,45.5,63,28.6,163,74.1,2593
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",08,241,239,99.2,238,28,11.8,65,27.3,93,39.1,52,21.8,145,60.9,2590
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",11,7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",03,96,91,94.8,91,"*","*","*","*",24,26.4,56,61.5,80,87.9,2513
"Farmington School District","=""0520011""","East Farms School","=""0520411""",04,100,99,99.0,99,7,7.1,7,7.1,18,18.2,67,67.7,85,85.9,2559
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",11,321,290,90.3,288,28,9.7,52,18.1,97,33.7,111,38.5,208,72.2,2638
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",07,282,279,98.9,279,15,5.4,49,17.6,137,49.1,78,28.0,215,77.1,2605
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",08,280,278,99.3,278,19,6.8,28,10.1,126,45.3,105,37.8,231,83.1,2638
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",03,72,72,100.0,72,14,19.4,12,16.7,18,25.0,28,38.9,46,63.9,2460
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",04,71,71,100.0,71,10,14.1,9,12.7,12,16.9,40,56.3,52,73.2,2523
"Farmington School District","=""0520011""","Union School","=""0520111""",03,71,71,100.0,71,"*","*",15,21.1,"*","*",37,52.1,"*","*",2486
"Farmington School District","=""0520011""","Union School","=""0520111""",04,59,59,100.0,59,6,10.2,11,18.6,16,27.1,26,44.1,42,71.2,2515
"Farmington School District","=""0520011""","West District School","=""0520311""",03,67,67,100.0,67,"*","*","*","*",10,14.9,45,67.2,55,82.1,2505
"Farmington School District","=""0520011""","West District School","=""0520311""",04,75,74,98.7,74,8,10.8,8,10.8,20,27.0,38,51.4,58,78.4,2529
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",05,341,337,98.8,337,28,8.3,44,13.1,136,40.4,129,38.3,265,78.6,2559
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",06,327,325,99.4,325,16,4.9,46,14.2,137,42.2,126,38.8,263,80.9,2590
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",03,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",04,15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",05,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",06,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",07,21,20,95.2,20,"*","*","*","*",14,70.0,"*","*","*","*",2586
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",08,20,20,100.0,20,"*","*","*","*",10,50.0,"*","*","*","*",2566
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",03,101,101,100.0,101,11,10.9,16,15.8,24,23.8,50,49.5,74,73.3,2486
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",04,79,79,100.0,79,6,7.6,19,24.1,20,25.3,34,43.0,54,68.4,2517
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",05,79,79,100.0,79,"*","*","*","*",24,30.4,43,54.4,67,84.8,2573
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",03,50,50,100.0,50,"*","*","*","*",16,32.0,29,58.0,45,90.0,2503
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",04,40,40,100.0,40,"*","*","*","*",8,20.0,27,67.5,35,87.5,2556
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",05,47,47,100.0,47,"*","*","*","*",21,44.7,21,44.7,42,89.4,2578
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",06,514,511,99.4,511,21,4.1,77,15.1,199,38.9,214,41.9,413,80.8,2597
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",11,531,511,96.2,511,27,5.3,74,14.5,208,40.7,202,39.5,410,80.2,2653
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",03,65,65,100.0,65,"*","*","*","*",23,35.4,33,50.8,56,86.2,2490
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",04,76,76,100.0,76,"*","*","*","*",15,19.7,53,69.7,68,89.5,2568
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",05,89,89,100.0,89,"*","*","*","*",30,33.7,45,50.6,75,84.3,2581
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",03,60,60,100.0,60,"*","*","*","*",12,20.0,35,58.3,47,78.3,2495
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",04,76,76,100.0,76,"*","*","*","*",27,35.5,38,50.0,65,85.5,2534
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",05,80,80,100.0,80,"*","*","*","*",22,27.5,42,52.5,64,80.0,2573
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",03,66,66,100.0,66,"*","*",19,28.8,"*","*",28,42.4,"*","*",2463
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",04,70,70,100.0,70,10,14.3,10,14.3,19,27.1,31,44.3,50,71.4,2514
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",05,77,77,100.0,77,9,11.7,17,22.1,29,37.7,22,28.6,51,66.2,2539
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",03,88,87,98.9,87,7,8.0,13,14.9,19,21.8,48,55.2,67,77.0,2488
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",04,99,97,98.0,96,10,10.4,13,13.5,22,22.9,51,53.1,73,76.0,2534
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",05,97,97,100.0,97,6,6.2,11,11.3,35,36.1,45,46.4,80,82.5,2569
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",07,511,510,99.8,510,35,6.9,61,12.0,232,45.5,182,35.7,414,81.2,2614
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",08,527,525,99.6,525,44,8.4,131,25.0,233,44.4,117,22.3,350,66.7,2602
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",11,190,141,74.2,141,12,8.5,21,14.9,63,44.7,45,31.9,108,76.6,2630
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",07,161,159,98.8,159,11,6.9,31,19.5,73,45.9,44,27.7,117,73.6,2597
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",08,167,151,90.4,150,9,6.0,28,18.7,71,47.3,42,28.0,113,75.3,2621
