"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",157,156,99.4,156,13,8.3,39,25.0,53,34.0,51,32.7,104,66.7
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",122,120,98.4,120,10,8.3,26,21.7,31,25.8,53,44.2,84,70.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",86,85,98.8,85,22,25.9,25,29.4,31,36.5,7,8.2,38,44.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",374,369,98.7,369,133,36.0,130,35.2,62,16.8,44,11.9,106,28.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",86,86,100.0,86,14,16.3,29,33.7,23,26.7,20,23.3,43,50.0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",302,289,95.7,289,24,8.3,59,20.4,88,30.4,118,40.8,206,71.3
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",328,319,97.3,319,15,4.7,45,14.1,92,28.8,167,52.4,259,81.2
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",126,126,100.0,126,"*","*",28,22.2,48,38.1,42,33.3,90,71.4
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*","*","*","*",10,12.3,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",420,417,99.3,417,57,13.7,128,30.7,133,31.9,99,23.7,232,55.6
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",437,434,99.3,434,39,9.0,110,25.3,136,31.3,149,34.3,285,65.7
"Ellington School District","=""0480011""","Windermere School","=""0480611""",195,195,100.0,195,19,9.7,26,13.3,74,37.9,76,39.0,150,76.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",376,376,100.0,376,95,25.3,112,29.8,78,20.7,91,24.2,169,44.9
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",327,326,99.7,326,74,22.7,104,31.9,107,32.8,41,12.6,148,45.4
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",413,410,99.3,410,60,14.6,133,32.4,152,37.1,65,15.9,217,52.9
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",1068,1058,99.1,1058,286,27.0,421,39.8,240,22.7,111,10.5,351,33.2
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",411,410,99.8,410,87,21.2,156,38.0,118,28.8,49,12.0,167,40.7
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",203,197,97.0,197,14,7.1,44,22.3,64,32.5,75,38.1,139,70.6
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",157,156,99.4,156,7,4.5,27,17.3,62,39.7,60,38.5,122,78.2
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",877,861,98.2,861,91,10.6,233,27.1,247,28.7,290,33.7,537,62.4
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",210,208,99.0,208,27,13.0,58,27.9,69,33.2,54,26.0,123,59.1
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",169,167,98.8,167,15,9.0,46,27.5,57,34.1,49,29.3,106,63.5
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",218,216,99.1,216,36,16.7,65,30.1,80,37.0,35,16.2,115,53.2
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",215,215,100.0,215,25,11.6,47,21.9,69,32.1,74,34.4,143,66.5
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",230,226,98.3,226,16,7.1,63,27.9,79,35.0,68,30.1,147,65.0
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",264,264,100.0,264,20,7.6,56,21.2,113,42.8,75,28.4,188,71.2
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",210,208,99.0,208,11,5.3,34,16.3,83,39.9,80,38.5,163,78.4
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",798,789,98.9,789,57,7.2,172,21.8,245,31.1,315,39.9,560,71.0
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",241,240,99.6,240,10,4.2,44,18.3,81,33.8,105,43.8,186,77.5
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",243,243,100.0,243,20,8.2,66,27.2,97,39.9,60,24.7,157,64.6
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",687,672,97.8,672,132,19.6,188,28.0,166,24.7,186,27.7,352,52.4
"Farmington School District","=""0520011""","East Farms School","=""0520411""",212,212,100.0,212,"*","*","*","*",61,28.8,127,59.9,188,88.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",618,614,99.4,614,53,8.6,113,18.4,159,25.9,289,47.1,448,73.0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",147,147,100.0,147,11,7.5,30,20.4,50,34.0,56,38.1,106,72.1
"Farmington School District","=""0520011""","Union School","=""0520111""",138,138,100.0,138,14,10.1,34,24.6,43,31.2,47,34.1,90,65.2
"Farmington School District","=""0520011""","West District School","=""0520311""",133,133,100.0,133,"*","*","*","*",47,35.3,64,48.1,111,83.5
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",651,646,99.2,646,66,10.2,149,23.1,175,27.1,256,39.6,431,66.7
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",110,108,98.2,108,26,24.1,33,30.6,29,26.9,20,18.5,49,45.4
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",253,253,100.0,253,22,8.7,43,17.0,73,28.9,115,45.5,188,74.3
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",131,131,100.0,131,7,5.3,21,16.0,30,22.9,73,55.7,103,78.6
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",481,480,99.8,480,27,5.6,77,16.0,137,28.5,239,49.8,376,78.3
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",224,223,99.6,223,"*","*","*","*",78,35.0,110,49.3,188,84.3
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",224,224,100.0,224,18,8.0,32,14.3,62,27.7,112,50.0,174,77.7
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",192,192,100.0,192,21,10.9,55,28.6,64,33.3,52,27.1,116,60.4
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",276,272,98.6,272,17,6.3,23,8.5,90,33.1,142,52.2,232,85.3
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1030,1027,99.7,1027,100,9.7,204,19.9,285,27.8,438,42.6,723,70.4
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",308,303,98.4,303,39,12.9,85,28.1,92,30.4,87,28.7,179,59.1
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",271,268,98.9,268,"*","*","*","*","*","*",115,42.9,"*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*","*","*","*","*","*",70,27.0,81,31.3,"*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",210,207,98.6,207,133,64.3,55,26.6,"*","*","*","*",19,9.2
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",552,546,98.9,546,100,18.3,147,26.9,149,27.3,150,27.5,299,54.8
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",236,235,99.6,235,32,13.6,50,21.3,84,35.7,69,29.4,153,65.1
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",819,817,99.8,817,54,6.6,120,14.7,162,19.8,481,58.9,643,78.7
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",235,234,99.6,234,35,15.0,43,18.4,68,29.1,88,37.6,156,66.7
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",163,163,100.0,163,48,29.4,54,33.1,40,24.5,21,12.9,61,37.4
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",189,189,100.0,189,11,5.8,25,13.2,49,25.9,104,55.0,153,81.0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",167,167,100.0,167,29,17.4,53,31.7,41,24.6,44,26.3,85,50.9
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",127,127,100.0,127,23,18.1,49,38.6,29,22.8,26,20.5,55,43.3
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",234,234,100.0,234,13,5.6,41,17.5,66,28.2,114,48.7,180,76.9
"Greenwich School District","=""0570011""","North Street School","=""0570811""",171,170,99.4,170,"*","*","*","*",45,26.5,83,48.8,128,75.3
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",207,207,100.0,207,"*","*","*","*",54,26.1,119,57.5,173,83.6
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",101,99,98.0,99,6,6.1,15,15.2,31,31.3,47,47.5,78,78.8
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",229,229,100.0,229,9,3.9,24,10.5,64,27.9,132,57.6,196,85.6
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",535,534,99.8,534,134,25.1,140,26.2,111,20.8,149,27.9,260,48.7
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",539,535,99.3,535,118,22.1,155,29.0,129,24.1,133,24.9,262,49.0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",490,488,99.6,488,101,20.7,147,30.1,126,25.8,114,23.4,240,49.2
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",165,165,100.0,165,55,33.3,56,33.9,34,20.6,20,12.1,54,32.7
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",121,121,100.0,121,12,9.9,34,28.1,40,33.1,35,28.9,75,62.0
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",169,169,100.0,169,59,34.9,53,31.4,42,24.9,15,8.9,57,33.7
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",124,124,100.0,124,20,16.1,42,33.9,33,26.6,29,23.4,62,50.0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",186,186,100.0,186,23,12.4,51,27.4,60,32.3,52,28.0,112,60.2
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",139,139,100.0,139,22,15.8,40,28.8,45,32.4,32,23.0,77,55.4
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",114,112,98.2,112,14,12.5,21,18.8,49,43.8,28,25.0,77,68.8
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",435,431,99.1,431,171,39.7,144,33.4,88,20.4,28,6.5,116,26.9
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",557,555,99.6,555,50,9.0,132,23.8,171,30.8,202,36.4,373,67.2
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",141,141,100.0,138,23,16.7,28,20.3,39,28.3,48,34.8,87,63.0
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",111,111,100.0,111,9,8.1,18,16.2,38,34.2,46,41.4,84,75.7
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",548,546,99.6,546,40,7.3,125,22.9,144,26.4,237,43.4,381,69.8
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",119,119,100.0,119,8,6.7,6,5.0,31,26.1,74,62.2,105,88.2
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",150,150,100.0,150,8,5.3,27,18.0,47,31.3,68,45.3,115,76.7
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",260,256,98.5,256,52,20.3,77,30.1,77,30.1,50,19.5,127,49.6
"Hamden School District","=""0620011""","Church Street School","=""0620211""",160,160,100.0,160,82,51.3,47,29.4,25,15.6,6,3.8,31,19.4
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",153,153,100.0,153,50,32.7,53,34.6,29,19.0,21,13.7,50,32.7
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",801,781,97.5,781,317,40.6,220,28.2,150,19.2,94,12.0,244,31.2
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",184,184,100.0,184,73,39.7,73,39.7,32,17.4,6,3.3,38,20.7
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",180,179,99.4,179,57,31.8,55,30.7,45,25.1,22,12.3,67,37.4
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",189,187,98.9,187,59,31.6,57,30.5,36,19.3,35,18.7,71,38.0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",242,235,97.1,235,42,17.9,63,26.8,60,25.5,70,29.8,130,55.3
"Hamden School District","=""0620011""","West Woods School","=""0621411""",234,233,99.6,233,25,10.7,56,24.0,87,37.3,65,27.9,152,65.2
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",48,48,100.0,48,13,27.1,13,27.1,14,29.2,8,16.7,22,45.8
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",375,339,90.4,339,278,82.0,53,15.6,8,2.4,0,0.0,8,2.4
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",294,285,96.9,285,186,65.3,79,27.7,"*","*","*","*",20,7.0
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",124,122,98.4,122,64,52.5,34,27.9,"*","*","*","*",24,19.7
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",196,195,99.5,195,65,33.3,65,33.3,45,23.1,20,10.3,65,33.3
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",322,319,99.1,318,273,85.8,39,12.3,"*","*","*","*",6,1.9
"Hartford School District","=""0640011""","Burr School","=""0642311""",387,387,100.0,387,287,74.2,74,19.1,19,4.9,7,1.8,26,6.7
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",276,272,98.6,272,138,50.7,85,31.3,37,13.6,12,4.4,49,18.0
"Hartford School District","=""0640011""","Clark School","=""0642411""",149,149,100.0,149,107,71.8,32,21.5,"*","*","*","*",10,6.7
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",288,286,99.3,285,157,55.1,86,30.2,31,10.9,11,3.9,42,14.7
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",395,382,96.7,381,218,57.2,109,28.6,33,8.7,21,5.5,54,14.2
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",53,53,100.0,53,32,60.4,12,22.6,"*","*","*","*",9,17.0
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",31,31,100.0,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",10,10,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",357,355,99.4,355,102,28.7,116,32.7,69,19.4,68,19.2,137,38.6
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",264,264,100.0,264,143,54.2,82,31.1,33,12.5,6,2.3,39,14.8
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",174,170,97.7,170,133,78.2,27,15.9,"*","*","*","*",10,5.9
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",317,313,98.7,313,191,61.0,90,28.8,26,8.3,6,1.9,32,10.2
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",616,614,99.7,614,299,48.7,175,28.5,79,12.9,61,9.9,140,22.8
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",388,385,99.2,385,199,51.7,139,36.1,39,10.1,8,2.1,47,12.2
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",340,340,100.0,340,229,67.4,79,23.2,25,7.4,7,2.1,32,9.4
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",207,207,100.0,207,153,73.9,45,21.7,"*","*","*","*",9,4.3
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",243,242,99.6,242,193,79.8,43,17.8,6,2.5,0,0.0,6,2.5
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",209,208,99.5,208,177,85.1,25,12.0,6,2.9,0,0.0,6,2.9
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",105,104,99.0,103,52,50.5,25,24.3,13,12.6,13,12.6,26,25.2
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",47,47,100.0,47,21,44.7,12,25.5,"*","*","*","*",14,29.8
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",350,347,99.1,347,115,33.1,123,35.4,69,19.9,40,11.5,109,31.4
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",243,242,99.6,242,157,64.9,64,26.4,"*","*","*","*",21,8.7
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",447,446,99.8,446,192,43.0,155,34.8,71,15.9,28,6.3,99,22.2
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",112,90,80.4,90,12,13.3,35,38.9,32,35.6,11,12.2,43,47.8
"Hartford School District","=""0640011""","SAND School","=""0640111""",224,218,97.3,218,183,83.9,24,11.0,11,5.0,0,0.0,11,5.0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",239,229,95.8,229,40,17.5,58,25.3,56,24.5,75,32.8,131,57.2
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",295,295,100.0,295,138,46.8,86,29.2,34,11.5,37,12.5,71,24.1
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",187,186,99.5,186,99,53.2,56,30.1,23,12.4,8,4.3,31,16.7
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",269,258,95.9,258,160,62.0,75,29.1,"*","*","*","*",23,8.9
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",168,166,98.8,166,129,77.7,31,18.7,6,3.6,0,0.0,6,3.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",265,265,100.0,265,128,48.3,77,29.1,41,15.5,19,7.2,60,22.6
"Hartford School District","=""0640011""","West Middle School","=""0642111""",245,242,98.8,242,128,52.9,67,27.7,32,13.2,15,6.2,47,19.4
"Hartland School District","=""0650011""","Hartland School","=""0650111""",126,125,99.2,125,22,17.6,38,30.4,34,27.2,31,24.8,65,52.0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",435,435,100.0,435,54,12.4,124,28.5,177,40.7,80,18.4,257,59.1
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",231,231,100.0,231,102,44.2,83,35.9,"*","*","*","*",46,19.9
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",199,193,97.0,192,69,35.9,65,33.9,38,19.8,20,10.4,58,30.2
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",262,258,98.5,258,157,60.9,76,29.5,16,6.2,9,3.5,25,9.7
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",419,419,100.0,419,193,46.1,141,33.7,63,15.0,22,5.3,85,20.3
"Kent School District","=""0680011""","Kent Center School","=""0680111""",158,151,95.6,151,11,7.3,35,23.2,60,39.7,45,29.8,105,69.5
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",665,655,98.5,655,205,31.3,228,34.8,162,24.7,60,9.2,222,33.9
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",322,322,100.0,322,71,22.0,127,39.4,91,28.3,33,10.2,124,38.5
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",138,138,100.0,138,65,47.1,46,33.3,19,13.8,8,5.8,27,19.6
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",270,265,98.1,265,84,31.7,88,33.2,57,21.5,36,13.6,93,35.1
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",152,152,100.0,152,26,17.1,30,19.7,63,41.4,33,21.7,96,63.2
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",304,286,94.1,286,40,14.0,90,31.5,88,30.8,68,23.8,156,54.5
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",163,162,99.4,162,41,25.3,54,33.3,39,24.1,28,17.3,67,41.4
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",283,282,99.6,280,39,13.9,97,34.6,86,30.7,58,20.7,144,51.4
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",241,241,100.0,241,39,16.2,90,37.3,70,29.0,42,17.4,112,46.5
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",317,316,99.7,316,62,19.6,104,32.9,83,26.3,67,21.2,150,47.5
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",252,249,98.8,249,59,23.7,94,37.8,72,28.9,24,9.6,96,38.6
"Litchfield School District","=""0740011""","Center School","=""0740211""",51,50,98.0,50,"*","*","*","*",17,34.0,25,50.0,42,84.0
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",216,215,99.5,215,12,5.6,42,19.5,65,30.2,96,44.7,161,74.9
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",168,165,98.2,165,23,13.9,51,30.9,39,23.6,52,31.5,91,55.2
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",414,376,90.8,376,51,13.6,122,32.4,125,33.2,78,20.7,203,54.0
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",123,115,93.5,115,"*","*","*","*",52,45.2,39,33.9,91,79.1
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",144,135,93.8,135,"*","*","*","*",60,44.4,48,35.6,108,80.0
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",102,98,96.1,98,"*","*","*","*",34,34.7,47,48.0,81,82.7
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",548,478,87.2,478,73,15.3,125,26.2,126,26.4,154,32.2,280,58.6
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""",202,202,100.0,202,78,38.6,54,26.7,56,27.7,14,6.9,70,34.7
"Manchester School District","=""0770011""","Buckley School","=""0770311""",159,153,96.2,152,29,19.1,39,25.7,48,31.6,36,23.7,84,55.3
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",421,419,99.5,419,155,37.0,134,32.0,66,15.8,64,15.3,130,31.0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",136,135,99.3,135,45,33.3,35,25.9,37,27.4,18,13.3,55,40.7
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",755,747,98.9,747,365,48.9,210,28.1,104,13.9,68,9.1,172,23.0
"Manchester School District","=""0770011""","Keeney School","=""0770611""",153,153,100.0,153,50,32.7,46,30.1,33,21.6,24,15.7,57,37.3
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",130,130,100.0,130,53,40.8,39,30.0,29,22.3,9,6.9,38,29.2
"Manchester School District","=""0770011""","New Horizons","=""0770711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""",146,146,100.0,146,33,22.6,50,34.2,43,29.5,20,13.7,63,43.2
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",186,186,100.0,186,99,53.2,58,31.2,23,12.4,6,3.2,29,15.6
"Manchester School District","=""0770011""","Waddell School","=""0771311""",166,162,97.6,162,61,37.7,53,32.7,40,24.7,8,4.9,48,29.6
"Manchester School District","=""0770011""","Washington School","=""0771411""",185,185,100.0,185,98,53.0,50,27.0,28,15.1,"*","*","*","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",104,101,97.1,101,6,5.9,16,15.8,24,23.8,55,54.5,79,78.2
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",78,73,93.6,73,"*","*","*","*",25,34.2,35,47.9,60,82.2
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",527,485,92.0,485,49,10.1,110,22.7,135,27.8,191,39.4,326,67.2
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",103,99,96.1,99,8,8.1,20,20.2,35,35.4,36,36.4,71,71.7
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",341,339,99.4,339,21,6.2,66,19.5,107,31.6,145,42.8,252,74.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",174,171,98.3,171,72,42.1,61,35.7,21,12.3,17,9.9,38,22.2
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",338,333,98.5,333,91,27.3,111,33.3,91,27.3,40,12.0,131,39.3
"Meriden School District","=""0800011""","Hanover School","=""0800311""",251,251,100.0,251,118,47.0,78,31.1,37,14.7,18,7.2,55,21.9
