"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",1067,904,84.7,897,433,48.3,273,30.4,144,16.1,47,5.2,191,21.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",633,99,15.6,99,56,56.6,23,23.2,11,11.1,9,9.1,20,20.2
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",195,192,98.5,192,64,33.3,90,46.9,30,15.6,8,4.2,38,19.8
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",151,149,98.7,149,61,40.9,42,28.2,23,15.4,23,15.4,46,30.9
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",188,188,100.0,188,60,31.9,61,32.4,47,25.0,20,10.6,67,35.6
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",371,368,99.2,368,117,31.8,118,32.1,85,23.1,48,13.0,133,36.1
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",100,99,99.0,99,27,27.3,24,24.2,28,28.3,20,20.2,48,48.5
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",83,82,98.8,82,22,26.8,25,30.5,27,32.9,8,9.8,35,42.7
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",169,169,100.0,169,55,32.5,72,42.6,35,20.7,7,4.1,42,24.9
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",254,254,100.0,254,92,36.2,92,36.2,53,20.9,17,6.7,70,27.6
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",175,174,99.4,174,43,24.7,58,33.3,57,32.8,16,9.2,73,42.0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",934,904,96.8,903,433,48.0,299,33.1,136,15.1,35,3.9,171,18.9
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",244,243,99.6,243,68,28.0,95,39.1,52,21.4,28,11.5,80,32.9
"Danbury School District","=""0340011""","South Street School","=""0341011""",173,173,100.0,173,72,41.6,61,35.3,33,19.1,7,4.0,40,23.1
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",235,232,98.7,231,85,36.8,78,33.8,52,22.5,16,6.9,68,29.4
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",208,205,98.6,205,29,14.1,67,32.7,67,32.7,42,20.5,109,53.2
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",398,394,99.0,394,80,20.3,137,34.8,99,25.1,78,19.8,177,44.9
"Darien School District","=""0350011""","Darien High School","=""0356111""",328,260,79.3,245,57,23.3,44,18.0,78,31.8,66,26.9,144,58.8
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",299,297,99.3,297,15,5.1,60,20.2,108,36.4,114,38.4,222,74.7
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",215,215,100.0,215,15,7.0,42,19.5,72,33.5,86,40.0,158,73.5
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",1123,1103,98.2,1103,58,5.3,141,12.8,306,27.7,598,54.2,904,82.0
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",234,234,100.0,234,16,6.8,48,20.5,86,36.8,84,35.9,170,72.6
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",199,198,99.5,198,13,6.6,51,25.8,59,29.8,75,37.9,134,67.7
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",217,216,99.5,216,10,4.6,31,14.4,76,35.2,99,45.8,175,81.0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",197,197,100.0,197,33,16.8,53,26.9,75,38.1,36,18.3,111,56.3
"Derby School District","=""0370011""","Bradley School","=""0370611""",189,188,99.5,188,52,27.7,72,38.3,48,25.5,16,8.5,64,34.0
"Derby School District","=""0370011""","Derby High School","=""0376111""",82,79,96.3,79,58,73.4,13,16.5,"*","*","*","*",8,10.1
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",332,325,97.9,325,157,48.3,105,32.3,49,15.1,14,4.3,63,19.4
"Derby School District","=""0370011""","Irving School","=""0370411""",172,170,98.8,169,65,38.5,61,36.1,35,20.7,8,4.7,43,25.4
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",71,71,100.0,71,18,25.4,17,23.9,18,25.4,18,25.4,36,50.7
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",211,208,98.6,208,34,16.3,63,30.3,63,30.3,48,23.1,111,53.4
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",184,184,100.0,184,14,7.6,44,23.9,54,29.3,72,39.1,126,68.5
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",72,71,98.6,71,8,11.3,9,12.7,32,45.1,22,31.0,54,76.1
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",75,68,90.7,68,24,35.3,25,36.8,10,14.7,9,13.2,19,27.9
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",450,439,97.6,439,89,20.3,140,31.9,122,27.8,88,20.0,210,47.8
"East Hampton School District","=""0420011""","Center School","=""0420311""",282,272,96.5,272,42,15.4,95,34.9,81,29.8,54,19.9,135,49.6
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",145,140,96.6,140,46,32.9,41,29.3,39,27.9,14,10.0,53,37.9
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",429,418,97.4,418,106,25.4,147,35.2,113,27.0,52,12.4,165,39.5
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",161,154,95.7,154,22,14.3,56,36.4,58,37.7,18,11.7,76,49.4
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",127,126,99.2,126,70,55.6,39,31.0,"*","*","*","*",17,13.5
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",47,47,100.0,47,7,14.9,14,29.8,19,40.4,7,14.9,26,55.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",162,162,100.0,162,90,55.6,47,29.0,"*","*","*","*",25,15.4
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",187,187,100.0,187,88,47.1,66,35.3,"*","*","*","*",33,17.6
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",306,306,100.0,306,114,37.3,113,36.9,55,18.0,24,7.8,79,25.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",388,387,99.7,387,242,62.5,83,21.4,47,12.1,15,3.9,62,16.0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",1136,1115,98.2,1113,689,61.9,295,26.5,102,9.2,27,2.4,129,11.6
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",150,150,100.0,150,44,29.3,48,32.0,41,27.3,17,11.3,58,38.7
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",116,115,99.1,115,43,37.4,36,31.3,28,24.3,8,7.0,36,31.3
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",141,141,100.0,141,46,32.6,55,39.0,28,19.9,12,8.5,40,28.4
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",272,270,99.3,270,147,54.4,93,34.4,"*","*","*","*",30,11.1
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",134,134,100.0,134,78,58.2,41,30.6,"*","*","*","*",15,11.2
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",33,18,54.5,18,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",140,140,100.0,140,85,60.7,40,28.6,"*","*","*","*",15,10.7
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",101,84,83.2,82,78,95.1,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",259,258,99.6,258,59,22.9,102,39.5,61,23.6,36,14.0,97,37.6
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",185,184,99.5,184,42,22.8,68,37.0,60,32.6,14,7.6,74,40.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",210,203,96.7,203,131,64.5,39,19.2,"*","*","*","*",33,16.3
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",184,184,100.0,184,78,42.4,63,34.2,37,20.1,6,3.3,43,23.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",579,568,98.1,567,308,54.3,182,32.1,64,11.3,13,2.3,77,13.6
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",150,150,100.0,150,66,44.0,47,31.3,28,18.7,9,6.0,37,24.7
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",244,233,95.5,233,42,18.0,53,22.7,62,26.6,76,32.6,138,59.2
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",849,832,98.0,832,138,16.6,223,26.8,228,27.4,243,29.2,471,56.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",161,159,98.8,159,11,6.9,36,22.6,64,40.3,48,30.2,112,70.4
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",129,129,100.0,129,12,9.3,27,20.9,47,36.4,43,33.3,90,69.8
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",79,79,100.0,79,"*","*","*","*",26,32.9,37,46.8,63,79.7
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",159,158,99.4,158,37,23.4,46,29.1,43,27.2,32,20.3,75,47.5
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",68,67,98.5,67,25,37.3,22,32.8,"*","*","*","*",20,29.9
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",306,306,100.0,304,122,40.1,115,37.8,45,14.8,22,7.2,67,22.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",34,24,70.6,24,16,66.7,"*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",55,48,87.3,46,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",27,23,85.2,23,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",84,84,100.0,84,12,14.3,25,29.8,26,31.0,21,25.0,47,56.0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",319,"*","*","*",33,10.6,"*","*","*","*",101,32.5,"*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",315,"*",315,"*","*",93,29.5,102,32.4,"*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",139,139,100.0,139,8,5.8,30,21.6,58,41.7,43,30.9,101,72.7
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",87,86,98.9,86,8,9.3,22,25.6,26,30.2,30,34.9,56,65.1
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",179,168,93.9,149,59,39.6,28,18.8,34,22.8,28,18.8,62,41.6
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",430,427,99.3,426,67,15.7,114,26.8,125,29.3,120,28.2,245,57.5
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",429,424,98.8,424,59,13.9,137,32.3,130,30.7,98,23.1,228,53.8
"Ellington School District","=""0480011""","Windermere School","=""0480611""",189,189,100.0,189,21,11.1,38,20.1,71,37.6,59,31.2,130,68.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",356,356,100.0,356,86,24.2,120,33.7,99,27.8,51,14.3,150,42.1
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",326,326,100.0,326,71,21.8,135,41.4,95,29.1,25,7.7,120,36.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",383,382,99.7,381,66,17.3,138,36.2,129,33.9,48,12.6,177,46.5
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",161,157,97.5,157,54,34.4,49,31.2,41,26.1,13,8.3,54,34.4
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",232,223,96.1,223,59,26.5,83,37.2,45,20.2,36,16.1,81,36.3
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",1083,1059,97.8,1055,368,34.9,397,37.6,209,19.8,81,7.7,290,27.5
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",387,384,99.2,384,79,20.6,143,37.2,119,31.0,43,11.2,162,42.2
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",267,260,97.4,260,36,13.8,82,31.5,73,28.1,69,26.5,142,54.6
"Explorations District","=""2720013""","Explorations","=""2726113""",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",199,197,99.0,197,11,5.6,43,21.8,67,34.0,76,38.6,143,72.6
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",147,144,98.0,144,9,6.3,31,21.5,62,43.1,42,29.2,104,72.2
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",370,344,93.0,344,43,12.5,79,23.0,114,33.1,108,31.4,222,64.5
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",383,302,78.9,301,107,35.5,90,29.9,73,24.3,31,10.3,104,34.6
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",911,879,96.5,879,123,14.0,236,26.8,247,28.1,273,31.1,520,59.2
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",205,204,99.5,204,30,14.7,51,25.0,73,35.8,50,24.5,123,60.3
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",182,182,100.0,182,21,11.5,56,30.8,56,30.8,49,26.9,105,57.7
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",231,230,99.6,230,58,25.2,79,34.3,67,29.1,26,11.3,93,40.4
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",227,227,100.0,227,23,10.1,53,23.3,94,41.4,57,25.1,151,66.5
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",236,230,97.5,230,20,8.7,76,33.0,86,37.4,48,20.9,134,58.3
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",268,266,99.3,266,20,7.5,62,23.3,109,41.0,75,28.2,184,69.2
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",207,206,99.5,206,14,6.8,54,26.2,85,41.3,53,25.7,138,67.0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",805,799,99.3,799,76,9.5,193,24.2,258,32.3,272,34.0,530,66.3
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",237,236,99.6,236,11,4.7,51,21.6,90,38.1,84,35.6,174,73.7
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",242,241,99.6,241,26,10.8,69,28.6,88,36.5,58,24.1,146,60.6
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",714,703,98.5,702,142,20.2,201,28.6,197,28.1,162,23.1,359,51.1
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",197,196,99.5,196,7,3.6,20,10.2,77,39.3,92,46.9,169,86.2
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",321,266,82.9,263,63,24.0,67,25.5,78,29.7,55,20.9,133,50.6
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",562,558,99.3,557,77,13.8,93,16.7,125,22.4,262,47.0,387,69.5
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",145,145,100.0,145,16,11.0,32,22.1,49,33.8,48,33.1,97,66.9
"Farmington School District","=""0520011""","Union School","=""0520111""",130,130,100.0,130,11,8.5,28,21.5,54,41.5,37,28.5,91,70.0
"Farmington School District","=""0520011""","West District School","=""0520311""",142,141,99.3,141,16,11.3,26,18.4,45,31.9,54,38.3,99,70.2
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",668,663,99.3,663,81,12.2,219,33.0,162,24.4,201,30.3,363,54.8
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",111,108,97.3,108,26,24.1,34,31.5,32,29.6,16,14.8,48,44.4
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",259,259,100.0,259,26,10.0,46,17.8,87,33.6,100,38.6,187,72.2
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",137,137,100.0,137,7,5.1,21,15.3,49,35.8,60,43.8,109,79.6
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",514,511,99.4,511,59,11.5,134,26.2,150,29.4,168,32.9,318,62.2
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",531,511,96.2,511,93,18.2,113,22.1,131,25.6,174,34.1,305,59.7
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",230,230,100.0,230,7,3.0,28,12.2,75,32.6,120,52.2,195,84.8
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",216,216,100.0,216,15,6.9,53,24.5,67,31.0,81,37.5,148,68.5
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",12,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",212,212,100.0,212,35,16.5,54,25.5,66,31.1,57,26.9,123,58.0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",286,280,97.9,280,15,5.4,54,19.3,72,25.7,139,49.6,211,75.4
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1039,1036,99.7,1036,122,11.8,229,22.1,312,30.1,373,36.0,685,66.1
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",190,135,71.1,135,22,16.3,33,24.4,56,41.5,24,17.8,80,59.3
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",328,311,94.8,311,44,14.1,80,25.7,94,30.2,93,29.9,187,60.1
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",284,283,99.6,283,17,6.0,68,24.0,94,33.2,104,36.7,198,70.0
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",277,274,98.9,274,35,12.8,92,33.6,98,35.8,49,17.9,147,53.6
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",116,114,98.3,114,77,67.5,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",571,569,99.6,569,74,13.0,152,26.7,160,28.1,183,32.2,343,60.3
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",210,210,100.0,210,33,15.7,62,29.5,71,33.8,44,21.0,115,54.8
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",814,813,99.9,813,63,7.7,145,17.8,203,25.0,402,49.4,605,74.4
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",204,204,100.0,204,27,13.2,54,26.5,61,29.9,62,30.4,123,60.3
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",603,591,98.0,590,95,16.1,104,17.6,155,26.3,236,40.0,391,66.3
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",177,177,100.0,177,70,39.5,57,32.2,35,19.8,15,8.5,50,28.2
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",194,193,99.5,193,7,3.6,25,13.0,60,31.1,101,52.3,161,83.4
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",188,188,100.0,188,40,21.3,50,26.6,57,30.3,41,21.8,98,52.1
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",115,114,99.1,114,40,35.1,37,32.5,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",238,238,100.0,238,15,6.3,32,13.4,70,29.4,121,50.8,191,80.3
"Greenwich School District","=""0570011""","North Street School","=""0570811""",184,184,100.0,184,"*","*","*","*",52,28.3,103,56.0,155,84.2
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",197,197,100.0,197,13,6.6,31,15.7,81,41.1,72,36.5,153,77.7
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",96,96,100.0,96,"*","*",22,22.9,"*","*",43,44.8,"*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",249,249,100.0,249,9,3.6,34,13.7,70,28.1,136,54.6,206,82.7
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",536,536,100.0,536,154,28.7,159,29.7,115,21.5,108,20.1,223,41.6
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",257,255,99.2,255,60,23.5,89,34.9,78,30.6,28,11.0,106,41.6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",134,130,97.0,130,57,43.8,41,31.5,26,20.0,6,4.6,32,24.6
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",552,543,98.4,543,147,27.1,168,30.9,136,25.0,92,16.9,228,42.0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",460,457,99.3,457,106,23.2,155,33.9,100,21.9,96,21.0,196,42.9
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",165,163,98.8,163,60,36.8,49,30.1,32,19.6,22,13.5,54,33.1
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",124,121,97.6,120,10,8.3,34,28.3,49,40.8,27,22.5,76,63.3
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",171,169,98.8,169,66,39.1,51,30.2,39,23.1,13,7.7,52,30.8
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",116,116,100.0,116,31,26.7,47,40.5,26,22.4,12,10.3,38,32.8
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",195,195,100.0,195,31,15.9,50,25.6,67,34.4,47,24.1,114,58.5
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",125,125,100.0,125,12,9.6,46,36.8,41,32.8,26,20.8,67,53.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",245,98,40.0,98,57,58.2,25,25.5,"*","*","*","*",16,16.3
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",141,139,98.6,139,30,21.6,43,30.9,47,33.8,19,13.7,66,47.5
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",472,469,99.4,469,188,40.1,165,35.2,79,16.8,37,7.9,116,24.7
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",523,520,99.4,520,63,12.1,166,31.9,152,29.2,139,26.7,291,56.0
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",133,131,98.5,131,23,17.6,29,22.1,39,29.8,40,30.5,79,60.3
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",133,133,100.0,133,6,4.5,23,17.3,48,36.1,56,42.1,104,78.2
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",558,554,99.3,554,47,8.5,145,26.2,167,30.1,195,35.2,362,65.3
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",239,239,100.0,239,47,19.7,53,22.2,69,28.9,70,29.3,139,58.2
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",139,139,100.0,139,"*","*","*","*",50,36.0,63,45.3,113,81.3
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",137,137,100.0,137,11,8.0,28,20.4,37,27.0,61,44.5,98,71.5
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",260,258,99.2,258,39,15.1,77,29.8,86,33.3,56,21.7,142,55.0
"Hamden School District","=""0620011""","Church Street School","=""0620211""",162,162,100.0,162,93,57.4,44,27.2,"*","*","*","*",25,15.4
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",159,158,99.4,158,63,39.9,45,28.5,26,16.5,24,15.2,50,31.6
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",29,6,20.7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",409,356,87.0,355,163,45.9,105,29.6,70,19.7,17,4.8,87,24.5
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",794,770,97.0,769,340,44.2,208,27.0,129,16.8,92,12.0,221,28.7
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",175,175,100.0,175,67,38.3,67,38.3,28,16.0,13,7.4,41,23.4
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",168,165,98.2,164,58,35.4,47,28.7,41,25.0,18,11.0,59,36.0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",183,172,94.0,172,51,29.7,53,30.8,41,23.8,27,15.7,68,39.5
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",234,229,97.9,229,42,18.3,57,24.9,55,24.0,75,32.8,130,56.8
"Hamden School District","=""0620011""","West Woods School","=""0621411""",256,255,99.6,255,39,15.3,60,23.5,86,33.7,70,27.5,156,61.2
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",47,43,91.5,43,11,25.6,13,30.2,9,20.9,10,23.3,19,44.2
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",355,343,96.6,343,263,76.7,68,19.8,"*","*","*","*",12,3.5
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",274,272,99.3,272,198,72.8,62,22.8,"*","*","*","*",12,4.4
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",128,128,100.0,128,67,52.3,47,36.7,"*","*","*","*",14,10.9
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",198,198,100.0,198,67,33.8,76,38.4,35,17.7,20,10.1,55,27.8
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",175,100,57.1,99,92,92.9,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",341,332,97.4,329,288,87.5,38,11.6,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""",426,419,98.4,419,300,71.6,91,21.7,"*","*","*","*",28,6.7
