"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","R",124,119,96.0,119,28,23.5,40,33.6,42,35.3,9,7.6,51,42.9
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","F",107,106,99.1,106,38,35.8,26,24.5,30,28.3,12,11.3,42,39.6
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","N",103,101,98.1,101,14,13.9,13,12.9,37,36.6,37,36.6,74,73.3
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","R",34,33,97.1,33,8,24.2,8,24.2,9,27.3,8,24.2,17,51.5
"Danbury School District","=""0340011""","South Street School","=""0341011""","F",118,116,98.3,116,35,30.2,43,37.1,30,25.9,8,6.9,38,32.8
"Danbury School District","=""0340011""","South Street School","=""0341011""","N",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","R",32,32,100.0,32,"*","*",10,31.3,10,31.3,"*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","F",98,96,98.0,96,30,31.3,"*","*",28,29.2,"*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","N",113,106,93.8,106,"*","*","*","*",32,30.2,32,30.2,64,60.4
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","R",24,24,100.0,24,6,25.0,"*","*",13,54.2,"*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","N",166,164,98.8,164,12,7.3,23,14.0,50,30.5,79,48.2,129,78.7
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","F",79,78,98.7,78,15,19.2,27,34.6,24,30.8,12,15.4,36,46.2
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N",278,276,99.3,276,22,8.0,60,21.7,123,44.6,71,25.7,194,70.3
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","R",41,41,100.0,41,9,22.0,11,26.8,15,36.6,6,14.6,21,51.2
"Darien School District","=""0350011""","Darien High School","=""0356111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","N",291,289,99.3,289,13,4.5,25,8.7,77,26.6,174,60.2,251,86.9
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","N",1099,1081,98.4,1078,20,1.9,97,9.0,466,43.2,495,45.9,961,89.1
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","N",191,190,99.5,190,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","N",162,162,100.0,161,16,9.9,32,19.9,52,32.3,61,37.9,113,70.2
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","F",68,68,100.0,68,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","N",110,110,100.0,110,19,17.3,33,30.0,32,29.1,26,23.6,58,52.7
"Derby School District","=""0370011""","Bradley School","=""0370611""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","F",40,38,95.0,38,20,52.6,"*","*","*","*",0,0.0,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",30,30,100.0,30,"*","*","*","*",13,43.3,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","F",170,167,98.2,165,69,41.8,52,31.5,"*","*","*","*",44,26.7
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","N",129,126,97.7,126,29,23.0,26,20.6,54,42.9,17,13.5,71,56.3
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","R",33,33,100.0,32,"*","*",9,28.1,12,37.5,"*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","F",122,122,100.0,122,48,39.3,34,27.9,27,22.1,13,10.7,40,32.8
"Derby School District","=""0370011""","Irving School","=""0370411""","N",35,35,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","N",195,194,99.5,194,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","N",169,169,100.0,169,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","N",56,55,98.2,55,"*","*","*","*",16,29.1,27,49.1,43,78.2
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",65,58,89.2,58,"*","*","*","*",27,46.6,19,32.8,46,79.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","F",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",390,380,97.4,379,50,13.2,62,16.4,160,42.2,107,28.2,267,70.4
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","N",245,237,96.7,237,26,11.0,44,18.6,77,32.5,90,38.0,167,70.5
"East Hampton School District","=""0420011""","Center School","=""0420311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",130,125,96.2,125,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","F",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","N",373,362,97.1,362,37,10.2,94,26.0,162,44.8,69,19.1,231,63.8
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N",144,139,96.5,139,10,7.2,37,26.6,38,27.3,54,38.8,92,66.2
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","F",102,101,99.0,101,56,55.4,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","N",26,26,100.0,25,15,60.0,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",28,28,100.0,28,0,0.0,"*","*",15,53.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","F",116,112,96.6,112,61,54.5,28,25.0,"*","*","*","*",23,20.5
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","N",52,51,98.1,51,16,31.4,18,35.3,"*","*","*","*",17,33.3
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","F",134,133,99.3,133,61,45.9,42,31.6,"*","*","*","*",30,22.6
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","F",128,128,100.0,128,62,48.4,31,24.2,"*","*","*","*",35,27.3
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","N",148,148,100.0,148,44,29.7,"*","*",46,31.1,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","R",32,32,100.0,32,13,40.6,"*","*",10,31.3,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",194,194,100.0,194,"*","*",66,34.0,65,33.5,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",149,149,100.0,149,20,13.4,38,25.5,66,44.3,25,16.8,91,61.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","R",46,46,100.0,46,"*","*",12,26.1,21,45.7,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","F",719,698,97.1,696,301,43.2,230,33.0,147,21.1,18,2.6,165,23.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",310,304,98.1,304,94,30.9,97,31.9,93,30.6,20,6.6,113,37.2
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","R",108,105,97.2,105,40,38.1,31,29.5,28,26.7,6,5.7,34,32.4
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","F",65,65,100.0,65,19,29.2,23,35.4,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","N",76,76,100.0,76,"*","*","*","*",36,47.4,18,23.7,54,71.1
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","F",85,83,97.6,83,35,42.2,26,31.3,14,16.9,8,9.6,22,26.5
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","F",66,65,98.5,65,26,40.0,20,30.8,"*","*","*","*",19,29.2
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","N",53,53,100.0,53,11,20.8,"*","*",21,39.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","R",22,22,100.0,22,9,40.9,"*","*",6,27.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","F",198,194,98.0,194,99,51.0,58,29.9,30,15.5,7,3.6,37,19.1
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","N",50,50,100.0,50,19,38.0,"*","*",13,26.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","R",29,29,100.0,29,10,34.5,9,31.0,"*","*","*","*",10,34.5
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","F",115,114,99.1,114,68,59.6,25,21.9,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","N",21,21,100.0,21,11,52.4,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",23,10,43.5,10,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","F",89,89,100.0,89,25,28.1,38,42.7,"*","*","*","*",26,29.2
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","N",32,32,100.0,32,"*","*","*","*",14,43.8,"*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","R",20,20,100.0,20,"*","*","*","*",6,30.0,0,0.0,6,30.0
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F",63,55,87.3,53,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","F",59,58,98.3,58,12,20.7,"*","*",20,34.5,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",169,169,100.0,169,21,12.4,33,19.5,78,46.2,37,21.9,115,68.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","R",31,31,100.0,31,8,25.8,"*","*",15,48.4,"*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","F",69,67,97.1,67,28,41.8,21,31.3,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","N",103,103,100.0,103,"*","*","*","*",40,38.8,22,21.4,62,60.2
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",66,63,95.5,62,12,19.4,24,38.7,"*","*","*","*",26,41.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",124,121,97.6,120,12,10.0,38,31.7,48,40.0,22,18.3,70,58.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","R",20,20,100.0,20,7,35.0,6,30.0,"*","*","*","*",7,35.0
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","F",82,81,98.8,81,22,27.2,23,28.4,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","N",87,87,100.0,87,"*","*","*","*",32,36.8,20,23.0,52,59.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","F",265,256,96.6,256,121,47.3,79,30.9,"*","*","*","*",56,21.9
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",244,242,99.2,242,62,25.6,87,36.0,73,30.2,20,8.3,93,38.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","R",70,69,98.6,69,22,31.9,"*","*",25,36.2,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","F",77,76,98.7,76,32,42.1,22,28.9,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","N",64,62,96.9,62,"*","*","*","*",17,27.4,14,22.6,31,50.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",222,213,95.9,213,13,6.1,15,7.0,66,31.0,119,55.9,185,86.9
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",97,96,99.0,96,"*","*",26,27.1,34,35.4,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",716,704,98.3,704,59,8.4,115,16.3,318,45.2,212,30.1,530,75.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","R",36,33,91.7,33,"*","*",11,33.3,13,39.4,"*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","N",136,135,99.3,135,"*","*","*","*",36,26.7,82,60.7,118,87.4
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","N",107,107,100.0,107,7,6.5,9,8.4,26,24.3,65,60.7,91,85.0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","N",65,65,100.0,65,"*","*","*","*",15,23.1,44,67.7,59,90.8
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","F",58,57,98.3,57,23,40.4,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","N",89,88,98.9,88,"*","*","*","*",24,27.3,27,30.7,51,58.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",49,48,98.0,48,"*","*",18,37.5,21,43.8,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",108,108,100.0,108,33,30.6,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",179,179,100.0,177,"*","*",45,25.4,72,40.7,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",20,13,65.0,13,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","F",31,29,93.5,27,24,88.9,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",309,301,97.4,301,15,5.0,64,21.3,139,46.2,83,27.6,222,73.8
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","N",300,299,99.7,299,17,5.7,43,14.4,88,29.4,151,50.5,239,79.9
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","N",127,127,100.0,127,"*","*",21,16.5,36,28.3,66,52.0,102,80.3
"Ellington School District","=""0480011""","Center School","=""0480111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","N",79,77,97.5,77,6,7.8,17,22.1,15,19.5,39,50.6,54,70.1
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",169,156,92.3,140,68,48.6,27,19.3,20,14.3,25,17.9,45,32.1
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F",41,41,100.0,41,10,24.4,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",382,379,99.2,379,"*","*","*","*",183,48.3,137,36.1,320,84.4
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","N",391,387,99.0,386,13,3.4,55,14.2,165,42.7,153,39.6,318,82.4
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","N",165,165,100.0,165,11,6.7,19,11.5,43,26.1,92,55.8,135,81.8
"Ellington School District","=""0480011""","Windermere School","=""0480611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",234,234,100.0,234,53,22.6,62,26.5,84,35.9,35,15.0,119,50.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","R",57,57,100.0,57,"*","*",15,26.3,23,40.4,"*","*","*","*"
