"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",153,147,96.1,147,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",145,137,94.5,137,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",188,185,98.4,185,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",127,125,98.4,125,69,55.2,"*","*",10,8.0,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",27,25,92.6,25,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",118,113,95.8,113,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",217,215,99.1,215,36,16.7,82,38.1,68,31.6,29,13.5,97,45.1
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Y",30,30,100.0,30,17,56.7,13,43.3,0,0.0,0,0.0,0,0.0
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",110,109,99.1,109,87,79.8,16,14.7,"*","*","*","*",6,5.5
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","N",344,335,97.4,335,43,12.8,127,37.9,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Y",41,36,87.8,36,26,72.2,7,19.4,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",110,87,79.1,87,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","N",324,322,99.4,322,37,11.5,114,35.4,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Y",41,41,100.0,41,24,58.5,12,29.3,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",127,124,97.6,124,"*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","N",406,406,100.0,406,83,20.4,129,31.8,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Y",45,44,97.8,44,34,77.3,"*","*","*","*",0,0.0,"*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","N",430,430,100.0,430,"*","*",142,33.0,"*","*",80,18.6,"*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Y",44,44,100.0,44,31,70.5,"*","*","*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","N",926,784,84.7,777,331,42.6,259,33.3,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Y",141,120,85.1,120,102,85.0,14,11.7,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",570,77,13.5,77,36,46.8,"*","*",11,14.3,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",63,22,34.9,22,20,90.9,"*","*",0,0.0,"*","*","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","N",175,172,98.3,172,47,27.3,"*","*",30,17.4,"*","*","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Y",20,20,100.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","N",128,126,98.4,126,48,38.1,34,27.0,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Y",23,23,100.0,23,13,56.5,"*","*",0,0.0,"*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","N",166,166,100.0,166,45,27.1,"*","*","*","*",20,12.0,"*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Y",22,22,100.0,22,15,68.2,"*","*","*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","N",323,320,99.1,320,77,24.1,"*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Y",48,48,100.0,48,40,83.3,"*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","N",91,90,98.9,90,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","N",74,73,98.6,73,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","N",148,148,100.0,148,41,27.7,"*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Y",21,21,100.0,21,14,66.7,"*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","N",231,231,100.0,231,75,32.5,"*","*","*","*",17,7.4,"*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Y",23,23,100.0,23,17,73.9,"*","*","*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","N",159,159,100.0,159,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","N",819,794,96.9,793,341,43.0,284,35.8,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Y",115,110,95.7,110,92,83.6,"*","*","*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","N",222,221,99.5,221,54,24.4,89,40.3,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Y",22,22,100.0,22,14,63.6,6,27.3,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","N",159,159,100.0,159,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","N",206,203,98.5,202,62,30.7,"*","*","*","*",16,7.9,"*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Y",29,29,100.0,29,23,79.3,"*","*","*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","N",195,193,99.0,193,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N",376,372,98.9,372,"*","*",128,34.4,99,26.6,"*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Y",22,22,100.0,22,12,54.5,"*","*",0,0.0,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",295,236,80.0,222,46,20.7,32,14.4,78,35.1,66,29.7,144,64.9
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",33,24,72.7,23,11,47.8,12,52.2,0,0.0,0,0.0,0,0.0
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","N",262,261,99.6,261,"*","*",50,19.2,97,37.2,"*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Y",37,36,97.3,36,"*","*",10,27.8,11,30.6,"*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","N",188,188,100.0,188,"*","*",34,18.1,"*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Y",27,27,100.0,27,"*","*",8,29.6,"*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","N",968,956,98.8,956,18,1.9,96,10.0,271,28.3,571,59.7,842,88.1
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Y",155,147,94.8,147,40,27.2,45,30.6,35,23.8,27,18.4,62,42.2
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","N",196,196,100.0,196,"*","*",33,16.8,"*","*",78,39.8,"*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Y",38,38,100.0,38,"*","*",15,39.5,"*","*",6,15.8,"*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","N",178,178,100.0,178,6,3.4,43,24.2,"*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Y",21,20,95.2,20,7,35.0,8,40.0,"*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","N",198,197,99.5,197,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","N",170,170,100.0,170,19,11.2,46,27.1,"*","*","*","*",105,61.8
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Y",27,27,100.0,27,14,51.9,7,25.9,"*","*","*","*",6,22.2
"Derby School District","=""0370011""","Bradley School","=""0370611""","N",168,167,99.4,167,40,24.0,64,38.3,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Y",21,21,100.0,21,12,57.1,"*","*","*","*",0,0.0,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",72,70,97.2,70,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","N",288,282,97.9,282,118,41.8,"*","*","*","*",14,5.0,"*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Y",44,43,97.7,43,39,90.7,"*","*","*","*",0,0.0,"*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","N",155,153,98.7,152,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","N",188,186,98.9,186,"*","*",55,29.6,"*","*",48,25.8,"*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Y",23,22,95.7,22,13,59.1,"*","*","*","*",0,0.0,"*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","N",164,164,100.0,164,6,3.7,36,22.0,"*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Y",20,20,100.0,20,8,40.0,8,40.0,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","N",56,55,98.2,55,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",65,61,93.8,61,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",395,389,98.5,389,63,16.2,124,31.9,"*","*","*","*",202,51.9
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Y",55,50,90.9,50,26,52.0,16,32.0,"*","*","*","*",8,16.0
"East Hampton School District","=""0420011""","Center School","=""0420311""","N",248,239,96.4,239,25,10.5,85,35.6,"*","*","*","*",129,54.0
"East Hampton School District","=""0420011""","Center School","=""0420311""","Y",34,33,97.1,33,17,51.5,10,30.3,"*","*","*","*",6,18.2
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",137,132,96.4,132,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","N",396,385,97.2,385,79,20.5,"*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Y",33,33,100.0,33,27,81.8,"*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","N",149,142,95.3,142,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","N",114,114,100.0,114,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",47,47,100.0,47,7,14.9,14,29.8,19,40.4,7,14.9,26,55.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","N",147,147,100.0,147,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","N",161,161,100.0,161,66,41.0,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Y",26,26,100.0,26,22,84.6,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","N",269,269,100.0,269,84,31.2,107,39.8,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Y",37,37,100.0,37,30,81.1,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",349,348,99.7,348,207,59.5,"*","*",47,13.5,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",39,39,100.0,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",971,957,98.6,955,543,56.9,286,29.9,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Y",165,158,95.8,158,146,92.4,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","N",138,138,100.0,138,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","N",101,100,99.0,100,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","N",120,120,100.0,120,29,24.2,"*","*",28,23.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Y",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","N",227,225,99.1,225,108,48.0,87,38.7,"*","*","*","*",30,13.3
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Y",45,45,100.0,45,39,86.7,6,13.3,0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","N",107,107,100.0,107,53,49.5,"*","*",13,12.1,"*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Y",27,27,100.0,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N",27,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","N",124,124,100.0,124,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N",12,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y",89,75,84.3,73,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",231,230,99.6,230,40,17.4,94,40.9,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Y",28,28,100.0,28,19,67.9,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","N",166,165,99.4,165,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",187,182,97.3,182,113,62.1,"*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",23,21,91.3,21,18,85.7,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","N",159,159,100.0,159,60,37.7,57,35.8,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Y",25,25,100.0,25,18,72.0,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",502,495,98.6,494,239,48.4,"*","*",64,13.0,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Y",77,73,94.8,73,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","N",128,128,100.0,128,45,35.2,"*","*",28,21.9,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Y",22,22,100.0,22,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",216,210,97.2,210,"*","*",46,21.9,"*","*",76,36.2,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",28,23,82.1,23,14,60.9,"*","*","*","*",0,0.0,"*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",737,729,98.9,729,"*","*",192,26.3,216,29.6,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Y",112,103,92.0,103,58,56.3,31,30.1,"*","*","*","*",14,13.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","N",143,141,98.6,141,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","N",133,132,99.2,132,19,14.4,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Y",26,26,100.0,26,18,69.2,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",61,60,98.4,60,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",254,254,100.0,252,81,32.1,106,42.1,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Y",52,52,100.0,52,41,78.8,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",298,293,98.3,293,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Y",21,19,90.5,18,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","N",279,279,100.0,279,"*","*",80,28.7,95,34.1,"*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Y",36,36,100.0,36,14,38.9,13,36.1,"*","*","*","*",9,25.0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Y",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","N",129,129,100.0,129,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",165,155,93.9,137,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",14,13,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",376,373,99.2,372,35,9.4,98,26.3,"*","*","*","*",239,64.2
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Y",54,54,100.0,54,32,59.3,16,29.6,"*","*","*","*",6,11.1
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","N",387,383,99.0,383,33,8.6,127,33.2,"*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Y",42,41,97.6,41,26,63.4,10,24.4,"*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","N",169,169,100.0,169,9,5.3,30,17.8,71,42.0,59,34.9,130,76.9
