"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"Watertown School District","Watertown High School","Non-Special Education",203,"*","*","*","*"
"Watertown School District","Watertown High School","Special Education",25,"*","*","*","*"
"West Hartford School District","Conard High School","Non-Special Education",313,"*","*",6,1.9
"West Hartford School District","Conard High School","Special Education",33,"*","*","*","*"
"West Hartford School District","Hall High School","Non-Special Education",336,"*","*","*","*"
"West Hartford School District","Hall High School","Special Education",35,"*","*","*","*"
"West Haven School District","West Haven High School","Non-Special Education",372,"*","*",65,17.5
"West Haven School District","West Haven High School","Special Education",36,"*","*",10,27.8
"Westbrook School District","Westbrook High School","Non-Special Education","*","*","*","*","*"
"Westbrook School District","Westbrook High School","Special Education","*","*","*","*","*"
"Weston School District","Weston High School","Non-Special Education",162,"*","*","*","*"
"Weston School District","Weston High School","Special Education",15,"*","*","*","*"
"Westport School District","Staples High School","Non-Special Education",386,"*","*","*","*"
"Westport School District","Staples High School","Special Education",59,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-Special Education",277,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Special Education",26,"*","*","*","*"
"Wilton School District","Wilton High School","Non-Special Education",258,"*","*","*","*"
"Wilton School District","Wilton High School","Special Education",36,"*","*","*","*"
"Windham School District","Windham High School","Non-Special Education",144,"*","*",20,13.9
"Windham School District","Windham High School","Special Education",22,"*","*",6,27.3
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",121,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Special Education",8,"*","*","*","*"
"Windsor School District","Windsor High School","Non-Special Education",252,"*","*","*","*"
"Windsor School District","Windsor High School","Special Education",36,"*","*","*","*"
"Wolcott School District","Wolcott High School","Non-Special Education",225,"*","*","*","*"
"Wolcott School District","Wolcott High School","Special Education",16,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-Special Education",255,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Special Education",16,"*","*","*","*"

