"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"Stamford Academy District","Stamford Academy","High Needs",55.8,"*","*",40.0
"Stamford Academy District","Stamford Academy","Non-High Needs",66.7,"*","*","N/A"
"Stamford School District","Stamford High School","High Needs",83.2,86.1,87.0,90.6
"Stamford School District","Stamford High School","Non-High Needs",92.6,94.0,97.3,97.6
"Stamford School District","The Academy of Information Technology","High Needs",93.2,98.7,100.0,100.0
"Stamford School District","The Academy of Information Technology","Non-High Needs",95.9,98.9,99.1,98.9
"Stamford School District","Westhill High School","High Needs",83.6,83.2,85.2,90.2
"Stamford School District","Westhill High School","Non-High Needs",93.5,95.4,98.6,96.1
"Stonington School District","Stonington High School","High Needs",82.1,90.5,91.7,89.4
"Stonington School District","Stonington High School","Non-High Needs",98.8,97.1,98.7,100.0
"Stratford School District","Bunnell High School","High Needs",78.0,79.8,91.3,96.7
"Stratford School District","Bunnell High School","Non-High Needs",95.6,97.7,97.5,99.5
"Stratford School District","Stratford High School","High Needs",88.9,90.4,90.9,90.2
"Stratford School District","Stratford High School","Non-High Needs",92.0,94.6,96.7,96.7
"Suffield School District","Suffield High School","High Needs",95.5,76.9,86.0,88.1
"Suffield School District","Suffield High School","Non-High Needs",97.4,97.0,98.2,97.7
"The Bridge Academy District","The Bridge Academy","High Needs","*",80.5,"*","*"
"The Bridge Academy District","The Bridge Academy","Non-High Needs","*","N/A","*","*"
"The Gilbert School District","The Gilbert School","High Needs",73.9,94.6,75.0,90.2
"The Gilbert School District","The Gilbert School","Non-High Needs",91.5,94.2,89.6,95.3
"Thomaston School District","Thomaston High School","High Needs",87.5,88.9,96.8,86.4
"Thomaston School District","Thomaston High School","Non-High Needs",97.1,96.3,97.8,97.9
"Thompson School District","Tourtellotte Memorial High School","High Needs",63.2,77.1,81.3,88.6
"Thompson School District","Tourtellotte Memorial High School","Non-High Needs",96.0,96.9,100.0,95.8
"Tolland School District","Tolland High School","High Needs",86.7,96.7,78.4,90.3
"Tolland School District","Tolland High School","Non-High Needs",94.7,98.5,97.6,94.3
"Torrington School District","Torrington High School","High Needs",63.4,71.2,85.6,86.5
"Torrington School District","Torrington High School","Non-High Needs",90.4,94.2,96.1,95.6
"Trumbull School District","Trumbull High School","High Needs",96.5,94.6,97.2,87.8
"Trumbull School District","Trumbull High School","Non-High Needs",99.3,99.6,99.3,99.5
"Vernon School District","Rockville High School","High Needs",72.6,78.1,75.9,74.6
"Vernon School District","Rockville High School","Non-High Needs",89.7,92.8,94.4,97.5
"Wallingford School District","Lyman Hall High School","High Needs",84.3,82.4,89.4,83.5
"Wallingford School District","Lyman Hall High School","Non-High Needs",91.7,99.0,95.8,96.5
"Wallingford School District","Mark T. Sheehan High School","High Needs",72.2,84.3,90.7,88.5
"Wallingford School District","Mark T. Sheehan High School","Non-High Needs",92.7,97.9,96.3,98.3
"Waterbury School District","Crosby High School","High Needs",64.4,63.3,66.2,74.9
"Waterbury School District","Crosby High School","Non-High Needs",69.8,63.9,79.2,81.0
"Waterbury School District","John F. Kennedy High School","High Needs",67.6,68.7,66.9,66.8
"Waterbury School District","John F. Kennedy High School","Non-High Needs",86.7,75.5,86.7,87.5
"Waterbury School District","Waterbury Arts Magnet School (High)","High Needs",98.3,96.6,90.3,95.5
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-High Needs",98.2,93.8,90.9,100.0
"Waterbury School District","Wilby High School","High Needs",63.4,67.6,74.9,70.6
"Waterbury School District","Wilby High School","Non-High Needs",69.7,76.3,90.0,73.3
"Waterford School District","Waterford High School","High Needs",87.5,82.8,83.3,81.8
"Waterford School District","Waterford High School","Non-High Needs",93.7,97.7,98.8,98.7
"Watertown School District","Watertown High School","High Needs",73.1,82.7,73.3,84.4
"Watertown School District","Watertown High School","Non-High Needs",94.8,98.1,96.7,99.3
"West Hartford School District","Conard High School","High Needs",77.4,92.0,89.7,93.0
"West Hartford School District","Conard High School","Non-High Needs",96.0,98.2,98.5,99.1
"West Hartford School District","Hall High School","High Needs",90.5,88.2,95.0,94.3
"West Hartford School District","Hall High School","Non-High Needs",99.0,98.9,98.5,99.2
"West Haven School District","West Haven High School","High Needs",64.0,71.4,66.0,77.3
"West Haven School District","West Haven High School","Non-High Needs",80.6,85.4,89.9,85.7
"Westbrook School District","Westbrook High School","High Needs",80.0,88.9,92.9,92.9
"Westbrook School District","Westbrook High School","Non-High Needs",96.9,96.9,96.8,100.0
"Weston School District","Weston High School","High Needs",100.0,100.0,96.0,95.8
"Weston School District","Weston High School","Non-High Needs",100.0,100.0,100.0,99.3
"Westport School District","Staples High School","High Needs",96.2,94.7,100.0,97.6
"Westport School District","Staples High School","Non-High Needs",99.3,99.4,100.0,99.7
"Wethersfield School District","Wethersfield High School","High Needs",81.7,83.3,73.4,87.0
"Wethersfield School District","Wethersfield High School","Non-High Needs",96.3,96.7,99.5,98.6
"Wilton School District","Wilton High School","High Needs",96.3,97.1,96.7,97.6
"Wilton School District","Wilton High School","Non-High Needs",100.0,100.0,99.2,100.0
"Windham School District","Windham High School","High Needs",57.5,73.3,77.4,78.4
"Windham School District","Windham High School","Non-High Needs",87.6,89.6,92.9,92.7
"Windsor Locks School District","Windsor Locks High School","High Needs",72.7,86.7,88.1,98.1
"Windsor Locks School District","Windsor Locks High School","Non-High Needs",94.9,97.7,97.4,100.0
"Windsor School District","Windsor High School","High Needs",81.7,84.0,86.1,92.3
"Windsor School District","Windsor High School","Non-High Needs",91.6,94.7,95.1,97.5
"Wolcott School District","Wolcott High School","High Needs",88.2,91.1,83.9,91.0
"Wolcott School District","Wolcott High School","Non-High Needs",96.6,97.1,98.7,99.3
"Woodstock Academy District","Woodstock Academy","High Needs",94.3,84.6,91.2,100.0
"Woodstock Academy District","Woodstock Academy","Non-High Needs",95.1,98.3,98.0,97.9

