"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 4","Curl Up","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 4","Mile Run","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 4","Push Up","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 4","Sit and Reach","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 6","All Tests - School","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 6","Curl Up","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 6","Mile Run","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 6","Push Up","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 6","Sit and Reach","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 8","All Tests - School","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 8","Curl Up","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 8","Mile Run","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 8","Push Up","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 8","Sit and Reach","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 10","All Tests - School","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 10","Curl Up","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 10","Mile Run","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 10","Push Up","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Grade 10","Sit and Reach","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 4","All Tests - School",73.2
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 4","Curl Up",89.3
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 4","Mile Run",85.7
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 4","Push Up",92.9
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 4","Sit and Reach",92.9
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 6","All Tests - School",80.6
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 6","Curl Up",92.5
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 6","Mile Run",85.1
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 6","Push Up",92.5
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 6","Sit and Reach",97.0
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 8","All Tests - School",70.4
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 8","Curl Up",94.4
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 8","Mile Run",74.1
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 8","Push Up",90.7
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 8","Sit and Reach",94.4
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 10","All Tests - School","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 10","Curl Up","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 10","Mile Run","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 10","Push Up","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Grade 10","Sit and Reach","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 4","All Tests - School","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 4","Curl Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 4","Mile Run","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 4","Push Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 4","Sit and Reach","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 6","All Tests - School","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 6","Curl Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 6","Mile Run","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 6","Push Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 6","Sit and Reach","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 8","All Tests - School","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 8","Curl Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 8","Mile Run","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 8","Push Up","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 8","Sit and Reach","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 10","All Tests - School","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 10","Curl Up",30.0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 10","Mile Run","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 10","Push Up",63.3
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Grade 10","Sit and Reach",63.3
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 10","All Tests - School",66.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 10","Curl Up",94.2
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 10","Mile Run",75.9
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 10","Push Up",89.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Grade 10","Sit and Reach",95.8
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","All Tests - School",23.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Curl Up",96.2
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Mile Run",30.2
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Push Up",65.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Sit and Reach",70.8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","All Tests - School",28.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Curl Up",89.6
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Mile Run",34.8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Push Up",62.8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Sit and Reach",79.3
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","All Tests - School",32.6
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Curl Up",74.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Mile Run",40.7
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Push Up",61.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Sit and Reach",65.9
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","All Tests - School",46.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Curl Up",93.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Mile Run",50.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Push Up",81.8
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Sit and Reach",93.2
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","All Tests - School",31.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Curl Up",88.1
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Mile Run",36.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Push Up",59.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Sit and Reach",95.2
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","All Tests - School",35.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Curl Up",75.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Mile Run",49.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Push Up",68.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Sit and Reach",80.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","All Tests - School",31.9
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Curl Up",94.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Mile Run",38.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Push Up",65.5
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Sit and Reach",81.5
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","All Tests - School",40.1
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Curl Up",88.5
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Mile Run",57.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Push Up",61.1
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Sit and Reach",84.1
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Sit and Reach","N/A"
