"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"East Hampton School District","=""0420011""","Center School","=""0420311""","All Grades","Curl Up",77.0
"East Hampton School District","=""0420011""","Center School","=""0420311""","All Grades","Mile Run",61.2
"East Hampton School District","=""0420011""","Center School","=""0420311""","All Grades","Push Up",75.5
"East Hampton School District","=""0420011""","Center School","=""0420311""","All Grades","Sit and Reach",100.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","All Grades","All Tests - School",46.9
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","All Grades","Curl Up",87.6
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","All Grades","Mile Run",73.5
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","All Grades","Push Up",68.1
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","All Grades","Sit and Reach",69.9
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","All Grades","All Tests - School",62.5
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","All Grades","Curl Up",85.6
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","All Grades","Mile Run",81.8
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","All Grades","Push Up",80.4
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","All Grades","Sit and Reach",88.0
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","All Grades","All Tests - School",23.6
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","All Grades","Curl Up",81.8
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","All Grades","Mile Run",56.4
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","All Grades","Push Up",70.9
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","All Grades","Sit and Reach",36.4
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","All Grades","All Tests - School",28.9
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","All Grades","Curl Up",91.1
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","All Grades","Mile Run",37.8
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","All Grades","Push Up",82.2
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","All Grades","Sit and Reach",75.6
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","All Grades","All Tests - School",43.2
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","All Grades","Curl Up",74.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","All Grades","Mile Run",74.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","All Grades","Push Up",70.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","All Grades","Sit and Reach",83.8
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","All Grades","All Tests - School",26.2
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","All Grades","Curl Up",42.6
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","All Grades","Mile Run",70.5
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","All Grades","Push Up",50.8
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","All Grades","Sit and Reach",63.9
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","All Grades","All Tests - School",44.7
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","All Grades","Curl Up",59.6
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","All Grades","Mile Run",80.9
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","All Grades","Push Up",78.7
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","All Grades","Sit and Reach",91.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","All Grades","All Tests - School",48.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","All Grades","Curl Up",69.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","All Grades","Mile Run",54.3
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","All Grades","Push Up",67.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","All Grades","Sit and Reach",81.3
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","All Grades","All Tests - School",53.0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","All Grades","Curl Up",90.1
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","All Grades","Mile Run",66.4
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","All Grades","Push Up",78.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","All Grades","Sit and Reach",85.0
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","All Grades","All Tests - School",35.4
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","All Grades","Curl Up",83.1
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","All Grades","Mile Run",84.6
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","All Grades","Push Up",63.1
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","All Grades","Sit and Reach",92.3
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","All Grades","All Tests - School",52.9
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","All Grades","Curl Up",100.0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","All Grades","Mile Run",73.5
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","All Grades","Push Up",70.6
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","All Grades","Sit and Reach",97.1
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","All Grades","All Tests - School",55.9
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","All Grades","Curl Up",91.5
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","All Grades","Mile Run",81.4
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","All Grades","Push Up",72.9
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","All Grades","Sit and Reach",78.0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","All Grades","All Tests - School",44.8
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","All Grades","Curl Up",81.8
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","All Grades","Mile Run",77.9
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","All Grades","Push Up",66.9
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","All Grades","Sit and Reach",82.5
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","All Grades","All Tests - School",47.8
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","All Grades","Curl Up",91.3
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","All Grades","Mile Run",78.3
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","All Grades","Push Up",65.2
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","All Grades","Sit and Reach",100.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","All Grades","All Tests - School","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","All Grades","Curl Up",70.3
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","All Grades","Mile Run","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","All Grades","Push Up",48.6
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","All Grades","Sit and Reach",70.3
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World La","=""0432411""","All Grades","All Tests - School",70.8
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World La","=""0432411""","All Grades","Curl Up",92.3
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World La","=""0432411""","All Grades","Mile Run",75.9
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World La","=""0432411""","All Grades","Push Up",79.5
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World La","=""0432411""","All Grades","Sit and Reach",94.4
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","All Grades","All Tests - School",65.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","All Grades","Curl Up",97.9
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","All Grades","Mile Run",75.5
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","All Grades","Push Up",81.8
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","All Grades","Sit and Reach",88.8
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","All Grades","All Tests - School",28.6
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","All Grades","Curl Up",92.2
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","All Grades","Mile Run",41.6
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","All Grades","Push Up",51.9
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","All Grades","Sit and Reach",97.4
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","All Grades","All Tests - School",48.6
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","All Grades","Curl Up",94.5
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","All Grades","Mile Run",51.8
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","All Grades","Push Up",81.7
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","All Grades","Sit and Reach",96.3
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","All Grades","All Tests - School",57.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","All Grades","Curl Up",95.3
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","All Grades","Mile Run",85.9
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","All Grades","Push Up",65.6
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","All Grades","Sit and Reach",79.7
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","All Grades","All Tests - School",31.5
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","All Grades","Curl Up",40.7
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","All Grades","Mile Run",89.8
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","All Grades","Push Up",51.9
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","All Grades","Sit and Reach",88.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","All Grades","All Tests - School",24.2
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","All Grades","Curl Up",24.2
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","All Grades","Mile Run",93.9
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","All Grades","Push Up",68.2
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","All Grades","Sit and Reach",84.8
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","All Grades","All Tests - School",69.0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","All Grades","Curl Up",87.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","All Grades","Mile Run",84.5
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","All Grades","Push Up",93.7
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","All Grades","Sit and Reach",94.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","All Grades","All Tests - School",55.2
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","All Grades","Curl Up",83.7
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","All Grades","Mile Run",75.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","All Grades","Push Up",81.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","All Grades","Sit and Reach",82.5
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","All Grades","All Tests - School",69.0
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","All Grades","Curl Up",98.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","All Grades","Mile Run",81.7
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","All Grades","Push Up",95.8
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","All Grades","Sit and Reach",81.7
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","All Grades","All Tests - School",64.4
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","All Grades","Curl Up",93.1
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","All Grades","Mile Run",77.0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","All Grades","Push Up",80.5
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","All Grades","Sit and Reach",95.4
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","All Grades","All Tests - School",74.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","All Grades","Curl Up",100.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","All Grades","Mile Run",96.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","All Grades","Push Up",100.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","All Grades","Sit and Reach",76.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","All Grades","All Tests - School",21.3
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","All Grades","Curl Up",83.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","All Grades","Mile Run",54.3
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","All Grades","Push Up",36.2
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","All Grades","Sit and Reach",67.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","All Grades","All Tests - School",48.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","All Grades","Curl Up",80.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","All Grades","Mile Run",58.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","All Grades","Push Up",64.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","All Grades","Sit and Reach",69.0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","All Grades","All Tests - School",50.8
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","All Grades","Curl Up",73.3
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","All Grades","Mile Run",77.0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","All Grades","Push Up",62.6
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","All Grades","Sit and Reach",78.1
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","All Tests - School","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Curl Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Mile Run","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Push Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Sit and Reach","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","All Tests - School","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Curl Up",50.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Mile Run","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Push Up",40.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Sit and Reach",31.8
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","All Tests - School",76.7
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Curl Up",79.1
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Mile Run",88.4
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Push Up",83.7
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Sit and Reach",83.7
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","All Tests - School",51.3
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Curl Up",92.5
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Mile Run",89.2
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Push Up",72.1
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Sit and Reach",74.6
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","All Tests - School",50.4
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Curl Up",86.7
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Mile Run",69.0
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Push Up",75.2
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Sit and Reach",70.8
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","All Tests - School",39.0
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Curl Up",73.2
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Mile Run",72.0
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Push Up",64.6
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Sit and Reach",80.5
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","All Tests - School",51.1
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Curl Up",82.2
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Mile Run",84.4
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Push Up",68.9
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Sit and Reach",68.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","All Tests - School",47.4
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Curl Up",77.3
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Mile Run",80.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Push Up",58.8
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Sit and Reach",74.7
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","All Tests - School",59.2
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Curl Up",79.9
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Mile Run",73.7
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Push Up",70.9
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Sit and Reach",87.2
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","All Tests - School",51.0
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Curl Up",93.8
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Mile Run",79.9
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Push Up",66.5
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Sit and Reach",84.5
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","All Tests - School",56.3
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Curl Up",90.8
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Mile Run",71.3
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Push Up",73.6
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Sit and Reach",82.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","All Tests - School",19.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Curl Up",48.4
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Mile Run",59.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Push Up",57.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Sit and Reach",61.0
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","All Tests - School",80.9
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Curl Up",100.0
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Mile Run",91.6
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Push Up",91.6
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Sit and Reach",90.1
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","All Tests - School",50.4
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Curl Up",91.7
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Mile Run",83.5
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Push Up",73.7
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Sit and Reach",66.9
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","All Tests - School",58.6
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Curl Up",95.2
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Mile Run",60.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Push Up",79.5
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Sit and Reach",96.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","All Tests - School",41.7
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Curl Up",96.6
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Mile Run",46.0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Push Up",75.3
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Sit and Reach",90.2
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","All Tests - School",67.5
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Curl Up",88.2
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Mile Run",86.1
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Push Up",82.4
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Sit and Reach",90.2
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","All Tests - School",67.8
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Curl Up",96.5
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Mile Run",83.9
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Push Up",77.6
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Sit and Reach",81.8
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","All Tests - School",47.0
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Curl Up",95.2
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Mile Run",75.9
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Push Up",62.7
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Sit and Reach",83.7
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","All Tests - School",0.0
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Push Up",73.9
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Sit and Reach",34.8
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","All Tests - School",73.3
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Curl Up",83.3
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Mile Run",96.7
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Push Up",85.0
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Sit and Reach",93.3
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","All Tests - School",89.5
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Curl Up",93.0
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Mile Run",98.2
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Push Up",96.5
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Sit and Reach",96.5
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","All Tests - School",39.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Curl Up",70.9
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Mile Run",72.6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Push Up",59.3
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Sit and Reach",74.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","All Tests - School",60.0
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Curl Up",89.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Mile Run",77.6
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Push Up",78.5
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Sit and Reach",75.5
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","All Tests - School",68.7
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Curl Up",91.7
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Mile Run",88.5
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Push Up",79.0
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Sit and Reach",81.5
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","All Tests - School",68.3
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Curl Up",93.3
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Mile Run",81.7
