"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","All Tests - School",30.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Curl Up",95.8
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Mile Run",38.9
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Push Up",73.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Grade 10","Sit and Reach",79.6
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","All Tests - School",38.1
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Curl Up",87.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Mile Run",46.5
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Push Up",60.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Grade 10","Sit and Reach",84.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","All Tests - School",28.6
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Curl Up",87.2
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Mile Run",30.1
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Push Up",59.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Grade 10","Sit and Reach",85.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","All Tests - School",47.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Curl Up",97.4
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Mile Run",47.9
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Push Up",79.5
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Grade 10","Sit and Reach",89.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","All Tests - School",26.3
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Curl Up",89.8
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Mile Run",31.4
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Push Up",62.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Grade 10","Sit and Reach",93.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","All Tests - School",39.3
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Curl Up",77.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Mile Run",53.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Push Up",79.2
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Grade 10","Sit and Reach",80.3
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","All Tests - School",31.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Curl Up",94.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Mile Run",41.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Push Up",53.6
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Grade 10","Sit and Reach",86.8
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","All Tests - School",23.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Curl Up",80.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Mile Run",43.5
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Push Up",49.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Grade 10","Sit and Reach",82.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 10","All Tests - School",39.2
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 10","Curl Up",72.3
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 10","Mile Run",54.2
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 10","Push Up",62.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Grade 10","Sit and Reach",84.3
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 10","All Tests - School",45.6
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 10","Curl Up",97.6
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 10","Mile Run",60.9
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 10","Push Up",64.5
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Grade 10","Sit and Reach",88.8
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 10","All Tests - School",31.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 10","Curl Up",93.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 10","Mile Run",56.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 10","Push Up",78.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Grade 10","Sit and Reach",53.8
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 8","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 10","All Tests - School",34.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 10","Curl Up",91.6
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 10","Mile Run",35.5
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 10","Push Up",74.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Grade 10","Sit and Reach",86.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 4","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 6","All Tests - School","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Grade 6","Mile Run","N/A"
