"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","All Tests - School",32.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Curl Up",88.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Mile Run",32.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Push Up",80.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","All Grades","Sit and Reach",84.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","All Tests - School","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Curl Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Mile Run","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Push Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Quinebaug Middle College","=""2536114""","All Grades","Sit and Reach","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","All Tests - School",75.6
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Curl Up",95.6
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Mile Run",91.1
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Push Up",75.6
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","All Grades","Sit and Reach",95.6
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","All Tests - School",43.3
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Curl Up",87.6
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Mile Run",70.5
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Push Up",75.1
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","All Grades","Sit and Reach",68.2
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","All Tests - School",57.3
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Curl Up",94.8
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Mile Run",65.6
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Push Up",82.3
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","All Grades","Sit and Reach",88.5
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","All Tests - School",28.8
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Curl Up",82.5
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Mile Run",67.5
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Push Up",47.5
"Ellington School District","=""0480011""","Center School","=""0480111""","All Grades","Sit and Reach",75.0
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","All Tests - School",23.1
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Curl Up",71.8
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Mile Run",87.2
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Push Up",30.8
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","All Grades","Sit and Reach",66.7
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","All Tests - School",35.6
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Curl Up",73.4
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Mile Run",72.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Push Up",64.4
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","All Grades","Sit and Reach",77.1
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","All Tests - School",63.0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Curl Up",90.0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Mile Run",76.8
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Push Up",81.0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","All Grades","Sit and Reach",92.9
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","All Tests - School",67.0
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Curl Up",93.8
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Mile Run",85.1
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Push Up",77.8
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","All Grades","Sit and Reach",87.1
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","All Tests - School",62.0
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Curl Up",93.5
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Mile Run",79.3
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Push Up",80.4
"Ellington School District","=""0480011""","Windermere School","=""0480611""","All Grades","Sit and Reach",91.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","All Tests - School",41.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Curl Up",76.1
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Mile Run",63.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Push Up",65.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","All Grades","Sit and Reach",66.2
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","All Grades","All Tests - School",0.0
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","All Grades","Curl Up",0.0
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","All Grades","Mile Run",0.0
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","All Grades","Push Up",0.0
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","All Grades","Sit and Reach",0.0
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","All Tests - School",70.9
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Curl Up",100.0
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Mile Run",86.4
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Push Up",84.5
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","All Grades","Sit and Reach",87.3
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","All Tests - School",40.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Curl Up",88.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Mile Run",80.0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Push Up",55.2
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","All Grades","Sit and Reach",66.4
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","All Tests - School",60.2
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Curl Up",83.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Mile Run",83.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Push Up",85.2
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","All Grades","Sit and Reach",93.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","All Tests - School",29.6
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Curl Up",84.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Mile Run",34.7
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Push Up",70.9
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","All Grades","Sit and Reach",82.7
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","All Tests - School",73.2
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Curl Up",87.7
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Mile Run",80.1
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Push Up",91.8
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","All Grades","Sit and Reach",93.4
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","All Tests - School",54.6
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Curl Up",97.9
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Mile Run",67.4
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Push Up",83.7
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","All Grades","Sit and Reach",74.5
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","All Tests - School",58.3
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Curl Up",96.9
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Mile Run",78.7
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Push Up",81.9
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","All Grades","Sit and Reach",78.7
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","All Tests - School",0.0
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Curl Up",65.0
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Mile Run",0.0
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Push Up",30.0
"Explorations District","=""2720013""","Explorations","=""2726113""","All Grades","Sit and Reach",80.0
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","All Tests - School",65.7
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Curl Up",80.6
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Mile Run",94.0
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Push Up",80.6
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","All Grades","Sit and Reach",76.1
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","All Tests - School",93.3
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Curl Up",97.8
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Mile Run",100.0
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Push Up",93.3
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","All Grades","Sit and Reach",100.0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","All Tests - School",49.8
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Curl Up",84.7
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Mile Run",84.7
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Push Up",65.1
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","All Grades","Sit and Reach",83.7
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","All Tests - School",64.0
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Curl Up",88.5
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Mile Run",85.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Push Up",84.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","All Grades","Sit and Reach",84.6
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","All Tests - School",78.7
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Curl Up",92.9
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Mile Run",88.0
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Push Up",88.3
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","All Grades","Sit and Reach",85.6
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","All Tests - School",52.4
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Curl Up",85.7
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Mile Run",84.1
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Push Up",76.2
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","All Grades","Sit and Reach",81.0
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","All Grades","All Tests - School",73.1
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","All Grades","Curl Up",96.2
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","All Grades","Mile Run",94.2
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","All Grades","Push Up",86.5
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","All Grades","Sit and Reach",82.7
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","All Grades","All Tests - School",37.5
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","All Grades","Curl Up",88.8
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","All Grades","Mile Run",68.8
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","All Grades","Push Up",50.0
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","All Grades","Sit and Reach",80.0
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","All Grades","All Tests - School",66.7
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","All Grades","Curl Up",87.9
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","All Grades","Mile Run",86.4
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","All Grades","Push Up",83.3
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","All Grades","Sit and Reach",78.8
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","All Grades","All Tests - School",75.0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","All Grades","Curl Up",95.0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","All Grades","Mile Run",86.3
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","All Grades","Push Up",87.5
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","All Grades","Sit and Reach",93.8
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","All Grades","All Tests - School",84.3
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","All Grades","Curl Up",96.6
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","All Grades","Mile Run",95.5
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","All Grades","Push Up",91.0
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","All Grades","Sit and Reach",97.8
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","All Grades","All Tests - School",82.0
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","All Grades","Curl Up",100.0
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","All Grades","Mile Run",100.0
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","All Grades","Push Up",90.2
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","All Grades","Sit and Reach",91.8
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","All Grades","All Tests - School",59.8
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","All Grades","Curl Up",88.2
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","All Grades","Mile Run",93.2
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","All Grades","Push Up",75.7
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","All Grades","Sit and Reach",87.8
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","All Grades","All Tests - School",60.0
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","All Grades","Curl Up",95.7
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","All Grades","Mile Run",87.1
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","All Grades","Push Up",85.7
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","All Grades","Sit and Reach",74.3
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","All Grades","All Tests - School",54.3
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","All Grades","Curl Up",90.2
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","All Grades","Mile Run",92.4
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","All Grades","Push Up",69.6
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","All Grades","Sit and Reach",80.4
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","All Grades","All Tests - School",73.3
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","All Grades","Curl Up",97.3
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","All Grades","Mile Run",87.5
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","All Grades","Push Up",86.6
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","All Grades","Sit and Reach",89.4
"Farmington School District","=""0520011""","East Farms School","=""0520411""","All Grades","All Tests - School",54.1
"Farmington School District","=""0520011""","East Farms School","=""0520411""","All Grades","Curl Up",89.8
"Farmington School District","=""0520011""","East Farms School","=""0520411""","All Grades","Mile Run",86.7
"Farmington School District","=""0520011""","East Farms School","=""0520411""","All Grades","Push Up",57.1
"Farmington School District","=""0520011""","East Farms School","=""0520411""","All Grades","Sit and Reach",86.7
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","All Grades","All Tests - School",57.8
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","All Grades","Curl Up",85.8
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","All Grades","Mile Run",81.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","All Grades","Push Up",85.1
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","All Grades","Sit and Reach",83.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","All Grades","All Tests - School",76.0
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","All Grades","Curl Up",94.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","All Grades","Mile Run",85.2
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","All Grades","Push Up",86.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","All Grades","Sit and Reach",93.9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","All Grades","All Tests - School",52.9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","All Grades","Curl Up",100.0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","All Grades","Mile Run",78.6
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","All Grades","Push Up",61.4
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","All Grades","Sit and Reach",91.4
"Farmington School District","=""0520011""","Union School","=""0520111""","All Grades","All Tests - School",37.1
"Farmington School District","=""0520011""","Union School","=""0520111""","All Grades","Curl Up",74.2
"Farmington School District","=""0520011""","Union School","=""0520111""","All Grades","Mile Run",75.8
"Farmington School District","=""0520011""","Union School","=""0520111""","All Grades","Push Up",62.9
"Farmington School District","=""0520011""","Union School","=""0520111""","All Grades","Sit and Reach",77.4
"Farmington School District","=""0520011""","West District School","=""0520311""","All Grades","All Tests - School",58.1
"Farmington School District","=""0520011""","West District School","=""0520311""","All Grades","Curl Up",83.8
"Farmington School District","=""0520011""","West District School","=""0520311""","All Grades","Mile Run",67.6
"Farmington School District","=""0520011""","West District School","=""0520311""","All Grades","Push Up",79.7
"Farmington School District","=""0520011""","West District School","=""0520311""","All Grades","Sit and Reach",94.6
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","All Grades","All Tests - School",48.9
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","All Grades","Curl Up",76.9
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","All Grades","Mile Run",85.0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","All Grades","Push Up",72.9
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","All Grades","Sit and Reach",74.5
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","All Grades","All Tests - School",80.0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","All Grades","Curl Up",92.0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","All Grades","Mile Run",82.0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","All Grades","Push Up",88.0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","All Grades","Sit and Reach",80.0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","All Grades","All Tests - School",40.0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","All Grades","Curl Up",90.0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","All Grades","Mile Run",65.0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","All Grades","Push Up",58.8
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","All Grades","Sit and Reach",75.0
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","All Grades","All Tests - School",76.9
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","All Grades","Curl Up",100.0
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","All Grades","Mile Run",84.6
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","All Grades","Push Up",87.2
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","All Grades","Sit and Reach",100.0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","All Grades","All Tests - School",54.2
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","All Grades","Curl Up",87.7
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","All Grades","Mile Run",87.0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","All Grades","Push Up",63.2
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","All Grades","Sit and Reach",84.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","All Grades","All Tests - School",65.3
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","All Grades","Curl Up",89.7
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","All Grades","Mile Run",74.7
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","All Grades","Push Up",85.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","All Grades","Sit and Reach",85.5
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","All Grades","All Tests - School",58.1
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","All Grades","Curl Up",86.5
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","All Grades","Mile Run",98.6
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","All Grades","Push Up",74.3
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","All Grades","Sit and Reach",86.5
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","All Grades","All Tests - School",39.7
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","All Grades","Curl Up",79.5
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","All Grades","Mile Run",76.7
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","All Grades","Push Up",58.9
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","All Grades","Sit and Reach",69.9
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","All Grades","All Tests - School",34.3
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","All Grades","Curl Up",79.1
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","All Grades","Mile Run",64.2
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","All Grades","Push Up",49.3
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","All Grades","Sit and Reach",80.6
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","All Grades","All Tests - School",62.6
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","All Grades","Curl Up",98.0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","All Grades","Mile Run",86.9
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","All Grades","Push Up",81.8
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","All Grades","Sit and Reach",73.7
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","All Grades","All Tests - School",55.9
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","All Grades","Curl Up",88.1
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","All Grades","Mile Run",84.0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","All Grades","Push Up",80.1
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","All Grades","Sit and Reach",75.0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","All Grades","All Tests - School",60.7
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","All Grades","Curl Up",92.9
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","All Grades","Mile Run",75.0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","All Grades","Push Up",76.4
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","All Grades","Sit and Reach",90.0
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Grades","All Tests - School",49.1
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Grades","Curl Up",79.1
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Grades","Mile Run",82.8
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Grades","Push Up",75.5
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Grades","Sit and Reach",74.8
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","All Grades","All Tests - School",76.2
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","All Grades","Curl Up",90.8
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","All Grades","Mile Run",93.8
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","All Grades","Push Up",86.9
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","All Grades","Sit and Reach",93.1
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Grades","All Tests - School",54.8
