"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","Push Up",100.0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","Push Up",72.3
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","Push Up",75.7
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","Push Up",83.1
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","Push Up",65.1
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","Push Up",80.4
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","Push Up",72.9
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","Push Up",79.5
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","All Grades","Push Up",86.9
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","All Grades","Push Up",66.7
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","All Grades","Push Up",50.0
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","All Grades","Push Up",65.9
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","All Grades","Push Up",85.7
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","All Grades","Push Up",71.9
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","All Grades","Push Up",75.9
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","All Grades","Push Up",96.3
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","All Grades","Push Up",81.9
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","All Grades","Push Up",92.0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","All Grades","Push Up",84.1
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","All Grades","Push Up",85.1
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","All Grades","Push Up",95.7
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","All Grades","Push Up",91.0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","All Grades","Push Up",74.0
"Hamden School District","=""0620011""","Church Street School","=""0620211""","All Grades","Push Up",77.8
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","All Grades","Push Up",68.4
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","All Grades","Push Up","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","All Grades","Push Up",86.2
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","All Grades","Push Up",80.3
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","All Grades","Push Up",80.0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","All Grades","Push Up",68.7
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","All Grades","Push Up",77.5
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","All Grades","Push Up",100.0
"Hamden School District","=""0620011""","West Woods School","=""0621411""","All Grades","Push Up",63.0
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","All Grades","Push Up",100.0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","All Grades","Push Up",40.2
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","All Grades","Push Up",78.0
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","All Grades","Push Up",50.0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","All Grades","Push Up",85.7
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","All Grades","Push Up",52.9
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","All Grades","Push Up",59.3
"Hartford School District","=""0640011""","Burr School","=""0642311""","All Grades","Push Up",50.2
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","All Grades","Push Up",49.7
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","All Grades","Push Up",64.0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","All Grades","Push Up",93.0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","All Grades","Push Up",47.0
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","All Grades","Push Up",58.5
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","All Grades","Push Up",60.3
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","All Grades","Push Up",59.1
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","All Grades","Push Up",64.3
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","All Grades","Push Up","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","All Grades","Push Up",53.3
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","All Grades","Push Up",30.6
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","All Grades","Push Up",65.1
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","All Grades","Push Up",36.5
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","All Grades","Push Up",51.9
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","All Grades","Push Up",71.8
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","All Grades","Push Up",44.9
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","All Grades","Push Up",88.4
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","All Grades","Push Up",54.5
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","All Grades","Push Up",80.9
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","All Grades","Push Up",100.0
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","All Grades","Push Up","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","All Grades","Push Up",73.6
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","All Grades","Push Up",58.3
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","All Grades","Push Up","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","All Grades","Push Up",76.1
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","All Grades","Push Up",86.0
"Hartford School District","=""0640011""","SAND School","=""0640111""","All Grades","Push Up",62.1
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","All Grades","Push Up",81.8
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","All Grades","Push Up",53.1
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","All Grades","Push Up",77.4
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","All Grades","Push Up",64.1
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","All Grades","Push Up",89.2
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","All Grades","Push Up",75.9
"Hartland School District","=""0650011""","Hartland School","=""0650111""","All Grades","Push Up",92.0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","All Grades","Push Up",83.2
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","All Grades","Push Up",81.7
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","All Grades","Push Up",61.2
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","All Grades","Push Up",55.5
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","All Grades","Push Up",47.9
"Kent School District","=""0680011""","Kent Center School","=""0680111""","All Grades","Push Up",82.4
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","All Grades","Push Up",62.2
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","All Grades","Push Up",92.5
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","All Grades","Push Up",76.3
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","Push Up",61.3
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","Push Up",67.4
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","Push Up",56.7
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","Push Up",67.2
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","Push Up",94.4
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","Push Up",66.7
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","Push Up",88.9
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","Push Up",82.4
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","Push Up",53.5
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","Push Up",73.7
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","Push Up",73.5
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","Push Up",75.4
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","Push Up",82.2
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","Push Up",51.4
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","Push Up",84.9
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","Push Up",83.2
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","Push Up",86.4
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","Push Up",78.6
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","Push Up",80.3
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","Push Up",88.9
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","Push Up",75.0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","Push Up",81.1
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","Push Up",36.4
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","Push Up",67.2
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","Push Up",63.9
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","Push Up",81.6
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","Push Up",60.0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","Push Up",64.8
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","Push Up",59.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","Push Up",76.7
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","Push Up","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","Push Up",71.1
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","Push Up","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","Push Up",94.7
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","Push Up",68.3
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","Push Up",65.2
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","Push Up",75.5
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","Push Up",55.3
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","Push Up",66.7
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","Push Up",79.1
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","Push Up",77.8
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","Push Up",83.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","Push Up",66.2
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","Push Up",62.5
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","Push Up",67.4
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","Push Up",82.8
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","Push Up",83.0
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","Push Up",63.5
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","Push Up",47.3
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","Push Up",46.2
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","Push Up",60.2
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","Push Up",71.2
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","Push Up",91.1
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","Push Up",64.6
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","Push Up",56.0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","Push Up",74.6
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","Push Up",48.3
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","Push Up",77.3
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","All Grades","Push Up",70.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","All Grades","Push Up",72.6
"Middletown School District","=""0830011""","Moody School","=""0831211""","All Grades","Push Up",60.9
"Middletown School District","=""0830011""","Snow School","=""0831111""","All Grades","Push Up",52.6
"Middletown School District","=""0830011""","Spencer School","=""0830111""","All Grades","Push Up",84.3
"Middletown School District","=""0830011""","Wesley School","=""0831411""","All Grades","Push Up",79.5
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","All Grades","Push Up",65.6
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","All Grades","Push Up",55.9
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","All Grades","Push Up",81.2
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","All Grades","Push Up",86.6
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","All Grades","Push Up",97.7
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","All Grades","Push Up",94.6
"Milford School District","=""0840011""","Meadowside School","=""0840711""","All Grades","Push Up",66.9
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","All Grades","Push Up",72.5
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","All Grades","Push Up",64.8
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","All Grades","Push Up",94.9
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","All Grades","Push Up",56.5
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","All Grades","Push Up",80.8
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","All Grades","Push Up",86.8
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","All Grades","Push Up",66.0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","All Grades","Push Up",87.7
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","All Grades","Push Up",64.1
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","All Grades","Push Up",58.0
"Montville School District","=""0860011""","Mohegan School","=""0860111""","All Grades","Push Up",46.3
"Montville School District","=""0860011""","Montville High School","=""0866111""","All Grades","Push Up",74.1
"Montville School District","=""0860011""","Oakdale School","=""0860511""","All Grades","Push Up",62.5
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","All Grades","Push Up",0.0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","All Grades","Push Up",39.6
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","All Grades","Push Up",87.6
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","All Grades","Push Up",43.4
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","All Grades","Push Up",73.4
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","All Grades","Push Up",81.8
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","All Grades","Push Up",72.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","All Grades","Push Up",66.8
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","All Grades","Push Up",68.1
"Naugatuck School District","=""0880011""","Western School","=""0880711""","All Grades","Push Up",80.4
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","All Grades","Push Up",71.3
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","All Grades","Push Up",61.5
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","All Grades","Push Up",59.2
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","All Grades","Push Up",71.2
"New Britain School District","=""0890011""","Holmes School","=""0890611""","All Grades","Push Up",60.5
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","All Grades","Push Up",78.1
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","All Grades","Push Up",70.6
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","All Grades","Push Up",73.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","All Grades","Push Up",60.6
"New Britain School District","=""0890011""","Northend School","=""0890911""","All Grades","Push Up",68.0
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","All Grades","Push Up",67.6
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","All Grades","Push Up",53.5
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","All Grades","Push Up",75.5
"New Britain School District","=""0890011""","Smith School","=""0891311""","All Grades","Push Up",47.6
"New Britain School District","=""0890011""","Vance School","=""0891511""","All Grades","Push Up",63.1
"New Canaan School District","=""0900011""","East School","=""0900411""","All Grades","Push Up",92.8
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","All Grades","Push Up",90.1
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","All Grades","Push Up",91.5
"New Canaan School District","=""0900011""","South School","=""0900211""","All Grades","Push Up",99.1
"New Canaan School District","=""0900011""","West School","=""0900311""","All Grades","Push Up",87.2
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","All Grades","Push Up",69.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","All Grades","Push Up",74.0
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","All Grades","Push Up",70.9
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","All Grades","Push Up",79.9
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","All Grades","Push Up",45.6
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","All Grades","Push Up",62.7
"New Haven School District","=""0930011""","Beecher School","=""0930311""","All Grades","Push Up",51.5
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","All Grades","Push Up",81.5
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","All Grades","Push Up",71.1
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","All Grades","Push Up",65.8
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","All Grades","Push Up",63.0
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","All Grades","Push Up",74.4
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","All Grades","Push Up",51.5
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","All Grades","Push Up",57.2
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","All Grades","Push Up",72.7
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","All Grades","Push Up",39.6
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","All Grades","Push Up",70.2
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","All Grades","Push Up","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","All Grades","Push Up",84.9
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","All Grades","Push Up",80.2
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","All Grades","Push Up",74.7
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","All Grades","Push Up",42.0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","All Grades","Push Up",54.2
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","All Grades","Push Up",79.7
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","All Grades","Push Up",77.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","All Grades","Push Up","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","All Grades","Push Up",78.0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","All Grades","Push Up",46.6
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","All Grades","Push Up",64.9
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","All Grades","Push Up",64.5
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","All Grades","Push Up",58.7
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","All Grades","Push Up",71.0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","All Grades","Push Up",40.6
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","All Grades","Push Up",61.9
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","All Grades","Push Up",74.1
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","All Grades","Push Up",65.0
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","All Grades","Push Up","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","All Grades","Push Up",40.9
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","All Grades","Push Up","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","All Grades","Push Up",62.2
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab Schoo","=""0932811""","All Grades","Push Up",56.1
"New Haven School District","=""0930011""","Truman School","=""0932911""","All Grades","Push Up",52.5
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","All Grades","Push Up","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","All Grades","Push Up",95.9
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","All Grades","Push Up",65.5
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","All Grades","Push Up",88.5
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","All Grades","Push Up",67.1
"New London School District","=""0950011""","Jennings School","=""0950311""","All Grades","Push Up",50.0
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","All Grades","Push Up",23.7
"New London School District","=""0950011""","New London High School","=""0956111""","All Grades","Push Up",65.2
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","All Grades","Push Up",55.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","All Grades","Push Up",80.9
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","All Grades","Push Up",55.4
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","All Grades","Push Up",64.8
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","All Grades","Push Up",88.8
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","All Grades","Push Up",70.4
"Newington School District","=""0940011""","John Paterson School","=""0940811""","All Grades","Push Up",68.1
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","All Grades","Push Up",41.0
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","All Grades","Push Up",72.2
"Newington School District","=""0940011""","Newington High School","=""0946111""","All Grades","Push Up",71.2
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","All Grades","Push Up",85.1
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","All Grades","Push Up",78.8
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","All Grades","Push Up",93.5
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","All Grades","Push Up",87.0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","All Grades","Push Up",86.7
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","All Grades","Push Up",84.2
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","All Grades","Push Up",89.2
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","All Grades","Push Up",60.9
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","All Grades","Push Up",76.9
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","All Grades","Push Up",65.6
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","All Grades","Push Up",80.3
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","All Grades","Push Up",80.6
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","All Grades","Push Up",42.5
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","All Grades","Push Up",69.0
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","All Grades","Push Up",54.0
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","All Grades","Push Up",80.8
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","All Grades","Push Up",86.6
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","All Grades","Push Up",66.3
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","All Grades","Push Up",54.4
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","All Grades","Push Up",38.9
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","All Grades","Push Up",86.8
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","All Grades","Push Up",79.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","All Grades","Push Up",83.4
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","All Grades","Push Up",73.1
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","All Grades","Push Up",36.4
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","All Grades","Push Up",70.1
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","All Grades","Push Up",96.7
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","All Grades","Push Up",49.0
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","All Grades","Push Up",67.1
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","All Grades","Push Up",81.7
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","All Grades","Push Up",50.0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","All Grades","Push Up",69.3
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","All Grades","Push Up",69.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","All Grades","Push Up","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","All Grades","Push Up",74.1
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","All Grades","Push Up",80.5
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","All Grades","Push Up",68.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","All Grades","Push Up",90.8
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","All Grades","Push Up",62.7
