"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 6","All Tests - School",34.7
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 6","Curl Up",91.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 6","Mile Run",63.3
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 6","Push Up",51.0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 6","Sit and Reach",81.6
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 8","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 8","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 8","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 8","Push Up","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 8","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 4","All Tests - School",28.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 4","Curl Up",100.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 4","Mile Run",46.9
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 4","Push Up",71.4
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 4","Sit and Reach",81.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 6","All Tests - School",25.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 6","Curl Up",100.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 6","Mile Run",64.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 6","Push Up",45.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 6","Sit and Reach",62.5
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 8","All Tests - School",33.3
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 8","Curl Up",100.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 8","Mile Run",80.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 8","Push Up",57.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 8","Sit and Reach",55.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 4","All Tests - School",19.1
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 4","Curl Up",61.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 4","Mile Run",66.0
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 4","Push Up",40.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 4","Sit and Reach",78.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 6","All Tests - School",55.8
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 6","Curl Up",74.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 6","Mile Run",79.1
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 6","Push Up",69.8
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 6","Sit and Reach",76.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 8","All Tests - School",61.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 8","Curl Up",85.1
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 8","Mile Run",78.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 8","Push Up",76.6
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 8","Sit and Reach",80.9
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 4","All Tests - School",38.1
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 4","Curl Up",85.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 4","Mile Run",58.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 4","Push Up",51.2
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 4","Sit and Reach",98.8
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 6","All Tests - School",34.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 6","Curl Up",97.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 6","Mile Run",65.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 6","Push Up",69.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 6","Sit and Reach",69.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 8","All Tests - School",34.1
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 8","Curl Up",95.6
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 8","Mile Run",63.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 8","Push Up",50.5
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 8","Sit and Reach",82.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 4","All Tests - School","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 4","Curl Up",62.8
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 4","Mile Run",51.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 4","Push Up",39.5
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 4","Sit and Reach",34.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 6","All Tests - School","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 6","Curl Up",57.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 6","Mile Run",28.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 6","Push Up",34.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 6","Sit and Reach",50.0
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 8","All Tests - School","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 8","Curl Up",67.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 8","Mile Run","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 8","Push Up",35.5
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 8","Sit and Reach",51.6
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 4","All Tests - School",47.9
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 4","Curl Up",83.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 4","Mile Run",60.4
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 4","Push Up",50.0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 4","Sit and Reach",56.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 6","All Tests - School",48.7
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 6","Curl Up",82.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 6","Mile Run",69.2
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 6","Push Up",64.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 6","Sit and Reach",97.4
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 8","All Tests - School",60.0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 8","Curl Up",82.9
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 8","Mile Run",65.7
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 8","Push Up",68.6
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 8","Sit and Reach",94.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 4","All Tests - School",47.8
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 4","Curl Up",64.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 4","Mile Run",59.7
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 4","Push Up",61.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 4","Sit and Reach",73.1
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 6","All Tests - School",45.9
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 6","Curl Up",82.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 6","Mile Run",67.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 6","Push Up",78.7
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 6","Sit and Reach",70.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 8","All Tests - School",41.7
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 8","Curl Up",52.8
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 8","Mile Run",59.7
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 8","Push Up",51.4
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 8","Sit and Reach",79.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 10","All Tests - School","N/A"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 10","Curl Up","N/A"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 10","Mile Run","N/A"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 10","Push Up","N/A"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 4","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 4","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 4","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 4","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 4","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 8","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 8","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 8","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 8","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 8","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 10","All Tests - School",65.7
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 10","Curl Up",91.3
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 10","Mile Run",72.9
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 10","Push Up",78.3
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Grade 10","Sit and Reach",86.3
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 4","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 4","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 4","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 4","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 4","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 8","All Tests - School","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 8","Curl Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 8","Mile Run","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 8","Push Up","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 8","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 10","All Tests - School",64.3
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 10","Curl Up",95.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 10","Mile Run",72.1
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 10","Push Up",75.9
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Grade 10","Sit and Reach",87.8
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 4","All Tests - School","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 4","Curl Up","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 4","Mile Run","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 4","Push Up","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 4","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 6","All Tests - School",63.2
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 6","Curl Up",81.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 6","Mile Run",87.7
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 6","Push Up",71.3
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 6","Sit and Reach",83.1
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 8","All Tests - School",68.9
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 8","Curl Up",89.8
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 8","Mile Run",87.1
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 8","Push Up",79.9
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 8","Sit and Reach",91.7
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 10","All Tests - School","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 10","Curl Up","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 10","Mile Run","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 10","Push Up","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 4","All Tests - School",39.4
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 4","Curl Up",78.8
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 4","Mile Run",75.8
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 4","Push Up",56.1
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 4","Sit and Reach",74.2
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 8","All Tests - School","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 8","Curl Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 8","Mile Run","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 8","Push Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 8","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 10","All Tests - School","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 10","Curl Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 10","Mile Run","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 10","Push Up","N/A"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 4","All Tests - School",65.2
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 4","Curl Up",95.5
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 4","Mile Run",90.9
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 4","Push Up",68.2
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 4","Sit and Reach",97.0
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 8","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 8","Curl Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 8","Mile Run","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 8","Push Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 8","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 10","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 10","Curl Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 10","Mile Run","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 10","Push Up","N/A"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 4","All Tests - School",42.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 4","Curl Up",98.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 4","Mile Run",89.0
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 4","Push Up",50.5
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 4","Sit and Reach",95.4
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 6","All Tests - School",77.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 6","Curl Up",96.7
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 6","Mile Run",88.0
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 6","Push Up",84.8
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 6","Sit and Reach",96.7
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 8","All Tests - School",71.0
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 8","Curl Up",93.5
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 8","Mile Run",82.8
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 8","Push Up",84.9
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 8","Sit and Reach",96.8
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 10","All Tests - School","N/A"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 10","Curl Up","N/A"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 10","Mile Run","N/A"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 10","Push Up","N/A"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 4","All Tests - School",44.6
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 4","Curl Up",89.2
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 4","Mile Run",82.4
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 4","Push Up",66.2
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 4","Sit and Reach",64.9
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 8","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 8","Curl Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 8","Mile Run","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 8","Push Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 8","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 10","All Tests - School","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 10","Curl Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 10","Mile Run","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 10","Push Up","N/A"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Grade 10","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 4","All Tests - School",73.0
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 4","Curl Up",96.8
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 4","Mile Run",93.7
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 4","Push Up",82.5
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 4","Sit and Reach",92.1
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 6","All Tests - School","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 6","Curl Up","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 6","Mile Run","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 6","Push Up","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 6","Sit and Reach","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Grade 8","All Tests - School","N/A"
