"CT School Day SAT, 2015-16"
"All Districts, ELA, English Learner Status (EL)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",321,"*","*","*","*","*","*","*","*","*","*",487
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",208,48,23.1,53,25.5,"*","*","*","*","*","*",485
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Y",35,27,77.1,"*","*","*","*",0,0.0,"*","*",379
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",199,"*","*","*","*","*","*","*","*","*","*",467
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",269,"*","*","*","*","*","*","*","*","*","*",497
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",236,21,8.9,39,16.5,140,59.3,36,15.3,176,74.6,532
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",133,16,12.0,23,17.3,80,60.2,14,10.5,94,70.7,519
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",282,"*","*","*","*","*","*","*","*","*","*",475
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",391,176,45.0,"*","*",105,26.9,"*","*","*","*",439
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",70,"*","*","*","*",0,0.0,0,0.0,0,0.0,367
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",318,6,1.9,6,1.9,169,53.1,137,43.1,306,96.2,607
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",227,15,6.6,21,9.3,130,57.3,61,26.9,191,84.1,564
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",165,"*","*","*","*","*","*","*","*","*","*",420
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",210,69,32.9,"*","*",71,33.8,"*","*","*","*",473
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",72,"*","*","*","*",0,0.0,0,0.0,0,0.0,358
"New London School District","=""0950011""","New London High School","=""0956111""","N",136,37,27.2,"*","*",46,33.8,"*","*","*","*",476
"New London School District","=""0950011""","New London High School","=""0956111""","Y",32,"*","*","*","*",0,0.0,0,0.0,0,0.0,362
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",291,"*","*","*","*","*","*","*","*","*","*",539
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",403,14,3.5,32,7.9,236,58.6,121,30.0,357,88.6,577
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",372,65,17.5,72,19.4,"*","*","*","*","*","*",507
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",35,28,80.0,"*","*","*","*",0,0.0,"*","*",391
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",298,30,10.1,"*","*","*","*",32,10.7,"*","*",515
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",22,17,77.3,"*","*","*","*",0,0.0,"*","*",392
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N",21,14,66.7,"*","*","*","*",0,0.0,"*","*",423
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",525,88,16.8,"*","*","*","*","*","*","*","*",522
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",44,36,81.8,"*","*","*","*","*","*","*","*",385
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",146,22,15.1,33,22.6,77,52.7,14,9.6,91,62.3,508
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",92,"*","*","*","*",55,59.8,23,25.0,78,84.8,563
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",107,13,12.1,14,13.1,57,53.3,23,21.5,80,74.8,537
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",113,9,8.0,19,16.8,70,61.9,15,13.3,85,75.2,536
"Regional School District 07","=""2070012""","AIM","=""2079112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",182,14,7.7,15,8.2,108,59.3,45,24.7,153,84.1,561
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",241,16,6.6,17,7.1,141,58.5,67,27.8,208,86.3,566
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",186,12,6.5,9,4.8,120,64.5,45,24.2,165,88.7,565
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",42,"*","*",9,21.4,27,64.3,"*","*","*","*",518
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",301,14,4.7,35,11.6,174,57.8,78,25.9,252,83.7,566
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",146,9,6.2,11,7.5,88,60.3,38,26.0,126,86.3,563
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N",118,7,5.9,13,11.0,60,50.8,38,32.2,98,83.1,568
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",410,"*","*","*","*",183,44.6,200,48.8,383,93.4,611
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",151,27,17.9,33,21.9,76,50.3,15,9.9,91,60.3,502
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N",13,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",99,11,11.1,13,13.1,56,56.6,19,19.2,75,75.8,537
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","N",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",386,74,19.2,92,23.8,"*","*","*","*","*","*",494
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",46,36,78.3,"*","*","*","*",0,0.0,"*","*",390
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",421,"*","*",94,22.3,"*","*",78,18.5,"*","*",519
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",67,51,76.1,"*","*","*","*",0,0.0,"*","*",385
"Stonington School District","=""1370011""","SAILS","=""1370711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",223,"*","*","*","*","*","*","*","*","*","*",513
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",180,13,7.2,19,10.6,105,58.3,43,23.9,148,82.2,556
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",40,14,35.0,14,35.0,12,30.0,0,0.0,12,30.0,438
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",62,"*","*",11,17.7,37,59.7,"*","*","*","*",502
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",44,"*","*",11,25.0,24,54.5,"*","*","*","*",506
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",181,"*","*","*","*","*","*","*","*","*","*",499
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",181,"*","*","*","*","*","*","*","*","*","*",524
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",242,"*","*","*","*","*","*","*","*","*","*",516
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",204,88,43.1,"*","*","*","*",9,4.4,"*","*",442
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Y",34,31,91.2,"*","*","*","*",0,0.0,"*","*",366
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",216,87,40.3,"*","*",68,31.5,"*","*","*","*",452
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Y",30,"*","*","*","*",0,0.0,0,0.0,0,0.0,369
"Waterbury School District","=""1510011""","State Street School","=""1519011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",112,20,17.9,28,25.0,55,49.1,9,8.0,64,57.1,496
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",194,"*","*","*","*","*","*","*","*","*","*",478
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",206,83,40.3,"*","*",55,26.7,"*","*","*","*",441
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Y",28,"*","*","*","*",0,0.0,0,0.0,0,0.0,372
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N",20,13,65.0,"*","*","*","*",0,0.0,"*","*",395
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",348,"*","*","*","*","*","*","*","*","*","*",558
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",350,"*","*","*","*","*","*","*","*","*","*",584
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",270,63,23.3,"*","*","*","*",17,6.3,"*","*",481
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Y",25,19,76.0,"*","*","*","*",0,0.0,"*","*",382
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N",197,19,9.6,12,6.1,90,45.7,76,38.6,166,84.3,585
"Westport School District","=""1580011""","Staples High School","=""1586111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",242,"*","*","*","*","*","*","*","*","*","*",526
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",327,9,2.8,13,4.0,163,49.8,142,43.4,305,93.3,605
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",74,25,33.8,"*","*",22,29.7,"*","*","*","*",455
