"CT School Day SAT, 2015-16"
"All Districts, Math, High Needs (F/R, EL or SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",43,"*","*","*","*","*","*","*","*","*","*",442
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y",66,"*","*","*","*","*","*",0,0.0,"*","*",434
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y",50,"*","*","*","*",0,0.0,0,0.0,0,0.0,391
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Y",48,28,58.3,14,29.2,"*","*","*","*",6,12.5,411
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",29,8,27.6,9,31.0,"*","*","*","*",12,41.4,498
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Y",42,"*","*",20,47.6,9,21.4,"*","*","*","*",464
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N",49,"*","*",12,24.5,19,38.8,"*","*","*","*",586
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Y",62,26,41.9,26,41.9,"*","*","*","*",10,16.1,440
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",109,"*","*",68,62.4,22,20.2,"*","*","*","*",480
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Y",59,29,49.2,"*","*","*","*",0,0.0,"*","*",410
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N",29,7,24.1,16,55.2,"*","*","*","*","*","*",463
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",52,"*","*","*","*","*","*","*","*","*","*",551
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",72,"*","*","*","*","*","*","*","*","*","*",553
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Y",66,20,30.3,33,50.0,"*","*","*","*",13,19.7,463
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",131,"*","*",52,39.7,46,35.1,"*","*","*","*",544
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",60,"*","*","*","*","*","*","*","*","*","*",550
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Y",41,"*","*",14,34.1,9,22.0,"*","*","*","*",480
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",255,"*","*",60,23.5,124,48.6,"*","*","*","*",594
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Y",175,84,48.0,74,42.3,"*","*","*","*",17,9.7,426
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",159,"*","*",79,49.7,43,27.0,"*","*","*","*",494
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Y",146,91,62.3,46,31.5,9,6.2,0,0.0,9,6.2,401
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",97,31,32.0,40,41.2,"*","*","*","*",26,26.8,470
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Y",148,92,62.2,46,31.1,10,6.8,0,0.0,10,6.8,397
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",66,"*","*",29,43.9,18,27.3,"*","*","*","*",479
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Y",126,53,42.1,55,43.7,"*","*","*","*",18,14.3,435
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",151,"*","*",67,44.4,48,31.8,"*","*","*","*",494
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y",69,24,34.8,28,40.6,"*","*","*","*",17,24.6,459
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",167,"*","*",80,47.9,57,34.1,"*","*","*","*",514
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y",42,17,40.5,21,50.0,"*","*","*","*","*","*",439
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",172,7,4.1,91,52.9,"*","*","*","*","*","*",524
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y",49,16,32.7,19,38.8,"*","*","*","*",14,28.6,468
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",219,"*","*",58,26.5,110,50.2,"*","*","*","*",571
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y",49,14,28.6,23,46.9,12,24.5,0,0.0,12,24.5,465
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",83,9,10.8,35,42.2,32,38.6,7,8.4,39,47.0,526
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",160,85,53.1,61,38.1,"*","*","*","*",14,8.8,416
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",127,"*","*",57,44.9,41,32.3,"*","*","*","*",489
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",337,215,63.8,105,31.2,"*","*","*","*",17,5.0,401
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",124,33,26.6,55,44.4,"*","*","*","*",36,29.0,478
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Y",27,"*","*",10,37.0,10,37.0,"*","*","*","*",498
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",291,"*","*",33,11.3,141,48.5,"*","*","*","*",620
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y",34,15,44.1,10,29.4,"*","*","*","*",9,26.5,448
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",193,"*","*",82,42.5,76,39.4,"*","*","*","*",536
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y",95,46,48.4,"*","*","*","*",0,0.0,"*","*",423
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",60,20,33.3,29,48.3,"*","*","*","*","*","*",457
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y",24,"*","*",15,62.5,"*","*","*","*","*","*",497
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",46,"*","*",22,47.8,"*","*","*","*","*","*",515
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",32,"*","*","*","*","*","*",0,0.0,"*","*",379
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",96,44,45.8,43,44.8,"*","*","*","*",9,9.4,420
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",47,"*","*",24,51.1,14,29.8,"*","*","*","*",485
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y",24,"*","*","*","*","*","*",0,0.0,"*","*",411
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",121,74,61.2,"*","*","*","*",0,0.0,"*","*",397
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",57,35,61.4,16,28.1,"*","*","*","*","*","*",400
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y",55,27,49.1,"*","*","*","*",0,0.0,"*","*",421
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",31,"*","*",21,67.7,"*","*",0,0.0,"*","*",457
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y",39,"*","*","*","*","*","*",0,0.0,"*","*",428
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y",35,"*","*",12,34.3,"*","*",0,0.0,"*","*",435
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",37,"*","*",17,45.9,12,32.4,"*","*","*","*",508
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",192,116,60.4,65,33.9,"*","*","*","*",11,5.7,402
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",90,27,30.0,44,48.9,"*","*","*","*",19,21.1,467
"New London School District","=""0950011""","New London High School","=""0956111""","Y",120,66,55.0,40,33.3,"*","*","*","*",14,11.7,417
"New London School District","=""0950011""","New London High School","=""0956111""","N",48,"*","*",15,31.3,18,37.5,"*","*","*","*",516
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y",79,26,32.9,33,41.8,"*","*","*","*",20,25.3,464
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",222,"*","*",93,41.9,87,39.2,"*","*","*","*",548
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y",71,24,33.8,32,45.1,15,21.1,0,0.0,15,21.1,456
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",227,10,4.4,93,41.0,96,42.3,28,12.3,124,54.6,544
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Y",53,"*","*",18,34.0,17,32.1,"*","*","*","*",488
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",350,"*","*",96,27.4,171,48.9,"*","*","*","*",574
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y",47,28,59.6,13,27.7,"*","*","*","*",6,12.8,424
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",106,8,7.5,51,48.1,"*","*","*","*",47,44.3,524
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y",37,11,29.7,16,43.2,"*","*","*","*",10,27.0,462
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",205,"*","*",79,38.5,78,38.0,"*","*","*","*",517
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",46,"*","*","*","*","*","*","*","*","*","*",553
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",218,87,39.9,94,43.1,31,14.2,6,2.8,37,17.0,444
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",189,22,11.6,76,40.2,60,31.7,31,16.4,91,48.1,532
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",129,45,34.9,64,49.6,20,15.5,0,0.0,20,15.5,445
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",191,17,8.9,103,53.9,60,31.4,11,5.8,71,37.2,513
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",272,123,45.2,102,37.5,38,14.0,9,3.3,47,17.3,437
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",296,30,10.1,122,41.2,106,35.8,38,12.8,144,48.6,529
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N",77,"*","*","*","*","*","*","*","*","*","*",550
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N",144,"*","*","*","*","*","*","*","*","*","*",528
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Y",67,25,37.3,28,41.8,14,20.9,0,0.0,14,20.9,449
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",79,"*","*",47,59.5,19,24.1,"*","*","*","*",502
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Y",64,28,43.8,20,31.3,"*","*","*","*",16,25.0,454
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N",117,"*","*",53,45.3,41,35.0,"*","*","*","*",518
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Y",37,19,51.4,"*","*","*","*",0,0.0,"*","*",414
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N",73,8,11.0,34,46.6,"*","*","*","*","*","*",511
"Portland School District","=""1130011""","Portland High School","=""1136111""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",74,"*","*","*","*","*","*","*","*","*","*",565
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Y",31,"*","*",11,35.5,"*","*","*","*","*","*",423
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N",22,"*","*",14,63.6,"*","*","*","*","*","*",488
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Y",28,"*","*",11,39.3,"*","*",0,0.0,"*","*",434
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",79,"*","*",35,44.3,"*","*","*","*","*","*",527
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Y",22,12,54.5,"*","*","*","*",0,0.0,"*","*",412
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N",122,"*","*",44,36.1,"*","*",21,17.2,"*","*",545
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Y",48,17,35.4,18,37.5,"*","*","*","*",13,27.1,461
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N",295,"*","*",75,25.4,126,42.7,"*","*","*","*",580
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Y",27,12,44.4,"*","*",7,25.9,"*","*","*","*",459
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",86,"*","*",38,44.2,38,44.2,"*","*","*","*",523
"Regional School District 07","=""2070012""","AIM","=""2079112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Y",23,8,34.8,9,39.1,6,26.1,0,0.0,6,26.1,457
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",159,9,5.7,50,31.4,77,48.4,23,14.5,100,62.9,554
"Regional School District 07","=""2070012""","STEP","=""2079312""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Y",36,"*","*",10,27.8,8,22.2,"*","*","*","*",462
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",204,"*","*",58,28.4,93,45.6,"*","*","*","*",582
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Y",29,"*","*",6,20.7,10,34.5,"*","*","*","*",511
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N",232,"*","*",52,22.4,125,53.9,"*","*","*","*",583
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Y",26,"*","*",14,53.8,"*","*",0,0.0,"*","*",457
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",160,"*","*",50,31.3,"*","*",25,15.6,"*","*",565
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",31,"*","*","*","*","*","*","*","*","*","*",515
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N",38,0,0.0,"*","*","*","*","*","*","*","*",575
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Y",21,"*","*",7,33.3,"*","*",0,0.0,"*","*",417
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N",119,"*","*",46,38.7,"*","*",15,12.6,"*","*",548
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Y",34,7,20.6,20,58.8,"*","*","*","*",7,20.6,477
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N",137,"*","*",52,38.0,58,42.3,"*","*","*","*",545
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Y",44,"*","*",18,40.9,9,20.5,"*","*","*","*",451
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",257,"*","*",74,28.8,132,51.4,"*","*","*","*",570
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Y",41,15,36.6,15,36.6,"*","*","*","*",11,26.8,464
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N",116,"*","*",50,43.1,42,36.2,"*","*","*","*",518
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Y",26,"*","*",12,46.2,"*","*","*","*","*","*",438
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",120,"*","*",41,34.2,"*","*","*","*","*","*",551
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N",103,"*","*","*","*","*","*","*","*","*","*",561
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Y",64,15,23.4,24,37.5,19,29.7,6,9.4,25,39.1,490
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N",194,8,4.1,68,35.1,78,40.2,40,20.6,118,60.8,568
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Y",21,"*","*",10,47.6,"*","*","*","*","*","*",499
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",389,"*","*",58,14.9,"*","*","*","*","*","*",613
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Y",34,12,35.3,15,44.1,"*","*","*","*",7,20.6,455
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N",134,"*","*",42,31.3,61,45.5,"*","*","*","*",555
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Y",50,14,28.0,26,52.0,"*","*","*","*",10,20.0,465
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",101,"*","*",40,39.6,37,36.6,"*","*","*","*",512
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Y",87,33,37.9,32,36.8,"*","*","*","*",22,25.3,457
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N",284,"*","*",87,30.6,144,50.7,"*","*","*","*",545
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Y",59,13,22.0,21,35.6,19,32.2,6,10.2,25,42.4,505
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N",297,8,2.7,55,18.5,126,42.4,108,36.4,234,78.8,606
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N",92,"*","*","*","*","*","*","*","*","*","*",546
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y",59,20,33.9,23,39.0,10,16.9,6,10.2,16,27.1,476
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",267,12,4.5,76,28.5,128,47.9,51,19.1,179,67.0,566
"Southington School District","=""1310011""","Alta","=""1310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
