"CT School Day SAT, 2015-16"
"All Districts, Math, Free/Reduced Price Meal Eligibility (3-leve"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",24,14,58.3,"*","*","*","*",0,0.0,"*","*",419
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",186,16,8.6,75,40.3,72,38.7,23,12.4,95,51.1,534
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",21,"*","*",10,47.6,"*","*",0,0.0,"*","*",460
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","F",43,"*","*","*","*","*","*","*","*","*","*",472
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",97,16,16.5,40,41.2,35,36.1,6,6.2,41,42.3,508
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","F",41,"*","*","*","*","*","*","*","*","*","*",459
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",141,30,21.3,61,43.3,41,29.1,9,6.4,50,35.5,492
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",329,12,3.6,81,24.6,167,50.8,69,21.0,236,71.7,573
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","F",47,"*","*","*","*","*","*",0,0.0,"*","*",475
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",296,"*","*",86,29.1,136,45.9,"*","*","*","*",562
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","F",26,"*","*","*","*","*","*","*","*","*","*",485
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",266,16,6.0,74,27.8,94,35.3,82,30.8,176,66.2,579
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","F",50,"*","*","*","*","*","*","*","*","*","*",516
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",418,15,3.6,97,23.2,181,43.3,125,29.9,306,73.2,592
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",134,6,4.5,39,29.1,65,48.5,24,17.9,89,66.4,562
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","F",32,8,25.0,13,40.6,"*","*","*","*",11,34.4,479
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",545,35,6.4,132,24.2,176,32.3,202,37.1,378,69.4,590
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","R",32,9,28.1,16,50.0,"*","*","*","*",7,21.9,470
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","F",26,"*","*","*","*","*","*",0,0.0,"*","*",462
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",87,"*","*",43,49.4,29,33.3,"*","*","*","*",496
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","F",52,15,28.8,29,55.8,"*","*","*","*","*","*",456
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",161,"*","*",63,39.1,53,32.9,"*","*","*","*",524
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","R",21,"*","*",11,52.4,"*","*",0,0.0,"*","*",455
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",230,9,3.9,65,28.3,110,47.8,46,20.0,156,67.8,571
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","F",105,35,33.3,48,45.7,"*","*","*","*",22,21.0,456
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",221,34,15.4,96,43.4,71,32.1,20,9.0,91,41.2,513
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","R",37,11,29.7,16,43.2,"*","*","*","*",10,27.0,477
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","F",124,88,71.0,"*","*","*","*",0,0.0,"*","*",385
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","F",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","F","*",17,60.7,"*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",44,"*","*",15,34.1,19,43.2,"*","*","*","*",510
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","F",40,"*","*","*","*",0,0.0,0,0.0,0,0.0,384
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","F",30,"*","*",16,53.3,"*","*",0,0.0,"*","*",424
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","F",38,19,50.0,14,36.8,"*","*","*","*","*","*",436
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","F",51,"*","*","*","*","*","*","*","*","*","*",384
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","F","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","F",67,"*","*","*","*","*","*",0,0.0,"*","*",400
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","F",53,22,41.5,25,47.2,6,11.3,0,0.0,"*","*",432
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",25,"*","*","*","*","*","*","*","*","*","*",461
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","F",48,32,66.7,"*","*","*","*",0,0.0,"*","*",392
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","F",48,31,64.6,17,35.4,0,0.0,0,0.0,0,0.0,391
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","F",37,24,64.9,"*","*","*","*",0,0.0,"*","*",399
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",34,"*","*",10,29.4,10,29.4,"*","*","*","*",496
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","F",99,"*","*","*","*","*","*","*","*","*","*",477
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","F",32,"*","*",17,53.1,"*","*",0,0.0,"*","*",451
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N",51,"*","*","*","*",20,39.2,"*","*","*","*",583
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","F",41,"*","*","*","*","*","*",0,0.0,"*","*",443
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",118,25,21.2,70,59.3,"*","*","*","*",23,19.5,472
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","F",49,26,53.1,"*","*","*","*",0,0.0,"*","*",405
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N","*","*","*","*","*",6,17.1,"*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",52,"*","*",20,38.5,22,42.3,"*","*","*","*",551
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",77,6,7.8,29,37.7,30,39.0,12,15.6,42,54.5,542
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","F",28,"*","*","*","*","*","*","*","*","*","*",474
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",152,17,11.2,64,42.1,48,31.6,23,15.1,71,46.7,531
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",63,"*","*","*","*","*","*","*","*","*","*",543
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",285,13,4.6,71,24.9,129,45.3,72,25.3,201,70.5,581
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","F",133,63,47.4,57,42.9,"*","*","*","*","*","*",426
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",174,"*","*",83,47.7,43,24.7,"*","*","*","*",484
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","R",27,"*","*",13,48.1,"*","*",0,0.0,"*","*",450
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","F",123,79,64.2,"*","*","*","*",0,0.0,"*","*",399
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",104,"*","*",43,41.3,23,22.1,"*","*","*","*",465
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","F",114,71,62.3,"*","*","*","*",0,0.0,"*","*",400
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",81,"*","*","*","*",18,22.2,"*","*","*","*",455
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","R",19,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","F",102,43,42.2,"*","*","*","*","*","*","*","*",434
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",164,"*","*",71,43.3,49,29.9,"*","*","*","*",487
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","F",37,"*","*","*","*","*","*",0,0.0,"*","*",454
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",181,"*","*",85,47.0,58,32.0,"*","*","*","*",505
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","F",19,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",189,15,7.9,99,52.4,62,32.8,13,6.9,75,39.7,515
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","F",16,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",238,20,8.4,65,27.3,111,46.6,42,17.6,153,64.3,558
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","F",32,"*","*","*","*","*","*",0,0.0,"*","*",462
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",88,"*","*",37,42.0,33,37.5,"*","*","*","*",521
"Montville School District","=""0860011""","Montville High School","=""0866111""","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","F",110,63,57.3,"*","*","*","*",0,0.0,"*","*",414
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",145,"*","*",65,44.8,41,28.3,"*","*","*","*",476
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","R",32,12,37.5,17,53.1,"*","*","*","*","*","*",436
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","F",294,190,64.6,89,30.3,"*","*","*","*","*","*",401
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",139,46,33.1,57,41.0,"*","*","*","*",36,25.9,464
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","R",28,"*","*",14,50.0,"*","*",0,0.0,"*","*",426
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",318,8,2.5,43,13.5,151,47.5,116,36.5,267,84.0,609
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",210,23,11.0,86,41.0,78,37.1,23,11.0,101,48.1,526
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","F",66,34,51.5,"*","*","*","*",0,0.0,"*","*",418
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",66,24,36.4,31,47.0,"*","*","*","*",11,16.7,452
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","R",23,"*","*",14,60.9,"*","*",0,0.0,"*","*",445
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",52,9,17.3,23,44.2,13,25.0,7,13.5,20,38.5,508
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","F",26,17,65.4,"*","*","*","*",0,0.0,"*","*",378
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","F",80,37,46.3,"*","*","*","*",0,0.0,"*","*",419
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",50,"*","*","*","*",14,28.0,"*","*","*","*",479
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","F",102,62,60.8,"*","*","*","*",0,0.0,"*","*",399
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",66,"*","*","*","*","*","*","*","*","*","*",394
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","F",38,18,47.4,"*","*","*","*",0,0.0,"*","*",418
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",38,"*","*",21,55.3,"*","*",0,0.0,"*","*",446
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","F",32,"*","*",16,50.0,"*","*",0,0.0,"*","*",438
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
