"CT School Day SAT, 2015-16"
"All Districts, ELA, Gender"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",132,"*","*","*","*",69,52.3,52,39.4,121,91.7,596
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",122,"*","*","*","*",70,57.4,34,27.9,104,85.2,577
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",180,23,12.8,32,17.8,94,52.2,31,17.2,125,69.4,525
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",183,27,14.8,39,21.3,83,45.4,34,18.6,117,63.9,520
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",72,41,56.9,19,26.4,"*","*","*","*",12,16.7,416
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",78,55,70.5,12,15.4,"*","*","*","*",11,14.1,400
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",22,"*","*","*","*","*","*",0,0.0,"*","*",433
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",54,8,14.8,"*","*",28,51.9,"*","*","*","*",527
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",23,6,26.1,"*","*",9,39.1,"*","*","*","*",497
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",24,14,58.3,"*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Female",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Male",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Female",36,"*","*","*","*",13,36.1,"*","*","*","*",486
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Male",25,"*","*","*","*",8,32.0,"*","*","*","*",466
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",45,"*","*","*","*","*","*","*","*","*","*",394
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",57,"*","*","*","*","*","*",0,0.0,"*","*",406
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",34,22,64.7,"*","*","*","*",0,0.0,"*","*",403
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",43,28,65.1,"*","*","*","*",0,0.0,"*","*",413
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Female",49,17,34.7,"*","*",16,32.7,"*","*","*","*",467
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Male",36,"*","*","*","*",16,44.4,0,0.0,16,44.4,457
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Female",21,13,61.9,"*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Male",35,25,71.4,"*","*","*","*",0,0.0,"*","*",398
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Male",32,15,46.9,"*","*","*","*",0,0.0,"*","*",429
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",26,11,42.3,9,34.6,6,23.1,0,0.0,6,23.1,437
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",52,20,38.5,7,13.5,17,32.7,8,15.4,25,48.1,480
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",27,"*","*","*","*","*","*","*","*","*","*",478
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",50,14,28.0,"*","*",26,52.0,"*","*","*","*",486
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",55,16,29.1,"*","*",24,43.6,"*","*","*","*",479
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",28,"*","*","*","*",13,46.4,"*","*","*","*",516
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",63,"*","*","*","*",26,41.3,"*","*","*","*",551
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",94,"*","*",19,20.2,62,66.0,"*","*","*","*",520
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",77,18,23.4,"*","*",48,62.3,"*","*","*","*",494
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Female",52,23,44.2,"*","*",16,30.8,"*","*","*","*",446
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Male",37,12,32.4,"*","*",12,32.4,"*","*","*","*",481
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",34,"*","*","*","*",18,52.9,14,41.2,32,94.1,578
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",31,"*","*","*","*",16,51.6,13,41.9,29,93.5,596
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Female",24,"*","*","*","*","*","*","*","*","*","*",517
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Male",7,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",46,"*","*","*","*",33,71.7,"*","*","*","*",538
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",37,"*","*","*","*",27,73.0,"*","*","*","*",557
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",113,8,7.1,21,18.6,64,56.6,20,17.7,84,74.3,535
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",84,16,19.0,16,19.0,36,42.9,16,19.0,52,61.9,517
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",33,"*","*","*","*",16,48.5,9,27.3,25,75.8,553
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",41,"*","*","*","*",25,61.0,7,17.1,32,78.0,537
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",136,"*","*","*","*",80,58.8,51,37.5,131,96.3,599
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",160,"*","*","*","*",85,53.1,60,37.5,145,90.6,596
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",198,46,23.2,44,22.2,94,47.5,14,7.1,108,54.5,486
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",136,41,30.1,28,20.6,56,41.2,11,8.1,67,49.3,477
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",129,36,27.9,"*","*",50,38.8,"*","*","*","*",476
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",114,39,34.2,"*","*",42,36.8,"*","*","*","*",462
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",113,42,37.2,"*","*",36,31.9,"*","*","*","*",464
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",102,40,39.2,"*","*",34,33.3,"*","*","*","*",454
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Male",8,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",130,24,18.5,33,25.4,57,43.8,16,12.3,73,56.2,502
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",149,42,28.2,27,18.1,69,46.3,11,7.4,80,53.7,485
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",135,9,6.7,21,15.6,81,60.0,24,17.8,105,77.8,540
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",101,12,11.9,18,17.8,59,58.4,12,11.9,71,70.3,522
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",98,"*","*",14,14.3,71,72.4,"*","*","*","*",541
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",116,"*","*",19,16.4,69,59.5,"*","*","*","*",529
"Milford School District","=""0840011""","The Academy","=""0840311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",130,10,7.7,7,5.4,74,56.9,39,30.0,113,86.9,571
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",139,10,7.2,22,15.8,72,51.8,35,25.2,107,77.0,554
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",64,"*","*",11,17.2,40,62.5,"*","*","*","*",535
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",69,"*","*",12,17.4,40,58.0,"*","*","*","*",504
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",140,"*","*",42,30.0,67,47.9,"*","*","*","*",485
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",150,55,36.7,"*","*",60,40.0,"*","*","*","*",462
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",230,107,46.5,54,23.5,63,27.4,6,2.6,69,30.0,437
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",231,134,58.0,47,20.3,42,18.2,8,3.5,50,21.6,419
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",155,"*","*","*","*",84,54.2,63,40.6,147,94.8,601
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",163,"*","*","*","*",85,52.1,74,45.4,159,97.5,612
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",102,"*","*","*","*",63,61.8,24,23.5,87,85.3,566
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",125,"*","*","*","*",67,53.6,37,29.6,104,83.2,562
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",102,"*","*",24,23.5,51,50.0,"*","*","*","*",492
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",53,17,32.1,"*","*",26,49.1,"*","*","*","*",465
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Female",22,"*","*","*","*",14,63.6,"*","*","*","*",555
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Male",48,"*","*","*","*",25,52.1,"*","*","*","*",501
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",25,"*","*","*","*","*","*","*","*","*","*",471
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",79,25,31.6,"*","*",29,36.7,"*","*","*","*",456
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",64,23,35.9,"*","*",24,37.5,"*","*","*","*",461
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",20,"*","*","*","*","*","*","*","*","*","*",447
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",87,49,56.3,19,21.8,"*","*","*","*",19,21.8,422
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",91,53,58.2,25,27.5,13,14.3,0,0.0,13,14.3,410
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",45,15,33.3,"*","*",17,37.8,"*","*","*","*",452
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",41,15,36.6,"*","*",13,31.7,"*","*","*","*",449
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",29,"*","*",7,24.1,14,48.3,"*","*","*","*",473
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",27,7,25.9,"*","*",11,40.7,"*","*","*","*",470
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",36,"*","*",9,25.0,19,52.8,"*","*","*","*",506
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",36,"*","*",7,19.4,17,47.2,"*","*","*","*",508
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",157,77,49.0,32,20.4,40,25.5,8,5.1,48,30.6,442
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",125,60,48.0,25,20.0,31,24.8,9,7.2,40,32.0,445
"New London School District","=""0950011""","New London High School","=""0956111""","Female",86,29,33.7,"*","*",24,27.9,"*","*","*","*",464
"New London School District","=""0950011""","New London High School","=""0956111""","Male",82,36,43.9,"*","*",22,26.8,"*","*","*","*",444
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",148,10,6.8,25,16.9,88,59.5,25,16.9,113,76.4,542
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",153,18,11.8,22,14.4,85,55.6,28,18.3,113,73.9,536
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",164,11,6.7,26,15.9,95,57.9,32,19.5,127,77.4,540
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",134,13,9.7,28,20.9,68,50.7,25,18.7,93,69.4,530
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",186,"*","*","*","*",114,61.3,52,28.0,166,89.2,574
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",217,"*","*","*","*",122,56.2,69,31.8,191,88.0,579
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",78,8,10.3,16,20.5,42,53.8,12,15.4,54,69.2,525
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",76,17,22.4,14,18.4,37,48.7,8,10.5,45,59.2,494
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",133,7,5.3,21,15.8,78,58.6,27,20.3,105,78.9,543
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",109,9,8.3,14,12.8,66,60.6,20,18.3,86,78.9,542
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",21,"*","*","*","*",13,61.9,"*","*","*","*",552
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",34,"*","*","*","*",19,55.9,"*","*","*","*",545
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",194,33,17.0,43,22.2,94,48.5,24,12.4,118,60.8,509
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",213,60,28.2,35,16.4,99,46.5,19,8.9,118,55.4,486
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",137,22,16.1,30,21.9,68,49.6,17,12.4,85,62.0,510
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",183,25,13.7,44,24.0,99,54.1,15,8.2,114,62.3,505
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",11,"*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",311,62,19.9,53,17.0,147,47.3,49,15.8,196,63.0,516
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",258,62,24.0,37,14.3,111,43.0,48,18.6,159,61.6,507
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",50,"*","*","*","*",29,58.0,10,20.0,39,78.0,551
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",46,"*","*","*","*",27,58.7,11,23.9,38,82.6,549
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",72,"*","*","*","*",45,62.5,17,23.6,62,86.1,558
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",89,"*","*","*","*",54,60.7,18,20.2,72,80.9,553
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",80,"*","*",20,25.0,47,58.8,"*","*","*","*",500
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",66,"*","*",13,19.7,30,45.5,"*","*","*","*",517
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",88,10,11.4,24,27.3,46,52.3,8,9.1,54,61.4,505
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",93,16,17.2,19,20.4,46,49.5,12,12.9,58,62.4,511
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",45,"*","*",11,24.4,19,42.2,"*","*","*","*",489
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",65,"*","*",15,23.1,38,58.5,"*","*","*","*",501
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",47,"*","*","*","*",30,63.8,9,19.1,39,83.0,556
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",45,"*","*","*","*",25,55.6,14,31.1,39,86.7,571
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",32,8,25.0,"*","*",13,40.6,"*","*","*","*",477
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",21,7,33.3,"*","*",10,47.6,"*","*","*","*",480
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",63,"*","*","*","*",35,55.6,13,20.6,48,76.2,543
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",44,"*","*","*","*",22,50.0,10,22.7,32,72.7,529
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",77,"*","*","*","*",33,42.9,29,37.7,62,80.5,577
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",67,"*","*","*","*",33,49.3,19,28.4,52,77.6,557
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",163,10,6.1,13,8.0,87,53.4,53,32.5,140,85.9,582
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",180,14,7.8,19,10.6,92,51.1,55,30.6,147,81.7,572
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,"*","*",11,18.3,36,60.0,"*","*","*","*",538
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",53,"*","*",8,15.1,34,64.2,"*","*","*","*",534
"Regional School District 07","=""2070012""","AIM","=""2079112""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",108,"*","*","*","*",67,62.0,25,23.1,92,85.2,566
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",74,"*","*","*","*",41,55.4,20,27.0,61,82.4,553
"Regional School District 07","=""2070012""","STEP","=""2079312""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",121,"*","*","*","*",75,62.0,36,29.8,111,91.7,584
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",120,"*","*","*","*",66,55.0,31,25.8,97,80.8,549
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",118,"*","*","*","*",70,59.3,39,33.1,109,92.4,593
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",143,"*","*","*","*",80,55.9,48,33.6,128,89.5,583
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",84,"*","*","*","*",54,64.3,23,27.4,77,91.7,575
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",102,"*","*","*","*",66,64.7,22,21.6,88,86.3,557
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",23,"*","*","*","*","*","*","*","*","*","*",516
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Female",22,"*","*","*","*",12,54.5,7,31.8,19,86.4,570
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Male",27,"*","*","*","*",14,51.9,6,22.2,20,74.1,540
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",66,"*","*","*","*",42,63.6,19,28.8,61,92.4,578
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",74,"*","*","*","*",40,54.1,18,24.3,58,78.4,541
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",106,7,6.6,13,12.3,66,62.3,20,18.9,86,81.1,549
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",65,10,15.4,10,15.4,36,55.4,9,13.8,45,69.2,519
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",141,"*","*","*","*",83,58.9,34,24.1,117,83.0,565
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",160,"*","*","*","*",91,56.9,44,27.5,135,84.4,567
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",85,"*","*","*","*",55,64.7,17,20.0,72,84.7,556
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",72,"*","*",16,22.2,41,56.9,"*","*","*","*",530
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",78,"*","*","*","*",52,66.7,19,24.4,71,91.0,572
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",68,"*","*","*","*",36,52.9,19,27.9,55,80.9,552
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",55,"*","*","*","*",31,56.4,17,30.9,48,87.3,569
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Male",63,"*","*","*","*",29,46.0,21,33.3,50,79.4,566
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Female",134,"*","*","*","*",79,59.0,34,25.4,113,84.3,565
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Male",124,"*","*","*","*",66,53.2,33,26.6,99,79.8,558
