"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (3-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",24,8,33.3,"*","*",11,45.8,"*","*","*","*",487
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",186,14,7.5,27,14.5,111,59.7,34,18.3,145,78.0,546
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",21,"*","*","*","*",11,52.4,0,0.0,11,52.4,467
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","F",43,"*","*",17,39.5,"*","*","*","*","*","*",459
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",97,16,16.5,"*","*",58,59.8,"*","*","*","*",509
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","F",41,"*","*","*","*","*","*","*","*","*","*",478
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",141,10,7.1,33,23.4,87,61.7,11,7.8,98,69.5,517
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",329,12,3.6,21,6.4,184,55.9,112,34.0,296,90.0,587
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","F",47,"*","*","*","*","*","*","*","*","*","*",499
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",296,18,6.1,20,6.8,161,54.4,97,32.8,258,87.2,577
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","F",26,"*","*","*","*","*","*","*","*","*","*",509
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",266,14,5.3,21,7.9,127,47.7,104,39.1,231,86.8,586
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","F",50,"*","*","*","*","*","*","*","*","*","*",512
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",418,11,2.6,36,8.6,241,57.7,130,31.1,371,88.8,581
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",134,"*","*","*","*",74,55.2,41,30.6,115,85.8,574
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","F",32,"*","*",10,31.3,12,37.5,"*","*","*","*",482
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",545,30,5.5,48,8.8,252,46.2,215,39.4,467,85.7,588
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","R",32,"*","*",10,31.3,13,40.6,"*","*","*","*",482
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","F",26,"*","*","*","*","*","*","*","*","*","*",466
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",87,11,12.6,12,13.8,50,57.5,14,16.1,64,73.6,533
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","F",52,11,21.2,"*","*",22,42.3,"*","*","*","*",471
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",161,12,7.5,28,17.4,82,50.9,39,24.2,121,75.2,549
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","R",21,8,38.1,"*","*",8,38.1,"*","*","*","*",474
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",231,6,2.6,19,8.2,120,51.9,86,37.2,206,89.2,593
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","F",105,"*","*",31,29.5,41,39.0,"*","*","*","*",477
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",221,17,7.7,32,14.5,119,53.8,53,24.0,172,77.8,549
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","R",37,"*","*",8,21.6,17,45.9,"*","*","*","*",493
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","F",124,80,64.5,25,20.2,"*","*","*","*",19,15.3,407
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","F",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","F","*","*","*",9,32.1,"*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",44,"*","*","*","*",26,59.1,"*","*","*","*",564
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","F",40,"*","*","*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","F",30,12,40.0,"*","*",9,30.0,"*","*","*","*",439
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","F",38,12,31.6,14,36.8,"*","*","*","*",12,31.6,456
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","F",51,"*","*","*","*","*","*","*","*","*","*",389
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","F",67,"*","*","*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","F",53,22,41.5,"*","*",16,30.2,"*","*","*","*",450
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",25,"*","*","*","*","*","*","*","*","*","*",486
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","F",48,33,68.8,9,18.8,6,12.5,0,0.0,6,12.5,406
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","F",48,30,62.5,11,22.9,7,14.6,0,0.0,7,14.6,411
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","F",38,19,50.0,"*","*","*","*",0,0.0,"*","*",432
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",34,"*","*","*","*",12,35.3,"*","*","*","*",508
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","F",99,"*","*","*","*","*","*","*","*","*","*",481
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","F",32,14,43.8,"*","*","*","*","*","*","*","*",450
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N",51,"*","*","*","*",22,43.1,22,43.1,44,86.3,599
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","F",41,"*","*","*","*","*","*",0,0.0,"*","*",480
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",118,"*","*",17,14.4,77,65.3,"*","*","*","*",518
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","F",49,24,49.0,16,32.7,"*","*","*","*","*","*",427
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N","*","*","*","*","*",18,51.4,"*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",52,0,0.0,"*","*",27,51.9,"*","*","*","*",599
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",77,"*","*","*","*",56,72.7,10,13.0,66,85.7,550
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","F",28,"*","*","*","*","*","*",0,0.0,"*","*",472
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",152,"*","*",22,14.5,82,53.9,"*","*","*","*",542
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",63,"*","*","*","*","*","*","*","*","*","*",549
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",285,"*","*","*","*",161,56.5,110,38.6,271,95.1,601
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","F",133,55,41.4,"*","*",50,37.6,"*","*","*","*",448
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",174,"*","*",36,20.7,90,51.7,"*","*","*","*",513
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","R",27,8,29.6,9,33.3,10,37.0,0,0.0,10,37.0,456
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","F",123,54,43.9,39,31.7,"*","*","*","*","*","*",433
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",104,"*","*","*","*",57,54.8,14,13.5,71,68.3,516
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","R",16,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","F",115,56,48.7,30,26.1,"*","*","*","*","*","*",433
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",81,"*","*","*","*",37,45.7,12,14.8,49,60.5,502
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","R",19,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","F",104,37,35.6,"*","*","*","*","*","*","*","*",455
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",164,"*","*",30,18.3,86,52.4,"*","*","*","*",516
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","F",37,"*","*","*","*","*","*","*","*","*","*",491
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",181,13,7.2,28,15.5,108,59.7,32,17.7,140,77.3,542
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","F",19,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",189,9,4.8,26,13.8,129,68.3,25,13.2,154,81.5,545
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","F",16,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",239,17,7.1,22,9.2,128,53.6,72,30.1,200,83.7,568
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","F",33,7,21.2,11,33.3,"*","*","*","*","*","*",472
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",88,"*","*","*","*",60,68.2,12,13.6,72,81.8,543
"Montville School District","=""0860011""","Montville High School","=""0866111""","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","F",111,48,43.2,"*","*",31,27.9,"*","*","*","*",435
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",147,23,15.6,33,22.4,82,55.8,9,6.1,91,61.9,504
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","R",32,10,31.3,"*","*",14,43.8,"*","*","*","*",465
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","F",294,180,61.2,67,22.8,"*","*","*","*",47,16.0,407
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",139,50,36.0,"*","*",54,38.8,"*","*","*","*",469
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","R",28,11,39.3,9,32.1,8,28.6,0,0.0,8,28.6,445
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",318,6,1.9,6,1.9,169,53.1,137,43.1,306,96.2,607
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",210,13,6.2,21,10.0,117,55.7,59,28.1,176,83.8,565
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","F",66,23,34.8,"*","*",27,40.9,"*","*","*","*",456
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",66,"*","*",10,15.2,37,56.1,"*","*","*","*",505
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","R",23,"*","*","*","*",13,56.5,0,0.0,13,56.5,494
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",52,7,13.5,10,19.2,28,53.8,7,13.5,35,67.3,517
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","F",26,16,61.5,"*","*","*","*",0,0.0,"*","*",403
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","F",80,38,47.5,19,23.8,"*","*","*","*","*","*",431
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",50,"*","*","*","*",25,50.0,"*","*","*","*",499
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","F",102,63,61.8,25,24.5,"*","*","*","*","*","*",407
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",66,"*","*","*","*",14,21.2,"*","*","*","*",426
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","F",38,17,44.7,"*","*","*","*","*","*","*","*",429
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",38,"*","*",12,31.6,14,36.8,"*","*","*","*",469
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","F",32,"*","*",11,34.4,10,31.3,"*","*","*","*",457
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
