"CT School Day SAT, 2015-16"
"All Districts, ELA, High Needs (F/R, EL or SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y",66,"*","*","*","*","*","*","*","*","*","*",447
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y",50,"*","*","*","*","*","*",0,0.0,"*","*",416
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Y",49,22,44.9,"*","*",13,26.5,"*","*","*","*",444
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",29,9,31.0,"*","*",10,34.5,"*","*","*","*",502
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Y",42,"*","*","*","*",18,42.9,"*","*","*","*",466
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N",49,"*","*","*","*",21,42.9,"*","*","*","*",604
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Y",62,14,22.6,"*","*",35,56.5,"*","*","*","*",475
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",109,"*","*",15,13.8,75,68.8,"*","*","*","*",527
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Y",60,"*","*","*","*",12,20.0,"*","*","*","*",429
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N",29,"*","*","*","*",16,55.2,"*","*","*","*",527
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",52,0,0.0,"*","*","*","*","*","*","*","*",599
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",72,"*","*","*","*","*","*","*","*","*","*",559
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Y",66,"*","*",22,33.3,25,37.9,"*","*","*","*",474
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",131,"*","*",15,11.5,75,57.3,"*","*","*","*",554
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",60,"*","*","*","*","*","*","*","*","*","*",557
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Y",41,"*","*","*","*",19,46.3,6,14.6,25,61.0,509
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",255,"*","*","*","*",146,57.3,105,41.2,251,98.4,612
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Y",175,72,41.1,"*","*",62,35.4,"*","*","*","*",445
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",159,"*","*",32,20.1,88,55.3,"*","*","*","*",524
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Y",146,64,43.8,44,30.1,"*","*","*","*",38,26.0,434
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",97,"*","*",16,16.5,56,57.7,"*","*","*","*",524
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Y",149,"*","*",36,24.2,34,22.8,"*","*","*","*",427
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",66,"*","*",13,19.7,36,54.5,"*","*","*","*",532
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Y",128,44,34.4,33,25.8,43,33.6,8,6.3,51,39.8,460
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",151,22,14.6,27,17.9,83,55.0,19,12.6,102,67.5,521
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y",69,"*","*",16,23.2,37,53.6,"*","*","*","*",493
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",167,"*","*",23,13.8,103,61.7,"*","*","*","*",548
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y",42,"*","*","*","*",15,35.7,0,0.0,15,35.7,445
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",172,"*","*","*","*",125,72.7,25,14.5,150,87.2,557
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y",50,"*","*",8,16.0,24,48.0,"*","*","*","*",478
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",219,"*","*",21,9.6,122,55.7,"*","*","*","*",581
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y",50,"*","*",13,26.0,23,46.0,"*","*","*","*",473
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",83,"*","*",10,12.0,57,68.7,"*","*","*","*",547
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",162,70,43.2,"*","*",47,29.0,"*","*","*","*",437
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",128,"*","*",28,21.9,80,62.5,"*","*","*","*",519
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",337,206,61.1,76,22.6,"*","*","*","*",55,16.3,408
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",124,35,28.2,"*","*",54,43.5,"*","*","*","*",482
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Y",27,"*","*","*","*",18,66.7,"*","*","*","*",500
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",291,"*","*","*","*",151,51.9,"*","*","*","*",617
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y",34,"*","*","*","*",15,44.1,"*","*","*","*",493
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",193,"*","*","*","*",115,59.6,"*","*","*","*",577
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y",95,28,29.5,"*","*",42,44.2,"*","*","*","*",463
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",60,"*","*",9,15.0,35,58.3,"*","*","*","*",514
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y",24,"*","*","*","*",13,54.2,"*","*","*","*",510
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",46,"*","*","*","*",26,56.5,"*","*","*","*",521
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",32,"*","*","*","*","*","*",0,0.0,"*","*",405
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",96,42,43.8,"*","*",28,29.2,"*","*","*","*",434
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",47,"*","*",12,25.5,25,53.2,"*","*","*","*",506
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y",24,"*","*","*","*","*","*",0,0.0,"*","*",432
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",121,73,60.3,31,25.6,"*","*","*","*",17,14.0,409
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",57,29,50.9,"*","*",13,22.8,"*","*","*","*",429
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y",55,23,41.8,"*","*",18,32.7,"*","*","*","*",438
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",31,"*","*",10,32.3,12,38.7,"*","*","*","*",473
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y",39,"*","*","*","*","*","*","*","*","*","*",449
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y",35,"*","*",10,28.6,15,42.9,"*","*","*","*",471
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",37,"*","*",6,16.2,21,56.8,"*","*","*","*",541
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",192,117,60.9,38,19.8,"*","*","*","*",37,19.3,415
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",90,20,22.2,"*","*",39,43.3,"*","*","*","*",503
"New London School District","=""0950011""","New London High School","=""0956111""","Y",120,"*","*",34,28.3,23,19.2,"*","*","*","*",420
"New London School District","=""0950011""","New London High School","=""0956111""","N",48,"*","*",10,20.8,23,47.9,"*","*","*","*",538
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y",79,21,26.6,19,24.1,31,39.2,8,10.1,39,49.4,483
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",222,7,3.2,28,12.6,142,64.0,45,20.3,187,84.2,559
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y",71,"*","*",28,39.4,22,31.0,"*","*","*","*",469
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",227,"*","*",26,11.5,141,62.1,"*","*","*","*",557
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Y",53,7,13.2,9,17.0,31,58.5,6,11.3,37,69.8,512
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",350,7,2.0,23,6.6,205,58.6,115,32.9,320,91.4,587
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y",48,"*","*",15,31.3,"*","*",0,0.0,"*","*",436
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",106,"*","*","*","*",66,62.3,20,18.9,86,81.1,544
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y",37,"*","*",9,24.3,21,56.8,"*","*","*","*",495
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",205,"*","*",26,12.7,123,60.0,"*","*","*","*",551
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",46,"*","*","*","*","*","*","*","*","*","*",561
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",218,83,38.1,51,23.4,76,34.9,8,3.7,84,38.5,454
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",189,10,5.3,27,14.3,117,61.9,35,18.5,152,80.4,548
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",129,"*","*",39,30.2,46,35.7,"*","*","*","*",451
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",191,"*","*",35,18.3,121,63.4,"*","*","*","*",545
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",273,108,39.6,56,20.5,89,32.6,20,7.3,109,39.9,458
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",296,16,5.4,34,11.5,169,57.1,77,26.0,246,83.1,561
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N",77,"*","*","*","*","*","*","*","*","*","*",570
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N",144,"*","*","*","*","*","*","*","*","*","*",567
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Y",67,"*","*",15,22.4,35,52.2,"*","*","*","*",481
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",79,"*","*",18,22.8,42,53.2,"*","*","*","*",531
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Y",64,"*","*",19,29.7,27,42.2,"*","*","*","*",461
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N",117,"*","*",24,20.5,65,55.6,"*","*","*","*",533
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Y",37,14,37.8,9,24.3,14,37.8,0,0.0,14,37.8,451
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N",73,6,8.2,17,23.3,43,58.9,7,9.6,50,68.5,519
"Portland School District","=""1130011""","Portland High School","=""1136111""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",74,"*","*","*","*","*","*","*","*","*","*",585
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Y",31,"*","*","*","*",9,29.0,0,0.0,9,29.0,442
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N",22,"*","*","*","*",14,63.6,"*","*","*","*",528
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Y",28,"*","*","*","*",12,42.9,"*","*","*","*",464
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",79,"*","*","*","*",45,57.0,"*","*","*","*",563
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Y",22,"*","*","*","*",9,40.9,0,0.0,9,40.9,462
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N",122,"*","*","*","*",57,46.7,48,39.3,105,86.1,587
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Y",48,14,29.2,9,18.8,19,39.6,6,12.5,25,52.1,488
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N",295,10,3.4,23,7.8,160,54.2,102,34.6,262,88.8,592
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Y",27,"*","*",6,22.2,9,33.3,"*","*","*","*",492
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",86,"*","*",13,15.1,61,70.9,"*","*","*","*",550
"Regional School District 07","=""2070012""","AIM","=""2079112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Y",23,8,34.8,"*","*",9,39.1,"*","*","*","*",483
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",159,6,3.8,"*","*",99,62.3,"*","*","*","*",572
"Regional School District 07","=""2070012""","STEP","=""2079312""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Y",37,"*","*",7,18.9,13,35.1,"*","*","*","*",467
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",204,"*","*",10,4.9,128,62.7,"*","*","*","*",584
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Y",29,"*","*",11,37.9,9,31.0,"*","*","*","*",519
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N",232,"*","*","*","*",141,60.8,80,34.5,221,95.3,596
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Y",26,"*","*","*","*",15,57.7,"*","*","*","*",495
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",160,"*","*","*","*",105,65.6,"*","*","*","*",577
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",31,"*","*","*","*","*","*","*","*","*","*",535
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N",38,0,0.0,"*","*","*","*","*","*","*","*",593
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Y",21,"*","*","*","*",8,38.1,"*","*","*","*",452
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N",119,"*","*","*","*",74,62.2,"*","*","*","*",577
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Y",34,"*","*",9,26.5,16,47.1,"*","*","*","*",494
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N",137,"*","*",14,10.2,86,62.8,"*","*","*","*",549
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Y",44,"*","*",15,34.1,16,36.4,"*","*","*","*",469
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",257,"*","*",20,7.8,158,61.5,"*","*","*","*",583
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Y",41,"*","*",14,34.1,19,46.3,"*","*","*","*",509
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N",116,"*","*",12,10.3,77,66.4,"*","*","*","*",556
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Y",26,"*","*","*","*",9,34.6,"*","*","*","*",475
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",120,"*","*","*","*",79,65.8,"*","*","*","*",582
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N",103,"*","*","*","*","*","*","*","*","*","*",583
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Y",64,"*","*",16,25.0,28,43.8,"*","*","*","*",506
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N",194,"*","*","*","*",117,60.3,58,29.9,175,90.2,580
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Y",21,"*","*","*","*",8,38.1,"*","*","*","*",521
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",389,0,0.0,"*","*",175,45.0,"*","*","*","*",616
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Y",34,"*","*",11,32.4,13,38.2,"*","*","*","*",466
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N",134,"*","*",18,13.4,87,64.9,"*","*","*","*",561
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Y",50,17,34.0,"*","*",18,36.0,"*","*","*","*",463
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",101,"*","*",20,19.8,58,57.4,"*","*","*","*",522
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Y",87,"*","*",26,29.9,31,35.6,"*","*","*","*",470
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N",284,"*","*",33,11.6,183,64.4,"*","*","*","*",561
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Y",59,"*","*",12,20.3,28,47.5,"*","*","*","*",508
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N",297,"*","*","*","*",148,49.8,131,44.1,279,93.9,605
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N",92,"*","*","*","*","*","*","*","*","*","*",556
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y",59,"*","*",15,25.4,23,39.0,"*","*","*","*",481
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",267,"*","*","*","*",174,65.2,66,24.7,240,89.9,574
"Southington School District","=""1310011""","Alta","=""1310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y",91,26,28.6,"*","*",35,38.5,"*","*","*","*",465
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",366,"*","*",45,12.3,220,60.1,"*","*","*","*",563
