"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (2-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",33,"*","*","*","*",11,33.3,"*","*","*","*",455
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",44,"*","*","*","*",26,59.1,"*","*","*","*",564
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y",40,"*","*","*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y",30,12,40.0,"*","*",9,30.0,"*","*","*","*",439
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",43,"*","*","*","*","*","*","*","*","*","*",466
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y",51,"*","*","*","*","*","*","*","*","*","*",389
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y",67,"*","*","*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y",60,24,40.0,"*","*",21,35.0,"*","*","*","*",453
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",25,8,32.0,"*","*",11,44.0,"*","*","*","*",486
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y",50,"*","*","*","*","*","*",0,0.0,"*","*",404
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y",49,"*","*","*","*","*","*",0,0.0,"*","*",412
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Y",44,21,47.7,"*","*","*","*",0,0.0,"*","*",433
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",34,10,29.4,"*","*",12,35.3,"*","*","*","*",508
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Y",99,"*","*","*","*","*","*","*","*","*","*",481
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Y",40,"*","*","*","*",17,42.5,"*","*","*","*",466
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N",51,"*","*","*","*",22,43.1,"*","*","*","*",599
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Y",53,"*","*",10,18.9,33,62.3,"*","*","*","*",488
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N",118,"*","*",17,14.4,77,65.3,"*","*","*","*",518
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Y",54,26,48.1,"*","*",10,18.5,"*","*","*","*",431
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N",35,9,25.7,"*","*",18,51.4,"*","*","*","*",507
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N",52,0,0.0,"*","*","*","*","*","*","*","*",599
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N",77,"*","*","*","*","*","*","*","*","*","*",550
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Y",45,"*","*",15,33.3,18,40.0,"*","*","*","*",476
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",152,"*","*",22,14.5,82,53.9,"*","*","*","*",542
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",63,"*","*","*","*","*","*","*","*","*","*",549
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",285,"*","*","*","*","*","*","*","*","*","*",601
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Y",160,63,39.4,"*","*",60,37.5,"*","*","*","*",449
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",174,"*","*",36,20.7,90,51.7,"*","*","*","*",513
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Y",139,60,43.2,42,30.2,"*","*","*","*",37,26.6,435
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","N",104,"*","*",18,17.3,57,54.8,"*","*","*","*",516
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Y",134,64,47.8,35,26.1,"*","*","*","*",35,26.1,434
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","N",81,18,22.2,"*","*",37,45.7,"*","*","*","*",502
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Y",115,38,33.0,30,26.1,40,34.8,7,6.1,47,40.9,460
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N",164,28,17.1,30,18.3,86,52.4,20,12.2,106,64.6,516
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y",55,"*","*",11,20.0,32,58.2,"*","*","*","*",501
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",181,"*","*",28,15.5,108,59.7,"*","*","*","*",542
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y",25,7,28.0,7,28.0,11,44.0,0,0.0,11,44.0,456
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",189,9,4.8,26,13.8,129,68.3,25,13.2,154,81.5,545
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y",30,"*","*",7,23.3,18,60.0,"*","*","*","*",519
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",239,"*","*",22,9.2,128,53.6,"*","*","*","*",568
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y",45,"*","*",12,26.7,20,44.4,"*","*","*","*",472
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",88,"*","*",11,12.5,60,68.2,"*","*","*","*",543
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",143,58,40.6,"*","*",45,31.5,"*","*","*","*",441
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",147,"*","*",33,22.4,82,55.8,"*","*","*","*",504
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",322,191,59.3,76,23.6,"*","*","*","*",55,17.1,410
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",139,50,36.0,"*","*",54,38.8,"*","*","*","*",469
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",318,6,1.9,6,1.9,169,53.1,137,43.1,306,96.2,607
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",210,"*","*","*","*","*","*","*","*","*","*",565
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y",89,25,28.1,"*","*",40,44.9,"*","*","*","*",466
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",66,12,18.2,"*","*",37,56.1,"*","*","*","*",505
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",52,"*","*","*","*","*","*","*","*","*","*",517
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",31,"*","*","*","*","*","*",0,0.0,"*","*",408
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",93,40,43.0,"*","*",28,30.1,"*","*","*","*",436
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",50,"*","*",13,26.0,25,50.0,"*","*","*","*",499
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y",22,"*","*","*","*","*","*",0,0.0,"*","*",430
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N",11,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",112,66,58.9,30,26.8,"*","*","*","*",16,14.3,410
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",66,36,54.5,"*","*",14,21.2,"*","*","*","*",426
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y",48,20,41.7,"*","*",16,33.3,"*","*","*","*",436
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",38,"*","*",12,31.6,14,36.8,"*","*","*","*",469
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y",37,"*","*","*","*","*","*","*","*","*","*",452
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y",27,"*","*",9,33.3,12,44.4,"*","*","*","*",481
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",45,"*","*",7,15.6,24,53.3,"*","*","*","*",523
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",155,81,52.3,37,23.9,"*","*","*","*",37,23.9,430
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",127,56,44.1,"*","*",39,30.7,"*","*","*","*",460
"New London School District","=""0950011""","New London High School","=""0956111""","Y",105,53,50.5,31,29.5,21,20.0,0,0.0,21,20.0,421
"New London School District","=""0950011""","New London High School","=""0956111""","N",63,12,19.0,13,20.6,25,39.7,13,20.6,38,60.3,508
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Y",58,12,20.7,10,17.2,28,48.3,8,13.8,36,62.1,504
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",243,16,6.6,37,15.2,145,59.7,45,18.5,190,78.2,548
"Newington School District","=""0940011""","Newington High School","=""0946111""","Y",52,"*","*",17,32.7,21,40.4,"*","*","*","*",485
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",246,"*","*",37,15.0,142,57.7,"*","*","*","*",547
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Y",36,"*","*",6,16.7,22,61.1,"*","*","*","*",530
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",367,"*","*",26,7.1,214,58.3,"*","*","*","*",581
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y",29,9,31.0,9,31.0,11,37.9,0,0.0,11,37.9,460
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",125,16,12.8,21,16.8,68,54.4,20,16.0,88,70.4,522
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y",22,"*","*","*","*",16,72.7,"*","*","*","*",513
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",220,"*","*","*","*",128,58.2,"*","*","*","*",545
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",46,"*","*","*","*","*","*","*","*","*","*",561
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",193,63,32.6,48,24.9,74,38.3,8,4.1,82,42.5,462
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",214,30,14.0,30,14.0,119,55.6,35,16.4,154,72.0,529
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",116,39,33.6,"*","*",43,37.1,"*","*","*","*",454
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",204,"*","*",41,20.1,124,60.8,"*","*","*","*",537
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",253,98,38.7,51,20.2,85,33.6,19,7.5,104,41.1,460
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",316,26,8.2,39,12.3,173,54.7,78,24.7,251,79.4,553
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N",83,"*","*","*","*","*","*","*","*","*","*",560
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N",152,"*","*","*","*","*","*","*","*","*","*",559
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Y",65,"*","*",14,21.5,35,53.8,"*","*","*","*",483
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",81,"*","*",19,23.5,42,51.9,"*","*","*","*",528
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Y",48,"*","*",12,25.0,25,52.1,"*","*","*","*",479
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N",133,"*","*",31,23.3,67,50.4,"*","*","*","*",518
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Y",34,11,32.4,9,26.5,14,41.2,0,0.0,14,41.2,458
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N",76,9,11.8,17,22.4,43,56.6,7,9.2,50,65.8,513
"Portland School District","=""1130011""","Portland High School","=""1136111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",77,"*","*","*","*","*","*","*","*","*","*",579
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Y",30,"*","*","*","*",9,30.0,0,0.0,9,30.0,441
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N",23,"*","*",6,26.1,14,60.9,"*","*","*","*",526
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",88,"*","*","*","*","*","*","*","*","*","*",547
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N",131,"*","*","*","*","*","*","*","*","*","*",575
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N",326,"*","*","*","*","*","*","*","*","*","*",580
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",95,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 07","=""2070012""","AIM","=""2079112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",166,"*","*","*","*","*","*","*","*","*","*",566
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",225,"*","*","*","*","*","*","*","*","*","*",571
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N",248,"*","*","*","*","*","*","*","*","*","*",590
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",175,"*","*","*","*","*","*","*","*","*","*",568
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",34,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N",129,"*","*","*","*","*","*","*","*","*","*",563
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Y",24,"*","*",6,25.0,15,62.5,"*","*","*","*",519
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N",147,"*","*",17,11.6,87,59.2,"*","*","*","*",541
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Y",22,"*","*",10,45.5,7,31.8,"*","*","*","*",481
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",279,"*","*",25,9.0,167,59.9,"*","*","*","*",573
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Y",25,"*","*",6,24.0,14,56.0,"*","*","*","*",528
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N",132,"*","*",20,15.2,82,62.1,"*","*","*","*",547
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",135,"*","*","*","*","*","*","*","*","*","*",564
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Y",44,"*","*","*","*",23,52.3,8,18.2,31,70.5,529
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N",214,"*","*","*","*",122,57.0,59,27.6,181,84.6,569
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",404,"*","*","*","*","*","*","*","*","*","*",611
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Y",20,"*","*",6,30.0,8,40.0,"*","*","*","*",483
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N",148,"*","*",23,15.5,92,62.2,"*","*","*","*",550
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Y",44,"*","*",13,29.5,16,36.4,"*","*","*","*",471
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Y",69,"*","*",19,27.5,28,40.6,"*","*","*","*",482
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Y",27,"*","*",6,22.2,13,48.1,"*","*","*","*",495
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N",329,"*","*",20,6.1,163,49.5,"*","*","*","*",597
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
