"CT School Day SAT, 2015-16"
"All Districts, Math, Gender"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",131,10,7.6,36,27.5,66,50.4,19,14.5,85,64.9,563
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",122,9,7.4,37,30.3,49,40.2,27,22.1,76,62.3,558
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",180,37,20.6,88,48.9,45,25.0,10,5.6,55,30.6,484
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",183,43,23.5,72,39.3,49,26.8,19,10.4,68,37.2,501
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",72,50,69.4,"*","*","*","*",0,0.0,"*","*",388
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",78,52,66.7,"*","*","*","*",0,0.0,"*","*",392
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",22,"*","*","*","*","*","*",0,0.0,"*","*",425
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",54,18,33.3,18,33.3,"*","*","*","*",18,33.3,466
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",23,8,34.8,9,39.1,"*","*","*","*",6,26.1,455
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,374
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",24,16,66.7,8,33.3,0,0.0,0,0.0,0,0.0,387
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Female",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Male",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Female",36,12,33.3,21,58.3,"*","*","*","*","*","*",453
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Male",25,11,44.0,7,28.0,"*","*","*","*","*","*",462
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",45,"*","*","*","*","*","*","*","*","*","*",390
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",57,"*","*","*","*",0,0.0,0,0.0,0,0.0,394
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",34,22,64.7,"*","*","*","*",0,0.0,"*","*",399
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",43,26,60.5,"*","*","*","*",0,0.0,"*","*",404
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Female",49,16,32.7,27,55.1,"*","*","*","*",6,12.2,449
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Male",36,"*","*",15,41.7,"*","*",0,0.0,"*","*",437
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Female",21,15,71.4,6,28.6,0,0.0,0,0.0,0,0.0,383
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Male",35,24,68.6,"*","*","*","*",0,0.0,"*","*",391
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Female",26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,382
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Male",32,18,56.3,14,43.8,0,0.0,0,0.0,0,0.0,403
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",406
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",51,20,39.2,15,29.4,"*","*","*","*","*","*",463
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",27,"*","*","*","*","*","*",0,0.0,"*","*",435
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",50,15,30.0,"*","*",19,38.0,"*","*","*","*",486
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",55,17,30.9,25,45.5,"*","*","*","*",13,23.6,470
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",28,"*","*",14,50.0,8,28.6,"*","*","*","*",500
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",63,"*","*",18,28.6,20,31.7,"*","*","*","*",543
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",94,20,21.3,60,63.8,14,14.9,0,0.0,14,14.9,469
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",77,24,31.2,34,44.2,"*","*","*","*",19,24.7,461
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Female",51,"*","*",23,45.1,"*","*",0,0.0,"*","*",419
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Male",37,13,35.1,18,48.6,"*","*","*","*","*","*",439
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",34,"*","*",16,47.1,13,38.2,"*","*","*","*",523
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",31,0,0.0,"*","*",14,45.2,"*","*","*","*",561
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Female",24,"*","*","*","*","*","*",0,0.0,"*","*",523
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Male",7,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",46,"*","*",20,43.5,17,37.0,"*","*","*","*",532
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",37,"*","*",13,35.1,14,37.8,"*","*","*","*",552
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",113,15,13.3,52,46.0,33,29.2,13,11.5,46,40.7,517
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",84,15,17.9,33,39.3,24,28.6,12,14.3,36,42.9,516
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",33,"*","*",8,24.2,16,48.5,"*","*","*","*",536
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",41,"*","*",15,36.6,17,41.5,"*","*","*","*",525
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",136,7,5.1,35,25.7,68,50.0,26,19.1,94,69.1,568
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",160,9,5.6,39,24.4,65,40.6,47,29.4,112,70.0,587
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",198,62,31.3,93,47.0,37,18.7,6,3.0,43,21.7,461
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",136,48,35.3,60,44.1,22,16.2,6,4.4,28,20.6,454
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",129,68,52.7,44,34.1,17,13.2,0,0.0,17,13.2,423
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",114,54,47.4,42,36.8,"*","*","*","*",18,15.8,435
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",112,59,52.7,38,33.9,"*","*","*","*",15,13.4,423
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",102,50,49.0,37,36.3,15,14.7,0,0.0,15,14.7,421
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Male",8,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",129,34,26.4,66,51.2,"*","*","*","*",29,22.5,463
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",148,49,33.1,56,37.8,"*","*","*","*",43,29.1,470
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",135,24,17.8,60,44.4,45,33.3,6,4.4,51,37.8,498
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",101,18,17.8,48,47.5,28,27.7,7,6.9,35,34.7,497
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",98,"*","*",54,55.1,27,27.6,"*","*","*","*",502
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",116,"*","*",58,50.0,38,32.8,"*","*","*","*",512
"Milford School District","=""0840011""","The Academy","=""0840311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",130,12,9.2,36,27.7,62,47.7,20,15.4,82,63.1,549
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",138,13,9.4,41,29.7,60,43.5,24,17.4,84,60.9,555
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",64,"*","*",27,42.2,25,39.1,"*","*","*","*",507
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",68,"*","*",31,45.6,19,27.9,"*","*","*","*",499
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",139,53,38.1,62,44.6,24,17.3,0,0.0,24,17.3,447
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",148,59,39.9,56,37.8,"*","*","*","*",33,22.3,449
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",230,120,52.2,83,36.1,"*","*","*","*",27,11.7,422
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",231,128,55.4,77,33.3,"*","*","*","*",26,11.3,421
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",155,"*","*","*","*",73,47.1,51,32.9,124,80.0,596
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",163,"*","*","*","*",78,47.9,65,39.9,143,87.7,622
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",102,11,10.8,50,49.0,31,30.4,10,9.8,41,40.2,519
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",125,17,13.6,42,33.6,53,42.4,13,10.4,66,52.8,526
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",102,41,40.2,49,48.0,"*","*","*","*","*","*",442
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",53,"*","*",25,47.2,"*","*",0,0.0,"*","*",426
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Female",22,"*","*",10,45.5,6,27.3,"*","*","*","*",547
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Male",48,"*","*",27,56.3,10,20.8,"*","*","*","*",492
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",25,"*","*","*","*","*","*","*","*","*","*",416
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",79,28,35.4,38,48.1,13,16.5,0,0.0,13,16.5,441
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",64,24,37.5,29,45.3,"*","*","*","*",11,17.2,442
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",20,"*","*","*","*","*","*",0,0.0,"*","*",426
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",87,53,60.9,29,33.3,"*","*","*","*","*","*",402
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",91,56,61.5,"*","*","*","*",0,0.0,"*","*",395
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",45,"*","*",23,51.1,"*","*",0,0.0,"*","*",436
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",41,"*","*",19,46.3,"*","*",0,0.0,"*","*",432
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",29,"*","*",14,48.3,"*","*",0,0.0,"*","*",458
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",27,"*","*",15,55.6,"*","*",0,0.0,"*","*",444
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",36,11,30.6,16,44.4,9,25.0,0,0.0,9,25.0,460
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",36,"*","*",13,36.1,10,27.8,"*","*","*","*",485
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",157,88,56.1,55,35.0,"*","*","*","*",14,8.9,413
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",125,55,44.0,54,43.2,"*","*","*","*",16,12.8,435
"New London School District","=""0950011""","New London High School","=""0956111""","Female",86,36,41.9,30,34.9,"*","*","*","*",20,23.3,447
"New London School District","=""0950011""","New London High School","=""0956111""","Male",82,39,47.6,25,30.5,"*","*","*","*",18,22.0,444
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",148,12,8.1,77,52.0,45,30.4,14,9.5,59,39.9,521
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",153,23,15.0,49,32.0,59,38.6,22,14.4,81,52.9,531
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",164,19,11.6,66,40.2,63,38.4,16,9.8,79,48.2,522
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",134,15,11.2,59,44.0,48,35.8,12,9.0,60,44.8,524
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",186,8,4.3,60,32.3,89,47.8,29,15.6,118,63.4,557
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",217,17,7.8,54,24.9,99,45.6,47,21.7,146,67.3,567
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",77,"*","*",33,42.9,25,32.5,"*","*","*","*",501
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",76,"*","*",31,40.8,22,28.9,"*","*","*","*",485
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",133,21,15.8,55,41.4,48,36.1,9,6.8,57,42.9,505
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",109,19,17.4,40,36.7,39,35.8,11,10.1,50,45.9,512
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",21,0,0.0,"*","*",12,57.1,"*","*","*","*",549
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",34,"*","*",8,23.5,11,32.4,"*","*","*","*",532
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",194,44,22.7,88,45.4,41,21.1,21,10.8,62,32.0,494
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",213,65,30.5,82,38.5,50,23.5,16,7.5,66,31.0,477
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",137,"*","*",74,54.0,31,22.6,"*","*","*","*",479
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",183,"*","*",93,50.8,49,26.8,"*","*","*","*",491
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",11,"*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",310,82,26.5,125,40.3,87,28.1,16,5.2,103,33.2,482
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",258,71,27.5,99,38.4,57,22.1,31,12.0,88,34.1,488
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",50,"*","*",22,44.0,18,36.0,"*","*","*","*",518
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",46,"*","*",15,32.6,18,39.1,"*","*","*","*",550
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",72,"*","*",41,56.9,21,29.2,"*","*","*","*",517
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",89,"*","*",39,43.8,27,30.3,"*","*","*","*",522
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",80,"*","*",43,53.8,18,22.5,"*","*","*","*",472
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",66,"*","*",32,48.5,15,22.7,"*","*","*","*",485
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",88,"*","*",50,56.8,19,21.6,"*","*","*","*",485
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",93,26,28.0,"*","*",35,37.6,"*","*","*","*",505
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",45,"*","*",20,44.4,13,28.9,"*","*","*","*",469
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",65,"*","*",27,41.5,20,30.8,"*","*","*","*",484
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",47,"*","*",23,48.9,13,27.7,"*","*","*","*",525
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",45,"*","*",13,28.9,19,42.2,"*","*","*","*",563
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",32,13,40.6,16,50.0,"*","*","*","*","*","*",448
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",21,8,38.1,9,42.9,"*","*","*","*","*","*",452
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",63,"*","*",25,39.7,23,36.5,"*","*","*","*",491
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",44,"*","*",21,47.7,16,36.4,"*","*","*","*",520
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",77,11,14.3,29,37.7,26,33.8,11,14.3,37,48.1,527
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",67,12,17.9,23,34.3,22,32.8,10,14.9,32,47.8,523
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",163,12,7.4,46,28.2,67,41.1,38,23.3,105,64.4,565
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",180,18,10.0,47,26.1,71,39.4,44,24.4,115,63.9,563
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",60,"*","*",26,43.3,23,38.3,"*","*","*","*",506
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",53,"*","*",19,35.8,22,41.5,"*","*","*","*",510
"Regional School District 07","=""2070012""","AIM","=""2079112""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",108,7,6.5,39,36.1,47,43.5,15,13.9,62,57.4,544
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",74,10,13.5,20,27.0,36,48.6,8,10.8,44,59.5,537
"Regional School District 07","=""2070012""","STEP","=""2079312""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",121,8,6.6,28,23.1,58,47.9,27,22.3,85,70.2,569
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",119,10,8.4,40,33.6,43,36.1,26,21.8,69,58.0,559
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",118,"*","*",30,25.4,64,54.2,"*","*","*","*",564
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",143,"*","*","*","*",71,49.7,37,25.9,108,75.5,584
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",84,"*","*",32,38.1,37,44.0,"*","*","*","*",552
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",102,"*","*",32,31.4,51,50.0,"*","*","*","*",549
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",23,"*","*","*","*","*","*",0,0.0,"*","*",473
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Female",22,"*","*",8,36.4,10,45.5,"*","*","*","*",552
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Male",27,"*","*",8,29.6,10,37.0,"*","*","*","*",533
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",66,"*","*",25,37.9,30,45.5,"*","*","*","*",528
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",74,"*","*",28,37.8,27,36.5,"*","*","*","*",529
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Female",106,"*","*",46,43.4,44,41.5,"*","*","*","*",538
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Male",65,"*","*",26,40.0,20,30.8,"*","*","*","*",522
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Female",141,9,6.4,51,36.2,60,42.6,21,14.9,81,57.4,546
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Male",160,12,7.5,41,25.6,81,50.6,26,16.3,107,66.9,558
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Female",85,"*","*",37,43.5,24,28.2,"*","*","*","*",503
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Male",72,"*","*",28,38.9,26,36.1,"*","*","*","*",505
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Female",78,"*","*",31,39.7,35,44.9,"*","*","*","*",533
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Male",68,"*","*",22,32.4,29,42.6,"*","*","*","*",529
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Female",55,7,12.7,17,30.9,25,45.5,6,10.9,31,56.4,540
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Male",63,8,12.7,15,23.8,30,47.6,10,15.9,40,63.5,546
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Female",134,6,4.5,55,41.0,58,43.3,15,11.2,73,54.5,542
