"Primary Disability (K-12), 2014-15"
"All Districts"

"",,,"2014-15",,
"Guilford School District","=""0600011""","Intellectual Disability",20,0.6,5.1
"Guilford School District","=""0600011""","Learning Disability",110,3.2,28.1
"Guilford School District","=""0600011""","Other Disabilities",23,0.7,5.9
"Guilford School District","=""0600011""","Other Health Impairment",81,2.4,20.7
"Guilford School District","=""0600011""","Speech Language Impairment",53,1.5,13.5
"Hamden School District","=""0620011""","All Disabilities",950,14.6,100.0
"Hamden School District","=""0620011""","Autism",143,2.2,15.1
"Hamden School District","=""0620011""","Emotional Disturbance",88,1.4,9.3
"Hamden School District","=""0620011""","Intellectual Disability",29,0.4,3.1
"Hamden School District","=""0620011""","Learning Disability",278,4.3,29.3
"Hamden School District","=""0620011""","Other Disabilities",49,0.8,5.2
"Hamden School District","=""0620011""","Other Health Impairment",195,3.0,20.5
"Hamden School District","=""0620011""","Speech Language Impairment",168,2.6,17.7
"Hampton School District","=""0630011""","All Disabilities",14,15.2,100.0
"Hampton School District","=""0630011""","Autism","*","*","*"
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment","*","*","*"
"Hartford School District","=""0640011""","All Disabilities",3560,17.4,100.0
"Hartford School District","=""0640011""","Autism",363,1.8,10.2
"Hartford School District","=""0640011""","Emotional Disturbance",356,1.7,10.0
"Hartford School District","=""0640011""","Intellectual Disability",164,0.8,4.6
"Hartford School District","=""0640011""","Learning Disability",1259,6.1,35.4
"Hartford School District","=""0640011""","Other Disabilities",288,1.4,8.1
"Hartford School District","=""0640011""","Other Health Impairment",626,3.1,17.6
"Hartford School District","=""0640011""","Speech Language Impairment",504,2.5,14.2
"Hartland School District","=""0650011""","All Disabilities",33,12.3,100.0
"Hartland School District","=""0650011""","Autism",6,2.2,18.2
"Hartland School District","=""0650011""","Emotional Disturbance","*","*","*"
"Hartland School District","=""0650011""","Intellectual Disability","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",14,5.2,42.4
"Hartland School District","=""0650011""","Other Disabilities","*","*","*"
"Hartland School District","=""0650011""","Other Health Impairment","*","*","*"
"Hartland School District","=""0650011""","Speech Language Impairment",9,3.4,27.3
"Hebron School District","=""0670011""","All Disabilities",105,13.7,100.0
"Hebron School District","=""0670011""","Autism",14,1.8,13.3
"Hebron School District","=""0670011""","Emotional Disturbance",6,0.8,5.7
"Hebron School District","=""0670011""","Intellectual Disability","*","*","*"
"Hebron School District","=""0670011""","Learning Disability",34,4.4,32.4
"Hebron School District","=""0670011""","Other Disabilities","*","*","*"
"Hebron School District","=""0670011""","Other Health Impairment",14,1.8,13.3
"Hebron School District","=""0670011""","Speech Language Impairment",32,4.2,30.5
"Kent School District","=""0680011""","All Disabilities",24,10.2,100.0
"Kent School District","=""0680011""","Autism","*","*","*"
"Kent School District","=""0680011""","Intellectual Disability","*","*","*"
"Kent School District","=""0680011""","Learning Disability",15,6.4,62.5
"Kent School District","=""0680011""","Other Disabilities","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment","*","*","*"
"Killingly School District","=""0690011""","All Disabilities",398,17.4,100.0
"Killingly School District","=""0690011""","Autism",54,2.4,13.6
"Killingly School District","=""0690011""","Emotional Disturbance",54,2.4,13.6
"Killingly School District","=""0690011""","Intellectual Disability",20,0.9,5.0
"Killingly School District","=""0690011""","Learning Disability",91,4.0,22.9
"Killingly School District","=""0690011""","Other Disabilities",30,1.3,7.5
"Killingly School District","=""0690011""","Other Health Impairment",93,4.1,23.4
"Killingly School District","=""0690011""","Speech Language Impairment",56,2.4,14.1
"Lebanon School District","=""0710011""","All Disabilities",157,15.0,100.0
"Lebanon School District","=""0710011""","Autism",20,1.9,12.7
"Lebanon School District","=""0710011""","Emotional Disturbance","*","*","*"
"Lebanon School District","=""0710011""","Intellectual Disability",8,0.8,5.1
"Lebanon School District","=""0710011""","Learning Disability",64,6.1,40.8
"Lebanon School District","=""0710011""","Other Disabilities","*","*","*"
"Lebanon School District","=""0710011""","Other Health Impairment",28,2.7,17.8
"Lebanon School District","=""0710011""","Speech Language Impairment",27,2.6,17.2
"Ledyard School District","=""0720011""","All Disabilities",354,14.7,100.0
"Ledyard School District","=""0720011""","Autism",49,2.0,13.8
"Ledyard School District","=""0720011""","Emotional Disturbance","*","*","*"
"Ledyard School District","=""0720011""","Intellectual Disability","*","*","*"
"Ledyard School District","=""0720011""","Learning Disability",96,4.0,27.1
"Ledyard School District","=""0720011""","Other Disabilities",41,1.7,11.6
"Ledyard School District","=""0720011""","Other Health Impairment",85,3.5,24.0
"Ledyard School District","=""0720011""","Speech Language Impairment",47,2.0,13.3
"Lisbon School District","=""0730011""","All Disabilities",70,11.9,100.0
"Lisbon School District","=""0730011""","Autism",6,1.0,8.6
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability","*","*","*"
"Lisbon School District","=""0730011""","Learning Disability",13,2.2,18.6
"Lisbon School District","=""0730011""","Other Disabilities",9,1.5,12.9
"Lisbon School District","=""0730011""","Other Health Impairment",13,2.2,18.6
"Lisbon School District","=""0730011""","Speech Language Impairment",22,3.7,31.4
"Litchfield School District","=""0740011""","All Disabilities",114,11.7,100.0
"Litchfield School District","=""0740011""","Autism",9,0.9,7.9
"Litchfield School District","=""0740011""","Emotional Disturbance","*","*","*"
"Litchfield School District","=""0740011""","Learning Disability",46,4.7,40.4
"Litchfield School District","=""0740011""","Other Disabilities","*","*","*"
"Litchfield School District","=""0740011""","Other Health Impairment",27,2.8,23.7
"Litchfield School District","=""0740011""","Speech Language Impairment",19,1.9,16.7
"Madison School District","=""0760011""","All Disabilities",364,11.6,100.0
"Madison School District","=""0760011""","Autism",55,1.7,15.1
"Madison School District","=""0760011""","Emotional Disturbance",14,0.4,3.8
"Madison School District","=""0760011""","Intellectual Disability",9,0.3,2.5
"Madison School District","=""0760011""","Learning Disability",147,4.7,40.4
"Madison School District","=""0760011""","Other Disabilities",17,0.5,4.7
"Madison School District","=""0760011""","Other Health Impairment",100,3.2,27.5
"Madison School District","=""0760011""","Speech Language Impairment",22,0.7,6.0
"Manchester School District","=""0770011""","All Disabilities",891,12.4,100.0
"Manchester School District","=""0770011""","Autism",97,1.3,10.9
"Manchester School District","=""0770011""","Emotional Disturbance",63,0.9,7.1
"Manchester School District","=""0770011""","Intellectual Disability",22,0.3,2.5
"Manchester School District","=""0770011""","Learning Disability",286,4.0,32.1
"Manchester School District","=""0770011""","Other Disabilities",101,1.4,11.3
"Manchester School District","=""0770011""","Other Health Impairment",171,2.4,19.2
"Manchester School District","=""0770011""","Speech Language Impairment",151,2.1,16.9
"Mansfield School District","=""0780011""","All Disabilities",143,12.2,100.0
"Mansfield School District","=""0780011""","Autism",17,1.4,11.9
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",58,4.9,40.6
"Mansfield School District","=""0780011""","Other Disabilities",8,0.7,5.6
"Mansfield School District","=""0780011""","Other Health Impairment",23,2.0,16.1
"Mansfield School District","=""0780011""","Speech Language Impairment",27,2.3,18.9
"Marlborough School District","=""0790011""","All Disabilities",46,7.8,100.0
"Marlborough School District","=""0790011""","Autism",6,1.0,13.0
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",22,3.7,47.8
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",6,1.0,13.0
"Marlborough School District","=""0790011""","Speech Language Impairment",9,1.5,19.6
"Meriden School District","=""0800011""","All Disabilities",1483,16.7,100.0
"Meriden School District","=""0800011""","Autism",142,1.6,9.6
"Meriden School District","=""0800011""","Emotional Disturbance",187,2.1,12.6
"Meriden School District","=""0800011""","Intellectual Disability",59,0.7,4.0
"Meriden School District","=""0800011""","Learning Disability",531,6.0,35.8
"Meriden School District","=""0800011""","Other Disabilities",132,1.5,8.9
"Meriden School District","=""0800011""","Other Health Impairment",303,3.4,20.4
"Meriden School District","=""0800011""","Speech Language Impairment",129,1.5,8.7
"Middletown School District","=""0830011""","All Disabilities",635,12.5,100.0
"Middletown School District","=""0830011""","Autism",76,1.5,12.0
"Middletown School District","=""0830011""","Emotional Disturbance",62,1.2,9.8
"Middletown School District","=""0830011""","Intellectual Disability",35,0.7,5.5
"Middletown School District","=""0830011""","Learning Disability",184,3.6,29.0
"Middletown School District","=""0830011""","Other Disabilities",42,0.8,6.6
"Middletown School District","=""0830011""","Other Health Impairment",124,2.5,19.5
"Middletown School District","=""0830011""","Speech Language Impairment",112,2.2,17.6
"Milford School District","=""0840011""","All Disabilities",761,12.1,100.0
"Milford School District","=""0840011""","Autism",101,1.6,13.3
"Milford School District","=""0840011""","Emotional Disturbance",74,1.2,9.7
"Milford School District","=""0840011""","Intellectual Disability",11,0.2,1.4
"Milford School District","=""0840011""","Learning Disability",135,2.1,17.7
"Milford School District","=""0840011""","Other Disabilities",68,1.1,8.9
"Milford School District","=""0840011""","Other Health Impairment",204,3.2,26.8
"Milford School District","=""0840011""","Speech Language Impairment",168,2.7,22.1
"Monroe School District","=""0850011""","All Disabilities",351,10.6,100.0
"Monroe School District","=""0850011""","Autism",38,1.1,10.8
"Monroe School District","=""0850011""","Emotional Disturbance",24,0.7,6.8
"Monroe School District","=""0850011""","Intellectual Disability",16,0.5,4.6
"Monroe School District","=""0850011""","Learning Disability",117,3.5,33.3
"Monroe School District","=""0850011""","Other Disabilities",22,0.7,6.3
"Monroe School District","=""0850011""","Other Health Impairment",74,2.2,21.1
"Monroe School District","=""0850011""","Speech Language Impairment",60,1.8,17.1
"Montville School District","=""0860011""","All Disabilities",284,11.7,100.0
"Montville School District","=""0860011""","Autism",29,1.2,10.2
"Montville School District","=""0860011""","Emotional Disturbance",32,1.3,11.3
"Montville School District","=""0860011""","Intellectual Disability","*","*","*"
"Montville School District","=""0860011""","Learning Disability",81,3.3,28.5
"Montville School District","=""0860011""","Other Disabilities","*","*","*"
"Montville School District","=""0860011""","Other Health Impairment",59,2.4,20.8
"Montville School District","=""0860011""","Speech Language Impairment",55,2.3,19.4
"Naugatuck School District","=""0880011""","All Disabilities",641,14.5,100.0
"Naugatuck School District","=""0880011""","Autism",73,1.6,11.4
"Naugatuck School District","=""0880011""","Emotional Disturbance",34,0.8,5.3
"Naugatuck School District","=""0880011""","Intellectual Disability",23,0.5,3.6
"Naugatuck School District","=""0880011""","Learning Disability",264,6.0,41.2
"Naugatuck School District","=""0880011""","Other Disabilities",35,0.8,5.5
"Naugatuck School District","=""0880011""","Other Health Impairment",142,3.2,22.2
"Naugatuck School District","=""0880011""","Speech Language Impairment",70,1.6,10.9
"New Britain School District","=""0890011""","All Disabilities",1687,15.4,100.0
"New Britain School District","=""0890011""","Autism",154,1.4,9.1
"New Britain School District","=""0890011""","Emotional Disturbance",114,1.0,6.8
"New Britain School District","=""0890011""","Intellectual Disability",100,0.9,5.9
"New Britain School District","=""0890011""","Learning Disability",582,5.3,34.5
"New Britain School District","=""0890011""","Other Disabilities",177,1.6,10.5
"New Britain School District","=""0890011""","Other Health Impairment",372,3.4,22.1
"New Britain School District","=""0890011""","Speech Language Impairment",188,1.7,11.1
"New Canaan School District","=""0900011""","All Disabilities",386,9.2,100.0
"New Canaan School District","=""0900011""","Autism",51,1.2,13.2
"New Canaan School District","=""0900011""","Emotional Disturbance","*","*","*"
"New Canaan School District","=""0900011""","Intellectual Disability","*","*","*"
"New Canaan School District","=""0900011""","Learning Disability",116,2.8,30.1
"New Canaan School District","=""0900011""","Other Disabilities",28,0.7,7.3
"New Canaan School District","=""0900011""","Other Health Impairment",76,1.8,19.7
"New Canaan School District","=""0900011""","Speech Language Impairment",104,2.5,26.9
"New Fairfield School District","=""0910011""","All Disabilities",242,9.5,100.0
"New Fairfield School District","=""0910011""","Autism",18,0.7,7.4
"New Fairfield School District","=""0910011""","Emotional Disturbance",13,0.5,5.4
"New Fairfield School District","=""0910011""","Intellectual Disability",8,0.3,3.3
"New Fairfield School District","=""0910011""","Learning Disability",72,2.8,29.8
"New Fairfield School District","=""0910011""","Other Disabilities",31,1.2,12.8
"New Fairfield School District","=""0910011""","Other Health Impairment",60,2.4,24.8
"New Fairfield School District","=""0910011""","Speech Language Impairment",40,1.6,16.5
"New Hartford School District","=""0920011""","All Disabilities",53,10.5,100.0
"New Hartford School District","=""0920011""","Autism","*","*","*"
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Intellectual Disability","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",20,4.0,37.7
"New Hartford School District","=""0920011""","Other Disabilities",6,1.2,11.3
"New Hartford School District","=""0920011""","Other Health Impairment",10,2.0,18.9
"New Hartford School District","=""0920011""","Speech Language Impairment",11,2.2,20.8
"New Haven School District","=""0930011""","All Disabilities",2637,13.5,100.0
"New Haven School District","=""0930011""","Autism",255,1.3,9.7
"New Haven School District","=""0930011""","Emotional Disturbance",238,1.2,9.0
"New Haven School District","=""0930011""","Intellectual Disability",182,0.9,6.9
"New Haven School District","=""0930011""","Learning Disability",1012,5.2,38.4
"New Haven School District","=""0930011""","Other Disabilities",154,0.8,5.8
"New Haven School District","=""0930011""","Other Health Impairment",543,2.8,20.6
"New Haven School District","=""0930011""","Speech Language Impairment",253,1.3,9.6
"New London School District","=""0950011""","All Disabilities",664,19.0,100.0
"New London School District","=""0950011""","Autism",77,2.2,11.6
"New London School District","=""0950011""","Emotional Disturbance",85,2.4,12.8
"New London School District","=""0950011""","Intellectual Disability",36,1.0,5.4
"New London School District","=""0950011""","Learning Disability",204,5.8,30.7
"New London School District","=""0950011""","Other Disabilities",29,0.8,4.4
"New London School District","=""0950011""","Other Health Impairment",138,4.0,20.8
"New London School District","=""0950011""","Speech Language Impairment",95,2.7,14.3
"New Milford School District","=""0960011""","All Disabilities",564,13.3,100.0
"New Milford School District","=""0960011""","Autism",76,1.8,13.5
"New Milford School District","=""0960011""","Emotional Disturbance",67,1.6,11.9
"New Milford School District","=""0960011""","Intellectual Disability",15,0.4,2.7
"New Milford School District","=""0960011""","Learning Disability",164,3.9,29.1
"New Milford School District","=""0960011""","Other Disabilities",57,1.3,10.1
"New Milford School District","=""0960011""","Other Health Impairment",129,3.0,22.9
"New Milford School District","=""0960011""","Speech Language Impairment",56,1.3,9.9
"Newington School District","=""0940011""","All Disabilities",527,12.4,100.0
"Newington School District","=""0940011""","Autism",64,1.5,12.1
"Newington School District","=""0940011""","Emotional Disturbance",33,0.8,6.3
"Newington School District","=""0940011""","Intellectual Disability",16,0.4,3.0
"Newington School District","=""0940011""","Learning Disability",232,5.4,44.0
"Newington School District","=""0940011""","Other Disabilities",38,0.9,7.2
"Newington School District","=""0940011""","Other Health Impairment",79,1.9,15.0
"Newington School District","=""0940011""","Speech Language Impairment",65,1.5,12.3
"Newtown School District","=""0970011""","All Disabilities",438,9.2,100.0
"Newtown School District","=""0970011""","Autism",89,1.9,20.3
"Newtown School District","=""0970011""","Emotional Disturbance",19,0.4,4.3
"Newtown School District","=""0970011""","Intellectual Disability",16,0.3,3.7
"Newtown School District","=""0970011""","Learning Disability",109,2.3,24.9
"Newtown School District","=""0970011""","Other Disabilities",35,0.7,8.0
"Newtown School District","=""0970011""","Other Health Impairment",92,1.9,21.0
"Newtown School District","=""0970011""","Speech Language Impairment",78,1.6,17.8
"Norfolk School District","=""0980011""","All Disabilities",20,19.4,100.0
"Norfolk School District","=""0980011""","Autism","*","*","*"
"Norfolk School District","=""0980011""","Learning Disability",7,6.8,35.0
"Norfolk School District","=""0980011""","Other Disabilities","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",8,7.8,40.0
"North Branford School District","=""0990011""","All Disabilities",289,14.4,100.0
"North Branford School District","=""0990011""","Autism",20,1.0,6.9
"North Branford School District","=""0990011""","Emotional Disturbance",31,1.5,10.7
"North Branford School District","=""0990011""","Intellectual Disability",12,0.6,4.2
"North Branford School District","=""0990011""","Learning Disability",99,4.9,34.3
"North Branford School District","=""0990011""","Other Disabilities",16,0.8,5.5
"North Branford School District","=""0990011""","Other Health Impairment",50,2.5,17.3
"North Branford School District","=""0990011""","Speech Language Impairment",61,3.0,21.1
"North Canaan School District","=""1000011""","All Disabilities",45,16.5,100.0
"North Canaan School District","=""1000011""","Autism",9,3.3,20.0
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",10,3.7,22.2
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment","*","*","*"
"North Canaan School District","=""1000011""","Speech Language Impairment",13,4.8,28.9
"North Haven School District","=""1010011""","All Disabilities",386,11.5,100.0
"North Haven School District","=""1010011""","Autism",58,1.7,15.0
"North Haven School District","=""1010011""","Emotional Disturbance",49,1.5,12.7
"North Haven School District","=""1010011""","Intellectual Disability",17,0.5,4.4
"North Haven School District","=""1010011""","Learning Disability",123,3.7,31.9
"North Haven School District","=""1010011""","Other Disabilities",26,0.8,6.7
"North Haven School District","=""1010011""","Other Health Impairment",68,2.0,17.6
"North Haven School District","=""1010011""","Speech Language Impairment",45,1.3,11.7
"North Stonington School District","=""1020011""","All Disabilities",64,8.7,100.0
"North Stonington School District","=""1020011""","Autism",8,1.1,12.5
"North Stonington School District","=""1020011""","Emotional Disturbance","*","*","*"
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",23,3.1,35.9
"North Stonington School District","=""1020011""","Other Disabilities","*","*","*"
"North Stonington School District","=""1020011""","Other Health Impairment",15,2.0,23.4
"North Stonington School District","=""1020011""","Speech Language Impairment",11,1.5,17.2
"Norwalk School District","=""1030011""","All Disabilities",1316,11.5,100.0
"Norwalk School District","=""1030011""","Autism",130,1.1,9.9
"Norwalk School District","=""1030011""","Emotional Disturbance",58,0.5,4.4
"Norwalk School District","=""1030011""","Intellectual Disability",36,0.3,2.7
"Norwalk School District","=""1030011""","Learning Disability",491,4.3,37.3
"Norwalk School District","=""1030011""","Other Disabilities",130,1.1,9.9
"Norwalk School District","=""1030011""","Other Health Impairment",243,2.1,18.5
"Norwalk School District","=""1030011""","Speech Language Impairment",228,2.0,17.3
"Norwich School District","=""1040011""","All Disabilities",915,16.6,100.0
"Norwich School District","=""1040011""","Autism",92,1.7,10.1
"Norwich School District","=""1040011""","Emotional Disturbance",112,2.0,12.2
"Norwich School District","=""1040011""","Intellectual Disability",51,0.9,5.6
"Norwich School District","=""1040011""","Learning Disability",253,4.6,27.7
"Norwich School District","=""1040011""","Other Disabilities",74,1.3,8.1
"Norwich School District","=""1040011""","Other Health Impairment",179,3.2,19.6
"Norwich School District","=""1040011""","Speech Language Impairment",154,2.8,16.8
"Old Saybrook School District","=""1060011""","All Disabilities",199,14.4,100.0
"Old Saybrook School District","=""1060011""","Autism",34,2.5,17.1
"Old Saybrook School District","=""1060011""","Emotional Disturbance",11,0.8,5.5
"Old Saybrook School District","=""1060011""","Intellectual Disability",6,0.4,3.0
"Old Saybrook School District","=""1060011""","Learning Disability",48,3.5,24.1
"Old Saybrook School District","=""1060011""","Other Disabilities",17,1.2,8.5
"Old Saybrook School District","=""1060011""","Other Health Impairment",55,4.0,27.6
"Old Saybrook School District","=""1060011""","Speech Language Impairment",28,2.0,14.1
"Orange School District","=""1070011""","All Disabilities",102,8.8,100.0
"Orange School District","=""1070011""","Autism",11,1.0,10.8
"Orange School District","=""1070011""","Emotional Disturbance","*","*","*"
"Orange School District","=""1070011""","Intellectual Disability","*","*","*"
"Orange School District","=""1070011""","Learning Disability",37,3.2,36.3
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",15,1.3,14.7
"Orange School District","=""1070011""","Speech Language Impairment",30,2.6,29.4
"Oxford School District","=""1080011""","All Disabilities",232,11.5,100.0
"Oxford School District","=""1080011""","Autism",29,1.4,12.5
"Oxford School District","=""1080011""","Emotional Disturbance",15,0.7,6.5
"Oxford School District","=""1080011""","Intellectual Disability",7,0.3,3.0
"Oxford School District","=""1080011""","Learning Disability",67,3.3,28.9
"Oxford School District","=""1080011""","Other Disabilities",14,0.7,6.0
"Oxford School District","=""1080011""","Other Health Impairment",60,3.0,25.9
"Oxford School District","=""1080011""","Speech Language Impairment",40,2.0,17.2
"Plainfield School District","=""1090011""","All Disabilities",308,13.9,100.0
"Plainfield School District","=""1090011""","Autism",33,1.5,10.7
"Plainfield School District","=""1090011""","Emotional Disturbance",38,1.7,12.3
"Plainfield School District","=""1090011""","Intellectual Disability",16,0.7,5.2
"Plainfield School District","=""1090011""","Learning Disability",89,4.0,28.9
"Plainfield School District","=""1090011""","Other Disabilities",26,1.2,8.4
"Plainfield School District","=""1090011""","Other Health Impairment",64,2.9,20.8
"Plainfield School District","=""1090011""","Speech Language Impairment",42,1.9,13.6
"Plainville School District","=""1100011""","All Disabilities",315,13.2,100.0
"Plainville School District","=""1100011""","Autism",39,1.6,12.4
"Plainville School District","=""1100011""","Emotional Disturbance","*","*","*"
"Plainville School District","=""1100011""","Intellectual Disability","*","*","*"
"Plainville School District","=""1100011""","Learning Disability",65,2.7,20.6
"Plainville School District","=""1100011""","Other Disabilities",45,1.9,14.3
"Plainville School District","=""1100011""","Other Health Impairment",80,3.4,25.4
"Plainville School District","=""1100011""","Speech Language Impairment",49,2.1,15.6
"Plymouth School District","=""1110011""","All Disabilities",234,14.1,100.0
"Plymouth School District","=""1110011""","Autism",27,1.6,11.5
"Plymouth School District","=""1110011""","Emotional Disturbance",27,1.6,11.5
"Plymouth School District","=""1110011""","Intellectual Disability","*","*","*"
"Plymouth School District","=""1110011""","Learning Disability",61,3.7,26.1
"Plymouth School District","=""1110011""","Other Disabilities","*","*","*"
"Plymouth School District","=""1110011""","Other Health Impairment",62,3.7,26.5
"Plymouth School District","=""1110011""","Speech Language Impairment",37,2.2,15.8
"Pomfret School District","=""1120011""","All Disabilities",56,9.7,100.0
"Pomfret School District","=""1120011""","Autism",14,2.4,25.0
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability","*","*","*"
"Pomfret School District","=""1120011""","Learning Disability",18,3.1,32.1
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment",7,1.2,12.5
"Pomfret School District","=""1120011""","Speech Language Impairment",10,1.7,17.9
"Portland School District","=""1130011""","All Disabilities",137,10.0,100.0
"Portland School District","=""1130011""","Autism",14,1.0,10.2
"Portland School District","=""1130011""","Emotional Disturbance","*","*","*"
"Portland School District","=""1130011""","Intellectual Disability","*","*","*"
"Portland School District","=""1130011""","Learning Disability",57,4.2,41.6
"Portland School District","=""1130011""","Other Disabilities",11,0.8,8.0
"Portland School District","=""1130011""","Other Health Impairment",21,1.5,15.3
"Portland School District","=""1130011""","Speech Language Impairment",25,1.8,18.2
"Preston School District","=""1140011""","All Disabilities",103,17.1,100.0
"Preston School District","=""1140011""","Autism",13,2.2,12.6
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",18,3.0,17.5
"Preston School District","=""1140011""","Other Disabilities",10,1.7,9.7
"Preston School District","=""1140011""","Other Health Impairment",19,3.2,18.4
"Preston School District","=""1140011""","Speech Language Impairment",35,5.8,34.0
"Putnam School District","=""1160011""","All Disabilities",180,15.4,100.0
"Putnam School District","=""1160011""","Autism",31,2.6,17.2
"Putnam School District","=""1160011""","Emotional Disturbance",17,1.5,9.4
"Putnam School District","=""1160011""","Intellectual Disability",14,1.2,7.8
"Putnam School District","=""1160011""","Learning Disability",66,5.6,36.7
"Putnam School District","=""1160011""","Other Disabilities",12,1.0,6.7
"Putnam School District","=""1160011""","Other Health Impairment",18,1.5,10.0
"Putnam School District","=""1160011""","Speech Language Impairment",22,1.9,12.2
"Redding School District","=""1170011""","All Disabilities",125,13.1,100.0
"Redding School District","=""1170011""","Autism",12,1.3,9.6
"Redding School District","=""1170011""","Emotional Disturbance","*","*","*"
"Redding School District","=""1170011""","Learning Disability",29,3.0,23.2
"Redding School District","=""1170011""","Other Disabilities","*","*","*"
"Redding School District","=""1170011""","Other Health Impairment",28,2.9,22.4
"Redding School District","=""1170011""","Speech Language Impairment",43,4.5,34.4
"Regional School District 01","=""2010012""","All Disabilities",68,16.9,100.0
"Regional School District 01","=""2010012""","Autism",8,2.0,11.8
"Regional School District 01","=""2010012""","Emotional Disturbance",8,2.0,11.8
"Regional School District 01","=""2010012""","Learning Disability",36,9.0,52.9
"Regional School District 01","=""2010012""","Other Disabilities","*","*","*"
"Regional School District 01","=""2010012""","Other Health Impairment",8,2.0,11.8
"Regional School District 01","=""2010012""","Speech Language Impairment","*","*","*"
"Regional School District 04","=""2040012""","All Disabilities",132,13.3,100.0
"Regional School District 04","=""2040012""","Autism",20,2.0,15.2
"Regional School District 04","=""2040012""","Emotional Disturbance",13,1.3,9.8
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",53,5.3,40.2
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",30,3.0,22.7
"Regional School District 04","=""2040012""","Speech Language Impairment",6,0.6,4.5
"Regional School District 05","=""2050012""","All Disabilities",270,11.5,100.0
"Regional School District 05","=""2050012""","Autism",44,1.9,16.3
"Regional School District 05","=""2050012""","Emotional Disturbance",20,0.9,7.4
"Regional School District 05","=""2050012""","Intellectual Disability",11,0.5,4.1
"Regional School District 05","=""2050012""","Learning Disability",86,3.7,31.9
"Regional School District 05","=""2050012""","Other Disabilities",15,0.6,5.6
"Regional School District 05","=""2050012""","Other Health Impairment",61,2.6,22.6
"Regional School District 05","=""2050012""","Speech Language Impairment",33,1.4,12.2
"Regional School District 06","=""2060012""","All Disabilities",108,13.7,100.0
"Regional School District 06","=""2060012""","Autism",8,1.0,7.4
"Regional School District 06","=""2060012""","Emotional Disturbance",9,1.1,8.3
"Regional School District 06","=""2060012""","Intellectual Disability","*","*","*"
"Regional School District 06","=""2060012""","Learning Disability",51,6.5,47.2
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",19,2.4,17.6
"Regional School District 06","=""2060012""","Speech Language Impairment",11,1.4,10.2
"Regional School District 07","=""2070012""","All Disabilities",116,11.6,100.0
"Regional School District 07","=""2070012""","Autism",13,1.3,11.2
"Regional School District 07","=""2070012""","Emotional Disturbance",15,1.5,12.9
"Regional School District 07","=""2070012""","Intellectual Disability","*","*","*"
"Regional School District 07","=""2070012""","Learning Disability",48,4.8,41.4
"Regional School District 07","=""2070012""","Other Disabilities","*","*","*"
"Regional School District 07","=""2070012""","Other Health Impairment",18,1.8,15.5
"Regional School District 07","=""2070012""","Speech Language Impairment",10,1.0,8.6
"Regional School District 08","=""2080012""","All Disabilities",221,12.5,100.0
"Regional School District 08","=""2080012""","Autism",19,1.1,8.6
"Regional School District 08","=""2080012""","Emotional Disturbance",24,1.4,10.9
"Regional School District 08","=""2080012""","Intellectual Disability",10,0.6,4.5
"Regional School District 08","=""2080012""","Learning Disability",79,4.5,35.7
