"Primary Disability (K-12), 2011-12"
"All Districts"

"",,,"2011-12",,
"Guilford School District","=""0600011""","Learning Disability",128,3.5,34.2
"Guilford School District","=""0600011""","Other Disabilities",16,0.4,4.3
"Guilford School District","=""0600011""","Other Health Impairment",71,1.9,19.0
"Guilford School District","=""0600011""","Speech Language Impairment",48,1.3,12.8
"Hamden School District","=""0620011""","All Disabilities",813,12.0,100.0
"Hamden School District","=""0620011""","Autism",105,1.6,12.9
"Hamden School District","=""0620011""","Emotional Disturbance",65,1.0,8.0
"Hamden School District","=""0620011""","Intellectual Disability",28,0.4,3.4
"Hamden School District","=""0620011""","Learning Disability",238,3.5,29.3
"Hamden School District","=""0620011""","Other Disabilities",56,0.8,6.9
"Hamden School District","=""0620011""","Other Health Impairment",160,2.4,19.7
"Hamden School District","=""0620011""","Speech Language Impairment",161,2.4,19.8
"Hampton School District","=""0630011""","All Disabilities",14,13.5,100.0
"Hampton School District","=""0630011""","Emotional Disturbance","*","*","*"
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment","*","*","*"
"Hartford School District","=""0640011""","All Disabilities",3147,15.6,100.0
"Hartford School District","=""0640011""","Autism",229,1.1,7.3
"Hartford School District","=""0640011""","Emotional Disturbance",357,1.8,11.3
"Hartford School District","=""0640011""","Intellectual Disability",172,0.9,5.5
"Hartford School District","=""0640011""","Learning Disability",1355,6.7,43.1
"Hartford School District","=""0640011""","Other Disabilities",226,1.1,7.2
"Hartford School District","=""0640011""","Other Health Impairment",381,1.9,12.1
"Hartford School District","=""0640011""","Speech Language Impairment",427,2.1,13.6
"Hartland School District","=""0650011""","All Disabilities",31,10.0,100.0
"Hartland School District","=""0650011""","Autism","*","*","*"
"Hartland School District","=""0650011""","Emotional Disturbance","*","*","*"
"Hartland School District","=""0650011""","Intellectual Disability","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",9,2.9,29.0
"Hartland School District","=""0650011""","Other Health Impairment","*","*","*"
"Hartland School District","=""0650011""","Speech Language Impairment",14,4.5,45.2
"Hebron School District","=""0670011""","All Disabilities",106,10.5,100.0
"Hebron School District","=""0670011""","Autism",10,1.0,9.4
"Hebron School District","=""0670011""","Emotional Disturbance","*","*","*"
"Hebron School District","=""0670011""","Intellectual Disability","*","*","*"
"Hebron School District","=""0670011""","Learning Disability",29,2.9,27.4
"Hebron School District","=""0670011""","Other Disabilities",10,1.0,9.4
"Hebron School District","=""0670011""","Other Health Impairment",11,1.1,10.4
"Hebron School District","=""0670011""","Speech Language Impairment",41,4.1,38.7
"Kent School District","=""0680011""","All Disabilities",31,11.7,100.0
"Kent School District","=""0680011""","Autism","*","*","*"
"Kent School District","=""0680011""","Intellectual Disability","*","*","*"
"Kent School District","=""0680011""","Learning Disability",14,5.3,45.2
"Kent School District","=""0680011""","Other Health Impairment","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment",9,3.4,29.0
"Killingly School District","=""0690011""","All Disabilities",359,14.4,100.0
"Killingly School District","=""0690011""","Autism",45,1.8,12.5
"Killingly School District","=""0690011""","Emotional Disturbance",35,1.4,9.7
"Killingly School District","=""0690011""","Intellectual Disability",21,0.8,5.8
"Killingly School District","=""0690011""","Learning Disability",69,2.8,19.2
"Killingly School District","=""0690011""","Other Disabilities",42,1.7,11.7
"Killingly School District","=""0690011""","Other Health Impairment",75,3.0,20.9
"Killingly School District","=""0690011""","Speech Language Impairment",72,2.9,20.1
"Lebanon School District","=""0710011""","All Disabilities",140,12.1,100.0
"Lebanon School District","=""0710011""","Autism",13,1.1,9.3
"Lebanon School District","=""0710011""","Emotional Disturbance",6,0.5,4.3
"Lebanon School District","=""0710011""","Intellectual Disability",13,1.1,9.3
"Lebanon School District","=""0710011""","Learning Disability",49,4.2,35.0
"Lebanon School District","=""0710011""","Other Disabilities",7,0.6,5.0
"Lebanon School District","=""0710011""","Other Health Impairment",22,1.9,15.7
"Lebanon School District","=""0710011""","Speech Language Impairment",30,2.6,21.4
"Ledyard School District","=""0720011""","All Disabilities",314,12.7,100.0
"Ledyard School District","=""0720011""","Autism",49,2.0,15.6
"Ledyard School District","=""0720011""","Emotional Disturbance",27,1.1,8.6
"Ledyard School District","=""0720011""","Intellectual Disability",11,0.4,3.5
"Ledyard School District","=""0720011""","Learning Disability",79,3.2,25.2
"Ledyard School District","=""0720011""","Other Disabilities",37,1.5,11.8
"Ledyard School District","=""0720011""","Other Health Impairment",59,2.4,18.8
"Ledyard School District","=""0720011""","Speech Language Impairment",52,2.1,16.6
"Lisbon School District","=""0730011""","All Disabilities",83,13.0,100.0
"Lisbon School District","=""0730011""","Autism",11,1.7,13.3
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability","*","*","*"
"Lisbon School District","=""0730011""","Learning Disability",24,3.8,28.9
"Lisbon School District","=""0730011""","Other Disabilities","*","*","*"
"Lisbon School District","=""0730011""","Other Health Impairment",15,2.4,18.1
"Lisbon School District","=""0730011""","Speech Language Impairment",22,3.5,26.5
"Litchfield School District","=""0740011""","All Disabilities",121,10.7,100.0
"Litchfield School District","=""0740011""","Autism",8,0.7,6.6
"Litchfield School District","=""0740011""","Emotional Disturbance","*","*","*"
"Litchfield School District","=""0740011""","Intellectual Disability","*","*","*"
"Litchfield School District","=""0740011""","Learning Disability",42,3.7,34.7
"Litchfield School District","=""0740011""","Other Disabilities",7,0.6,5.8
"Litchfield School District","=""0740011""","Other Health Impairment",25,2.2,20.7
"Litchfield School District","=""0740011""","Speech Language Impairment",34,3.0,28.1
"Madison School District","=""0760011""","All Disabilities",350,10.2,100.0
"Madison School District","=""0760011""","Autism",46,1.3,13.1
"Madison School District","=""0760011""","Emotional Disturbance",24,0.7,6.9
"Madison School District","=""0760011""","Intellectual Disability",6,0.2,1.7
"Madison School District","=""0760011""","Learning Disability",140,4.1,40.0
"Madison School District","=""0760011""","Other Disabilities",16,0.5,4.6
"Madison School District","=""0760011""","Other Health Impairment",91,2.6,26.0
"Madison School District","=""0760011""","Speech Language Impairment",27,0.8,7.7
"Manchester School District","=""0770011""","All Disabilities",980,13.7,100.0
"Manchester School District","=""0770011""","Autism",85,1.2,8.7
"Manchester School District","=""0770011""","Emotional Disturbance",130,1.8,13.3
"Manchester School District","=""0770011""","Intellectual Disability",21,0.3,2.1
"Manchester School District","=""0770011""","Learning Disability",313,4.4,31.9
"Manchester School District","=""0770011""","Other Disabilities",75,1.0,7.7
"Manchester School District","=""0770011""","Other Health Impairment",150,2.1,15.3
"Manchester School District","=""0770011""","Speech Language Impairment",206,2.9,21.0
"Mansfield School District","=""0780011""","All Disabilities",152,12.2,100.0
"Mansfield School District","=""0780011""","Autism",14,1.1,9.2
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",52,4.2,34.2
"Mansfield School District","=""0780011""","Other Disabilities",22,1.8,14.5
"Mansfield School District","=""0780011""","Other Health Impairment",29,2.3,19.1
"Mansfield School District","=""0780011""","Speech Language Impairment",24,1.9,15.8
"Marlborough School District","=""0790011""","All Disabilities",49,7.4,100.0
"Marlborough School District","=""0790011""","Autism","*","*","*"
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Intellectual Disability","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",24,3.6,49.0
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",9,1.4,18.4
"Marlborough School District","=""0790011""","Speech Language Impairment",7,1.1,14.3
"Meriden School District","=""0800011""","All Disabilities",1267,14.3,100.0
"Meriden School District","=""0800011""","Autism",107,1.2,8.4
"Meriden School District","=""0800011""","Emotional Disturbance",158,1.8,12.5
"Meriden School District","=""0800011""","Intellectual Disability",54,0.6,4.3
"Meriden School District","=""0800011""","Learning Disability",400,4.5,31.6
"Meriden School District","=""0800011""","Other Disabilities",137,1.5,10.8
"Meriden School District","=""0800011""","Other Health Impairment",240,2.7,18.9
"Meriden School District","=""0800011""","Speech Language Impairment",171,1.9,13.5
"Middletown School District","=""0830011""","All Disabilities",617,11.8,100.0
"Middletown School District","=""0830011""","Autism",57,1.1,9.2
"Middletown School District","=""0830011""","Emotional Disturbance",66,1.3,10.7
"Middletown School District","=""0830011""","Intellectual Disability",36,0.7,5.8
"Middletown School District","=""0830011""","Learning Disability",161,3.1,26.1
"Middletown School District","=""0830011""","Other Disabilities",48,0.9,7.8
"Middletown School District","=""0830011""","Other Health Impairment",113,2.2,18.3
"Middletown School District","=""0830011""","Speech Language Impairment",136,2.6,22.0
"Milford School District","=""0840011""","All Disabilities",821,12.0,100.0
"Milford School District","=""0840011""","Autism",84,1.2,10.2
"Milford School District","=""0840011""","Emotional Disturbance",89,1.3,10.8
"Milford School District","=""0840011""","Intellectual Disability",17,0.2,2.1
"Milford School District","=""0840011""","Learning Disability",143,2.1,17.4
"Milford School District","=""0840011""","Other Disabilities",65,0.9,7.9
"Milford School District","=""0840011""","Other Health Impairment",208,3.0,25.3
"Milford School District","=""0840011""","Speech Language Impairment",215,3.1,26.2
"Monroe School District","=""0850011""","All Disabilities",342,9.5,100.0
"Monroe School District","=""0850011""","Autism",34,0.9,9.9
"Monroe School District","=""0850011""","Emotional Disturbance",22,0.6,6.4
"Monroe School District","=""0850011""","Intellectual Disability",17,0.5,5.0
"Monroe School District","=""0850011""","Learning Disability",124,3.5,36.3
"Monroe School District","=""0850011""","Other Disabilities",18,0.5,5.3
"Monroe School District","=""0850011""","Other Health Impairment",76,2.1,22.2
"Monroe School District","=""0850011""","Speech Language Impairment",51,1.4,14.9
"Montville School District","=""0860011""","All Disabilities",281,10.8,100.0
"Montville School District","=""0860011""","Autism",33,1.3,11.7
"Montville School District","=""0860011""","Emotional Disturbance",28,1.1,10.0
"Montville School District","=""0860011""","Intellectual Disability",10,0.4,3.6
"Montville School District","=""0860011""","Learning Disability",76,2.9,27.0
"Montville School District","=""0860011""","Other Disabilities",28,1.1,10.0
"Montville School District","=""0860011""","Other Health Impairment",55,2.1,19.6
"Montville School District","=""0860011""","Speech Language Impairment",51,2.0,18.1
"Naugatuck School District","=""0880011""","All Disabilities",559,12.1,100.0
"Naugatuck School District","=""0880011""","Autism",49,1.1,8.8
"Naugatuck School District","=""0880011""","Emotional Disturbance",27,0.6,4.8
"Naugatuck School District","=""0880011""","Intellectual Disability",21,0.5,3.8
"Naugatuck School District","=""0880011""","Learning Disability",218,4.7,39.0
"Naugatuck School District","=""0880011""","Other Disabilities",42,0.9,7.5
"Naugatuck School District","=""0880011""","Other Health Impairment",123,2.7,22.0
"Naugatuck School District","=""0880011""","Speech Language Impairment",79,1.7,14.1
"New Britain School District","=""0890011""","All Disabilities",1529,14.3,100.0
"New Britain School District","=""0890011""","Autism",138,1.3,9.0
"New Britain School District","=""0890011""","Emotional Disturbance",119,1.1,7.8
"New Britain School District","=""0890011""","Intellectual Disability",99,0.9,6.5
"New Britain School District","=""0890011""","Learning Disability",506,4.7,33.1
"New Britain School District","=""0890011""","Other Disabilities",170,1.6,11.1
"New Britain School District","=""0890011""","Other Health Impairment",324,3.0,21.2
"New Britain School District","=""0890011""","Speech Language Impairment",173,1.6,11.3
"New Canaan School District","=""0900011""","All Disabilities",399,9.6,100.0
"New Canaan School District","=""0900011""","Autism",38,0.9,9.5
"New Canaan School District","=""0900011""","Emotional Disturbance","*","*","*"
"New Canaan School District","=""0900011""","Intellectual Disability","*","*","*"
"New Canaan School District","=""0900011""","Learning Disability",121,2.9,30.3
"New Canaan School District","=""0900011""","Other Disabilities",21,0.5,5.3
"New Canaan School District","=""0900011""","Other Health Impairment",87,2.1,21.8
"New Canaan School District","=""0900011""","Speech Language Impairment",120,2.9,30.1
"New Fairfield School District","=""0910011""","All Disabilities",279,10.0,100.0
"New Fairfield School District","=""0910011""","Autism",15,0.5,5.4
"New Fairfield School District","=""0910011""","Emotional Disturbance","*","*","*"
"New Fairfield School District","=""0910011""","Intellectual Disability","*","*","*"
"New Fairfield School District","=""0910011""","Learning Disability",91,3.3,32.6
"New Fairfield School District","=""0910011""","Other Disabilities",38,1.4,13.6
"New Fairfield School District","=""0910011""","Other Health Impairment",62,2.2,22.2
"New Fairfield School District","=""0910011""","Speech Language Impairment",55,2.0,19.7
"New Hartford School District","=""0920011""","All Disabilities",60,10.4,100.0
"New Hartford School District","=""0920011""","Autism","*","*","*"
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Intellectual Disability","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",10,1.7,16.7
"New Hartford School District","=""0920011""","Other Disabilities","*","*","*"
"New Hartford School District","=""0920011""","Other Health Impairment",10,1.7,16.7
"New Hartford School District","=""0920011""","Speech Language Impairment",29,5.0,48.3
"New Haven School District","=""0930011""","All Disabilities",2216,12.2,100.0
"New Haven School District","=""0930011""","Autism",192,1.1,8.7
"New Haven School District","=""0930011""","Emotional Disturbance",234,1.3,10.6
"New Haven School District","=""0930011""","Intellectual Disability",143,0.8,6.5
"New Haven School District","=""0930011""","Learning Disability",765,4.2,34.5
"New Haven School District","=""0930011""","Other Disabilities",141,0.8,6.4
"New Haven School District","=""0930011""","Other Health Impairment",434,2.4,19.6
"New Haven School District","=""0930011""","Speech Language Impairment",307,1.7,13.9
"New London School District","=""0950011""","All Disabilities",590,17.2,100.0
"New London School District","=""0950011""","Autism",55,1.6,9.3
"New London School District","=""0950011""","Emotional Disturbance",60,1.7,10.2
"New London School District","=""0950011""","Intellectual Disability",29,0.8,4.9
"New London School District","=""0950011""","Learning Disability",164,4.8,27.8
"New London School District","=""0950011""","Other Disabilities",37,1.1,6.3
"New London School District","=""0950011""","Other Health Impairment",138,4.0,23.4
"New London School District","=""0950011""","Speech Language Impairment",107,3.1,18.1
"New Milford School District","=""0960011""","All Disabilities",611,13.4,100.0
"New Milford School District","=""0960011""","Autism",74,1.6,12.1
"New Milford School District","=""0960011""","Emotional Disturbance",52,1.1,8.5
"New Milford School District","=""0960011""","Intellectual Disability",16,0.4,2.6
"New Milford School District","=""0960011""","Learning Disability",171,3.8,28.0
"New Milford School District","=""0960011""","Other Disabilities",58,1.3,9.5
"New Milford School District","=""0960011""","Other Health Impairment",149,3.3,24.4
"New Milford School District","=""0960011""","Speech Language Impairment",91,2.0,14.9
"Newington School District","=""0940011""","All Disabilities",520,11.8,100.0
"Newington School District","=""0940011""","Autism",54,1.2,10.4
"Newington School District","=""0940011""","Emotional Disturbance",32,0.7,6.2
"Newington School District","=""0940011""","Intellectual Disability",20,0.5,3.8
"Newington School District","=""0940011""","Learning Disability",204,4.6,39.2
"Newington School District","=""0940011""","Other Disabilities",53,1.2,10.2
"Newington School District","=""0940011""","Other Health Impairment",70,1.6,13.5
"Newington School District","=""0940011""","Speech Language Impairment",87,2.0,16.7
"Newtown School District","=""0970011""","All Disabilities",406,7.7,100.0
"Newtown School District","=""0970011""","Autism",75,1.4,18.5
"Newtown School District","=""0970011""","Emotional Disturbance",18,0.3,4.4
"Newtown School District","=""0970011""","Intellectual Disability",14,0.3,3.4
"Newtown School District","=""0970011""","Learning Disability",105,2.0,25.9
"Newtown School District","=""0970011""","Other Disabilities",34,0.6,8.4
"Newtown School District","=""0970011""","Other Health Impairment",65,1.2,16.0
"Newtown School District","=""0970011""","Speech Language Impairment",95,1.8,23.4
"Norfolk School District","=""0980011""","All Disabilities",16,14.8,100.0
"Norfolk School District","=""0980011""","Autism","*","*","*"
"Norfolk School District","=""0980011""","Learning Disability","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",8,7.4,50.0
"North Branford School District","=""0990011""","All Disabilities",264,11.8,100.0
"North Branford School District","=""0990011""","Autism",22,1.0,8.3
"North Branford School District","=""0990011""","Emotional Disturbance",20,0.9,7.6
"North Branford School District","=""0990011""","Intellectual Disability",12,0.5,4.5
"North Branford School District","=""0990011""","Learning Disability",79,3.5,29.9
"North Branford School District","=""0990011""","Other Disabilities",10,0.4,3.8
"North Branford School District","=""0990011""","Other Health Impairment",40,1.8,15.2
"North Branford School District","=""0990011""","Speech Language Impairment",81,3.6,30.7
"North Canaan School District","=""1000011""","All Disabilities",38,13.3,100.0
"North Canaan School District","=""1000011""","Autism","*","*","*"
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",10,3.5,26.3
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment","*","*","*"
"North Canaan School District","=""1000011""","Speech Language Impairment",16,5.6,42.1
"North Haven School District","=""1010011""","All Disabilities",343,9.5,100.0
"North Haven School District","=""1010011""","Autism",48,1.3,14.0
"North Haven School District","=""1010011""","Emotional Disturbance",41,1.1,12.0
"North Haven School District","=""1010011""","Intellectual Disability",16,0.4,4.7
"North Haven School District","=""1010011""","Learning Disability",111,3.1,32.4
"North Haven School District","=""1010011""","Other Disabilities",19,0.5,5.5
"North Haven School District","=""1010011""","Other Health Impairment",57,1.6,16.6
"North Haven School District","=""1010011""","Speech Language Impairment",51,1.4,14.9
"North Stonington School District","=""1020011""","All Disabilities",72,9.4,100.0
"North Stonington School District","=""1020011""","Autism","*","*","*"
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",25,3.3,34.7
"North Stonington School District","=""1020011""","Other Disabilities","*","*","*"
"North Stonington School District","=""1020011""","Other Health Impairment",21,2.8,29.2
"North Stonington School District","=""1020011""","Speech Language Impairment",18,2.4,25.0
"Norwalk School District","=""1030011""","All Disabilities",1094,9.7,100.0
"Norwalk School District","=""1030011""","Autism",103,0.9,9.4
"Norwalk School District","=""1030011""","Emotional Disturbance",39,0.3,3.6
"Norwalk School District","=""1030011""","Intellectual Disability",31,0.3,2.8
"Norwalk School District","=""1030011""","Learning Disability",417,3.7,38.1
"Norwalk School District","=""1030011""","Other Disabilities",84,0.7,7.7
"Norwalk School District","=""1030011""","Other Health Impairment",198,1.8,18.1
"Norwalk School District","=""1030011""","Speech Language Impairment",222,2.0,20.3
"Norwich School District","=""1040011""","All Disabilities",862,15.7,100.0
"Norwich School District","=""1040011""","Autism",60,1.1,7.0
"Norwich School District","=""1040011""","Emotional Disturbance",127,2.3,14.7
"Norwich School District","=""1040011""","Intellectual Disability",49,0.9,5.7
"Norwich School District","=""1040011""","Learning Disability",240,4.4,27.8
"Norwich School District","=""1040011""","Other Disabilities",89,1.6,10.3
"Norwich School District","=""1040011""","Other Health Impairment",161,2.9,18.7
"Norwich School District","=""1040011""","Speech Language Impairment",136,2.5,15.8
"Old Saybrook School District","=""1060011""","All Disabilities",185,12.3,100.0
"Old Saybrook School District","=""1060011""","Autism",28,1.9,15.1
"Old Saybrook School District","=""1060011""","Emotional Disturbance","*","*","*"
"Old Saybrook School District","=""1060011""","Intellectual Disability","*","*","*"
"Old Saybrook School District","=""1060011""","Learning Disability",42,2.8,22.7
"Old Saybrook School District","=""1060011""","Other Disabilities",12,0.8,6.5
"Old Saybrook School District","=""1060011""","Other Health Impairment",57,3.8,30.8
"Old Saybrook School District","=""1060011""","Speech Language Impairment",33,2.2,17.8
"Orange School District","=""1070011""","All Disabilities",128,10.2,100.0
"Orange School District","=""1070011""","Autism","*","*","*"
"Orange School District","=""1070011""","Learning Disability",39,3.1,30.5
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",19,1.5,14.8
"Orange School District","=""1070011""","Speech Language Impairment",49,3.9,38.3
"Oxford School District","=""1080011""","All Disabilities",134,6.2,100.0
"Oxford School District","=""1080011""","Autism",19,0.9,14.2
"Oxford School District","=""1080011""","Emotional Disturbance","*","*","*"
"Oxford School District","=""1080011""","Intellectual Disability","*","*","*"
"Oxford School District","=""1080011""","Learning Disability",53,2.4,39.6
"Oxford School District","=""1080011""","Other Disabilities",10,0.5,7.5
"Oxford School District","=""1080011""","Other Health Impairment",22,1.0,16.4
"Oxford School District","=""1080011""","Speech Language Impairment",21,1.0,15.7
"Plainfield School District","=""1090011""","All Disabilities",301,12.2,100.0
"Plainfield School District","=""1090011""","Autism",40,1.6,13.3
"Plainfield School District","=""1090011""","Emotional Disturbance",36,1.5,12.0
"Plainfield School District","=""1090011""","Intellectual Disability",18,0.7,6.0
"Plainfield School District","=""1090011""","Learning Disability",77,3.1,25.6
"Plainfield School District","=""1090011""","Other Disabilities",30,1.2,10.0
"Plainfield School District","=""1090011""","Other Health Impairment",53,2.2,17.6
"Plainfield School District","=""1090011""","Speech Language Impairment",47,1.9,15.6
"Plainville School District","=""1100011""","All Disabilities",308,12.6,100.0
"Plainville School District","=""1100011""","Autism","*","*","*"
"Plainville School District","=""1100011""","Emotional Disturbance",27,1.1,8.8
"Plainville School District","=""1100011""","Intellectual Disability","*","*","*"
"Plainville School District","=""1100011""","Learning Disability",90,3.7,29.2
"Plainville School District","=""1100011""","Other Disabilities",39,1.6,12.7
"Plainville School District","=""1100011""","Other Health Impairment",78,3.2,25.3
"Plainville School District","=""1100011""","Speech Language Impairment",46,1.9,14.9
"Plymouth School District","=""1110011""","All Disabilities",240,13.5,100.0
"Plymouth School District","=""1110011""","Autism",23,1.3,9.6
"Plymouth School District","=""1110011""","Emotional Disturbance",34,1.9,14.2
"Plymouth School District","=""1110011""","Intellectual Disability",7,0.4,2.9
"Plymouth School District","=""1110011""","Learning Disability",71,4.0,29.6
"Plymouth School District","=""1110011""","Other Disabilities",12,0.7,5.0
"Plymouth School District","=""1110011""","Other Health Impairment",61,3.4,25.4
"Plymouth School District","=""1110011""","Speech Language Impairment",32,1.8,13.3
"Pomfret School District","=""1120011""","All Disabilities",78,11.8,100.0
"Pomfret School District","=""1120011""","Autism",12,1.8,15.4
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability","*","*","*"
"Pomfret School District","=""1120011""","Learning Disability",32,4.8,41.0
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment",7,1.1,9.0
"Pomfret School District","=""1120011""","Speech Language Impairment",19,2.9,24.4
"Portland School District","=""1130011""","All Disabilities",113,8.1,100.0
"Portland School District","=""1130011""","Autism",10,0.7,8.8
"Portland School District","=""1130011""","Emotional Disturbance",8,0.6,7.1
"Portland School District","=""1130011""","Intellectual Disability","*","*","*"
"Portland School District","=""1130011""","Learning Disability",40,2.9,35.4
"Portland School District","=""1130011""","Other Disabilities","*","*","*"
"Portland School District","=""1130011""","Other Health Impairment",23,1.6,20.4
"Portland School District","=""1130011""","Speech Language Impairment",23,1.6,20.4
"Preston School District","=""1140011""","All Disabilities",92,14.9,100.0
"Preston School District","=""1140011""","Autism",14,2.3,15.2
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",13,2.1,14.1
"Preston School District","=""1140011""","Other Disabilities",12,1.9,13.0
"Preston School District","=""1140011""","Other Health Impairment",23,3.7,25.0
"Preston School District","=""1140011""","Speech Language Impairment",25,4.1,27.2
"Putnam School District","=""1160011""","All Disabilities",168,14.1,100.0
"Putnam School District","=""1160011""","Autism",24,2.0,14.3
"Putnam School District","=""1160011""","Emotional Disturbance",11,0.9,6.5
"Putnam School District","=""1160011""","Intellectual Disability",16,1.3,9.5
"Putnam School District","=""1160011""","Learning Disability",54,4.5,32.1
"Putnam School District","=""1160011""","Other Disabilities",9,0.8,5.4
"Putnam School District","=""1160011""","Other Health Impairment",18,1.5,10.7
"Putnam School District","=""1160011""","Speech Language Impairment",36,3.0,21.4
"Redding School District","=""1170011""","All Disabilities",148,12.8,100.0
"Redding School District","=""1170011""","Autism",16,1.4,10.8
"Redding School District","=""1170011""","Emotional Disturbance","*","*","*"
"Redding School District","=""1170011""","Intellectual Disability","*","*","*"
"Redding School District","=""1170011""","Learning Disability",36,3.1,24.3
"Redding School District","=""1170011""","Other Disabilities",8,0.7,5.4
"Redding School District","=""1170011""","Other Health Impairment",38,3.3,25.7
"Redding School District","=""1170011""","Speech Language Impairment",45,3.9,30.4
"Regional School District 01","=""2010012""","All Disabilities",65,13.8,100.0
"Regional School District 01","=""2010012""","Autism",6,1.3,9.2
"Regional School District 01","=""2010012""","Emotional Disturbance",7,1.5,10.8
"Regional School District 01","=""2010012""","Intellectual Disability","*","*","*"
"Regional School District 01","=""2010012""","Learning Disability",30,6.4,46.2
"Regional School District 01","=""2010012""","Other Disabilities",9,1.9,13.8
"Regional School District 01","=""2010012""","Other Health Impairment",11,2.3,16.9
"Regional School District 01","=""2010012""","Speech Language Impairment","*","*","*"
"Regional School District 04","=""2040012""","All Disabilities",137,14.1,100.0
"Regional School District 04","=""2040012""","Autism",18,1.9,13.1
"Regional School District 04","=""2040012""","Emotional Disturbance","*","*","*"
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",61,6.3,44.5
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",33,3.4,24.1
"Regional School District 04","=""2040012""","Speech Language Impairment",16,1.6,11.7
"Regional School District 05","=""2050012""","All Disabilities",279,11.3,100.0
"Regional School District 05","=""2050012""","Autism",40,1.6,14.3
"Regional School District 05","=""2050012""","Emotional Disturbance",9,0.4,3.2
"Regional School District 05","=""2050012""","Intellectual Disability",9,0.4,3.2
"Regional School District 05","=""2050012""","Learning Disability",102,4.1,36.6
"Regional School District 05","=""2050012""","Other Disabilities",15,0.6,5.4
"Regional School District 05","=""2050012""","Other Health Impairment",67,2.7,24.0
"Regional School District 05","=""2050012""","Speech Language Impairment",37,1.5,13.3
"Regional School District 06","=""2060012""","All Disabilities",117,12.7,100.0
"Regional School District 06","=""2060012""","Autism","*","*","*"
"Regional School District 06","=""2060012""","Emotional Disturbance",9,1.0,7.7
"Regional School District 06","=""2060012""","Intellectual Disability",8,0.9,6.8
"Regional School District 06","=""2060012""","Learning Disability",48,5.2,41.0
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",24,2.6,20.5
"Regional School District 06","=""2060012""","Speech Language Impairment",17,1.8,14.5
"Regional School District 07","=""2070012""","All Disabilities",134,12.5,100.0
"Regional School District 07","=""2070012""","Autism",13,1.2,9.7
"Regional School District 07","=""2070012""","Emotional Disturbance",17,1.6,12.7
"Regional School District 07","=""2070012""","Intellectual Disability","*","*","*"
"Regional School District 07","=""2070012""","Learning Disability",50,4.7,37.3
"Regional School District 07","=""2070012""","Other Disabilities","*","*","*"
"Regional School District 07","=""2070012""","Other Health Impairment",31,2.9,23.1
"Regional School District 07","=""2070012""","Speech Language Impairment",14,1.3,10.4
"Regional School District 08","=""2080012""","All Disabilities",238,12.7,100.0
"Regional School District 08","=""2080012""","Autism",15,0.8,6.3
"Regional School District 08","=""2080012""","Emotional Disturbance",27,1.4,11.3
"Regional School District 08","=""2080012""","Intellectual Disability","*","*","*"
"Regional School District 08","=""2080012""","Learning Disability",84,4.5,35.3
"Regional School District 08","=""2080012""","Other Disabilities","*","*","*"
"Regional School District 08","=""2080012""","Other Health Impairment",81,4.3,34.0
