"Primary Disability (K-12), 2015-16"
"All Districts"

"",,,"2015-16",,
"Guilford School District","=""0600011""","Other Disabilities",25,0.7,6.3
"Guilford School District","=""0600011""","Other Health Impairment",88,2.6,22.2
"Guilford School District","=""0600011""","Speech Language Impairment",45,1.3,11.3
"Hamden School District","=""0620011""","All Disabilities",1023,15.9,100.0
"Hamden School District","=""0620011""","Autism",159,2.5,15.5
"Hamden School District","=""0620011""","Emotional Disturbance",93,1.4,9.1
"Hamden School District","=""0620011""","Intellectual Disability",32,0.5,3.1
"Hamden School District","=""0620011""","Learning Disability",307,4.8,30.0
"Hamden School District","=""0620011""","Other Disabilities",54,0.8,5.3
"Hamden School District","=""0620011""","Other Health Impairment",205,3.2,20.0
"Hamden School District","=""0620011""","Speech Language Impairment",173,2.7,16.9
"Hampton School District","=""0630011""","All Disabilities",16,16.8,100.0
"Hampton School District","=""0630011""","Autism","*","*","*"
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment",7,7.4,43.8
"Hartford School District","=""0640011""","All Disabilities",3735,18.4,100.0
"Hartford School District","=""0640011""","Autism",392,1.9,10.5
"Hartford School District","=""0640011""","Emotional Disturbance",348,1.7,9.3
"Hartford School District","=""0640011""","Intellectual Disability",184,0.9,4.9
"Hartford School District","=""0640011""","Learning Disability",1277,6.3,34.2
"Hartford School District","=""0640011""","Other Disabilities",292,1.4,7.8
"Hartford School District","=""0640011""","Other Health Impairment",687,3.4,18.4
"Hartford School District","=""0640011""","Speech Language Impairment",555,2.7,14.9
"Hartland School District","=""0650011""","All Disabilities",35,13.1,100.0
"Hartland School District","=""0650011""","Autism",6,2.2,17.1
"Hartland School District","=""0650011""","Emotional Disturbance","*","*","*"
"Hartland School District","=""0650011""","Intellectual Disability","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",15,5.6,42.9
"Hartland School District","=""0650011""","Other Disabilities","*","*","*"
"Hartland School District","=""0650011""","Other Health Impairment","*","*","*"
"Hartland School District","=""0650011""","Speech Language Impairment",8,3.0,22.9
"Hebron School District","=""0670011""","All Disabilities",88,12.4,100.0
"Hebron School District","=""0670011""","Autism",13,1.8,14.8
"Hebron School District","=""0670011""","Emotional Disturbance","*","*","*"
"Hebron School District","=""0670011""","Intellectual Disability","*","*","*"
"Hebron School District","=""0670011""","Learning Disability",27,3.8,30.7
"Hebron School District","=""0670011""","Other Disabilities","*","*","*"
"Hebron School District","=""0670011""","Other Health Impairment",15,2.1,17.0
"Hebron School District","=""0670011""","Speech Language Impairment",24,3.4,27.3
"Kent School District","=""0680011""","All Disabilities",25,11.1,100.0
"Kent School District","=""0680011""","Autism","*","*","*"
"Kent School District","=""0680011""","Learning Disability",13,5.8,52.0
"Kent School District","=""0680011""","Other Disabilities","*","*","*"
"Kent School District","=""0680011""","Other Health Impairment","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment",7,3.1,28.0
"Killingly School District","=""0690011""","All Disabilities",392,17.2,100.0
"Killingly School District","=""0690011""","Autism",57,2.5,14.5
"Killingly School District","=""0690011""","Emotional Disturbance",52,2.3,13.3
"Killingly School District","=""0690011""","Intellectual Disability",18,0.8,4.6
"Killingly School District","=""0690011""","Learning Disability",91,4.0,23.2
"Killingly School District","=""0690011""","Other Disabilities",30,1.3,7.7
"Killingly School District","=""0690011""","Other Health Impairment",92,4.0,23.5
"Killingly School District","=""0690011""","Speech Language Impairment",52,2.3,13.3
"Lebanon School District","=""0710011""","All Disabilities",142,14.1,100.0
"Lebanon School District","=""0710011""","Autism",21,2.1,14.8
"Lebanon School District","=""0710011""","Emotional Disturbance","*","*","*"
"Lebanon School District","=""0710011""","Intellectual Disability",8,0.8,5.6
"Lebanon School District","=""0710011""","Learning Disability",61,6.1,43.0
"Lebanon School District","=""0710011""","Other Disabilities","*","*","*"
"Lebanon School District","=""0710011""","Other Health Impairment",28,2.8,19.7
"Lebanon School District","=""0710011""","Speech Language Impairment",12,1.2,8.5
"Ledyard School District","=""0720011""","All Disabilities",359,15.4,100.0
"Ledyard School District","=""0720011""","Autism",49,2.1,13.6
"Ledyard School District","=""0720011""","Emotional Disturbance",35,1.5,9.7
"Ledyard School District","=""0720011""","Intellectual Disability","*","*","*"
"Ledyard School District","=""0720011""","Learning Disability",101,4.3,28.1
"Ledyard School District","=""0720011""","Other Disabilities",40,1.7,11.1
"Ledyard School District","=""0720011""","Other Health Impairment",99,4.2,27.6
"Ledyard School District","=""0720011""","Speech Language Impairment","*","*","*"
"Lisbon School District","=""0730011""","All Disabilities",64,11.4,100.0
"Lisbon School District","=""0730011""","Autism",8,1.4,12.5
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability","*","*","*"
"Lisbon School District","=""0730011""","Learning Disability",15,2.7,23.4
"Lisbon School District","=""0730011""","Other Disabilities",6,1.1,9.4
"Lisbon School District","=""0730011""","Other Health Impairment",13,2.3,20.3
"Lisbon School District","=""0730011""","Speech Language Impairment",16,2.8,25.0
"Litchfield School District","=""0740011""","All Disabilities",113,11.8,100.0
"Litchfield School District","=""0740011""","Autism",10,1.0,8.8
"Litchfield School District","=""0740011""","Emotional Disturbance",6,0.6,5.3
"Litchfield School District","=""0740011""","Learning Disability",45,4.7,39.8
"Litchfield School District","=""0740011""","Other Disabilities",12,1.3,10.6
"Litchfield School District","=""0740011""","Other Health Impairment",25,2.6,22.1
"Litchfield School District","=""0740011""","Speech Language Impairment",15,1.6,13.3
"Madison School District","=""0760011""","All Disabilities",354,11.8,100.0
"Madison School District","=""0760011""","Autism",48,1.6,13.6
"Madison School District","=""0760011""","Emotional Disturbance",16,0.5,4.5
"Madison School District","=""0760011""","Intellectual Disability",9,0.3,2.5
"Madison School District","=""0760011""","Learning Disability",136,4.5,38.4
"Madison School District","=""0760011""","Other Disabilities",14,0.5,4.0
"Madison School District","=""0760011""","Other Health Impairment",103,3.4,29.1
"Madison School District","=""0760011""","Speech Language Impairment",28,0.9,7.9
"Manchester School District","=""0770011""","All Disabilities",873,12.2,100.0
"Manchester School District","=""0770011""","Autism",115,1.6,13.2
"Manchester School District","=""0770011""","Emotional Disturbance",64,0.9,7.3
"Manchester School District","=""0770011""","Intellectual Disability",23,0.3,2.6
"Manchester School District","=""0770011""","Learning Disability",257,3.6,29.4
"Manchester School District","=""0770011""","Other Disabilities",91,1.3,10.4
"Manchester School District","=""0770011""","Other Health Impairment",171,2.4,19.6
"Manchester School District","=""0770011""","Speech Language Impairment",152,2.1,17.4
"Mansfield School District","=""0780011""","All Disabilities",137,11.6,100.0
"Mansfield School District","=""0780011""","Autism",16,1.4,11.7
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",54,4.6,39.4
"Mansfield School District","=""0780011""","Other Disabilities",7,0.6,5.1
"Mansfield School District","=""0780011""","Other Health Impairment",22,1.9,16.1
"Mansfield School District","=""0780011""","Speech Language Impairment",28,2.4,20.4
"Marlborough School District","=""0790011""","All Disabilities",42,7.7,100.0
"Marlborough School District","=""0790011""","Autism","*","*","*"
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Intellectual Disability","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",18,3.3,42.9
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",6,1.1,14.3
"Marlborough School District","=""0790011""","Speech Language Impairment",8,1.5,19.0
"Meriden School District","=""0800011""","All Disabilities",1509,17.3,100.0
"Meriden School District","=""0800011""","Autism",159,1.8,10.5
"Meriden School District","=""0800011""","Emotional Disturbance",180,2.1,11.9
"Meriden School District","=""0800011""","Intellectual Disability",60,0.7,4.0
"Meriden School District","=""0800011""","Learning Disability",537,6.1,35.6
"Meriden School District","=""0800011""","Other Disabilities",129,1.5,8.5
"Meriden School District","=""0800011""","Other Health Impairment",319,3.7,21.1
"Meriden School District","=""0800011""","Speech Language Impairment",125,1.4,8.3
"Middletown School District","=""0830011""","All Disabilities",643,13.0,100.0
"Middletown School District","=""0830011""","Autism",74,1.5,11.5
"Middletown School District","=""0830011""","Emotional Disturbance",70,1.4,10.9
"Middletown School District","=""0830011""","Intellectual Disability",34,0.7,5.3
"Middletown School District","=""0830011""","Learning Disability",181,3.7,28.1
"Middletown School District","=""0830011""","Other Disabilities",51,1.0,7.9
"Middletown School District","=""0830011""","Other Health Impairment",123,2.5,19.1
"Middletown School District","=""0830011""","Speech Language Impairment",110,2.2,17.1
"Milford School District","=""0840011""","All Disabilities",750,12.2,100.0
"Milford School District","=""0840011""","Autism",100,1.6,13.3
"Milford School District","=""0840011""","Emotional Disturbance",70,1.1,9.3
"Milford School District","=""0840011""","Intellectual Disability",12,0.2,1.6
"Milford School District","=""0840011""","Learning Disability",144,2.3,19.2
"Milford School District","=""0840011""","Other Disabilities",65,1.1,8.7
"Milford School District","=""0840011""","Other Health Impairment",206,3.3,27.5
"Milford School District","=""0840011""","Speech Language Impairment",153,2.5,20.4
"Monroe School District","=""0850011""","All Disabilities",353,11.1,100.0
"Monroe School District","=""0850011""","Autism",46,1.4,13.0
"Monroe School District","=""0850011""","Emotional Disturbance",19,0.6,5.4
"Monroe School District","=""0850011""","Intellectual Disability",19,0.6,5.4
"Monroe School District","=""0850011""","Learning Disability",124,3.9,35.1
"Monroe School District","=""0850011""","Other Disabilities",11,0.3,3.1
"Monroe School District","=""0850011""","Other Health Impairment",93,2.9,26.3
"Monroe School District","=""0850011""","Speech Language Impairment",41,1.3,11.6
"Montville School District","=""0860011""","All Disabilities",330,13.9,100.0
"Montville School District","=""0860011""","Autism",36,1.5,10.9
"Montville School District","=""0860011""","Emotional Disturbance","*","*","*"
"Montville School District","=""0860011""","Intellectual Disability","*","*","*"
"Montville School District","=""0860011""","Learning Disability",104,4.4,31.5
"Montville School District","=""0860011""","Other Disabilities",33,1.4,10.0
"Montville School District","=""0860011""","Other Health Impairment",68,2.9,20.6
"Montville School District","=""0860011""","Speech Language Impairment",60,2.5,18.2
"Naugatuck School District","=""0880011""","All Disabilities",675,15.4,100.0
"Naugatuck School District","=""0880011""","Autism",75,1.7,11.1
"Naugatuck School District","=""0880011""","Emotional Disturbance",35,0.8,5.2
"Naugatuck School District","=""0880011""","Intellectual Disability",27,0.6,4.0
"Naugatuck School District","=""0880011""","Learning Disability",271,6.2,40.1
"Naugatuck School District","=""0880011""","Other Disabilities",37,0.8,5.5
"Naugatuck School District","=""0880011""","Other Health Impairment",157,3.6,23.3
"Naugatuck School District","=""0880011""","Speech Language Impairment",73,1.7,10.8
"New Britain School District","=""0890011""","All Disabilities",1755,15.8,100.0
"New Britain School District","=""0890011""","Autism",174,1.6,9.9
"New Britain School District","=""0890011""","Emotional Disturbance",107,1.0,6.1
"New Britain School District","=""0890011""","Intellectual Disability",89,0.8,5.1
"New Britain School District","=""0890011""","Learning Disability",604,5.4,34.4
"New Britain School District","=""0890011""","Other Disabilities",189,1.7,10.8
"New Britain School District","=""0890011""","Other Health Impairment",405,3.6,23.1
"New Britain School District","=""0890011""","Speech Language Impairment",187,1.7,10.7
"New Canaan School District","=""0900011""","All Disabilities",402,9.6,100.0
"New Canaan School District","=""0900011""","Autism",52,1.2,12.9
"New Canaan School District","=""0900011""","Emotional Disturbance","*","*","*"
"New Canaan School District","=""0900011""","Intellectual Disability","*","*","*"
"New Canaan School District","=""0900011""","Learning Disability",129,3.1,32.1
"New Canaan School District","=""0900011""","Other Disabilities",28,0.7,7.0
"New Canaan School District","=""0900011""","Other Health Impairment",84,2.0,20.9
"New Canaan School District","=""0900011""","Speech Language Impairment",96,2.3,23.9
"New Fairfield School District","=""0910011""","All Disabilities",230,9.5,100.0
"New Fairfield School District","=""0910011""","Autism",22,0.9,9.6
"New Fairfield School District","=""0910011""","Emotional Disturbance",8,0.3,3.5
"New Fairfield School District","=""0910011""","Intellectual Disability",7,0.3,3.0
"New Fairfield School District","=""0910011""","Learning Disability",71,2.9,30.9
"New Fairfield School District","=""0910011""","Other Disabilities",27,1.1,11.7
"New Fairfield School District","=""0910011""","Other Health Impairment",60,2.5,26.1
"New Fairfield School District","=""0910011""","Speech Language Impairment",35,1.4,15.2
"New Hartford School District","=""0920011""","All Disabilities",56,11.6,100.0
"New Hartford School District","=""0920011""","Autism","*","*","*"
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Intellectual Disability","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",23,4.8,41.1
"New Hartford School District","=""0920011""","Other Disabilities","*","*","*"
"New Hartford School District","=""0920011""","Other Health Impairment",11,2.3,19.6
"New Hartford School District","=""0920011""","Speech Language Impairment",12,2.5,21.4
"New Haven School District","=""0930011""","All Disabilities",2775,14.1,100.0
"New Haven School District","=""0930011""","Autism",288,1.5,10.4
"New Haven School District","=""0930011""","Emotional Disturbance",269,1.4,9.7
"New Haven School District","=""0930011""","Intellectual Disability",185,0.9,6.7
"New Haven School District","=""0930011""","Learning Disability",1051,5.3,37.9
"New Haven School District","=""0930011""","Other Disabilities",153,0.8,5.5
"New Haven School District","=""0930011""","Other Health Impairment",572,2.9,20.6
"New Haven School District","=""0930011""","Speech Language Impairment",257,1.3,9.3
"New London School District","=""0950011""","All Disabilities",660,18.8,100.0
"New London School District","=""0950011""","Autism",79,2.2,12.0
"New London School District","=""0950011""","Emotional Disturbance",76,2.2,11.5
"New London School District","=""0950011""","Intellectual Disability",35,1.0,5.3
"New London School District","=""0950011""","Learning Disability",210,6.0,31.8
"New London School District","=""0950011""","Other Disabilities",37,1.1,5.6
"New London School District","=""0950011""","Other Health Impairment",142,4.0,21.5
"New London School District","=""0950011""","Speech Language Impairment",81,2.3,12.3
"New Milford School District","=""0960011""","All Disabilities",557,13.5,100.0
"New Milford School District","=""0960011""","Autism",80,1.9,14.4
"New Milford School District","=""0960011""","Emotional Disturbance",47,1.1,8.4
"New Milford School District","=""0960011""","Intellectual Disability",13,0.3,2.3
"New Milford School District","=""0960011""","Learning Disability",172,4.2,30.9
"New Milford School District","=""0960011""","Other Disabilities",60,1.5,10.8
"New Milford School District","=""0960011""","Other Health Impairment",137,3.3,24.6
"New Milford School District","=""0960011""","Speech Language Impairment",48,1.2,8.6
"Newington School District","=""0940011""","All Disabilities",515,12.3,100.0
"Newington School District","=""0940011""","Autism",58,1.4,11.3
"Newington School District","=""0940011""","Emotional Disturbance",33,0.8,6.4
"Newington School District","=""0940011""","Intellectual Disability",18,0.4,3.5
"Newington School District","=""0940011""","Learning Disability",233,5.6,45.2
"Newington School District","=""0940011""","Other Disabilities",40,1.0,7.8
"Newington School District","=""0940011""","Other Health Impairment",74,1.8,14.4
"Newington School District","=""0940011""","Speech Language Impairment",59,1.4,11.5
"Newtown School District","=""0970011""","All Disabilities",473,10.3,100.0
"Newtown School District","=""0970011""","Autism",94,2.1,19.9
"Newtown School District","=""0970011""","Emotional Disturbance",38,0.8,8.0
"Newtown School District","=""0970011""","Intellectual Disability",16,0.3,3.4
"Newtown School District","=""0970011""","Learning Disability",126,2.7,26.6
"Newtown School District","=""0970011""","Other Disabilities",26,0.6,5.5
"Newtown School District","=""0970011""","Other Health Impairment",102,2.2,21.6
"Newtown School District","=""0970011""","Speech Language Impairment",71,1.5,15.0
"Norfolk School District","=""0980011""","All Disabilities",16,15.2,100.0
"Norfolk School District","=""0980011""","Learning Disability","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",8,7.6,50.0
"North Branford School District","=""0990011""","All Disabilities",278,14.4,100.0
"North Branford School District","=""0990011""","Autism",17,0.9,6.1
"North Branford School District","=""0990011""","Emotional Disturbance",24,1.2,8.6
"North Branford School District","=""0990011""","Intellectual Disability",13,0.7,4.7
"North Branford School District","=""0990011""","Learning Disability",104,5.4,37.4
"North Branford School District","=""0990011""","Other Disabilities",14,0.7,5.0
"North Branford School District","=""0990011""","Other Health Impairment",59,3.1,21.2
"North Branford School District","=""0990011""","Speech Language Impairment",47,2.4,16.9
"North Canaan School District","=""1000011""","All Disabilities",45,17.9,100.0
"North Canaan School District","=""1000011""","Autism",8,3.2,17.8
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",12,4.8,26.7
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment","*","*","*"
"North Canaan School District","=""1000011""","Speech Language Impairment",11,4.4,24.4
"North Haven School District","=""1010011""","All Disabilities",358,11.1,100.0
"North Haven School District","=""1010011""","Autism",51,1.6,14.2
"North Haven School District","=""1010011""","Emotional Disturbance",43,1.3,12.0
"North Haven School District","=""1010011""","Intellectual Disability",18,0.6,5.0
"North Haven School District","=""1010011""","Learning Disability",129,4.0,36.0
"North Haven School District","=""1010011""","Other Disabilities",23,0.7,6.4
"North Haven School District","=""1010011""","Other Health Impairment",60,1.9,16.8
"North Haven School District","=""1010011""","Speech Language Impairment",34,1.1,9.5
"North Stonington School District","=""1020011""","All Disabilities",66,9.2,100.0
"North Stonington School District","=""1020011""","Autism",6,0.8,9.1
"North Stonington School District","=""1020011""","Emotional Disturbance","*","*","*"
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",18,2.5,27.3
"North Stonington School District","=""1020011""","Other Disabilities",6,0.8,9.1
"North Stonington School District","=""1020011""","Other Health Impairment",18,2.5,27.3
"North Stonington School District","=""1020011""","Speech Language Impairment",14,1.9,21.2
"Norwalk School District","=""1030011""","All Disabilities",1421,12.3,100.0
"Norwalk School District","=""1030011""","Autism",143,1.2,10.1
"Norwalk School District","=""1030011""","Emotional Disturbance",81,0.7,5.7
"Norwalk School District","=""1030011""","Intellectual Disability",40,0.3,2.8
"Norwalk School District","=""1030011""","Learning Disability",526,4.6,37.0
"Norwalk School District","=""1030011""","Other Disabilities",127,1.1,8.9
"Norwalk School District","=""1030011""","Other Health Impairment",259,2.2,18.2
"Norwalk School District","=""1030011""","Speech Language Impairment",245,2.1,17.2
"Norwich School District","=""1040011""","All Disabilities",873,16.0,100.0
"Norwich School District","=""1040011""","Autism",102,1.9,11.7
"Norwich School District","=""1040011""","Emotional Disturbance",104,1.9,11.9
"Norwich School District","=""1040011""","Intellectual Disability",38,0.7,4.4
"Norwich School District","=""1040011""","Learning Disability",255,4.7,29.2
"Norwich School District","=""1040011""","Other Disabilities",63,1.2,7.2
"Norwich School District","=""1040011""","Other Health Impairment",180,3.3,20.6
"Norwich School District","=""1040011""","Speech Language Impairment",131,2.4,15.0
"Old Saybrook School District","=""1060011""","All Disabilities",176,13.4,100.0
"Old Saybrook School District","=""1060011""","Autism",35,2.7,19.9
"Old Saybrook School District","=""1060011""","Emotional Disturbance",15,1.1,8.5
"Old Saybrook School District","=""1060011""","Intellectual Disability","*","*","*"
"Old Saybrook School District","=""1060011""","Learning Disability",38,2.9,21.6
"Old Saybrook School District","=""1060011""","Other Disabilities","*","*","*"
"Old Saybrook School District","=""1060011""","Other Health Impairment",46,3.5,26.1
"Old Saybrook School District","=""1060011""","Speech Language Impairment",28,2.1,15.9
"Orange School District","=""1070011""","All Disabilities",95,8.2,100.0
"Orange School District","=""1070011""","Autism",15,1.3,15.8
"Orange School District","=""1070011""","Emotional Disturbance","*","*","*"
"Orange School District","=""1070011""","Intellectual Disability","*","*","*"
"Orange School District","=""1070011""","Learning Disability",32,2.8,33.7
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",11,1.0,11.6
"Orange School District","=""1070011""","Speech Language Impairment",28,2.4,29.5
"Oxford School District","=""1080011""","All Disabilities",245,12.2,100.0
"Oxford School District","=""1080011""","Autism",32,1.6,13.1
"Oxford School District","=""1080011""","Emotional Disturbance",17,0.8,6.9
"Oxford School District","=""1080011""","Intellectual Disability",7,0.3,2.9
"Oxford School District","=""1080011""","Learning Disability",71,3.5,29.0
"Oxford School District","=""1080011""","Other Disabilities",8,0.4,3.3
"Oxford School District","=""1080011""","Other Health Impairment",64,3.2,26.1
"Oxford School District","=""1080011""","Speech Language Impairment",46,2.3,18.8
"Plainfield School District","=""1090011""","All Disabilities",301,13.7,100.0
"Plainfield School District","=""1090011""","Autism",43,2.0,14.3
"Plainfield School District","=""1090011""","Emotional Disturbance",38,1.7,12.6
"Plainfield School District","=""1090011""","Intellectual Disability",15,0.7,5.0
"Plainfield School District","=""1090011""","Learning Disability",91,4.2,30.2
"Plainfield School District","=""1090011""","Other Disabilities",22,1.0,7.3
"Plainfield School District","=""1090011""","Other Health Impairment",62,2.8,20.6
"Plainfield School District","=""1090011""","Speech Language Impairment",30,1.4,10.0
"Plainville School District","=""1100011""","All Disabilities",304,12.8,100.0
"Plainville School District","=""1100011""","Autism",42,1.8,13.8
"Plainville School District","=""1100011""","Emotional Disturbance",29,1.2,9.5
"Plainville School District","=""1100011""","Intellectual Disability",7,0.3,2.3
"Plainville School District","=""1100011""","Learning Disability",67,2.8,22.0
"Plainville School District","=""1100011""","Other Disabilities",38,1.6,12.5
"Plainville School District","=""1100011""","Other Health Impairment",77,3.2,25.3
"Plainville School District","=""1100011""","Speech Language Impairment",44,1.8,14.5
"Plymouth School District","=""1110011""","All Disabilities",236,14.4,100.0
"Plymouth School District","=""1110011""","Autism",31,1.9,13.1
"Plymouth School District","=""1110011""","Emotional Disturbance",26,1.6,11.0
"Plymouth School District","=""1110011""","Intellectual Disability",7,0.4,3.0
"Plymouth School District","=""1110011""","Learning Disability",54,3.3,22.9
"Plymouth School District","=""1110011""","Other Disabilities",15,0.9,6.4
"Plymouth School District","=""1110011""","Other Health Impairment",65,4.0,27.5
"Plymouth School District","=""1110011""","Speech Language Impairment",38,2.3,16.1
"Pomfret School District","=""1120011""","All Disabilities",65,11.2,100.0
"Pomfret School District","=""1120011""","Autism",15,2.6,23.1
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability","*","*","*"
"Pomfret School District","=""1120011""","Learning Disability",18,3.1,27.7
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment",9,1.5,13.8
"Pomfret School District","=""1120011""","Speech Language Impairment",11,1.9,16.9
"Portland School District","=""1130011""","All Disabilities",140,10.1,100.0
"Portland School District","=""1130011""","Autism",16,1.1,11.4
"Portland School District","=""1130011""","Emotional Disturbance","*","*","*"
"Portland School District","=""1130011""","Intellectual Disability","*","*","*"
"Portland School District","=""1130011""","Learning Disability",65,4.7,46.4
"Portland School District","=""1130011""","Other Disabilities",10,0.7,7.1
"Portland School District","=""1130011""","Other Health Impairment",21,1.5,15.0
"Portland School District","=""1130011""","Speech Language Impairment",19,1.4,13.6
"Preston School District","=""1140011""","All Disabilities",98,16.0,100.0
"Preston School District","=""1140011""","Autism",14,2.3,14.3
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",14,2.3,14.3
"Preston School District","=""1140011""","Other Disabilities",7,1.1,7.1
"Preston School District","=""1140011""","Other Health Impairment",22,3.6,22.4
"Preston School District","=""1140011""","Speech Language Impairment",33,5.4,33.7
"Putnam School District","=""1160011""","All Disabilities",190,16.8,100.0
"Putnam School District","=""1160011""","Autism",28,2.5,14.7
"Putnam School District","=""1160011""","Emotional Disturbance",19,1.7,10.0
"Putnam School District","=""1160011""","Intellectual Disability",13,1.1,6.8
"Putnam School District","=""1160011""","Learning Disability",71,6.3,37.4
"Putnam School District","=""1160011""","Other Disabilities",13,1.1,6.8
"Putnam School District","=""1160011""","Other Health Impairment",23,2.0,12.1
"Putnam School District","=""1160011""","Speech Language Impairment",23,2.0,12.1
"Redding School District","=""1170011""","All Disabilities",116,12.7,100.0
"Redding School District","=""1170011""","Autism",9,1.0,7.8
"Redding School District","=""1170011""","Emotional Disturbance","*","*","*"
"Redding School District","=""1170011""","Learning Disability",30,3.3,25.9
"Redding School District","=""1170011""","Other Disabilities","*","*","*"
"Redding School District","=""1170011""","Other Health Impairment",30,3.3,25.9
"Redding School District","=""1170011""","Speech Language Impairment",41,4.5,35.3
"Regional School District 01","=""2010012""","All Disabilities",70,16.5,100.0
"Regional School District 01","=""2010012""","Autism",9,2.1,12.9
"Regional School District 01","=""2010012""","Emotional Disturbance",8,1.9,11.4
"Regional School District 01","=""2010012""","Intellectual Disability","*","*","*"
"Regional School District 01","=""2010012""","Learning Disability",38,9.0,54.3
"Regional School District 01","=""2010012""","Other Disabilities","*","*","*"
"Regional School District 01","=""2010012""","Other Health Impairment",8,1.9,11.4
"Regional School District 01","=""2010012""","Speech Language Impairment","*","*","*"
"Regional School District 04","=""2040012""","All Disabilities",143,15.0,100.0
"Regional School District 04","=""2040012""","Autism",27,2.8,18.9
"Regional School District 04","=""2040012""","Emotional Disturbance",16,1.7,11.2
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",49,5.1,34.3
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",34,3.6,23.8
"Regional School District 04","=""2040012""","Speech Language Impairment",8,0.8,5.6
"Regional School District 05","=""2050012""","All Disabilities",277,12.1,100.0
"Regional School District 05","=""2050012""","Autism",40,1.7,14.4
"Regional School District 05","=""2050012""","Emotional Disturbance",27,1.2,9.7
"Regional School District 05","=""2050012""","Intellectual Disability",9,0.4,3.2
"Regional School District 05","=""2050012""","Learning Disability",87,3.8,31.4
"Regional School District 05","=""2050012""","Other Disabilities",16,0.7,5.8
"Regional School District 05","=""2050012""","Other Health Impairment",60,2.6,21.7
"Regional School District 05","=""2050012""","Speech Language Impairment",38,1.7,13.7
"Regional School District 06","=""2060012""","All Disabilities",118,15.1,100.0
"Regional School District 06","=""2060012""","Autism",11,1.4,9.3
"Regional School District 06","=""2060012""","Emotional Disturbance","*","*","*"
"Regional School District 06","=""2060012""","Intellectual Disability",9,1.1,7.6
"Regional School District 06","=""2060012""","Learning Disability",50,6.4,42.4
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",21,2.7,17.8
"Regional School District 06","=""2060012""","Speech Language Impairment",14,1.8,11.9
"Regional School District 07","=""2070012""","All Disabilities",120,11.7,100.0
"Regional School District 07","=""2070012""","Autism",13,1.3,10.8
"Regional School District 07","=""2070012""","Emotional Disturbance",15,1.5,12.5
"Regional School District 07","=""2070012""","Intellectual Disability",7,0.7,5.8
"Regional School District 07","=""2070012""","Learning Disability",48,4.7,40.0
"Regional School District 07","=""2070012""","Other Disabilities",7,0.7,5.8
"Regional School District 07","=""2070012""","Other Health Impairment",20,1.9,16.7
"Regional School District 07","=""2070012""","Speech Language Impairment",10,1.0,8.3
"Regional School District 08","=""2080012""","All Disabilities",202,11.9,100.0
"Regional School District 08","=""2080012""","Autism",21,1.2,10.4
"Regional School District 08","=""2080012""","Emotional Disturbance",21,1.2,10.4
"Regional School District 08","=""2080012""","Intellectual Disability",8,0.5,4.0
"Regional School District 08","=""2080012""","Learning Disability",77,4.5,38.1
"Regional School District 08","=""2080012""","Other Disabilities",7,0.4,3.5
