"Primary Disability (K-12), 2010-11"
"All Districts"

"",,,"2010-11",,
"Guilford School District","=""0600011""","All Disabilities",358,9.7,100.0
"Guilford School District","=""0600011""","Autism",47,1.3,13.1
"Guilford School District","=""0600011""","Emotional Disturbance",23,0.6,6.4
"Guilford School District","=""0600011""","Intellectual Disability",16,0.4,4.5
"Guilford School District","=""0600011""","Learning Disability",129,3.5,36.0
"Guilford School District","=""0600011""","Other Disabilities",15,0.4,4.2
"Guilford School District","=""0600011""","Other Health Impairment",74,2.0,20.7
"Guilford School District","=""0600011""","Speech Language Impairment",54,1.5,15.1
"Hamden School District","=""0620011""","All Disabilities",883,12.7,100.0
"Hamden School District","=""0620011""","Autism",88,1.3,10.0
"Hamden School District","=""0620011""","Emotional Disturbance",89,1.3,10.1
"Hamden School District","=""0620011""","Intellectual Disability",25,0.4,2.8
"Hamden School District","=""0620011""","Learning Disability",258,3.7,29.2
"Hamden School District","=""0620011""","Other Disabilities",73,1.1,8.3
"Hamden School District","=""0620011""","Other Health Impairment",180,2.6,20.4
"Hamden School District","=""0620011""","Speech Language Impairment",170,2.5,19.3
"Hampton School District","=""0630011""","All Disabilities",18,15.5,100.0
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment","*","*","*"
"Hartford School District","=""0640011""","All Disabilities",3014,14.8,100.0
"Hartford School District","=""0640011""","Autism",189,0.9,6.3
"Hartford School District","=""0640011""","Emotional Disturbance",378,1.9,12.5
"Hartford School District","=""0640011""","Intellectual Disability",156,0.8,5.2
"Hartford School District","=""0640011""","Learning Disability",1325,6.5,44.0
"Hartford School District","=""0640011""","Other Disabilities",233,1.1,7.7
"Hartford School District","=""0640011""","Other Health Impairment",319,1.6,10.6
"Hartford School District","=""0640011""","Speech Language Impairment",414,2.0,13.7
"Hartland School District","=""0650011""","All Disabilities",29,9.3,100.0
"Hartland School District","=""0650011""","Autism","*","*","*"
"Hartland School District","=""0650011""","Intellectual Disability","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",8,2.6,27.6
"Hartland School District","=""0650011""","Other Health Impairment",6,1.9,20.7
"Hartland School District","=""0650011""","Speech Language Impairment",11,3.5,37.9
"Hebron School District","=""0670011""","All Disabilities",102,9.5,100.0
"Hebron School District","=""0670011""","Autism",8,0.7,7.8
"Hebron School District","=""0670011""","Emotional Disturbance","*","*","*"
"Hebron School District","=""0670011""","Intellectual Disability","*","*","*"
"Hebron School District","=""0670011""","Learning Disability",31,2.9,30.4
"Hebron School District","=""0670011""","Other Disabilities","*","*","*"
"Hebron School District","=""0670011""","Other Health Impairment",15,1.4,14.7
"Hebron School District","=""0670011""","Speech Language Impairment",42,3.9,41.2
"Kent School District","=""0680011""","All Disabilities",41,15.0,100.0
"Kent School District","=""0680011""","Autism","*","*","*"
"Kent School District","=""0680011""","Intellectual Disability","*","*","*"
"Kent School District","=""0680011""","Learning Disability",16,5.9,39.0
"Kent School District","=""0680011""","Other Disabilities","*","*","*"
"Kent School District","=""0680011""","Other Health Impairment","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment",13,4.8,31.7
"Killingly School District","=""0690011""","All Disabilities",351,13.9,100.0
"Killingly School District","=""0690011""","Autism",45,1.8,12.8
"Killingly School District","=""0690011""","Emotional Disturbance",33,1.3,9.4
"Killingly School District","=""0690011""","Intellectual Disability",22,0.9,6.3
"Killingly School District","=""0690011""","Learning Disability",71,2.8,20.2
"Killingly School District","=""0690011""","Other Disabilities",34,1.3,9.7
"Killingly School District","=""0690011""","Other Health Impairment",69,2.7,19.7
"Killingly School District","=""0690011""","Speech Language Impairment",77,3.1,21.9
"Lebanon School District","=""0710011""","All Disabilities",141,11.4,100.0
"Lebanon School District","=""0710011""","Autism",10,0.8,7.1
"Lebanon School District","=""0710011""","Emotional Disturbance",10,0.8,7.1
"Lebanon School District","=""0710011""","Intellectual Disability",14,1.1,9.9
"Lebanon School District","=""0710011""","Learning Disability",48,3.9,34.0
"Lebanon School District","=""0710011""","Other Disabilities",6,0.5,4.3
"Lebanon School District","=""0710011""","Other Health Impairment",26,2.1,18.4
"Lebanon School District","=""0710011""","Speech Language Impairment",27,2.2,19.1
"Ledyard School District","=""0720011""","All Disabilities",322,12.9,100.0
"Ledyard School District","=""0720011""","Autism",50,2.0,15.5
"Ledyard School District","=""0720011""","Emotional Disturbance",25,1.0,7.8
"Ledyard School District","=""0720011""","Intellectual Disability",11,0.4,3.4
"Ledyard School District","=""0720011""","Learning Disability",84,3.4,26.1
"Ledyard School District","=""0720011""","Other Disabilities",39,1.6,12.1
"Ledyard School District","=""0720011""","Other Health Impairment",66,2.6,20.5
"Ledyard School District","=""0720011""","Speech Language Impairment",47,1.9,14.6
"Lisbon School District","=""0730011""","All Disabilities",81,11.6,100.0
"Lisbon School District","=""0730011""","Autism",10,1.4,12.3
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability",6,0.9,7.4
"Lisbon School District","=""0730011""","Learning Disability",22,3.2,27.2
"Lisbon School District","=""0730011""","Other Disabilities",8,1.1,9.9
"Lisbon School District","=""0730011""","Other Health Impairment","*","*","*"
"Lisbon School District","=""0730011""","Speech Language Impairment",26,3.7,32.1
"Litchfield School District","=""0740011""","All Disabilities",118,10.0,100.0
"Litchfield School District","=""0740011""","Autism",6,0.5,5.1
"Litchfield School District","=""0740011""","Emotional Disturbance","*","*","*"
"Litchfield School District","=""0740011""","Intellectual Disability","*","*","*"
"Litchfield School District","=""0740011""","Learning Disability",42,3.6,35.6
"Litchfield School District","=""0740011""","Other Disabilities","*","*","*"
"Litchfield School District","=""0740011""","Other Health Impairment",23,1.9,19.5
"Litchfield School District","=""0740011""","Speech Language Impairment",36,3.0,30.5
"Madison School District","=""0760011""","All Disabilities",363,10.1,100.0
"Madison School District","=""0760011""","Autism",40,1.1,11.0
"Madison School District","=""0760011""","Emotional Disturbance",25,0.7,6.9
"Madison School District","=""0760011""","Intellectual Disability",8,0.2,2.2
"Madison School District","=""0760011""","Learning Disability",151,4.2,41.6
"Madison School District","=""0760011""","Other Disabilities",19,0.5,5.2
"Madison School District","=""0760011""","Other Health Impairment",92,2.6,25.3
"Madison School District","=""0760011""","Speech Language Impairment",28,0.8,7.7
"Manchester School District","=""0770011""","All Disabilities",951,13.0,100.0
"Manchester School District","=""0770011""","Autism",72,1.0,7.6
"Manchester School District","=""0770011""","Emotional Disturbance",109,1.5,11.5
"Manchester School District","=""0770011""","Intellectual Disability",23,0.3,2.4
"Manchester School District","=""0770011""","Learning Disability",295,4.0,31.0
"Manchester School District","=""0770011""","Other Disabilities",99,1.4,10.4
"Manchester School District","=""0770011""","Other Health Impairment",153,2.1,16.1
"Manchester School District","=""0770011""","Speech Language Impairment",200,2.7,21.0
"Mansfield School District","=""0780011""","All Disabilities",147,11.9,100.0
"Mansfield School District","=""0780011""","Autism",14,1.1,9.5
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",58,4.7,39.5
"Mansfield School District","=""0780011""","Other Disabilities",16,1.3,10.9
"Mansfield School District","=""0780011""","Other Health Impairment",25,2.0,17.0
"Mansfield School District","=""0780011""","Speech Language Impairment",27,2.2,18.4
"Marlborough School District","=""0790011""","All Disabilities",36,5.5,100.0
"Marlborough School District","=""0790011""","Autism","*","*","*"
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Intellectual Disability","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",16,2.4,44.4
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",6,0.9,16.7
"Marlborough School District","=""0790011""","Speech Language Impairment","*","*","*"
"Meriden School District","=""0800011""","All Disabilities",1198,13.4,100.0
"Meriden School District","=""0800011""","Autism",86,1.0,7.2
"Meriden School District","=""0800011""","Emotional Disturbance",138,1.5,11.5
"Meriden School District","=""0800011""","Intellectual Disability",66,0.7,5.5
"Meriden School District","=""0800011""","Learning Disability",370,4.2,30.9
"Meriden School District","=""0800011""","Other Disabilities",142,1.6,11.9
"Meriden School District","=""0800011""","Other Health Impairment",216,2.4,18.0
"Meriden School District","=""0800011""","Speech Language Impairment",180,2.0,15.0
"Middletown School District","=""0830011""","All Disabilities",602,11.3,100.0
"Middletown School District","=""0830011""","Autism",48,0.9,8.0
"Middletown School District","=""0830011""","Emotional Disturbance",64,1.2,10.6
"Middletown School District","=""0830011""","Intellectual Disability",35,0.7,5.8
"Middletown School District","=""0830011""","Learning Disability",170,3.2,28.2
"Middletown School District","=""0830011""","Other Disabilities",48,0.9,8.0
"Middletown School District","=""0830011""","Other Health Impairment",109,2.0,18.1
"Middletown School District","=""0830011""","Speech Language Impairment",128,2.4,21.3
"Milford School District","=""0840011""","All Disabilities",845,12.1,100.0
"Milford School District","=""0840011""","Autism",84,1.2,9.9
"Milford School District","=""0840011""","Emotional Disturbance",88,1.3,10.4
"Milford School District","=""0840011""","Intellectual Disability",20,0.3,2.4
"Milford School District","=""0840011""","Learning Disability",146,2.1,17.3
"Milford School District","=""0840011""","Other Disabilities",61,0.9,7.2
"Milford School District","=""0840011""","Other Health Impairment",196,2.8,23.2
"Milford School District","=""0840011""","Speech Language Impairment",250,3.6,29.6
"Monroe School District","=""0850011""","All Disabilities",337,9.0,100.0
"Monroe School District","=""0850011""","Autism",28,0.7,8.3
"Monroe School District","=""0850011""","Emotional Disturbance",13,0.3,3.9
"Monroe School District","=""0850011""","Intellectual Disability",17,0.5,5.0
"Monroe School District","=""0850011""","Learning Disability",131,3.5,38.9
"Monroe School District","=""0850011""","Other Disabilities",18,0.5,5.3
"Monroe School District","=""0850011""","Other Health Impairment",75,2.0,22.3
"Monroe School District","=""0850011""","Speech Language Impairment",55,1.5,16.3
"Montville School District","=""0860011""","All Disabilities",275,10.2,100.0
"Montville School District","=""0860011""","Autism",27,1.0,9.8
"Montville School District","=""0860011""","Emotional Disturbance",31,1.2,11.3
"Montville School District","=""0860011""","Intellectual Disability",14,0.5,5.1
"Montville School District","=""0860011""","Learning Disability",70,2.6,25.5
"Montville School District","=""0860011""","Other Disabilities",25,0.9,9.1
"Montville School District","=""0860011""","Other Health Impairment",49,1.8,17.8
"Montville School District","=""0860011""","Speech Language Impairment",59,2.2,21.5
"Naugatuck School District","=""0880011""","All Disabilities",532,11.2,100.0
"Naugatuck School District","=""0880011""","Autism",46,1.0,8.6
"Naugatuck School District","=""0880011""","Emotional Disturbance",28,0.6,5.3
"Naugatuck School District","=""0880011""","Intellectual Disability",24,0.5,4.5
"Naugatuck School District","=""0880011""","Learning Disability",184,3.9,34.6
"Naugatuck School District","=""0880011""","Other Disabilities",41,0.9,7.7
"Naugatuck School District","=""0880011""","Other Health Impairment",109,2.3,20.5
"Naugatuck School District","=""0880011""","Speech Language Impairment",100,2.1,18.8
"New Britain School District","=""0890011""","All Disabilities",1467,13.8,100.0
"New Britain School District","=""0890011""","Autism",121,1.1,8.2
"New Britain School District","=""0890011""","Emotional Disturbance",118,1.1,8.0
"New Britain School District","=""0890011""","Intellectual Disability",95,0.9,6.5
"New Britain School District","=""0890011""","Learning Disability",474,4.5,32.3
"New Britain School District","=""0890011""","Other Disabilities",145,1.4,9.9
"New Britain School District","=""0890011""","Other Health Impairment",316,3.0,21.5
"New Britain School District","=""0890011""","Speech Language Impairment",198,1.9,13.5
"New Canaan School District","=""0900011""","All Disabilities",410,10.0,100.0
"New Canaan School District","=""0900011""","Autism",39,0.9,9.5
"New Canaan School District","=""0900011""","Emotional Disturbance","*","*","*"
"New Canaan School District","=""0900011""","Intellectual Disability","*","*","*"
"New Canaan School District","=""0900011""","Learning Disability",120,2.9,29.3
"New Canaan School District","=""0900011""","Other Disabilities",20,0.5,4.9
"New Canaan School District","=""0900011""","Other Health Impairment",83,2.0,20.2
"New Canaan School District","=""0900011""","Speech Language Impairment",136,3.3,33.2
"New Fairfield School District","=""0910011""","All Disabilities",297,10.5,100.0
"New Fairfield School District","=""0910011""","Autism",18,0.6,6.1
"New Fairfield School District","=""0910011""","Emotional Disturbance","*","*","*"
"New Fairfield School District","=""0910011""","Intellectual Disability","*","*","*"
"New Fairfield School District","=""0910011""","Learning Disability",108,3.8,36.4
"New Fairfield School District","=""0910011""","Other Disabilities",34,1.2,11.4
"New Fairfield School District","=""0910011""","Other Health Impairment",64,2.3,21.5
"New Fairfield School District","=""0910011""","Speech Language Impairment",51,1.8,17.2
"New Hartford School District","=""0920011""","All Disabilities",63,10.6,100.0
"New Hartford School District","=""0920011""","Autism","*","*","*"
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",10,1.7,15.9
"New Hartford School District","=""0920011""","Other Disabilities",6,1.0,9.5
"New Hartford School District","=""0920011""","Other Health Impairment",12,2.0,19.0
"New Hartford School District","=""0920011""","Speech Language Impairment",28,4.7,44.4
"New Haven School District","=""0930011""","All Disabilities",2126,11.9,100.0
"New Haven School District","=""0930011""","Autism",189,1.1,8.9
"New Haven School District","=""0930011""","Emotional Disturbance",248,1.4,11.7
"New Haven School District","=""0930011""","Intellectual Disability",136,0.8,6.4
"New Haven School District","=""0930011""","Learning Disability",689,3.9,32.4
"New Haven School District","=""0930011""","Other Disabilities",131,0.7,6.2
"New Haven School District","=""0930011""","Other Health Impairment",388,2.2,18.3
"New Haven School District","=""0930011""","Speech Language Impairment",345,1.9,16.2
"New London School District","=""0950011""","All Disabilities",577,16.7,100.0
"New London School District","=""0950011""","Autism",52,1.5,9.0
"New London School District","=""0950011""","Emotional Disturbance",52,1.5,9.0
"New London School District","=""0950011""","Intellectual Disability",28,0.8,4.9
"New London School District","=""0950011""","Learning Disability",158,4.6,27.4
"New London School District","=""0950011""","Other Disabilities",34,1.0,5.9
"New London School District","=""0950011""","Other Health Impairment",138,4.0,23.9
"New London School District","=""0950011""","Speech Language Impairment",115,3.3,19.9
"New Milford School District","=""0960011""","All Disabilities",643,13.9,100.0
"New Milford School District","=""0960011""","Autism",74,1.6,11.5
"New Milford School District","=""0960011""","Emotional Disturbance",54,1.2,8.4
"New Milford School District","=""0960011""","Intellectual Disability",14,0.3,2.2
"New Milford School District","=""0960011""","Learning Disability",191,4.1,29.7
"New Milford School District","=""0960011""","Other Disabilities",55,1.2,8.6
"New Milford School District","=""0960011""","Other Health Impairment",139,3.0,21.6
"New Milford School District","=""0960011""","Speech Language Impairment",116,2.5,18.0
"Newington School District","=""0940011""","All Disabilities",509,11.4,100.0
"Newington School District","=""0940011""","Autism",52,1.2,10.2
"Newington School District","=""0940011""","Emotional Disturbance",27,0.6,5.3
"Newington School District","=""0940011""","Intellectual Disability",20,0.4,3.9
"Newington School District","=""0940011""","Learning Disability",222,5.0,43.6
"Newington School District","=""0940011""","Other Disabilities",43,1.0,8.4
"Newington School District","=""0940011""","Other Health Impairment",61,1.4,12.0
"Newington School District","=""0940011""","Speech Language Impairment",84,1.9,16.5
"Newtown School District","=""0970011""","All Disabilities",431,7.9,100.0
"Newtown School District","=""0970011""","Autism",76,1.4,17.6
"Newtown School District","=""0970011""","Emotional Disturbance",21,0.4,4.9
"Newtown School District","=""0970011""","Intellectual Disability",14,0.3,3.2
"Newtown School District","=""0970011""","Learning Disability",133,2.5,30.9
"Newtown School District","=""0970011""","Other Disabilities",34,0.6,7.9
"Newtown School District","=""0970011""","Other Health Impairment",69,1.3,16.0
"Newtown School District","=""0970011""","Speech Language Impairment",84,1.5,19.5
"Norfolk School District","=""0980011""","All Disabilities",16,13.8,100.0
"Norfolk School District","=""0980011""","Autism","*","*","*"
"Norfolk School District","=""0980011""","Learning Disability","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",8,6.9,50.0
"North Branford School District","=""0990011""","All Disabilities",295,12.6,100.0
"North Branford School District","=""0990011""","Autism",19,0.8,6.4
"North Branford School District","=""0990011""","Emotional Disturbance",25,1.1,8.5
"North Branford School District","=""0990011""","Intellectual Disability",11,0.5,3.7
"North Branford School District","=""0990011""","Learning Disability",89,3.8,30.2
"North Branford School District","=""0990011""","Other Disabilities",10,0.4,3.4
"North Branford School District","=""0990011""","Other Health Impairment",47,2.0,15.9
"North Branford School District","=""0990011""","Speech Language Impairment",94,4.0,31.9
"North Canaan School District","=""1000011""","All Disabilities",35,11.9,100.0
"North Canaan School District","=""1000011""","Autism","*","*","*"
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",7,2.4,20.0
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment","*","*","*"
"North Canaan School District","=""1000011""","Speech Language Impairment",16,5.4,45.7
"North Haven School District","=""1010011""","All Disabilities",385,10.5,100.0
"North Haven School District","=""1010011""","Autism",50,1.4,13.0
"North Haven School District","=""1010011""","Emotional Disturbance",44,1.2,11.4
"North Haven School District","=""1010011""","Intellectual Disability",15,0.4,3.9
"North Haven School District","=""1010011""","Learning Disability",101,2.8,26.2
"North Haven School District","=""1010011""","Other Disabilities",24,0.7,6.2
"North Haven School District","=""1010011""","Other Health Impairment",67,1.8,17.4
"North Haven School District","=""1010011""","Speech Language Impairment",84,2.3,21.8
"North Stonington School District","=""1020011""","All Disabilities",69,8.7,100.0
"North Stonington School District","=""1020011""","Autism","*","*","*"
"North Stonington School District","=""1020011""","Emotional Disturbance","*","*","*"
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",25,3.1,36.2
"North Stonington School District","=""1020011""","Other Disabilities","*","*","*"
"North Stonington School District","=""1020011""","Other Health Impairment",20,2.5,29.0
"North Stonington School District","=""1020011""","Speech Language Impairment",15,1.9,21.7
"Norwalk School District","=""1030011""","All Disabilities",1141,10.1,100.0
"Norwalk School District","=""1030011""","Autism",100,0.9,8.8
"Norwalk School District","=""1030011""","Emotional Disturbance",33,0.3,2.9
"Norwalk School District","=""1030011""","Intellectual Disability",33,0.3,2.9
"Norwalk School District","=""1030011""","Learning Disability",463,4.1,40.6
"Norwalk School District","=""1030011""","Other Disabilities",82,0.7,7.2
"Norwalk School District","=""1030011""","Other Health Impairment",183,1.6,16.0
"Norwalk School District","=""1030011""","Speech Language Impairment",247,2.2,21.6
"Norwich School District","=""1040011""","All Disabilities",842,15.2,100.0
"Norwich School District","=""1040011""","Autism",41,0.7,4.9
"Norwich School District","=""1040011""","Emotional Disturbance",124,2.2,14.7
"Norwich School District","=""1040011""","Intellectual Disability",44,0.8,5.2
"Norwich School District","=""1040011""","Learning Disability",268,4.9,31.8
"Norwich School District","=""1040011""","Other Disabilities",84,1.5,10.0
"Norwich School District","=""1040011""","Other Health Impairment",154,2.8,18.3
"Norwich School District","=""1040011""","Speech Language Impairment",127,2.3,15.1
"Old Saybrook School District","=""1060011""","All Disabilities",166,10.9,100.0
"Old Saybrook School District","=""1060011""","Autism",21,1.4,12.7
"Old Saybrook School District","=""1060011""","Emotional Disturbance",9,0.6,5.4
"Old Saybrook School District","=""1060011""","Intellectual Disability",6,0.4,3.6
"Old Saybrook School District","=""1060011""","Learning Disability",38,2.5,22.9
"Old Saybrook School District","=""1060011""","Other Disabilities",13,0.9,7.8
"Old Saybrook School District","=""1060011""","Other Health Impairment",48,3.1,28.9
"Old Saybrook School District","=""1060011""","Speech Language Impairment",31,2.0,18.7
"Orange School District","=""1070011""","All Disabilities",125,9.9,100.0
"Orange School District","=""1070011""","Autism",15,1.2,12.0
"Orange School District","=""1070011""","Emotional Disturbance","*","*","*"
"Orange School District","=""1070011""","Learning Disability",44,3.5,35.2
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",13,1.0,10.4
"Orange School District","=""1070011""","Speech Language Impairment",45,3.6,36.0
"Oxford School District","=""1080011""","All Disabilities",138,6.2,100.0
"Oxford School District","=""1080011""","Autism",20,0.9,14.5
"Oxford School District","=""1080011""","Emotional Disturbance","*","*","*"
"Oxford School District","=""1080011""","Intellectual Disability","*","*","*"
"Oxford School District","=""1080011""","Learning Disability",54,2.4,39.1
"Oxford School District","=""1080011""","Other Disabilities",12,0.5,8.7
"Oxford School District","=""1080011""","Other Health Impairment",20,0.9,14.5
"Oxford School District","=""1080011""","Speech Language Impairment",21,0.9,15.2
"Plainfield School District","=""1090011""","All Disabilities",287,11.5,100.0
"Plainfield School District","=""1090011""","Autism",40,1.6,13.9
"Plainfield School District","=""1090011""","Emotional Disturbance",33,1.3,11.5
"Plainfield School District","=""1090011""","Intellectual Disability",15,0.6,5.2
"Plainfield School District","=""1090011""","Learning Disability",75,3.0,26.1
"Plainfield School District","=""1090011""","Other Disabilities",29,1.2,10.1
"Plainfield School District","=""1090011""","Other Health Impairment",57,2.3,19.9
"Plainfield School District","=""1090011""","Speech Language Impairment",38,1.5,13.2
"Plainville School District","=""1100011""","All Disabilities",324,13.0,100.0
"Plainville School District","=""1100011""","Autism","*","*","*"
"Plainville School District","=""1100011""","Emotional Disturbance",33,1.3,10.2
"Plainville School District","=""1100011""","Intellectual Disability","*","*","*"
"Plainville School District","=""1100011""","Learning Disability",96,3.9,29.6
"Plainville School District","=""1100011""","Other Disabilities",39,1.6,12.0
"Plainville School District","=""1100011""","Other Health Impairment",79,3.2,24.4
"Plainville School District","=""1100011""","Speech Language Impairment",51,2.0,15.7
"Plymouth School District","=""1110011""","All Disabilities",236,12.8,100.0
"Plymouth School District","=""1110011""","Autism",23,1.2,9.7
"Plymouth School District","=""1110011""","Emotional Disturbance",33,1.8,14.0
"Plymouth School District","=""1110011""","Intellectual Disability",7,0.4,3.0
"Plymouth School District","=""1110011""","Learning Disability",62,3.4,26.3
"Plymouth School District","=""1110011""","Other Disabilities",16,0.9,6.8
"Plymouth School District","=""1110011""","Other Health Impairment",57,3.1,24.2
"Plymouth School District","=""1110011""","Speech Language Impairment",38,2.1,16.1
"Pomfret School District","=""1120011""","All Disabilities",84,11.9,100.0
"Pomfret School District","=""1120011""","Autism",11,1.6,13.1
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability",6,0.8,7.1
"Pomfret School District","=""1120011""","Learning Disability",31,4.4,36.9
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment","*","*","*"
"Pomfret School District","=""1120011""","Speech Language Impairment",26,3.7,31.0
"Portland School District","=""1130011""","All Disabilities",102,7.1,100.0
"Portland School District","=""1130011""","Autism",14,1.0,13.7
"Portland School District","=""1130011""","Emotional Disturbance","*","*","*"
"Portland School District","=""1130011""","Intellectual Disability","*","*","*"
"Portland School District","=""1130011""","Learning Disability",27,1.9,26.5
"Portland School District","=""1130011""","Other Disabilities",9,0.6,8.8
"Portland School District","=""1130011""","Other Health Impairment",22,1.5,21.6
"Portland School District","=""1130011""","Speech Language Impairment",20,1.4,19.6
"Preston School District","=""1140011""","All Disabilities",105,15.9,100.0
"Preston School District","=""1140011""","Autism",16,2.4,15.2
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",20,3.0,19.0
"Preston School District","=""1140011""","Other Disabilities",12,1.8,11.4
"Preston School District","=""1140011""","Other Health Impairment",20,3.0,19.0
"Preston School District","=""1140011""","Speech Language Impairment",28,4.2,26.7
"Putnam School District","=""1160011""","All Disabilities",192,15.7,100.0
"Putnam School District","=""1160011""","Autism",25,2.0,13.0
"Putnam School District","=""1160011""","Emotional Disturbance","*","*","*"
"Putnam School District","=""1160011""","Intellectual Disability",20,1.6,10.4
"Putnam School District","=""1160011""","Learning Disability",56,4.6,29.2
"Putnam School District","=""1160011""","Other Disabilities","*","*","*"
"Putnam School District","=""1160011""","Other Health Impairment",23,1.9,12.0
"Putnam School District","=""1160011""","Speech Language Impairment",52,4.3,27.1
"Redding School District","=""1170011""","All Disabilities",141,11.8,100.0
"Redding School District","=""1170011""","Autism",19,1.6,13.5
"Redding School District","=""1170011""","Emotional Disturbance","*","*","*"
"Redding School District","=""1170011""","Intellectual Disability","*","*","*"
"Redding School District","=""1170011""","Learning Disability",34,2.8,24.1
"Redding School District","=""1170011""","Other Disabilities",6,0.5,4.3
"Redding School District","=""1170011""","Other Health Impairment",35,2.9,24.8
"Redding School District","=""1170011""","Speech Language Impairment",44,3.7,31.2
"Regional School District 01","=""2010012""","All Disabilities",68,13.3,100.0
"Regional School District 01","=""2010012""","Autism",8,1.6,11.8
"Regional School District 01","=""2010012""","Emotional Disturbance",6,1.2,8.8
"Regional School District 01","=""2010012""","Intellectual Disability","*","*","*"
"Regional School District 01","=""2010012""","Learning Disability",33,6.4,48.5
"Regional School District 01","=""2010012""","Other Disabilities",10,2.0,14.7
"Regional School District 01","=""2010012""","Other Health Impairment",9,1.8,13.2
"Regional School District 01","=""2010012""","Speech Language Impairment","*","*","*"
"Regional School District 04","=""2040012""","All Disabilities",135,13.7,100.0
"Regional School District 04","=""2040012""","Autism",13,1.3,9.6
"Regional School District 04","=""2040012""","Emotional Disturbance","*","*","*"
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",64,6.5,47.4
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",32,3.2,23.7
"Regional School District 04","=""2040012""","Speech Language Impairment",15,1.5,11.1
"Regional School District 05","=""2050012""","All Disabilities",285,11.3,100.0
"Regional School District 05","=""2050012""","Autism",43,1.7,15.1
"Regional School District 05","=""2050012""","Emotional Disturbance",15,0.6,5.3
"Regional School District 05","=""2050012""","Intellectual Disability",12,0.5,4.2
"Regional School District 05","=""2050012""","Learning Disability",104,4.1,36.5
"Regional School District 05","=""2050012""","Other Disabilities",11,0.4,3.9
"Regional School District 05","=""2050012""","Other Health Impairment",67,2.7,23.5
"Regional School District 05","=""2050012""","Speech Language Impairment",33,1.3,11.6
"Regional School District 06","=""2060012""","All Disabilities",104,11.0,100.0
"Regional School District 06","=""2060012""","Autism","*","*","*"
"Regional School District 06","=""2060012""","Emotional Disturbance",9,1.0,8.7
"Regional School District 06","=""2060012""","Intellectual Disability",7,0.7,6.7
"Regional School District 06","=""2060012""","Learning Disability",44,4.7,42.3
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",19,2.0,18.3
"Regional School District 06","=""2060012""","Speech Language Impairment",16,1.7,15.4
"Regional School District 07","=""2070012""","All Disabilities",125,11.6,100.0
"Regional School District 07","=""2070012""","Autism",12,1.1,9.6
"Regional School District 07","=""2070012""","Emotional Disturbance",20,1.8,16.0
"Regional School District 07","=""2070012""","Intellectual Disability","*","*","*"
"Regional School District 07","=""2070012""","Learning Disability",43,4.0,34.4
"Regional School District 07","=""2070012""","Other Disabilities","*","*","*"
"Regional School District 07","=""2070012""","Other Health Impairment",30,2.8,24.0
"Regional School District 07","=""2070012""","Speech Language Impairment",13,1.2,10.4
"Regional School District 08","=""2080012""","All Disabilities",242,13.1,100.0
"Regional School District 08","=""2080012""","Autism",15,0.8,6.2
"Regional School District 08","=""2080012""","Emotional Disturbance",25,1.4,10.3
