"Primary Disability (K-12), 2012-13"
"All Districts"

"",,,"2012-13",,
"Guilford School District","=""0600011""","Intellectual Disability",16,0.4,4.4
"Guilford School District","=""0600011""","Learning Disability",112,3.1,30.5
"Guilford School District","=""0600011""","Other Disabilities",17,0.5,4.6
"Guilford School District","=""0600011""","Other Health Impairment",76,2.1,20.7
"Guilford School District","=""0600011""","Speech Language Impairment",43,1.2,11.7
"Hamden School District","=""0620011""","All Disabilities",807,12.0,100.0
"Hamden School District","=""0620011""","Autism",113,1.7,14.0
"Hamden School District","=""0620011""","Emotional Disturbance",64,1.0,7.9
"Hamden School District","=""0620011""","Intellectual Disability",26,0.4,3.2
"Hamden School District","=""0620011""","Learning Disability",232,3.4,28.7
"Hamden School District","=""0620011""","Other Disabilities",61,0.9,7.6
"Hamden School District","=""0620011""","Other Health Impairment",163,2.4,20.2
"Hamden School District","=""0620011""","Speech Language Impairment",148,2.2,18.3
"Hampton School District","=""0630011""","All Disabilities",18,18.4,100.0
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment",9,9.2,50.0
"Hartford School District","=""0640011""","All Disabilities",3388,16.6,100.0
"Hartford School District","=""0640011""","Autism",276,1.4,8.1
"Hartford School District","=""0640011""","Emotional Disturbance",340,1.7,10.0
"Hartford School District","=""0640011""","Intellectual Disability",161,0.8,4.8
"Hartford School District","=""0640011""","Learning Disability",1368,6.7,40.4
"Hartford School District","=""0640011""","Other Disabilities",252,1.2,7.4
"Hartford School District","=""0640011""","Other Health Impairment",486,2.4,14.3
"Hartford School District","=""0640011""","Speech Language Impairment",505,2.5,14.9
"Hartland School District","=""0650011""","All Disabilities",29,9.9,100.0
"Hartland School District","=""0650011""","Autism","*","*","*"
"Hartland School District","=""0650011""","Emotional Disturbance","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",11,3.7,37.9
"Hartland School District","=""0650011""","Other Health Impairment","*","*","*"
"Hartland School District","=""0650011""","Speech Language Impairment",11,3.7,37.9
"Hebron School District","=""0670011""","All Disabilities",106,11.5,100.0
"Hebron School District","=""0670011""","Autism",7,0.8,6.6
"Hebron School District","=""0670011""","Emotional Disturbance",6,0.7,5.7
"Hebron School District","=""0670011""","Learning Disability",28,3.0,26.4
"Hebron School District","=""0670011""","Other Disabilities",13,1.4,12.3
"Hebron School District","=""0670011""","Other Health Impairment",17,1.8,16.0
"Hebron School District","=""0670011""","Speech Language Impairment",35,3.8,33.0
"Kent School District","=""0680011""","All Disabilities",28,11.0,100.0
"Kent School District","=""0680011""","Autism",6,2.4,21.4
"Kent School District","=""0680011""","Intellectual Disability","*","*","*"
"Kent School District","=""0680011""","Learning Disability",15,5.9,53.6
"Kent School District","=""0680011""","Other Disabilities","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment","*","*","*"
"Killingly School District","=""0690011""","All Disabilities",367,14.9,100.0
"Killingly School District","=""0690011""","Autism",48,2.0,13.1
"Killingly School District","=""0690011""","Emotional Disturbance",41,1.7,11.2
"Killingly School District","=""0690011""","Intellectual Disability",18,0.7,4.9
"Killingly School District","=""0690011""","Learning Disability",69,2.8,18.8
"Killingly School District","=""0690011""","Other Disabilities",36,1.5,9.8
"Killingly School District","=""0690011""","Other Health Impairment",89,3.6,24.3
"Killingly School District","=""0690011""","Speech Language Impairment",66,2.7,18.0
"Lebanon School District","=""0710011""","All Disabilities",151,13.3,100.0
"Lebanon School District","=""0710011""","Autism",16,1.4,10.6
"Lebanon School District","=""0710011""","Emotional Disturbance","*","*","*"
"Lebanon School District","=""0710011""","Intellectual Disability",11,1.0,7.3
"Lebanon School District","=""0710011""","Learning Disability",62,5.5,41.1
"Lebanon School District","=""0710011""","Other Disabilities","*","*","*"
"Lebanon School District","=""0710011""","Other Health Impairment",27,2.4,17.9
"Lebanon School District","=""0710011""","Speech Language Impairment",28,2.5,18.5
"Ledyard School District","=""0720011""","All Disabilities",334,13.5,100.0
"Ledyard School District","=""0720011""","Autism",50,2.0,15.0
"Ledyard School District","=""0720011""","Emotional Disturbance","*","*","*"
"Ledyard School District","=""0720011""","Intellectual Disability","*","*","*"
"Ledyard School District","=""0720011""","Learning Disability",83,3.4,24.9
"Ledyard School District","=""0720011""","Other Disabilities",42,1.7,12.6
"Ledyard School District","=""0720011""","Other Health Impairment",72,2.9,21.6
"Ledyard School District","=""0720011""","Speech Language Impairment",51,2.1,15.3
"Lisbon School District","=""0730011""","All Disabilities",81,13.1,100.0
"Lisbon School District","=""0730011""","Autism",8,1.3,9.9
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability","*","*","*"
"Lisbon School District","=""0730011""","Learning Disability",25,4.0,30.9
"Lisbon School District","=""0730011""","Other Disabilities","*","*","*"
"Lisbon School District","=""0730011""","Other Health Impairment",14,2.3,17.3
"Lisbon School District","=""0730011""","Speech Language Impairment",23,3.7,28.4
"Litchfield School District","=""0740011""","All Disabilities",120,11.5,100.0
"Litchfield School District","=""0740011""","Autism",6,0.6,5.0
"Litchfield School District","=""0740011""","Emotional Disturbance","*","*","*"
"Litchfield School District","=""0740011""","Intellectual Disability","*","*","*"
"Litchfield School District","=""0740011""","Learning Disability",48,4.6,40.0
"Litchfield School District","=""0740011""","Other Disabilities",7,0.7,5.8
"Litchfield School District","=""0740011""","Other Health Impairment",26,2.5,21.7
"Litchfield School District","=""0740011""","Speech Language Impairment",27,2.6,22.5
"Madison School District","=""0760011""","All Disabilities",352,10.5,100.0
"Madison School District","=""0760011""","Autism",49,1.5,13.9
"Madison School District","=""0760011""","Emotional Disturbance",16,0.5,4.5
"Madison School District","=""0760011""","Intellectual Disability",8,0.2,2.3
"Madison School District","=""0760011""","Learning Disability",140,4.2,39.8
"Madison School District","=""0760011""","Other Disabilities",19,0.6,5.4
"Madison School District","=""0760011""","Other Health Impairment",95,2.8,27.0
"Madison School District","=""0760011""","Speech Language Impairment",25,0.7,7.1
"Manchester School District","=""0770011""","All Disabilities",940,13.3,100.0
"Manchester School District","=""0770011""","Autism",97,1.4,10.3
"Manchester School District","=""0770011""","Emotional Disturbance",96,1.4,10.2
"Manchester School District","=""0770011""","Intellectual Disability",20,0.3,2.1
"Manchester School District","=""0770011""","Learning Disability",291,4.1,31.0
"Manchester School District","=""0770011""","Other Disabilities",83,1.2,8.8
"Manchester School District","=""0770011""","Other Health Impairment",164,2.3,17.4
"Manchester School District","=""0770011""","Speech Language Impairment",189,2.7,20.1
"Mansfield School District","=""0780011""","All Disabilities",141,11.5,100.0
"Mansfield School District","=""0780011""","Autism",14,1.1,9.9
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",54,4.4,38.3
"Mansfield School District","=""0780011""","Other Disabilities",14,1.1,9.9
"Mansfield School District","=""0780011""","Other Health Impairment",23,1.9,16.3
"Mansfield School District","=""0780011""","Speech Language Impairment",24,2.0,17.0
"Marlborough School District","=""0790011""","All Disabilities",58,9.2,100.0
"Marlborough School District","=""0790011""","Autism",6,0.9,10.3
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Intellectual Disability","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",31,4.9,53.4
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",6,0.9,10.3
"Marlborough School District","=""0790011""","Speech Language Impairment",9,1.4,15.5
"Meriden School District","=""0800011""","All Disabilities",1295,14.4,100.0
"Meriden School District","=""0800011""","Autism",127,1.4,9.8
"Meriden School District","=""0800011""","Emotional Disturbance",156,1.7,12.0
"Meriden School District","=""0800011""","Intellectual Disability",52,0.6,4.0
"Meriden School District","=""0800011""","Learning Disability",440,4.9,34.0
"Meriden School District","=""0800011""","Other Disabilities",132,1.5,10.2
"Meriden School District","=""0800011""","Other Health Impairment",239,2.7,18.5
"Meriden School District","=""0800011""","Speech Language Impairment",149,1.7,11.5
"Middletown School District","=""0830011""","All Disabilities",594,11.5,100.0
"Middletown School District","=""0830011""","Autism",57,1.1,9.6
"Middletown School District","=""0830011""","Emotional Disturbance",68,1.3,11.4
"Middletown School District","=""0830011""","Intellectual Disability",33,0.6,5.6
"Middletown School District","=""0830011""","Learning Disability",158,3.1,26.6
"Middletown School District","=""0830011""","Other Disabilities",45,0.9,7.6
"Middletown School District","=""0830011""","Other Health Impairment",96,1.9,16.2
"Middletown School District","=""0830011""","Speech Language Impairment",137,2.7,23.1
"Milford School District","=""0840011""","All Disabilities",831,12.4,100.0
"Milford School District","=""0840011""","Autism",86,1.3,10.3
"Milford School District","=""0840011""","Emotional Disturbance",85,1.3,10.2
"Milford School District","=""0840011""","Intellectual Disability",16,0.2,1.9
"Milford School District","=""0840011""","Learning Disability",149,2.2,17.9
"Milford School District","=""0840011""","Other Disabilities",70,1.0,8.4
"Milford School District","=""0840011""","Other Health Impairment",215,3.2,25.9
"Milford School District","=""0840011""","Speech Language Impairment",210,3.1,25.3
"Monroe School District","=""0850011""","All Disabilities",365,10.4,100.0
"Monroe School District","=""0850011""","Autism",35,1.0,9.6
"Monroe School District","=""0850011""","Emotional Disturbance",22,0.6,6.0
"Monroe School District","=""0850011""","Intellectual Disability",18,0.5,4.9
"Monroe School District","=""0850011""","Learning Disability",131,3.7,35.9
"Monroe School District","=""0850011""","Other Disabilities",14,0.4,3.8
"Monroe School District","=""0850011""","Other Health Impairment",78,2.2,21.4
"Monroe School District","=""0850011""","Speech Language Impairment",67,1.9,18.4
"Montville School District","=""0860011""","All Disabilities",287,11.5,100.0
"Montville School District","=""0860011""","Autism",31,1.2,10.8
"Montville School District","=""0860011""","Emotional Disturbance",28,1.1,9.8
"Montville School District","=""0860011""","Intellectual Disability",10,0.4,3.5
"Montville School District","=""0860011""","Learning Disability",75,3.0,26.1
"Montville School District","=""0860011""","Other Disabilities",24,1.0,8.4
"Montville School District","=""0860011""","Other Health Impairment",60,2.4,20.9
"Montville School District","=""0860011""","Speech Language Impairment",59,2.4,20.6
"Naugatuck School District","=""0880011""","All Disabilities",582,12.7,100.0
"Naugatuck School District","=""0880011""","Autism",58,1.3,10.0
"Naugatuck School District","=""0880011""","Emotional Disturbance",30,0.7,5.2
"Naugatuck School District","=""0880011""","Intellectual Disability",23,0.5,4.0
"Naugatuck School District","=""0880011""","Learning Disability",224,4.9,38.5
"Naugatuck School District","=""0880011""","Other Disabilities",39,0.9,6.7
"Naugatuck School District","=""0880011""","Other Health Impairment",129,2.8,22.2
"Naugatuck School District","=""0880011""","Speech Language Impairment",79,1.7,13.6
"New Britain School District","=""0890011""","All Disabilities",1608,14.8,100.0
"New Britain School District","=""0890011""","Autism",142,1.3,8.8
"New Britain School District","=""0890011""","Emotional Disturbance",130,1.2,8.1
"New Britain School District","=""0890011""","Intellectual Disability",92,0.8,5.7
"New Britain School District","=""0890011""","Learning Disability",548,5.0,34.1
"New Britain School District","=""0890011""","Other Disabilities",163,1.5,10.1
"New Britain School District","=""0890011""","Other Health Impairment",353,3.2,22.0
"New Britain School District","=""0890011""","Speech Language Impairment",180,1.7,11.2
"New Canaan School District","=""0900011""","All Disabilities",384,9.1,100.0
"New Canaan School District","=""0900011""","Autism",47,1.1,12.2
"New Canaan School District","=""0900011""","Emotional Disturbance","*","*","*"
"New Canaan School District","=""0900011""","Intellectual Disability","*","*","*"
"New Canaan School District","=""0900011""","Learning Disability",108,2.6,28.1
"New Canaan School District","=""0900011""","Other Disabilities",25,0.6,6.5
"New Canaan School District","=""0900011""","Other Health Impairment",78,1.9,20.3
"New Canaan School District","=""0900011""","Speech Language Impairment",113,2.7,29.4
"New Fairfield School District","=""0910011""","All Disabilities",274,10.1,100.0
"New Fairfield School District","=""0910011""","Autism",15,0.6,5.5
"New Fairfield School District","=""0910011""","Emotional Disturbance",11,0.4,4.0
"New Fairfield School District","=""0910011""","Intellectual Disability",7,0.3,2.6
"New Fairfield School District","=""0910011""","Learning Disability",86,3.2,31.4
"New Fairfield School District","=""0910011""","Other Disabilities",36,1.3,13.1
"New Fairfield School District","=""0910011""","Other Health Impairment",66,2.4,24.1
"New Fairfield School District","=""0910011""","Speech Language Impairment",53,2.0,19.3
"New Hartford School District","=""0920011""","All Disabilities",57,10.0,100.0
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Intellectual Disability","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",14,2.5,24.6
"New Hartford School District","=""0920011""","Other Disabilities","*","*","*"
"New Hartford School District","=""0920011""","Other Health Impairment",13,2.3,22.8
"New Hartford School District","=""0920011""","Speech Language Impairment",20,3.5,35.1
"New Haven School District","=""0930011""","All Disabilities",2342,12.6,100.0
"New Haven School District","=""0930011""","Autism",219,1.2,9.4
"New Haven School District","=""0930011""","Emotional Disturbance",217,1.2,9.3
"New Haven School District","=""0930011""","Intellectual Disability",148,0.8,6.3
"New Haven School District","=""0930011""","Learning Disability",864,4.6,36.9
"New Haven School District","=""0930011""","Other Disabilities",141,0.8,6.0
"New Haven School District","=""0930011""","Other Health Impairment",479,2.6,20.5
"New Haven School District","=""0930011""","Speech Language Impairment",274,1.5,11.7
"New London School District","=""0950011""","All Disabilities",623,18.0,100.0
"New London School District","=""0950011""","Autism",62,1.8,10.0
"New London School District","=""0950011""","Emotional Disturbance",88,2.5,14.1
"New London School District","=""0950011""","Intellectual Disability",27,0.8,4.3
"New London School District","=""0950011""","Learning Disability",169,4.9,27.1
"New London School District","=""0950011""","Other Disabilities",36,1.0,5.8
"New London School District","=""0950011""","Other Health Impairment",144,4.2,23.1
"New London School District","=""0950011""","Speech Language Impairment",97,2.8,15.6
"New Milford School District","=""0960011""","All Disabilities",592,13.2,100.0
"New Milford School District","=""0960011""","Autism",81,1.8,13.7
"New Milford School District","=""0960011""","Emotional Disturbance",64,1.4,10.8
"New Milford School District","=""0960011""","Intellectual Disability",17,0.4,2.9
"New Milford School District","=""0960011""","Learning Disability",154,3.4,26.0
"New Milford School District","=""0960011""","Other Disabilities",59,1.3,10.0
"New Milford School District","=""0960011""","Other Health Impairment",145,3.2,24.5
"New Milford School District","=""0960011""","Speech Language Impairment",72,1.6,12.2
"Newington School District","=""0940011""","All Disabilities",540,12.2,100.0
"Newington School District","=""0940011""","Autism",64,1.4,11.9
"Newington School District","=""0940011""","Emotional Disturbance",32,0.7,5.9
"Newington School District","=""0940011""","Intellectual Disability",19,0.4,3.5
"Newington School District","=""0940011""","Learning Disability",211,4.8,39.1
"Newington School District","=""0940011""","Other Disabilities",56,1.3,10.4
"Newington School District","=""0940011""","Other Health Impairment",73,1.7,13.5
"Newington School District","=""0940011""","Speech Language Impairment",85,1.9,15.7
"Newtown School District","=""0970011""","All Disabilities",396,7.7,100.0
"Newtown School District","=""0970011""","Autism",80,1.6,20.2
"Newtown School District","=""0970011""","Emotional Disturbance",19,0.4,4.8
"Newtown School District","=""0970011""","Intellectual Disability",14,0.3,3.5
"Newtown School District","=""0970011""","Learning Disability",103,2.0,26.0
"Newtown School District","=""0970011""","Other Disabilities",28,0.5,7.1
"Newtown School District","=""0970011""","Other Health Impairment",66,1.3,16.7
"Newtown School District","=""0970011""","Speech Language Impairment",86,1.7,21.7
"Norfolk School District","=""0980011""","All Disabilities",18,16.5,100.0
"Norfolk School District","=""0980011""","Autism","*","*","*"
"Norfolk School District","=""0980011""","Learning Disability","*","*","*"
"Norfolk School District","=""0980011""","Other Disabilities","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",7,6.4,38.9
"North Branford School District","=""0990011""","All Disabilities",280,13.1,100.0
"North Branford School District","=""0990011""","Autism",23,1.1,8.2
"North Branford School District","=""0990011""","Emotional Disturbance",18,0.8,6.4
"North Branford School District","=""0990011""","Intellectual Disability",12,0.6,4.3
"North Branford School District","=""0990011""","Learning Disability",90,4.2,32.1
"North Branford School District","=""0990011""","Other Disabilities",15,0.7,5.4
"North Branford School District","=""0990011""","Other Health Impairment",52,2.4,18.6
"North Branford School District","=""0990011""","Speech Language Impairment",70,3.3,25.0
"North Canaan School District","=""1000011""","All Disabilities",43,14.3,100.0
"North Canaan School District","=""1000011""","Autism","*","*","*"
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",10,3.3,23.3
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment",6,2.0,14.0
"North Canaan School District","=""1000011""","Speech Language Impairment",15,5.0,34.9
"North Haven School District","=""1010011""","All Disabilities",353,9.9,100.0
"North Haven School District","=""1010011""","Autism",54,1.5,15.3
"North Haven School District","=""1010011""","Emotional Disturbance",43,1.2,12.2
"North Haven School District","=""1010011""","Intellectual Disability",17,0.5,4.8
"North Haven School District","=""1010011""","Learning Disability",109,3.1,30.9
"North Haven School District","=""1010011""","Other Disabilities",15,0.4,4.2
"North Haven School District","=""1010011""","Other Health Impairment",68,1.9,19.3
"North Haven School District","=""1010011""","Speech Language Impairment",47,1.3,13.3
"North Stonington School District","=""1020011""","All Disabilities",68,9.2,100.0
"North Stonington School District","=""1020011""","Autism","*","*","*"
"North Stonington School District","=""1020011""","Emotional Disturbance","*","*","*"
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",24,3.2,35.3
"North Stonington School District","=""1020011""","Other Disabilities","*","*","*"
"North Stonington School District","=""1020011""","Other Health Impairment",15,2.0,22.1
"North Stonington School District","=""1020011""","Speech Language Impairment",16,2.2,23.5
"Norwalk School District","=""1030011""","All Disabilities",1187,10.5,100.0
"Norwalk School District","=""1030011""","Autism",122,1.1,10.3
"Norwalk School District","=""1030011""","Emotional Disturbance",42,0.4,3.5
"Norwalk School District","=""1030011""","Intellectual Disability",29,0.3,2.4
"Norwalk School District","=""1030011""","Learning Disability",430,3.8,36.2
"Norwalk School District","=""1030011""","Other Disabilities",101,0.9,8.5
"Norwalk School District","=""1030011""","Other Health Impairment",237,2.1,20.0
"Norwalk School District","=""1030011""","Speech Language Impairment",226,2.0,19.0
"Norwich School District","=""1040011""","All Disabilities",891,16.2,100.0
"Norwich School District","=""1040011""","Autism",70,1.3,7.9
"Norwich School District","=""1040011""","Emotional Disturbance",123,2.2,13.8
"Norwich School District","=""1040011""","Intellectual Disability",43,0.8,4.8
"Norwich School District","=""1040011""","Learning Disability",236,4.3,26.5
"Norwich School District","=""1040011""","Other Disabilities",86,1.6,9.7
"Norwich School District","=""1040011""","Other Health Impairment",183,3.3,20.5
"Norwich School District","=""1040011""","Speech Language Impairment",150,2.7,16.8
"Old Saybrook School District","=""1060011""","All Disabilities",205,14.2,100.0
"Old Saybrook School District","=""1060011""","Autism",27,1.9,13.2
"Old Saybrook School District","=""1060011""","Emotional Disturbance","*","*","*"
"Old Saybrook School District","=""1060011""","Intellectual Disability","*","*","*"
"Old Saybrook School District","=""1060011""","Learning Disability",46,3.2,22.4
"Old Saybrook School District","=""1060011""","Other Disabilities",14,1.0,6.8
"Old Saybrook School District","=""1060011""","Other Health Impairment",66,4.6,32.2
"Old Saybrook School District","=""1060011""","Speech Language Impairment",37,2.6,18.0
"Orange School District","=""1070011""","All Disabilities",112,9.1,100.0
"Orange School District","=""1070011""","Autism",13,1.1,11.6
"Orange School District","=""1070011""","Intellectual Disability","*","*","*"
"Orange School District","=""1070011""","Learning Disability",41,3.3,36.6
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",19,1.5,17.0
"Orange School District","=""1070011""","Speech Language Impairment",36,2.9,32.1
"Oxford School District","=""1080011""","All Disabilities",154,7.2,100.0
"Oxford School District","=""1080011""","Autism",27,1.3,17.5
"Oxford School District","=""1080011""","Emotional Disturbance",6,0.3,3.9
"Oxford School District","=""1080011""","Intellectual Disability",7,0.3,4.5
"Oxford School District","=""1080011""","Learning Disability",55,2.6,35.7
"Oxford School District","=""1080011""","Other Disabilities",11,0.5,7.1
"Oxford School District","=""1080011""","Other Health Impairment",31,1.5,20.1
"Oxford School District","=""1080011""","Speech Language Impairment",17,0.8,11.0
"Plainfield School District","=""1090011""","All Disabilities",293,12.4,100.0
"Plainfield School District","=""1090011""","Autism",39,1.6,13.3
"Plainfield School District","=""1090011""","Emotional Disturbance",42,1.8,14.3
"Plainfield School District","=""1090011""","Intellectual Disability",15,0.6,5.1
"Plainfield School District","=""1090011""","Learning Disability",75,3.2,25.6
"Plainfield School District","=""1090011""","Other Disabilities",28,1.2,9.6
"Plainfield School District","=""1090011""","Other Health Impairment",54,2.3,18.4
"Plainfield School District","=""1090011""","Speech Language Impairment",40,1.7,13.7
"Plainville School District","=""1100011""","All Disabilities",312,13.0,100.0
"Plainville School District","=""1100011""","Autism",33,1.4,10.6
"Plainville School District","=""1100011""","Emotional Disturbance","*","*","*"
"Plainville School District","=""1100011""","Intellectual Disability","*","*","*"
"Plainville School District","=""1100011""","Learning Disability",80,3.3,25.6
"Plainville School District","=""1100011""","Other Disabilities",39,1.6,12.5
"Plainville School District","=""1100011""","Other Health Impairment",83,3.5,26.6
"Plainville School District","=""1100011""","Speech Language Impairment",46,1.9,14.7
"Plymouth School District","=""1110011""","All Disabilities",247,14.2,100.0
"Plymouth School District","=""1110011""","Autism",26,1.5,10.5
"Plymouth School District","=""1110011""","Emotional Disturbance",29,1.7,11.7
"Plymouth School District","=""1110011""","Intellectual Disability",6,0.3,2.4
"Plymouth School District","=""1110011""","Learning Disability",74,4.2,30.0
"Plymouth School District","=""1110011""","Other Disabilities",13,0.7,5.3
"Plymouth School District","=""1110011""","Other Health Impairment",63,3.6,25.5
"Plymouth School District","=""1110011""","Speech Language Impairment",36,2.1,14.6
"Pomfret School District","=""1120011""","All Disabilities",67,10.3,100.0
"Pomfret School District","=""1120011""","Autism",13,2.0,19.4
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability","*","*","*"
"Pomfret School District","=""1120011""","Learning Disability",25,3.8,37.3
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment",11,1.7,16.4
"Pomfret School District","=""1120011""","Speech Language Impairment",10,1.5,14.9
"Portland School District","=""1130011""","All Disabilities",124,8.8,100.0
"Portland School District","=""1130011""","Autism",11,0.8,8.9
"Portland School District","=""1130011""","Emotional Disturbance",12,0.8,9.7
"Portland School District","=""1130011""","Intellectual Disability","*","*","*"
"Portland School District","=""1130011""","Learning Disability",46,3.3,37.1
"Portland School District","=""1130011""","Other Disabilities","*","*","*"
"Portland School District","=""1130011""","Other Health Impairment",29,2.1,23.4
"Portland School District","=""1130011""","Speech Language Impairment",18,1.3,14.5
"Preston School District","=""1140011""","All Disabilities",82,13.3,100.0
"Preston School District","=""1140011""","Autism",14,2.3,17.1
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",11,1.8,13.4
"Preston School District","=""1140011""","Other Disabilities",9,1.5,11.0
"Preston School District","=""1140011""","Other Health Impairment",17,2.8,20.7
"Preston School District","=""1140011""","Speech Language Impairment",26,4.2,31.7
"Putnam School District","=""1160011""","All Disabilities",174,14.8,100.0
"Putnam School District","=""1160011""","Autism",31,2.6,17.8
"Putnam School District","=""1160011""","Emotional Disturbance",14,1.2,8.0
"Putnam School District","=""1160011""","Intellectual Disability",18,1.5,10.3
"Putnam School District","=""1160011""","Learning Disability",63,5.4,36.2
"Putnam School District","=""1160011""","Other Disabilities",10,0.8,5.7
"Putnam School District","=""1160011""","Other Health Impairment",14,1.2,8.0
"Putnam School District","=""1160011""","Speech Language Impairment",24,2.0,13.8
"Redding School District","=""1170011""","All Disabilities",134,12.4,100.0
"Redding School District","=""1170011""","Autism",15,1.4,11.2
"Redding School District","=""1170011""","Emotional Disturbance",6,0.6,4.5
"Redding School District","=""1170011""","Learning Disability",32,3.0,23.9
"Redding School District","=""1170011""","Other Disabilities",6,0.6,4.5
"Redding School District","=""1170011""","Other Health Impairment",33,3.0,24.6
"Redding School District","=""1170011""","Speech Language Impairment",42,3.9,31.3
"Regional School District 01","=""2010012""","All Disabilities",58,13.6,100.0
"Regional School District 01","=""2010012""","Autism",6,1.4,10.3
"Regional School District 01","=""2010012""","Emotional Disturbance","*","*","*"
"Regional School District 01","=""2010012""","Intellectual Disability","*","*","*"
"Regional School District 01","=""2010012""","Learning Disability",30,7.0,51.7
"Regional School District 01","=""2010012""","Other Disabilities",6,1.4,10.3
"Regional School District 01","=""2010012""","Other Health Impairment",11,2.6,19.0
"Regional School District 04","=""2040012""","All Disabilities",139,13.7,100.0
"Regional School District 04","=""2040012""","Autism",24,2.4,17.3
"Regional School District 04","=""2040012""","Emotional Disturbance",6,0.6,4.3
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",59,5.8,42.4
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",30,3.0,21.6
"Regional School District 04","=""2040012""","Speech Language Impairment",12,1.2,8.6
"Regional School District 05","=""2050012""","All Disabilities",278,11.6,100.0
"Regional School District 05","=""2050012""","Autism",38,1.6,13.7
"Regional School District 05","=""2050012""","Emotional Disturbance",11,0.5,4.0
"Regional School District 05","=""2050012""","Intellectual Disability",9,0.4,3.2
"Regional School District 05","=""2050012""","Learning Disability",99,4.1,35.6
"Regional School District 05","=""2050012""","Other Disabilities",15,0.6,5.4
"Regional School District 05","=""2050012""","Other Health Impairment",65,2.7,23.4
"Regional School District 05","=""2050012""","Speech Language Impairment",41,1.7,14.7
"Regional School District 06","=""2060012""","All Disabilities",111,12.6,100.0
"Regional School District 06","=""2060012""","Autism",8,0.9,7.2
"Regional School District 06","=""2060012""","Emotional Disturbance","*","*","*"
"Regional School District 06","=""2060012""","Intellectual Disability",8,0.9,7.2
"Regional School District 06","=""2060012""","Learning Disability",48,5.5,43.2
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",23,2.6,20.7
"Regional School District 06","=""2060012""","Speech Language Impairment",12,1.4,10.8
"Regional School District 07","=""2070012""","All Disabilities",113,10.6,100.0
"Regional School District 07","=""2070012""","Autism",17,1.6,15.0
"Regional School District 07","=""2070012""","Emotional Disturbance",11,1.0,9.7
"Regional School District 07","=""2070012""","Intellectual Disability",6,0.6,5.3
"Regional School District 07","=""2070012""","Learning Disability",41,3.8,36.3
"Regional School District 07","=""2070012""","Other Disabilities",6,0.6,5.3
"Regional School District 07","=""2070012""","Other Health Impairment",19,1.8,16.8
"Regional School District 07","=""2070012""","Speech Language Impairment",13,1.2,11.5
"Regional School District 08","=""2080012""","All Disabilities",227,12.1,100.0
"Regional School District 08","=""2080012""","Autism",18,1.0,7.9
"Regional School District 08","=""2080012""","Emotional Disturbance",22,1.2,9.7
"Regional School District 08","=""2080012""","Intellectual Disability",6,0.3,2.6
"Regional School District 08","=""2080012""","Learning Disability",82,4.4,36.1
"Regional School District 08","=""2080012""","Other Disabilities",7,0.4,3.1
"Regional School District 08","=""2080012""","Other Health Impairment",75,4.0,33.0
"Regional School District 08","=""2080012""","Speech Language Impairment",17,0.9,7.5
