"Primary Disability (K-12), 2013-14"
"All Districts"

"",,,"2013-14",,
"Guilford School District","=""0600011""","Speech Language Impairment",39,1.1,10.5
"Hamden School District","=""0620011""","All Disabilities",873,13.0,100.0
"Hamden School District","=""0620011""","Autism",123,1.8,14.1
"Hamden School District","=""0620011""","Emotional Disturbance",87,1.3,10.0
"Hamden School District","=""0620011""","Intellectual Disability",24,0.4,2.7
"Hamden School District","=""0620011""","Learning Disability",257,3.8,29.4
"Hamden School District","=""0620011""","Other Disabilities",62,0.9,7.1
"Hamden School District","=""0620011""","Other Health Impairment",168,2.5,19.2
"Hamden School District","=""0620011""","Speech Language Impairment",152,2.3,17.4
"Hampton School District","=""0630011""","All Disabilities",15,15.3,100.0
"Hampton School District","=""0630011""","Autism","*","*","*"
"Hampton School District","=""0630011""","Intellectual Disability","*","*","*"
"Hampton School District","=""0630011""","Learning Disability","*","*","*"
"Hampton School District","=""0630011""","Other Disabilities","*","*","*"
"Hampton School District","=""0630011""","Other Health Impairment","*","*","*"
"Hampton School District","=""0630011""","Speech Language Impairment",6,6.1,40.0
"Hartford School District","=""0640011""","All Disabilities",3416,16.8,100.0
"Hartford School District","=""0640011""","Autism",314,1.5,9.2
"Hartford School District","=""0640011""","Emotional Disturbance",350,1.7,10.2
"Hartford School District","=""0640011""","Intellectual Disability",169,0.8,4.9
"Hartford School District","=""0640011""","Learning Disability",1256,6.2,36.8
"Hartford School District","=""0640011""","Other Disabilities",256,1.3,7.5
"Hartford School District","=""0640011""","Other Health Impairment",563,2.8,16.5
"Hartford School District","=""0640011""","Speech Language Impairment",508,2.5,14.9
"Hartland School District","=""0650011""","All Disabilities",32,11.4,100.0
"Hartland School District","=""0650011""","Autism","*","*","*"
"Hartland School District","=""0650011""","Emotional Disturbance","*","*","*"
"Hartland School District","=""0650011""","Intellectual Disability","*","*","*"
"Hartland School District","=""0650011""","Learning Disability",14,5.0,43.8
"Hartland School District","=""0650011""","Other Disabilities","*","*","*"
"Hartland School District","=""0650011""","Other Health Impairment","*","*","*"
"Hartland School District","=""0650011""","Speech Language Impairment",9,3.2,28.1
"Hebron School District","=""0670011""","All Disabilities",95,11.3,100.0
"Hebron School District","=""0670011""","Autism",10,1.2,10.5
"Hebron School District","=""0670011""","Emotional Disturbance","*","*","*"
"Hebron School District","=""0670011""","Learning Disability",33,3.9,34.7
"Hebron School District","=""0670011""","Other Disabilities","*","*","*"
"Hebron School District","=""0670011""","Other Health Impairment",16,1.9,16.8
"Hebron School District","=""0670011""","Speech Language Impairment",28,3.3,29.5
"Kent School District","=""0680011""","All Disabilities",25,9.9,100.0
"Kent School District","=""0680011""","Autism","*","*","*"
"Kent School District","=""0680011""","Emotional Disturbance","*","*","*"
"Kent School District","=""0680011""","Intellectual Disability","*","*","*"
"Kent School District","=""0680011""","Learning Disability",14,5.6,56.0
"Kent School District","=""0680011""","Other Disabilities","*","*","*"
"Kent School District","=""0680011""","Speech Language Impairment","*","*","*"
"Killingly School District","=""0690011""","All Disabilities",378,15.8,100.0
"Killingly School District","=""0690011""","Autism",52,2.2,13.8
"Killingly School District","=""0690011""","Emotional Disturbance",46,1.9,12.2
"Killingly School District","=""0690011""","Intellectual Disability",18,0.8,4.8
"Killingly School District","=""0690011""","Learning Disability",83,3.5,22.0
"Killingly School District","=""0690011""","Other Disabilities",29,1.2,7.7
"Killingly School District","=""0690011""","Other Health Impairment",89,3.7,23.5
"Killingly School District","=""0690011""","Speech Language Impairment",61,2.6,16.1
"Lebanon School District","=""0710011""","All Disabilities",156,14.1,100.0
"Lebanon School District","=""0710011""","Autism",20,1.8,12.8
"Lebanon School District","=""0710011""","Emotional Disturbance","*","*","*"
"Lebanon School District","=""0710011""","Intellectual Disability",12,1.1,7.7
"Lebanon School District","=""0710011""","Learning Disability",63,5.7,40.4
"Lebanon School District","=""0710011""","Other Disabilities","*","*","*"
"Lebanon School District","=""0710011""","Other Health Impairment",29,2.6,18.6
"Lebanon School District","=""0710011""","Speech Language Impairment",24,2.2,15.4
"Ledyard School District","=""0720011""","All Disabilities",344,14.0,100.0
"Ledyard School District","=""0720011""","Autism",49,2.0,14.2
"Ledyard School District","=""0720011""","Emotional Disturbance","*","*","*"
"Ledyard School District","=""0720011""","Intellectual Disability","*","*","*"
"Ledyard School District","=""0720011""","Learning Disability",92,3.7,26.7
"Ledyard School District","=""0720011""","Other Disabilities",46,1.9,13.4
"Ledyard School District","=""0720011""","Other Health Impairment",76,3.1,22.1
"Ledyard School District","=""0720011""","Speech Language Impairment",49,2.0,14.2
"Lisbon School District","=""0730011""","All Disabilities",85,13.9,100.0
"Lisbon School District","=""0730011""","Autism",8,1.3,9.4
"Lisbon School District","=""0730011""","Emotional Disturbance","*","*","*"
"Lisbon School District","=""0730011""","Intellectual Disability","*","*","*"
"Lisbon School District","=""0730011""","Learning Disability",18,2.9,21.2
"Lisbon School District","=""0730011""","Other Disabilities",11,1.8,12.9
"Lisbon School District","=""0730011""","Other Health Impairment",18,2.9,21.2
"Lisbon School District","=""0730011""","Speech Language Impairment",25,4.1,29.4
"Litchfield School District","=""0740011""","All Disabilities",110,11.1,100.0
"Litchfield School District","=""0740011""","Autism",6,0.6,5.5
"Litchfield School District","=""0740011""","Emotional Disturbance","*","*","*"
"Litchfield School District","=""0740011""","Intellectual Disability","*","*","*"
"Litchfield School District","=""0740011""","Learning Disability",49,4.9,44.5
"Litchfield School District","=""0740011""","Other Disabilities",6,0.6,5.5
"Litchfield School District","=""0740011""","Other Health Impairment",22,2.2,20.0
"Litchfield School District","=""0740011""","Speech Language Impairment",21,2.1,19.1
"Madison School District","=""0760011""","All Disabilities",358,11.0,100.0
"Madison School District","=""0760011""","Autism",48,1.5,13.4
"Madison School District","=""0760011""","Emotional Disturbance",17,0.5,4.7
"Madison School District","=""0760011""","Intellectual Disability",8,0.2,2.2
"Madison School District","=""0760011""","Learning Disability",147,4.5,41.1
"Madison School District","=""0760011""","Other Disabilities",14,0.4,3.9
"Madison School District","=""0760011""","Other Health Impairment",100,3.1,27.9
"Madison School District","=""0760011""","Speech Language Impairment",24,0.7,6.7
"Manchester School District","=""0770011""","All Disabilities",891,12.6,100.0
"Manchester School District","=""0770011""","Autism",96,1.4,10.8
"Manchester School District","=""0770011""","Emotional Disturbance",83,1.2,9.3
"Manchester School District","=""0770011""","Intellectual Disability",17,0.2,1.9
"Manchester School District","=""0770011""","Learning Disability",268,3.8,30.1
"Manchester School District","=""0770011""","Other Disabilities",94,1.3,10.5
"Manchester School District","=""0770011""","Other Health Impairment",166,2.3,18.6
"Manchester School District","=""0770011""","Speech Language Impairment",167,2.4,18.7
"Mansfield School District","=""0780011""","All Disabilities",140,11.9,100.0
"Mansfield School District","=""0780011""","Autism",15,1.3,10.7
"Mansfield School District","=""0780011""","Emotional Disturbance","*","*","*"
"Mansfield School District","=""0780011""","Intellectual Disability","*","*","*"
"Mansfield School District","=""0780011""","Learning Disability",53,4.5,37.9
"Mansfield School District","=""0780011""","Other Disabilities",9,0.8,6.4
"Mansfield School District","=""0780011""","Other Health Impairment",22,1.9,15.7
"Mansfield School District","=""0780011""","Speech Language Impairment",30,2.5,21.4
"Marlborough School District","=""0790011""","All Disabilities",52,8.7,100.0
"Marlborough School District","=""0790011""","Autism",6,1.0,11.5
"Marlborough School District","=""0790011""","Emotional Disturbance","*","*","*"
"Marlborough School District","=""0790011""","Learning Disability",28,4.7,53.8
"Marlborough School District","=""0790011""","Other Disabilities","*","*","*"
"Marlborough School District","=""0790011""","Other Health Impairment",6,1.0,11.5
"Marlborough School District","=""0790011""","Speech Language Impairment",8,1.3,15.4
"Meriden School District","=""0800011""","All Disabilities",1410,15.8,100.0
"Meriden School District","=""0800011""","Autism",131,1.5,9.3
"Meriden School District","=""0800011""","Emotional Disturbance",157,1.8,11.1
"Meriden School District","=""0800011""","Intellectual Disability",56,0.6,4.0
"Meriden School District","=""0800011""","Learning Disability",500,5.6,35.5
"Meriden School District","=""0800011""","Other Disabilities",141,1.6,10.0
"Meriden School District","=""0800011""","Other Health Impairment",284,3.2,20.1
"Meriden School District","=""0800011""","Speech Language Impairment",141,1.6,10.0
"Middletown School District","=""0830011""","All Disabilities",603,11.9,100.0
"Middletown School District","=""0830011""","Autism",68,1.3,11.3
"Middletown School District","=""0830011""","Emotional Disturbance",61,1.2,10.1
"Middletown School District","=""0830011""","Intellectual Disability",31,0.6,5.1
"Middletown School District","=""0830011""","Learning Disability",167,3.3,27.7
"Middletown School District","=""0830011""","Other Disabilities",38,0.7,6.3
"Middletown School District","=""0830011""","Other Health Impairment",109,2.1,18.1
"Middletown School District","=""0830011""","Speech Language Impairment",129,2.5,21.4
"Milford School District","=""0840011""","All Disabilities",802,12.4,100.0
"Milford School District","=""0840011""","Autism",88,1.4,11.0
"Milford School District","=""0840011""","Emotional Disturbance",76,1.2,9.5
"Milford School District","=""0840011""","Intellectual Disability",10,0.2,1.2
"Milford School District","=""0840011""","Learning Disability",156,2.4,19.5
"Milford School District","=""0840011""","Other Disabilities",70,1.1,8.7
"Milford School District","=""0840011""","Other Health Impairment",199,3.1,24.8
"Milford School District","=""0840011""","Speech Language Impairment",203,3.1,25.3
"Monroe School District","=""0850011""","All Disabilities",358,10.6,100.0
"Monroe School District","=""0850011""","Autism",34,1.0,9.5
"Monroe School District","=""0850011""","Emotional Disturbance",27,0.8,7.5
"Monroe School District","=""0850011""","Intellectual Disability",15,0.4,4.2
"Monroe School District","=""0850011""","Learning Disability",120,3.6,33.5
"Monroe School District","=""0850011""","Other Disabilities",16,0.5,4.5
"Monroe School District","=""0850011""","Other Health Impairment",77,2.3,21.5
"Monroe School District","=""0850011""","Speech Language Impairment",69,2.0,19.3
"Montville School District","=""0860011""","All Disabilities",280,11.3,100.0
"Montville School District","=""0860011""","Autism",32,1.3,11.4
"Montville School District","=""0860011""","Emotional Disturbance",32,1.3,11.4
"Montville School District","=""0860011""","Intellectual Disability","*","*","*"
"Montville School District","=""0860011""","Learning Disability",80,3.2,28.6
"Montville School District","=""0860011""","Other Disabilities","*","*","*"
"Montville School District","=""0860011""","Other Health Impairment",52,2.1,18.6
"Montville School District","=""0860011""","Speech Language Impairment",53,2.1,18.9
"Naugatuck School District","=""0880011""","All Disabilities",603,13.4,100.0
"Naugatuck School District","=""0880011""","Autism",72,1.6,11.9
"Naugatuck School District","=""0880011""","Emotional Disturbance",24,0.5,4.0
"Naugatuck School District","=""0880011""","Intellectual Disability",22,0.5,3.6
"Naugatuck School District","=""0880011""","Learning Disability",246,5.5,40.8
"Naugatuck School District","=""0880011""","Other Disabilities",36,0.8,6.0
"Naugatuck School District","=""0880011""","Other Health Impairment",134,3.0,22.2
"Naugatuck School District","=""0880011""","Speech Language Impairment",69,1.5,11.4
"New Britain School District","=""0890011""","All Disabilities",1635,15.2,100.0
"New Britain School District","=""0890011""","Autism",147,1.4,9.0
"New Britain School District","=""0890011""","Emotional Disturbance",121,1.1,7.4
"New Britain School District","=""0890011""","Intellectual Disability",94,0.9,5.7
"New Britain School District","=""0890011""","Learning Disability",568,5.3,34.7
"New Britain School District","=""0890011""","Other Disabilities",191,1.8,11.7
"New Britain School District","=""0890011""","Other Health Impairment",338,3.1,20.7
"New Britain School District","=""0890011""","Speech Language Impairment",176,1.6,10.8
"New Canaan School District","=""0900011""","All Disabilities",362,8.7,100.0
"New Canaan School District","=""0900011""","Autism",47,1.1,13.0
"New Canaan School District","=""0900011""","Emotional Disturbance",7,0.2,1.9
"New Canaan School District","=""0900011""","Intellectual Disability",6,0.1,1.7
"New Canaan School District","=""0900011""","Learning Disability",105,2.5,29.0
"New Canaan School District","=""0900011""","Other Disabilities",22,0.5,6.1
"New Canaan School District","=""0900011""","Other Health Impairment",66,1.6,18.2
"New Canaan School District","=""0900011""","Speech Language Impairment",109,2.6,30.1
"New Fairfield School District","=""0910011""","All Disabilities",257,9.8,100.0
"New Fairfield School District","=""0910011""","Autism",14,0.5,5.4
"New Fairfield School District","=""0910011""","Emotional Disturbance",15,0.6,5.8
"New Fairfield School District","=""0910011""","Intellectual Disability",7,0.3,2.7
"New Fairfield School District","=""0910011""","Learning Disability",74,2.8,28.8
"New Fairfield School District","=""0910011""","Other Disabilities",29,1.1,11.3
"New Fairfield School District","=""0910011""","Other Health Impairment",66,2.5,25.7
"New Fairfield School District","=""0910011""","Speech Language Impairment",52,2.0,20.2
"New Hartford School District","=""0920011""","All Disabilities",53,9.8,100.0
"New Hartford School District","=""0920011""","Autism","*","*","*"
"New Hartford School District","=""0920011""","Emotional Disturbance","*","*","*"
"New Hartford School District","=""0920011""","Intellectual Disability","*","*","*"
"New Hartford School District","=""0920011""","Learning Disability",17,3.2,32.1
"New Hartford School District","=""0920011""","Other Disabilities",6,1.1,11.3
"New Hartford School District","=""0920011""","Other Health Impairment",10,1.9,18.9
"New Hartford School District","=""0920011""","Speech Language Impairment",16,3.0,30.2
"New Haven School District","=""0930011""","All Disabilities",2423,12.8,100.0
"New Haven School District","=""0930011""","Autism",240,1.3,9.9
"New Haven School District","=""0930011""","Emotional Disturbance",201,1.1,8.3
"New Haven School District","=""0930011""","Intellectual Disability",170,0.9,7.0
"New Haven School District","=""0930011""","Learning Disability",931,4.9,38.4
"New Haven School District","=""0930011""","Other Disabilities",140,0.7,5.8
"New Haven School District","=""0930011""","Other Health Impairment",491,2.6,20.3
"New Haven School District","=""0930011""","Speech Language Impairment",250,1.3,10.3
"New London School District","=""0950011""","All Disabilities",646,18.8,100.0
"New London School District","=""0950011""","Autism",65,1.9,10.1
"New London School District","=""0950011""","Emotional Disturbance",79,2.3,12.2
"New London School District","=""0950011""","Intellectual Disability",30,0.9,4.6
"New London School District","=""0950011""","Learning Disability",178,5.2,27.6
"New London School District","=""0950011""","Other Disabilities",34,1.0,5.3
"New London School District","=""0950011""","Other Health Impairment",147,4.3,22.8
"New London School District","=""0950011""","Speech Language Impairment",113,3.3,17.5
"New Milford School District","=""0960011""","All Disabilities",582,13.3,100.0
"New Milford School District","=""0960011""","Autism",77,1.8,13.2
"New Milford School District","=""0960011""","Emotional Disturbance",71,1.6,12.2
"New Milford School District","=""0960011""","Intellectual Disability",18,0.4,3.1
"New Milford School District","=""0960011""","Learning Disability",165,3.8,28.4
"New Milford School District","=""0960011""","Other Disabilities",54,1.2,9.3
"New Milford School District","=""0960011""","Other Health Impairment",134,3.1,23.0
"New Milford School District","=""0960011""","Speech Language Impairment",63,1.4,10.8
"Newington School District","=""0940011""","All Disabilities",532,12.3,100.0
"Newington School District","=""0940011""","Autism",63,1.5,11.8
"Newington School District","=""0940011""","Emotional Disturbance",29,0.7,5.5
"Newington School District","=""0940011""","Intellectual Disability",16,0.4,3.0
"Newington School District","=""0940011""","Learning Disability",222,5.1,41.7
"Newington School District","=""0940011""","Other Disabilities",46,1.1,8.6
"Newington School District","=""0940011""","Other Health Impairment",82,1.9,15.4
"Newington School District","=""0940011""","Speech Language Impairment",74,1.7,13.9
"Newtown School District","=""0970011""","All Disabilities",406,8.3,100.0
"Newtown School District","=""0970011""","Autism",80,1.6,19.7
"Newtown School District","=""0970011""","Emotional Disturbance",20,0.4,4.9
"Newtown School District","=""0970011""","Intellectual Disability",14,0.3,3.4
"Newtown School District","=""0970011""","Learning Disability",101,2.1,24.9
"Newtown School District","=""0970011""","Other Disabilities",31,0.6,7.6
"Newtown School District","=""0970011""","Other Health Impairment",68,1.4,16.7
"Newtown School District","=""0970011""","Speech Language Impairment",92,1.9,22.7
"Norfolk School District","=""0980011""","All Disabilities",17,17.0,100.0
"Norfolk School District","=""0980011""","Autism","*","*","*"
"Norfolk School District","=""0980011""","Learning Disability","*","*","*"
"Norfolk School District","=""0980011""","Other Health Impairment","*","*","*"
"Norfolk School District","=""0980011""","Speech Language Impairment",8,8.0,47.1
"North Branford School District","=""0990011""","All Disabilities",289,13.9,100.0
"North Branford School District","=""0990011""","Autism",25,1.2,8.7
"North Branford School District","=""0990011""","Emotional Disturbance",25,1.2,8.7
"North Branford School District","=""0990011""","Intellectual Disability",13,0.6,4.5
"North Branford School District","=""0990011""","Learning Disability",105,5.1,36.3
"North Branford School District","=""0990011""","Other Disabilities",12,0.6,4.2
"North Branford School District","=""0990011""","Other Health Impairment",52,2.5,18.0
"North Branford School District","=""0990011""","Speech Language Impairment",57,2.7,19.7
"North Canaan School District","=""1000011""","All Disabilities",44,15.4,100.0
"North Canaan School District","=""1000011""","Autism",6,2.1,13.6
"North Canaan School District","=""1000011""","Emotional Disturbance","*","*","*"
"North Canaan School District","=""1000011""","Intellectual Disability","*","*","*"
"North Canaan School District","=""1000011""","Learning Disability",10,3.5,22.7
"North Canaan School District","=""1000011""","Other Disabilities","*","*","*"
"North Canaan School District","=""1000011""","Other Health Impairment","*","*","*"
"North Canaan School District","=""1000011""","Speech Language Impairment",15,5.3,34.1
"North Haven School District","=""1010011""","All Disabilities",371,10.8,100.0
"North Haven School District","=""1010011""","Autism",62,1.8,16.7
"North Haven School District","=""1010011""","Emotional Disturbance",45,1.3,12.1
"North Haven School District","=""1010011""","Intellectual Disability",18,0.5,4.9
"North Haven School District","=""1010011""","Learning Disability",113,3.3,30.5
"North Haven School District","=""1010011""","Other Disabilities",21,0.6,5.7
"North Haven School District","=""1010011""","Other Health Impairment",66,1.9,17.8
"North Haven School District","=""1010011""","Speech Language Impairment",46,1.3,12.4
"North Stonington School District","=""1020011""","All Disabilities",65,8.8,100.0
"North Stonington School District","=""1020011""","Autism",7,0.9,10.8
"North Stonington School District","=""1020011""","Intellectual Disability","*","*","*"
"North Stonington School District","=""1020011""","Learning Disability",18,2.4,27.7
"North Stonington School District","=""1020011""","Other Disabilities","*","*","*"
"North Stonington School District","=""1020011""","Other Health Impairment",20,2.7,30.8
"North Stonington School District","=""1020011""","Speech Language Impairment",15,2.0,23.1
"Norwalk School District","=""1030011""","All Disabilities",1221,10.8,100.0
"Norwalk School District","=""1030011""","Autism",126,1.1,10.3
"Norwalk School District","=""1030011""","Emotional Disturbance",56,0.5,4.6
"Norwalk School District","=""1030011""","Intellectual Disability",37,0.3,3.0
"Norwalk School District","=""1030011""","Learning Disability",463,4.1,37.9
"Norwalk School District","=""1030011""","Other Disabilities",108,1.0,8.8
"Norwalk School District","=""1030011""","Other Health Impairment",225,2.0,18.4
"Norwalk School District","=""1030011""","Speech Language Impairment",206,1.8,16.9
"Norwich School District","=""1040011""","All Disabilities",875,15.9,100.0
"Norwich School District","=""1040011""","Autism",79,1.4,9.0
"Norwich School District","=""1040011""","Emotional Disturbance",113,2.1,12.9
"Norwich School District","=""1040011""","Intellectual Disability",48,0.9,5.5
"Norwich School District","=""1040011""","Learning Disability",216,3.9,24.7
"Norwich School District","=""1040011""","Other Disabilities",85,1.5,9.7
"Norwich School District","=""1040011""","Other Health Impairment",176,3.2,20.1
"Norwich School District","=""1040011""","Speech Language Impairment",158,2.9,18.1
"Old Saybrook School District","=""1060011""","All Disabilities",210,15.1,100.0
"Old Saybrook School District","=""1060011""","Autism",30,2.2,14.3
"Old Saybrook School District","=""1060011""","Emotional Disturbance","*","*","*"
"Old Saybrook School District","=""1060011""","Intellectual Disability","*","*","*"
"Old Saybrook School District","=""1060011""","Learning Disability",55,4.0,26.2
"Old Saybrook School District","=""1060011""","Other Disabilities",18,1.3,8.6
"Old Saybrook School District","=""1060011""","Other Health Impairment",59,4.3,28.1
"Old Saybrook School District","=""1060011""","Speech Language Impairment",30,2.2,14.3
"Orange School District","=""1070011""","All Disabilities",109,9.3,100.0
"Orange School District","=""1070011""","Autism",14,1.2,12.8
"Orange School District","=""1070011""","Intellectual Disability","*","*","*"
"Orange School District","=""1070011""","Learning Disability",41,3.5,37.6
"Orange School District","=""1070011""","Other Disabilities","*","*","*"
"Orange School District","=""1070011""","Other Health Impairment",17,1.5,15.6
"Orange School District","=""1070011""","Speech Language Impairment",32,2.7,29.4
"Oxford School District","=""1080011""","All Disabilities",208,10.0,100.0
"Oxford School District","=""1080011""","Autism",29,1.4,13.9
"Oxford School District","=""1080011""","Emotional Disturbance",15,0.7,7.2
"Oxford School District","=""1080011""","Intellectual Disability",7,0.3,3.4
"Oxford School District","=""1080011""","Learning Disability",66,3.2,31.7
"Oxford School District","=""1080011""","Other Disabilities",7,0.3,3.4
"Oxford School District","=""1080011""","Other Health Impairment",50,2.4,24.0
"Oxford School District","=""1080011""","Speech Language Impairment",34,1.6,16.3
"Plainfield School District","=""1090011""","All Disabilities",276,11.9,100.0
"Plainfield School District","=""1090011""","Autism",35,1.5,12.7
"Plainfield School District","=""1090011""","Emotional Disturbance",42,1.8,15.2
"Plainfield School District","=""1090011""","Intellectual Disability",12,0.5,4.3
"Plainfield School District","=""1090011""","Learning Disability",68,2.9,24.6
"Plainfield School District","=""1090011""","Other Disabilities",25,1.1,9.1
"Plainfield School District","=""1090011""","Other Health Impairment",60,2.6,21.7
"Plainfield School District","=""1090011""","Speech Language Impairment",34,1.5,12.3
"Plainville School District","=""1100011""","All Disabilities",326,13.7,100.0
"Plainville School District","=""1100011""","Autism",36,1.5,11.0
"Plainville School District","=""1100011""","Emotional Disturbance","*","*","*"
"Plainville School District","=""1100011""","Intellectual Disability","*","*","*"
"Plainville School District","=""1100011""","Learning Disability",80,3.4,24.5
"Plainville School District","=""1100011""","Other Disabilities",39,1.6,12.0
"Plainville School District","=""1100011""","Other Health Impairment",89,3.8,27.3
"Plainville School District","=""1100011""","Speech Language Impairment",44,1.9,13.5
"Plymouth School District","=""1110011""","All Disabilities",233,13.8,100.0
"Plymouth School District","=""1110011""","Autism",28,1.7,12.0
"Plymouth School District","=""1110011""","Emotional Disturbance",29,1.7,12.4
"Plymouth School District","=""1110011""","Intellectual Disability",6,0.4,2.6
"Plymouth School District","=""1110011""","Learning Disability",69,4.1,29.6
"Plymouth School District","=""1110011""","Other Disabilities",14,0.8,6.0
"Plymouth School District","=""1110011""","Other Health Impairment",56,3.3,24.0
"Plymouth School District","=""1110011""","Speech Language Impairment",31,1.8,13.3
"Pomfret School District","=""1120011""","All Disabilities",65,10.7,100.0
"Pomfret School District","=""1120011""","Autism",13,2.1,20.0
"Pomfret School District","=""1120011""","Emotional Disturbance","*","*","*"
"Pomfret School District","=""1120011""","Intellectual Disability","*","*","*"
"Pomfret School District","=""1120011""","Learning Disability",25,4.1,38.5
"Pomfret School District","=""1120011""","Other Disabilities","*","*","*"
"Pomfret School District","=""1120011""","Other Health Impairment",8,1.3,12.3
"Pomfret School District","=""1120011""","Speech Language Impairment",11,1.8,16.9
"Portland School District","=""1130011""","All Disabilities",127,8.9,100.0
"Portland School District","=""1130011""","Autism",12,0.8,9.4
"Portland School District","=""1130011""","Emotional Disturbance","*","*","*"
"Portland School District","=""1130011""","Learning Disability",53,3.7,41.7
"Portland School District","=""1130011""","Other Disabilities","*","*","*"
"Portland School District","=""1130011""","Other Health Impairment",27,1.9,21.3
"Portland School District","=""1130011""","Speech Language Impairment",23,1.6,18.1
"Preston School District","=""1140011""","All Disabilities",91,14.7,100.0
"Preston School District","=""1140011""","Autism",13,2.1,14.3
"Preston School District","=""1140011""","Emotional Disturbance","*","*","*"
"Preston School District","=""1140011""","Intellectual Disability","*","*","*"
"Preston School District","=""1140011""","Learning Disability",15,2.4,16.5
"Preston School District","=""1140011""","Other Disabilities",8,1.3,8.8
"Preston School District","=""1140011""","Other Health Impairment",18,2.9,19.8
"Preston School District","=""1140011""","Speech Language Impairment",30,4.9,33.0
"Putnam School District","=""1160011""","All Disabilities",191,16.3,100.0
"Putnam School District","=""1160011""","Autism",29,2.5,15.2
"Putnam School District","=""1160011""","Emotional Disturbance",19,1.6,9.9
"Putnam School District","=""1160011""","Intellectual Disability",16,1.4,8.4
"Putnam School District","=""1160011""","Learning Disability",67,5.7,35.1
"Putnam School District","=""1160011""","Other Disabilities",15,1.3,7.9
"Putnam School District","=""1160011""","Other Health Impairment",18,1.5,9.4
"Putnam School District","=""1160011""","Speech Language Impairment",27,2.3,14.1
"Redding School District","=""1170011""","All Disabilities",130,12.8,100.0
"Redding School District","=""1170011""","Autism",14,1.4,10.8
"Redding School District","=""1170011""","Emotional Disturbance","*","*","*"
"Redding School District","=""1170011""","Learning Disability",29,2.9,22.3
"Redding School District","=""1170011""","Other Disabilities","*","*","*"
"Redding School District","=""1170011""","Other Health Impairment",34,3.4,26.2
"Redding School District","=""1170011""","Speech Language Impairment",43,4.2,33.1
"Regional School District 01","=""2010012""","All Disabilities",61,14.2,100.0
"Regional School District 01","=""2010012""","Autism",8,1.9,13.1
"Regional School District 01","=""2010012""","Emotional Disturbance",6,1.4,9.8
"Regional School District 01","=""2010012""","Intellectual Disability","*","*","*"
"Regional School District 01","=""2010012""","Learning Disability",28,6.5,45.9
"Regional School District 01","=""2010012""","Other Disabilities",8,1.9,13.1
"Regional School District 01","=""2010012""","Other Health Impairment",9,2.1,14.8
"Regional School District 01","=""2010012""","Speech Language Impairment","*","*","*"
"Regional School District 04","=""2040012""","All Disabilities",145,14.5,100.0
"Regional School District 04","=""2040012""","Autism",25,2.5,17.2
"Regional School District 04","=""2040012""","Emotional Disturbance",10,1.0,6.9
"Regional School District 04","=""2040012""","Intellectual Disability","*","*","*"
"Regional School District 04","=""2040012""","Learning Disability",58,5.8,40.0
"Regional School District 04","=""2040012""","Other Disabilities","*","*","*"
"Regional School District 04","=""2040012""","Other Health Impairment",34,3.4,23.4
"Regional School District 04","=""2040012""","Speech Language Impairment",8,0.8,5.5
"Regional School District 05","=""2050012""","All Disabilities",269,11.2,100.0
"Regional School District 05","=""2050012""","Autism",40,1.7,14.9
"Regional School District 05","=""2050012""","Emotional Disturbance",19,0.8,7.1
"Regional School District 05","=""2050012""","Intellectual Disability",10,0.4,3.7
"Regional School District 05","=""2050012""","Learning Disability",92,3.8,34.2
"Regional School District 05","=""2050012""","Other Disabilities",14,0.6,5.2
"Regional School District 05","=""2050012""","Other Health Impairment",61,2.5,22.7
"Regional School District 05","=""2050012""","Speech Language Impairment",33,1.4,12.3
"Regional School District 06","=""2060012""","All Disabilities",111,13.4,100.0
"Regional School District 06","=""2060012""","Autism",9,1.1,8.1
"Regional School District 06","=""2060012""","Emotional Disturbance",9,1.1,8.1
"Regional School District 06","=""2060012""","Intellectual Disability","*","*","*"
"Regional School District 06","=""2060012""","Learning Disability",51,6.2,45.9
"Regional School District 06","=""2060012""","Other Disabilities","*","*","*"
"Regional School District 06","=""2060012""","Other Health Impairment",21,2.5,18.9
"Regional School District 06","=""2060012""","Speech Language Impairment",10,1.2,9.0
"Regional School District 07","=""2070012""","All Disabilities",121,11.4,100.0
"Regional School District 07","=""2070012""","Autism",17,1.6,14.0
"Regional School District 07","=""2070012""","Emotional Disturbance",16,1.5,13.2
"Regional School District 07","=""2070012""","Intellectual Disability",6,0.6,5.0
"Regional School District 07","=""2070012""","Learning Disability",48,4.5,39.7
"Regional School District 07","=""2070012""","Other Disabilities",6,0.6,5.0
"Regional School District 07","=""2070012""","Other Health Impairment",19,1.8,15.7
"Regional School District 07","=""2070012""","Speech Language Impairment",9,0.8,7.4
"Regional School District 08","=""2080012""","All Disabilities",220,12.0,100.0
"Regional School District 08","=""2080012""","Autism",16,0.9,7.3
"Regional School District 08","=""2080012""","Emotional Disturbance",20,1.1,9.1
"Regional School District 08","=""2080012""","Intellectual Disability",10,0.5,4.5
"Regional School District 08","=""2080012""","Learning Disability",81,4.4,36.8
"Regional School District 08","=""2080012""","Other Disabilities",6,0.3,2.7
"Regional School District 08","=""2080012""","Other Health Impairment",74,4.0,33.6
"Regional School District 08","=""2080012""","Speech Language Impairment",13,0.7,5.9
"Regional School District 09","=""2090012""","All Disabilities",125,11.5,100.0
"Regional School District 09","=""2090012""","Autism",14,1.3,11.2
"Regional School District 09","=""2090012""","Emotional Disturbance",8,0.7,6.4
