"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Race/Ethnicity"

"",,,,,,"Non-Graduates",,,
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Indian or Alaska Native",6,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","White",180,10,5.6,20,11.1
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Black",49,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Hispanic",33,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Asian","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Indian or Alaska Native","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","White",221,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Black","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Hispanic",12,0,"*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Asian","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","White",247,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Black",206,15,7.3,35,17.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Hispanic",65,"*","*",7,10.8
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Asian",23,"*","*",0,0.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","White",278,9,3.2,13,4.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Black",69,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Hispanic",190,17,8.9,33,17.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Black",20,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Hispanic",8,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Black",47,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Hispanic",20,0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Black",72,14,19.4,12,16.7
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Hispanic",22,6,27.3,7,31.8
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Black",41,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Hispanic",72,8,11.1,16,22.2
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Asian",9,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Indian or Alaska Native","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Black",51,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Hispanic",77,8,10.4,21,27.3
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Black",32,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Hispanic",69,21,30.4,17,24.6
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Black","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Hispanic",31,10,32.3,12,38.7
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Black",41,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Hispanic",34,0,0.0,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Indian or Alaska Native","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Black",34,0,0.0,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Hispanic",48,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Black",28,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Hispanic",23,"*","*",0,0.0
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","White","*","*","*","*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Black",151,0,0.0,39,25.8
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Hispanic",26,0,0.0,16,61.5
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Asian","*","*","*","*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Indian or Alaska Native","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Black","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Hispanic",6,0,"*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Asian",6,0,"*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Indian or Alaska Native","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","White",178,12,6.7,36,20.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Hispanic","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","White","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Black",10,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Hispanic",18,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Asian",13,0,"*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Indian or Alaska Native",6,0,"*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","White",182,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","White","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Black","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Hispanic","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Indian or Alaska Native","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","White",87,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Black","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Hispanic","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Asian",14,0,"*",0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Indian or Alaska Native","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","White",289,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Black",93,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Hispanic",104,14,13.5,31,29.8
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Asian",33,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","White",266,23,8.6,31,11.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Black",40,"*","*",6,15.0
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Hispanic",122,13,10.7,38,31.1
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Asian","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","White",149,10,6.7,13,8.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Black","*","*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Hispanic",122,8,6.6,40,32.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Asian","*","*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","White",132,6,4.5,25,18.9
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Black",82,14,17.1,14,17.1
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Hispanic",29,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Asian","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Indian or Alaska Native","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","White",214,15,7.0,19,8.9
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Black","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Hispanic",15,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Asian",7,0,"*",0,"*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Indian or Alaska Native","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","White",192,20,10.4,10,5.2
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Black","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Hispanic",15,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Asian","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","White",236,11,4.7,6,2.5
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Black",12,0,"*",0,"*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Hispanic",17,0,"*",0,"*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Asian",15,0,"*",0,"*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","White",321,9,2.8,0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Black","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Hispanic",18,0,"*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Asian",14,0,"*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Indian or Alaska Native","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","White",148,"*","*",14,9.5
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Black",38,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Hispanic",35,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Asian",11,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","White",286,15,5.2,32,11.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Black",125,28,22.4,26,20.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Hispanic",404,76,18.8,148,36.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Asian","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Indian or Alaska Native","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","White",180,26,14.4,39,21.7
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Black","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Hispanic","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Asian",8,"*","*",0,"*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","White",291,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Hispanic",9,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Asian",6,0,"*",0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","White",226,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Black",48,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Hispanic",33,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Asian","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","White","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Black",28,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Hispanic",22,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","White",26,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Black",89,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Hispanic",49,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Asian","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","White","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Black",33,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Hispanic",7,0,"*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Black",240,32,13.3,74,30.8
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Hispanic",65,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","White",6,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Black",18,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Hispanic",9,0,"*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","White",6,0,"*",0,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Black",41,"*","*",7,17.1
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Hispanic",17,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","White",10,0,"*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Black","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Hispanic",10,0,"*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Asian","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","White",49,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Black",191,23,12.0,43,22.5
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Hispanic",241,29,12.0,96,39.8
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Asian","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Indian or Alaska Native","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","White",37,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Black",80,13,16.3,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Hispanic",101,19,18.8,24,23.8
"New London School District","=""0950011""","New London High School","=""0956111""","Asian","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Indian or Alaska Native","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","White",64,9,14.1,12,18.8
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Black",7,0,"*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Hispanic",20,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Asian",15,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","White",351,10,2.8,30,8.5
"Newington School District","=""0940011""","Newington High School","=""0946111""","Black",27,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Hispanic",29,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Asian",26,0,0.0,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","White",327,26,8.0,20,6.1
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Black","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Hispanic",16,"*","*",0,"*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Asian","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","White",411,7,1.7,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Black","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Hispanic","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Asian","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","White",185,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Black",26,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Hispanic",14,0,"*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Asian",11,"*","*",0,"*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","White",252,10,4.0,18,7.1
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Hispanic","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Asian","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Indian or Alaska Native","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","White",60,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Black",148,13,8.8,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Hispanic",128,"*","*",11,8.6
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Asian",15,0,"*",0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","White",160,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Black",86,8,9.3,7,8.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Hispanic",114,11,9.6,14,12.3
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Asian","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Indian or Alaska Native","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","White",168,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Black",27,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Hispanic",18,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","White",7,0,"*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Black",87,0,0.0,20,23.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Hispanic",81,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Asian","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Indian or Alaska Native","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","White",405,9,2.2,49,12.1
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Black",9,0,"*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Hispanic","*","*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Asian","*","*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Indian or Alaska Native","*","*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","White",12,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Hispanic","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Asian",7,0,"*",0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Indian or Alaska Native","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","White",110,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Black","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Hispanic","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Asian","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Indian or Alaska Native","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","White",143,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Black","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Hispanic","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Asian","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Indian or Alaska Native","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","White",211,11,5.2,16,7.6
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Black",12,0,"*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Hispanic","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Asian","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","White",204,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Black","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Hispanic","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Asian","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","White",131,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Black","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Hispanic","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","White",94,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Black","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Hispanic","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Indian or Alaska Native","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","White",64,6,9.4,6,9.4
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Hispanic","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Asian","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","White",130,7,5.4,15,11.5
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Black","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Hispanic","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Asian",9,0,"*",0,"*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","White",152,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Black",17,0,"*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Hispanic",13,0,"*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Asian",39,0,0.0,0,0.0
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","White",337,12,3.6,13,3.9
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Black","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Hispanic","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Asian","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","White",99,"*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Black","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Hispanic","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Asian","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","White",183,"*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Hispanic","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Asian","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","White",255,"*","*",18,7.1
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Black","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Hispanic",12,0,"*",0,"*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Asian","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Indian or Alaska Native","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","White",201,10,5.0,0,0.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Black","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Hispanic","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Asian","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","White",166,"*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","White",35,0,0.0,8,22.9
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Black","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Hispanic","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Asian","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Indian or Alaska Native","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","White",89,"*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Black","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Hispanic","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Asian","*","*","*","*","*"
