"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Graduates",
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-Special Education",187,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Special Education",20,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-Special Education",283,279,98.6
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Special Education",43,37,86.0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-Special Education",156,154,98.7
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Special Education",20,13,65.0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-Special Education",124,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Special Education",27,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-Special Education",100,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Special Education",8,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-Special Education",246,239,97.2
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Special Education",39,33,84.6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-Special Education",418,412,98.6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Special Education",39,35,89.7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-Special Education",167,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Special Education",14,"*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-Special Education",123,112,91.1
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Special Education",13,8,"*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-Special Education",335,320,95.5
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Special Education",30,16,53.3
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-Special Education",346,340,98.3
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Special Education",41,35,85.4
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-Special Education",115,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Special Education",15,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Non-Special Education",292,286,97.9
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Special Education",40,36,90.0
"Southington School District","=""1310011""","Southington High School","=""1316211""","Non-Special Education",440,429,97.5
"Southington School District","=""1310011""","Southington High School","=""1316211""","Special Education",66,48,72.7
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Non-Special Education",125,"*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Special Education",14,"*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Non-Special Education",47,"*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Special Education",10,"*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Non-Special Education",421,387,91.9
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Special Education",51,43,84.3
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Non-Special Education",147,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Special Education",19,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Non-Special Education",474,429,90.5
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Special Education",61,43,70.5
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Non-Special Education",161,"*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Special Education",13,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Non-Special Education",311,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Special Education",23,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Non-Special Education",260,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Special Education",25,"*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Non-Special Education",188,183,97.3
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Special Education",25,20,80.0
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Non-Special Education","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Special Education","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Non-Special Education",60,"*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Special Education",11,"*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Non-Special Education",76,"*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Special Education",8,"*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Non-Special Education",204,193,94.6
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Special Education",22,15,68.2
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Non-Special Education",230,204,88.7
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Special Education",27,21,77.8
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Non-Special Education",498,491,98.6
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Special Education",50,42,84.0
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Non-Special Education",257,224,87.2
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Special Education",36,21,58.3
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Non-Special Education",220,205,93.2
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Special Education",34,26,76.5
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Non-Special Education",197,"*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Special Education",28,"*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Non-Special Education",344,257,74.7
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Special Education",52,28,53.8
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Non-Special Education",320,234,73.1
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Special Education",55,20,36.4
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Non-Special Education",109,"*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Special Education",11,"*","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Non-Special Education",290,203,70.0
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Special Education",75,37,49.3
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Non-Special Education",180,"*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Special Education",17,"*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Non-Special Education",204,195,95.6
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Special Education",26,16,61.5
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Non-Special Education",314,304,96.8
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Special Education",32,29,90.6
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Non-Special Education",335,"*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Special Education",35,"*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Non-Special Education",374,291,77.8
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Special Education",35,21,60.0
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Non-Special Education","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Special Education","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Non-Special Education",162,"*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Special Education",15,"*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Non-Special Education",386,"*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Special Education",61,"*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Non-Special Education",278,265,95.3
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Special Education",27,17,63.0
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Non-Special Education",260,"*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Special Education",36,"*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","Non-Special Education",154,121,78.6
"Windham School District","=""1630011""","Windham High School","=""1636111""","Special Education",27,13,48.1
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Non-Special Education",122,119,97.5
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Special Education",7,7,"*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Non-Special Education",253,236,93.3
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Special Education",40,30,75.0
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Non-Special Education",225,219,97.3
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Special Education",17,13,"*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Non-Special Education",255,"*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Special Education",16,"*","*"

