"Sanction Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",14,0,0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",25,9,0,"*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","*",11,0,10
"Hamden School District","=""0620011""","West Woods School","=""0621411""",6,6,0,0
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",0,0,0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",49,110,0,0
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,"*",0,0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",122,61,"*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",6,"*",0,0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,"*",0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",53,64,"*",0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",17,132,"*",0
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",376,236,0,"*"
"Hartford School District","=""0640011""","Burr School","=""0642311""",289,27,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,59,0,0
"Hartford School District","=""0640011""","Clark School","=""0642411""",66,96,0,0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",428,146,"*",7
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",29,252,6,0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","*",51,0,0
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","*",7,0,0
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",0,"*",0,0
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,11,"*",0
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",0,19,0,0
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","*",56,0,0
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",0,7,0,0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",12,14,"*",0
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","*",7,0,0
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",56,101,0,"*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",272,170,7,"*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",37,39,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",98,59,"*",0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",245,140,6,0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",29,59,"*",0
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",125,96,"*",0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",55,87,"*",0
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",91,60,"*",0
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",101,171,"*",0
"Hartford School District","=""0640011""","LC - Burns","=""0649611""",13,18,0,"*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",96,51,"*",0
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",25,53,0,0
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",114,68,"*",0
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*",198,"*",0
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",14,"*",0,"*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","*","*",0,"*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",46,27,0,0
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",115,51,0,27
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",130,96,"*",0
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",72,41,0,"*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*",0,0,0
"Hartford School District","=""0640011""","SAND School","=""0640111""",62,28,"*",0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",68,16,0,"*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",121,17,0,"*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",12,30,0,0
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,121,"*",15
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",33,125,"*",0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",379,81,"*",8
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",55,41,"*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""",34,107,"*",0
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*",0,0
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",7,"*",0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",156,103,0,7
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",12,11,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",62,18,0,0
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",99,44,0,"*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*",0,0,0
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",13,"*",0,0
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",8,8,0,6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",234,7,0,0
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",90,54,0,"*"
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","*","*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",63,87,"*",0
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",30,19,0,0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",17,16,"*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",26,"*",0,0
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*","*",0,"*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*",0,0,0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",28,13,"*",0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",41,"*",0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",0,0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*",19,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",82,11,0,0
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",24,6,0,0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",13,0,0,0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",29,9,"*",0
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",19,"*",0,"*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",15,"*",0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",39,"*","*",0
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",9,"*",0,0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",6,0,0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",11,"*",0,"*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",46,41,0,0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",56,39,0,"*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",10,"*",0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",132,56,"*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","*",6,0,0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",422,171,"*",0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",140,34,0,0
"Manchester School District","=""0770011""","Martin School","=""0771611""",9,"*",0,0
"Manchester School District","=""0770011""","New Horizons","=""0770711""",0,0,"*",0
"Manchester School District","=""0770011""","Robertson School","=""0771011""",11,"*",0,0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","*","*","*",0
"Manchester School District","=""0770011""","Waddell School","=""0771311""",25,"*",0,0
"Manchester School District","=""0770011""","Washington School","=""0771411""",68,11,0,0
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*","*",0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",42,"*",0,"*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",0,0,"*"
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",7,11,0,0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","*","*",0,0
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,11,0,0
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",160,164,"*",0
"Meriden School District","=""0800011""","Hanover School","=""0800311""","*",6,0,0
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,"*",0,0
"Meriden School District","=""0800011""","John Barry School","=""0800511""","*",6,0,0
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",137,49,0,"*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",170,191,"*",0
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",17,11,0,0
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",0,"*",0,0
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""","*",18,0,0
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,"*",0,0
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",0,61,0,0
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",153,82,0,0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","*",22,0,18
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",0,"*",0,0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",27,17,0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",95,29,0,0
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",14,13,0,0
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,"*",0,0
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*",9,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,13,0,0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",223,93,0,0
"Middletown School District","=""0830011""","Moody School","=""0831211""","*","*",0,7
"Middletown School District","=""0830011""","OASIS","=""0830311""",19,31,0,0
"Middletown School District","=""0830011""","Snow School","=""0831111""",6,"*",0,"*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","*",0,0,0
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*",0,0
"Middletown School District","=""0830011""","Wesley School","=""0831411""",12,0,0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",129,71,"*",15
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",29,"*",0,0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",37,12,0,0
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","*",0,0,0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",324,114,6,0
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",199,21,0,0
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","*",0,0,0
"Milford School District","=""0840011""","Mathewson School","=""0841711""","*","*",0,0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","*","*",0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",12,0,0,"*"
"Milford School District","=""0840011""","The Academy","=""0840311""",6,16,"*",0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",45,21,"*",0
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",0,"*",0,0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",29,"*",0,0
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*",13,0,0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",24,18,0,0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*",0,0,0
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",32,7,0,"*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","*",0,0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""",70,56,"*",0
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,"*",0,0
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",7,"*",0,0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","*","*",0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",88,46,0,"*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",19,10,0,0
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",8,9,"*",0
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",31,18,0,0
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","*",10,0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,15,0,0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",277,141,"*",0
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,7,0,7
"Naugatuck School District","=""0880011""","Western School","=""0880711""","*","*",0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",0,103,0,16
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,69,"*",10
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","*","*",0,0
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",57,44,0,"*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",26,8,0,"*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",71,16,0,13
"New Britain School District","=""0890011""","Holmes School","=""0890611""","*","*",0,11
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,"*",0,0
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",13,"*",0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",26,11,0,"*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2009,623,32,6
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,31,0,0
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",127,246,"*","*"
"New Britain School District","=""0890011""","STEPS","=""0891811""",0,12,0,0
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","*",0,0,0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",8,144,0,0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",84,100,0,"*"
"New Britain School District","=""0890011""","Smith School","=""0891311""",34,15,0,0
"New Britain School District","=""0890011""","Steps","=""0891811""","*",17,"*",0
"New Britain School District","=""0890011""","Vance School","=""0891511""",19,11,0,9
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",23,"*",0,0
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*","*",0,0
"New Canaan School District","=""0900011""","West School","=""0900311""",0,"*",0,0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",121,12,0,0
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",8,0,0,0
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",0,"*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",46,69,0,6
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",7,35,0,0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,90,0,0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",36,210,0,0
"New Haven School District","=""0930011""","Beecher School","=""0930311""","*",63,0,0
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",10,9,0,"*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","*",44,0,0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",55,63,"*",17
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",37,0,"*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",9,123,0,0
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",0,"*",0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,34,0,0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",11,67,"*",0
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","*",9,0,0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,127,0,0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",11,74,0,0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*",79,"*",0
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,35,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",6,49,"*",0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","*",95,0,0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",47,86,"*",0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",30,80,0,"*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",20,114,"*",0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","*",29,0,0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,87,0,0
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",34,102,0,9
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","*",42,0,0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",71,94,0,0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,44,"*",0
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""",0,"*",0,0
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""",0,"*",0,0
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,"*",0,0
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",14,66,"*",0
"New Haven School District","=""0930011""","New Light High School","=""0932611""",0,6,0,0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,11,"*",0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",55,220,0,35
"New Haven School District","=""0930011""","Sound School","=""0936711""",11,20,0,0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,20,0,0
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,12,0,0
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,15,0,"*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",118,87,0,0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",7,181,8,0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","*",0,0,0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",114,152,"*",0
"New London School District","=""0950011""","Jennings School","=""0950311""",46,33,0,6
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",42,14,0,6
"New London School District","=""0950011""","New London High School","=""0956111""",498,68,13,0
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",93,51,0,33
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",374,51,"*",0
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",8,0,0,0
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",153,37,0,0
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",9,"*",0,"*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",0,0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""","*",0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",54,10,0,0
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",46,"*",0,0
"Newington School District","=""0940011""","Newington High School","=""0946111""",259,40,6,"*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",0,0,0
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",0,0,0,"*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",82,69,0,0
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",22,"*","*",0
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",18,"*",0,0
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","*","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,"*",0,0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",128,36,0,0
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",62,20,0,"*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",0,0,0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",66,26,0,0
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",29,37,0,0
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*",0,0,0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",23,14,"*",0
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",9,"*",0,0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",267,54,14,0
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","*","*",0,0
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,"*",0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","*","*",0,6
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,"*",0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,"*",0,0
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,"*",0,0
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",0,"*",0,0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,"*",0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",57,"*",0,"*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",130,79,13,0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,43,"*",0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",90,20,0,0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",51,19,0,0
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","*",9,0,0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,"*",0,"*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,"*",0,0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",204,11,"*",0
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","*",0,0,0
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",8,23,0,0
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",0,"*",0,0
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",0,17,0,0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",324,199,22,"*"
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""",0,"*",0,0
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""",0,"*",0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",0,"*","*",0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",164,74,"*",0
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",19,15,0,"*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,"*",0,0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",174,44,"*",0
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","*",6,0,0
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","*","*","*",0
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",22,0,0,0
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",0,15,0,0
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",18,"*",0,"*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","*","*",0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",35,35,0,0
"Orange School District","=""1070011""","Peck Place School","=""1070511""",9,0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",0,0,"*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*",0,0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",19,"*","*",0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",10,13,0,0
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",100,74,"*",0
"Path Academy District","=""2930013""","Path Academy","=""2930113""",0,25,6,0
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",0,"*",0,0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",86,31,0,0
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",395,172,"*","*"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",7,"*",0,0
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",14,0,0,0
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",31,"*",0,0
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",193,60,"*",0
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",82,"*",0,0
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",0,"*",0,0
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","*",0,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",81,15,"*",0
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",18,8,0,0
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",9,"*",0,0
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*","*",0,0
"Portland School District","=""1130011""","Portland High School","=""1136111""",33,9,0,0
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",8,8,0,0
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",8,0,0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",24,"*",0,9
