"Sanction Counts, 2011-12"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",141,36,"*",0
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,43,8,0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*",127,"*",0
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","*",199,0,0
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",19,55,0,0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","*",122,"*",0
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",0,6,0,0
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",573,440,"*",0
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",264,190,"*",0
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",74,169,0,0
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",275,229,0,0
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",92,373,"*",0
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",73,103,"*",0
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,"*",0,0
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","*",48,"*",0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,24,0,0
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",12,29,0,0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",88,53,"*",0
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",29,53,"*",21
"Hartford School District","=""0640011""","SAND School","=""0640111""","*",341,"*",0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",87,73,"*",13
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",16,137,0,0
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",0,49,0,0
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",7,342,0,0
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",12,117,"*",0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",505,89,0,"*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",85,54,"*",0
"Hartford School District","=""0640011""","West Middle School","=""0642111""",123,131,0,0
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",6,0,0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",19,0,0,0
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",9,16,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",122,34,0,0
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",12,14,0,0
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",6,8,0,0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",293,"*",0,"*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",203,103,0,15
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,"*",0,0
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",46,39,0,0
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",0,0
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,"*",0,0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*",17,0,0
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",26,23,0,0
"Learn","=""2450014""","The Friendship School","=""2450214""",0,"*",0,0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",12,"*",0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",38,0,0,0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",36,10,0,0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",7,"*",0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",18,0,0,0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*",0,0,0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",86,26,0,"*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",50,10,"*",0
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",12,6,"*",0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",12,0,0,0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",72,27,"*","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*","*",0,0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",124,15,0,0
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",9,"*",0,0
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",0,0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",24,7,0,0
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",9,34,0,0
"Manchester School District","=""0770011""","Bowers School","=""0770111""",7,"*",0,0
"Manchester School District","=""0770011""","Buckley School","=""0770311""",8,16,0,0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",142,9,0,0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",299,120,"*",0
"Manchester School District","=""0770011""","Keeney School","=""0770611""",10,0,0,0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",373,284,8,0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",180,42,"*",0
"Manchester School District","=""0770011""","Martin School","=""0771611""",6,"*",0,0
"Manchester School District","=""0770011""","Robertson School","=""0771011""",37,"*",0,0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",88,20,0,0
"Manchester School District","=""0770011""","Waddell School","=""0771311""",31,"*",0,0
"Manchester School District","=""0770011""","Washington School","=""0771411""",21,12,0,0
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","*",0,0,"*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",27,"*",0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",0,0
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","*",10,0,0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",11,14,0,"*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",11,7,0,"*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",888,327,11,0
"Meriden School District","=""0800011""","Hanover School","=""0800311""",18,11,0,"*"
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",235,13,0,0
"Meriden School District","=""0800011""","John Barry School","=""0800511""",41,28,0,0
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",330,78,"*",0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",806,217,17,0
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",16,6,0,0
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",14,7,0,0
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",752,259,6,0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,9,0,0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",57,24,0,0
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",46,39,"*",7
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","*",0,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,23,0,0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",264,135,"*",7
"Middletown School District","=""0830011""","Moody School","=""0831211""","*","*",0,7
"Middletown School District","=""0830011""","Snow School","=""0831111""",7,0,0,0
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,"*",0,0
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,"*",0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",136,65,"*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",0,0,0
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",23,7,0,0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",33,10,"*",0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",311,161,"*",0
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",156,38,"*",0
"Milford School District","=""0840011""","Meadowside School","=""0840711""",13,"*",0,0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*","*",0,0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",24,9,0,0
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",0,0,0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",15,7,"*",0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",22,14,"*",0
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",0,"*",0,0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",7,0,0,0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",8,"*",0,0
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",118,67,"*",18
"Montville School District","=""0860011""","Mohegan School","=""0860111""",13,0,0,0
"Montville School District","=""0860011""","Montville High School","=""0866111""",540,121,0,"*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*","*",0,0
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",96,8,0,0
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""","*",7,0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",447,77,0,7
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",21,9,0,"*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",55,28,0,0
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,"*",0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",15,16,0,0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",342,196,8,0
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,"*",0,0
"Naugatuck School District","=""0880011""","Western School","=""0880711""","*",11,0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",0,"*",0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","*",89,"*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,22,0,0
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",7,8,0,0
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",96,40,0,"*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",48,"*",0,0
"New Britain School District","=""0890011""","Holmes School","=""0890611""",24,"*",0,0
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",6,7,0,0
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,"*",0,"*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",17,11,0,0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2444,1012,0,0
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*",11,0,0
"New Britain School District","=""0890011""","Northend School","=""0890911""",25,24,0,0
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",187,234,0,0
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",115,253,0,0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",6,195,0,0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",510,87,0,0
"New Britain School District","=""0890011""","Smith School","=""0891311""",67,21,0,0
"New Britain School District","=""0890011""","Vance School","=""0891511""",60,36,0,"*"
"New Canaan School District","=""0900011""","East School","=""0900411""","*",0,0,0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",25,7,0,0
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",17,0,0,0
"New Canaan School District","=""0900011""","South School","=""0900211""","*",0,0,0
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",8,0,0,0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",8,"*",0,0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",222,33,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",26,"*",0,0
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*",0,"*",0
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",9,57,0,0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",9,26,"*",0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,82,"*",0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",111,66,0,0
"New Haven School District","=""0930011""","Beecher School","=""0930311""",32,78,"*",0
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",44,31,"*",0
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",14,27,0,0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",13,81,"*",0
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",65,0,0
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",0,"*",0,0
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,264,"*",0
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,20,"*",0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",7,81,0,0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",28,49,"*",0
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,26,0,0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","*",97,0,0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",7,86,0,0
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,84,0,0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","*",96,"*",0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","*",67,"*",0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",25,31,0,0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",33,96,"*",0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",150,416,8,0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,59,"*",0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","*",39,0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,62,0,0
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",61,134,"*",0
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,46,0,0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",34,71,0,0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","*",23,"*",0
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",13,67,"*",0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,81,9,0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",16,94,0,0
"New Haven School District","=""0930011""","Sound School","=""0936711""",6,23,"*",0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,9,0,0
"New Haven School District","=""0930011""","Truman School","=""0932911""","*",90,"*",0
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,45,0,0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,117,0,0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",75,292,17,0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",19,9,0,0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",444,283,10,"*"
"New London School District","=""0950011""","Harbor School","=""0950211""","*","*",0,0
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",0,"*",0,0
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",20,32,0,0
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",0,0
"New London School District","=""0950011""","New London High School","=""0956111""",617,94,8,0
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","*",14,0,0
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",0,"*",0,0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",442,153,0,"*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",28,"*",0,0
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",105,24,"*",6
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*","*",0,"*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",0,0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""","*","*",0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",79,21,"*",0
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",181,36,"*",0
"Newington School District","=""0940011""","Newington High School","=""0946111""",404,30,"*",0
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",0,"*",0,0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",0,0,0
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",0,0,0
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",0,0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",95,14,"*",0
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",35,"*",0,"*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",16,"*",0,0
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",0,0,0
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*",0,0,0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",188,26,0,0
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",98,19,"*",0
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",18,0,0,"*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","*",0,0,"*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",42,51,"*",29
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",34,29,0,"*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*",0,0,0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",90,11,"*",0
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",17,0,"*",0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",366,104,23,0
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,"*",0,0
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","*",0,0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,9,0,0
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,"*",0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","*",11,0,0
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,"*",0,0
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",6,12,0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",99,30,"*",0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",519,167,8,0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,51,10,0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",223,65,"*","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",49,8,0,0
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,"*",0,0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",12,0,0,0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",10,13,0,0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",245,81,"*",0
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,8,0,0
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","*","*",0,0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",690,125,12,"*"
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",18,25,0,0
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,"*",0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",20,15,0,"*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",116,95,"*",0
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",11,"*",0,"*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,13,0,0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",242,34,0,"*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",54,60,"*",0
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","*",0,0,"*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",45,38,0,"*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",8,8,0,"*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",11,13,0,0
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",9,9,0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",18,7,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",34,7,0,0
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",6,0,0,0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",33,"*",0,0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",18,17,0,"*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",71,52,0,"*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",156,29,0,45
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",154,112,"*",0
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",46,0,0,25
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",0,0
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",0,"*",0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",8,"*",0,"*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",48,"*",0,"*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",118,14,0,0
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",39,24,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",25,44,0,0
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",7,"*",0,0
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",6,"*",0,"*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*","*",0,0
"Portland School District","=""1130011""","Portland High School","=""1136111""",38,14,"*",0
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",9,"*",0,0
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",8,"*",0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",11,30,0,"*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",115,40,"*",0
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",65,29,0,"*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",32,0,0,"*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",0,0,"*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",51,10,"*","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",14,0,0,0
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",59,34,0,0
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",6,0,0,0
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",15,0,0
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",174,51,0,0
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",92,36,"*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""","*",0,0,0
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,"*",0,0
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*",0,0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",27,26,"*",0
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",10,14,0,0
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,"*",0,0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",212,58,7,0
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",51,16,0,0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",10,16,"*",0
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",47,9,0,"*"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*","*",0,0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",133,23,0,0
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",55,28,0,0
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",55,12,"*",0
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",16,"*",0,0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",25,0,0,0
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",11,0,0,0
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",0,0
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",0,0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",49,30,0,0
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",26,"*",0,0
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",7,"*",0,0
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",6,0,0,0
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",17,9,0,0
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*","*",0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",133,44,"*",11
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",0,0
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",7,"*",0,0
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","*",0,0,0
"Regional School District 16","=""2160012""","Community School","=""2160212""","*",0,0,0
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","*","*",0,0
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",55,8,0,0
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","*",0,0,0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",133,74,"*",0
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","*",0,0,0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",58,18,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",72,16,0,"*"
