"Sanction Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",17,24,0,0
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","*",68,"*",0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",266,75,11,0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",195,59,"*",14
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",30,19,0,0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",27,"*",0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",10,12,0,0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",7,14,0,22
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*","*",0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",41,144,"*",0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",166,68,0,"*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","*",12,0,0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",0,0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",30,47,13,0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",28,143,6,0
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",107,425,"*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""",228,124,0,"*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",0,24,0,0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*",116,"*",0
"Hartford School District","=""0640011""","Clark School","=""0642411""",23,113,"*",0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",591,137,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*",165,14,0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",7,87,"*",0
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",8,11,0,0
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","*",9,0,"*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,"*",0,0
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",8,27,0,0
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","*",84,0,"*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",7,6,0,0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",9,11,0,0
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","*",8,0,0
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",37,122,"*",9
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",204,167,0,"*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",113,50,"*",0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",259,117,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",266,173,6,0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",104,191,"*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",161,160,"*",0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",37,146,13,0
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",111,54,"*",0
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",111,190,"*",0
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",78,190,0,0
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",22,211,0,0
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*",0,0,0
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",109,56,"*",0
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*",232,0,0
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",18,21,0,7
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",0,"*",0,0
"Hartford School District","=""0640011""","New Visions Program","=""0642711""","*","*","*",0
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",65,44,"*",0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,23,"*",0
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",79,99,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",88,73,"*",0
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",31,21,0,0
"Hartford School District","=""0640011""","SAND School","=""0640111""",83,245,"*",0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",88,37,0,"*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",59,18,0,0
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",13,54,0,0
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,106,0,35
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",33,95,0,0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",307,135,"*",0
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",25,15,"*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""",6,71,"*",0
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*",0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","*",0,0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",18,12,0,0
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,"*",0,0
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",74,36,0,7
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",100,73,0,0
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",13,0,0,0
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",9,10,0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",294,"*","*",0
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",133,20,0,6
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","*","*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",21,65,0,0
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",16,6,0,"*"
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",0,"*",0,0
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""",7,0,0,0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",6,15,0,0
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",45,"*",0,"*"
"Learn","=""2450014""","The Friendship School","=""2450214""",0,"*",0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*",0,0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",24,14,"*",0
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",0,0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",19,"*",0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",8,"*",0,0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*",12,0,0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",81,37,"*",0
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",37,21,0,0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",9,0,0,0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",63,19,"*","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",7,"*",0,0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",88,15,"*","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",0,0,0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*","*",0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",8,0,0
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",22,27,0,0
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,"*",0,0
"Manchester School District","=""0770011""","Buckley School","=""0770311""",7,32,0,"*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",39,19,0,0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","*","*",0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",178,45,6,0
"Manchester School District","=""0770011""","Keeney School","=""0770611""","*",7,0,0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",342,116,7,"*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",143,40,0,"*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",23,11,0,0
"Manchester School District","=""0770011""","New Horizons","=""0770711""",0,"*","*",0
"Manchester School District","=""0770011""","Robertson School","=""0771011""",22,"*",0,0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",6,"*",0,0
"Manchester School District","=""0770011""","Waddell School","=""0771311""",22,0,0,0
"Manchester School District","=""0770011""","Washington School","=""0771411""",35,28,0,0
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*","*",0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",35,"*","*",0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",0,0,0
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","*",13,0,0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","*",15,0,0
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","*",12,0,"*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",308,241,0,"*"
"Meriden School District","=""0800011""","Hanover School","=""0800311""","*",23,0,"*"
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,6,0,0
"Meriden School District","=""0800011""","John Barry School","=""0800511""","*",16,0,0
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",188,67,0,6
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",261,257,"*",0
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",8,"*",0,0
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""","*",8,0,0
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",14,0,"*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","*",32,0,0
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",430,143,0,0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,16,0,10
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",0,0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",16,8,0,0
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","*","*",0,0
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",0,10,0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",183,40,0,"*"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","*","*",0,0
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",29,9,0,0
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",8,13,0,0
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""",0,"*",0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,9,0,"*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",151,81,"*",0
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,"*",0,"*"
"Middletown School District","=""0830011""","OASIS","=""0830311""",12,16,0,0
"Middletown School District","=""0830011""","Snow School","=""0831111""",11,7,0,0
"Middletown School District","=""0830011""","Spencer School","=""0830111""","*","*",0,0
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*",0,0
"Middletown School District","=""0830011""","Wesley School","=""0831411""","*",0,0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",71,47,0,0
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,"*",0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",24,11,"*",0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",15,"*","*",0
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","*","*",0,0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",297,110,0,0
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",134,12,"*",0
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,"*",0,0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","*","*",0,0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",8,0,0,0
"Milford School District","=""0840011""","The Academy","=""0840311""",24,28,"*",0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",24,29,0,0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",9,"*",0,0
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*",6,0,0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",37,17,"*",0
"Monroe School District","=""0850011""","REAL","=""0850411""",0,"*","*",0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*",0,0,0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",10,"*",0,0
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",29,10,0,"*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","*","*",0,0
"Montville School District","=""0860011""","Montville High School","=""0866111""",57,66,"*",0
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*","*",0,0
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",0,0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,"*",0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",98,37,0,0
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",15,17,0,0
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",13,15,0,0
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","*",7,0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","*",15,0,0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",376,176,8,0
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",6,22,0,"*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","*","*",0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","*",106,0,"*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,28,"*",19
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",35,42,0,0
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",115,39,0,11
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",62,23,0,9
"New Britain School District","=""0890011""","Holmes School","=""0890611""","*",9,0,9
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*",0,0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",19,29,0,7
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2105,654,29,"*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",215,231,9,7
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",266,324,0,"*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",61,87,0,9
"New Britain School District","=""0890011""","Smith School","=""0891311""",49,23,0,0
"New Britain School District","=""0890011""","Vance School","=""0891511""",36,16,0,23
"New Canaan School District","=""0900011""","East School","=""0900411""",0,"*",0,0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",11,"*","*",0
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*",0,0,0
"New Canaan School District","=""0900011""","South School","=""0900211""","*",0,0,"*"
"New Canaan School District","=""0900011""","West School","=""0900311""",0,"*",0,0
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*",0,0,0
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""",16,"*",0,0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",8,"*",0,0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",123,11,0,0
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",17,"*",0,0
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",9,0,0,0
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",68,99,"*",10
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",6,35,"*",0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,59,"*",0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,171,0,0
"New Haven School District","=""0930011""","Beecher School","=""0930311""",10,54,"*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",8,32,0,0
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",14,54,0,"*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",120,113,0,"*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",40,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,183,"*",0
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","*",38,"*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","*",9,0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","*",34,0,0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","*",34,0,0
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,30,0,0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*",109,0,0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",17,97,"*",0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",7,65,"*",0
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,84,0,0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",7,65,"*",0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,84,"*",0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",14,22,0,"*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",13,50,"*",0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",51,79,"*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,43,0,0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,78,0,0
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",46,108,"*",9
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",18,67,0,0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",27,85,"*",0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,11,"*",0
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,9,"*",0
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",48,85,"*",0
"New Haven School District","=""0930011""","New Light High School","=""0932611""",0,6,0,0
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",0,18,0,0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,27,0,0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",108,171,0,42
"New Haven School District","=""0930011""","Sound School","=""0936711""","*",26,0,0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,38,0,0
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,12,"*",0
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","*",53,"*",0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",126,179,"*",6
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",29,158,8,0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",12,"*",0,0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",460,136,"*",0
"New London School District","=""0950011""","Jennings School","=""0950311""",12,36,0,"*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",147,89,0,31
"New London School District","=""0950011""","New London High School","=""0956111""",585,67,9,0
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",156,130,0,22
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",681,121,0,0
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",10,0,0,7
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",61,8,0,0
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",14,"*",0,0
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",0,0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""","*",0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",45,10,"*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",38,"*",0,0
"Newington School District","=""0940011""","Newington High School","=""0946111""",310,35,"*","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",0,0,"*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",106,48,"*",0
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",35,"*",0,"*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",8,0,0,0
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",8,"*",0,0
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,11,0,"*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",185,65,0,"*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",54,11,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*",0,0
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","*",0,0,0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",67,28,12,0
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",38,34,0,"*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*","*",0,0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",27,14,0,"*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*","*","*",0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",248,40,18,"*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,"*",0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","*","*",0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",39,7,0,"*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",167,81,8,"*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,20,"*",0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",66,32,"*",0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",52,10,0,0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,"*",0,0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","*","*",0,0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",202,16,0,0
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,6,0,0
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",12,"*",0,0
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",0,"*",0,0
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",7,"*",0,0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",426,214,41,"*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,"*",0,"*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","*","*",0,0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",62,34,"*",0
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",16,33,0,0
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","*",7,"*",0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",113,26,0,0
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","*","*",0,0
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",10,28,0,0
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",28,8,0,0
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",13,45,0,0
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",22,6,0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",12,0,0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",47,22,"*",0
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",10,0,0,0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","*","*","*",0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",26,15,"*",0
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",47,60,0,0
"Path Academy District","=""2930013""","Path Academy","=""2930113""",0,94,0,0
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*","*",0,0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",102,26,0,"*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",285,135,"*","*"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",14,"*",0,0
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*",9,0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","*","*",0,0
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",36,"*",0,"*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",133,22,"*",0
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",44,8,0,0
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*",0,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",38,19,0,"*"
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",10,"*",0,0
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",14,0,0,"*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",7,"*",0,0
"Portland School District","=""1130011""","Portland High School","=""1136111""",22,13,"*",0
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*",12,0,0
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*",0,"*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","*","*",0,8
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""",0,"*",0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",17,15,0,"*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",25,19,0,0
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",41,24,"*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",15,0,0,"*"
