"Sanction Counts, 2012-13"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","*",237,11,0
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",178,265,"*",0
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","*",20,0,7
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",11,84,"*","*"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",83,72,0,0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",48,68,"*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",89,96,0,8
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*",9,"*",0
"Hartford School District","=""0640011""","SAND School","=""0640111""",6,274,"*",0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",81,70,"*",12
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",8,21,"*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",40,130,0,0
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","*",89,"*",0
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",15,50,"*",0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",574,123,0,56
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",47,38,"*",0
"Hartford School District","=""0640011""","West Middle School","=""0642111""",37,141,"*",0
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",0,0,0
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,"*",0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,"*",0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,"*","*",0
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",9,7,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",37,19,0,0
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",65,14,0,0
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",6,0,0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",514,30,0,0
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",215,91,0,14
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","*","*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",184,74,0,0
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",8,6,0,0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,7,0,0
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",17,14,0,10
"Learn","=""2450014""","The Friendship School","=""2450214""",0,6,0,"*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,"*",0,0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",0,0,"*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",22,0,0,0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",32,"*",0,0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",18,"*",0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",7,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",21,"*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",46,35,"*",0
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",24,"*","*",0
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",10,"*",0,0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",9,"*","*",0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",59,8,6,0
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",6,0,0,0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",132,36,6,0
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",7,"*",0,0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",0,0,0
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,"*",0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",12,"*",0,"*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,7,0,0
"Manchester School District","=""0770011""","Buckley School","=""0770311""",6,16,0,0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",17,16,0,0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",6,"*",0,0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",369,130,"*",0
"Manchester School District","=""0770011""","Keeney School","=""0770611""","*",15,0,0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",492,127,"*",0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",137,43,"*",0
"Manchester School District","=""0770011""","Martin School","=""0771611""",7,"*",0,0
"Manchester School District","=""0770011""","Robertson School","=""0771011""",20,8,0,0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",55,12,0,0
"Manchester School District","=""0770011""","Waddell School","=""0771311""",36,8,0,0
"Manchester School District","=""0770011""","Washington School","=""0771411""",10,94,0,0
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","*","*",0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",18,"*","*","*"
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,"*",0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",10,0,0,"*"
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",12,10,0,0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",21,14,0,"*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",17,19,"*",0
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",595,346,"*",0
"Meriden School District","=""0800011""","Hanover School","=""0800311""","*","*",0,"*"
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",61,"*",0,0
"Meriden School District","=""0800011""","John Barry School","=""0800511""",17,13,0,0
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",340,79,"*",0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",624,354,"*",0
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",28,15,0,0
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",13,"*",0,0
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",578,206,"*","*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",38,13,0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",117,39,0,0
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",11,13,0,"*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",7,"*",0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","*",75,0,0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",249,132,6,0
"Middletown School District","=""0830011""","Moody School","=""0831211""",6,8,0,11
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,"*",0,0
"Middletown School District","=""0830011""","Spencer School","=""0830111""",6,8,0,0
"Middletown School District","=""0830011""","Wesley School","=""0831411""","*","*",0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",117,125,"*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",20,12,0,0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",24,"*",0,"*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",371,208,"*",0
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",146,45,"*",0
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","*",0,0,0
"Milford School District","=""0840011""","Meadowside School","=""0840711""","*",0,0,0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",6,"*",0,0
"Milford School District","=""0840011""","The Academy","=""0840311""",7,"*",0,0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",19,26,0,0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",17,6,0,0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",22,23,0,0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*",0,0,"*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*","*",0,0
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",73,40,0,18
"Montville School District","=""0860011""","Mohegan School","=""0860111""","*",0,0,0
"Montville School District","=""0860011""","Montville High School","=""0866111""",102,57,0,0
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*",0,0,0
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",31,11,0,0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,"*",0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",89,67,0,"*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",19,7,0,0
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",40,33,0,0
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",7,11,0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",13,45,0,0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",214,177,0,"*"
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,"*",0,0
"Naugatuck School District","=""0880011""","Western School","=""0880711""","*",7,0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",94,46,0,7
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,25,0,0
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",57,32,0,0
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",46,134,"*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",28,"*",0,0
"New Britain School District","=""0890011""","Holmes School","=""0890611""",21,"*",0,0
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*",0,0,0
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","*","*",0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",79,26,0,"*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",4495,1261,0,0
"New Britain School District","=""0890011""","Northend School","=""0890911""",19,15,0,0
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",245,178,0,0
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",73,183,0,0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",14,243,0,0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",422,94,0,0
"New Britain School District","=""0890011""","Smith School","=""0891311""",72,35,0,"*"
"New Britain School District","=""0890011""","Vance School","=""0891511""",60,47,0,0
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",10,0,0,0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","*","*",0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",206,45,"*",0
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",28,0,0,0
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",0,"*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",0,0,0
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",0,0,0,"*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",21,35,"*",0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",13,37,"*",0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*",35,"*",0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",15,26,0,0
"New Haven School District","=""0930011""","Beecher School","=""0930311""",21,64,0,0
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","*","*",0,0
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,"*",0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",14,86,7,0
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",6,45,"*",0
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,88,"*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","*",52,0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,36,"*",0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",7,44,"*",0
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,17,"*",0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,"*","*",0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",27,111,0,0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",10,61,0,0
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,40,"*",0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","*",35,"*",0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","*",21,0,0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",55,74,7,0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",49,68,0,0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",53,128,"*",0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,40,"*",0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,21,0,0
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",48,94,0,"*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,34,0,0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",36,34,"*",0
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","*",27,"*",0
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",10,27,"*",0
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,6,0,0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","*",33,"*",0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",17,48,"*",0
"New Haven School District","=""0930011""","Sound School","=""0936711""",7,15,0,0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","*",28,0,0
"New Haven School District","=""0930011""","Truman School","=""0932911""","*",48,"*",0
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","*",40,0,0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,57,0,0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",255,302,25,0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",19,6,0,0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",454,221,0,"*"
"New London School District","=""0950011""","Jennings School","=""0950311""",26,22,0,9
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",151,81,0,15
"New London School District","=""0950011""","New London High School","=""0956111""",533,117,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",36,63,0,0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",723,127,"*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",34,"*",0,0
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",91,20,0,"*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*","*",0,10
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",0,0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""","*",0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",71,21,"*",7
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",94,11,"*",0
"Newington School District","=""0940011""","Newington High School","=""0946111""",460,35,"*","*"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","*","*",0,0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",8,0,0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",98,23,"*",0
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",33,"*",0,0
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",22,"*",0,0
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*","*",0,"*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",334,55,"*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",68,14,0,"*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",18,0,0,0
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",9,0,0,"*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",0,"*",0,0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",183,26,0,"*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",35,29,0,9
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*",0,0,0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",18,"*",6,0
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*",0,0,0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",344,65,22,0
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,"*",0,0
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",13,6,0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","*",8,0,"*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,7,0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,7,0,0
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,"*",0,0
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","*",8,0,0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,"*",0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",107,29,0,8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",426,200,23,0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,49,8,0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",133,79,0,0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",33,20,0,0
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","*","*",0,0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","*",8,"*",0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","*",7,0,0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",193,39,0,0
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,"*",0,0
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",8,0,0,0
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","*",0,0,0
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",10,"*",0,0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",770,208,9,0
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",23,12,"*",0
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,"*",0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",16,26,0,"*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",169,65,0,"*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",11,15,"*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,11,0,"*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",199,39,"*",0
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",36,37,0,14
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","*","*",0,"*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",11,25,0,0
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",7,6,0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",13,17,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",70,51,"*","*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,0,0,"*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",6,0,0,0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",11,11,0,0
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*",0,0,0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",20,24,0,0
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",25,23,0,0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",97,42,"*",13
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",164,131,"*",14
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",38,"*",0,"*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","*","*",0,0
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*","*",0,0
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",47,7,0,"*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",171,16,0,0
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",52,26,0,"*"
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",0,"*",0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",25,30,"*",0
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",7,"*","*",0
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",9,0,0,0
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*","*",0,0
"Portland School District","=""1130011""","Portland High School","=""1136111""",39,13,"*",0
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",14,"*",0,0
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*",0,"*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",11,0,0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",22,17,0,11
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",99,49,0,0
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",81,39,"*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",35,0,0,"*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*","*",0,0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",84,18,0,"*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",11,"*",0,0
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",77,19,"*","*"
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*","*",0,0
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",6,0,0,0
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",58,29,"*",0
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",0,0,0
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",0,0,0
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",70,22,"*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",0,0,0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",17,46,0,0
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",10,11,0,0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",160,21,"*",0
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",61,17,"*",0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",0,13,0,0
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",56,17,"*",0
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,"*",0,0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",64,17,0,"*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",38,29,0,0
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*",0,0,0
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",23,15,"*",0
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*",0,0,0
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","*",0,0,0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",22,0,0,0
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",17,"*","*",0
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",0,0
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","*",0,0,0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",49,21,0,0
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",9,"*",0,0
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*","*",0,0
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",15,"*",0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",196,31,0,"*"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*",0,0,0
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",0,"*",0,0
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",0,0
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","*","*",0,0
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",45,"*",0,0
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","*","*",0,0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",81,51,"*",0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",64,"*","*",0
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",70,7,"*","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*",0,0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",19,"*","*",0
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*","*",0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",86,77,"*",0
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",0,"*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*","*",0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",10,"*",0,0
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,6
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*",0,0,0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",43,17,"*",0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",11,"*",0,0
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*","*",0,0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",13,0,0,0
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",8,"*",0,0
