"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""",14,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",102,96,94.1,96,23,24.0,30,31.3,31,32.3,"*","*","*","*",12,12.5,218
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",372,300,80.6,288,104,36.1,59,20.5,78,27.1,19,6.6,28,9.7,47,16.3,215
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",234,188,80.3,182,88,48.4,53,29.1,37,20.3,"*","*","*","*","*","*",193
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",172,170,98.8,169,20,11.8,56,33.1,54,32.0,20,11.8,19,11.2,39,23.1,233
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",168,163,97.0,162,23,14.2,36,22.2,64,39.5,18,11.1,21,13.0,39,24.1,237
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",72,71,98.6,71,22,31.0,21,29.6,20,28.2,"*","*","*","*",8,11.3,211
"New Haven School District","=""0930011""","Sound School","=""0936711""",91,86,94.5,84,"*","*","*","*",24,28.6,34,40.5,14,16.7,48,57.1,260
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",54,52,96.3,52,14,26.9,16,30.8,15,28.8,"*","*","*","*",7,13.5,212
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",66,65,98.5,60,15,25.0,16,26.7,22,36.7,"*","*","*","*",7,11.7,216
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",11,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""",235,218,92.8,216,54,25.0,43,19.9,65,30.1,24,11.1,30,13.9,54,25.0,228
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",361,343,95.0,342,12,3.5,21,6.1,110,32.2,86,25.1,113,33.0,199,58.2,275
"Newington School District","=""0940011""","Newington High School","=""0946111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",246,239,97.2,239,8,3.3,18,7.5,74,31.0,53,22.2,86,36.0,139,58.2,277
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",46,46,100.0,46,"*","*","*","*",14,30.4,10,21.7,18,39.1,28,60.9,277
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",413,400,96.9,399,54,13.5,57,14.3,148,37.1,71,17.8,69,17.3,140,35.1,248
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",423,413,97.6,411,53,12.9,66,16.1,140,34.1,87,21.2,65,15.8,152,37.0,245
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",20,15,75.0,15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",110,108,98.2,108,"*","*","*","*",25,23.1,33,30.6,41,38.0,74,68.5,280
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",138,138,100.0,137,6,4.4,6,4.4,36,26.3,28,20.4,61,44.5,89,65.0,284
"Path Academy District","=""2930013""","Path Academy","=""2930113""",45,22,48.9,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",169,163,96.4,163,18,11.0,20,12.3,44,27.0,46,28.2,35,21.5,81,49.7,254
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",127,125,98.4,125,15,12.0,27,21.6,38,30.4,29,23.2,16,12.8,45,36.0,241
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""",92,92,100.0,92,"*","*","*","*",29,31.5,24,26.1,29,31.5,53,57.6,275
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",67,67,100.0,67,11,16.4,12,17.9,29,43.3,8,11.9,7,10.4,15,22.4,234
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",153,152,99.3,152,"*","*","*","*",40,26.3,36,23.7,69,45.4,105,69.1,289
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",358,357,99.7,356,"*","*","*","*",67,18.8,85,23.9,189,53.1,274,77.0,296
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",169,169,100.0,169,0,0.0,8,4.7,44,26.0,47,27.8,70,41.4,117,69.2,285
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",241,235,97.5,233,0,0.0,"*","*","*","*",58,24.9,123,52.8,181,77.7,297
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",201,201,100.0,201,"*","*","*","*",43,21.4,49,24.4,92,45.8,141,70.1,286
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",29,29,100.0,29,"*","*","*","*",7,24.1,7,24.1,10,34.5,17,58.6,267
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",62,62,100.0,62,"*","*","*","*",9,14.5,17,27.4,26,41.9,43,69.4,283
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",126,123,97.6,123,"*","*","*","*",24,19.5,32,26.0,61,49.6,93,75.6,298
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",191,190,99.5,190,"*","*","*","*",58,30.5,49,25.8,65,34.2,114,60.0,277
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",287,280,97.6,280,"*","*","*","*",46,16.4,89,31.8,136,48.6,225,80.4,295
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",172,172,100.0,172,17,9.9,16,9.3,60,34.9,39,22.7,40,23.3,79,45.9,258
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",165,162,98.2,162,"*","*","*","*",37,22.8,41,25.3,77,47.5,118,72.8,293
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",290,286,98.6,286,13,4.5,22,7.7,81,28.3,63,22.0,107,37.4,170,59.4,277
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",425,403,94.8,403,0,0.0,10,2.5,64,15.9,102,25.3,227,56.3,329,81.6,300
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",155,152,98.1,152,16,10.5,14,9.2,55,36.2,37,24.3,30,19.7,67,44.1,254
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Aspire","=""1290511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""",116,116,100.0,116,"*","*","*","*",34,29.3,18,15.5,53,45.7,71,61.2,285
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",328,324,98.8,324,"*","*","*","*",52,16.0,69,21.3,185,57.1,254,78.4,302
"Southington School District","=""1310011""","Alta","=""1310111""",12,11,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""",520,511,98.3,511,12,2.3,37,7.2,123,24.1,123,24.1,216,42.3,339,66.3,284
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",89,85,95.5,85,"*","*","*","*",24,28.2,19,22.4,35,41.2,54,63.5,279
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",18,14,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",416,406,97.6,406,94,23.2,75,18.5,140,34.5,54,13.3,43,10.6,97,23.9,230
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",512,494,96.5,492,112,22.8,83,16.9,133,27.0,81,16.5,83,16.9,164,33.3,237
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",161,158,98.1,157,15,9.6,19,12.1,51,32.5,30,19.1,42,26.8,72,45.9,258
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",180,179,99.4,179,"*","*","*","*",55,30.7,48,26.8,59,33.0,107,59.8,275
"Stratford School District","=""1380011""","ALPHA","=""1380511""",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",238,233,97.9,233,26,11.2,30,12.9,89,38.2,53,22.7,35,15.0,88,37.8,248
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",262,253,96.6,252,9,3.6,35,13.9,98,38.9,60,23.8,50,19.8,110,43.7,257
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",45,45,100.0,45,14,31.1,13,28.9,12,26.7,6,13.3,0,0.0,6,13.3,211
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",81,80,98.8,80,19,23.8,15,18.8,22,27.5,10,12.5,14,17.5,24,30.0,235
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",57,57,100.0,57,"*","*","*","*",23,40.4,14,24.6,11,19.3,25,43.9,256
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",252,226,89.7,225,32,14.2,44,19.6,80,35.6,37,16.4,32,14.2,69,30.7,239
"Trumbull School District","=""1440011""","REACH","=""1440511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",556,549,98.7,549,8,1.5,14,2.6,107,19.5,122,22.2,298,54.3,420,76.5,298
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",14,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",199,196,98.5,195,22,11.3,38,19.5,66,33.8,35,17.9,34,17.4,69,35.4,245
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",267,264,98.9,264,7,2.7,15,5.7,99,37.5,74,28.0,69,26.1,143,54.2,271
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",194,193,99.5,193,11,5.7,20,10.4,60,31.1,52,26.9,50,25.9,102,52.8,263
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Hartford Detention Center","=""3480315""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",115,113,98.3,112,8,7.1,19,17.0,53,47.3,22,19.6,10,8.9,32,28.6,243
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",279,268,96.1,263,108,41.1,78,29.7,62,23.6,"*","*","*","*",15,5.7,200
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",273,266,97.4,265,137,51.7,57,21.5,54,20.4,11,4.2,6,2.3,17,6.4,196
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",301,292,97.0,290,111,38.3,88,30.3,63,21.7,18,6.2,10,3.4,28,9.7,205
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",232,232,100.0,232,18,7.8,41,17.7,103,44.4,35,15.1,35,15.1,70,30.2,245
"Waterbury School District","=""1510011""","State Street School","=""1519011""",10,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",33,24,72.7,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",365,361,98.9,361,"*","*","*","*",67,18.6,77,21.3,200,55.4,277,76.7,297
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",342,341,99.7,341,8,2.3,13,3.8,45,13.2,68,19.9,207,60.7,275,80.6,303
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",15,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",360,356,98.9,355,44,12.4,49,13.8,127,35.8,63,17.7,72,20.3,135,38.0,250
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",90,90,100.0,90,"*","*","*","*",37,41.1,24,26.7,20,22.2,44,48.9,264
"Weston School District","=""1570011""","Weston High School","=""1576111""",206,201,97.6,201,"*","*","*","*",42,20.9,51,25.4,102,50.7,153,76.1,295
"Westport School District","=""1580011""","Staples High School","=""1586111""",477,468,98.1,468,"*","*","*","*",99,21.2,102,21.8,253,54.1,355,75.9,297
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",311,299,96.1,299,11,3.7,21,7.0,97,32.4,80,26.8,90,30.1,170,56.9,269
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",338,331,97.9,329,"*","*","*","*",54,16.4,88,26.7,180,54.7,268,81.5,302
"Windham School District","=""1630011""","Windham High School","=""1636111""",136,127,93.4,127,42,33.1,29,22.8,33,26.0,14,11.0,9,7.1,23,18.1,217
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",106,104,98.1,104,7,6.7,12,11.5,44,42.3,27,26.0,14,13.5,41,39.4,252
"Windsor School District","=""1640011""","Spark","=""1640311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",297,284,95.6,284,20,7.0,46,16.2,99,34.9,53,18.7,66,23.2,119,41.9,256
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",186,185,99.5,185,8,4.3,12,6.5,71,38.4,44,23.8,50,27.0,94,50.8,265
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",245,244,99.6,244,11,4.5,20,8.2,65,26.6,55,22.5,93,38.1,148,60.7,276

