"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (3-l"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",27,27,100.0,27,"*","*","*","*",6,22.2,15,55.6,"*","*","*","*",257
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","F",90,89,98.9,89,28,31.5,"*","*",19,21.3,25,28.1,"*","*","*","*",228
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",81,81,100.0,81,"*","*",16,19.8,15,18.5,30,37.0,"*","*","*","*",231
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","R",31,29,93.5,29,"*","*","*","*",10,34.5,8,27.6,"*","*","*","*",232
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*",248
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",179,176,98.3,176,"*","*","*","*",22,12.5,105,59.7,39,22.2,144,81.8,274
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",251
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",42,42,100.0,42,"*","*",0,0.0,"*","*",22,52.4,11,26.2,33,78.6,276
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",103,100,97.1,100,"*","*","*","*",12,12.0,61,61.0,23,23.0,84,84.0,276
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",194,194,100.0,194,9,4.6,9,4.6,25,12.9,107,55.2,44,22.7,151,77.8,271
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",44,44,100.0,44,10,22.7,12,27.3,15,34.1,7,15.9,0,0.0,7,15.9,222
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","F",110,108,98.2,108,19,17.6,20,18.5,"*","*",45,41.7,"*","*","*","*",241
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","N",217,217,100.0,217,"*","*","*","*",35,16.1,110,50.7,48,22.1,158,72.8,268
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","R",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",267
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","F",37,34,91.9,34,6,17.6,"*","*","*","*","*","*","*","*","*","*",246
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",179,178,99.4,178,"*","*","*","*",13,7.3,106,59.6,47,26.4,153,86.0,277
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","N",260,257,98.8,257,6,2.3,7,2.7,24,9.3,153,59.5,67,26.1,220,85.6,277
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","N",256,255,99.6,255,"*","*","*","*",22,8.6,129,50.6,97,38.0,226,88.6,287
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,81,31.6,219,85.5,282
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","N",471,471,100.0,470,11,2.3,11,2.3,28,6.0,224,47.7,196,41.7,420,89.4,288
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","N",142,141,99.3,141,"*","*","*","*",16,11.3,80,56.7,38,27.0,118,83.7,280
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","N",167,167,100.0,167,"*","*","*","*",19,11.4,95,56.9,40,24.0,135,80.8,274
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","N",249,249,100.0,249,7,2.8,0,0.0,11,4.4,130,52.2,101,40.6,231,92.8,290
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","F",43,43,100.0,43,8,18.6,"*","*","*","*","*","*","*","*","*","*",235
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",126,125,99.2,125,"*","*","*","*",13,10.4,60,48.0,39,31.2,99,79.2,275
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","R",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","F",45,44,97.8,44,10,22.7,"*","*","*","*","*","*","*","*","*","*",239
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","N",78,78,100.0,78,"*","*","*","*",17,21.8,39,50.0,10,12.8,49,62.8,256
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","R",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","F",53,52,98.1,52,7,13.5,"*","*",13,25.0,25,48.1,"*","*","*","*",238
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","N",60,60,100.0,60,"*","*","*","*","*","*",26,43.3,20,33.3,46,76.7,274
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","R",21,21,100.0,21,"*","*",0,0.0,"*","*",12,57.1,"*","*","*","*",247
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","F",37,37,100.0,37,8,21.6,"*","*","*","*","*","*","*","*","*","*",231
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","N",99,99,100.0,99,"*","*","*","*",11,11.1,58,58.6,19,19.2,77,77.8,269
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","N",260,260,100.0,260,9,3.5,12,4.6,26,10.0,166,63.8,47,18.1,213,81.9,272
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","F",145,142,97.9,142,45,31.7,"*","*",33,23.2,39,27.5,"*","*","*","*",222
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","N",227,225,99.1,225,21,9.3,16,7.1,43,19.1,116,51.6,29,12.9,145,64.4,257
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","R",39,39,100.0,39,"*","*",10,25.6,9,23.1,12,30.8,"*","*","*","*",232
"Hartford School District","=""0640011""","SAND School","=""0640111""","F",34,33,97.1,33,20,60.6,7,21.2,"*","*","*","*",0,0.0,"*","*",191
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","F",46,46,100.0,46,36,78.3,"*","*","*","*","*","*",0,0.0,"*","*",185
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","F",58,58,100.0,58,10,17.2,7,12.1,12,20.7,20,34.5,9,15.5,29,50.0,247
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","F",43,41,95.3,41,"*","*","*","*","*","*","*","*",0,0.0,"*","*",199
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","F",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*","*","*",235
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","F",74,74,100.0,73,"*","*","*","*","*","*","*","*",0,0.0,"*","*",198
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","F",56,53,94.6,53,23,43.4,12,22.6,9,17.0,9,17.0,0,0.0,9,17.0,209
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","F",36,36,100.0,36,"*","*","*","*","*","*","*","*",0,0.0,"*","*",203
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","F",37,36,97.3,36,18,50.0,"*","*",10,27.8,"*","*",0,0.0,"*","*",204
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","F",33,33,100.0,33,"*","*","*","*","*","*",14,42.4,11,33.3,25,75.8,279
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","F",28,27,96.4,27,8,29.6,10,37.0,"*","*","*","*",0,0.0,"*","*",210
"Hartford School District","=""0640011""","Burr School","=""0642311""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","F",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","F",20,20,100.0,20,"*","*","*","*",6,30.0,6,30.0,"*","*","*","*",231
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","F",104,104,100.0,104,35,33.7,15,14.4,24,23.1,"*","*","*","*","*","*",224
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",92,92,100.0,92,"*","*","*","*","*","*",47,51.1,18,19.6,65,70.7,264
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","F",61,61,100.0,61,20,32.8,"*","*",16,26.2,"*","*",0,0.0,"*","*",218
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N","*","*","*","*","*","*","*","*","*","*",23,39.0,"*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","F","*","*","*","*",7,31.8,"*","*",6,27.3,"*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*",254
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","N",26,26,100.0,26,"*","*","*","*","*","*",15,57.7,"*","*","*","*",253
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","F",48,47,97.9,47,17,36.2,12,25.5,6,12.8,"*","*","*","*","*","*",220
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","N",30,30,100.0,30,"*","*","*","*","*","*",16,53.3,"*","*","*","*",250
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","F",38,37,97.4,37,11,29.7,"*","*",11,29.7,"*","*","*","*","*","*",227
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","N",34,34,100.0,34,"*","*","*","*","*","*",13,38.2,"*","*","*","*",237
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","F",69,68,98.6,68,10,14.7,8,11.8,"*","*","*","*","*","*","*","*",247
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","N",94,93,98.9,93,"*","*","*","*",20,21.5,56,60.2,7,7.5,63,67.7,258
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","F",28,28,100.0,28,10,35.7,"*","*",9,32.1,"*","*","*","*","*","*",216
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","N",66,66,100.0,66,"*","*","*","*",9,13.6,38,57.6,14,21.2,52,78.8,273
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","F",20,20,100.0,20,"*","*",0,0.0,"*","*","*","*",0,0.0,"*","*",249
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","N",132,132,100.0,132,7,5.3,"*","*",21,15.9,77,58.3,"*","*","*","*",265
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","N",33,33,100.0,33,"*","*","*","*",6,18.2,18,54.5,"*","*","*","*",260
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","N",79,79,100.0,79,"*","*","*","*",6,7.6,43,54.4,25,31.6,68,86.1,278
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","N",264,254,96.2,254,"*","*","*","*",29,11.4,139,54.7,70,27.6,209,82.3,277
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
