"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","N",63,63,100.0,63,0,0.0,0,0.0,"*","*","*","*",46,73.0,"*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","N",81,80,98.8,80,"*","*","*","*",12,15.0,37,46.3,25,31.3,62,77.5
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","N",90,90,100.0,90,"*","*","*","*","*","*",31,34.4,52,57.8,83,92.2
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",216,213,98.6,213,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","N",272,271,99.6,271,"*","*","*","*",25,9.2,137,50.6,100,36.9,237,87.5
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","N",304,302,99.3,302,"*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N",37,37,100.0,37,"*","*","*","*",9,24.3,15,40.5,7,18.9,22,59.5
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","N",41,41,100.0,41,0,0.0,"*","*","*","*",12,29.3,26,63.4,38,92.7
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","N",76,76,100.0,76,0,0.0,"*","*","*","*",33,43.4,32,42.1,65,85.5
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","N",68,68,100.0,68,"*","*","*","*",9,13.2,32,47.1,17,25.0,49,72.1
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","N",95,94,98.9,94,0,0.0,"*","*","*","*",38,40.4,52,55.3,90,95.7
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",472,469,99.4,469,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","N",60,60,100.0,60,0,0.0,"*","*","*","*",21,35.0,33,55.0,54,90.0
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","N",157,155,98.7,155,"*","*","*","*",16,10.3,93,60.0,39,25.2,132,85.2
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","N",67,67,100.0,67,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","N",33,32,97.0,32,0,0.0,0,0.0,"*","*",19,59.4,"*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","N",61,61,100.0,61,0,0.0,"*","*","*","*",24,39.3,31,50.8,55,90.2
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",179,177,98.9,177,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",574,571,99.5,571,"*","*",15,2.6,113,19.8,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",26,26,100.0,25,"*","*",7,28.0,8,32.0,"*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","N",255,253,99.2,253,16,6.3,21,8.3,53,20.9,124,49.0,39,15.4,163,64.4
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",145,144,99.3,144,11,7.6,20,13.9,49,34.0,38,26.4,26,18.1,64,44.4
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","N",36,36,100.0,36,0,0.0,"*","*","*","*",15,41.7,12,33.3,27,75.0
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","N",57,57,100.0,57,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","N",30,30,100.0,30,"*","*","*","*",8,26.7,12,40.0,"*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","N",38,38,100.0,38,0,0.0,"*","*","*","*",21,55.3,13,34.2,34,89.5
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","N",52,52,100.0,52,"*","*",7,13.5,12,23.1,26,50.0,"*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",244,229,93.9,229,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",289,289,100.0,289,"*","*","*","*",64,22.1,79,27.3,133,46.0,212,73.4
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","N",39,38,97.4,38,"*","*","*","*",7,18.4,18,47.4,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N",21,16,76.2,16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","N",45,44,97.8,44,8,18.2,"*","*",10,22.7,16,36.4,"*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","N",55,55,100.0,55,"*","*","*","*",10,18.2,32,58.2,7,12.7,39,70.9
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","N",397,392,98.7,392,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",391,371,94.9,368,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","N",51,50,98.0,50,19,38.0,12,24.0,11,22.0,8,16.0,0,0.0,8,16.0
"Hartford School District","=""0640011""","SAND School","=""0640111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","N",77,77,100.0,77,33,42.9,16,20.8,18,23.4,"*","*","*","*",10,13.0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Y",27,27,100.0,27,17,63.0,"*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","N",69,69,100.0,69,27,39.1,18,26.1,14,20.3,10,14.5,0,0.0,10,14.5
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Y",38,38,100.0,38,34,89.5,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","N",96,92,95.8,92,31,33.7,30,32.6,24,26.1,7,7.6,0,0.0,7,7.6
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Y",39,39,100.0,39,29,74.4,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","N",58,58,100.0,58,21,36.2,10,17.2,16,27.6,11,19.0,0,0.0,11,19.0
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Y",51,51,100.0,51,32,62.7,10,19.6,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",,117,117,100.0,117,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","N",84,82,97.6,82,29,35.4,15,18.3,23,28.0,15,18.3,0,0.0,15,18.3
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Y",37,36,97.3,36,21,58.3,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","N",197,196,99.5,196,"*","*",39,19.9,55,28.1,66,33.7,"*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","N",48,48,100.0,48,26,54.2,"*","*","*","*",8,16.7,0,0.0,8,16.7
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Y",34,34,100.0,33,26,78.8,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","N",102,98,96.1,98,20,20.4,21,21.4,16,16.3,34,34.7,7,7.1,41,41.8
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Y",29,29,100.0,29,17,58.6,"*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","N",50,50,100.0,50,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","N",64,64,100.0,64,19,29.7,13,20.3,19,29.7,"*","*","*","*",13,20.3
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","N",78,76,97.4,76,23,30.3,13,17.1,28,36.8,"*","*","*","*",12,15.8
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","N",54,54,100.0,54,27,50.0,"*","*",14,25.9,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Y",23,22,95.7,22,18,81.8,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","N",110,110,100.0,110,"*","*","*","*",16,14.5,54,49.1,29,26.4,83,75.5
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","N",55,52,94.5,52,17,32.7,9,17.3,17,32.7,"*","*","*","*",9,17.3
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","N",47,46,97.9,46,14,30.4,16,34.8,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","N",85,84,98.8,84,20,23.8,"*","*",21,25.0,24,28.6,"*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","Y",32,32,100.0,32,20,62.5,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Clark School","=""0642411""","N",41,40,97.6,40,11,27.5,14,35.0,8,20.0,7,17.5,0,0.0,7,17.5
"Hartford School District","=""0640011""","Clark School","=""0642411""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",,77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","N",34,34,100.0,34,21,61.8,"*","*",6,17.6,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","N",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","N",52,52,100.0,52,10,19.2,15,28.8,"*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Y",31,31,100.0,31,17,54.8,8,25.8,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","N",58,58,100.0,58,11,19.0,"*","*",16,27.6,20,34.5,"*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","N",38,37,97.4,37,9,24.3,"*","*",13,35.1,7,18.9,"*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","N",119,117,98.3,117,44,37.6,24,20.5,30,25.6,"*","*","*","*",19,16.2
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","N",38,38,100.0,38,9,23.7,"*","*",9,23.7,8,21.1,"*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","N",57,57,100.0,57,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",,46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",284,283,99.6,283,46,16.3,34,12.0,72,25.4,93,32.9,38,13.4,131,46.3
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y",20,20,100.0,20,11,55.0,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",43,35,81.4,35,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","N",64,58,90.6,55,15,27.3,"*","*","*","*","*","*","*","*","*","*"
