"College Entrance and Persistence, 2012-13"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Female",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Male",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Female",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Female",80.4,89.2
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Male",66.7,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Female",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",86.0,89.2
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",79.5,82.9
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Female",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Male",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Female",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Male",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Female",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Male",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Female",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Male",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Female",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Learn","=""2450014""","Connecticut River Academy","Male",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Female",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",65.0,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Female",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Female",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Male",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #1","=""3360015""","Robinson Correctional Institution","Male",*,*
"Unified School District #2","=""3470015""","Riverview School","Female",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",64.4,82.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",36.9,62.5
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",72.5,78.4
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",50.6,65.9
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",59.5,80.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",37.8,54.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",34.7,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",31.4,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",50.8,67.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",37.3,87.1
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",46.7,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",40.0,85.3
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",63.6,81.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",43.2,83.3
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",59.1,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",28.6,57.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",47.1,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",41.3,71.1
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",81.0,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",45.1,76.9
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",60.4,65.6
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",32.3,59.4
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",60.0,66.7
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",34.5,76.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",51.5,88.6
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",42.3,82.8
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",42.0,76.2
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",44.6,70.3
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",57.5,95.2
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",48.7,85.7
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",58.1,72.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",37.9,78.8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",77.3,87.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",67.7,83.7
"The Gilbert School District","=""9020022""","The Gilbert School","Female",83.8,80.6
"The Gilbert School District","=""9020022""","The Gilbert School","Male",63.6,76.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",83.7,93.0
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",72.9,87.2

