"College Entrance and Persistence, 2011-12"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",84.6,81.8
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Female",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Male",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Male",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Male",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Female",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Male",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Female",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Male",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Female",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Male",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Female",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Female",*,75.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Female",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Female",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Male",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #2","=""3470015""","Children's Place School","Male",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",63.2,76.4
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",44.9,71.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",63.6,79.4
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",59.1,84.6
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",44.2,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",39.7,48.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",65.5,65.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",47.4,63.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",49.1,75.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",28.1,68.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",51.4,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",39.8,62.2
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",56.9,82.9
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",43.8,73.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",48.5,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",21.5,75.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",50.0,85.2
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",35.9,67.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",56.8,66.7
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",35.0,75.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",39.5,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",31.4,69.7
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",59.3,80.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",29.7,63.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",63.6,83.7
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",48.1,86.2
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",50.0,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",31.3,77.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",66.7,78.3
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",49.5,84.3
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",61.2,83.3
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",41.2,77.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",75.4,87.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",66.4,84.0
"The Gilbert School District","=""9020022""","The Gilbert School","Female",74.4,87.5
"The Gilbert School District","=""9020022""","The Gilbert School","Male",63.4,69.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",85.1,92.5
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",68.7,87.0

