"College Entrance and Persistence, 2010-11"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",39.1,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Female",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #1","=""3360015""","York Correctional Institution","Female",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","Female",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","Male",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",65.8,73.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",39.3,62.5
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",75.6,81.5
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",46.4,82.2
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",42.9,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",32.3,76.2
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",57.5,73.9
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",38.3,69.6
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",45.3,66.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",31.3,66.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",42.9,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",46.2,69.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",50.7,82.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",34.5,71.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",38.7,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",32.1,74.1
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",66.7,81.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",31.1,75.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",38.6,86.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",52.9,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",32.9,76.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",42.4,68.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",42.9,72.5
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",54.1,75.8
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",37.7,87.8
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",41.7,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",30.3,70.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",60.8,83.9
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",40.0,81.6
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",61.0,76.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",35.4,67.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",77.5,91.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",68.2,83.3
"The Gilbert School District","=""9020022""","The Gilbert School","Female",89.7,91.4
"The Gilbert School District","=""9020022""","The Gilbert School","Male",70.0,*
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",85.8,92.9
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",73.9,84.8

