"College Entrance and Persistence, 2013-14"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Race/Ethnicity","Entrance(%)","Persistence(%)"
"Milford School District","=""0840011""","Joseph A. Foran High School","Black or African American",*,*
"Milford School District","=""0840011""","Joseph A. Foran High School","Hispanic or Latino",*,*
"Milford School District","=""0840011""","Joseph A. Foran High School","White",79.6,93.0
"Monroe School District","=""0850011""","Masuk High School","American Indian or Alaska Native",*,*
"Monroe School District","=""0850011""","Masuk High School","Asian",*,*
"Monroe School District","=""0850011""","Masuk High School","Black or African American",*,*
"Monroe School District","=""0850011""","Masuk High School","Hispanic or Latino",*,*
"Monroe School District","=""0850011""","Masuk High School","White",82.5,92.2
"Montville School District","=""0860011""","Montville High School","American Indian or Alaska Native",*,*
"Montville School District","=""0860011""","Montville High School","Asian",*,*
"Montville School District","=""0860011""","Montville High School","Black or African American",*,*
"Montville School District","=""0860011""","Montville High School","Hispanic or Latino",*,*
"Montville School District","=""0860011""","Montville High School","Two or More Races",*,*
"Montville School District","=""0860011""","Montville High School","White",67.2,87.5
"Montville School District","=""0860011""","Palmer Academy","American Indian or Alaska Native",*,*
"Montville School District","=""0860011""","Palmer Academy","Hispanic or Latino",*,*
"Montville School District","=""0860011""","Palmer Academy","White",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Asian",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Black or African American",50.0,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Hispanic or Latino",52.2,87.5
"Naugatuck School District","=""0880011""","Naugatuck High School","Two or More Races",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","White",67.8,89.8
"New Britain School District","=""0890011""","Alternative Center School","Hispanic or Latino",*,*
"New Britain School District","=""0890011""","Alternative Center School","Two or More Races",*,*
"New Britain School District","=""0890011""","CLIMB","Black or African American",*,*
"New Britain School District","=""0890011""","CLIMB","Hispanic or Latino",*,*
"New Britain School District","=""0890011""","CLIMB","White",*,*
"New Britain School District","=""0890011""","New Britain High School","Asian",*,*
"New Britain School District","=""0890011""","New Britain High School","Black or African American",69.9,81.0
"New Britain School District","=""0890011""","New Britain High School","Hispanic or Latino",54.0,71.9
"New Britain School District","=""0890011""","New Britain High School","Native Hawaiian or Other Pacific Islander",*,*
"New Britain School District","=""0890011""","New Britain High School","Two or More Races",*,*
"New Britain School District","=""0890011""","New Britain High School","White",68.7,85.6
"New Britain School District","=""0890011""","New Britain Transition Center","Black or African American",*,*
"New Britain School District","=""0890011""","New Britain Transition Center","Hispanic or Latino",*,*
"New Canaan School District","=""0900011""","New Canaan High School","American Indian or Alaska Native",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Asian",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Black or African American",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Hispanic or Latino",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Native Hawaiian or Other Pacific Islander",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Two or More Races",*,*
"New Canaan School District","=""0900011""","New Canaan High School","White",87.2,95.1
"New Fairfield School District","=""0910011""","New Fairfield High School","Asian",*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","Black or African American",*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","Hispanic or Latino",*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","Two or More Races",*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","White",83.5,94.4
"New Haven School District","=""0930011""","Cooperative High School","Asian",*,*
"New Haven School District","=""0930011""","Cooperative High School","Black or African American",73.1,78.9
"New Haven School District","=""0930011""","Cooperative High School","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","Cooperative High School","White",85.0,70.6
"New Haven School District","=""0930011""","High School In The Community","Asian",*,*
"New Haven School District","=""0930011""","High School In The Community","Black or African American",*,*
"New Haven School District","=""0930011""","High School In The Community","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","High School In The Community","White",*,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Asian",*,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Black or African American",80.6,76.0
"New Haven School District","=""0930011""","Hill Regional Career High School","Hispanic or Latino",71.7,78.9
"New Haven School District","=""0930011""","Hill Regional Career High School","White",71.4,100.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Black or African American",73.1,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","White",*,*
"New Haven School District","=""0930011""","James Hillhouse High School","American Indian or Alaska Native",*,*
"New Haven School District","=""0930011""","James Hillhouse High School","Asian",*,*
"New Haven School District","=""0930011""","James Hillhouse High School","Black or African American",64.9,70.8
"New Haven School District","=""0930011""","James Hillhouse High School","Hispanic or Latino",44.4,80.0
"New Haven School District","=""0930011""","James Hillhouse High School","Two or More Races",*,*
"New Haven School District","=""0930011""","James Hillhouse High School","White",*,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Asian",*,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Black or African American",68.4,69.2
"New Haven School District","=""0930011""","Metropolitan Business Academy","Hispanic or Latino",74.2,60.9
"New Haven School District","=""0930011""","Metropolitan Business Academy","White",*,*
"New Haven School District","=""0930011""","New Haven Academy","Black or African American",72.4,76.2
"New Haven School District","=""0930011""","New Haven Academy","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","New Haven Academy","White",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","Black or African American",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Black or African American",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","White",*,*
"New Haven School District","=""0930011""","Sound School","Asian",*,*
"New Haven School District","=""0930011""","Sound School","Black or African American",*,*
"New Haven School District","=""0930011""","Sound School","Hispanic or Latino",*,*
"New Haven School District","=""0930011""","Sound School","White",78.8,92.7
"New Haven School District","=""0930011""","Wilbur Cross High School","Asian",*,*
"New Haven School District","=""0930011""","Wilbur Cross High School","Black or African American",60.2,68.0
"New Haven School District","=""0930011""","Wilbur Cross High School","Hispanic or Latino",46.2,67.3
"New Haven School District","=""0930011""","Wilbur Cross High School","White",*,*
"Newington School District","=""0940011""","Newington High School","American Indian or Alaska Native",*,*
"Newington School District","=""0940011""","Newington High School","Asian",96.6,100.0
"Newington School District","=""0940011""","Newington High School","Black or African American",71.4,*
"Newington School District","=""0940011""","Newington High School","Hispanic or Latino",79.1,79.4
"Newington School District","=""0940011""","Newington High School","Two or More Races",*,*
"Newington School District","=""0940011""","Newington High School","White",79.5,94.8
"New London School District","=""0950011""","New London High School","American Indian or Alaska Native",*,*
"New London School District","=""0950011""","New London High School","Asian",*,*
"New London School District","=""0950011""","New London High School","Black or African American",62.1,72.2
"New London School District","=""0950011""","New London High School","Hispanic or Latino",52.4,69.8
"New London School District","=""0950011""","New London High School","Two or More Races",*,*
"New London School District","=""0950011""","New London High School","White",61.3,*
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","White",*,*
"New Milford School District","=""0960011""","New Milford High School","Asian",*,*
"New Milford School District","=""0960011""","New Milford High School","Black or African American",*,*
"New Milford School District","=""0960011""","New Milford High School","Hispanic or Latino",80.0,85.0
"New Milford School District","=""0960011""","New Milford High School","White",77.3,94.1
"Newtown School District","=""0970011""","Newtown High School","Asian",*,*
"Newtown School District","=""0970011""","Newtown High School","Black or African American",*,*
"Newtown School District","=""0970011""","Newtown High School","Hispanic or Latino",76.0,*
"Newtown School District","=""0970011""","Newtown High School","Two or More Races",*,*
"Newtown School District","=""0970011""","Newtown High School","White",86.7,94.6
"Newtown School District","=""0970011""","STARR","White",*,*
"North Branford School District","=""0990011""","North Branford High School","Black or African American",*,*
"North Branford School District","=""0990011""","North Branford High School","Hispanic or Latino",*,*
"North Branford School District","=""0990011""","North Branford High School","White",73.6,88.0
"North Branford School District","=""0990011""","School to Work Program","Black or African American",*,*
"North Branford School District","=""0990011""","School to Work Program","White",*,*
"North Haven School District","=""1010011""","North Haven High School","American Indian or Alaska Native",*,*
"North Haven School District","=""1010011""","North Haven High School","Asian",*,*
"North Haven School District","=""1010011""","North Haven High School","Black or African American",*,*
"North Haven School District","=""1010011""","North Haven High School","Hispanic or Latino",*,*
"North Haven School District","=""1010011""","North Haven High School","Native Hawaiian or Other Pacific Islander",*,*
"North Haven School District","=""1010011""","North Haven High School","Two or More Races",*,*
"North Haven School District","=""1010011""","North Haven High School","White",79.3,91.1
"North Stonington School District","=""1020011""","Wheeler High School","Black or African American",*,*
"North Stonington School District","=""1020011""","Wheeler High School","Hispanic or Latino",*,*
"North Stonington School District","=""1020011""","Wheeler High School","White",64.8,*
"Norwalk School District","=""1030011""","Brien McMahon High School","Asian",90.0,*
"Norwalk School District","=""1030011""","Brien McMahon High School","Black or African American",74.5,83.6
"Norwalk School District","=""1030011""","Brien McMahon High School","Hispanic or Latino",66.4,81.3
"Norwalk School District","=""1030011""","Brien McMahon High School","White",83.1,88.9
"Norwalk School District","=""1030011""","Norwalk High School","Asian",*,*
"Norwalk School District","=""1030011""","Norwalk High School","Black or African American",78.8,74.6
"Norwalk School District","=""1030011""","Norwalk High School","Hispanic or Latino",59.6,83.0
"Norwalk School District","=""1030011""","Norwalk High School","Two or More Races",*,*
"Norwalk School District","=""1030011""","Norwalk High School","White",85.3,92.4
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Black or African American",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Hispanic or Latino",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","White",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","American Indian or Alaska Native",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Black or African American",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Two or More Races",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","White",*,*
"Norwich School District","=""1040011""","Virtual Learning Academy","Black or African American",*,*
"Norwich School District","=""1040011""","Virtual Learning Academy","White",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Asian",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Black or African American",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Hispanic or Latino",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Two or More Races",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","White",82.6,93.7
"Oxford School District","=""1080011""","Oxford High School","Asian",*,*
"Oxford School District","=""1080011""","Oxford High School","Black or African American",*,*
"Oxford School District","=""1080011""","Oxford High School","Hispanic or Latino",*,*
"Oxford School District","=""1080011""","Oxford High School","Two or More Races",*,*
"Oxford School District","=""1080011""","Oxford High School","White",83.4,92.1
"Plainfield School District","=""1090011""","Plainfield High School","American Indian or Alaska Native",*,*
"Plainfield School District","=""1090011""","Plainfield High School","Asian",*,*
"Plainfield School District","=""1090011""","Plainfield High School","Black or African American",*,*
"Plainfield School District","=""1090011""","Plainfield High School","Hispanic or Latino",*,*
"Plainfield School District","=""1090011""","Plainfield High School","White",66.7,74.5
"Plainville School District","=""1100011""","Plainville High School","American Indian or Alaska Native",*,*
"Plainville School District","=""1100011""","Plainville High School","Asian",*,*
"Plainville School District","=""1100011""","Plainville High School","Black or African American",*,*
"Plainville School District","=""1100011""","Plainville High School","Hispanic or Latino",*,*
"Plainville School District","=""1100011""","Plainville High School","Two or More Races",*,*
"Plainville School District","=""1100011""","Plainville High School","White",80.0,85.6
"Plymouth School District","=""1110011""","Plymouth Alternative High School","White",*,*
"Plymouth School District","=""1110011""","Terryville High School","Asian",*,*
"Plymouth School District","=""1110011""","Terryville High School","Black or African American",*,*
"Plymouth School District","=""1110011""","Terryville High School","Hispanic or Latino",*,*
"Plymouth School District","=""1110011""","Terryville High School","Two or More Races",*,*
"Plymouth School District","=""1110011""","Terryville High School","White",75.2,90.2
"Portland School District","=""1130011""","Portland High School","Asian",*,*
"Portland School District","=""1130011""","Portland High School","Black or African American",*,*
"Portland School District","=""1130011""","Portland High School","Hispanic or Latino",*,*
"Portland School District","=""1130011""","Portland High School","Two or More Races",*,*
"Portland School District","=""1130011""","Portland High School","White",83.3,86.3
"Putnam School District","=""1160011""","Helping Hands","American Indian or Alaska Native",*,*
"Putnam School District","=""1160011""","Helping Hands","White",*,*
"Putnam School District","=""1160011""","Putnam High School","American Indian or Alaska Native",*,*
"Putnam School District","=""1160011""","Putnam High School","Asian",*,*
"Putnam School District","=""1160011""","Putnam High School","Black or African American",*,*
"Putnam School District","=""1160011""","Putnam High School","Hispanic or Latino",*,*
"Putnam School District","=""1160011""","Putnam High School","Two or More Races",*,*
"Putnam School District","=""1160011""","Putnam High School","White",*,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Asian",91.3,95.2
"Ridgefield School District","=""1180011""","Ridgefield High School","Black or African American",*,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Hispanic or Latino",*,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Two or More Races",*,*
"Ridgefield School District","=""1180011""","Ridgefield High School","White",88.5,97.0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Asian",*,*
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Black or African American",*,*
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Hispanic or Latino",*,*
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Two or More Races",*,*
"Rocky Hill School District","=""1190011""","Rocky Hill High School","White",81.3,92.0
"Seymour School District","=""1240011""","Seymour High School","Asian",*,*
"Seymour School District","=""1240011""","Seymour High School","Black or African American",*,*
"Seymour School District","=""1240011""","Seymour High School","Hispanic or Latino",*,*
"Seymour School District","=""1240011""","Seymour High School","White",77.9,91.4
"Shelton School District","=""1260011""","Shelton High School","American Indian or Alaska Native",*,*
"Shelton School District","=""1260011""","Shelton High School","Asian",*,*
"Shelton School District","=""1260011""","Shelton High School","Black or African American",*,*
"Shelton School District","=""1260011""","Shelton High School","Hispanic or Latino",66.7,90.0
"Shelton School District","=""1260011""","Shelton High School","Two or More Races",*,*
"Shelton School District","=""1260011""","Shelton High School","White",76.7,91.9
"Simsbury School District","=""1280011""","Simsbury High School","Asian",*,*
"Simsbury School District","=""1280011""","Simsbury High School","Black or African American",*,*
"Simsbury School District","=""1280011""","Simsbury High School","Hispanic or Latino",*,*
"Simsbury School District","=""1280011""","Simsbury High School","Two or More Races",*,*
"Simsbury School District","=""1280011""","Simsbury High School","White",87.0,96.2
"Somers School District","=""1290011""","Somers High School","American Indian or Alaska Native",*,*
"Somers School District","=""1290011""","Somers High School","Asian",*,*
"Somers School District","=""1290011""","Somers High School","Black or African American",*,*
"Somers School District","=""1290011""","Somers High School","Hispanic or Latino",*,*
"Somers School District","=""1290011""","Somers High School","Two or More Races",*,*
"Somers School District","=""1290011""","Somers High School","White",81.1,99.0
"Southington School District","=""1310011""","Southington High School","Asian",*,*
"Southington School District","=""1310011""","Southington High School","Black or African American",*,*
"Southington School District","=""1310011""","Southington High School","Hispanic or Latino",65.5,*
"Southington School District","=""1310011""","Southington High School","Two or More Races",*,*
"Southington School District","=""1310011""","Southington High School","White",78.9,89.9
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","White",*,*
"South Windsor School District","=""1320011""","South Windsor High School","American Indian or Alaska Native",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Asian",95.8,100.0
"South Windsor School District","=""1320011""","South Windsor High School","Black or African American",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Hispanic or Latino",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Native Hawaiian or Other Pacific Islander",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Two or More Races",*,*
"South Windsor School District","=""1320011""","South Windsor High School","White",87.2,93.1
"Stafford School District","=""1340011""","Stafford High School","Asian",*,*
"Stafford School District","=""1340011""","Stafford High School","Black or African American",*,*
"Stafford School District","=""1340011""","Stafford High School","Hispanic or Latino",*,*
"Stafford School District","=""1340011""","Stafford High School","Two or More Races",*,*
"Stafford School District","=""1340011""","Stafford High School","White",61.0,81.3
"Stamford School District","=""1350011""","Stamford High School","Asian",*,*
"Stamford School District","=""1350011""","Stamford High School","Black or African American",71.4,82.1
"Stamford School District","=""1350011""","Stamford High School","Hispanic or Latino",68.6,82.7
"Stamford School District","=""1350011""","Stamford High School","Two or More Races",*,*
"Stamford School District","=""1350011""","Stamford High School","White",85.7,94.4
"Stamford School District","=""1350011""","The Academy of Information Technology","Asian",*,*
"Stamford School District","=""1350011""","The Academy of Information Technology","Black or African American",76.5,96.2
"Stamford School District","=""1350011""","The Academy of Information Technology","Hispanic or Latino",87.9,82.8
"Stamford School District","=""1350011""","The Academy of Information Technology","Two or More Races",*,*
"Stamford School District","=""1350011""","The Academy of Information Technology","White",87.0,93.3
"Stamford School District","=""1350011""","Westhill High School","Asian",*,*
"Stamford School District","=""1350011""","Westhill High School","Black or African American",63.3,77.4
"Stamford School District","=""1350011""","Westhill High School","Hispanic or Latino",61.1,76.6
"Stamford School District","=""1350011""","Westhill High School","Two or More Races",*,*
"Stamford School District","=""1350011""","Westhill High School","White",83.2,92.2
"Stonington School District","=""1370011""","Stonington High School","American Indian or Alaska Native",*,*
"Stonington School District","=""1370011""","Stonington High School","Asian",*,*
"Stonington School District","=""1370011""","Stonington High School","Black or African American",*,*
"Stonington School District","=""1370011""","Stonington High School","Hispanic or Latino",*,*
"Stonington School District","=""1370011""","Stonington High School","White",73.8,94.5
"Stratford School District","=""1380011""","Bunnell High School","American Indian or Alaska Native",*,*
"Stratford School District","=""1380011""","Bunnell High School","Asian",*,*
"Stratford School District","=""1380011""","Bunnell High School","Black or African American",76.1,86.3
"Stratford School District","=""1380011""","Bunnell High School","Hispanic or Latino",70.1,81.5
"Stratford School District","=""1380011""","Bunnell High School","Two or More Races",*,*
"Stratford School District","=""1380011""","Bunnell High School","White",80.6,92.0
"Stratford School District","=""1380011""","Stratford High School","Asian",*,*
"Stratford School District","=""1380011""","Stratford High School","Black or African American",*,*
"Stratford School District","=""1380011""","Stratford High School","Hispanic or Latino",70.5,90.9
"Stratford School District","=""1380011""","Stratford High School","White",72.2,89.0
"Stratford School District","=""1380011""","Strive-Stratford","Black or African American",*,*
"Stratford School District","=""1380011""","Strive-Stratford","Hispanic or Latino",*,*
"Stratford School District","=""1380011""","Strive-Stratford","White",*,*
"Suffield School District","=""1390011""","Suffield High School","American Indian or Alaska Native",*,*
"Suffield School District","=""1390011""","Suffield High School","Asian",*,*
"Suffield School District","=""1390011""","Suffield High School","Black or African American",*,*
"Suffield School District","=""1390011""","Suffield High School","Hispanic or Latino",*,*
"Suffield School District","=""1390011""","Suffield High School","White",83.2,96.9
"Thomaston School District","=""1400011""","Thomaston High School","Black or African American",*,*
"Thomaston School District","=""1400011""","Thomaston High School","Hispanic or Latino",*,*
"Thomaston School District","=""1400011""","Thomaston High School","White",79.1,86.8
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","American Indian or Alaska Native",*,*
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Hispanic or Latino",*,*
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","White",*,*
"Tolland School District","=""1420011""","Tolland High School","Asian",*,*
"Tolland School District","=""1420011""","Tolland High School","Black or African American",*,*
"Tolland School District","=""1420011""","Tolland High School","Hispanic or Latino",*,*
"Tolland School District","=""1420011""","Tolland High School","White",88.0,90.3
"Torrington School District","=""1430011""","Torrington High School","American Indian or Alaska Native",*,*
"Torrington School District","=""1430011""","Torrington High School","Asian",*,*
"Torrington School District","=""1430011""","Torrington High School","Black or African American",*,*
"Torrington School District","=""1430011""","Torrington High School","Hispanic or Latino",68.2,73.3
"Torrington School District","=""1430011""","Torrington High School","Two or More Races",*,*
"Torrington School District","=""1430011""","Torrington High School","White",61.9,86.9
"Trumbull School District","=""1440011""","Trumbull High School","American Indian or Alaska Native",*,*
"Trumbull School District","=""1440011""","Trumbull High School","Asian",92.6,96.0
"Trumbull School District","=""1440011""","Trumbull High School","Black or African American",84.4,88.9
"Trumbull School District","=""1440011""","Trumbull High School","Hispanic or Latino",68.9,87.1
"Trumbull School District","=""1440011""","Trumbull High School","Two or More Races",*,*
"Trumbull School District","=""1440011""","Trumbull High School","White",88.7,94.0
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Asian",*,*
"Vernon School District","=""1460011""","Next Step Program (AACBP)","White",*,*
"Vernon School District","=""1460011""","Rockville High School","Asian",*,*
"Vernon School District","=""1460011""","Rockville High School","Black or African American",54.5,*
"Vernon School District","=""1460011""","Rockville High School","Hispanic or Latino",*,*
"Vernon School District","=""1460011""","Rockville High School","White",70.0,92.9
"Wallingford School District","=""1480011""","A.R.T.S. Academy","White",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Asian",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Black or African American",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Hispanic or Latino",37.5,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Native Hawaiian or Other Pacific Islander",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","White",72.5,93.1
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","American Indian or Alaska Native",*,*
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Asian",*,*
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Black or African American",*,*
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Hispanic or Latino",61.5,*
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","White",71.3,93.7
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Hispanic or Latino",*,*
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","White",*,*
"Waterbury School District","=""1510011""","Crosby High School","American Indian or Alaska Native",*,*
"Waterbury School District","=""1510011""","Crosby High School","Asian",*,*
"Waterbury School District","=""1510011""","Crosby High School","Black or African American",57.8,78.8
"Waterbury School District","=""1510011""","Crosby High School","Hispanic or Latino",56.3,66.7
"Waterbury School District","=""1510011""","Crosby High School","Two or More Races",*,*
"Waterbury School District","=""1510011""","Crosby High School","White",65.2,74.4
"Waterbury School District","=""1510011""","Enlightenment School","Black or African American",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Hispanic or Latino",*,*
"Waterbury School District","=""1510011""","Enlightenment School","White",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","American Indian or Alaska Native",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Asian",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Black or African American",49.1,81.5
"Waterbury School District","=""1510011""","John F. Kennedy High School","Hispanic or Latino",53.8,75.4
"Waterbury School District","=""1510011""","John F. Kennedy High School","Two or More Races",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","White",59.1,87.3
"Waterbury School District","=""1510011""","State Street School","Black or African American",*,*
"Waterbury School District","=""1510011""","State Street School","Hispanic or Latino",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Asian",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Black or African American",66.7,86.4
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Hispanic or Latino",65.2,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Two or More Races",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","White",86.2,88.0
"Waterbury School District","=""1510011""","Wilby High School","Asian",*,*
"Waterbury School District","=""1510011""","Wilby High School","Black or African American",50.5,64.6
"Waterbury School District","=""1510011""","Wilby High School","Hispanic or Latino",54.5,62.7
"Waterbury School District","=""1510011""","Wilby High School","Two or More Races",*,*
"Waterbury School District","=""1510011""","Wilby High School","White",54.5,*
"Waterford School District","=""1520011""","Waterford High School","American Indian or Alaska Native",*,*
"Waterford School District","=""1520011""","Waterford High School","Asian",*,*
"Waterford School District","=""1520011""","Waterford High School","Black or African American",*,*
"Waterford School District","=""1520011""","Waterford High School","Hispanic or Latino",*,*
"Waterford School District","=""1520011""","Waterford High School","Two or More Races",*,*
"Waterford School District","=""1520011""","Waterford High School","White",81.0,92.4
"Watertown School District","=""1530011""","Watertown High School","Asian",*,*
"Watertown School District","=""1530011""","Watertown High School","Black or African American",*,*
"Watertown School District","=""1530011""","Watertown High School","Hispanic or Latino",*,*
"Watertown School District","=""1530011""","Watertown High School","Two or More Races",*,*
"Watertown School District","=""1530011""","Watertown High School","White",76.7,93.1
"Westbrook School District","=""1540011""","Westbrook High School","Asian",*,*
"Westbrook School District","=""1540011""","Westbrook High School","Hispanic or Latino",*,*
"Westbrook School District","=""1540011""","Westbrook High School","Two or More Races",*,*
"Westbrook School District","=""1540011""","Westbrook High School","White",80.3,83.0
"West Hartford School District","=""1550011""","Achieve","Hispanic or Latino",*,*
"West Hartford School District","=""1550011""","Achieve","Two or More Races",*,*
"West Hartford School District","=""1550011""","Achieve","White",*,*
"West Hartford School District","=""1550011""","Conard High School","Asian",97.7,90.5
"West Hartford School District","=""1550011""","Conard High School","Black or African American",*,*
"West Hartford School District","=""1550011""","Conard High School","Hispanic or Latino",78.0,80.4
"West Hartford School District","=""1550011""","Conard High School","Two or More Races",*,*
"West Hartford School District","=""1550011""","Conard High School","White",85.4,93.2
"West Hartford School District","=""1550011""","Hall High School","American Indian or Alaska Native",*,*
"West Hartford School District","=""1550011""","Hall High School","Asian",94.7,94.4
"West Hartford School District","=""1550011""","Hall High School","Black or African American",85.0,88.2
"West Hartford School District","=""1550011""","Hall High School","Hispanic or Latino",68.1,78.1
"West Hartford School District","=""1550011""","Hall High School","Two or More Races",*,*
"West Hartford School District","=""1550011""","Hall High School","White",86.0,95.6
"West Hartford School District","=""1550011""","Strive-West Hartford","Black or African American",*,*
"West Hartford School District","=""1550011""","Strive-West Hartford","Hispanic or Latino",*,*
"West Hartford School District","=""1550011""","Strive-West Hartford","White",*,*
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Hispanic or Latino",*,*
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","White",*,*
"West Haven School District","=""1560011""","West Haven High School","American Indian or Alaska Native",*,*
"West Haven School District","=""1560011""","West Haven High School","Asian",*,*
"West Haven School District","=""1560011""","West Haven High School","Black or African American",68.7,87.7
"West Haven School District","=""1560011""","West Haven High School","Hispanic or Latino",56.7,82.4
"West Haven School District","=""1560011""","West Haven High School","Native Hawaiian or Other Pacific Islander",*,*
"West Haven School District","=""1560011""","West Haven High School","Two or More Races",*,*
"West Haven School District","=""1560011""","West Haven High School","White",64.1,89.3
"Weston School District","=""1570011""","Weston High School","Asian",*,*
"Weston School District","=""1570011""","Weston High School","Black or African American",*,*
"Weston School District","=""1570011""","Weston High School","Hispanic or Latino",*,*
"Weston School District","=""1570011""","Weston High School","Two or More Races",*,*
"Weston School District","=""1570011""","Weston High School","White",90.6,96.6
"Westport School District","=""1580011""","Staples High School","American Indian or Alaska Native",*,*
"Westport School District","=""1580011""","Staples High School","Asian",*,*
"Westport School District","=""1580011""","Staples High School","Black or African American",*,*
"Westport School District","=""1580011""","Staples High School","Hispanic or Latino",*,*
"Westport School District","=""1580011""","Staples High School","Two or More Races",*,*
"Westport School District","=""1580011""","Staples High School","White",91.9,97.0
"Wethersfield School District","=""1590011""","Wethersfield High School","American Indian or Alaska Native",*,*
