"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Essex School District","=""0500011""","ELA","M",142,137,96.5,136,14,10.3,15,11.0,50,36.8,57,41.9,107,78.7
"Essex School District","=""0500011""","Math","F",125,123,98.4,123,16,13.0,44,35.8,38,30.9,25,20.3,63,51.2
"Essex School District","=""0500011""","Math","M",142,137,96.5,137,20,14.6,38,27.7,35,25.5,44,32.1,79,57.7
"Explorations District","=""2720013""","ELA","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","F",2764,2708,98.0,2706,165,6.1,383,14.2,1069,39.5,1089,40.2,2158,79.7
"Fairfield School District","=""0510011""","ELA","M",2822,2764,97.9,2762,308,11.2,547,19.8,1046,37.9,861,31.2,1907,69.0
"Fairfield School District","=""0510011""","Math","F",2763,2672,96.7,2671,353,13.2,758,28.4,912,34.1,648,24.3,1560,58.4
"Fairfield School District","=""0510011""","Math","M",2821,2730,96.8,2729,392,14.4,667,24.4,854,31.3,816,29.9,1670,61.2
"Farmington School District","=""0520011""","ELA","F",1071,1049,97.9,1049,53,5.1,124,11.8,377,35.9,495,47.2,872,83.1
"Farmington School District","=""0520011""","ELA","M",1099,1070,97.4,1067,112,10.5,174,16.3,389,36.5,392,36.7,781,73.2
"Farmington School District","=""0520011""","Math","F",1073,1046,97.5,1045,148,14.2,251,24.0,304,29.1,342,32.7,646,61.8
"Farmington School District","=""0520011""","Math","M",1100,1058,96.2,1055,125,11.8,236,22.4,287,27.2,407,38.6,694,65.8
"Franklin School District","=""0530011""","ELA","F",51,51,100.0,51,"*","*","*","*",19,37.3,18,35.3,37,72.5
"Franklin School District","=""0530011""","ELA","M",60,58,96.7,58,"*","*","*","*",26,44.8,11,19.0,37,63.8
"Franklin School District","=""0530011""","Math","F",51,50,98.0,50,9,18.0,21,42.0,14,28.0,6,12.0,20,40.0
"Franklin School District","=""0530011""","Math","M",60,58,96.7,58,17,29.3,13,22.4,18,31.0,10,17.2,28,48.3
"Glastonbury School District","=""0540011""","ELA","F",1745,1730,99.1,1727,70,4.1,224,13.0,633,36.7,800,46.3,1433,83.0
"Glastonbury School District","=""0540011""","ELA","M",1695,1680,99.1,1680,156,9.3,311,18.5,622,37.0,591,35.2,1213,72.2
"Glastonbury School District","=""0540011""","Math","F",1746,1727,98.9,1727,170,9.8,382,22.1,553,32.0,622,36.0,1175,68.0
"Glastonbury School District","=""0540011""","Math","M",1696,1680,99.1,1680,220,13.1,353,21.0,456,27.1,651,38.8,1107,65.9
"Granby School District","=""0560011""","ELA","F",525,494,94.1,493,11,2.2,69,14.0,217,44.0,196,39.8,413,83.8
"Granby School District","=""0560011""","ELA","M",561,519,92.5,519,65,12.5,108,20.8,212,40.8,134,25.8,346,66.7
"Granby School District","=""0560011""","Math","F",525,490,93.3,490,47,9.6,133,27.1,180,36.7,130,26.5,310,63.3
"Granby School District","=""0560011""","Math","M",561,519,92.5,518,75,14.5,141,27.2,162,31.3,140,27.0,302,58.3
"Great Oaks Charter School District","=""2940013""","ELA","F",63,62,98.4,62,34,54.8,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","ELA","M",53,52,98.1,52,36,69.2,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Math","F",63,62,98.4,62,43,69.4,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Math","M",53,52,98.1,52,34,65.4,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","ELA","F",2265,2231,98.5,2228,114,5.1,288,12.9,730,32.8,1096,49.2,1826,82.0
"Greenwich School District","=""0570011""","ELA","M",2340,2303,98.4,2303,245,10.6,359,15.6,789,34.3,910,39.5,1699,73.8
"Greenwich School District","=""0570011""","Math","F",2265,2250,99.3,2250,324,14.4,528,23.5,660,29.3,738,32.8,1398,62.1
"Greenwich School District","=""0570011""","Math","M",2339,2331,99.7,2329,345,14.8,462,19.8,582,25.0,940,40.4,1522,65.3
"Griswold School District","=""0580011""","ELA","F",462,457,98.9,457,44,9.6,95,20.8,194,42.5,124,27.1,318,69.6
"Griswold School District","=""0580011""","ELA","M",483,475,98.3,473,97,20.5,127,26.8,170,35.9,79,16.7,249,52.6
"Griswold School District","=""0580011""","Math","F",462,457,98.9,457,115,25.2,163,35.7,117,25.6,62,13.6,179,39.2
"Griswold School District","=""0580011""","Math","M",485,474,97.7,474,151,31.9,136,28.7,123,25.9,64,13.5,187,39.5
"Groton School District","=""0590011""","ELA","F",1105,1016,91.9,1015,171,16.8,228,22.5,378,37.2,238,23.4,616,60.7
"Groton School District","=""0590011""","ELA","M",1116,1030,92.3,1030,297,28.8,270,26.2,304,29.5,159,15.4,463,45.0
"Groton School District","=""0590011""","Math","F",1107,1024,92.5,1024,289,28.2,335,32.7,264,25.8,136,13.3,400,39.1
"Groton School District","=""0590011""","Math","M",1119,1035,92.5,1034,308,29.8,331,32.0,228,22.1,167,16.2,395,38.2
"Guilford School District","=""0600011""","ELA","F",887,886,99.9,886,46,5.2,101,11.4,327,36.9,412,46.5,739,83.4
"Guilford School District","=""0600011""","ELA","M",983,974,99.1,974,70,7.2,156,16.0,367,37.7,381,39.1,748,76.8
"Guilford School District","=""0600011""","Math","F",887,886,99.9,886,101,11.4,237,26.7,283,31.9,265,29.9,548,61.9
"Guilford School District","=""0600011""","Math","M",983,974,99.1,974,107,11.0,229,23.5,279,28.6,359,36.9,638,65.5
"Hamden School District","=""0620011""","ELA","F",1386,1319,95.2,1317,212,16.1,315,23.9,433,32.9,357,27.1,790,60.0
"Hamden School District","=""0620011""","ELA","M",1456,1375,94.4,1375,379,27.6,345,25.1,394,28.7,257,18.7,651,47.3
"Hamden School District","=""0620011""","Math","F",1387,1324,95.5,1322,452,34.2,380,28.7,309,23.4,181,13.7,490,37.1
"Hamden School District","=""0620011""","Math","M",1456,1392,95.6,1390,518,37.3,383,27.6,273,19.6,216,15.5,489,35.2
"Hampton School District","=""0630011""","ELA","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","M",32,30,93.8,30,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","M",32,29,90.6,29,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","F",5181,4800,92.6,4772,1962,41.1,1322,27.7,1085,22.7,403,8.4,1488,31.2
"Hartford School District","=""0640011""","ELA","M",5398,4977,92.2,4944,2589,52.4,1246,25.2,818,16.5,291,5.9,1109,22.4
"Hartford School District","=""0640011""","Math","F",5182,4896,94.5,4885,2982,61.0,1260,25.8,474,9.7,169,3.5,643,13.2
"Hartford School District","=""0640011""","Math","M",5394,5038,93.4,5026,3096,61.6,1186,23.6,476,9.5,268,5.3,744,14.8
"Hartland School District","=""0650011""","ELA","F",69,67,97.1,67,12,17.9,12,17.9,27,40.3,16,23.9,43,64.2
"Hartland School District","=""0650011""","ELA","M",68,68,100.0,68,13,19.1,25,36.8,24,35.3,6,8.8,30,44.1
"Hartland School District","=""0650011""","Math","F",69,67,97.1,67,21,31.3,17,25.4,23,34.3,6,9.0,29,43.3
"Hartland School District","=""0650011""","Math","M",68,68,100.0,68,12,17.6,27,39.7,23,33.8,6,8.8,29,42.6
"Hebron School District","=""0670011""","ELA","F",242,242,100.0,241,19,7.9,39,16.2,107,44.4,76,31.5,183,75.9
"Hebron School District","=""0670011""","ELA","M",251,250,99.6,250,54,21.6,62,24.8,82,32.8,52,20.8,134,53.6
"Hebron School District","=""0670011""","Math","F",242,241,99.6,241,38,15.8,92,38.2,82,34.0,29,12.0,111,46.1
"Hebron School District","=""0670011""","Math","M",251,251,100.0,251,46,18.3,75,29.9,85,33.9,45,17.9,130,51.8
"Highville Charter School District","=""2860013""","ELA","F",113,113,100.0,113,"*","*",46,40.7,40,35.4,"*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","M",99,99,100.0,99,28,28.3,40,40.4,"*","*","*","*",31,31.3
"Highville Charter School District","=""2860013""","Math","F",113,113,100.0,113,55,48.7,49,43.4,"*","*","*","*",9,8.0
"Highville Charter School District","=""2860013""","Math","M",99,99,100.0,99,55,55.6,29,29.3,15,15.2,0,0.0,15,15.2
"Integrated Day Charter School District","=""2640013""","ELA","F",95,94,98.9,94,14,14.9,24,25.5,36,38.3,20,21.3,56,59.6
"Integrated Day Charter School District","=""2640013""","ELA","M",103,103,100.0,101,20,19.8,32,31.7,28,27.7,21,20.8,49,48.5
"Integrated Day Charter School District","=""2640013""","Math","F",95,95,100.0,94,37,39.4,35,37.2,13,13.8,9,9.6,22,23.4
"Integrated Day Charter School District","=""2640013""","Math","M",103,103,100.0,101,38,37.6,27,26.7,21,20.8,15,14.9,36,35.6
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","F",126,124,98.4,124,"*","*",49,39.5,38,30.6,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","M",127,127,100.0,127,53,41.7,"*","*",39,30.7,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","F",126,125,99.2,124,63,50.8,37,29.8,"*","*","*","*",24,19.4
"Interdistrict School for Arts and Comm District","=""2650013""","Math","M",127,127,100.0,127,76,59.8,29,22.8,"*","*","*","*",22,17.3
"Jumoke Academy District","=""2610013""","ELA","F",233,232,99.6,232,49,21.1,79,34.1,65,28.0,39,16.8,104,44.8
"Jumoke Academy District","=""2610013""","ELA","M",194,193,99.5,193,75,38.9,62,32.1,46,23.8,10,5.2,56,29.0
"Jumoke Academy District","=""2610013""","Math","F",233,232,99.6,232,93,40.1,100,43.1,32,13.8,7,3.0,39,16.8
"Jumoke Academy District","=""2610013""","Math","M",194,193,99.5,193,98,50.8,65,33.7,24,12.4,6,3.1,30,15.5
"Kent School District","=""0680011""","ELA","F",72,70,97.2,70,"*","*","*","*",28,40.0,34,48.6,62,88.6
"Kent School District","=""0680011""","ELA","M",92,92,100.0,92,"*","*","*","*",43,46.7,32,34.8,75,81.5
"Kent School District","=""0680011""","Math","F",72,70,97.2,70,8,11.4,16,22.9,33,47.1,13,18.6,46,65.7
"Kent School District","=""0680011""","Math","M",92,92,100.0,92,8,8.7,20,21.7,44,47.8,20,21.7,64,69.6
"Killingly School District","=""0690011""","ELA","F",604,595,98.5,593,89,15.0,138,23.3,259,43.7,107,18.0,366,61.7
"Killingly School District","=""0690011""","ELA","M",613,606,98.9,606,151,24.9,180,29.7,205,33.8,70,11.6,275,45.4
"Killingly School District","=""0690011""","Math","F",604,590,97.7,589,191,32.4,223,37.9,145,24.6,30,5.1,175,29.7
"Killingly School District","=""0690011""","Math","M",613,605,98.7,605,210,34.7,231,38.2,124,20.5,40,6.6,164,27.1
"Learn","=""2450014""","ELA","F",304,298,98.0,298,39,13.1,76,25.5,106,35.6,77,25.8,183,61.4
"Learn","=""2450014""","ELA","M",278,269,96.8,266,58,21.8,71,26.7,81,30.5,56,21.1,137,51.5
"Learn","=""2450014""","Math","F",304,297,97.7,297,124,41.8,105,35.4,44,14.8,24,8.1,68,22.9
"Learn","=""2450014""","Math","M",278,273,98.2,271,101,37.3,84,31.0,61,22.5,25,9.2,86,31.7
"Lebanon School District","=""0710011""","ELA","F",285,275,96.5,275,28,10.2,53,19.3,122,44.4,72,26.2,194,70.5
"Lebanon School District","=""0710011""","ELA","M",292,284,97.3,284,54,19.0,77,27.1,92,32.4,61,21.5,153,53.9
"Lebanon School District","=""0710011""","Math","F",285,267,93.7,267,46,17.2,96,36.0,78,29.2,47,17.6,125,46.8
"Lebanon School District","=""0710011""","Math","M",292,284,97.3,284,71,25.0,82,28.9,72,25.4,59,20.8,131,46.1
"Ledyard School District","=""0720011""","ELA","F",617,606,98.2,605,67,11.1,124,20.5,247,40.8,167,27.6,414,68.4
"Ledyard School District","=""0720011""","ELA","M",651,632,97.1,631,124,19.7,155,24.6,222,35.2,130,20.6,352,55.8
"Ledyard School District","=""0720011""","Math","F",617,608,98.5,606,144,23.8,200,33.0,159,26.2,103,17.0,262,43.2
"Ledyard School District","=""0720011""","Math","M",652,636,97.5,635,141,22.2,209,32.9,163,25.7,122,19.2,285,44.9
"Lisbon School District","=""0730011""","ELA","F",128,126,98.4,126,15,11.9,21,16.7,51,40.5,39,31.0,90,71.4
"Lisbon School District","=""0730011""","ELA","M",130,129,99.2,129,20,15.5,34,26.4,59,45.7,16,12.4,75,58.1
"Lisbon School District","=""0730011""","Math","F",128,126,98.4,126,39,31.0,55,43.7,24,19.0,8,6.3,32,25.4
"Lisbon School District","=""0730011""","Math","M",130,129,99.2,129,41,31.8,59,45.7,23,17.8,6,4.7,29,22.5
"Litchfield School District","=""0740011""","ELA","F",273,269,98.5,268,17,6.3,54,20.1,93,34.7,104,38.8,197,73.5
"Litchfield School District","=""0740011""","ELA","M",292,288,98.6,287,46,16.0,56,19.5,99,34.5,86,30.0,185,64.5
"Litchfield School District","=""0740011""","Math","F",273,268,98.2,268,34,12.7,81,30.2,87,32.5,66,24.6,153,57.1
"Litchfield School District","=""0740011""","Math","M",292,289,99.0,289,55,19.0,50,17.3,90,31.1,94,32.5,184,63.7
"Madison School District","=""0760011""","ELA","F",826,622,75.3,619,32,5.2,74,12.0,254,41.0,259,41.8,513,82.9
"Madison School District","=""0760011""","ELA","M",889,706,79.4,704,74,10.5,153,21.7,267,37.9,210,29.8,477,67.8
"Madison School District","=""0760011""","Math","F",826,621,75.2,620,79,12.7,185,29.8,183,29.5,173,27.9,356,57.4
"Madison School District","=""0760011""","Math","M",889,704,79.2,704,89,12.6,179,25.4,232,33.0,204,29.0,436,61.9
"Manchester School District","=""0770011""","ELA","F",1477,1357,91.9,1353,384,28.4,341,25.2,408,30.2,220,16.3,628,46.4
"Manchester School District","=""0770011""","ELA","M",1566,1448,92.5,1445,594,41.1,392,27.1,333,23.0,126,8.7,459,31.8
"Manchester School District","=""0770011""","Math","F",1477,1360,92.1,1357,527,38.8,440,32.4,276,20.3,114,8.4,390,28.7
"Manchester School District","=""0770011""","Math","M",1565,1444,92.3,1442,639,44.3,416,28.8,251,17.4,136,9.4,387,26.8
"Mansfield School District","=""0780011""","ELA","F",356,332,93.3,332,21,6.3,34,10.2,101,30.4,176,53.0,277,83.4
"Mansfield School District","=""0780011""","ELA","M",426,391,91.8,390,40,10.3,58,14.9,129,33.1,163,41.8,292,74.9
"Mansfield School District","=""0780011""","Math","F",356,334,93.8,333,26,7.8,78,23.4,98,29.4,131,39.3,229,68.8
"Mansfield School District","=""0780011""","Math","M",428,401,93.7,400,44,11.0,87,21.8,85,21.3,184,46.0,269,67.3
"Marlborough School District","=""0790011""","ELA","F",168,168,100.0,168,7,4.2,20,11.9,54,32.1,87,51.8,141,83.9
"Marlborough School District","=""0790011""","ELA","M",199,198,99.5,198,30,15.2,33,16.7,70,35.4,65,32.8,135,68.2
"Marlborough School District","=""0790011""","Math","F",168,168,100.0,168,11,6.5,41,24.4,64,38.1,52,31.0,116,69.0
"Marlborough School District","=""0790011""","Math","M",199,198,99.5,198,21,10.6,46,23.2,62,31.3,69,34.8,131,66.2
"Meriden School District","=""0800011""","ELA","F",1927,1860,96.5,1856,517,27.9,501,27.0,560,30.2,278,15.0,838,45.2
"Meriden School District","=""0800011""","ELA","M",1931,1860,96.3,1851,776,41.9,486,26.3,419,22.6,170,9.2,589,31.8
"Meriden School District","=""0800011""","Math","F",1925,1881,97.7,1878,966,51.4,565,30.1,261,13.9,86,4.6,347,18.5
"Meriden School District","=""0800011""","Math","M",1928,1875,97.3,1871,1022,54.6,522,27.9,244,13.0,83,4.4,327,17.5
"Middletown School District","=""0830011""","ELA","F",1208,1195,98.9,1194,209,17.5,301,25.2,398,33.3,286,24.0,684,57.3
"Middletown School District","=""0830011""","ELA","M",1239,1220,98.5,1219,318,26.1,326,26.7,372,30.5,203,16.7,575,47.2
"Middletown School District","=""0830011""","Math","F",1207,1198,99.3,1198,419,35.0,386,32.2,238,19.9,155,12.9,393,32.8
"Middletown School District","=""0830011""","Math","M",1238,1224,98.9,1223,470,38.4,340,27.8,251,20.5,162,13.2,413,33.8
"Milford School District","=""0840011""","ELA","F",1581,1538,97.3,1534,141,9.2,329,21.4,603,39.3,461,30.1,1064,69.4
"Milford School District","=""0840011""","ELA","M",1731,1684,97.3,1682,313,18.6,418,24.9,603,35.9,348,20.7,951,56.5
"Milford School District","=""0840011""","Math","F",1581,1536,97.2,1535,331,21.6,529,34.5,417,27.2,258,16.8,675,44.0
"Milford School District","=""0840011""","Math","M",1734,1688,97.3,1686,412,24.4,519,30.8,441,26.2,314,18.6,755,44.8
"Monroe School District","=""0850011""","ELA","F",855,845,98.8,844,24,2.8,70,8.3,297,35.2,453,53.7,750,88.9
"Monroe School District","=""0850011""","ELA","M",882,870,98.6,868,57,6.6,113,13.0,333,38.4,365,42.1,698,80.4
"Monroe School District","=""0850011""","Math","F",856,844,98.6,844,113,13.4,224,26.5,292,34.6,215,25.5,507,60.1
"Monroe School District","=""0850011""","Math","M",882,868,98.4,867,137,15.8,216,24.9,269,31.0,245,28.3,514,59.3
"Montville School District","=""0860011""","ELA","F",628,619,98.6,619,74,12.0,149,24.1,234,37.8,162,26.2,396,64.0
"Montville School District","=""0860011""","ELA","M",611,604,98.9,604,145,24.0,149,24.7,195,32.3,115,19.0,310,51.3
"Montville School District","=""0860011""","Math","F",628,618,98.4,618,164,26.5,222,35.9,152,24.6,80,12.9,232,37.5
"Montville School District","=""0860011""","Math","M",611,605,99.0,605,183,30.2,214,35.4,132,21.8,76,12.6,208,34.4
"Naugatuck School District","=""0880011""","ELA","F",1043,1024,98.2,1023,207,20.2,233,22.8,378,37.0,205,20.0,583,57.0
"Naugatuck School District","=""0880011""","ELA","M",1219,1196,98.1,1195,361,30.2,343,28.7,337,28.2,154,12.9,491,41.1
"Naugatuck School District","=""0880011""","Math","F",1044,1026,98.3,1026,365,35.6,352,34.3,234,22.8,75,7.3,309,30.1
"Naugatuck School District","=""0880011""","Math","M",1221,1200,98.3,1198,466,38.9,393,32.8,232,19.4,107,8.9,339,28.3
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","F",123,123,100.0,123,32,26.0,30,24.4,49,39.8,12,9.8,61,49.6
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","M",119,119,100.0,119,42,35.3,38,31.9,32,26.9,7,5.9,39,32.8
"New Beginnings Inc., Family Academy District","=""2800013""","Math","F",123,123,100.0,123,57,46.3,48,39.0,18,14.6,0,0.0,18,14.6
"New Beginnings Inc., Family Academy District","=""2800013""","Math","M",119,119,100.0,119,54,45.4,41,34.5,"*","*","*","*",24,20.2
"New Britain School District","=""0890011""","ELA","F",2252,2190,97.2,2185,980,44.9,576,26.4,445,20.4,184,8.4,629,28.8
"New Britain School District","=""0890011""","ELA","M",2558,2489,97.3,2478,1476,59.6,560,22.6,323,13.0,119,4.8,442,17.8
"New Britain School District","=""0890011""","Math","F",2256,2223,98.5,2219,1327,59.8,568,25.6,233,10.5,91,4.1,324,14.6
"New Britain School District","=""0890011""","Math","M",2565,2526,98.5,2524,1601,63.4,567,22.5,265,10.5,91,3.6,356,14.1
"New Canaan School District","=""0900011""","ELA","F",1097,1065,97.1,1064,24,2.3,109,10.2,359,33.7,572,53.8,931,87.5
"New Canaan School District","=""0900011""","ELA","M",1152,1131,98.2,1130,69,6.1,189,16.7,404,35.8,468,41.4,872,77.2
"New Canaan School District","=""0900011""","Math","F",1097,1065,97.1,1065,74,6.9,215,20.2,321,30.1,455,42.7,776,72.9
"New Canaan School District","=""0900011""","Math","M",1152,1131,98.2,1131,89,7.9,191,16.9,307,27.1,544,48.1,851,75.2
"New Fairfield School District","=""0910011""","ELA","F",660,570,86.4,568,52,9.2,106,18.7,246,43.3,164,28.9,410,72.2
"New Fairfield School District","=""0910011""","ELA","M",721,631,87.5,630,116,18.4,136,21.6,217,34.4,161,25.6,378,60.0
"New Fairfield School District","=""0910011""","Math","F",660,560,84.8,558,124,22.2,184,33.0,162,29.0,88,15.8,250,44.8
"New Fairfield School District","=""0910011""","Math","M",721,619,85.9,619,139,22.5,186,30.0,157,25.4,137,22.1,294,47.5
"New Hartford School District","=""0920011""","ELA","F",159,152,95.6,152,8,5.3,13,8.6,54,35.5,77,50.7,131,86.2
"New Hartford School District","=""0920011""","ELA","M",146,141,96.6,139,24,17.3,25,18.0,55,39.6,35,25.2,90,64.7
"New Hartford School District","=""0920011""","Math","F",159,150,94.3,150,17,11.3,48,32.0,56,37.3,29,19.3,85,56.7
"New Hartford School District","=""0920011""","Math","M",146,138,94.5,138,26,18.8,36,26.1,52,37.7,24,17.4,76,55.1
"New Haven School District","=""0930011""","ELA","F",5024,4685,93.3,4655,1686,36.2,1351,29.0,1178,25.3,440,9.5,1618,34.8
"New Haven School District","=""0930011""","ELA","M",5044,4733,93.8,4705,2353,50.0,1251,26.6,820,17.4,281,6.0,1101,23.4
"New Haven School District","=""0930011""","Math","F",5017,4712,93.9,4700,2753,58.6,1324,28.2,451,9.6,172,3.7,623,13.3
"New Haven School District","=""0930011""","Math","M",5044,4785,94.9,4771,2922,61.2,1204,25.2,443,9.3,202,4.2,645,13.5
"New London School District","=""0950011""","ELA","F",756,733,97.0,726,243,33.5,212,29.2,200,27.5,71,9.8,271,37.3
"New London School District","=""0950011""","ELA","M",845,818,96.8,810,361,44.6,252,31.1,152,18.8,45,5.6,197,24.3
"New London School District","=""0950011""","Math","F",749,738,98.5,733,365,49.8,231,31.5,110,15.0,27,3.7,137,18.7
"New London School District","=""0950011""","Math","M",842,824,97.9,820,453,55.2,220,26.8,103,12.6,44,5.4,147,17.9
"New Milford School District","=""0960011""","ELA","F",1077,984,91.4,979,153,15.6,232,23.7,351,35.9,243,24.8,594,60.7
"New Milford School District","=""0960011""","ELA","M",1224,1134,92.6,1130,289,25.6,322,28.5,346,30.6,173,15.3,519,45.9
"New Milford School District","=""0960011""","Math","F",1077,981,91.1,977,236,24.2,351,35.9,265,27.1,125,12.8,390,39.9
"New Milford School District","=""0960011""","Math","M",1224,1152,94.1,1143,306,26.8,380,33.2,286,25.0,171,15.0,457,40.0
"Newington School District","=""0940011""","ELA","F",1067,1051,98.5,1040,108,10.4,243,23.4,413,39.7,276,26.5,689,66.3
"Newington School District","=""0940011""","ELA","M",1136,1110,97.7,1110,198,17.8,286,25.8,399,35.9,227,20.5,626,56.4
"Newington School District","=""0940011""","Math","F",1065,1045,98.1,1040,212,20.4,361,34.7,278,26.7,189,18.2,467,44.9
"Newington School District","=""0940011""","Math","M",1136,1117,98.3,1117,233,20.9,313,28.0,331,29.6,240,21.5,571,51.1
"Newtown School District","=""0970011""","ELA","F",1265,1203,95.1,1201,60,5.0,189,15.7,492,41.0,460,38.3,952,79.3
"Newtown School District","=""0970011""","ELA","M",1332,1277,95.9,1275,112,8.8,262,20.5,539,42.3,362,28.4,901,70.7
"Newtown School District","=""0970011""","Math","F",1265,1176,93.0,1176,160,13.6,346,29.4,371,31.5,299,25.4,670,57.0
"Newtown School District","=""0970011""","Math","M",1332,1260,94.6,1259,171,13.6,306,24.3,393,31.2,389,30.9,782,62.1
"Norfolk School District","=""0980011""","ELA","F",31,31,100.0,31,"*","*","*","*",8,25.8,13,41.9,21,67.7
"Norfolk School District","=""0980011""","ELA","M",32,32,100.0,32,7,21.9,"*","*",10,31.3,"*","*","*","*"
"Norfolk School District","=""0980011""","Math","F",31,31,100.0,31,"*","*",10,32.3,7,22.6,"*","*","*","*"
"Norfolk School District","=""0980011""","Math","M",32,32,100.0,32,"*","*",10,31.3,11,34.4,"*","*","*","*"
"North Branford School District","=""0990011""","ELA","F",543,531,97.8,531,67,12.6,142,26.7,176,33.1,146,27.5,322,60.6
"North Branford School District","=""0990011""","ELA","M",534,508,95.1,508,154,30.3,130,25.6,137,27.0,87,17.1,224,44.1
"North Branford School District","=""0990011""","Math","F",543,531,97.8,531,152,28.6,195,36.7,117,22.0,67,12.6,184,34.7
"North Branford School District","=""0990011""","Math","M",534,509,95.3,508,173,34.1,145,28.5,126,24.8,64,12.6,190,37.4
"North Canaan School District","=""1000011""","ELA","F",80,78,97.5,78,12,15.4,16,20.5,33,42.3,17,21.8,50,64.1
"North Canaan School District","=""1000011""","ELA","M",81,76,93.8,76,20,26.3,21,27.6,24,31.6,11,14.5,35,46.1
"North Canaan School District","=""1000011""","Math","F",80,78,97.5,78,18,23.1,25,32.1,25,32.1,10,12.8,35,44.9
"North Canaan School District","=""1000011""","Math","M",81,76,93.8,76,24,31.6,24,31.6,21,27.6,7,9.2,28,36.8
"North Haven School District","=""1010011""","ELA","F",837,667,79.7,656,89,13.6,172,26.2,227,34.6,168,25.6,395,60.2
"North Haven School District","=""1010011""","ELA","M",907,770,84.9,761,199,26.1,195,25.6,223,29.3,144,18.9,367,48.2
"North Haven School District","=""1010011""","Math","F",837,660,78.9,660,156,23.6,255,38.6,170,25.8,79,12.0,249,37.7
"North Haven School District","=""1010011""","Math","M",907,767,84.6,766,182,23.8,271,35.4,193,25.2,120,15.7,313,40.9
"North Stonington School District","=""1020011""","ELA","F",174,170,97.7,170,8,4.7,35,20.6,61,35.9,66,38.8,127,74.7
"North Stonington School District","=""1020011""","ELA","M",207,204,98.6,204,30,14.7,46,22.5,77,37.7,51,25.0,128,62.7
"North Stonington School District","=""1020011""","Math","F",174,170,97.7,170,28,16.5,41,24.1,47,27.6,54,31.8,101,59.4
"North Stonington School District","=""1020011""","Math","M",207,204,98.6,204,37,18.1,59,28.9,53,26.0,55,27.0,108,52.9
"Norwalk School District","=""1030011""","ELA","F",2809,2725,97.0,2718,548,20.2,722,26.6,914,33.6,534,19.6,1448,53.3
"Norwalk School District","=""1030011""","ELA","M",2928,2831,96.7,2825,840,29.7,790,28.0,768,27.2,427,15.1,1195,42.3
"Norwalk School District","=""1030011""","Math","F",2810,2767,98.5,2763,1137,41.2,853,30.9,520,18.8,253,9.2,773,28.0
"Norwalk School District","=""1030011""","Math","M",2929,2872,98.1,2870,1213,42.3,815,28.4,535,18.6,307,10.7,842,29.3
"Norwich Free Academy District","=""9010022""","ELA","F",283,251,88.7,244,57,23.4,68,27.9,71,29.1,48,19.7,119,48.8
"Norwich Free Academy District","=""9010022""","ELA","M",264,243,92.0,235,82,34.9,60,25.5,56,23.8,37,15.7,93,39.6
"Norwich Free Academy District","=""9010022""","Math","F",284,253,89.1,251,132,52.6,63,25.1,40,15.9,16,6.4,56,22.3
"Norwich Free Academy District","=""9010022""","Math","M",265,241,90.9,239,119,49.8,59,24.7,41,17.2,20,8.4,61,25.5
"Norwich School District","=""1040011""","ELA","F",1086,1066,98.2,1062,370,34.8,319,30.0,272,25.6,101,9.5,373,35.1
"Norwich School District","=""1040011""","ELA","M",1168,1132,96.9,1129,545,48.3,309,27.4,210,18.6,65,5.8,275,24.4
"Norwich School District","=""1040011""","Math","F",1084,1070,98.7,1070,540,50.5,367,34.3,122,11.4,41,3.8,163,15.2
"Norwich School District","=""1040011""","Math","M",1167,1138,97.5,1134,621,54.8,311,27.4,138,12.2,64,5.6,202,17.8
