"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Derby School District","=""0370011""","Math","F",402,397,98.8,396,218,55.1,111,28.0,"*","*","*","*",67,16.9
"Derby School District","=""0370011""","Math","N",305,298,97.7,298,87,29.2,117,39.3,74,24.8,20,6.7,94,31.5
"Derby School District","=""0370011""","Math","R",71,69,97.2,69,29,42.0,23,33.3,"*","*","*","*",17,24.6
"East Granby School District","=""0400011""","ELA","F",40,39,97.5,39,"*","*",14,35.9,12,30.8,"*","*","*","*"
"East Granby School District","=""0400011""","ELA","N",430,429,99.8,429,"*","*",77,17.9,168,39.2,"*","*","*","*"
"East Granby School District","=""0400011""","Math","F",39,38,97.4,38,14,36.8,15,39.5,"*","*","*","*",9,23.7
"East Granby School District","=""0400011""","Math","N",430,428,99.5,428,"*","*",109,25.5,129,30.1,"*","*","*","*"
"East Haddam School District","=""0410011""","ELA","F",67,67,100.0,67,"*","*","*","*",24,35.8,14,20.9,38,56.7
"East Haddam School District","=""0410011""","ELA","N",514,496,96.5,495,60,12.1,79,16.0,203,41.0,153,30.9,356,71.9
"East Haddam School District","=""0410011""","ELA","R",20,20,100.0,20,"*","*","*","*",8,40.0,6,30.0,14,70.0
"East Haddam School District","=""0410011""","Math","F",67,67,100.0,67,"*","*",14,20.9,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Math","N",514,495,96.3,495,96,19.4,152,30.7,138,27.9,109,22.0,247,49.9
"East Haddam School District","=""0410011""","Math","R",20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","F",107,106,99.1,106,36,34.0,"*","*",34,32.1,"*","*","*","*"
"East Hampton School District","=""0420011""","ELA","N",893,864,96.8,864,89,10.3,194,22.5,327,37.8,254,29.4,581,67.2
"East Hampton School District","=""0420011""","ELA","R",20,20,100.0,20,7,35.0,"*","*",6,30.0,"*","*","*","*"
"East Hampton School District","=""0420011""","Math","F",107,106,99.1,106,48,45.3,"*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","N",893,861,96.4,861,162,18.8,299,34.7,267,31.0,133,15.4,400,46.5
"East Hampton School District","=""0420011""","Math","R",20,20,100.0,20,9,45.0,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELA","F",2114,2057,97.3,2053,919,44.8,614,29.9,423,20.6,97,4.7,520,25.3
"East Hartford School District","=""0430011""","ELA","N",1060,1041,98.2,1039,298,28.7,258,24.8,342,32.9,141,13.6,483,46.5
"East Hartford School District","=""0430011""","ELA","R",298,291,97.7,291,100,34.4,75,25.8,93,32.0,23,7.9,116,39.9
"East Hartford School District","=""0430011""","Math","F",2096,2059,98.2,2056,1248,60.7,555,27.0,"*","*","*","*",253,12.3
"East Hartford School District","=""0430011""","Math","N",1057,1041,98.5,1040,435,41.8,345,33.2,175,16.8,85,8.2,260,25.0
"East Hartford School District","=""0430011""","Math","R",298,291,97.7,291,163,56.0,75,25.8,"*","*","*","*",53,18.2
"East Haven School District","=""0440011""","ELA","F",620,603,97.3,602,228,37.9,184,30.6,147,24.4,43,7.1,190,31.6
"East Haven School District","=""0440011""","ELA","N",793,785,99.0,784,150,19.1,210,26.8,289,36.9,135,17.2,424,54.1
"East Haven School District","=""0440011""","ELA","R",158,157,99.4,157,48,30.6,38,24.2,48,30.6,23,14.6,71,45.2
"East Haven School District","=""0440011""","Math","F",620,604,97.4,604,320,53.0,194,32.1,76,12.6,14,2.3,90,14.9
"East Haven School District","=""0440011""","Math","N",793,788,99.4,787,294,37.4,258,32.8,173,22.0,62,7.9,235,29.9
"East Haven School District","=""0440011""","Math","R",158,158,100.0,158,72,45.6,50,31.6,29,18.4,7,4.4,36,22.8
"East Lyme School District","=""0450011""","ELA","F",161,159,98.8,159,32,20.1,31,19.5,55,34.6,41,25.8,96,60.4
"East Lyme School District","=""0450011""","ELA","N",1249,1225,98.1,1225,85,6.9,157,12.8,461,37.6,522,42.6,983,80.2
"East Lyme School District","=""0450011""","ELA","R",57,53,93.0,53,9,17.0,17,32.1,18,34.0,9,17.0,27,50.9
"East Lyme School District","=""0450011""","Math","F",161,158,98.1,158,41,25.9,47,29.7,46,29.1,24,15.2,70,44.3
"East Lyme School District","=""0450011""","Math","N",1249,1223,97.9,1223,153,12.5,284,23.2,371,30.3,415,33.9,786,64.3
"East Lyme School District","=""0450011""","Math","R",57,53,93.0,53,13,24.5,22,41.5,10,18.9,8,15.1,18,34.0
"East Windsor School District","=""0470011""","ELA","F",183,182,99.5,182,65,35.7,52,28.6,"*","*","*","*",65,35.7
"East Windsor School District","=""0470011""","ELA","N",321,318,99.1,315,46,14.6,86,27.3,118,37.5,65,20.6,183,58.1
"East Windsor School District","=""0470011""","ELA","R",35,35,100.0,35,"*","*",13,37.1,12,34.3,"*","*","*","*"
"East Windsor School District","=""0470011""","Math","F",183,182,99.5,182,90,49.5,65,35.7,"*","*","*","*",27,14.8
"East Windsor School District","=""0470011""","Math","N",321,320,99.7,318,89,28.0,102,32.1,77,24.2,50,15.7,127,39.9
"East Windsor School District","=""0470011""","Math","R",35,35,100.0,35,11,31.4,16,45.7,"*","*","*","*",8,22.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","F","*","*","*","*","*","*","*","*",8,17.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N",60,50,83.3,49,32,65.3,8,16.3,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N",60,48,80.0,47,41,87.2,"*","*",0,0.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","N",610,601,98.5,601,33,5.5,107,17.8,227,37.8,234,38.9,461,76.7
"Easton School District","=""0460011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","N",610,603,98.9,602,54,9.0,163,27.1,192,31.9,193,32.1,385,64.0
"Easton School District","=""0460011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","F",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",1315,1293,98.3,1276,111,8.7,191,15.0,462,36.2,512,40.1,974,76.3
"Ellington School District","=""0480011""","ELA","R",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","F",120,120,100.0,119,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","N",1314,1296,98.6,1277,172,13.5,329,25.8,412,32.3,364,28.5,776,60.8
"Ellington School District","=""0480011""","Math","R",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","F",234,234,100.0,234,53,22.6,62,26.5,84,35.9,35,15.0,119,50.9
"Elm City College Preparatory School District","=""2890013""","ELA","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Elm City College Preparatory School District","=""2890013""","ELA","R",57,57,100.0,57,"*","*",15,26.3,23,40.4,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","F",234,234,100.0,234,65,27.8,77,32.9,62,26.5,30,12.8,92,39.3
"Elm City College Preparatory School District","=""2890013""","Math","N",65,65,100.0,65,6,9.2,22,33.8,23,35.4,14,21.5,37,56.9
"Elm City College Preparatory School District","=""2890013""","Math","R",57,57,100.0,57,15,26.3,21,36.8,14,24.6,7,12.3,21,36.8
"Enfield School District","=""0490011""","ELA","F",761,737,96.8,734,212,28.9,233,31.7,220,30.0,69,9.4,289,39.4
"Enfield School District","=""0490011""","ELA","N",1627,1618,99.4,1617,192,11.9,414,25.6,669,41.4,342,21.2,1011,62.5
"Enfield School District","=""0490011""","ELA","R",197,195,99.0,194,32,16.5,65,33.5,72,37.1,25,12.9,97,50.0
"Enfield School District","=""0490011""","Math","F",762,734,96.3,732,296,40.4,267,36.5,136,18.6,33,4.5,169,23.1
"Enfield School District","=""0490011""","Math","N",1626,1616,99.4,1613,353,21.9,603,37.4,457,28.3,200,12.4,657,40.7
"Enfield School District","=""0490011""","Math","R",196,192,98.0,192,57,29.7,76,39.6,46,24.0,13,6.8,59,30.7
"Essex School District","=""0500011""","ELA","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","ELA","N",245,238,97.1,237,16,6.8,23,9.7,85,35.9,113,47.7,198,83.5
"Essex School District","=""0500011""","ELA","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","N",245,238,97.1,238,31,13.0,75,31.5,65,27.3,67,28.2,132,55.5
"Essex School District","=""0500011""","Math","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","F",406,391,96.3,389,103,26.5,124,31.9,122,31.4,40,10.3,162,41.6
"Fairfield School District","=""0510011""","ELA","N",5033,4936,98.1,4934,342,6.9,766,15.5,1941,39.3,1885,38.2,3826,77.5
"Fairfield School District","=""0510011""","ELA","R",147,145,98.6,145,28,19.3,40,27.6,52,35.9,25,17.2,77,53.1
"Fairfield School District","=""0510011""","Math","F",406,383,94.3,382,145,38.0,142,37.2,66,17.3,29,7.6,95,24.9
"Fairfield School District","=""0510011""","Math","N",5031,4877,96.9,4876,561,11.5,1231,25.2,1661,34.1,1423,29.2,3084,63.2
"Fairfield School District","=""0510011""","Math","R",147,142,96.6,142,39,27.5,52,36.6,39,27.5,12,8.5,51,35.9
"Farmington School District","=""0520011""","ELA","F",176,168,95.5,168,33,19.6,"*","*","*","*",30,17.9,"*","*"
"Farmington School District","=""0520011""","ELA","N",1972,1929,97.8,1926,125,6.5,253,13.1,697,36.2,851,44.2,1548,80.4
"Farmington School District","=""0520011""","ELA","R",22,22,100.0,22,7,31.8,"*","*","*","*",6,27.3,"*","*"
"Farmington School District","=""0520011""","Math","F",176,166,94.3,165,50,30.3,"*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Math","N",1975,1916,97.0,1914,211,11.0,432,22.6,549,28.7,722,37.7,1271,66.4
"Farmington School District","=""0520011""","Math","R",22,22,100.0,21,12,57.1,"*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","N",88,86,97.7,86,6,7.0,13,15.1,38,44.2,29,33.7,67,77.9
"Franklin School District","=""0530011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","N",88,86,97.7,86,14,16.3,26,30.2,31,36.0,15,17.4,46,53.5
"Franklin School District","=""0530011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","F",244,241,98.8,240,59,24.6,66,27.5,77,32.1,38,15.8,115,47.9
"Glastonbury School District","=""0540011""","ELA","N",3125,3100,99.2,3098,153,4.9,444,14.3,1156,37.3,1345,43.4,2501,80.7
"Glastonbury School District","=""0540011""","ELA","R",71,69,97.2,69,14,20.3,25,36.2,22,31.9,8,11.6,30,43.5
"Glastonbury School District","=""0540011""","Math","F",244,240,98.4,240,82,34.2,77,32.1,"*","*","*","*",81,33.8
"Glastonbury School District","=""0540011""","Math","N",3127,3098,99.1,3098,281,9.1,638,20.6,936,30.2,1243,40.1,2179,70.3
"Glastonbury School District","=""0540011""","Math","R",71,69,97.2,69,27,39.1,20,29.0,"*","*","*","*",22,31.9
"Granby School District","=""0560011""","ELA","F",91,88,96.7,88,"*","*",25,28.4,"*","*","*","*","*","*"
"Granby School District","=""0560011""","ELA","N",970,903,93.1,902,58,6.4,142,15.7,389,43.1,313,34.7,702,77.8
"Granby School District","=""0560011""","ELA","R",25,22,88.0,22,"*","*",10,45.5,"*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","F",91,89,97.8,89,"*","*",35,39.3,22,24.7,"*","*","*","*"
"Granby School District","=""0560011""","Math","N",970,898,92.6,897,94,10.5,233,26.0,313,34.9,257,28.7,570,63.5
"Granby School District","=""0560011""","Math","R",25,22,88.0,22,"*","*",6,27.3,7,31.8,"*","*","*","*"
"Great Oaks Charter School District","=""2940013""","ELA","F",88,86,97.7,86,56,65.1,20,23.3,10,11.6,0,0.0,10,11.6
"Great Oaks Charter School District","=""2940013""","ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","F",88,86,97.7,86,61,70.9,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","F",505,494,97.8,493,126,25.6,142,28.8,165,33.5,60,12.2,225,45.6
"Greenwich School District","=""0570011""","ELA","N",3924,3864,98.5,3863,210,5.4,463,12.0,1280,33.1,1910,49.4,3190,82.6
"Greenwich School District","=""0570011""","ELA","R",176,176,100.0,175,23,13.1,42,24.0,74,42.3,36,20.6,110,62.9
"Greenwich School District","=""0570011""","Math","F",505,500,99.0,498,219,44.0,174,34.9,70,14.1,35,7.0,105,21.1
"Greenwich School District","=""0570011""","Math","N",3923,3906,99.6,3906,401,10.3,747,19.1,1137,29.1,1621,41.5,2758,70.6
"Greenwich School District","=""0570011""","Math","R",176,175,99.4,175,49,28.0,69,39.4,35,20.0,22,12.6,57,32.6
"Griswold School District","=""0580011""","ELA","F",301,295,98.0,293,"*","*",95,32.4,93,31.7,"*","*","*","*"
"Griswold School District","=""0580011""","ELA","N",589,583,99.0,583,58,9.9,110,18.9,250,42.9,165,28.3,415,71.2
"Griswold School District","=""0580011""","ELA","R",55,54,98.2,54,"*","*",17,31.5,21,38.9,"*","*","*","*"
"Griswold School District","=""0580011""","Math","F",301,293,97.3,293,117,39.9,98,33.4,"*","*","*","*",78,26.6
"Griswold School District","=""0580011""","Math","N",591,584,98.8,584,128,21.9,181,31.0,178,30.5,97,16.6,275,47.1
"Griswold School District","=""0580011""","Math","R",55,54,98.2,54,21,38.9,20,37.0,"*","*","*","*",13,24.1
"Groton School District","=""0590011""","ELA","F",775,711,91.7,711,262,36.8,205,28.8,183,25.7,61,8.6,244,34.3
"Groton School District","=""0590011""","ELA","N",1211,1112,91.8,1111,160,14.4,234,21.1,420,37.8,297,26.7,717,64.5
"Groton School District","=""0590011""","ELA","R",235,223,94.9,223,46,20.6,59,26.5,79,35.4,39,17.5,118,52.9
"Groton School District","=""0590011""","Math","F",778,723,92.9,722,334,46.3,219,30.3,119,16.5,50,6.9,169,23.4
"Groton School District","=""0590011""","Math","N",1212,1110,91.6,1110,202,18.2,358,32.3,328,29.5,222,20.0,550,49.5
"Groton School District","=""0590011""","Math","R",236,226,95.8,226,61,27.0,89,39.4,45,19.9,31,13.7,76,33.6
"Guilford School District","=""0600011""","ELA","F",120,118,98.3,118,"*","*",33,28.0,47,39.8,"*","*","*","*"
"Guilford School District","=""0600011""","ELA","N",1687,1679,99.5,1679,95,5.7,212,12.6,618,36.8,754,44.9,1372,81.7
"Guilford School District","=""0600011""","ELA","R",63,63,100.0,63,"*","*","*","*",29,46.0,17,27.0,46,73.0
"Guilford School District","=""0600011""","Math","F",120,119,99.2,119,32,26.9,41,34.5,31,26.1,15,12.6,46,38.7
"Guilford School District","=""0600011""","Math","N",1687,1678,99.5,1678,163,9.7,407,24.3,515,30.7,593,35.3,1108,66.0
"Guilford School District","=""0600011""","Math","R",63,63,100.0,63,13,20.6,18,28.6,16,25.4,16,25.4,32,50.8
"Hamden School District","=""0620011""","ELA","F",926,866,93.5,865,315,36.4,292,33.8,188,21.7,70,8.1,258,29.8
"Hamden School District","=""0620011""","ELA","N",1708,1624,95.1,1623,214,13.2,309,19.0,583,35.9,517,31.9,1100,67.8
"Hamden School District","=""0620011""","ELA","R",208,204,98.1,204,62,30.4,59,28.9,56,27.5,27,13.2,83,40.7
"Hamden School District","=""0620011""","Math","F",926,871,94.1,869,480,55.2,239,27.5,112,12.9,38,4.4,150,17.3
"Hamden School District","=""0620011""","Math","N",1709,1643,96.1,1641,408,24.9,444,27.1,440,26.8,349,21.3,789,48.1
"Hamden School District","=""0620011""","Math","R",208,202,97.1,202,82,40.6,80,39.6,30,14.9,10,5.0,40,19.8
"Hampton School District","=""0630011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","N",33,30,90.9,30,"*","*","*","*",12,40.0,10,33.3,22,73.3
"Hampton School District","=""0630011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","N",33,29,87.9,29,"*","*",11,37.9,8,27.6,"*","*","*","*"
"Hampton School District","=""0630011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","F",8680,8071,93.0,8019,4159,51.9,2142,26.7,1339,16.7,379,4.7,1718,21.4
"Hartford School District","=""0640011""","ELA","N",1696,1516,89.4,1507,337,22.4,376,25.0,495,32.8,299,19.8,794,52.7
"Hartford School District","=""0640011""","ELA","R",203,190,93.6,190,55,28.9,50,26.3,69,36.3,16,8.4,85,44.7
"Hartford School District","=""0640011""","Math","F",8675,8142,93.9,8120,5392,66.4,1940,23.9,595,7.3,193,2.4,788,9.7
"Hartford School District","=""0640011""","Math","N",1698,1603,94.4,1602,606,37.8,442,27.6,321,20.0,233,14.5,554,34.6
"Hartford School District","=""0640011""","Math","R",203,189,93.1,189,80,42.3,64,33.9,34,18.0,11,5.8,45,23.8
"Hartland School District","=""0650011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","ELA","N",119,117,98.3,117,16,13.7,30,25.6,50,42.7,21,17.9,71,60.7
"Hartland School District","=""0650011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","N",119,117,98.3,117,23,19.7,39,33.3,43,36.8,12,10.3,55,47.0
"Hartland School District","=""0650011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",455,454,99.8,453,57,12.6,90,19.9,184,40.6,122,26.9,306,67.5
"Hebron School District","=""0670011""","ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","N",455,454,99.8,454,66,14.5,155,34.1,162,35.7,71,15.6,233,51.3
"Hebron School District","=""0670011""","Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","F",111,111,100.0,111,"*","*",51,45.9,32,28.8,"*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","N",63,63,100.0,63,12,19.0,19,30.2,20,31.7,12,19.0,32,50.8
"Highville Charter School District","=""2860013""","ELA","R",38,38,100.0,38,"*","*",16,42.1,14,36.8,"*","*","*","*"
"Highville Charter School District","=""2860013""","Math","F",111,111,100.0,111,59,53.2,42,37.8,"*","*","*","*",10,9.0
"Highville Charter School District","=""2860013""","Math","N",63,63,100.0,63,30,47.6,23,36.5,10,15.9,0,0.0,"*","*"
"Highville Charter School District","=""2860013""","Math","R",38,38,100.0,38,21,55.3,"*","*","*","*",0,0.0,"*","*"
"Integrated Day Charter School District","=""2640013""","ELA","F",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",129,128,99.2,126,16,12.7,32,25.4,43,34.1,35,27.8,78,61.9
"Integrated Day Charter School District","=""2640013""","ELA","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","F",54,54,100.0,53,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",129,129,100.0,127,41,32.3,40,31.5,26,20.5,20,15.7,46,36.2
"Integrated Day Charter School District","=""2640013""","Math","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","F",154,154,100.0,154,58,37.7,54,35.1,"*","*","*","*",42,27.3
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",74,74,100.0,74,14,18.9,21,28.4,32,43.2,7,9.5,39,52.7
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","R",25,23,92.0,23,"*","*",7,30.4,8,34.8,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","F",154,154,100.0,154,99,64.3,36,23.4,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",74,74,100.0,74,29,39.2,21,28.4,"*","*","*","*",24,32.4
"Interdistrict School for Arts and Comm District","=""2650013""","Math","R",25,24,96.0,23,11,47.8,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","ELA","F",192,192,100.0,192,61,31.8,69,35.9,"*","*","*","*",62,32.3
"Jumoke Academy District","=""2610013""","ELA","N",180,178,98.9,178,48,27.0,54,30.3,41,23.0,35,19.7,76,42.7
"Jumoke Academy District","=""2610013""","ELA","R",55,55,100.0,55,"*","*",18,32.7,19,34.5,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Math","F",192,192,100.0,192,97,50.5,76,39.6,19,9.9,0,0.0,19,9.9
"Jumoke Academy District","=""2610013""","Math","N",180,178,98.9,178,72,40.4,67,37.6,"*","*","*","*",39,21.9
"Jumoke Academy District","=""2610013""","Math","R",55,55,100.0,55,22,40.0,22,40.0,"*","*","*","*",11,20.0
"Kent School District","=""0680011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","N",140,138,98.6,138,"*","*","*","*",57,41.3,63,45.7,120,87.0
"Kent School District","=""0680011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N",140,138,98.6,138,13,9.4,28,20.3,65,47.1,32,23.2,97,70.3
"Kent School District","=""0680011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","F",444,438,98.6,438,116,26.5,124,28.3,164,37.4,34,7.8,198,45.2
"Killingly School District","=""0690011""","ELA","N",666,658,98.8,657,103,15.7,160,24.4,266,40.5,128,19.5,394,60.0
"Killingly School District","=""0690011""","ELA","R",107,105,98.1,104,21,20.2,34,32.7,34,32.7,15,14.4,49,47.1
"Killingly School District","=""0690011""","Math","F",445,435,97.8,435,172,39.5,173,39.8,"*","*","*","*",90,20.7
"Killingly School District","=""0690011""","Math","N",666,656,98.5,655,193,29.5,236,36.0,176,26.9,50,7.6,226,34.5
"Killingly School District","=""0690011""","Math","R",106,104,98.1,104,36,34.6,45,43.3,"*","*","*","*",23,22.1
"Learn","=""2450014""","ELA","F",249,242,97.2,240,59,24.6,81,33.8,67,27.9,33,13.8,100,41.7
"Learn","=""2450014""","ELA","N",271,263,97.0,262,25,9.5,48,18.3,102,38.9,87,33.2,189,72.1
"Learn","=""2450014""","ELA","R",62,62,100.0,62,13,21.0,18,29.0,18,29.0,13,21.0,31,50.0
"Learn","=""2450014""","Math","F",249,245,98.4,243,116,47.7,81,33.3,38,15.6,8,3.3,46,18.9
"Learn","=""2450014""","Math","N",271,263,97.0,263,78,29.7,89,33.8,61,23.2,35,13.3,96,36.5
"Learn","=""2450014""","Math","R",62,62,100.0,62,31,50.0,19,30.6,6,9.7,6,9.7,12,19.4
"Lebanon School District","=""0710011""","ELA","F",87,82,94.3,82,"*","*","*","*",19,23.2,"*","*","*","*"
"Lebanon School District","=""0710011""","ELA","N",470,457,97.2,457,63,13.8,94,20.6,183,40.0,117,25.6,300,65.6
"Lebanon School District","=""0710011""","ELA","R",20,20,100.0,20,"*","*","*","*",12,60.0,"*","*","*","*"
"Lebanon School District","=""0710011""","Math","F",87,81,93.1,81,"*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","N",470,451,96.0,451,86,19.1,141,31.3,131,29.0,93,20.6,224,49.7
"Lebanon School District","=""0710011""","Math","R",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","F",190,187,98.4,187,"*","*",59,31.6,64,34.2,"*","*","*","*"
"Ledyard School District","=""0720011""","ELA","N",1042,1016,97.5,1014,142,14.0,207,20.4,394,38.9,271,26.7,665,65.6
"Ledyard School District","=""0720011""","ELA","R",36,35,97.2,35,"*","*",13,37.1,11,31.4,"*","*","*","*"
"Ledyard School District","=""0720011""","Math","F",190,187,98.4,187,60,32.1,74,39.6,"*","*","*","*",53,28.3
"Ledyard School District","=""0720011""","Math","N",1043,1022,98.0,1019,217,21.3,317,31.1,279,27.4,206,20.2,485,47.6
