"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Plymouth School District","=""1110011""","N",541,525,97.0,522,142,27.2,164,31.4,155,29.7,61,11.7,216,41.4
"Pomfret School District","=""1120011""","Y",50,50,100.0,50,10,20.0,17,34.0,15,30.0,8,16.0,23,46.0
"Pomfret School District","=""1120011""","N",243,243,100.0,239,23,9.6,63,26.4,77,32.2,76,31.8,153,64.0
"Portland School District","=""1130011""","Y",150,147,98.0,147,43,29.3,54,36.7,31,21.1,19,12.9,50,34.0
"Portland School District","=""1130011""","N",584,549,94.0,549,52,9.5,133,24.2,194,35.3,170,31.0,364,66.3
"Preston School District","=""1140011""","Y",69,64,92.8,64,14,21.9,30,46.9,13,20.3,7,10.9,20,31.3
"Preston School District","=""1140011""","N",213,198,93.0,198,25,12.6,56,28.3,69,34.8,48,24.2,117,59.1
"Putnam School District","=""1160011""","Y",357,350,98.0,347,170,49.0,121,34.9,44,12.7,12,3.5,56,16.1
"Putnam School District","=""1160011""","N",273,269,98.5,264,72,27.3,94,35.6,61,23.1,37,14.0,98,37.1
"Redding School District","=""1170011""","Y",22,19,86.4,19,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",673,610,90.6,609,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",91,86,94.5,84,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",57,55,96.5,55,20,36.4,17,30.9,"*","*","*","*",18,32.7
"Regional School District 04","=""2040012""","N",424,415,97.9,415,"*","*",134,32.3,133,32.0,"*","*","*","*"
"Regional School District 05","=""2050012""","Y",59,58,98.3,58,29,50.0,"*","*",12,20.7,"*","*","*","*"
"Regional School District 05","=""2050012""","N",1099,1043,94.9,1041,"*","*",241,23.2,253,24.3,"*","*","*","*"
"Regional School District 06","=""2060012""","Y",55,49,89.1,49,15,30.6,17,34.7,"*","*","*","*",17,34.7
"Regional School District 06","=""2060012""","N",391,352,90.0,352,99,28.1,112,31.8,"*","*","*","*",141,40.1
"Regional School District 07","=""2070012""","Y",39,37,94.9,36,16,44.4,"*","*",11,30.6,"*","*","*","*"
"Regional School District 07","=""2070012""","N",485,461,95.1,460,111,24.1,"*","*",129,28.0,"*","*","*","*"
"Regional School District 08","=""2080012""","Y",56,56,100.0,56,24,42.9,18,32.1,"*","*","*","*",14,25.0
"Regional School District 08","=""2080012""","N",765,758,99.1,752,"*","*",186,24.7,210,27.9,"*","*","*","*"
"Regional School District 09","=""2090012""","Y",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",242,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",125,122,97.6,122,25,20.5,42,34.4,40,32.8,15,12.3,55,45.1
"Regional School District 10","=""2100012""","N",1233,1213,98.4,1213,138,11.4,335,27.6,386,31.8,354,29.2,740,61.0
"Regional School District 11","=""2110012""","Y",49,47,95.9,47,28,59.6,"*","*","*","*",0,0.0,"*","*"
"Regional School District 11","=""2110012""","N",94,92,97.9,92,42,45.7,32,34.8,"*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y",40,40,100.0,39,11,28.2,"*","*",13,33.3,"*","*","*","*"
"Regional School District 12","=""2120012""","N",373,367,98.4,364,"*","*",112,30.8,103,28.3,"*","*","*","*"
"Regional School District 13","=""2130012""","Y",85,83,97.6,83,25,30.1,37,44.6,"*","*","*","*",21,25.3
"Regional School District 13","=""2130012""","N",924,909,98.4,909,"*","*",295,32.5,247,27.2,"*","*","*","*"
"Regional School District 14","=""2140012""","Y",90,87,96.7,87,34,39.1,28,32.2,16,18.4,9,10.3,25,28.7
"Regional School District 14","=""2140012""","N",809,790,97.7,790,163,20.6,268,33.9,217,27.5,142,18.0,359,45.4
"Regional School District 15","=""2150012""","Y",116,112,96.6,112,40,35.7,33,29.5,26,23.2,13,11.6,39,34.8
"Regional School District 15","=""2150012""","N",2054,2010,97.9,2009,218,10.9,571,28.4,633,31.5,587,29.2,1220,60.7
"Regional School District 16","=""2160012""","Y",168,156,92.9,155,60,38.7,44,28.4,42,27.1,9,5.8,51,32.9
"Regional School District 16","=""2160012""","N",1092,1038,95.1,1038,241,23.2,324,31.2,299,28.8,174,16.8,473,45.6
"Regional School District 17","=""2170012""","Y",112,112,100.0,112,44,39.3,39,34.8,18,16.1,11,9.8,29,25.9
"Regional School District 17","=""2170012""","N",1136,1127,99.2,1127,189,16.8,327,29.0,310,27.5,301,26.7,611,54.2
"Regional School District 18","=""2180012""","Y",61,58,95.1,57,13,22.8,24,42.1,9,15.8,11,19.3,20,35.1
"Regional School District 18","=""2180012""","N",694,671,96.7,671,66,9.8,132,19.7,210,31.3,263,39.2,473,70.5
"Regional School District 19","=""2190012""","Y",51,11,21.6,11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N",226,41,18.1,41,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y",65,59,90.8,59,22,37.3,"*","*",22,37.3,"*","*","*","*"
"Ridgefield School District","=""1180011""","N",2772,2463,88.9,2463,"*","*",596,24.2,801,32.5,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Y",194,179,92.3,179,74,41.3,51,28.5,39,21.8,15,8.4,54,30.2
"Rocky Hill School District","=""1190011""","N",1120,1031,92.1,1031,142,13.8,297,28.8,304,29.5,288,27.9,592,57.4
"Salem School District","=""1210011""","Y",42,42,100.0,42,7,16.7,15,35.7,12,28.6,8,19.0,20,47.6
"Salem School District","=""1210011""","N",224,224,100.0,224,20,8.9,34,15.2,84,37.5,86,38.4,170,75.9
"Salisbury School District","=""1220011""","Y",24,23,95.8,23,8,34.8,6,26.1,"*","*","*","*",9,39.1
"Salisbury School District","=""1220011""","N",141,140,99.3,140,13,9.3,34,24.3,"*","*","*","*",93,66.4
"Scotland School District","=""1230011""","Y",22,22,100.0,22,"*","*",10,45.5,"*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",46,45,97.8,45,"*","*",11,24.4,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",377,369,97.9,368,152,41.3,110,29.9,69,18.8,37,10.1,106,28.8
"Seymour School District","=""1240011""","N",884,871,98.5,870,204,23.4,267,30.7,213,24.5,186,21.4,399,45.9
"Sharon School District","=""1250011""","Y",21,15,71.4,15,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",88,72,81.8,72,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",568,561,98.8,560,192,34.3,208,37.1,111,19.8,49,8.8,160,28.6
"Shelton School District","=""1260011""","N",2167,2144,98.9,2144,339,15.8,631,29.4,660,30.8,514,24.0,1174,54.8
"Sherman School District","=""1270011""","Y",14,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",210,112,53.3,109,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",55,55,100.0,55,"*","*",23,41.8,15,27.3,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",74,74,100.0,74,"*","*",24,32.4,22,29.7,"*","*","*","*"
"Simsbury School District","=""1280011""","Y",199,195,98.0,195,67,34.4,73,37.4,30,15.4,25,12.8,55,28.2
"Simsbury School District","=""1280011""","N",2133,2106,98.7,2104,222,10.6,447,21.2,660,31.4,775,36.8,1435,68.2
"Somers School District","=""1290011""","Y",75,74,98.7,74,34,45.9,25,33.8,"*","*","*","*",15,20.3
"Somers School District","=""1290011""","N",757,753,99.5,752,"*","*",241,32.0,227,30.2,"*","*","*","*"
"South Windsor School District","=""1320011""","Y",292,276,94.5,275,79,28.7,95,34.5,71,25.8,30,10.9,101,36.7
"South Windsor School District","=""1320011""","N",1916,1740,90.8,1740,206,11.8,397,22.8,475,27.3,662,38.0,1137,65.3
"Southington School District","=""1310011""","Y",542,531,98.0,529,167,31.6,191,36.1,132,25.0,39,7.4,171,32.3
"Southington School District","=""1310011""","N",3000,2970,99.0,2969,407,13.7,809,27.2,1040,35.0,713,24.0,1753,59.0
"Sprague School District","=""1330011""","Y",123,123,100.0,123,38,30.9,53,43.1,24,19.5,8,6.5,32,26.0
"Sprague School District","=""1330011""","N",108,107,99.1,107,23,21.5,44,41.1,24,22.4,16,15.0,40,37.4
"Stafford School District","=""1340011""","Y",270,264,97.8,264,79,29.9,105,39.8,56,21.2,24,9.1,80,30.3
"Stafford School District","=""1340011""","N",545,538,98.7,538,80,14.9,163,30.3,194,36.1,101,18.8,295,54.8
"Stamford Academy District","=""2820013""","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford Academy District","=""2820013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Y",4202,4102,97.6,4096,2063,50.4,1199,29.3,620,15.1,214,5.2,834,20.4
"Stamford School District","=""1350011""","N",3855,3748,97.2,3746,806,21.5,881,23.5,1041,27.8,1018,27.2,2059,55.0
"Sterling School District","=""1360011""","Y",107,106,99.1,106,66,62.3,33,31.1,7,6.6,0,0.0,7,6.6
"Sterling School District","=""1360011""","N",208,204,98.1,204,62,30.4,89,43.6,43,21.1,10,4.9,53,26.0
"Stonington School District","=""1370011""","Y",248,221,89.1,221,68,30.8,73,33.0,55,24.9,25,11.3,80,36.2
"Stonington School District","=""1370011""","N",947,780,82.4,779,115,14.8,179,23.0,244,31.3,241,30.9,485,62.3
"Stratford School District","=""1380011""","Y",1711,1688,98.7,1686,934,55.4,517,30.7,185,11.0,50,3.0,235,13.9
"Stratford School District","=""1380011""","N",2060,2013,97.7,2012,684,34.0,704,35.0,432,21.5,192,9.5,624,31.0
"Suffield School District","=""1390011""","Y",125,118,94.4,118,50,42.4,41,34.7,19,16.1,8,6.8,27,22.9
"Suffield School District","=""1390011""","N",1148,1109,96.6,1109,188,17.0,362,32.6,356,32.1,203,18.3,559,50.4
"The Bridge Academy District","=""2690013""","Y",110,110,100.0,110,59,53.6,"*","*","*","*",0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","N",26,25,96.2,25,12,48.0,9,36.0,"*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",130,114,87.7,114,71,62.3,30,26.3,"*","*","*","*",13,11.4
"The Gilbert School District","=""9020022""","N",155,123,79.4,123,53,43.1,41,33.3,"*","*","*","*",29,23.6
"Thomaston School District","=""1400011""","Y",126,126,100.0,126,45,35.7,42,33.3,27,21.4,12,9.5,39,31.0
"Thomaston School District","=""1400011""","N",382,379,99.2,377,75,19.9,126,33.4,111,29.4,65,17.2,176,46.7
"Thompson School District","=""1410011""","Y",202,194,96.0,194,106,54.6,61,31.4,"*","*","*","*",27,13.9
"Thompson School District","=""1410011""","N",373,354,94.9,353,110,31.2,139,39.4,"*","*","*","*",104,29.5
"Tolland School District","=""1420011""","Y",115,108,93.9,108,29,26.9,38,35.2,33,30.6,8,7.4,41,38.0
"Tolland School District","=""1420011""","N",1355,1318,97.3,1316,123,9.3,345,26.2,478,36.3,370,28.1,848,64.4
"Torrington School District","=""1430011""","Y",1141,1073,94.0,1071,506,47.2,379,35.4,148,13.8,38,3.5,186,17.4
"Torrington School District","=""1430011""","N",1193,1080,90.5,1079,367,34.0,380,35.2,258,23.9,74,6.9,332,30.8
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",352,314,89.2,314,96,30.6,104,33.1,73,23.2,41,13.1,114,36.3
"Trumbull School District","=""1440011""","N",3214,2854,88.8,2853,359,12.6,696,24.4,871,30.5,927,32.5,1798,63.0
"Unified School District #2","=""3470015""","Y",73,56,76.7,51,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","N",54,54,100.0,54,9,16.7,16,29.6,18,33.3,11,20.4,29,53.7
"Vernon School District","=""1460011""","Y",662,649,98.0,649,340,52.4,229,35.3,63,9.7,17,2.6,80,12.3
"Vernon School District","=""1460011""","N",941,903,96.0,903,246,27.2,300,33.2,260,28.8,97,10.7,357,39.5
"Voluntown School District","=""1470011""","Y",45,45,100.0,45,17,37.8,14,31.1,8,17.8,6,13.3,14,31.1
"Voluntown School District","=""1470011""","N",150,149,99.3,149,21,14.1,46,30.9,58,38.9,24,16.1,82,55.0
"Wallingford School District","=""1480011""","Y",643,626,97.4,626,237,37.9,244,39.0,113,18.1,32,5.1,145,23.2
"Wallingford School District","=""1480011""","N",2615,2568,98.2,2568,538,21.0,834,32.5,716,27.9,480,18.7,1196,46.6
"Waterbury School District","=""1510011""","Y",7629,7507,98.4,7505,5006,66.7,1738,23.2,626,8.3,135,1.8,761,10.1
"Waterbury School District","=""1510011""","N",1863,1837,98.6,1833,852,46.5,520,28.4,347,18.9,114,6.2,461,25.2
"Waterford School District","=""1520011""","Y",259,254,98.1,254,111,43.7,82,32.3,43,16.9,18,7.1,61,24.0
"Waterford School District","=""1520011""","N",1147,1141,99.5,1141,243,21.3,379,33.2,304,26.6,215,18.8,519,45.5
"Watertown School District","=""1530011""","Y",397,368,92.7,368,140,38.0,140,38.0,70,19.0,18,4.9,88,23.9
"Watertown School District","=""1530011""","N",1129,1005,89.0,1005,262,26.1,335,33.3,262,26.1,146,14.5,408,40.6
"West Hartford School District","=""1550011""","Y",1039,989,95.2,988,401,40.6,330,33.4,179,18.1,78,7.9,257,26.0
"West Hartford School District","=""1550011""","N",4185,3966,94.8,3961,534,13.5,979,24.7,1246,31.5,1202,30.3,2448,61.8
"West Haven School District","=""1560011""","Y",1952,1908,97.7,1907,928,48.7,649,34.0,263,13.8,67,3.5,330,17.3
"West Haven School District","=""1560011""","N",1124,1106,98.4,1105,355,32.1,350,31.7,270,24.4,130,11.8,400,36.2
"Westbrook School District","=""1540011""","Y",64,56,87.5,56,"*","*",24,42.9,14,25.0,"*","*","*","*"
"Westbrook School District","=""1540011""","N",334,281,84.1,281,"*","*",73,26.0,98,34.9,"*","*","*","*"
"Weston School District","=""1570011""","Y",42,37,88.1,37,14,37.8,"*","*",12,32.4,"*","*","*","*"
"Weston School District","=""1570011""","N",1308,1200,91.7,1198,"*","*",260,21.7,386,32.2,"*","*","*","*"
"Westport School District","=""1580011""","Y",120,107,89.2,107,42,39.3,29,27.1,21,19.6,15,14.0,36,33.6
"Westport School District","=""1580011""","N",3058,2677,87.5,2677,209,7.8,477,17.8,778,29.1,1213,45.3,1991,74.4
"Wethersfield School District","=""1590011""","Y",383,371,96.9,371,169,45.6,119,32.1,64,17.3,19,5.1,83,22.4
"Wethersfield School District","=""1590011""","N",1549,1433,92.5,1432,297,20.7,448,31.3,419,29.3,268,18.7,687,48.0
"Willington School District","=""1600011""","Y",64,64,100.0,63,19,30.2,23,36.5,12,19.0,9,14.3,21,33.3
"Willington School District","=""1600011""","N",218,211,96.8,211,35,16.6,70,33.2,71,33.6,35,16.6,106,50.2
"Wilton School District","=""1610011""","Y",30,30,100.0,30,10,33.3,9,30.0,"*","*","*","*",11,36.7
"Wilton School District","=""1610011""","N",2340,2286,97.7,2285,"*","*",665,29.1,719,31.5,"*","*","*","*"
"Winchester School District","=""1620011""","Y",179,179,100.0,178,86,48.3,49,27.5,32,18.0,11,6.2,43,24.2
"Winchester School District","=""1620011""","N",135,134,99.3,132,43,32.6,40,30.3,29,22.0,20,15.2,49,37.1
"Windham School District","=""1630011""","Y",1259,1229,97.6,1223,729,59.6,334,27.3,121,9.9,39,3.2,160,13.1
"Windham School District","=""1630011""","N",322,315,97.8,315,106,33.7,94,29.8,71,22.5,44,14.0,115,36.5
"Windsor Locks School District","=""1650011""","Y",362,356,98.3,355,181,51.0,103,29.0,60,16.9,11,3.1,71,20.0
"Windsor Locks School District","=""1650011""","N",518,511,98.6,509,127,25.0,210,41.3,125,24.6,47,9.2,172,33.8
"Windsor School District","=""1640011""","Y",551,500,90.7,499,257,51.5,152,30.5,67,13.4,23,4.6,90,18.0
"Windsor School District","=""1640011""","N",1054,937,88.9,934,278,29.8,272,29.1,221,23.7,163,17.5,384,41.1
"Wolcott School District","=""1660011""","Y",274,272,99.3,272,87,32.0,87,32.0,55,20.2,43,15.8,98,36.0
"Wolcott School District","=""1660011""","N",1063,1061,99.8,1060,185,17.5,360,34.0,331,31.2,184,17.4,515,48.6
"Woodbridge School District","=""1670011""","Y",31,31,100.0,31,13,41.9,"*","*",7,22.6,"*","*","*","*"
"Woodbridge School District","=""1670011""","N",415,391,94.2,391,"*","*",105,26.9,102,26.1,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Y",9,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",233,54,23.2,53,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y",84,83,98.8,83,24,28.9,32,38.6,16,19.3,11,13.3,27,32.5
"Woodstock School District","=""1690011""","N",513,499,97.3,498,84,16.9,165,33.1,149,29.9,100,20.1,249,50.0

