"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Special Education Stat"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Portland School District","=""1130011""","Y",73,71,97.3,71,45,63.4,"*","*","*","*",0,0.0,"*","*"
"Preston School District","=""1140011""","N",227,210,92.5,210,10,4.8,72,34.3,73,34.8,55,26.2,128,61.0
"Preston School District","=""1140011""","Y",55,52,94.5,52,29,55.8,14,26.9,9,17.3,0,0.0,9,17.3
"Putnam School District","=""1160011""","N",552,545,98.7,539,182,33.8,206,38.2,"*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",78,74,94.9,72,60,83.3,9,12.5,"*","*","*","*","*","*"
"Redding School District","=""1170011""","N",605,551,91.1,550,40,7.3,107,19.5,179,32.5,224,40.7,403,73.3
"Redding School District","=""1170011""","Y",90,78,86.7,78,29,37.2,28,35.9,13,16.7,8,10.3,21,26.9
"Regional School District 01","=""2010012""","N",96,91,94.8,89,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",415,409,98.6,409,60,14.7,131,32.0,"*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",66,61,92.4,61,36,59.0,20,32.8,"*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",1055,1007,95.5,1005,"*","*",230,22.9,259,25.8,"*","*","*","*"
"Regional School District 05","=""2050012""","Y",103,94,91.3,94,63,67.0,23,24.5,"*","*","*","*",8,8.5
"Regional School District 06","=""2060012""","N",383,350,91.4,350,75,21.4,122,34.9,"*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y",63,51,81.0,51,39,76.5,"*","*","*","*",0,0.0,"*","*"
"Regional School District 07","=""2070012""","N",461,443,96.1,442,91,20.6,96,21.7,"*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Y",63,55,87.3,54,36,66.7,15,27.8,"*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",733,730,99.6,725,123,17.0,182,25.1,"*","*","*","*",420,57.9
"Regional School District 08","=""2080012""","Y",88,84,95.5,83,55,66.3,22,26.5,"*","*","*","*",6,7.2
"Regional School District 09","=""2090012""","N",232,84,36.2,84,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Y",19,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",1230,1215,98.8,1215,"*","*",336,27.7,412,33.9,"*","*","*","*"
"Regional School District 10","=""2100012""","Y",128,120,93.8,120,60,50.0,41,34.2,"*","*","*","*",19,15.8
"Regional School District 11","=""2110012""","N",114,111,97.4,111,52,46.8,40,36.0,"*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y",29,28,96.6,28,18,64.3,"*","*","*","*",0,0.0,"*","*"
"Regional School District 12","=""2120012""","N",360,354,98.3,352,"*","*",109,31.0,110,31.3,"*","*","*","*"
"Regional School District 12","=""2120012""","Y",53,53,100.0,51,29,56.9,13,25.5,"*","*","*","*",9,17.6
"Regional School District 13","=""2130012""","N",851,841,98.8,841,"*","*",280,33.3,255,30.3,"*","*","*","*"
"Regional School District 13","=""2130012""","Y",158,151,95.6,151,83,55.0,52,34.4,"*","*","*","*",16,10.6
"Regional School District 14","=""2140012""","N",806,785,97.4,785,"*","*",271,34.5,"*","*",151,19.2,"*","*"
"Regional School District 14","=""2140012""","Y",93,92,98.9,92,63,68.5,"*","*","*","*",0,0.0,"*","*"
"Regional School District 15","=""2150012""","N",1913,1876,98.1,1876,119,6.3,531,28.3,633,33.7,593,31.6,1226,65.4
"Regional School District 15","=""2150012""","Y",257,246,95.7,245,139,56.7,73,29.8,26,10.6,7,2.9,33,13.5
"Regional School District 16","=""2160012""","N",1096,1041,95.0,1040,"*","*",331,31.8,329,31.6,"*","*","*","*"
"Regional School District 16","=""2160012""","Y",164,153,93.3,153,99,64.7,37,24.2,"*","*","*","*",17,11.1
"Regional School District 17","=""2170012""","N",1055,1049,99.4,1049,131,12.5,307,29.3,309,29.5,302,28.8,611,58.2
"Regional School District 17","=""2170012""","Y",193,190,98.4,190,102,53.7,59,31.1,19,10.0,10,5.3,29,15.3
"Regional School District 18","=""2180012""","N",662,640,96.7,640,49,7.7,130,20.3,196,30.6,265,41.4,461,72.0
"Regional School District 18","=""2180012""","Y",93,89,95.7,88,30,34.1,26,29.5,23,26.1,9,10.2,32,36.4
"Regional School District 19","=""2190012""","N",236,42,17.8,42,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Y",41,10,24.4,10,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2585,2301,89.0,2301,125,5.4,545,23.7,794,34.5,837,36.4,1631,70.9
"Ridgefield School District","=""1180011""","Y",252,221,87.7,221,118,53.4,63,28.5,29,13.1,11,5.0,40,18.1
"Rocky Hill School District","=""1190011""","N",1201,1101,91.7,1101,"*","*",330,30.0,331,30.1,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Y",113,109,96.5,109,77,70.6,18,16.5,"*","*","*","*",14,12.8
"Salem School District","=""1210011""","N",232,232,100.0,232,12,5.2,37,15.9,"*","*","*","*",183,78.9
"Salem School District","=""1210011""","Y",34,34,100.0,34,15,44.1,12,35.3,"*","*","*","*",7,20.6
"Salisbury School District","=""1220011""","N",147,145,98.6,145,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",1119,1100,98.3,1099,243,22.1,354,32.2,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",142,140,98.6,139,113,81.3,23,16.5,"*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",86,68,79.1,68,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Y",23,19,82.6,19,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",2390,2365,99.0,2365,316,13.4,758,32.1,743,31.4,548,23.2,1291,54.6
"Shelton School District","=""1260011""","Y",345,340,98.6,339,215,63.4,81,23.9,28,8.3,15,4.4,43,12.7
"Sherman School District","=""1270011""","N",186,101,54.3,99,"*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y",38,19,50.0,18,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",118,118,100.0,118,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",2079,2060,99.1,2058,163,7.9,451,21.9,665,32.3,779,37.9,1444,70.2
"Simsbury School District","=""1280011""","Y",253,241,95.3,241,126,52.3,69,28.6,25,10.4,21,8.7,46,19.1
"Somers School District","=""1290011""","N",743,739,99.5,738,"*","*",242,32.8,232,31.4,"*","*","*","*"
"Somers School District","=""1290011""","Y",89,88,98.9,88,56,63.6,24,27.3,"*","*","*","*",8,9.1
"South Windsor School District","=""1320011""","N",1938,1765,91.1,1764,166,9.4,413,23.4,517,29.3,668,37.9,1185,67.2
"South Windsor School District","=""1320011""","Y",270,251,93.0,251,119,47.4,79,31.5,29,11.6,24,9.6,53,21.1
"Southington School District","=""1310011""","N",3122,3099,99.3,3099,332,10.7,893,28.8,1131,36.5,743,24.0,1874,60.5
"Southington School District","=""1310011""","Y",420,402,95.7,399,242,60.7,107,26.8,41,10.3,9,2.3,50,12.5
"Sprague School District","=""1330011""","N",202,201,99.5,201,40,19.9,89,44.3,48,23.9,24,11.9,72,35.8
"Sprague School District","=""1330011""","Y",29,29,100.0,29,21,72.4,8,27.6,0,0.0,0,0.0,0,0.0
"Stafford School District","=""1340011""","N",723,713,98.6,713,99,13.9,247,34.6,242,33.9,125,17.5,367,51.5
"Stafford School District","=""1340011""","Y",92,89,96.7,89,60,67.4,21,23.6,8,9.0,0,0.0,8,9.0
"Stamford Academy District","=""2820013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",7154,6995,97.8,6989,2156,30.8,1965,28.1,1644,23.5,1224,17.5,2868,41.0
"Stamford School District","=""1350011""","Y",903,855,94.7,853,713,83.6,115,13.5,17,2.0,8,0.9,25,2.9
"Sterling School District","=""1360011""","N",274,273,99.6,273,96,35.2,"*","*","*","*",10,3.7,"*","*"
"Sterling School District","=""1360011""","Y",41,37,90.2,37,32,86.5,"*","*","*","*",0,0.0,"*","*"
"Stonington School District","=""1370011""","N",1024,849,82.9,848,92,10.8,209,24.6,288,34.0,259,30.5,547,64.5
"Stonington School District","=""1370011""","Y",171,152,88.9,152,91,59.9,43,28.3,11,7.2,7,4.6,18,11.8
"Stratford School District","=""1380011""","N",3375,3315,98.2,3313,1289,38.9,1187,35.8,"*","*","*","*",837,25.3
"Stratford School District","=""1380011""","Y",396,386,97.5,385,329,85.5,34,8.8,"*","*","*","*",22,5.7
"Suffield School District","=""1390011""","N",1165,1133,97.3,1133,"*","*",383,33.8,366,32.3,"*","*","*","*"
"Suffield School District","=""1390011""","Y",108,94,87.0,94,63,67.0,20,21.3,"*","*","*","*",11,11.7
"The Bridge Academy District","=""2690013""","N",118,117,99.2,117,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",249,210,84.3,210,101,48.1,"*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",36,27,75.0,27,23,85.2,"*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",435,434,99.8,433,"*","*",160,37.0,131,30.3,"*","*","*","*"
"Thomaston School District","=""1400011""","Y",73,71,97.3,70,52,74.3,8,11.4,"*","*","*","*",10,14.3
"Thompson School District","=""1410011""","N",520,498,95.8,498,176,35.3,193,38.8,"*","*","*","*","*","*"
"Thompson School District","=""1410011""","Y",55,50,90.9,49,40,81.6,"*","*","*","*",0,0.0,"*","*"
"Tolland School District","=""1420011""","N",1318,1278,97.0,1277,"*","*",337,26.4,488,38.2,"*","*","*","*"
"Tolland School District","=""1420011""","Y",152,148,97.4,147,73,49.7,46,31.3,"*","*","*","*",28,19.0
"Torrington School District","=""1430011""","N",1970,1824,92.6,1821,606,33.3,708,38.9,"*","*","*","*",507,27.8
"Torrington School District","=""1430011""","Y",364,329,90.4,329,267,81.2,51,15.5,"*","*","*","*",11,3.3
"Trailblazers Academy District","=""2780013""","N",97,96,99.0,96,74,77.1,"*","*",6,6.3,"*","*","*","*"
"Trailblazers Academy District","=""2780013""","Y",36,35,97.2,35,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Trumbull School District","=""1440011""","N",3236,2882,89.1,2882,300,10.4,723,25.1,914,31.7,945,32.8,1859,64.5
"Trumbull School District","=""1440011""","Y",330,286,86.7,285,155,54.4,77,27.0,30,10.5,23,8.1,53,18.6
"Unified School District #2","=""3470015""","N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Y",62,46,74.2,41,"*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",1373,1342,97.7,1342,417,31.1,496,37.0,"*","*","*","*",429,32.0
"Vernon School District","=""1460011""","Y",230,210,91.3,210,169,80.5,33,15.7,"*","*","*","*",8,3.8
"Voluntown School District","=""1470011""","N",152,151,99.3,151,"*","*",48,31.8,"*","*",30,19.9,"*","*"
"Voluntown School District","=""1470011""","Y",43,43,100.0,43,27,62.8,"*","*","*","*",0,0.0,"*","*"
"Wallingford School District","=""1480011""","N",2907,2862,98.5,2862,559,19.5,991,34.6,807,28.2,505,17.6,1312,45.8
"Wallingford School District","=""1480011""","Y",351,332,94.6,332,216,65.1,87,26.2,22,6.6,7,2.1,29,8.7
"Waterbury School District","=""1510011""","N",7829,7733,98.8,7730,4376,56.6,2155,27.9,"*","*","*","*",1199,15.5
"Waterbury School District","=""1510011""","Y",1663,1611,96.9,1608,1482,92.2,103,6.4,"*","*","*","*",23,1.4
"Waterford School District","=""1520011""","N",1191,1184,99.4,1184,199,16.8,424,35.8,335,28.3,226,19.1,561,47.4
"Waterford School District","=""1520011""","Y",215,211,98.1,211,155,73.5,37,17.5,12,5.7,7,3.3,19,9.0
"Watertown School District","=""1530011""","N",1339,1197,89.4,1197,"*","*",434,36.3,323,27.0,"*","*","*","*"
"Watertown School District","=""1530011""","Y",187,176,94.1,176,124,70.5,41,23.3,"*","*","*","*",11,6.3
"West Hartford School District","=""1550011""","N",4701,4461,94.9,4456,619,13.9,1204,27.0,1374,30.8,1259,28.3,2633,59.1
"West Hartford School District","=""1550011""","Y",523,494,94.5,493,316,64.1,105,21.3,51,10.3,21,4.3,72,14.6
"West Haven School District","=""1560011""","N",2638,2588,98.1,2587,937,36.2,933,36.1,"*","*","*","*",717,27.7
"West Haven School District","=""1560011""","Y",438,426,97.3,425,346,81.4,66,15.5,"*","*","*","*",13,3.1
"Westbrook School District","=""1540011""","N",348,291,83.6,291,"*","*",82,28.2,103,35.4,"*","*","*","*"
"Westbrook School District","=""1540011""","Y",50,46,92.0,46,20,43.5,15,32.6,"*","*","*","*",11,23.9
"Weston School District","=""1570011""","N",1248,1149,92.1,1147,"*","*",232,20.2,382,33.3,"*","*","*","*"
"Weston School District","=""1570011""","Y",102,88,86.3,88,34,38.6,35,39.8,"*","*","*","*",19,21.6
"Westport School District","=""1580011""","N",2857,2504,87.6,2504,116,4.6,421,16.8,762,30.4,1205,48.1,1967,78.6
"Westport School District","=""1580011""","Y",321,280,87.2,280,135,48.2,85,30.4,37,13.2,23,8.2,60,21.4
"Wethersfield School District","=""1590011""","N",1676,1562,93.2,1562,"*","*",513,32.8,458,29.3,"*","*","*","*"
"Wethersfield School District","=""1590011""","Y",256,242,94.5,241,161,66.8,54,22.4,"*","*","*","*",26,10.8
"Willington School District","=""1600011""","N",242,237,97.9,237,29,12.2,84,35.4,"*","*","*","*","*","*"
"Willington School District","=""1600011""","Y",40,38,95.0,37,25,67.6,9,24.3,"*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",2066,2021,97.8,2021,168,8.3,580,28.7,688,34.0,585,28.9,1273,63.0
"Wilton School District","=""1610011""","Y",304,295,97.0,294,147,50.0,94,32.0,37,12.6,16,5.4,53,18.0
"Winchester School District","=""1620011""","N",256,256,100.0,253,87,34.4,80,31.6,"*","*","*","*",86,34.0
"Winchester School District","=""1620011""","Y",58,57,98.3,57,42,73.7,9,15.8,"*","*","*","*",6,10.5
"Windham School District","=""1630011""","N",1350,1327,98.3,1324,636,48.0,416,31.4,"*","*","*","*","*","*"
"Windham School District","=""1630011""","Y",231,217,93.9,214,199,93.0,"*","*","*","*",0,0.0,"*","*"
"Windsor Locks School District","=""1650011""","N",766,757,98.8,754,211,28.0,302,40.1,"*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",114,110,96.5,110,97,88.2,"*","*","*","*",0,0.0,"*","*"
"Windsor School District","=""1640011""","N",1361,1221,89.7,1219,350,28.7,402,33.0,"*","*","*","*",467,38.3
"Windsor School District","=""1640011""","Y",244,216,88.5,214,185,86.4,22,10.3,"*","*","*","*",7,3.3
"Wolcott School District","=""1660011""","N",1204,1202,99.8,1201,"*","*",411,34.2,378,31.5,"*","*","*","*"
"Wolcott School District","=""1660011""","Y",133,131,98.5,131,84,64.1,36,27.5,"*","*","*","*",11,8.4
"Woodbridge School District","=""1670011""","N",399,382,95.7,382,29,7.6,103,27.0,"*","*","*","*",250,65.4
"Woodbridge School District","=""1670011""","Y",47,40,85.1,40,24,60.0,8,20.0,"*","*","*","*",8,20.0
"Woodstock Academy District","=""9030022""","N",231,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Y",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N",545,532,97.6,531,"*","*",184,34.7,"*","*",111,20.9,"*","*"
"Woodstock School District","=""1690011""","Y",52,50,96.2,50,34,68.0,"*","*","*","*",0,0.0,"*","*"

