"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Farmington School District","=""0520011""","Math","Y",216,212,98.1,212,97,45.8,65,30.7,34,16.0,16,7.5,50,23.6
"Franklin School District","=""0530011""","ELA","N",98,96,98.0,96,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","N",98,96,98.0,96,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","N",2541,2535,99.8,2535,84,3.3,286,11.3,935,36.9,1230,48.5,2165,85.4
"Glastonbury School District","=""0540011""","ELA","Y",286,282,98.6,282,113,40.1,102,36.2,49,17.4,18,6.4,67,23.8
"Glastonbury School District","=""0540011""","Math","N",2542,2535,99.7,2535,80,3.2,409,16.1,783,30.9,1263,49.8,2046,80.7
"Glastonbury School District","=""0540011""","Math","Y",286,282,98.6,282,150,53.2,76,27.0,37,13.1,19,6.7,56,19.9
"Granby School District","=""0560011""","ELA","N",742,734,98.9,734,32,4.4,100,13.6,266,36.2,336,45.8,602,82.0
"Granby School District","=""0560011""","ELA","Y",98,97,99.0,97,28,28.9,26,26.8,30,30.9,13,13.4,43,44.3
"Granby School District","=""0560011""","Math","N",742,734,98.9,734,40,5.4,187,25.5,230,31.3,277,37.7,507,69.1
"Granby School District","=""0560011""","Math","Y",98,97,99.0,97,41,42.3,30,30.9,16,16.5,10,10.3,26,26.8
"Great Oaks Charter School District","=""2940013""","ELA","N",180,180,100.0,180,79,43.9,"*","*",38,21.1,"*","*","*","*"
"Great Oaks Charter School District","=""2940013""","ELA","Y",30,30,100.0,30,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Great Oaks Charter School District","=""2940013""","Math","N",180,180,100.0,180,108,60.0,"*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","Y",30,27,90.0,27,25,92.6,"*","*","*","*",0,0.0,"*","*"
"Greenwich School District","=""0570011""","ELA","N",3534,3523,99.7,3523,186,5.3,464,13.2,1156,32.8,1717,48.7,2873,81.5
"Greenwich School District","=""0570011""","ELA","Y",436,433,99.3,433,175,40.4,127,29.3,96,22.2,35,8.1,131,30.3
"Greenwich School District","=""0570011""","Math","N",3534,3522,99.7,3522,282,8.0,702,19.9,942,26.7,1596,45.3,2538,72.1
"Greenwich School District","=""0570011""","Math","Y",436,432,99.1,432,223,51.6,126,29.2,52,12.0,31,7.2,83,19.2
"Griswold School District","=""0580011""","ELA","N",717,710,99.0,710,"*","*",174,24.5,280,39.4,"*","*","*","*"
"Griswold School District","=""0580011""","ELA","Y",106,104,98.1,104,68,65.4,20,19.2,"*","*","*","*",16,15.4
"Griswold School District","=""0580011""","Math","N",717,711,99.2,711,101,14.2,225,31.6,"*","*","*","*",385,54.1
"Griswold School District","=""0580011""","Math","Y",106,104,98.1,104,77,74.0,20,19.2,"*","*","*","*",7,6.7
"Groton School District","=""0590011""","ELA","N",1677,1671,99.6,1671,263,15.7,391,23.4,591,35.4,426,25.5,1017,60.9
"Groton School District","=""0590011""","ELA","Y",275,267,97.1,267,168,62.9,65,24.3,24,9.0,10,3.7,34,12.7
"Groton School District","=""0590011""","Math","N",1677,1672,99.7,1672,296,17.7,532,31.8,498,29.8,346,20.7,844,50.5
"Groton School District","=""0590011""","Math","Y",276,267,96.7,266,183,68.8,57,21.4,19,7.1,7,2.6,26,9.8
"Guilford School District","=""0600011""","ELA","N",1448,1444,99.7,1442,44,3.1,145,10.1,506,35.1,747,51.8,1253,86.9
"Guilford School District","=""0600011""","ELA","Y",182,182,100.0,182,59,32.4,50,27.5,51,28.0,22,12.1,73,40.1
"Guilford School District","=""0600011""","Math","N",1448,1444,99.7,1441,58,4.0,278,19.3,443,30.7,662,45.9,1105,76.7
"Guilford School District","=""0600011""","Math","Y",182,182,100.0,182,83,45.6,59,32.4,27,14.8,13,7.1,40,22.0
"Hamden School District","=""0620011""","ELA","N",2017,1999,99.1,1999,377,18.9,466,23.3,659,33.0,497,24.9,1156,57.8
"Hamden School District","=""0620011""","ELA","Y",415,404,97.3,404,265,65.6,79,19.6,42,10.4,18,4.5,60,14.9
"Hamden School District","=""0620011""","Math","N",2017,1990,98.7,1990,477,24.0,643,32.3,514,25.8,356,17.9,870,43.7
"Hamden School District","=""0620011""","Math","Y",415,401,96.6,401,302,75.3,59,14.7,27,6.7,13,3.2,40,10.0
"Hampton School District","=""0630011""","ELA","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","N",7732,7671,99.2,7671,3306,43.1,2033,26.5,1663,21.7,669,8.7,2332,30.4
"Hartford School District","=""0640011""","ELA","Y",1644,1599,97.3,1596,1362,85.3,174,10.9,51,3.2,9,0.6,60,3.8
"Hartford School District","=""0640011""","Math","N",7726,7609,98.5,7607,3906,51.3,2267,29.8,946,12.4,488,6.4,1434,18.9
"Hartford School District","=""0640011""","Math","Y",1643,1573,95.7,1570,1425,90.8,115,7.3,20,1.3,10,0.6,30,1.9
"Hartland School District","=""0650011""","ELA","N",105,105,100.0,105,"*","*",20,19.0,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","ELA","Y",21,21,100.0,21,"*","*",6,28.6,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","N",105,105,100.0,105,10,9.5,"*","*",34,32.4,"*","*","*","*"
"Hartland School District","=""0650011""","Math","Y",21,20,95.2,20,12,60.0,"*","*",0,0.0,"*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",382,382,100.0,382,35,9.2,76,19.9,"*","*","*","*",271,70.9
"Hebron School District","=""0670011""","ELA","Y",55,55,100.0,55,33,60.0,14,25.5,"*","*","*","*",8,14.5
"Hebron School District","=""0670011""","Math","N",382,382,100.0,382,"*","*",110,28.8,171,44.8,"*","*","*","*"
"Hebron School District","=""0670011""","Math","Y",55,55,100.0,55,33,60.0,14,25.5,"*","*","*","*",8,14.5
"Highville Charter School District","=""2860013""","ELA","N",213,213,100.0,213,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","N",213,213,100.0,213,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",183,183,100.0,181,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","Y",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",183,178,97.3,177,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",217,215,99.1,215,"*","*",77,35.8,62,28.8,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","Y",45,44,97.8,44,28,63.6,9,20.5,"*","*","*","*",7,15.9
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",217,215,99.1,215,119,55.3,"*","*","*","*",9,4.2,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","Y",45,43,95.6,43,38,88.4,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","ELA","N",384,384,100.0,384,112,29.2,113,29.4,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","Y",35,34,97.1,34,25,73.5,7,20.6,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Math","N",384,384,100.0,384,165,43.0,"*","*","*","*",22,5.7,"*","*"
"Jumoke Academy District","=""2610013""","Math","Y",35,35,100.0,35,28,80.0,"*","*","*","*",0,0.0,"*","*"
"Kent School District","=""0680011""","ELA","N",142,135,95.1,135,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N",142,135,95.1,135,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",859,851,99.1,851,88,10.3,207,24.3,358,42.1,198,23.3,556,65.3
"Killingly School District","=""0690011""","ELA","Y",153,131,85.6,131,72,55.0,42,32.1,17,13.0,0,0.0,17,13.0
"Killingly School District","=""0690011""","Math","N",859,850,99.0,850,184,21.6,326,38.4,"*","*","*","*",340,40.0
"Killingly School District","=""0690011""","Math","Y",153,131,85.6,131,96,73.3,29,22.1,"*","*","*","*",6,4.6
"Learn","=""2450014""","ELA","N",344,341,99.1,341,"*","*",83,24.3,108,31.7,"*","*","*","*"
"Learn","=""2450014""","ELA","Y",74,72,97.3,72,39,54.2,21,29.2,"*","*","*","*",12,16.7
"Learn","=""2450014""","Math","N",344,341,99.1,341,100,29.3,125,36.7,"*","*","*","*","*","*"
"Learn","=""2450014""","Math","Y",74,72,97.3,72,58,80.6,9,12.5,"*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","N",387,372,96.1,372,"*","*",72,19.4,139,37.4,"*","*","*","*"
"Lebanon School District","=""0710011""","ELA","Y",71,67,94.4,67,30,44.8,24,35.8,"*","*","*","*",13,19.4
"Lebanon School District","=""0710011""","Math","N",387,372,96.1,372,"*","*",96,25.8,145,39.0,"*","*","*","*"
"Lebanon School District","=""0710011""","Math","Y",71,67,94.4,67,35,52.2,24,35.8,"*","*","*","*",8,11.9
"Ledyard School District","=""0720011""","ELA","N",868,867,99.9,866,118,13.6,183,21.1,331,38.2,234,27.0,565,65.2
"Ledyard School District","=""0720011""","ELA","Y",142,137,96.5,137,75,54.7,37,27.0,19,13.9,6,4.4,25,18.2
"Ledyard School District","=""0720011""","Math","N",868,867,99.9,865,103,11.9,309,35.7,265,30.6,188,21.7,453,52.4
"Ledyard School District","=""0720011""","Math","Y",142,137,96.5,137,81,59.1,36,26.3,13,9.5,7,5.1,20,14.6
"Lisbon School District","=""0730011""","ELA","N",230,227,98.7,227,20,8.8,55,24.2,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","Y",22,22,100.0,22,12,54.5,8,36.4,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","N",230,227,98.7,227,42,18.5,"*","*",72,31.7,"*","*","*","*"
"Lisbon School District","=""0730011""","Math","Y",22,22,100.0,22,17,77.3,"*","*",0,0.0,"*","*","*","*"
"Litchfield School District","=""0740011""","ELA","N",373,368,98.7,368,"*","*",43,11.7,134,36.4,"*","*","*","*"
"Litchfield School District","=""0740011""","ELA","Y",64,64,100.0,64,25,39.1,19,29.7,"*","*","*","*",20,31.3
"Litchfield School District","=""0740011""","Math","N",373,368,98.7,368,14,3.8,74,20.1,114,31.0,166,45.1,280,76.1
"Litchfield School District","=""0740011""","Math","Y",64,64,100.0,64,26,40.6,24,37.5,7,10.9,7,10.9,14,21.9
"Madison School District","=""0760011""","ELA","N",1157,1058,91.4,1058,68,6.4,174,16.4,411,38.8,405,38.3,816,77.1
"Madison School District","=""0760011""","ELA","Y",176,153,86.9,153,60,39.2,48,31.4,36,23.5,9,5.9,45,29.4
"Madison School District","=""0760011""","Math","N",1157,1053,91.0,1053,65,6.2,253,24.0,378,35.9,357,33.9,735,69.8
"Madison School District","=""0760011""","Math","Y",176,151,85.8,151,71,47.0,52,34.4,19,12.6,9,6.0,28,18.5
"Manchester School District","=""0770011""","ELA","N",2337,2317,99.1,2317,696,30.0,"*","*",664,28.7,"*","*","*","*"
"Manchester School District","=""0770011""","ELA","Y",341,327,95.9,326,280,85.9,34,10.4,"*","*","*","*",12,3.7
"Manchester School District","=""0770011""","Math","N",2337,2315,99.1,2315,793,34.3,746,32.2,"*","*","*","*",776,33.5
"Manchester School District","=""0770011""","Math","Y",341,326,95.6,325,296,91.1,22,6.8,"*","*","*","*",7,2.2
"Mansfield School District","=""0780011""","ELA","N",720,674,93.6,674,35,5.2,72,10.7,223,33.1,344,51.0,567,84.1
"Mansfield School District","=""0780011""","ELA","Y",95,86,90.5,86,37,43.0,25,29.1,18,20.9,6,7.0,24,27.9
"Mansfield School District","=""0780011""","Math","N",721,675,93.6,675,27,4.0,132,19.6,204,30.2,312,46.2,516,76.4
"Mansfield School District","=""0780011""","Math","Y",95,86,90.5,86,41,47.7,24,27.9,15,17.4,6,7.0,21,24.4
"Marlborough School District","=""0790011""","ELA","N",314,313,99.7,313,18,5.8,48,15.3,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","ELA","Y",27,27,100.0,27,13,48.1,11,40.7,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","N",314,312,99.4,312,"*","*","*","*",100,32.1,145,46.5,245,78.5
"Marlborough School District","=""0790011""","Math","Y",27,27,100.0,27,15,55.6,"*","*","*","*",0,0.0,"*","*"
"Meriden School District","=""0800011""","ELA","N",2844,2832,99.6,2832,769,27.2,735,26.0,889,31.4,439,15.5,1328,46.9
"Meriden School District","=""0800011""","ELA","Y",570,561,98.4,561,425,75.8,102,18.2,28,5.0,6,1.1,34,6.1
"Meriden School District","=""0800011""","Math","N",2843,2807,98.7,2807,1005,35.8,966,34.4,"*","*","*","*",836,29.8
"Meriden School District","=""0800011""","Math","Y",567,547,96.5,546,460,84.2,63,11.5,"*","*","*","*",23,4.2
"Middletown School District","=""0830011""","ELA","N",1846,1846,100.0,1844,"*","*",432,23.4,639,34.7,"*","*","*","*"
"Middletown School District","=""0830011""","ELA","Y",246,244,99.2,244,197,80.7,30,12.3,"*","*","*","*",17,7.0
"Middletown School District","=""0830011""","Math","N",1845,1841,99.8,1841,481,26.1,564,30.6,"*","*","*","*",796,43.2
"Middletown School District","=""0830011""","Math","Y",246,243,98.8,242,204,84.3,30,12.4,"*","*","*","*",8,3.3
"Milford School District","=""0840011""","ELA","N",2448,2402,98.1,2402,208,8.7,519,21.6,950,39.6,725,30.2,1675,69.7
"Milford School District","=""0840011""","ELA","Y",304,295,97.0,295,153,51.9,88,29.8,47,15.9,7,2.4,54,18.3
"Milford School District","=""0840011""","Math","N",2447,2395,97.9,2395,305,12.7,733,30.6,758,31.6,599,25.0,1357,56.7
"Milford School District","=""0840011""","Math","Y",304,294,96.7,294,190,64.6,74,25.2,23,7.8,7,2.4,30,10.2
"Monroe School District","=""0850011""","ELA","N",1281,1271,99.2,1271,38,3.0,156,12.3,476,37.5,601,47.3,1077,84.7
"Monroe School District","=""0850011""","ELA","Y",167,165,98.8,165,63,38.2,52,31.5,40,24.2,10,6.1,50,30.3
"Monroe School District","=""0850011""","Math","N",1281,1270,99.1,1270,69,5.4,279,22.0,446,35.1,476,37.5,922,72.6
"Monroe School District","=""0850011""","Math","Y",168,166,98.8,166,88,53.0,41,24.7,23,13.9,14,8.4,37,22.3
"Montville School District","=""0860011""","ELA","N",899,897,99.8,897,89,9.9,212,23.6,338,37.7,258,28.8,596,66.4
"Montville School District","=""0860011""","ELA","Y",149,147,98.7,147,72,49.0,40,27.2,24,16.3,11,7.5,35,23.8
"Montville School District","=""0860011""","Math","N",898,896,99.8,896,"*","*",306,34.2,282,31.5,"*","*","*","*"
"Montville School District","=""0860011""","Math","Y",149,147,98.7,147,95,64.6,34,23.1,"*","*","*","*",18,12.2
"Naugatuck School District","=""0880011""","ELA","N",1656,1649,99.6,1649,"*","*",448,27.2,569,34.5,"*","*","*","*"
"Naugatuck School District","=""0880011""","ELA","Y",302,302,100.0,302,213,70.5,61,20.2,"*","*","*","*",28,9.3
"Naugatuck School District","=""0880011""","Math","N",1656,1649,99.6,1649,445,27.0,593,36.0,"*","*","*","*",611,37.1
"Naugatuck School District","=""0880011""","Math","Y",302,302,100.0,302,234,77.5,52,17.2,"*","*","*","*",16,5.3
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",216,216,100.0,216,69,31.9,"*","*","*","*",19,8.8,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","Y",21,21,100.0,21,17,81.0,"*","*","*","*",0,0.0,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",216,216,100.0,216,90,41.7,"*","*",37,17.1,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","Y",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","ELA","N",3662,3649,99.6,3649,1785,48.9,923,25.3,"*","*","*","*",941,25.8
"New Britain School District","=""0890011""","ELA","Y",691,683,98.8,682,608,89.1,55,8.1,"*","*","*","*",19,2.8
"New Britain School District","=""0890011""","Math","N",3649,3628,99.4,3627,2081,57.4,1011,27.9,"*","*","*","*",535,14.8
"New Britain School District","=""0890011""","Math","Y",685,676,98.7,675,624,92.4,43,6.4,"*","*","*","*",8,1.2
"New Canaan School District","=""0900011""","ELA","N",1826,1817,99.5,1817,43,2.4,174,9.6,594,32.7,1006,55.4,1600,88.1
"New Canaan School District","=""0900011""","ELA","Y",205,199,97.1,199,50,25.1,69,34.7,65,32.7,15,7.5,80,40.2
"New Canaan School District","=""0900011""","Math","N",1828,1819,99.5,1819,21,1.2,260,14.3,528,29.0,1010,55.5,1538,84.6
"New Canaan School District","=""0900011""","Math","Y",205,198,96.6,198,66,33.3,75,37.9,32,16.2,25,12.6,57,28.8
"New Fairfield School District","=""0910011""","ELA","N",980,906,92.4,906,"*","*",153,16.9,337,37.2,"*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","Y",91,79,86.8,79,37,46.8,27,34.2,"*","*","*","*",15,19.0
"New Fairfield School District","=""0910011""","Math","N",980,899,91.7,899,"*","*",238,26.5,294,32.7,"*","*","*","*"
"New Fairfield School District","=""0910011""","Math","Y",91,73,80.2,72,39,54.2,19,26.4,"*","*","*","*",14,19.4
"New Hartford School District","=""0920011""","ELA","N",260,254,97.7,254,"*","*",51,20.1,78,30.7,"*","*","*","*"
"New Hartford School District","=""0920011""","ELA","Y",35,29,82.9,29,11,37.9,10,34.5,"*","*","*","*",8,27.6
"New Hartford School District","=""0920011""","Math","N",260,254,97.7,254,"*","*",78,30.7,"*","*",51,20.1,"*","*"
"New Hartford School District","=""0920011""","Math","Y",35,29,82.9,29,17,58.6,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","ELA","N",7854,7800,99.3,7790,2737,35.1,2232,28.7,1979,25.4,842,10.8,2821,36.2
"New Haven School District","=""0930011""","ELA","Y",1209,1171,96.9,1170,942,80.5,173,14.8,44,3.8,11,0.9,55,4.7
"New Haven School District","=""0930011""","Math","N",7860,7796,99.2,7783,3516,45.2,2639,33.9,"*","*","*","*",1628,20.9
"New Haven School District","=""0930011""","Math","Y",1209,1161,96.0,1160,1014,87.4,121,10.4,"*","*","*","*",25,2.2
"New London School District","=""0950011""","ELA","N",1222,1216,99.5,1214,480,39.5,336,27.7,"*","*","*","*",398,32.8
"New London School District","=""0950011""","ELA","Y",231,225,97.4,225,183,81.3,29,12.9,"*","*","*","*",13,5.8
"New London School District","=""0950011""","Math","N",1223,1214,99.3,1211,566,46.7,399,32.9,"*","*","*","*",246,20.3
"New London School District","=""0950011""","Math","Y",231,224,97.0,223,190,85.2,24,10.8,"*","*","*","*",9,4.0
"New Milford School District","=""0960011""","ELA","N",1721,1632,94.8,1632,268,16.4,398,24.4,594,36.4,372,22.8,966,59.2
"New Milford School District","=""0960011""","ELA","Y",256,236,92.2,236,143,60.6,60,25.4,24,10.2,9,3.8,33,14.0
"New Milford School District","=""0960011""","Math","N",1721,1606,93.3,1606,"*","*",509,31.7,497,30.9,"*","*","*","*"
"New Milford School District","=""0960011""","Math","Y",256,229,89.5,229,161,70.3,46,20.1,"*","*","*","*",22,9.6
"Newington School District","=""0940011""","ELA","N",1704,1699,99.7,1699,224,13.2,405,23.8,628,37.0,442,26.0,1070,63.0
"Newington School District","=""0940011""","ELA","Y",197,196,99.5,196,128,65.3,45,23.0,13,6.6,10,5.1,23,11.7
"Newington School District","=""0940011""","Math","N",1703,1696,99.6,1696,"*","*",515,30.4,539,31.8,"*","*","*","*"
"Newington School District","=""0940011""","Math","Y",197,196,99.5,196,128,65.3,47,24.0,"*","*","*","*",21,10.7
"Newtown School District","=""0970011""","ELA","N",1874,1866,99.6,1866,93,5.0,292,15.6,749,40.1,732,39.2,1481,79.4
"Newtown School District","=""0970011""","ELA","Y",208,199,95.7,199,69,34.7,59,29.6,46,23.1,25,12.6,71,35.7
"Newtown School District","=""0970011""","Math","N",1874,1864,99.5,1864,81,4.3,382,20.5,595,31.9,806,43.2,1401,75.2
"Newtown School District","=""0970011""","Math","Y",208,198,95.2,198,84,42.4,56,28.3,36,18.2,22,11.1,58,29.3
"Norfolk School District","=""0980011""","ELA","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",758,726,95.8,726,"*","*",169,23.3,266,36.6,"*","*","*","*"
"North Branford School District","=""0990011""","ELA","Y",119,116,97.5,116,62,53.4,33,28.4,"*","*","*","*",21,18.1
"North Branford School District","=""0990011""","Math","N",758,726,95.8,726,99,13.6,242,33.3,226,31.1,159,21.9,385,53.0
"North Branford School District","=""0990011""","Math","Y",119,116,97.5,116,67,57.8,39,33.6,10,8.6,0,0.0,10,8.6
"North Canaan School District","=""1000011""","ELA","N",137,136,99.3,136,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","N",137,136,99.3,136,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","N",1317,1285,97.6,1285,76,5.9,213,16.6,482,37.5,514,40.0,996,77.5
"North Haven School District","=""1010011""","ELA","Y",164,159,97.0,159,77,48.4,51,32.1,19,11.9,12,7.5,31,19.5
"North Haven School District","=""1010011""","Math","N",1317,1282,97.3,1282,93,7.3,348,27.1,405,31.6,436,34.0,841,65.6
"North Haven School District","=""1010011""","Math","Y",164,158,96.3,158,88,55.7,46,29.1,16,10.1,8,5.1,24,15.2
"North Stonington School District","=""1020011""","ELA","N",320,318,99.4,318,22,6.9,43,13.5,"*","*","*","*",253,79.6
"North Stonington School District","=""1020011""","ELA","Y",20,20,100.0,20,6,30.0,7,35.0,"*","*","*","*",7,35.0
"North Stonington School District","=""1020011""","Math","N",320,317,99.1,317,"*","*",67,21.1,"*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","Y",20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","N",4442,4416,99.4,4405,942,21.4,1163,26.4,1351,30.7,949,21.5,2300,52.2
"Norwalk School District","=""1030011""","ELA","Y",640,629,98.3,629,438,69.6,123,19.6,54,8.6,14,2.2,68,10.8
"Norwalk School District","=""1030011""","Math","N",4440,4410,99.3,4405,1306,29.6,1431,32.5,1002,22.7,666,15.1,1668,37.9
"Norwalk School District","=""1030011""","Math","Y",639,622,97.3,622,476,76.5,111,17.8,24,3.9,11,1.8,35,5.6
"Norwich School District","=""1040011""","ELA","N",1852,1843,99.5,1842,631,34.3,509,27.6,492,26.7,210,11.4,702,38.1
"Norwich School District","=""1040011""","ELA","Y",354,324,91.5,323,264,81.7,41,12.7,10,3.1,8,2.5,18,5.6
"Norwich School District","=""1040011""","Math","N",1849,1840,99.5,1838,725,39.4,673,36.6,306,16.6,134,7.3,440,23.9
"Norwich School District","=""1040011""","Math","Y",353,323,91.5,323,275,85.1,33,10.2,9,2.8,6,1.9,15,4.6
"Odyssey Community School District","=""2630013""","ELA","N",197,196,99.5,196,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","N",197,196,99.5,196,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",539,532,98.7,532,"*","*",100,18.8,222,41.7,"*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",78,78,100.0,78,35,44.9,22,28.2,"*","*","*","*",21,26.9
"Old Saybrook School District","=""1060011""","Math","N",539,532,98.7,532,"*","*",171,32.1,168,31.6,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","Y",78,76,97.4,76,41,53.9,23,30.3,"*","*","*","*",12,15.8
"Orange School District","=""1070011""","ELA","N",679,673,99.1,673,"*","*",89,13.2,231,34.3,"*","*","*","*"
"Orange School District","=""1070011""","ELA","Y",55,47,85.5,47,23,48.9,13,27.7,"*","*","*","*",11,23.4
"Orange School District","=""1070011""","Math","N",679,672,99.0,672,33,4.9,149,22.2,262,39.0,228,33.9,490,72.9
"Orange School District","=""1070011""","Math","Y",55,47,85.5,47,22,46.8,19,40.4,6,12.8,0,0.0,6,12.8
"Oxford School District","=""1080011""","ELA","N",841,830,98.7,830,55,6.6,181,21.8,341,41.1,253,30.5,594,71.6
"Oxford School District","=""1080011""","ELA","Y",122,119,97.5,119,64,53.8,41,34.5,6,5.0,8,6.7,14,11.8
"Oxford School District","=""1080011""","Math","N",841,829,98.6,829,"*","*",260,31.4,278,33.5,"*","*","*","*"
"Oxford School District","=""1080011""","Math","Y",122,118,96.7,118,71,60.2,26,22.0,"*","*","*","*",21,17.8
"Park City Prep Charter School District","=""2830013""","ELA","N",323,322,99.7,322,92,28.6,"*","*","*","*",39,12.1,"*","*"
"Park City Prep Charter School District","=""2830013""","ELA","Y",25,24,96.0,24,22,91.7,"*","*","*","*",0,0.0,"*","*"
"Park City Prep Charter School District","=""2830013""","Math","N",323,322,99.7,322,128,39.8,"*","*",49,15.2,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","Y",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Plainfield School District","=""1090011""","ELA","N",887,885,99.8,885,"*","*",213,24.1,346,39.1,"*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Y",141,132,93.6,132,82,62.1,35,26.5,"*","*","*","*",15,11.4
"Plainfield School District","=""1090011""","Math","N",887,885,99.8,885,"*","*",331,37.4,276,31.2,"*","*","*","*"
"Plainfield School District","=""1090011""","Math","Y",141,132,93.6,132,82,62.1,35,26.5,"*","*","*","*",15,11.4
"Plainville School District","=""1100011""","ELA","N",905,904,99.9,904,"*","*",205,22.7,364,40.3,"*","*","*","*"
