"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Mansfield School District","=""0780011""","F",161,152,94.4,152,"*","*",32,21.1,"*","*",41,27.0,"*","*"
"Mansfield School District","=""0780011""","N",592,545,92.1,544,"*","*","*","*",178,32.7,288,52.9,466,85.7
"Mansfield School District","=""0780011""","R",29,26,89.7,26,"*","*",6,23.1,"*","*",10,38.5,"*","*"
"Marlborough School District","=""0790011""","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",331,330,99.7,330,29,8.8,43,13.0,114,34.5,144,43.6,258,78.2
"Marlborough School District","=""0790011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","F",2339,2239,95.7,2226,993,44.6,646,29.0,446,20.0,141,6.3,587,26.4
"Meriden School District","=""0800011""","N",1232,1196,97.1,1196,221,18.5,270,22.6,443,37.0,262,21.9,705,58.9
"Meriden School District","=""0800011""","R",287,285,99.3,285,79,27.7,71,24.9,90,31.6,45,15.8,135,47.4
"Middletown School District","=""0830011""","F",948,928,97.9,926,341,36.8,297,32.1,211,22.8,77,8.3,288,31.1
"Middletown School District","=""0830011""","N",1340,1329,99.2,1329,148,11.1,282,21.2,507,38.1,392,29.5,899,67.6
"Middletown School District","=""0830011""","R",159,158,99.4,158,38,24.1,48,30.4,52,32.9,20,12.7,72,45.6
"Milford School District","=""0840011""","F",516,500,96.9,498,132,26.5,159,31.9,146,29.3,61,12.2,207,41.6
"Milford School District","=""0840011""","N",2656,2584,97.3,2580,282,10.9,545,21.1,1018,39.5,735,28.5,1753,67.9
"Milford School District","=""0840011""","R",140,138,98.6,138,40,29.0,43,31.2,42,30.4,13,9.4,55,39.9
"Monroe School District","=""0850011""","F",102,101,99.0,100,"*","*","*","*",40,40.0,32,32.0,72,72.0
"Monroe School District","=""0850011""","N",1604,1583,98.7,1581,68,4.3,162,10.2,576,36.4,775,49.0,1351,85.5
"Monroe School District","=""0850011""","R",31,31,100.0,31,"*","*","*","*",14,45.2,11,35.5,25,80.6
"Montville School District","=""0860011""","F",350,344,98.3,344,95,27.6,103,29.9,96,27.9,50,14.5,146,42.4
"Montville School District","=""0860011""","N",794,784,98.7,784,102,13.0,172,21.9,294,37.5,216,27.6,510,65.1
"Montville School District","=""0860011""","R",95,95,100.0,95,22,23.2,23,24.2,39,41.1,11,11.6,50,52.6
"Naugatuck School District","=""0880011""","F",827,806,97.5,805,302,37.5,213,26.5,222,27.6,68,8.4,290,36.0
"Naugatuck School District","=""0880011""","N",1211,1194,98.6,1193,216,18.1,292,24.5,419,35.1,266,22.3,685,57.4
"Naugatuck School District","=""0880011""","R",224,220,98.2,220,50,22.7,71,32.3,74,33.6,25,11.4,99,45.0
"New Beginnings Inc., Family Academy District","=""2800013""","F",172,172,100.0,172,62,36.0,49,28.5,50,29.1,11,6.4,61,35.5
"New Beginnings Inc., Family Academy District","=""2800013""","N",26,26,100.0,26,"*","*","*","*",15,57.7,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","R",44,44,100.0,44,"*","*","*","*",16,36.4,"*","*","*","*"
"New Britain School District","=""0890011""","F",3654,3551,97.2,3536,2055,58.1,863,24.4,466,13.2,152,4.3,618,17.5
"New Britain School District","=""0890011""","N",853,831,97.4,831,278,33.5,196,23.6,231,27.8,126,15.2,357,43.0
"New Britain School District","=""0890011""","R",303,297,98.0,296,123,41.6,77,26.0,71,24.0,25,8.4,96,32.4
"New Canaan School District","=""0900011""","N",2249,2196,97.6,2194,93,4.2,298,13.6,763,34.8,1040,47.4,1803,82.2
"New Fairfield School District","=""0910011""","F",100,96,96.0,96,23,24.0,22,22.9,"*","*","*","*",51,53.1
"New Fairfield School District","=""0910011""","N",1254,1080,86.1,1077,138,12.8,213,19.8,420,39.0,306,28.4,726,67.4
"New Fairfield School District","=""0910011""","R",27,25,92.6,25,7,28.0,7,28.0,"*","*","*","*",11,44.0
"New Hartford School District","=""0920011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",279,267,95.7,265,25,9.4,31,11.7,101,38.1,108,40.8,209,78.9
"New Hartford School District","=""0920011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","F",5529,5229,94.6,5205,2700,51.9,1473,28.3,858,16.5,174,3.3,1032,19.8
"New Haven School District","=""0930011""","N",4330,3996,92.3,3962,1265,31.9,1078,27.2,1089,27.5,530,13.4,1619,40.9
"New Haven School District","=""0930011""","R",209,193,92.3,193,74,38.3,51,26.4,51,26.4,17,8.8,68,35.2
"New London School District","=""0950011""","F",1236,1203,97.3,1195,501,41.9,379,31.7,258,21.6,57,4.8,315,26.4
"New London School District","=""0950011""","N",288,273,94.8,266,79,29.7,66,24.8,72,27.1,49,18.4,121,45.5
"New London School District","=""0950011""","R",77,75,97.4,75,24,32.0,19,25.3,22,29.3,10,13.3,32,42.7
"New Milford School District","=""0960011""","F",332,307,92.5,307,111,36.2,87,28.3,84,27.4,25,8.1,109,35.5
"New Milford School District","=""0960011""","N",1865,1716,92.0,1707,298,17.5,439,25.7,586,34.3,384,22.5,970,56.8
"New Milford School District","=""0960011""","R",104,95,91.3,95,33,34.7,28,29.5,27,28.4,7,7.4,34,35.8
"Newington School District","=""0940011""","F",334,326,97.6,324,74,22.8,105,32.4,112,34.6,33,10.2,145,44.8
"Newington School District","=""0940011""","N",1739,1709,98.3,1700,207,12.2,390,22.9,654,38.5,449,26.4,1103,64.9
"Newington School District","=""0940011""","R",130,126,96.9,126,25,19.8,34,27.0,46,36.5,21,16.7,67,53.2
"Newtown School District","=""0970011""","F",145,136,93.8,136,"*","*",35,25.7,56,41.2,"*","*","*","*"
"Newtown School District","=""0970011""","N",2391,2286,95.6,2282,140,6.1,394,17.3,953,41.8,795,34.8,1748,76.6
"Newtown School District","=""0970011""","R",61,58,95.1,58,"*","*",22,37.9,22,37.9,"*","*","*","*"
"Norfolk School District","=""0980011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",51,51,100.0,51,7,13.7,11,21.6,15,29.4,18,35.3,33,64.7
"Norfolk School District","=""0980011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",139,135,97.1,135,43,31.9,38,28.1,38,28.1,16,11.9,54,40.0
"North Branford School District","=""0990011""","N",894,860,96.2,860,168,19.5,213,24.8,269,31.3,210,24.4,479,55.7
"North Branford School District","=""0990011""","R",44,44,100.0,44,10,22.7,21,47.7,6,13.6,7,15.9,13,29.5
"North Canaan School District","=""1000011""","F",37,33,89.2,33,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",112,109,97.3,109,16,14.7,26,23.9,43,39.4,24,22.0,67,61.5
"North Canaan School District","=""1000011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",168,146,86.9,144,62,43.1,30,20.8,36,25.0,16,11.1,52,36.1
"North Haven School District","=""1010011""","N",1493,1230,82.4,1213,208,17.1,315,26.0,400,33.0,290,23.9,690,56.9
"North Haven School District","=""1010011""","R",83,61,73.5,60,18,30.0,22,36.7,14,23.3,6,10.0,20,33.3
"North Stonington School District","=""1020011""","F",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",321,316,98.4,316,23,7.3,62,19.6,121,38.3,110,34.8,231,73.1
"North Stonington School District","=""1020011""","R",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",2344,2305,98.3,2301,829,36.0,715,31.1,579,25.2,178,7.7,757,32.9
"Norwalk School District","=""1030011""","N",2923,2783,95.2,2774,431,15.5,667,24.0,952,34.3,724,26.1,1676,60.4
"Norwalk School District","=""1030011""","R",470,468,99.6,468,128,27.4,130,27.8,151,32.3,59,12.6,210,44.9
"Norwich Free Academy District","=""9010022""","F",220,184,83.6,176,86,48.9,47,26.7,29,16.5,14,8.0,43,24.4
"Norwich Free Academy District","=""9010022""","N",290,276,95.2,269,46,17.1,71,26.4,87,32.3,65,24.2,152,56.5
"Norwich Free Academy District","=""9010022""","R",37,34,91.9,34,7,20.6,10,29.4,11,32.4,6,17.6,17,50.0
"Norwich School District","=""1040011""","F",1436,1401,97.6,1395,680,48.7,408,29.2,247,17.7,60,4.3,307,22.0
"Norwich School District","=""1040011""","N",560,541,96.6,540,150,27.8,144,26.7,172,31.9,74,13.7,246,45.6
"Norwich School District","=""1040011""","R",258,256,99.2,256,85,33.2,76,29.7,63,24.6,32,12.5,95,37.1
"Odyssey Community School District","=""2630013""","F",75,71,94.7,71,18,25.4,"*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",130,130,100.0,130,"*","*",31,23.8,61,46.9,"*","*","*","*"
"Odyssey Community School District","=""2630013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",94,92,97.9,91,"*","*","*","*",28,30.8,"*","*","*","*"
"Old Saybrook School District","=""1060011""","N",626,608,97.1,603,35,5.8,123,20.4,258,42.8,187,31.0,445,73.8
"Old Saybrook School District","=""1060011""","R",32,30,93.8,30,"*","*","*","*",17,56.7,"*","*","*","*"
"Orange School District","=""1070011""","F",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",672,659,98.1,657,34,5.2,95,14.5,220,33.5,308,46.9,528,80.4
"Orange School District","=""1070011""","R",8,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","F",61,60,98.4,60,"*","*","*","*",24,40.0,13,21.7,37,61.7
"Oxford School District","=""1080011""","N",1034,1015,98.2,1015,78,7.7,204,20.1,404,39.8,329,32.4,733,72.2
"Oxford School District","=""1080011""","R",31,31,100.0,31,"*","*",10,32.3,11,35.5,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","F",208,205,98.6,205,98,47.8,61,29.8,"*","*","*","*",46,22.4
"Park City Prep Charter School District","=""2830013""","N",105,103,98.1,103,"*","*",36,35.0,35,34.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","R",33,33,100.0,33,13,39.4,11,33.3,9,27.3,0,0.0,9,27.3
"Path Academy District","=""2930013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",464,447,96.3,446,147,33.0,138,30.9,116,26.0,45,10.1,161,36.1
"Plainfield School District","=""1090011""","N",655,616,94.0,616,115,18.7,162,26.3,210,34.1,129,20.9,339,55.0
"Plainfield School District","=""1090011""","R",116,106,91.4,106,25,23.6,31,29.2,43,40.6,7,6.6,50,47.2
"Plainville School District","=""1100011""","F",326,323,99.1,322,96,29.8,86,26.7,109,33.9,31,9.6,140,43.5
"Plainville School District","=""1100011""","N",831,824,99.2,824,106,12.9,209,25.4,313,38.0,196,23.8,509,61.8
"Plainville School District","=""1100011""","R",98,97,99.0,97,20,20.6,24,24.7,42,43.3,11,11.3,53,54.6
"Plymouth School District","=""1110011""","F",217,208,95.9,208,69,33.2,"*","*",63,30.3,"*","*","*","*"
"Plymouth School District","=""1110011""","N",543,528,97.2,527,83,15.7,142,26.9,178,33.8,124,23.5,302,57.3
"Plymouth School District","=""1110011""","R",39,39,100.0,39,"*","*",15,38.5,12,30.8,"*","*","*","*"
"Pomfret School District","=""1120011""","F",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",243,243,100.0,239,12,5.0,41,17.2,96,40.2,90,37.7,186,77.8
"Pomfret School District","=""1120011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F",119,119,100.0,119,"*","*",31,26.1,45,37.8,"*","*","*","*"
"Portland School District","=""1130011""","N",583,549,94.2,549,21,3.8,71,12.9,208,37.9,249,45.4,457,83.2
"Portland School District","=""1130011""","R",30,28,93.3,28,"*","*",7,25.0,12,42.9,"*","*","*","*"
"Preston School District","=""1140011""","F",51,46,90.2,46,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",213,199,93.4,199,22,11.1,33,16.6,79,39.7,65,32.7,144,72.4
"Preston School District","=""1140011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",286,276,96.5,274,106,38.7,84,30.7,"*","*","*","*",84,30.7
"Putnam School District","=""1160011""","N",273,269,98.5,263,42,16.0,64,24.3,88,33.5,69,26.2,157,59.7
"Putnam School District","=""1160011""","R",71,71,100.0,71,"*","*",29,40.8,23,32.4,"*","*","*","*"
"Redding School District","=""1170011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",674,621,92.1,615,48,7.8,91,14.8,226,36.7,250,40.7,476,77.4
"Redding School District","=""1170011""","R",7,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","F",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",91,77,84.6,77,11,14.3,19,24.7,30,39.0,17,22.1,47,61.0
"Regional School District 01","=""2010012""","R",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F",42,41,97.6,40,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",424,415,97.9,414,17,4.1,72,17.4,210,50.7,115,27.8,325,78.5
"Regional School District 04","=""2040012""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F",46,45,97.8,45,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",1099,1038,94.4,1038,143,13.8,159,15.3,405,39.0,331,31.9,736,70.9
"Regional School District 05","=""2050012""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F",35,30,85.7,30,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",391,360,92.1,359,35,9.7,97,27.0,131,36.5,96,26.7,227,63.2
"Regional School District 06","=""2060012""","R",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F",31,29,93.5,28,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",485,464,95.7,462,82,17.7,94,20.3,168,36.4,118,25.5,286,61.9
"Regional School District 07","=""2070012""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",36,36,100.0,36,"*","*",13,36.1,10,27.8,"*","*","*","*"
"Regional School District 08","=""2080012""","N",765,758,99.1,752,78,10.4,144,19.1,331,44.0,199,26.5,530,70.5
"Regional School District 08","=""2080012""","R",20,20,100.0,20,"*","*",7,35.0,7,35.0,"*","*","*","*"
"Regional School District 09","=""2090012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",242,72,29.8,71,"*","*","*","*",25,35.2,36,50.7,61,85.9
"Regional School District 09","=""2090012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F",96,93,96.9,93,"*","*",22,23.7,39,41.9,"*","*","*","*"
"Regional School District 10","=""2100012""","N",1233,1215,98.5,1213,90,7.4,211,17.4,476,39.2,436,35.9,912,75.2
"Regional School District 10","=""2100012""","R",29,29,100.0,29,"*","*",11,37.9,"*","*",8,27.6,"*","*"
"Regional School District 11","=""2110012""","F",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",94,94,100.0,92,13,14.1,21,22.8,45,48.9,13,14.1,58,63.0
"Regional School District 11","=""2110012""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",371,365,98.4,363,27,7.4,70,19.3,136,37.5,130,35.8,266,73.3
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F",73,71,97.3,71,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",922,911,98.8,911,94,10.3,212,23.3,355,39.0,250,27.4,605,66.4
"Regional School District 13","=""2130012""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F",74,73,98.6,73,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",809,790,97.7,790,105,13.3,171,21.6,307,38.9,207,26.2,514,65.1
"Regional School District 14","=""2140012""","R",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","F",88,86,97.7,86,"*","*",24,27.9,32,37.2,"*","*","*","*"
"Regional School District 15","=""2150012""","N",2055,2016,98.1,2011,124,6.2,270,13.4,804,40.0,813,40.4,1617,80.4
"Regional School District 15","=""2150012""","R",28,27,96.4,27,10,37.0,7,25.9,"*","*","*","*",10,37.0
"Regional School District 16","=""2160012""","F",128,125,97.7,125,40,32.0,"*","*",35,28.0,"*","*","*","*"
"Regional School District 16","=""2160012""","N",1092,1057,96.8,1056,167,15.8,262,24.8,405,38.4,222,21.0,627,59.4
"Regional School District 16","=""2160012""","R",40,37,92.5,37,"*","*",11,29.7,12,32.4,"*","*","*","*"
"Regional School District 17","=""2170012""","F",76,76,100.0,76,"*","*",13,17.1,31,40.8,"*","*","*","*"
"Regional School District 17","=""2170012""","N",1136,1126,99.1,1126,78,6.9,210,18.7,433,38.5,405,36.0,838,74.4
"Regional School District 17","=""2170012""","R",36,36,100.0,36,"*","*",11,30.6,15,41.7,"*","*","*","*"
"Regional School District 18","=""2180012""","F",51,49,96.1,48,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",694,678,97.7,677,34,5.0,107,15.8,249,36.8,287,42.4,536,79.2
"Regional School District 18","=""2180012""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","F",44,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N",226,41,18.1,41,9,22.0,11,26.8,14,34.1,7,17.1,21,51.2
"Regional School District 19","=""2190012""","R",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F",49,44,89.8,44,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2772,2501,90.2,2499,113,4.5,323,12.9,843,33.7,1220,48.8,2063,82.6
"Ridgefield School District","=""1180011""","R",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",154,138,89.6,138,34,24.6,32,23.2,46,33.3,26,18.8,72,52.2
"Rocky Hill School District","=""1190011""","N",1120,1033,92.2,1032,82,7.9,149,14.4,398,38.6,403,39.1,801,77.6
"Rocky Hill School District","=""1190011""","R",39,37,94.9,37,7,18.9,11,29.7,13,35.1,6,16.2,19,51.4
"Salem School District","=""1210011""","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",224,224,100.0,224,15,6.7,32,14.3,87,38.8,90,40.2,177,79.0
"Salem School District","=""1210011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","F",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",141,140,99.3,140,8,5.7,14,10.0,42,30.0,76,54.3,118,84.3
"Salisbury School District","=""1220011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",46,46,100.0,46,"*","*","*","*",14,30.4,18,39.1,32,69.6
"Scotland School District","=""1230011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",283,277,97.9,277,88,31.8,72,26.0,85,30.7,32,11.6,117,42.2
"Seymour School District","=""1240011""","N",884,872,98.6,872,136,15.6,202,23.2,319,36.6,215,24.7,534,61.2
"Seymour School District","=""1240011""","R",94,93,98.9,93,23,24.7,23,24.7,36,38.7,11,11.8,47,50.5
"Sharon School District","=""1250011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",88,72,81.8,72,19,26.4,16,22.2,23,31.9,14,19.4,37,51.4
"Sharon School District","=""1250011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",460,456,99.1,456,124,27.2,106,23.2,158,34.6,68,14.9,226,49.6
"Shelton School District","=""1260011""","N",2168,2141,98.8,2140,196,9.2,388,18.1,802,37.5,754,35.2,1556,72.7
"Shelton School District","=""1260011""","R",110,105,95.5,105,19,18.1,29,27.6,30,28.6,27,25.7,57,54.3
"Sherman School District","=""1270011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",210,111,52.9,109,17,15.6,18,16.5,43,39.4,31,28.4,74,67.9
"Sherman School District","=""1270011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","F",47,47,100.0,47,6,12.8,"*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",74,74,100.0,74,"*","*","*","*",29,39.2,22,29.7,51,68.9
"Side By Side Charter School District","=""2700013""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",162,160,98.8,160,"*","*",47,29.4,51,31.9,"*","*","*","*"
"Simsbury School District","=""1280011""","N",2136,2105,98.5,2104,97,4.6,265,12.6,698,33.2,1044,49.6,1742,82.8
"Simsbury School District","=""1280011""","R",37,36,97.3,36,"*","*",10,27.8,11,30.6,"*","*","*","*"
"Somers School District","=""1290011""","F",58,57,98.3,57,"*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",759,754,99.3,753,69,9.2,155,20.6,299,39.7,230,30.5,529,70.3
"Somers School District","=""1290011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",217,208,95.9,207,49,23.7,64,30.9,61,29.5,33,15.9,94,45.4
"South Windsor School District","=""1320011""","N",1916,1740,90.8,1740,154,8.9,289,16.6,608,34.9,689,39.6,1297,74.5
"South Windsor School District","=""1320011""","R",75,69,92.0,69,12,17.4,16,23.2,30,43.5,11,15.9,41,59.4
"Southington School District","=""1310011""","F",432,419,97.0,419,115,27.4,119,28.4,124,29.6,61,14.6,185,44.2
"Southington School District","=""1310011""","N",3000,2972,99.1,2966,293,9.9,584,19.7,1169,39.4,920,31.0,2089,70.4
"Southington School District","=""1310011""","R",112,111,99.1,111,29,26.1,28,25.2,32,28.8,22,19.8,54,48.6
"Sprague School District","=""1330011""","F",104,102,98.1,102,28,27.5,31,30.4,"*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",108,107,99.1,107,"*","*","*","*",47,43.9,19,17.8,66,61.7
"Sprague School District","=""1330011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",206,202,98.1,202,57,28.2,49,24.3,72,35.6,24,11.9,96,47.5
"Stafford School District","=""1340011""","N",546,539,98.7,539,33,6.1,108,20.0,217,40.3,181,33.6,398,73.8
"Stafford School District","=""1340011""","R",64,62,96.9,62,15,24.2,13,21.0,24,38.7,10,16.1,34,54.8
"Stamford Academy District","=""2820013""","F",31,17,54.8,17,"*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",3595,3440,95.7,3435,1320,38.4,1045,30.4,847,24.7,223,6.5,1070,31.1
"Stamford School District","=""1350011""","N",3855,3758,97.5,3753,506,13.5,747,19.9,1338,35.7,1162,31.0,2500,66.6
"Stamford School District","=""1350011""","R",606,588,97.0,586,142,24.2,196,33.4,174,29.7,74,12.6,248,42.3
"Sterling School District","=""1360011""","F",89,89,100.0,88,36,40.9,"*","*","*","*","*","*","*","*"
"Sterling School District","=""1360011""","N",208,205,98.6,205,"*","*",62,30.2,70,34.1,"*","*","*","*"
"Sterling School District","=""1360011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","F",197,180,91.4,180,51,28.3,49,27.2,43,23.9,37,20.6,80,44.4
"Stonington School District","=""1370011""","N",946,785,83.0,781,74,9.5,147,18.8,263,33.7,297,38.0,560,71.7
"Stonington School District","=""1370011""","R",51,44,86.3,44,10,22.7,10,22.7,13,29.5,11,25.0,24,54.5
"Stratford School District","=""1380011""","F",1299,1276,98.2,1275,413,32.4,409,32.1,353,27.7,100,7.8,453,35.5
"Stratford School District","=""1380011""","N",2062,2014,97.7,2011,295,14.7,471,23.4,719,35.8,526,26.2,1245,61.9
"Stratford School District","=""1380011""","R",413,407,98.5,406,86,21.2,104,25.6,154,37.9,62,15.3,216,53.2
"Suffield School District","=""1390011""","F",101,96,95.0,95,"*","*",27,28.4,27,28.4,"*","*","*","*"
"Suffield School District","=""1390011""","N",1148,1114,97.0,1111,94,8.5,198,17.8,442,39.8,377,33.9,819,73.7
"Suffield School District","=""1390011""","R",24,22,91.7,22,"*","*",7,31.8,9,40.9,"*","*","*","*"
"The Bridge Academy District","=""2690013""","F",93,93,100.0,93,24,25.8,47,50.5,22,23.7,0,0.0,22,23.7
"The Bridge Academy District","=""2690013""","N",26,25,96.2,25,"*","*","*","*","*","*",0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F",106,91,85.8,91,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",155,120,77.4,120,39,32.5,39,32.5,"*","*","*","*",42,35.0
"The Gilbert School District","=""9020022""","R",23,19,82.6,19,"*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F",90,90,100.0,90,"*","*",32,35.6,18,20.0,"*","*","*","*"
"Thomaston School District","=""1400011""","N",382,376,98.4,375,54,14.4,90,24.0,162,43.2,69,18.4,231,61.6
"Thomaston School District","=""1400011""","R",36,36,100.0,36,"*","*",9,25.0,18,50.0,"*","*","*","*"
"Thompson School District","=""1410011""","F",172,168,97.7,166,56,33.7,54,32.5,"*","*","*","*",56,33.7
"Thompson School District","=""1410011""","N",372,355,95.4,355,48,13.5,96,27.0,148,41.7,63,17.7,211,59.4
"Thompson School District","=""1410011""","R",30,26,86.7,26,"*","*",10,38.5,8,30.8,"*","*","*","*"
"Tolland School District","=""1420011""","F",85,80,94.1,80,"*","*",24,30.0,23,28.8,"*","*","*","*"
"Tolland School District","=""1420011""","N",1356,1315,97.0,1315,130,9.9,232,17.6,508,38.6,445,33.8,953,72.5
"Tolland School District","=""1420011""","R",30,28,93.3,28,8,28.6,"*","*",11,39.3,"*","*","*","*"
"Torrington School District","=""1430011""","F",924,873,94.5,869,273,31.4,283,32.6,234,26.9,79,9.1,313,36.0
"Torrington School District","=""1430011""","N",1193,1091,91.5,1088,219,20.1,256,23.5,416,38.2,197,18.1,613,56.3
