"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Derby School District","=""0370011""","ELA","N",300,299,99.7,299,79,26.4,77,25.8,94,31.4,49,16.4,143,47.8
"Derby School District","=""0370011""","ELA","R",45,45,100.0,45,"*","*",13,28.9,16,35.6,"*","*","*","*"
"Derby School District","=""0370011""","Math","F",334,330,98.8,330,186,56.4,93,28.2,"*","*","*","*",51,15.5
"Derby School District","=""0370011""","Math","N",300,298,99.3,298,100,33.6,110,36.9,64,21.5,24,8.1,88,29.5
"Derby School District","=""0370011""","Math","R",45,45,100.0,45,17,37.8,16,35.6,"*","*","*","*",12,26.7
"East Granby School District","=""0400011""","ELA","F",57,56,98.2,56,17,30.4,18,32.1,13,23.2,8,14.3,21,37.5
"East Granby School District","=""0400011""","ELA","N",339,339,100.0,339,29,8.6,50,14.7,131,38.6,129,38.1,260,76.7
"East Granby School District","=""0400011""","Math","F",57,56,98.2,56,23,41.1,16,28.6,"*","*","*","*",17,30.4
"East Granby School District","=""0400011""","Math","N",339,339,100.0,339,"*","*",69,20.4,104,30.7,"*","*","*","*"
"East Haddam School District","=""0410011""","ELA","F",62,60,96.8,60,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","ELA","N",428,410,95.8,410,47,11.5,80,19.5,141,34.4,142,34.6,283,69.0
"East Haddam School District","=""0410011""","ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Math","F",62,60,96.8,60,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Math","N",427,408,95.6,408,89,21.8,111,27.2,107,26.2,101,24.8,208,51.0
"East Haddam School District","=""0410011""","Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","F",107,100,93.5,100,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","N",761,714,93.8,714,114,16.0,165,23.1,259,36.3,176,24.6,435,60.9
"East Hampton School District","=""0420011""","ELA","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","F",107,100,93.5,100,"*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","N",761,713,93.7,713,129,18.1,248,34.8,217,30.4,119,16.7,336,47.1
"East Hampton School District","=""0420011""","Math","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELA","F",1783,1774,99.5,1768,848,48.0,456,25.8,366,20.7,98,5.5,464,26.2
"East Hartford School District","=""0430011""","ELA","N",948,943,99.5,939,311,33.1,242,25.8,246,26.2,140,14.9,386,41.1
"East Hartford School District","=""0430011""","ELA","R",190,189,99.5,188,66,35.1,50,26.6,51,27.1,21,11.2,72,38.3
"East Hartford School District","=""0430011""","Math","F",1778,1758,98.9,1754,1066,60.8,467,26.6,172,9.8,49,2.8,221,12.6
"East Hartford School District","=""0430011""","Math","N",944,936,99.2,931,415,44.6,283,30.4,162,17.4,71,7.6,233,25.0
"East Hartford School District","=""0430011""","Math","R",190,189,99.5,188,89,47.3,66,35.1,25,13.3,8,4.3,33,17.6
"East Haven School District","=""0440011""","ELA","F",533,529,99.2,529,181,34.2,136,25.7,145,27.4,67,12.7,212,40.1
"East Haven School District","=""0440011""","ELA","N",638,635,99.5,635,110,17.3,179,28.2,227,35.7,119,18.7,346,54.5
"East Haven School District","=""0440011""","ELA","R",148,147,99.3,147,38,25.9,49,33.3,35,23.8,25,17.0,60,40.8
"East Haven School District","=""0440011""","Math","F",533,529,99.2,528,245,46.4,160,30.3,"*","*","*","*",123,23.3
"East Haven School District","=""0440011""","Math","N",638,632,99.1,632,170,26.9,220,34.8,163,25.8,79,12.5,242,38.3
"East Haven School District","=""0440011""","Math","R",148,146,98.6,146,54,37.0,55,37.7,"*","*","*","*",37,25.3
"East Lyme School District","=""0450011""","ELA","F",166,164,98.8,164,36,22.0,40,24.4,58,35.4,30,18.3,88,53.7
"East Lyme School District","=""0450011""","ELA","N",988,962,97.4,962,70,7.3,146,15.2,326,33.9,420,43.7,746,77.5
"East Lyme School District","=""0450011""","ELA","R",44,43,97.7,43,10,23.3,12,27.9,12,27.9,9,20.9,21,48.8
"East Lyme School District","=""0450011""","Math","F",166,164,98.8,164,"*","*",56,34.1,39,23.8,"*","*","*","*"
"East Lyme School District","=""0450011""","Math","N",987,960,97.3,960,87,9.1,201,20.9,276,28.8,396,41.3,672,70.0
"East Lyme School District","=""0450011""","Math","R",44,42,95.5,41,"*","*",18,43.9,11,26.8,"*","*","*","*"
"East Windsor School District","=""0470011""","ELA","F",186,183,98.4,182,56,30.8,64,35.2,53,29.1,9,4.9,62,34.1
"East Windsor School District","=""0470011""","ELA","N",248,247,99.6,247,40,16.2,61,24.7,101,40.9,45,18.2,146,59.1
"East Windsor School District","=""0470011""","ELA","R",32,30,93.8,30,8,26.7,6,20.0,9,30.0,7,23.3,16,53.3
"East Windsor School District","=""0470011""","Math","F",186,182,97.8,182,80,44.0,67,36.8,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Math","N",248,247,99.6,247,63,25.5,80,32.4,62,25.1,42,17.0,104,42.1
"East Windsor School District","=""0470011""","Math","R",32,30,93.8,30,16,53.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","F",27,26,96.3,26,24,92.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","F",27,25,92.6,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Math","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","ELA","N",602,587,97.5,587,24,4.1,69,11.8,197,33.6,297,50.6,494,84.2
"Easton School District","=""0460011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Math","N",602,579,96.2,579,31,5.4,94,16.2,173,29.9,281,48.5,454,78.4
"Easton School District","=""0460011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","F",115,114,99.1,114,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",1129,1121,99.3,1121,68,6.1,195,17.4,353,31.5,505,45.0,858,76.5
"Ellington School District","=""0480011""","ELA","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","F",116,115,99.1,115,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","N",1129,1121,99.3,1121,87,7.8,264,23.6,391,34.9,379,33.8,770,68.7
"Ellington School District","=""0480011""","Math","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","F",268,268,100.0,268,63,23.5,61,22.8,90,33.6,54,20.1,144,53.7
"Elm City College Preparatory School District","=""2890013""","ELA","N",66,66,100.0,66,11,16.7,8,12.1,24,36.4,23,34.8,47,71.2
"Elm City College Preparatory School District","=""2890013""","ELA","R",42,42,100.0,42,7,16.7,9,21.4,17,40.5,9,21.4,26,61.9
"Elm City College Preparatory School District","=""2890013""","Math","F",268,268,100.0,268,73,27.2,84,31.3,61,22.8,50,18.7,111,41.4
"Elm City College Preparatory School District","=""2890013""","Math","N",66,66,100.0,66,"*","*",14,21.2,"*","*",29,43.9,"*","*"
"Elm City College Preparatory School District","=""2890013""","Math","R",42,42,100.0,42,"*","*",14,33.3,"*","*",12,28.6,"*","*"
"Enfield School District","=""0490011""","ELA","F",758,751,99.1,751,215,28.6,214,28.5,232,30.9,90,12.0,322,42.9
"Enfield School District","=""0490011""","ELA","N",1312,1306,99.5,1306,146,11.2,304,23.3,503,38.5,353,27.0,856,65.5
"Enfield School District","=""0490011""","ELA","R",163,163,100.0,163,26,16.0,62,38.0,47,28.8,28,17.2,75,46.0
"Enfield School District","=""0490011""","Math","F",756,747,98.8,747,256,34.3,276,36.9,165,22.1,50,6.7,215,28.8
"Enfield School District","=""0490011""","Math","N",1311,1305,99.5,1305,214,16.4,481,36.9,405,31.0,205,15.7,610,46.7
"Enfield School District","=""0490011""","Math","R",163,163,100.0,163,44,27.0,60,36.8,47,28.8,12,7.4,59,36.2
"Essex School District","=""0500011""","ELA","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","ELA","N",210,203,96.7,203,12,5.9,32,15.8,67,33.0,92,45.3,159,78.3
"Essex School District","=""0500011""","ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Math","N",210,203,96.7,203,15,7.4,48,23.6,72,35.5,68,33.5,140,69.0
"Essex School District","=""0500011""","Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","F",368,366,99.5,366,97,26.5,112,30.6,108,29.5,49,13.4,157,42.9
"Fairfield School District","=""0510011""","ELA","N",4282,4235,98.9,4233,305,7.2,662,15.6,1523,36.0,1743,41.2,3266,77.2
"Fairfield School District","=""0510011""","ELA","R",84,84,100.0,84,21,25.0,19,22.6,32,38.1,12,14.3,44,52.4
"Fairfield School District","=""0510011""","Math","F",368,366,99.5,366,129,35.2,138,37.7,66,18.0,33,9.0,99,27.0
"Fairfield School District","=""0510011""","Math","N",4279,4221,98.6,4221,340,8.1,973,23.1,1424,33.7,1484,35.2,2908,68.9
"Fairfield School District","=""0510011""","Math","R",84,84,100.0,84,20,23.8,33,39.3,22,26.2,9,10.7,31,36.9
"Farmington School District","=""0520011""","ELA","F",188,188,100.0,188,"*","*",44,23.4,"*","*",32,17.0,"*","*"
"Farmington School District","=""0520011""","ELA","N",1691,1683,99.5,1683,86,5.1,225,13.4,559,33.2,813,48.3,1372,81.5
"Farmington School District","=""0520011""","ELA","R",24,24,100.0,24,"*","*",7,29.2,"*","*",8,33.3,"*","*"
"Farmington School District","=""0520011""","Math","F",188,188,100.0,188,"*","*",74,39.4,"*","*",27,14.4,"*","*"
"Farmington School District","=""0520011""","Math","N",1691,1682,99.5,1682,105,6.2,285,16.9,487,29.0,805,47.9,1292,76.8
"Farmington School District","=""0520011""","Math","R",24,24,100.0,24,"*","*",9,37.5,"*","*",7,29.2,"*","*"
"Franklin School District","=""0530011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","N",92,90,97.8,90,11,12.2,18,20.0,37,41.1,24,26.7,61,67.8
"Franklin School District","=""0530011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","N",92,90,97.8,90,16,17.8,29,32.2,25,27.8,20,22.2,45,50.0
"Franklin School District","=""0530011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","F",217,216,99.5,216,59,27.3,51,23.6,66,30.6,40,18.5,106,49.1
"Glastonbury School District","=""0540011""","ELA","N",2556,2547,99.6,2547,120,4.7,326,12.8,901,35.4,1200,47.1,2101,82.5
"Glastonbury School District","=""0540011""","ELA","R",54,54,100.0,54,18,33.3,11,20.4,17,31.5,8,14.8,25,46.3
"Glastonbury School District","=""0540011""","Math","F",217,216,99.5,216,60,27.8,71,32.9,"*","*","*","*",85,39.4
"Glastonbury School District","=""0540011""","Math","N",2557,2547,99.6,2547,155,6.1,394,15.5,747,29.3,1251,49.1,1998,78.4
"Glastonbury School District","=""0540011""","Math","R",54,54,100.0,54,"*","*",20,37.0,15,27.8,"*","*","*","*"
"Granby School District","=""0560011""","ELA","F",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","ELA","N",752,743,98.8,743,45,6.1,102,13.7,262,35.3,334,45.0,596,80.2
"Granby School District","=""0560011""","ELA","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","F",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","N",752,743,98.8,743,58,7.8,182,24.5,228,30.7,275,37.0,503,67.7
"Granby School District","=""0560011""","Math","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","ELA","F",143,143,100.0,143,77,53.8,40,28.0,"*","*","*","*",26,18.2
"Great Oaks Charter School District","=""2940013""","ELA","N",38,38,100.0,38,18,47.4,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","ELA","R",29,29,100.0,29,"*","*",12,41.4,"*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Math","F",143,141,98.6,141,99,70.2,34,24.1,8,5.7,0,0.0,8,5.7
"Great Oaks Charter School District","=""2940013""","Math","N",38,37,97.4,37,16,43.2,14,37.8,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","R",29,29,100.0,29,18,62.1,7,24.1,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","F",450,450,100.0,450,117,26.0,125,27.8,140,31.1,68,15.1,208,46.2
"Greenwich School District","=""0570011""","ELA","N",3386,3372,99.6,3372,216,6.4,431,12.8,1070,31.7,1655,49.1,2725,80.8
"Greenwich School District","=""0570011""","ELA","R",134,134,100.0,134,28,20.9,35,26.1,42,31.3,29,21.6,71,53.0
"Greenwich School District","=""0570011""","Math","F",450,449,99.8,449,165,36.7,158,35.2,81,18.0,45,10.0,126,28.1
"Greenwich School District","=""0570011""","Math","N",3386,3371,99.6,3371,305,9.0,621,18.4,884,26.2,1561,46.3,2445,72.5
"Greenwich School District","=""0570011""","Math","R",134,134,100.0,134,35,26.1,49,36.6,29,21.6,21,15.7,50,37.3
"Griswold School District","=""0580011""","ELA","F",287,284,99.0,284,81,28.5,83,29.2,91,32.0,29,10.2,120,42.3
"Griswold School District","=""0580011""","ELA","N",487,483,99.2,483,50,10.4,97,20.1,188,38.9,148,30.6,336,69.6
"Griswold School District","=""0580011""","ELA","R",49,47,95.9,47,11,23.4,14,29.8,13,27.7,9,19.1,22,46.8
"Griswold School District","=""0580011""","Math","F",287,285,99.3,285,89,31.2,105,36.8,64,22.5,27,9.5,91,31.9
"Griswold School District","=""0580011""","Math","N",487,483,99.2,483,73,15.1,128,26.5,135,28.0,147,30.4,282,58.4
"Griswold School District","=""0580011""","Math","R",49,47,95.9,47,16,34.0,12,25.5,12,25.5,7,14.9,19,40.4
"Groton School District","=""0590011""","ELA","F",678,671,99.0,671,247,36.8,180,26.8,166,24.7,78,11.6,244,36.4
"Groton School District","=""0590011""","ELA","N",1060,1053,99.3,1053,130,12.3,217,20.6,386,36.7,320,30.4,706,67.0
"Groton School District","=""0590011""","ELA","R",214,214,100.0,214,54,25.2,59,27.6,63,29.4,38,17.8,101,47.2
"Groton School District","=""0590011""","Math","F",680,674,99.1,673,265,39.4,237,35.2,121,18.0,50,7.4,171,25.4
"Groton School District","=""0590011""","Math","N",1057,1050,99.3,1050,157,15.0,278,26.5,345,32.9,270,25.7,615,58.6
"Groton School District","=""0590011""","Math","R",216,215,99.5,215,57,26.5,74,34.4,51,23.7,33,15.3,84,39.1
"Guilford School District","=""0600011""","ELA","F",108,108,100.0,108,"*","*","*","*",37,34.3,25,23.1,62,57.4
"Guilford School District","=""0600011""","ELA","N",1485,1481,99.7,1479,74,5.0,165,11.2,508,34.3,732,49.5,1240,83.8
"Guilford School District","=""0600011""","ELA","R",37,37,100.0,37,"*","*","*","*",12,32.4,12,32.4,24,64.9
"Guilford School District","=""0600011""","Math","F",108,108,100.0,108,32,29.6,33,30.6,22,20.4,21,19.4,43,39.8
"Guilford School District","=""0600011""","Math","N",1485,1481,99.7,1478,102,6.9,297,20.1,437,29.6,642,43.4,1079,73.0
"Guilford School District","=""0600011""","Math","R",37,37,100.0,37,7,18.9,7,18.9,11,29.7,12,32.4,23,62.2
"Hamden School District","=""0620011""","ELA","F",866,857,99.0,857,366,42.7,233,27.2,194,22.6,64,7.5,258,30.1
"Hamden School District","=""0620011""","ELA","N",1376,1357,98.6,1357,224,16.5,262,19.3,447,32.9,424,31.2,871,64.2
"Hamden School District","=""0620011""","ELA","R",190,189,99.5,189,52,27.5,50,26.5,60,31.7,27,14.3,87,46.0
"Hamden School District","=""0620011""","Math","F",866,852,98.4,852,427,50.1,267,31.3,120,14.1,38,4.5,158,18.5
"Hamden School District","=""0620011""","Math","N",1376,1351,98.2,1351,282,20.9,376,27.8,380,28.1,313,23.2,693,51.3
"Hamden School District","=""0620011""","Math","R",190,188,98.9,188,70,37.2,59,31.4,41,21.8,18,9.6,59,31.4
"Hampton School District","=""0630011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","N",37,37,100.0,37,6,16.2,10,27.0,10,27.0,11,29.7,21,56.8
"Hampton School District","=""0630011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","N",37,37,100.0,37,11,29.7,8,21.6,12,32.4,6,16.2,18,48.6
"Hampton School District","=""0630011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","F",7769,7678,98.8,7675,4186,54.5,1856,24.2,1258,16.4,375,4.9,1633,21.3
"Hartford School District","=""0640011""","ELA","N",1463,1451,99.2,1451,434,29.9,309,21.3,415,28.6,293,20.2,708,48.8
"Hartford School District","=""0640011""","ELA","R",144,141,97.9,141,48,34.0,42,29.8,41,29.1,10,7.1,51,36.2
"Hartford School District","=""0640011""","Math","F",7765,7597,97.8,7593,4775,62.9,1901,25.0,656,8.6,261,3.4,917,12.1
"Hartford School District","=""0640011""","Math","N",1460,1444,98.9,1443,491,34.0,433,30.0,292,20.2,227,15.7,519,36.0
"Hartford School District","=""0640011""","Math","R",144,141,97.9,141,65,46.1,48,34.0,18,12.8,10,7.1,28,19.9
"Hartland School District","=""0650011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","ELA","N",111,111,100.0,111,10,9.0,19,17.1,48,43.2,34,30.6,82,73.9
"Hartland School District","=""0650011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","N",111,110,99.1,110,14,12.7,33,30.0,32,29.1,31,28.2,63,57.3
"Hartland School District","=""0650011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",392,392,100.0,392,52,13.3,78,19.9,158,40.3,104,26.5,262,66.8
"Hebron School District","=""0670011""","ELA","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","N",392,392,100.0,392,44,11.2,108,27.6,165,42.1,75,19.1,240,61.2
"Hebron School District","=""0670011""","Math","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","F",106,106,100.0,106,"*","*",39,36.8,30,28.3,"*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","N",89,89,100.0,89,41,46.1,23,25.8,14,15.7,11,12.4,25,28.1
"Highville Charter School District","=""2860013""","ELA","R",36,36,100.0,36,"*","*",11,30.6,13,36.1,"*","*","*","*"
"Highville Charter School District","=""2860013""","Math","F",106,106,100.0,106,45,42.5,43,40.6,"*","*","*","*",18,17.0
"Highville Charter School District","=""2860013""","Math","N",89,89,100.0,89,43,48.3,24,27.0,"*","*","*","*",22,24.7
"Highville Charter School District","=""2860013""","Math","R",36,36,100.0,36,14,38.9,16,44.4,"*","*","*","*",6,16.7
"Integrated Day Charter School District","=""2640013""","ELA","F",48,48,100.0,48,"*","*",14,29.2,13,27.1,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",129,129,100.0,126,31,24.6,28,22.2,50,39.7,17,13.5,67,53.2
"Integrated Day Charter School District","=""2640013""","ELA","R",22,22,100.0,22,"*","*",7,31.8,8,36.4,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","F",48,47,97.9,47,20,42.6,13,27.7,"*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",129,124,96.1,123,42,34.1,42,34.1,28,22.8,11,8.9,39,31.7
"Integrated Day Charter School District","=""2640013""","Math","R",22,22,100.0,22,7,31.8,10,45.5,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","F",151,150,99.3,150,66,44.0,51,34.0,"*","*","*","*",33,22.0
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",78,77,98.7,77,"*","*",19,24.7,30,39.0,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","R",33,32,97.0,32,"*","*",16,50.0,8,25.0,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","F",151,149,98.7,149,101,67.8,43,28.9,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",78,77,98.7,77,37,48.1,23,29.9,10,13.0,7,9.1,17,22.1
"Interdistrict School for Arts and Comm District","=""2650013""","Math","R",33,32,97.0,32,19,59.4,10,31.3,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","F",222,222,100.0,222,89,40.1,62,27.9,"*","*","*","*",71,32.0
"Jumoke Academy District","=""2610013""","ELA","N",142,141,99.3,141,30,21.3,41,29.1,43,30.5,27,19.1,70,49.6
"Jumoke Academy District","=""2610013""","ELA","R",55,55,100.0,55,18,32.7,17,30.9,"*","*","*","*",20,36.4
"Jumoke Academy District","=""2610013""","Math","F",222,222,100.0,222,115,51.8,70,31.5,"*","*","*","*",37,16.7
"Jumoke Academy District","=""2610013""","Math","N",142,142,100.0,142,49,34.5,51,35.9,"*","*","*","*",42,29.6
"Jumoke Academy District","=""2610013""","Math","R",55,55,100.0,55,29,52.7,20,36.4,"*","*","*","*",6,10.9
"Kent School District","=""0680011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","N",137,130,94.9,130,"*","*","*","*",49,37.7,60,46.2,109,83.8
"Kent School District","=""0680011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N",137,130,94.9,130,6,4.6,28,21.5,54,41.5,42,32.3,96,73.8
"Kent School District","=""0680011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","F",386,374,96.9,374,91,24.3,108,28.9,122,32.6,53,14.2,175,46.8
"Killingly School District","=""0690011""","ELA","N",532,517,97.2,517,60,11.6,111,21.5,213,41.2,133,25.7,346,66.9
"Killingly School District","=""0690011""","ELA","R",94,91,96.8,91,9,9.9,30,33.0,40,44.0,12,13.2,52,57.1
"Killingly School District","=""0690011""","Math","F",386,374,96.9,374,142,38.0,133,35.6,78,20.9,21,5.6,99,26.5
"Killingly School District","=""0690011""","Math","N",532,516,97.0,516,110,21.3,191,37.0,149,28.9,66,12.8,215,41.7
"Killingly School District","=""0690011""","Math","R",94,91,96.8,91,28,30.8,31,34.1,26,28.6,6,6.6,32,35.2
"Learn","=""2450014""","ELA","F",203,200,98.5,200,65,32.5,60,30.0,"*","*","*","*",75,37.5
"Learn","=""2450014""","ELA","N",189,187,98.9,187,26,13.9,37,19.8,61,32.6,63,33.7,124,66.3
"Learn","=""2450014""","ELA","R",26,26,100.0,26,8,30.8,"*","*",8,30.8,"*","*","*","*"
"Learn","=""2450014""","Math","F",203,200,98.5,200,100,50.0,61,30.5,"*","*","*","*","*","*"
"Learn","=""2450014""","Math","N",189,187,98.9,187,50,26.7,60,32.1,44,23.5,33,17.6,77,41.2
"Learn","=""2450014""","Math","R",26,26,100.0,26,8,30.8,13,50.0,"*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","F",77,73,94.8,73,"*","*",23,31.5,"*","*",16,21.9,"*","*"
"Lebanon School District","=""0710011""","ELA","N",357,342,95.8,342,31,9.1,65,19.0,127,37.1,119,34.8,246,71.9
"Lebanon School District","=""0710011""","ELA","R",24,24,100.0,24,"*","*",8,33.3,"*","*",9,37.5,"*","*"
"Lebanon School District","=""0710011""","Math","F",77,73,94.8,73,"*","*","*","*",15,20.5,"*","*","*","*"
"Lebanon School District","=""0710011""","Math","N",357,342,95.8,342,38,11.1,91,26.6,124,36.3,89,26.0,213,62.3
"Lebanon School District","=""0710011""","Math","R",24,24,100.0,24,"*","*","*","*",12,50.0,"*","*","*","*"
"Ledyard School District","=""0720011""","ELA","F",163,163,100.0,162,48,29.6,"*","*",57,35.2,"*","*","*","*"
"Ledyard School District","=""0720011""","ELA","N",798,792,99.2,792,133,16.8,167,21.1,273,34.5,219,27.7,492,62.1
"Ledyard School District","=""0720011""","ELA","R",49,49,100.0,49,"*","*",13,26.5,20,40.8,"*","*","*","*"
"Ledyard School District","=""0720011""","Math","F",163,163,100.0,162,52,32.1,61,37.7,38,23.5,11,6.8,49,30.2
"Ledyard School District","=""0720011""","Math","N",798,792,99.2,791,125,15.8,264,33.4,225,28.4,177,22.4,402,50.8
"Ledyard School District","=""0720011""","Math","R",49,49,100.0,49,7,14.3,20,40.8,15,30.6,7,14.3,22,44.9
"Lisbon School District","=""0730011""","ELA","F",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*"
