"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, English Learner Status"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Seymour School District","=""1240011""","N",1041,1034,99.3,1034,192,18.6,"*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",22,22,100.0,22,16,72.7,"*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",104,102,98.1,102,26,25.5,25,24.5,29,28.4,22,21.6,51,50.0
"Shelton School District","=""1260011""","N",2233,2212,99.1,2211,223,10.1,390,17.6,787,35.6,811,36.7,1598,72.3
"Shelton School District","=""1260011""","Y",82,79,96.3,79,33,41.8,23,29.1,17,21.5,6,7.6,23,29.1
"Sherman School District","=""1270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",1910,1905,99.7,1905,105,5.5,252,13.2,"*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",25,25,100.0,25,14,56.0,7,28.0,"*","*","*","*","*","*"
"Somers School District","=""1290011""","N",688,665,96.7,665,84,12.6,132,19.8,225,33.8,224,33.7,449,67.5
"South Windsor School District","=""1320011""","N",1820,1801,99.0,1801,135,7.5,274,15.2,652,36.2,740,41.1,1392,77.3
"South Windsor School District","=""1320011""","Y",44,44,100.0,44,11,25.0,11,25.0,15,34.1,7,15.9,22,50.0
"Southington School District","=""1310011""","N",3084,3061,99.3,3061,391,12.8,635,20.7,"*","*","*","*","*","*"
"Southington School District","=""1310011""","Y",26,26,100.0,26,13,50.0,9,34.6,"*","*","*","*","*","*"
"Sprague School District","=""1330011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",6106,6048,99.1,6048,1213,20.1,1467,24.3,1947,32.2,1421,23.5,3368,55.7
"Stamford School District","=""1350011""","Y",949,944,99.5,944,655,69.4,182,19.3,96,10.2,11,1.2,107,11.3
"Sterling School District","=""1360011""","N",286,279,97.6,279,52,18.6,72,25.8,97,34.8,58,20.8,155,55.6
"Stonington School District","=""1370011""","N",989,966,97.7,966,"*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",3069,3047,99.3,3045,720,23.6,774,25.4,982,32.2,569,18.7,1551,50.9
"Stratford School District","=""1380011""","Y",160,160,100.0,160,83,51.9,39,24.4,31,19.4,7,4.4,38,23.8
"Suffield School District","=""1390011""","N",1025,1003,97.9,1003,"*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",1202,1195,99.4,1195,"*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",1931,1855,96.1,1855,"*","*",531,28.6,588,31.7,"*","*","*","*"
"Torrington School District","=""1430011""","Y",145,144,99.3,144,78,54.2,45,31.3,"*","*","*","*",21,14.6
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","N",2970,2929,98.6,2928,"*","*",364,12.4,937,32.0,"*","*","*","*"
"Trumbull School District","=""1440011""","Y",36,36,100.0,36,10,27.8,12,33.3,"*","*","*","*",14,38.9
"Unified School District #2","=""3470015""","N",31,31,100.0,30,25,83.3,"*","*","*","*",0,0.0,"*","*"
"Union School District","=""1450011""","N",49,49,100.0,49,8,16.3,10,20.4,16,32.7,15,30.6,31,63.3
"Vernon School District","=""1460011""","N",1366,1347,98.6,1347,395,29.3,"*","*",393,29.2,"*","*","*","*"
"Vernon School District","=""1460011""","Y",44,43,97.7,42,29,69.0,"*","*",7,16.7,"*","*","*","*"
"Voluntown School District","=""1470011""","N",174,174,100.0,174,23,13.2,39,22.4,67,38.5,45,25.9,112,64.4
"Wallingford School District","=""1480011""","N",2556,2528,98.9,2528,400,15.8,627,24.8,954,37.7,547,21.6,1501,59.4
"Wallingford School District","=""1480011""","Y",138,138,100.0,138,69,50.0,53,38.4,16,11.6,0,0.0,16,11.6
"Waterbury School District","=""1510011""","N",7265,7229,99.5,7228,3021,41.8,2006,27.8,"*","*","*","*",2201,30.5
"Waterbury School District","=""1510011""","Y",1171,1166,99.6,1166,933,80.0,179,15.4,"*","*","*","*",54,4.6
"Waterford School District","=""1520011""","N",1194,1193,99.9,1193,152,12.7,243,20.4,"*","*","*","*","*","*"
"Waterford School District","=""1520011""","Y",20,20,100.0,20,11,55.0,6,30.0,"*","*","*","*","*","*"
"Watertown School District","=""1530011""","N",1280,1267,99.0,1267,"*","*",300,23.7,452,35.7,"*","*","*","*"
"Watertown School District","=""1530011""","Y",39,39,100.0,39,18,46.2,13,33.3,"*","*","*","*",8,20.5
"West Hartford School District","=""1550011""","N",4197,4169,99.3,4165,408,9.8,684,16.4,1416,34.0,1657,39.8,3073,73.8
"West Hartford School District","=""1550011""","Y",227,226,99.6,226,112,49.6,63,27.9,42,18.6,9,4.0,51,22.6
"West Haven School District","=""1560011""","N",2328,2304,99.0,2304,551,23.9,577,25.0,755,32.8,421,18.3,1176,51.0
"West Haven School District","=""1560011""","Y",309,308,99.7,308,183,59.4,79,25.6,38,12.3,8,2.6,46,14.9
"Westbrook School District","=""1540011""","N",301,300,99.7,300,"*","*","*","*",101,33.7,131,43.7,232,77.3
"Westbrook School District","=""1540011""","Y",22,22,100.0,22,12,54.5,"*","*","*","*",0,0.0,"*","*"
"Weston School District","=""1570011""","N",1102,1078,97.8,1078,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",2642,2584,97.8,2579,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",1517,1496,98.6,1496,"*","*",278,18.6,552,36.9,"*","*","*","*"
"Wethersfield School District","=""1590011""","Y",107,107,100.0,107,56,52.3,32,29.9,"*","*","*","*",19,17.8
"Willington School District","=""1600011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",1979,1941,98.1,1941,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N",314,307,97.8,307,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",1164,1156,99.3,1156,309,26.7,"*","*",361,31.2,"*","*","*","*"
"Windham School District","=""1630011""","Y",411,408,99.3,408,297,72.8,85,20.8,"*","*","*","*",26,6.4
"Windsor Locks School District","=""1650011""","N",690,683,99.0,683,163,23.9,177,25.9,"*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",30,30,100.0,30,16,53.3,"*","*","*","*",0,0.0,"*","*"
"Windsor School District","=""1640011""","N",1300,1288,99.1,1288,366,28.4,"*","*",372,28.9,"*","*","*","*"
"Windsor School District","=""1640011""","Y",67,65,97.0,65,34,52.3,18,27.7,"*","*","*","*",13,20.0
"Wolcott School District","=""1660011""","N",1078,1072,99.4,1072,"*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",432,411,95.1,411,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

