"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Fairfield School District","=""0510011""","ELA","N",4282,4235,98.9,4233,305,7.2,662,15.6,1523,36.0,1743,41.2,3266,77.2
"Fairfield School District","=""0510011""","Math","Y",452,450,99.6,450,149,33.1,171,38.0,88,19.6,42,9.3,130,28.9
"Fairfield School District","=""0510011""","Math","N",4279,4221,98.6,4221,340,8.1,973,23.1,1424,33.7,1484,35.2,2908,68.9
"Farmington School District","=""0520011""","ELA","Y",212,212,100.0,212,43,20.3,51,24.1,78,36.8,40,18.9,118,55.7
"Farmington School District","=""0520011""","ELA","N",1691,1683,99.5,1683,86,5.1,225,13.4,559,33.2,813,48.3,1372,81.5
"Farmington School District","=""0520011""","Math","Y",212,212,100.0,212,47,22.2,83,39.2,48,22.6,34,16.0,82,38.7
"Farmington School District","=""0520011""","Math","N",1691,1682,99.5,1682,105,6.2,285,16.9,487,29.0,805,47.9,1292,76.8
"Franklin School District","=""0530011""","ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","N",92,90,97.8,90,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","N",92,90,97.8,90,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","Y",271,270,99.6,270,77,28.5,62,23.0,83,30.7,48,17.8,131,48.5
"Glastonbury School District","=""0540011""","ELA","N",2556,2547,99.6,2547,120,4.7,326,12.8,901,35.4,1200,47.1,2101,82.5
"Glastonbury School District","=""0540011""","Math","Y",271,270,99.6,270,75,27.8,91,33.7,73,27.0,31,11.5,104,38.5
"Glastonbury School District","=""0540011""","Math","N",2557,2547,99.6,2547,155,6.1,394,15.5,747,29.3,1251,49.1,1998,78.4
"Granby School District","=""0560011""","ELA","Y",88,88,100.0,88,15,17.0,24,27.3,34,38.6,15,17.0,49,55.7
"Granby School District","=""0560011""","ELA","N",752,743,98.8,743,45,6.1,102,13.7,262,35.3,334,45.0,596,80.2
"Granby School District","=""0560011""","Math","Y",88,88,100.0,88,23,26.1,35,39.8,18,20.5,12,13.6,30,34.1
"Granby School District","=""0560011""","Math","N",752,743,98.8,743,58,7.8,182,24.5,228,30.7,275,37.0,503,67.7
"Great Oaks Charter School District","=""2940013""","ELA","Y",172,172,100.0,172,89,51.7,52,30.2,"*","*","*","*",31,18.0
"Great Oaks Charter School District","=""2940013""","ELA","N",38,38,100.0,38,18,47.4,11,28.9,9,23.7,0,0.0,9,23.7
"Great Oaks Charter School District","=""2940013""","Math","Y",172,170,98.8,170,117,68.8,41,24.1,"*","*","*","*",12,7.1
"Great Oaks Charter School District","=""2940013""","Math","N",38,37,97.4,37,16,43.2,14,37.8,"*","*","*","*",7,18.9
"Greenwich School District","=""0570011""","ELA","Y",584,584,100.0,584,145,24.8,160,27.4,182,31.2,97,16.6,279,47.8
"Greenwich School District","=""0570011""","ELA","N",3386,3372,99.6,3372,216,6.4,431,12.8,1070,31.7,1655,49.1,2725,80.8
"Greenwich School District","=""0570011""","Math","Y",584,583,99.8,583,200,34.3,207,35.5,110,18.9,66,11.3,176,30.2
"Greenwich School District","=""0570011""","Math","N",3386,3371,99.6,3371,305,9.0,621,18.4,884,26.2,1561,46.3,2445,72.5
"Griswold School District","=""0580011""","ELA","Y",336,331,98.5,331,92,27.8,97,29.3,104,31.4,38,11.5,142,42.9
"Griswold School District","=""0580011""","ELA","N",487,483,99.2,483,50,10.4,97,20.1,188,38.9,148,30.6,336,69.6
"Griswold School District","=""0580011""","Math","Y",336,332,98.8,332,105,31.6,117,35.2,76,22.9,34,10.2,110,33.1
"Griswold School District","=""0580011""","Math","N",487,483,99.2,483,73,15.1,128,26.5,135,28.0,147,30.4,282,58.4
"Groton School District","=""0590011""","ELA","Y",892,885,99.2,885,301,34.0,239,27.0,229,25.9,116,13.1,345,39.0
"Groton School District","=""0590011""","ELA","N",1060,1053,99.3,1053,130,12.3,217,20.6,386,36.7,320,30.4,706,67.0
"Groton School District","=""0590011""","Math","Y",896,889,99.2,888,322,36.3,311,35.0,172,19.4,83,9.3,255,28.7
"Groton School District","=""0590011""","Math","N",1057,1050,99.3,1050,157,15.0,278,26.5,345,32.9,270,25.7,615,58.6
"Guilford School District","=""0600011""","ELA","Y",145,145,100.0,145,29,20.0,30,20.7,49,33.8,37,25.5,86,59.3
"Guilford School District","=""0600011""","ELA","N",1485,1481,99.7,1479,74,5.0,165,11.2,508,34.3,732,49.5,1240,83.8
"Guilford School District","=""0600011""","Math","Y",145,145,100.0,145,39,26.9,40,27.6,33,22.8,33,22.8,66,45.5
"Guilford School District","=""0600011""","Math","N",1485,1481,99.7,1478,102,6.9,297,20.1,437,29.6,642,43.4,1079,73.0
"Hamden School District","=""0620011""","ELA","Y",1056,1046,99.1,1046,418,40.0,283,27.1,254,24.3,91,8.7,345,33.0
"Hamden School District","=""0620011""","ELA","N",1376,1357,98.6,1357,224,16.5,262,19.3,447,32.9,424,31.2,871,64.2
"Hamden School District","=""0620011""","Math","Y",1056,1040,98.5,1040,497,47.8,326,31.3,161,15.5,56,5.4,217,20.9
"Hamden School District","=""0620011""","Math","N",1376,1351,98.2,1351,282,20.9,376,27.8,380,28.1,313,23.2,693,51.3
"Hampton School District","=""0630011""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","Y",7913,7819,98.8,7816,4234,54.2,1898,24.3,1299,16.6,385,4.9,1684,21.5
"Hartford School District","=""0640011""","ELA","N",1463,1451,99.2,1451,434,29.9,309,21.3,415,28.6,293,20.2,708,48.8
"Hartford School District","=""0640011""","Math","Y",7909,7738,97.8,7734,4840,62.6,1949,25.2,674,8.7,271,3.5,945,12.2
"Hartford School District","=""0640011""","Math","N",1460,1444,98.9,1443,491,34.0,433,30.0,292,20.2,227,15.7,519,36.0
"Hartland School District","=""0650011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","ELA","N",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","Y",45,45,100.0,45,16,35.6,12,26.7,8,17.8,9,20.0,17,37.8
"Hebron School District","=""0670011""","ELA","N",392,392,100.0,392,52,13.3,78,19.9,158,40.3,104,26.5,262,66.8
"Hebron School District","=""0670011""","Math","Y",45,45,100.0,45,"*","*",16,35.6,12,26.7,"*","*","*","*"
"Hebron School District","=""0670011""","Math","N",392,392,100.0,392,"*","*",108,27.6,165,42.1,"*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","Y",142,142,100.0,142,40,28.2,50,35.2,43,30.3,9,6.3,52,36.6
"Highville Charter School District","=""2860013""","ELA","N",89,89,100.0,89,41,46.1,23,25.8,14,15.7,11,12.4,25,28.1
"Highville Charter School District","=""2860013""","Math","Y",142,142,100.0,142,59,41.5,59,41.5,"*","*","*","*",24,16.9
"Highville Charter School District","=""2860013""","Math","N",89,89,100.0,89,43,48.3,24,27.0,"*","*","*","*",22,24.7
"Integrated Day Charter School District","=""2640013""","ELA","Y",70,70,100.0,70,19,27.1,21,30.0,21,30.0,9,12.9,30,42.9
"Integrated Day Charter School District","=""2640013""","ELA","N",129,129,100.0,126,31,24.6,28,22.2,50,39.7,17,13.5,67,53.2
"Integrated Day Charter School District","=""2640013""","Math","Y",70,69,98.6,69,27,39.1,23,33.3,10,14.5,9,13.0,19,27.5
"Integrated Day Charter School District","=""2640013""","Math","N",129,124,96.1,123,42,34.1,42,34.1,28,22.8,11,8.9,39,31.7
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","Y",184,182,98.9,182,71,39.0,67,36.8,38,20.9,6,3.3,44,24.2
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",78,77,98.7,77,18,23.4,19,24.7,30,39.0,10,13.0,40,51.9
"Interdistrict School for Arts and Comm District","=""2650013""","Math","Y",184,181,98.4,181,120,66.3,53,29.3,"*","*","*","*",8,4.4
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",78,77,98.7,77,37,48.1,23,29.9,"*","*","*","*",17,22.1
"Jumoke Academy District","=""2610013""","ELA","Y",277,277,100.0,277,107,38.6,79,28.5,70,25.3,21,7.6,91,32.9
"Jumoke Academy District","=""2610013""","ELA","N",142,141,99.3,141,30,21.3,41,29.1,43,30.5,27,19.1,70,49.6
"Jumoke Academy District","=""2610013""","Math","Y",277,277,100.0,277,144,52.0,90,32.5,36,13.0,7,2.5,43,15.5
"Jumoke Academy District","=""2610013""","Math","N",142,142,100.0,142,49,34.5,51,35.9,27,19.0,15,10.6,42,29.6
"Kent School District","=""0680011""","ELA","Y",21,21,100.0,21,"*","*","*","*",8,38.1,"*","*","*","*"
"Kent School District","=""0680011""","ELA","N",137,130,94.9,130,"*","*","*","*",49,37.7,"*","*","*","*"
"Kent School District","=""0680011""","Math","Y",21,21,100.0,21,"*","*",7,33.3,6,28.6,"*","*","*","*"
"Kent School District","=""0680011""","Math","N",137,130,94.9,130,"*","*",28,21.5,54,41.5,"*","*","*","*"
"Killingly School District","=""0690011""","ELA","Y",480,465,96.9,465,100,21.5,138,29.7,162,34.8,65,14.0,227,48.8
"Killingly School District","=""0690011""","ELA","N",532,517,97.2,517,60,11.6,111,21.5,213,41.2,133,25.7,346,66.9
"Killingly School District","=""0690011""","Math","Y",480,465,96.9,465,170,36.6,164,35.3,104,22.4,27,5.8,131,28.2
"Killingly School District","=""0690011""","Math","N",532,516,97.0,516,110,21.3,191,37.0,149,28.9,66,12.8,215,41.7
"Learn","=""2450014""","ELA","Y",229,226,98.7,226,73,32.3,67,29.6,57,25.2,29,12.8,86,38.1
"Learn","=""2450014""","ELA","N",189,187,98.9,187,26,13.9,37,19.8,61,32.6,63,33.7,124,66.3
"Learn","=""2450014""","Math","Y",229,226,98.7,226,108,47.8,74,32.7,33,14.6,11,4.9,44,19.5
"Learn","=""2450014""","Math","N",189,187,98.9,187,50,26.7,60,32.1,44,23.5,33,17.6,77,41.2
"Lebanon School District","=""0710011""","ELA","Y",101,97,96.0,97,20,20.6,31,32.0,21,21.6,25,25.8,46,47.4
"Lebanon School District","=""0710011""","ELA","N",357,342,95.8,342,31,9.1,65,19.0,127,37.1,119,34.8,246,71.9
"Lebanon School District","=""0710011""","Math","Y",101,97,96.0,97,29,29.9,29,29.9,27,27.8,12,12.4,39,40.2
"Lebanon School District","=""0710011""","Math","N",357,342,95.8,342,38,11.1,91,26.6,124,36.3,89,26.0,213,62.3
"Ledyard School District","=""0720011""","ELA","Y",212,212,100.0,211,60,28.4,53,25.1,77,36.5,21,10.0,98,46.4
"Ledyard School District","=""0720011""","ELA","N",798,792,99.2,792,133,16.8,167,21.1,273,34.5,219,27.7,492,62.1
"Ledyard School District","=""0720011""","Math","Y",212,212,100.0,211,59,28.0,81,38.4,53,25.1,18,8.5,71,33.6
"Ledyard School District","=""0720011""","Math","N",798,792,99.2,791,125,15.8,264,33.4,225,28.4,177,22.4,402,50.8
"Lisbon School District","=""0730011""","ELA","Y",63,62,98.4,62,12,19.4,19,30.6,14,22.6,17,27.4,31,50.0
"Lisbon School District","=""0730011""","ELA","N",189,187,98.9,187,20,10.7,44,23.5,71,38.0,52,27.8,123,65.8
"Lisbon School District","=""0730011""","Math","Y",63,62,98.4,62,23,37.1,25,40.3,"*","*","*","*",14,22.6
"Lisbon School District","=""0730011""","Math","N",189,187,98.9,187,"*","*",69,36.9,61,32.6,"*","*","*","*"
"Litchfield School District","=""0740011""","ELA","Y",62,62,100.0,62,10,16.1,14,22.6,21,33.9,17,27.4,38,61.3
"Litchfield School District","=""0740011""","ELA","N",375,370,98.7,370,25,6.8,48,13.0,128,34.6,169,45.7,297,80.3
"Litchfield School District","=""0740011""","Math","Y",62,62,100.0,62,12,19.4,21,33.9,13,21.0,16,25.8,29,46.8
"Litchfield School District","=""0740011""","Math","N",375,370,98.7,370,28,7.6,77,20.8,108,29.2,157,42.4,265,71.6
"Madison School District","=""0760011""","ELA","Y",50,48,96.0,48,10,20.8,14,29.2,13,27.1,11,22.9,24,50.0
"Madison School District","=""0760011""","ELA","N",1283,1163,90.6,1163,118,10.1,208,17.9,434,37.3,403,34.7,837,72.0
"Madison School District","=""0760011""","Math","Y",50,48,96.0,48,9,18.8,16,33.3,10,20.8,13,27.1,23,47.9
"Madison School District","=""0760011""","Math","N",1283,1156,90.1,1156,127,11.0,289,25.0,387,33.5,353,30.5,740,64.0
"Manchester School District","=""0770011""","ELA","Y",1596,1576,98.7,1575,752,47.7,364,23.1,334,21.2,125,7.9,459,29.1
"Manchester School District","=""0770011""","ELA","N",1082,1068,98.7,1068,224,21.0,237,22.2,340,31.8,267,25.0,607,56.8
"Manchester School District","=""0770011""","Math","Y",1596,1575,98.7,1574,840,53.4,438,27.8,216,13.7,80,5.1,296,18.8
"Manchester School District","=""0770011""","Math","N",1082,1066,98.5,1066,249,23.4,330,31.0,291,27.3,196,18.4,487,45.7
"Mansfield School District","=""0780011""","ELA","Y",206,200,97.1,200,41,20.5,39,19.5,57,28.5,63,31.5,120,60.0
"Mansfield School District","=""0780011""","ELA","N",609,560,92.0,560,31,5.5,58,10.4,184,32.9,287,51.3,471,84.1
"Mansfield School District","=""0780011""","Math","Y",206,199,96.6,199,36,18.1,51,25.6,59,29.6,53,26.6,112,56.3
"Mansfield School District","=""0780011""","Math","N",610,562,92.1,562,32,5.7,105,18.7,160,28.5,265,47.2,425,75.6
"Marlborough School District","=""0790011""","ELA","Y",34,34,100.0,34,8,23.5,9,26.5,9,26.5,8,23.5,17,50.0
"Marlborough School District","=""0790011""","ELA","N",307,306,99.7,306,23,7.5,50,16.3,92,30.1,141,46.1,233,76.1
"Marlborough School District","=""0790011""","Math","Y",34,34,100.0,34,10,29.4,9,26.5,8,23.5,7,20.6,15,44.1
"Marlborough School District","=""0790011""","Math","N",307,305,99.3,305,11,3.6,57,18.7,99,32.5,138,45.2,237,77.7
"Meriden School District","=""0800011""","ELA","Y",2336,2320,99.3,2320,985,42.5,597,25.7,543,23.4,195,8.4,738,31.8
"Meriden School District","=""0800011""","ELA","N",1078,1073,99.5,1073,209,19.5,240,22.4,374,34.9,250,23.3,624,58.2
"Meriden School District","=""0800011""","Math","Y",2333,2291,98.2,2290,1165,50.9,677,29.6,319,13.9,129,5.6,448,19.6
"Meriden School District","=""0800011""","Math","N",1077,1063,98.7,1063,300,28.2,352,33.1,249,23.4,162,15.2,411,38.7
"Middletown School District","=""0830011""","ELA","Y",960,958,99.8,958,382,39.9,259,27.0,231,24.1,86,9.0,317,33.1
"Middletown School District","=""0830011""","ELA","N",1132,1132,100.0,1130,160,14.2,203,18.0,421,37.3,346,30.6,767,67.9
"Middletown School District","=""0830011""","Math","Y",959,954,99.5,954,465,48.7,296,31.0,144,15.1,49,5.1,193,20.2
"Middletown School District","=""0830011""","Math","N",1132,1130,99.8,1129,220,19.5,298,26.4,323,28.6,288,25.5,611,54.1
"Milford School District","=""0840011""","ELA","Y",643,631,98.1,631,172,27.3,180,28.5,193,30.6,86,13.6,279,44.2
"Milford School District","=""0840011""","ELA","N",2109,2066,98.0,2066,189,9.1,427,20.7,804,38.9,646,31.3,1450,70.2
"Milford School District","=""0840011""","Math","Y",642,630,98.1,630,219,34.8,222,35.2,133,21.1,56,8.9,189,30.0
"Milford School District","=""0840011""","Math","N",2109,2059,97.6,2059,276,13.4,585,28.4,648,31.5,550,26.7,1198,58.2
"Monroe School District","=""0850011""","ELA","Y",106,106,100.0,106,18,17.0,22,20.8,34,32.1,32,30.2,66,62.3
"Monroe School District","=""0850011""","ELA","N",1342,1330,99.1,1330,83,6.2,186,14.0,482,36.2,579,43.5,1061,79.8
"Monroe School District","=""0850011""","Math","Y",106,106,100.0,106,27,25.5,24,22.6,31,29.2,24,22.6,55,51.9
"Monroe School District","=""0850011""","Math","N",1343,1330,99.0,1330,130,9.8,296,22.3,438,32.9,466,35.0,904,68.0
"Montville School District","=""0860011""","ELA","Y",412,411,99.8,411,88,21.4,118,28.7,140,34.1,65,15.8,205,49.9
"Montville School District","=""0860011""","ELA","N",636,633,99.5,633,73,11.5,134,21.2,222,35.1,204,32.2,426,67.3
"Montville School District","=""0860011""","Math","Y",411,410,99.8,410,116,28.3,148,36.1,108,26.3,38,9.3,146,35.6
"Montville School District","=""0860011""","Math","N",636,633,99.5,633,102,16.1,192,30.3,188,29.7,151,23.9,339,53.6
"Naugatuck School District","=""0880011""","ELA","Y",984,978,99.4,978,337,34.5,264,27.0,259,26.5,118,12.1,377,38.5
"Naugatuck School District","=""0880011""","ELA","N",974,973,99.9,973,165,17.0,245,25.2,333,34.2,230,23.6,563,57.9
"Naugatuck School District","=""0880011""","Math","Y",984,978,99.4,978,429,43.9,323,33.0,155,15.8,71,7.3,226,23.1
"Naugatuck School District","=""0880011""","Math","N",974,973,99.9,973,250,25.7,322,33.1,261,26.8,140,14.4,401,41.2
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","ELA","Y",3589,3572,99.5,3571,2107,59.0,797,22.3,487,13.6,180,5.0,667,18.7
"New Britain School District","=""0890011""","ELA","N",764,760,99.5,760,286,37.6,181,23.8,187,24.6,106,13.9,293,38.6
"New Britain School District","=""0890011""","Math","Y",3574,3548,99.3,3547,2358,66.5,825,23.3,282,8.0,82,2.3,364,10.3
"New Britain School District","=""0890011""","Math","N",760,756,99.5,755,347,46.0,229,30.3,127,16.8,52,6.9,179,23.7
"New Canaan School District","=""0900011""","ELA","N",2031,2016,99.3,2016,93,4.6,243,12.1,659,32.7,1021,50.6,1680,83.3
"New Canaan School District","=""0900011""","Math","N",2033,2017,99.2,2017,87,4.3,335,16.6,560,27.8,1035,51.3,1595,79.1
"New Fairfield School District","=""0910011""","ELA","Y",107,97,90.7,97,16,16.5,25,25.8,40,41.2,16,16.5,56,57.7
"New Fairfield School District","=""0910011""","ELA","N",964,888,92.1,888,79,8.9,155,17.5,307,34.6,347,39.1,654,73.6
"New Fairfield School District","=""0910011""","Math","Y",107,94,87.9,94,19,20.2,32,34.0,28,29.8,15,16.0,43,45.7
"New Fairfield School District","=""0910011""","Math","N",964,878,91.1,877,98,11.2,225,25.7,278,31.7,276,31.5,554,63.2
"New Hartford School District","=""0920011""","ELA","Y",29,27,93.1,27,0,0.0,6,22.2,12,44.4,9,33.3,21,77.8
"New Hartford School District","=""0920011""","ELA","N",266,256,96.2,256,25,9.8,55,21.5,72,28.1,104,40.6,176,68.8
"New Hartford School District","=""0920011""","Math","Y",29,27,93.1,27,"*","*",15,55.6,8,29.6,"*","*","*","*"
"New Hartford School District","=""0920011""","Math","N",266,256,96.2,256,"*","*",73,28.5,90,35.2,"*","*","*","*"
"New Haven School District","=""0930011""","ELA","Y",5426,5386,99.3,5382,2523,46.9,1513,28.1,1075,20.0,271,5.0,1346,25.0
"New Haven School District","=""0930011""","ELA","N",3637,3585,98.6,3578,1156,32.3,892,24.9,948,26.5,582,16.3,1530,42.8
"New Haven School District","=""0930011""","Math","Y",5428,5378,99.1,5374,3068,57.1,1653,30.8,529,9.8,124,2.3,653,12.2
"New Haven School District","=""0930011""","Math","N",3641,3579,98.3,3569,1462,41.0,1107,31.0,603,16.9,397,11.1,1000,28.0
"New London School District","=""0950011""","ELA","Y",1196,1187,99.2,1185,580,48.9,303,25.6,226,19.1,76,6.4,302,25.5
"New London School District","=""0950011""","ELA","N",257,254,98.8,254,83,32.7,62,24.4,58,22.8,51,20.1,109,42.9
"New London School District","=""0950011""","Math","Y",1197,1184,98.9,1180,661,56.0,351,29.7,133,11.3,35,3.0,168,14.2
"New London School District","=""0950011""","Math","N",257,254,98.8,254,95,37.4,72,28.3,52,20.5,35,13.8,87,34.3
"New Milford School District","=""0960011""","ELA","Y",465,446,95.9,446,146,32.7,130,29.1,136,30.5,34,7.6,170,38.1
"New Milford School District","=""0960011""","ELA","N",1512,1422,94.0,1422,265,18.6,328,23.1,482,33.9,347,24.4,829,58.3
"New Milford School District","=""0960011""","Math","Y",465,438,94.2,438,162,37.0,137,31.3,106,24.2,33,7.5,139,31.7
"New Milford School District","=""0960011""","Math","N",1512,1397,92.4,1397,261,18.7,418,29.9,408,29.2,310,22.2,718,51.4
"Newington School District","=""0940011""","ELA","Y",445,444,99.8,444,125,28.2,129,29.1,133,30.0,57,12.8,190,42.8
"Newington School District","=""0940011""","ELA","N",1456,1451,99.7,1451,227,15.6,321,22.1,508,35.0,395,27.2,903,62.2
"Newington School District","=""0940011""","Math","Y",444,443,99.8,443,126,28.4,152,34.3,115,26.0,50,11.3,165,37.2
"Newington School District","=""0940011""","Math","N",1456,1449,99.5,1449,244,16.8,410,28.3,440,30.4,355,24.5,795,54.9
"Newtown School District","=""0970011""","ELA","Y",158,156,98.7,156,33,21.2,34,21.8,60,38.5,29,18.6,89,57.1
"Newtown School District","=""0970011""","ELA","N",1924,1909,99.2,1909,129,6.8,317,16.6,735,38.5,728,38.1,1463,76.6
"Newtown School District","=""0970011""","Math","Y",158,155,98.1,155,32,20.6,44,28.4,51,32.9,28,18.1,79,51.0
"Newtown School District","=""0970011""","Math","N",1924,1907,99.1,1907,133,7.0,394,20.7,580,30.4,800,42.0,1380,72.4
"Norfolk School District","=""0980011""","ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","Y",154,149,96.8,149,35,23.5,41,27.5,47,31.5,26,17.4,73,49.0
"North Branford School District","=""0990011""","ELA","N",723,693,95.9,693,98,14.1,161,23.2,237,34.2,197,28.4,434,62.6
"North Branford School District","=""0990011""","Math","Y",154,149,96.8,149,37,24.8,60,40.3,37,24.8,15,10.1,52,34.9
"North Branford School District","=""0990011""","Math","N",723,693,95.9,693,129,18.6,221,31.9,199,28.7,144,20.8,343,49.5
"North Canaan School District","=""1000011""","ELA","Y",44,44,100.0,44,15,34.1,8,18.2,9,20.5,12,27.3,21,47.7
"North Canaan School District","=""1000011""","ELA","N",113,111,98.2,111,14,12.6,27,24.3,42,37.8,28,25.2,70,63.1
"North Canaan School District","=""1000011""","Math","Y",44,44,100.0,44,13,29.5,13,29.5,11,25.0,7,15.9,18,40.9
"North Canaan School District","=""1000011""","Math","N",113,111,98.2,111,18,16.2,35,31.5,42,37.8,16,14.4,58,52.3
"North Haven School District","=""1010011""","ELA","Y",237,229,96.6,229,49,21.4,62,27.1,78,34.1,40,17.5,118,51.5
"North Haven School District","=""1010011""","ELA","N",1244,1215,97.7,1215,104,8.6,202,16.6,423,34.8,486,40.0,909,74.8
"North Haven School District","=""1010011""","Math","Y",237,229,96.6,229,61,26.6,73,31.9,60,26.2,35,15.3,95,41.5
"North Haven School District","=""1010011""","Math","N",1244,1211,97.3,1211,120,9.9,321,26.5,361,29.8,409,33.8,770,63.6
"North Stonington School District","=""1020011""","ELA","Y",50,50,100.0,50,8,16.0,14,28.0,16,32.0,12,24.0,28,56.0
"North Stonington School District","=""1020011""","ELA","N",290,288,99.3,288,20,6.9,36,12.5,114,39.6,118,41.0,232,80.6
"North Stonington School District","=""1020011""","Math","Y",50,49,98.0,49,9,18.4,14,28.6,12,24.5,14,28.6,26,53.1
"North Stonington School District","=""1020011""","Math","N",290,288,99.3,288,20,6.9,61,21.2,82,28.5,125,43.4,207,71.9
"Norwalk School District","=""1030011""","ELA","Y",2791,2782,99.7,2780,1042,37.5,791,28.5,683,24.6,264,9.5,947,34.1
"Norwalk School District","=""1030011""","ELA","N",2291,2263,98.8,2254,338,15.0,495,22.0,722,32.0,699,31.0,1421,63.0
"Norwalk School District","=""1030011""","Math","Y",2791,2781,99.6,2781,1305,46.9,867,31.2,454,16.3,155,5.6,609,21.9
"Norwalk School District","=""1030011""","Math","N",2288,2251,98.4,2246,477,21.2,675,30.1,572,25.5,522,23.2,1094,48.7
"Norwich School District","=""1040011""","ELA","Y",1713,1689,98.6,1688,780,46.2,435,25.8,353,20.9,120,7.1,473,28.0
"Norwich School District","=""1040011""","ELA","N",493,478,97.0,477,115,24.1,115,24.1,149,31.2,98,20.5,247,51.8
"Norwich School District","=""1040011""","Math","Y",1710,1686,98.6,1685,868,51.5,527,31.3,203,12.0,87,5.2,290,17.2
"Norwich School District","=""1040011""","Math","N",492,477,97.0,476,132,27.7,179,37.6,112,23.5,53,11.1,165,34.7
"Odyssey Community School District","=""2630013""","ELA","Y",68,68,100.0,68,19,27.9,19,27.9,20,29.4,10,14.7,30,44.1
"Odyssey Community School District","=""2630013""","ELA","N",148,147,99.3,147,23,15.6,34,23.1,58,39.5,32,21.8,90,61.2
"Odyssey Community School District","=""2630013""","Math","Y",68,68,100.0,68,30,44.1,18,26.5,"*","*","*","*",20,29.4
"Odyssey Community School District","=""2630013""","Math","N",148,147,99.3,147,"*","*",48,32.7,41,27.9,"*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",125,124,99.2,124,25,20.2,32,25.8,47,37.9,20,16.1,67,54.0
"Old Saybrook School District","=""1060011""","ELA","N",492,486,98.8,486,37,7.6,90,18.5,194,39.9,165,34.0,359,73.9
"Old Saybrook School District","=""1060011""","Math","Y",125,122,97.6,122,31,25.4,46,37.7,30,24.6,15,12.3,45,36.9
"Old Saybrook School District","=""1060011""","Math","N",492,486,98.8,486,52,10.7,148,30.5,147,30.2,139,28.6,286,58.8
"Orange School District","=""1070011""","ELA","Y",40,40,100.0,40,12,30.0,10,25.0,11,27.5,7,17.5,18,45.0
"Orange School District","=""1070011""","ELA","N",694,680,98.0,680,49,7.2,92,13.5,228,33.5,311,45.7,539,79.3
"Orange School District","=""1070011""","Math","Y",40,39,97.5,39,"*","*",18,46.2,9,23.1,"*","*","*","*"
"Orange School District","=""1070011""","Math","N",694,680,98.0,680,"*","*",150,22.1,259,38.1,"*","*","*","*"
"Oxford School District","=""1080011""","ELA","Y",87,86,98.9,86,28,32.6,17,19.8,29,33.7,12,14.0,41,47.7
"Oxford School District","=""1080011""","ELA","N",876,863,98.5,863,91,10.5,205,23.8,318,36.8,249,28.9,567,65.7
"Oxford School District","=""1080011""","Math","Y",87,85,97.7,85,32,37.6,23,27.1,19,22.4,11,12.9,30,35.3
