"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, English Learne"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Guilford School District","=""0600011""","Math","Y",23,23,100.0,23,11,47.8,7,30.4,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","ELA","N",2314,2286,98.8,2286,564,24.7,"*","*",691,30.2,"*","*","*","*"
"Hamden School District","=""0620011""","ELA","Y",118,117,99.2,117,78,66.7,28,23.9,"*","*","*","*",11,9.4
"Hamden School District","=""0620011""","Math","N",2314,2275,98.3,2275,701,30.8,679,29.8,533,23.4,362,15.9,895,39.3
"Hamden School District","=""0620011""","Math","Y",118,116,98.3,116,78,67.2,23,19.8,8,6.9,7,6.0,15,12.9
"Hampton School District","=""0630011""","ELA","N",48,48,100.0,48,8,16.7,14,29.2,15,31.3,11,22.9,26,54.2
"Hampton School District","=""0630011""","Math","N",48,48,100.0,48,13,27.1,13,27.1,14,29.2,8,16.7,22,45.8
"Hartford School District","=""0640011""","ELA","N",7662,7570,98.8,7568,3274,43.3,1978,26.1,1644,21.7,672,8.9,2316,30.6
"Hartford School District","=""0640011""","ELA","Y",1714,1700,99.2,1699,1394,82.0,229,13.5,70,4.1,6,0.4,76,4.5
"Hartford School District","=""0640011""","Math","N",7658,7507,98.0,7503,3955,52.7,2140,28.5,918,12.2,490,6.5,1408,18.8
"Hartford School District","=""0640011""","Math","Y",1711,1675,97.9,1674,1376,82.2,242,14.5,48,2.9,8,0.5,56,3.3
"Hartland School District","=""0650011""","ELA","N",126,126,100.0,126,14,11.1,26,20.6,51,40.5,35,27.8,86,68.3
"Hartland School District","=""0650011""","Math","N",126,125,99.2,125,22,17.6,38,30.4,34,27.2,31,24.8,65,52.0
"Hebron School District","=""0670011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",190,190,100.0,187,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",190,184,96.8,183,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",235,232,98.7,232,69,29.7,80,34.5,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","Y",27,27,100.0,27,20,74.1,"*","*","*","*",0,0.0,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",235,232,98.7,232,132,56.9,"*","*",16,6.9,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","Y",27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Jumoke Academy District","=""2610013""","ELA","N",419,418,99.8,418,137,32.8,120,28.7,113,27.0,48,11.5,161,38.5
"Jumoke Academy District","=""2610013""","Math","N",419,419,100.0,419,193,46.1,141,33.7,63,15.0,22,5.3,85,20.3
"Kent School District","=""0680011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",977,947,96.9,947,"*","*",237,25.0,366,38.6,"*","*","*","*"
"Killingly School District","=""0690011""","ELA","Y",35,35,100.0,35,12,34.3,12,34.3,"*","*","*","*",11,31.4
"Killingly School District","=""0690011""","Math","N",977,946,96.8,946,268,28.3,341,36.0,"*","*","*","*",337,35.6
"Killingly School District","=""0690011""","Math","Y",35,35,100.0,35,12,34.3,14,40.0,"*","*","*","*",9,25.7
"Learn","=""2450014""","ELA","N",362,357,98.6,357,"*","*",82,23.0,"*","*",92,25.8,"*","*"
"Learn","=""2450014""","ELA","Y",56,56,100.0,56,30,53.6,"*","*","*","*",0,0.0,"*","*"
"Learn","=""2450014""","Math","N",362,357,98.6,357,125,35.0,117,32.8,71,19.9,44,12.3,115,32.2
"Learn","=""2450014""","Math","Y",56,56,100.0,56,33,58.9,17,30.4,6,10.7,0,0.0,6,10.7
"Lebanon School District","=""0710011""","ELA","N",458,439,95.9,439,51,11.6,96,21.9,148,33.7,144,32.8,292,66.5
"Lebanon School District","=""0710011""","Math","N",458,439,95.9,439,67,15.3,120,27.3,151,34.4,101,23.0,252,57.4
"Ledyard School District","=""0720011""","ELA","N",996,990,99.4,989,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Math","N",996,990,99.4,989,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Math","Y",14,14,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","N",437,432,98.9,432,35,8.1,62,14.4,149,34.5,186,43.1,335,77.5
"Litchfield School District","=""0740011""","Math","N",437,432,98.9,432,40,9.3,98,22.7,121,28.0,173,40.0,294,68.1
"Madison School District","=""0760011""","ELA","N",1327,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","N",1327,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","ELA","N",2537,2504,98.7,2503,881,35.2,573,22.9,657,26.2,392,15.7,1049,41.9
"Manchester School District","=""0770011""","ELA","Y",141,140,99.3,140,95,67.9,28,20.0,17,12.1,0,0.0,17,12.1
"Manchester School District","=""0770011""","Math","N",2537,2501,98.6,2500,994,39.8,741,29.6,"*","*","*","*",765,30.6
"Manchester School District","=""0770011""","Math","Y",141,140,99.3,140,95,67.9,27,19.3,"*","*","*","*",18,12.9
"Mansfield School District","=""0780011""","ELA","N",781,726,93.0,726,51,7.0,91,12.5,"*","*","*","*",584,80.4
"Mansfield School District","=""0780011""","ELA","Y",34,34,100.0,34,21,61.8,6,17.6,"*","*","*","*",7,20.6
"Mansfield School District","=""0780011""","Math","N",782,727,93.0,727,61,8.4,147,20.2,208,28.6,311,42.8,519,71.4
"Mansfield School District","=""0780011""","Math","Y",34,34,100.0,34,7,20.6,9,26.5,11,32.4,7,20.6,18,52.9
"Marlborough School District","=""0790011""","ELA","N",341,340,99.7,340,31,9.1,59,17.4,101,29.7,149,43.8,250,73.5
"Marlborough School District","=""0790011""","Math","N",341,339,99.4,339,21,6.2,66,19.5,107,31.6,145,42.8,252,74.3
"Meriden School District","=""0800011""","ELA","N",2951,2931,99.3,2931,858,29.3,"*","*",884,30.2,"*","*","*","*"
"Meriden School District","=""0800011""","ELA","Y",463,462,99.8,462,336,72.7,90,19.5,"*","*","*","*",36,7.8
"Meriden School District","=""0800011""","Math","N",2947,2899,98.4,2899,1121,38.7,948,32.7,546,18.8,284,9.8,830,28.6
"Meriden School District","=""0800011""","Math","Y",463,455,98.3,454,344,75.8,81,17.8,22,4.8,7,1.5,29,6.4
"Middletown School District","=""0830011""","ELA","N",2023,2021,99.9,2019,492,24.4,"*","*",646,32.0,"*","*","*","*"
"Middletown School District","=""0830011""","ELA","Y",69,69,100.0,69,50,72.5,12,17.4,"*","*","*","*",7,10.1
"Middletown School District","=""0830011""","Math","N",2022,2015,99.7,2014,635,31.5,580,28.8,"*","*","*","*","*","*"
"Middletown School District","=""0830011""","Math","Y",69,69,100.0,69,50,72.5,14,20.3,"*","*","*","*","*","*"
"Milford School District","=""0840011""","ELA","N",2700,2646,98.0,2646,"*","*",594,22.4,988,37.3,"*","*","*","*"
"Milford School District","=""0840011""","ELA","Y",52,51,98.1,51,28,54.9,13,25.5,"*","*","*","*",10,19.6
"Milford School District","=""0840011""","Math","N",2699,2638,97.7,2638,"*","*",793,30.1,772,29.3,"*","*","*","*"
"Milford School District","=""0840011""","Math","Y",52,51,98.1,51,26,51.0,14,27.5,"*","*","*","*",11,21.6
"Monroe School District","=""0850011""","ELA","N",1442,1430,99.2,1430,"*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","N",1443,1430,99.1,1430,"*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","ELA","N",1022,1018,99.6,1018,"*","*",242,23.8,355,34.9,"*","*","*","*"
"Montville School District","=""0860011""","ELA","Y",26,26,100.0,26,"*","*",10,38.5,7,26.9,"*","*","*","*"
"Montville School District","=""0860011""","Math","N",1021,1017,99.6,1017,"*","*",330,32.4,289,28.4,"*","*","*","*"
"Montville School District","=""0860011""","Math","Y",26,26,100.0,26,8,30.8,10,38.5,"*","*","*","*",8,30.8
"Naugatuck School District","=""0880011""","ELA","N",1872,1865,99.6,1865,453,24.3,482,25.8,582,31.2,348,18.7,930,49.9
"Naugatuck School District","=""0880011""","ELA","Y",86,86,100.0,86,49,57.0,27,31.4,10,11.6,0,0.0,10,11.6
"Naugatuck School District","=""0880011""","Math","N",1872,1865,99.6,1865,637,34.2,618,33.1,"*","*","*","*",610,32.7
"Naugatuck School District","=""0880011""","Math","Y",86,86,100.0,86,42,48.8,27,31.4,"*","*","*","*",17,19.8
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8
"New Britain School District","=""0890011""","ELA","N",3608,3592,99.6,3592,1756,48.9,895,24.9,"*","*","*","*",941,26.2
"New Britain School District","=""0890011""","ELA","Y",745,740,99.3,739,637,86.2,83,11.2,"*","*","*","*",19,2.6
"New Britain School District","=""0890011""","Math","N",3595,3572,99.4,3570,2057,57.6,981,27.5,"*","*","*","*",532,14.9
"New Britain School District","=""0890011""","Math","Y",739,732,99.1,732,648,88.5,73,10.0,"*","*","*","*",11,1.5
"New Canaan School District","=""0900011""","ELA","N",2016,2001,99.3,2001,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Math","N",2018,2002,99.2,2002,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","N",1054,968,91.8,968,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",1054,955,90.6,954,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","ELA","N",295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6
"New Hartford School District","=""0920011""","Math","N",295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7
"New Haven School District","=""0930011""","ELA","N",7448,7367,98.9,7364,2622,35.6,2026,27.5,1888,25.6,828,11.2,2716,36.9
"New Haven School District","=""0930011""","ELA","Y",1615,1604,99.3,1596,1057,66.2,379,23.7,135,8.5,25,1.6,160,10.0
"New Haven School District","=""0930011""","Math","N",7451,7355,98.7,7352,3465,47.1,2355,32.0,1029,14.0,503,6.8,1532,20.8
"New Haven School District","=""0930011""","Math","Y",1618,1602,99.0,1591,1065,66.9,405,25.5,103,6.5,18,1.1,121,7.6
"New London School District","=""0950011""","ELA","N",1101,1090,99.0,1090,398,36.5,302,27.7,"*","*","*","*",390,35.8
"New London School District","=""0950011""","ELA","Y",352,351,99.7,349,265,75.9,63,18.1,"*","*","*","*",21,6.0
"New London School District","=""0950011""","Math","N",1103,1089,98.7,1088,480,44.1,367,33.7,"*","*","*","*",241,22.2
"New London School District","=""0950011""","Math","Y",351,349,99.4,346,276,79.8,56,16.2,"*","*","*","*",14,4.0
"New Milford School District","=""0960011""","ELA","N",1920,1811,94.3,1811,"*","*",443,24.5,609,33.6,"*","*","*","*"
"New Milford School District","=""0960011""","ELA","Y",57,57,100.0,57,32,56.1,15,26.3,"*","*","*","*",10,17.5
"New Milford School District","=""0960011""","Math","N",1920,1778,92.6,1778,389,21.9,538,30.3,"*","*","*","*",851,47.9
"New Milford School District","=""0960011""","Math","Y",57,57,100.0,57,34,59.6,17,29.8,"*","*","*","*",6,10.5
"Newington School District","=""0940011""","ELA","N",1851,1845,99.7,1845,"*","*",441,23.9,627,34.0,"*","*","*","*"
"Newington School District","=""0940011""","ELA","Y",50,50,100.0,50,25,50.0,"*","*",14,28.0,"*","*","*","*"
"Newington School District","=""0940011""","Math","N",1850,1842,99.6,1842,"*","*",543,29.5,546,29.6,"*","*","*","*"
"Newington School District","=""0940011""","Math","Y",50,50,100.0,50,20,40.0,19,38.0,"*","*","*","*",11,22.0
"Newtown School District","=""0970011""","ELA","N",2075,2058,99.2,2058,"*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Math","N",2075,2055,99.0,2055,"*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","N",57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1
"Norfolk School District","=""0980011""","Math","N",57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4
"North Branford School District","=""0990011""","ELA","N",864,829,95.9,829,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Math","N",864,829,95.9,829,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","N",1448,1411,97.4,1411,143,10.1,250,17.7,"*","*","*","*",1018,72.1
"North Haven School District","=""1010011""","ELA","Y",33,33,100.0,33,10,30.3,14,42.4,"*","*","*","*",9,27.3
"North Haven School District","=""1010011""","Math","N",1448,1407,97.2,1407,170,12.1,387,27.5,412,29.3,438,31.1,850,60.4
"North Haven School District","=""1010011""","Math","Y",33,33,100.0,33,11,33.3,7,21.2,9,27.3,6,18.2,15,45.5
"North Stonington School District","=""1020011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","N",4337,4302,99.2,4301,882,20.5,1115,25.9,1347,31.3,957,22.3,2304,53.6
"Norwalk School District","=""1030011""","ELA","Y",745,743,99.7,733,498,67.9,171,23.3,58,7.9,6,0.8,64,8.7
"Norwalk School District","=""1030011""","Math","N",4335,4292,99.0,4291,1294,30.2,1352,31.5,974,22.7,671,15.6,1645,38.3
"Norwalk School District","=""1030011""","Math","Y",744,740,99.5,736,488,66.3,190,25.8,52,7.1,6,0.8,58,7.9
"Norwich School District","=""1040011""","ELA","N",1906,1868,98.0,1867,690,37.0,"*","*",482,25.8,"*","*","*","*"
"Norwich School District","=""1040011""","ELA","Y",300,299,99.7,298,205,68.8,70,23.5,"*","*","*","*",23,7.7
"Norwich School District","=""1040011""","Math","N",1903,1865,98.0,1865,795,42.6,637,34.2,"*","*","*","*",433,23.2
"Norwich School District","=""1040011""","Math","Y",299,298,99.7,296,205,69.3,69,23.3,"*","*","*","*",22,7.4
"Odyssey Community School District","=""2630013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",602,595,98.8,595,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",602,593,98.5,593,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","ELA","N",717,703,98.0,703,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","N",717,702,97.9,702,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",944,930,98.5,930,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","N",944,928,98.3,928,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","N",1016,1005,98.9,1005,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Math","N",1016,1005,98.9,1005,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","ELA","N",1002,1001,99.9,1001,"*","*",228,22.8,364,36.4,"*","*","*","*"
"Plainville School District","=""1100011""","ELA","Y",41,41,100.0,41,15,36.6,"*","*",14,34.1,"*","*","*","*"
"Plainville School District","=""1100011""","Math","N",1003,1001,99.8,1001,"*","*",336,33.6,268,26.8,"*","*","*","*"
"Plainville School District","=""1100011""","Math","Y",41,41,100.0,41,15,36.6,14,34.1,"*","*","*","*",12,29.3
"Plymouth School District","=""1110011""","ELA","N",656,649,98.9,649,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","N",656,649,98.9,649,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N",638,623,97.6,623,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N",638,623,97.6,623,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","N",524,510,97.3,509,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","N",523,508,97.1,507,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","ELA","N",651,643,98.8,643,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Math","N",651,643,98.8,643,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","N",325,312,96.0,312,36,11.5,57,18.3,141,45.2,78,25.0,219,70.2
"Regional School District 07","=""2070012""","Math","N",325,312,96.0,312,39,12.5,65,20.8,113,36.2,95,30.4,208,66.7
"Regional School District 08","=""2080012""","ELA","N",567,561,98.9,558,48,8.6,113,20.3,264,47.3,133,23.8,397,71.1
"Regional School District 08","=""2080012""","Math","N",567,561,98.9,558,75,13.4,155,27.8,162,29.0,166,29.7,328,58.8
"Regional School District 10","=""2100012""","ELA","N",1121,1104,98.5,1104,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","N",1120,1103,98.5,1103,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","N",91,90,98.9,90,9,10.0,20,22.2,47,52.2,14,15.6,61,67.8
"Regional School District 11","=""2110012""","Math","N",91,89,97.8,89,22,24.7,34,38.2,20,22.5,13,14.6,33,37.1
"Regional School District 12","=""2120012""","ELA","N",305,304,99.7,304,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N",305,303,99.3,303,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",827,818,98.9,818,88,10.8,184,22.5,308,37.7,238,29.1,546,66.7
"Regional School District 13","=""2130012""","Math","N",827,817,98.8,817,135,16.5,255,31.2,239,29.3,188,23.0,427,52.3
"Regional School District 14","=""2140012""","ELA","N",653,649,99.4,649,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","N",653,648,99.2,648,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELA","N",1810,1785,98.6,1785,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Math","N",1810,1782,98.5,1782,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
