"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Portland School District","=""1130011""","Y",174,170,97.7,170,37,21.8,45,26.5,56,32.9,32,18.8,88,51.8
"Portland School District","=""1130011""","N",470,459,97.7,459,10,2.2,61,13.3,159,34.6,229,49.9,388,84.5
"Preston School District","=""1140011""","Y",96,92,95.8,92,23,25.0,26,28.3,26,28.3,17,18.5,43,46.7
"Preston School District","=""1140011""","N",185,177,95.7,177,10,5.6,31,17.5,74,41.8,62,35.0,136,76.8
"Putnam School District","=""1160011""","Y",340,326,95.9,326,131,40.2,79,24.2,79,24.2,37,11.3,116,35.6
"Putnam School District","=""1160011""","N",197,197,100.0,196,16,8.2,40,20.4,81,41.3,59,30.1,140,71.4
"Redding School District","=""1170011""","Y",106,102,96.2,102,28,27.5,29,28.4,28,27.5,17,16.7,45,44.1
"Redding School District","=""1170011""","N",556,552,99.3,552,17,3.1,62,11.2,200,36.2,273,49.5,473,85.7
"Regional School District 01","=""2010012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",82,81,98.8,81,26,32.1,23,28.4,24,29.6,8,9.9,32,39.5
"Regional School District 04","=""2040012""","N",229,227,99.1,227,12,5.3,39,17.2,110,48.5,66,29.1,176,77.5
"Regional School District 05","=""2050012""","Y",118,113,95.8,113,39,34.5,40,35.4,24,21.2,10,8.8,34,30.1
"Regional School District 05","=""2050012""","N",638,625,98.0,625,16,2.6,65,10.4,282,45.1,262,41.9,544,87.0
"Regional School District 06","=""2060012""","Y",90,83,92.2,83,28,33.7,18,21.7,24,28.9,13,15.7,37,44.6
"Regional School District 06","=""2060012""","N",241,230,95.4,230,16,7.0,35,15.2,100,43.5,79,34.3,179,77.8
"Regional School District 07","=""2070012""","Y",59,57,96.6,57,22,38.6,"*","*",16,28.1,"*","*","*","*"
"Regional School District 07","=""2070012""","N",266,255,95.9,255,"*","*",41,16.1,125,49.0,"*","*","*","*"
"Regional School District 08","=""2080012""","Y",101,100,99.0,100,31,31.0,33,33.0,25,25.0,11,11.0,36,36.0
"Regional School District 08","=""2080012""","N",466,461,98.9,458,17,3.7,80,17.5,239,52.2,122,26.6,361,78.8
"Regional School District 10","=""2100012""","Y",171,161,94.2,161,47,29.2,48,29.8,44,27.3,22,13.7,66,41.0
"Regional School District 10","=""2100012""","N",964,957,99.3,957,61,6.4,180,18.8,359,37.5,357,37.3,716,74.8
"Regional School District 11","=""2110012""","Y",36,35,97.2,35,"*","*",11,31.4,13,37.1,"*","*","*","*"
"Regional School District 11","=""2110012""","N",55,55,100.0,55,"*","*",9,16.4,34,61.8,"*","*","*","*"
"Regional School District 12","=""2120012""","Y",71,71,100.0,71,16,22.5,22,31.0,24,33.8,9,12.7,33,46.5
"Regional School District 12","=""2120012""","N",240,239,99.6,239,9,3.8,26,10.9,100,41.8,104,43.5,204,85.4
"Regional School District 13","=""2130012""","Y",170,165,97.1,165,54,32.7,57,34.5,45,27.3,9,5.5,54,32.7
"Regional School District 13","=""2130012""","N",657,653,99.4,653,34,5.2,127,19.4,263,40.3,229,35.1,492,75.3
"Regional School District 14","=""2140012""","Y",165,164,99.4,164,55,33.5,43,26.2,47,28.7,19,11.6,66,40.2
"Regional School District 14","=""2140012""","N",499,496,99.4,496,35,7.1,111,22.4,185,37.3,165,33.3,350,70.6
"Regional School District 15","=""2150012""","Y",335,325,97.0,325,88,27.1,107,32.9,93,28.6,37,11.4,130,40.0
"Regional School District 15","=""2150012""","N",1486,1471,99.0,1471,37,2.5,172,11.7,545,37.0,717,48.7,1262,85.8
"Regional School District 16","=""2160012""","Y",287,266,92.7,266,80,30.1,87,32.7,74,27.8,25,9.4,99,37.2
"Regional School District 16","=""2160012""","N",782,734,93.9,734,47,6.4,141,19.2,285,38.8,261,35.6,546,74.4
"Regional School District 17","=""2170012""","Y",254,251,98.8,251,62,24.7,82,32.7,75,29.9,32,12.7,107,42.6
"Regional School District 17","=""2170012""","N",808,804,99.5,804,38,4.7,99,12.3,286,35.6,381,47.4,667,83.0
"Regional School District 18","=""2180012""","Y",103,102,99.0,102,25,24.5,29,28.4,29,28.4,19,18.6,48,47.1
"Regional School District 18","=""2180012""","N",504,498,98.8,498,11,2.2,52,10.4,199,40.0,236,47.4,435,87.3
"Ridgefield School District","=""1180011""","Y",293,283,96.6,283,94,33.2,72,25.4,75,26.5,42,14.8,117,41.3
"Ridgefield School District","=""1180011""","N",2090,2040,97.6,2040,48,2.4,196,9.6,688,33.7,1108,54.3,1796,88.0
"Rocky Hill School District","=""1190011""","Y",272,270,99.3,270,91,33.7,76,28.1,67,24.8,36,13.3,103,38.1
"Rocky Hill School District","=""1190011""","N",867,864,99.7,864,49,5.7,150,17.4,316,36.6,349,40.4,665,77.0
"Salem School District","=""1210011""","Y",66,66,100.0,66,"*","*",18,27.3,23,34.8,"*","*","*","*"
"Salem School District","=""1210011""","N",180,180,100.0,180,"*","*","*","*",60,33.3,109,60.6,169,93.9
"Salisbury School District","=""1220011""","Y",31,31,100.0,31,"*","*",10,32.3,11,35.5,"*","*","*","*"
"Salisbury School District","=""1220011""","N",129,129,100.0,129,"*","*","*","*",47,36.4,66,51.2,113,87.6
"Scotland School District","=""1230011""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",37,35,94.6,35,"*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",398,397,99.7,397,146,36.8,110,27.7,107,27.0,34,8.6,141,35.5
"Seymour School District","=""1240011""","N",665,659,99.1,659,62,9.4,153,23.2,269,40.8,175,26.6,444,67.4
"Sharon School District","=""1250011""","Y",40,39,97.5,39,16,41.0,13,33.3,"*","*","*","*",10,25.6
"Sharon School District","=""1250011""","N",64,63,98.4,63,10,15.9,12,19.0,"*","*","*","*",41,65.1
"Shelton School District","=""1260011""","Y",774,761,98.3,760,204,26.8,216,28.4,230,30.3,110,14.5,340,44.7
"Shelton School District","=""1260011""","N",1541,1530,99.3,1530,52,3.4,197,12.9,574,37.5,707,46.2,1281,83.7
"Sherman School District","=""1270011""","Y",42,29,69.0,29,15,51.7,"*","*","*","*",6,20.7,"*","*"
"Sherman School District","=""1270011""","N",180,145,80.6,145,7,4.8,"*","*","*","*",50,34.5,"*","*"
"Side By Side Charter School District","=""2700013""","Y",77,77,100.0,77,"*","*",26,33.8,30,39.0,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",52,52,100.0,52,"*","*","*","*",25,48.1,14,26.9,39,75.0
"Simsbury School District","=""1280011""","Y",387,384,99.2,384,86,22.4,119,31.0,109,28.4,70,18.2,179,46.6
"Simsbury School District","=""1280011""","N",1548,1546,99.9,1546,33,2.1,140,9.1,512,33.1,861,55.7,1373,88.8
"Somers School District","=""1290011""","Y",129,128,99.2,128,51,39.8,39,30.5,25,19.5,13,10.2,38,29.7
"Somers School District","=""1290011""","N",559,537,96.1,537,33,6.1,93,17.3,200,37.2,211,39.3,411,76.5
"South Windsor School District","=""1320011""","Y",456,444,97.4,444,101,22.7,128,28.8,148,33.3,67,15.1,215,48.4
"South Windsor School District","=""1320011""","N",1408,1401,99.5,1401,45,3.2,157,11.2,519,37.0,680,48.5,1199,85.6
"Southington School District","=""1310011""","Y",797,785,98.5,785,263,33.5,210,26.8,222,28.3,90,11.5,312,39.7
"Southington School District","=""1310011""","N",2313,2302,99.5,2302,141,6.1,434,18.9,930,40.4,797,34.6,1727,75.0
"Sprague School District","=""1330011""","Y",127,126,99.2,126,44,34.9,33,26.2,40,31.7,9,7.1,49,38.9
"Sprague School District","=""1330011""","N",93,93,100.0,93,8,8.6,19,20.4,44,47.3,22,23.7,66,71.0
"Stafford School District","=""1340011""","Y",300,292,97.3,292,72,24.7,66,22.6,115,39.4,39,13.4,154,52.7
"Stafford School District","=""1340011""","N",380,377,99.2,377,21,5.6,79,21.0,154,40.8,123,32.6,277,73.5
"Stamford School District","=""1350011""","Y",4275,4235,99.1,4235,1670,39.4,1180,27.9,1048,24.7,337,8.0,1385,32.7
"Stamford School District","=""1350011""","N",2780,2757,99.2,2757,198,7.2,469,17.0,995,36.1,1095,39.7,2090,75.8
"Sterling School District","=""1360011""","Y",112,109,97.3,109,35,32.1,30,27.5,36,33.0,8,7.3,44,40.4
"Sterling School District","=""1360011""","N",174,170,97.7,170,17,10.0,42,24.7,61,35.9,50,29.4,111,65.3
"Stonington School District","=""1370011""","Y",301,286,95.0,286,90,31.5,63,22.0,93,32.5,40,14.0,133,46.5
"Stonington School District","=""1370011""","N",694,686,98.8,686,33,4.8,94,13.7,240,35.0,319,46.5,559,81.5
"Stratford School District","=""1380011""","Y",1694,1683,99.4,1681,630,37.5,467,27.8,425,25.3,159,9.5,584,34.7
"Stratford School District","=""1380011""","N",1535,1524,99.3,1524,173,11.4,346,22.7,588,38.6,417,27.4,1005,65.9
"Suffield School District","=""1390011""","Y",209,200,95.7,200,71,35.5,63,31.5,46,23.0,20,10.0,66,33.0
"Suffield School District","=""1390011""","N",823,810,98.4,810,52,6.4,134,16.5,305,37.7,319,39.4,624,77.0
"The Bridge Academy District","=""2690013""","Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",91,90,98.9,90,27,30.0,31,34.4,23,25.6,9,10.0,32,35.6
"The Gilbert School District","=""9020022""","N",81,78,96.3,78,11,14.1,21,26.9,34,43.6,12,15.4,46,59.0
"Thomaston School District","=""1400011""","Y",158,154,97.5,154,71,46.1,38,24.7,36,23.4,9,5.8,45,29.2
"Thomaston School District","=""1400011""","N",298,298,100.0,298,33,11.1,74,24.8,114,38.3,77,25.8,191,64.1
"Thompson School District","=""1410011""","Y",203,192,94.6,192,92,47.9,51,26.6,43,22.4,6,3.1,49,25.5
"Thompson School District","=""1410011""","N",297,284,95.6,284,53,18.7,108,38.0,85,29.9,38,13.4,123,43.3
"Tolland School District","=""1420011""","Y",229,226,98.7,226,70,31.0,80,35.4,54,23.9,22,9.7,76,33.6
"Tolland School District","=""1420011""","N",984,980,99.6,980,43,4.4,160,16.3,383,39.1,394,40.2,777,79.3
"Torrington School District","=""1430011""","Y",1229,1188,96.7,1188,413,34.8,358,30.1,302,25.4,115,9.7,417,35.1
"Torrington School District","=""1430011""","N",847,811,95.7,811,119,14.7,218,26.9,305,37.6,169,20.8,474,58.4
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",560,552,98.6,552,122,22.1,158,28.6,159,28.8,113,20.5,272,49.3
"Trumbull School District","=""1440011""","N",2446,2413,98.7,2412,42,1.7,218,9.0,787,32.6,1365,56.6,2152,89.2
"Unified School District #2","=""3470015""","Y",31,31,100.0,30,25,83.3,"*","*","*","*",0,0.0,"*","*"
"Union School District","=""1450011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",763,749,98.2,748,326,43.6,206,27.5,163,21.8,53,7.1,216,28.9
"Vernon School District","=""1460011""","N",647,641,99.1,641,98,15.3,139,21.7,237,37.0,167,26.1,404,63.0
"Voluntown School District","=""1470011""","Y",69,69,100.0,69,"*","*",22,31.9,21,30.4,"*","*","*","*"
"Voluntown School District","=""1470011""","N",105,105,100.0,105,"*","*",17,16.2,46,43.8,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",815,804,98.7,804,303,37.7,250,31.1,204,25.4,47,5.8,251,31.2
"Wallingford School District","=""1480011""","N",1879,1862,99.1,1862,166,8.9,430,23.1,766,41.1,500,26.9,1266,68.0
"Waterbury School District","=""1510011""","Y",7158,7121,99.5,7120,3662,51.4,1829,25.7,1241,17.4,388,5.4,1629,22.9
"Waterbury School District","=""1510011""","N",1278,1274,99.7,1274,292,22.9,356,27.9,390,30.6,236,18.5,626,49.1
"Waterford School District","=""1520011""","Y",395,395,100.0,395,123,31.1,112,28.4,109,27.6,51,12.9,160,40.5
"Waterford School District","=""1520011""","N",819,818,99.9,818,40,4.9,137,16.7,322,39.4,319,39.0,641,78.4
"Watertown School District","=""1530011""","Y",490,485,99.0,485,145,29.9,131,27.0,145,29.9,64,13.2,209,43.1
"Watertown School District","=""1530011""","N",829,821,99.0,821,50,6.1,182,22.2,313,38.1,276,33.6,589,71.7
"West Hartford School District","=""1550011""","Y",1264,1252,99.1,1251,395,31.6,349,27.9,355,28.4,152,12.2,507,40.5
"West Hartford School District","=""1550011""","N",3160,3143,99.5,3140,125,4.0,398,12.7,1103,35.1,1514,48.2,2617,83.3
"West Haven School District","=""1560011""","Y",1837,1821,99.1,1821,646,35.5,472,25.9,499,27.4,204,11.2,703,38.6
"West Haven School District","=""1560011""","N",800,791,98.9,791,88,11.1,184,23.3,294,37.2,225,28.4,519,65.6
"Westbrook School District","=""1540011""","Y",90,90,100.0,90,"*","*",25,27.8,28,31.1,"*","*","*","*"
"Westbrook School District","=""1540011""","N",233,232,99.6,232,"*","*","*","*",80,34.5,118,50.9,198,85.3
"Weston School District","=""1570011""","Y",116,103,88.8,103,39,37.9,27,26.2,27,26.2,10,9.7,37,35.9
"Weston School District","=""1570011""","N",993,982,98.9,982,32,3.3,127,12.9,396,40.3,427,43.5,823,83.8
"Westport School District","=""1580011""","Y",368,356,96.7,355,86,24.2,106,29.9,107,30.1,56,15.8,163,45.9
"Westport School District","=""1580011""","N",2293,2247,98.0,2243,45,2.0,224,10.0,788,35.1,1186,52.9,1974,88.0
"Wethersfield School District","=""1590011""","Y",483,477,98.8,477,163,34.2,137,28.7,128,26.8,49,10.3,177,37.1
"Wethersfield School District","=""1590011""","N",1141,1126,98.7,1126,64,5.7,173,15.4,441,39.2,448,39.8,889,79.0
"Willington School District","=""1600011""","Y",96,93,96.9,93,29,31.2,29,31.2,24,25.8,11,11.8,35,37.6
"Willington School District","=""1600011""","N",192,183,95.3,183,26,14.2,33,18.0,85,46.4,39,21.3,124,67.8
"Wilton School District","=""1610011""","Y",300,291,97.0,291,80,27.5,93,32.0,95,32.6,23,7.9,118,40.5
"Wilton School District","=""1610011""","N",1687,1658,98.3,1658,34,2.1,187,11.3,628,37.9,809,48.8,1437,86.7
"Winchester School District","=""1620011""","Y",209,204,97.6,204,75,36.8,57,27.9,54,26.5,18,8.8,72,35.3
"Winchester School District","=""1620011""","N",124,122,98.4,122,21,17.2,36,29.5,36,29.5,29,23.8,65,53.3
"Windham School District","=""1630011""","Y",1313,1303,99.2,1303,591,45.4,333,25.6,289,22.2,90,6.9,379,29.1
"Windham School District","=""1630011""","N",262,261,99.6,261,15,5.7,57,21.8,97,37.2,92,35.2,189,72.4
"Windsor Locks School District","=""1650011""","Y",350,347,99.1,347,138,39.8,104,30.0,73,21.0,32,9.2,105,30.3
"Windsor Locks School District","=""1650011""","N",370,366,98.9,366,41,11.2,83,22.7,147,40.2,95,26.0,242,66.1
"Windsor School District","=""1640011""","Y",635,628,98.9,628,281,44.7,167,26.6,124,19.7,56,8.9,180,28.7
"Windsor School District","=""1640011""","N",732,725,99.0,725,119,16.4,167,23.0,258,35.6,181,25.0,439,60.6
"Wolcott School District","=""1660011""","Y",298,294,98.7,294,87,29.6,66,22.4,86,29.3,55,18.7,141,48.0
"Wolcott School District","=""1660011""","N",792,790,99.7,790,39,4.9,164,20.8,328,41.5,259,32.8,587,74.3
"Woodbridge School District","=""1670011""","Y",84,75,89.3,75,18,24.0,18,24.0,24,32.0,15,20.0,39,52.0
"Woodbridge School District","=""1670011""","N",354,342,96.6,342,13,3.8,34,9.9,102,29.8,193,56.4,295,86.3
"Woodstock School District","=""1690011""","Y",135,128,94.8,128,37,28.9,39,30.5,35,27.3,17,13.3,52,40.6
"Woodstock School District","=""1690011""","N",452,437,96.7,437,31,7.1,63,14.4,177,40.5,166,38.0,343,78.5

