"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, English Learner Status (EL)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Scotland School District","=""1230011""","N",57,55,96.5,55,10,18.2,23,41.8,11,20.0,11,20.0,22,40.0
"Seymour School District","=""1240011""","N",1041,1033,99.2,1033,207,20.0,318,30.8,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",22,22,100.0,22,11,50.0,8,36.4,"*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",104,102,98.1,102,34,33.3,28,27.5,28,27.5,12,11.8,40,39.2
"Shelton School District","=""1260011""","N",2233,2209,98.9,2209,323,14.6,614,27.8,662,30.0,610,27.6,1272,57.6
"Shelton School District","=""1260011""","Y",82,77,93.9,77,34,44.2,22,28.6,15,19.5,6,7.8,21,27.3
"Sherman School District","=""1270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",1900,1892,99.6,1892,179,9.5,422,22.3,"*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",25,25,100.0,25,14,56.0,6,24.0,"*","*","*","*","*","*"
"Somers School District","=""1290011""","N",688,663,96.4,663,101,15.2,209,31.5,184,27.8,169,25.5,353,53.2
"South Windsor School District","=""1320011""","N",1820,1797,98.7,1797,"*","*",391,21.8,473,26.3,"*","*","*","*"
"South Windsor School District","=""1320011""","Y",44,44,100.0,44,11,25.0,"*","*",21,47.7,"*","*","*","*"
"Southington School District","=""1310011""","N",3082,3057,99.2,3057,"*","*",876,28.7,"*","*",770,25.2,"*","*"
"Southington School District","=""1310011""","Y",26,26,100.0,26,14,53.8,"*","*","*","*",0,0.0,"*","*"
"Sprague School District","=""1330011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",6106,6042,99.0,6042,1511,25.0,1734,28.7,1477,24.4,1320,21.8,2797,46.3
"Stamford School District","=""1350011""","Y",950,943,99.3,943,659,69.9,215,22.8,50,5.3,19,2.0,69,7.3
"Sterling School District","=""1360011""","N",286,279,97.6,279,96,34.4,107,38.4,52,18.6,24,8.6,76,27.2
"Stonington School District","=""1370011""","N",990,966,97.6,966,"*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",3069,3040,99.1,3040,1110,36.5,988,32.5,"*","*","*","*",942,31.0
"Stratford School District","=""1380011""","Y",160,160,100.0,160,83,51.9,54,33.8,"*","*","*","*",23,14.4
"Suffield School District","=""1390011""","N",1025,1000,97.6,999,"*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",1201,1194,99.4,1194,"*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",1933,1847,95.6,1847,611,33.1,726,39.3,"*","*","*","*",510,27.6
"Torrington School District","=""1430011""","Y",145,143,98.6,143,91,63.6,36,25.2,"*","*","*","*",16,11.2
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","N",2970,2928,98.6,2927,"*","*",498,17.0,857,29.3,"*","*","*","*"
"Trumbull School District","=""1440011""","Y",36,36,100.0,36,9,25.0,15,41.7,"*","*","*","*",12,33.3
"Unified School District #2","=""3470015""","N",31,31,100.0,31,31,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","N",49,49,100.0,49,8,16.3,12,24.5,17,34.7,12,24.5,29,59.2
"Vernon School District","=""1460011""","N",1366,1344,98.4,1344,441,32.8,451,33.6,"*","*","*","*",452,33.6
"Vernon School District","=""1460011""","Y",46,44,95.7,43,26,60.5,10,23.3,"*","*","*","*",7,16.3
"Voluntown School District","=""1470011""","N",174,174,100.0,174,24,13.8,51,29.3,66,37.9,33,19.0,99,56.9
"Wallingford School District","=""1480011""","N",2556,2526,98.8,2526,482,19.1,833,33.0,769,30.4,442,17.5,1211,47.9
"Wallingford School District","=""1480011""","Y",138,138,100.0,138,67,48.6,41,29.7,23,16.7,7,5.1,30,21.7
"Waterbury School District","=""1510011""","N",7266,7232,99.5,7232,3846,53.2,2079,28.7,"*","*","*","*",1307,18.1
"Waterbury School District","=""1510011""","Y",1171,1166,99.6,1166,967,82.9,163,14.0,"*","*","*","*",36,3.1
"Waterford School District","=""1520011""","N",1193,1192,99.9,1192,216,18.1,"*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Y",22,22,100.0,22,14,63.6,"*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","N",1279,1266,99.0,1266,"*","*",456,36.0,336,26.5,"*","*","*","*"
"Watertown School District","=""1530011""","Y",39,39,100.0,39,19,48.7,10,25.6,"*","*","*","*",10,25.6
"West Hartford School District","=""1550011""","N",4195,4156,99.1,4153,614,14.8,1040,25.0,1239,29.8,1260,30.3,2499,60.2
"West Hartford School District","=""1550011""","Y",226,224,99.1,224,119,53.1,69,30.8,27,12.1,9,4.0,36,16.1
"West Haven School District","=""1560011""","N",2324,2299,98.9,2299,633,27.5,753,32.8,580,25.2,333,14.5,913,39.7
"West Haven School District","=""1560011""","Y",308,308,100.0,308,154,50.0,105,34.1,40,13.0,9,2.9,49,15.9
"Westbrook School District","=""1540011""","N",301,300,99.7,300,"*","*",81,27.0,"*","*",114,38.0,"*","*"
"Westbrook School District","=""1540011""","Y",22,22,100.0,22,"*","*",9,40.9,"*","*",0,0.0,"*","*"
"Weston School District","=""1570011""","N",1101,1076,97.7,1076,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",2642,2580,97.7,2574,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",1519,1498,98.6,1498,"*","*",372,24.8,454,30.3,"*","*","*","*"
"Wethersfield School District","=""1590011""","Y",107,107,100.0,107,58,54.2,36,33.6,"*","*","*","*",13,12.1
"Willington School District","=""1600011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",1979,1940,98.0,1940,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Y",9,9,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N",314,305,97.1,305,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",1165,1151,98.8,1150,397,34.5,381,33.1,"*","*","*","*",372,32.3
"Windham School District","=""1630011""","Y",412,410,99.5,408,283,69.4,104,25.5,"*","*","*","*",21,5.1
"Windsor Locks School District","=""1650011""","N",690,671,97.2,671,212,31.6,207,30.8,"*","*","*","*",252,37.6
"Windsor Locks School District","=""1650011""","Y",30,29,96.7,29,10,34.5,11,37.9,"*","*","*","*",8,27.6
"Windsor School District","=""1640011""","N",1304,1289,98.8,1289,392,30.4,381,29.6,"*","*","*","*",516,40.0
"Windsor School District","=""1640011""","Y",67,63,94.0,63,30,47.6,20,31.7,"*","*","*","*",13,20.6
"Wolcott School District","=""1660011""","N",1078,1072,99.4,1072,"*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",432,410,94.9,410,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

