"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Mansfield School District","=""0780011""","R",38,38,100.0,38,"*","*","*","*",11,28.9,18,47.4,29,76.3
"Marlborough School District","=""0790011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",307,305,99.3,305,11,3.6,57,18.7,99,32.5,138,45.2,237,77.7
"Marlborough School District","=""0790011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","F",2058,2019,98.1,2018,1067,52.9,573,28.4,279,13.8,99,4.9,378,18.7
"Meriden School District","=""0800011""","N",1077,1063,98.7,1063,300,28.2,352,33.1,249,23.4,162,15.2,411,38.7
"Meriden School District","=""0800011""","R",275,272,98.9,272,98,36.0,104,38.2,40,14.7,30,11.0,70,25.7
"Middletown School District","=""0830011""","F",829,826,99.6,826,416,50.4,254,30.8,129,15.6,27,3.3,156,18.9
"Middletown School District","=""0830011""","N",1132,1130,99.8,1129,220,19.5,298,26.4,323,28.6,288,25.5,611,54.1
"Middletown School District","=""0830011""","R",130,128,98.5,128,49,38.3,42,32.8,15,11.7,22,17.2,37,28.9
"Milford School District","=""0840011""","F",500,490,98.0,490,178,36.3,172,35.1,98,20.0,42,8.6,140,28.6
"Milford School District","=""0840011""","N",2109,2059,97.6,2059,276,13.4,585,28.4,648,31.5,550,26.7,1198,58.2
"Milford School District","=""0840011""","R",142,140,98.6,140,41,29.3,50,35.7,35,25.0,14,10.0,49,35.0
"Monroe School District","=""0850011""","F",76,76,100.0,76,"*","*","*","*",21,27.6,18,23.7,39,51.3
"Monroe School District","=""0850011""","N",1343,1330,99.0,1330,130,9.8,296,22.3,438,32.9,466,35.0,904,68.0
"Monroe School District","=""0850011""","R",30,30,100.0,30,"*","*",11,36.7,10,33.3,"*","*","*","*"
"Montville School District","=""0860011""","F",302,301,99.7,301,93,30.9,109,36.2,70,23.3,29,9.6,99,32.9
"Montville School District","=""0860011""","N",636,633,99.5,633,102,16.1,192,30.3,188,29.7,151,23.9,339,53.6
"Montville School District","=""0860011""","R",109,109,100.0,109,23,21.1,39,35.8,38,34.9,9,8.3,47,43.1
"Naugatuck School District","=""0880011""","F",802,796,99.3,796,357,44.8,256,32.2,124,15.6,59,7.4,183,23.0
"Naugatuck School District","=""0880011""","N",974,973,99.9,973,250,25.7,322,33.1,261,26.8,140,14.4,401,41.2
"Naugatuck School District","=""0880011""","R",182,182,100.0,182,72,39.6,67,36.8,31,17.0,12,6.6,43,23.6
"New Beginnings Inc., Family Academy District","=""2800013""","F",181,181,100.0,181,85,47.0,64,35.4,26,14.4,6,3.3,32,17.7
"New Beginnings Inc., Family Academy District","=""2800013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","R",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","F",3333,3307,99.2,3306,2245,67.9,744,22.5,247,7.5,70,2.1,317,9.6
"New Britain School District","=""0890011""","N",760,756,99.5,755,347,46.0,229,30.3,127,16.8,52,6.9,179,23.7
"New Britain School District","=""0890011""","R",241,241,100.0,241,113,46.9,81,33.6,35,14.5,12,5.0,47,19.5
"New Canaan School District","=""0900011""","N",2033,2017,99.2,2017,87,4.3,335,16.6,560,27.8,1035,51.3,1595,79.1
"New Fairfield School District","=""0910011""","F",81,69,85.2,69,"*","*",23,33.3,20,29.0,"*","*","*","*"
"New Fairfield School District","=""0910011""","N",964,878,91.1,877,98,11.2,225,25.7,278,31.7,276,31.5,554,63.2
"New Fairfield School District","=""0910011""","R",26,25,96.2,25,"*","*",9,36.0,8,32.0,"*","*","*","*"
"New Hartford School District","=""0920011""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",266,256,96.2,256,44,17.2,73,28.5,90,35.2,49,19.1,139,54.3
"New Hartford School District","=""0920011""","R",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","F",5271,5221,99.1,5217,3016,57.8,1594,30.6,496,9.5,111,2.1,607,11.6
"New Haven School District","=""0930011""","N",3641,3579,98.3,3569,1462,41.0,1107,31.0,603,16.9,397,11.1,1000,28.0
"New Haven School District","=""0930011""","R",157,157,100.0,157,52,33.1,59,37.6,33,21.0,13,8.3,46,29.3
"New London School District","=""0950011""","F",1151,1138,98.9,1135,646,56.9,332,29.3,"*","*","*","*",157,13.8
"New London School District","=""0950011""","N",257,254,98.8,254,95,37.4,72,28.3,52,20.5,35,13.8,87,34.3
"New London School District","=""0950011""","R",46,46,100.0,45,15,33.3,19,42.2,"*","*","*","*",11,24.4
"New Milford School District","=""0960011""","F",350,331,94.6,331,124,37.5,108,32.6,80,24.2,19,5.7,99,29.9
"New Milford School District","=""0960011""","N",1512,1397,92.4,1397,261,18.7,418,29.9,408,29.2,310,22.2,718,51.4
"New Milford School District","=""0960011""","R",115,107,93.0,107,38,35.5,29,27.1,26,24.3,14,13.1,40,37.4
"Newington School District","=""0940011""","F",344,343,99.7,343,105,30.6,117,34.1,89,25.9,32,9.3,121,35.3
"Newington School District","=""0940011""","N",1456,1449,99.5,1449,244,16.8,410,28.3,440,30.4,355,24.5,795,54.9
"Newington School District","=""0940011""","R",100,100,100.0,100,21,21.0,35,35.0,26,26.0,18,18.0,44,44.0
"Newtown School District","=""0970011""","F",115,112,97.4,112,23,20.5,31,27.7,40,35.7,18,16.1,58,51.8
"Newtown School District","=""0970011""","N",1924,1907,99.1,1907,133,7.0,394,20.7,580,30.4,800,42.0,1380,72.4
"Newtown School District","=""0970011""","R",43,43,100.0,43,9,20.9,13,30.2,11,25.6,10,23.3,21,48.8
"Norfolk School District","=""0980011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",49,49,100.0,49,6,12.2,13,26.5,19,38.8,11,22.4,30,61.2
"Norfolk School District","=""0980011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",117,112,95.7,112,"*","*",44,39.3,28,25.0,"*","*","*","*"
"North Branford School District","=""0990011""","N",723,693,95.9,693,129,18.6,221,31.9,199,28.7,144,20.8,343,49.5
"North Branford School District","=""0990011""","R",37,37,100.0,37,11,29.7,16,43.2,"*","*","*","*",10,27.0
"North Canaan School District","=""1000011""","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",113,111,98.2,111,18,16.2,35,31.5,42,37.8,16,14.4,58,52.3
"North Canaan School District","=""1000011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",164,160,97.6,160,41,25.6,53,33.1,38,23.8,28,17.5,66,41.3
"North Haven School District","=""1010011""","N",1244,1211,97.3,1211,120,9.9,321,26.5,361,29.8,409,33.8,770,63.6
"North Haven School District","=""1010011""","R",73,69,94.5,69,20,29.0,20,29.0,22,31.9,7,10.1,29,42.0
"North Stonington School District","=""1020011""","F",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",290,288,99.3,288,20,6.9,61,21.2,82,28.5,125,43.4,207,71.9
"North Stonington School District","=""1020011""","R",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",2338,2331,99.7,2331,1149,49.3,717,30.8,355,15.2,110,4.7,465,19.9
"Norwalk School District","=""1030011""","N",2288,2251,98.4,2246,477,21.2,675,30.1,572,25.5,522,23.2,1094,48.7
"Norwalk School District","=""1030011""","R",453,450,99.3,450,156,34.7,150,33.3,99,22.0,45,10.0,144,32.0
"Norwich School District","=""1040011""","F",1504,1483,98.6,1482,789,53.2,460,31.0,167,11.3,66,4.5,233,15.7
"Norwich School District","=""1040011""","N",492,477,97.0,476,132,27.7,179,37.6,112,23.5,53,11.1,165,34.7
"Norwich School District","=""1040011""","R",206,203,98.5,203,79,38.9,67,33.0,36,17.7,21,10.3,57,28.1
"Odyssey Community School District","=""2630013""","F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",148,147,99.3,147,39,26.5,48,32.7,41,27.9,19,12.9,60,40.8
"Odyssey Community School District","=""2630013""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",103,100,97.1,100,"*","*",39,39.0,23,23.0,"*","*","*","*"
"Old Saybrook School District","=""1060011""","N",492,486,98.8,486,52,10.7,148,30.5,147,30.2,139,28.6,286,58.8
"Old Saybrook School District","=""1060011""","R",22,22,100.0,22,"*","*",7,31.8,7,31.8,"*","*","*","*"
"Orange School District","=""1070011""","F",32,31,96.9,31,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",694,680,98.0,680,46,6.8,150,22.1,259,38.1,225,33.1,484,71.2
"Orange School District","=""1070011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","F",61,60,98.4,60,25,41.7,"*","*",10,16.7,"*","*","*","*"
"Oxford School District","=""1080011""","N",876,862,98.4,862,126,14.6,263,30.5,276,32.0,197,22.9,473,54.9
"Oxford School District","=""1080011""","R",26,25,96.2,25,7,28.0,"*","*",9,36.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","F",236,235,99.6,235,116,49.4,84,35.7,22,9.4,13,5.5,35,14.9
"Park City Prep Charter School District","=""2830013""","N",80,79,98.8,79,24,30.4,25,31.6,"*","*","*","*",30,38.0
"Park City Prep Charter School District","=""2830013""","R",32,32,100.0,32,9,28.1,12,37.5,"*","*","*","*",11,34.4
"Plainfield School District","=""1090011""","F",456,449,98.5,449,123,27.4,178,39.6,112,24.9,36,8.0,148,33.0
"Plainfield School District","=""1090011""","N",477,474,99.4,474,77,16.2,154,32.5,151,31.9,92,19.4,243,51.3
"Plainfield School District","=""1090011""","R",95,94,98.9,94,21,22.3,34,36.2,25,26.6,14,14.9,39,41.5
"Plainville School District","=""1100011""","F",282,281,99.6,281,97,34.5,94,33.5,68,24.2,22,7.8,90,32.0
"Plainville School District","=""1100011""","N",692,691,99.9,691,129,18.7,234,33.9,192,27.8,136,19.7,328,47.5
"Plainville School District","=""1100011""","R",70,70,100.0,70,17,24.3,22,31.4,18,25.7,13,18.6,31,44.3
"Plymouth School District","=""1110011""","F",185,184,99.5,184,69,37.5,54,29.3,"*","*","*","*",61,33.2
"Plymouth School District","=""1110011""","N",440,434,98.6,434,66,15.2,145,33.4,128,29.5,95,21.9,223,51.4
"Plymouth School District","=""1110011""","R",39,39,100.0,39,15,38.5,12,30.8,"*","*","*","*",12,30.8
"Pomfret School District","=""1120011""","F",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",223,223,100.0,220,20,9.1,53,24.1,65,29.5,82,37.3,147,66.8
"Pomfret School District","=""1120011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F",115,115,100.0,115,"*","*",36,31.3,28,24.3,"*","*","*","*"
"Portland School District","=""1130011""","N",505,491,97.2,491,37,7.5,112,22.8,165,33.6,177,36.0,342,69.7
"Portland School District","=""1130011""","R",24,23,95.8,23,"*","*",8,34.8,6,26.1,"*","*","*","*"
"Preston School District","=""1140011""","F",47,44,93.6,44,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",216,206,95.4,206,17,8.3,64,31.1,66,32.0,59,28.6,125,60.7
"Preston School District","=""1140011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",261,251,96.2,251,108,43.0,72,28.7,51,20.3,20,8.0,71,28.3
"Putnam School District","=""1160011""","N",222,218,98.2,217,49,22.6,69,31.8,54,24.9,45,20.7,99,45.6
"Putnam School District","=""1160011""","R",53,52,98.1,52,14,26.9,19,36.5,13,25.0,6,11.5,19,36.5
"Redding School District","=""1170011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",645,637,98.8,637,48,7.5,113,17.7,198,31.1,278,43.6,476,74.7
"Redding School District","=""1170011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",267,265,99.3,265,45,17.0,68,25.7,81,30.6,71,26.8,152,57.4
"Regional School District 04","=""2040012""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F",25,24,96.0,24,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",721,704,97.6,704,63,8.9,153,21.7,190,27.0,298,42.3,488,69.3
"Regional School District 05","=""2050012""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",285,267,93.7,267,52,19.5,80,30.0,84,31.5,51,19.1,135,50.6
"Regional School District 06","=""2060012""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",298,286,96.0,286,28,9.8,60,21.0,107,37.4,91,31.8,198,69.2
"Regional School District 07","=""2070012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",522,516,98.9,513,65,12.7,140,27.3,151,29.4,157,30.6,308,60.0
"Regional School District 08","=""2080012""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F",64,61,95.3,61,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",1058,1044,98.7,1044,138,13.2,280,26.8,295,28.3,331,31.7,626,60.0
"Regional School District 10","=""2100012""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",66,64,97.0,64,13,20.3,28,43.8,13,20.3,10,15.6,23,35.9
"Regional School District 11","=""2110012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",285,283,99.3,283,21,7.4,66,23.3,106,37.5,90,31.8,196,69.3
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F",50,49,98.0,49,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",758,750,98.9,750,117,15.6,227,30.3,224,29.9,182,24.3,406,54.1
"Regional School District 13","=""2130012""","R",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F",69,68,98.6,68,19,27.9,"*","*",16,23.5,"*","*","*","*"
"Regional School District 14","=""2140012""","N",574,570,99.3,570,96,16.8,201,35.3,173,30.4,100,17.5,273,47.9
"Regional School District 14","=""2140012""","R",21,21,100.0,21,6,28.6,"*","*",9,42.9,"*","*","*","*"
"Regional School District 15","=""2150012""","F",102,101,99.0,101,21,20.8,39,38.6,27,26.7,14,13.9,41,40.6
"Regional School District 15","=""2150012""","N",1681,1654,98.4,1654,148,8.9,393,23.8,514,31.1,599,36.2,1113,67.3
"Regional School District 15","=""2150012""","R",38,38,100.0,38,12,31.6,14,36.8,6,15.8,6,15.8,12,31.6
"Regional School District 16","=""2160012""","F",122,111,91.0,110,32,29.1,41,37.3,25,22.7,12,10.9,37,33.6
"Regional School District 16","=""2160012""","N",898,838,93.3,838,117,14.0,239,28.5,268,32.0,214,25.5,482,57.5
"Regional School District 16","=""2160012""","R",49,47,95.9,47,9,19.1,22,46.8,9,19.1,7,14.9,16,34.0
"Regional School District 17","=""2170012""","F",53,53,100.0,53,"*","*",18,34.0,14,26.4,"*","*","*","*"
"Regional School District 17","=""2170012""","N",973,964,99.1,964,102,10.6,261,27.1,279,28.9,322,33.4,601,62.3
"Regional School District 17","=""2170012""","R",35,33,94.3,33,"*","*",11,33.3,10,30.3,"*","*","*","*"
"Regional School District 18","=""2180012""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",569,562,98.8,562,24,4.3,101,18.0,176,31.3,261,46.4,437,77.8
"Regional School District 18","=""2180012""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2322,2257,97.2,2257,196,8.7,459,20.3,691,30.6,911,40.4,1602,71.0
"Ridgefield School District","=""1180011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",150,150,100.0,150,56,37.3,51,34.0,"*","*","*","*",43,28.7
"Rocky Hill School District","=""1190011""","N",960,954,99.4,954,108,11.3,256,26.8,252,26.4,338,35.4,590,61.8
"Rocky Hill School District","=""1190011""","R",29,29,100.0,29,10,34.5,8,27.6,"*","*","*","*",11,37.9
"Salem School District","=""1210011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",215,215,100.0,215,14,6.5,40,18.6,61,28.4,100,46.5,161,74.9
"Salem School District","=""1210011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",139,139,100.0,139,10,7.2,25,18.0,40,28.8,64,46.0,104,74.8
"Salisbury School District","=""1220011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",40,38,95.0,38,"*","*",15,39.5,"*","*",10,26.3,"*","*"
"Scotland School District","=""1230011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",231,231,100.0,231,80,34.6,72,31.2,52,22.5,27,11.7,79,34.2
"Seymour School District","=""1240011""","N",745,738,99.1,738,117,15.9,222,30.1,215,29.1,184,24.9,399,54.1
"Seymour School District","=""1240011""","R",87,86,98.9,86,21,24.4,32,37.2,23,26.7,10,11.6,33,38.4
"Sharon School District","=""1250011""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",76,75,98.7,75,24,32.0,22,29.3,20,26.7,9,12.0,29,38.7
"Sharon School District","=""1250011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",410,406,99.0,406,139,34.2,132,32.5,91,22.4,44,10.8,135,33.3
"Shelton School District","=""1260011""","N",1781,1758,98.7,1758,190,10.8,463,26.3,554,31.5,551,31.3,1105,62.9
"Shelton School District","=""1260011""","R",124,122,98.4,122,28,23.0,41,33.6,32,26.2,21,17.2,53,43.4
"Sherman School District","=""1270011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",210,164,78.1,164,20,12.2,38,23.2,52,31.7,54,32.9,106,64.6
"Sherman School District","=""1270011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","F",60,60,100.0,60,13,21.7,"*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",60,59,98.3,59,"*","*",25,42.4,15,25.4,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",159,159,100.0,159,52,32.7,53,33.3,34,21.4,20,12.6,54,34.0
"Simsbury School District","=""1280011""","N",1732,1724,99.5,1724,133,7.7,363,21.1,516,29.9,712,41.3,1228,71.2
"Simsbury School District","=""1280011""","R",34,34,100.0,34,8,23.5,12,35.3,8,23.5,6,17.6,14,41.2
"Somers School District","=""1290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",623,598,96.0,598,72,12.0,186,31.1,173,28.9,167,27.9,340,56.9
"Somers School District","=""1290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",190,183,96.3,183,52,28.4,61,33.3,44,24.0,26,14.2,70,38.3
"South Windsor School District","=""1320011""","N",1608,1593,99.1,1593,100,6.3,316,19.8,429,26.9,748,47.0,1177,73.9
"South Windsor School District","=""1320011""","R",66,65,98.5,65,10,15.4,21,32.3,21,32.3,13,20.0,34,52.3
"Southington School District","=""1310011""","F",416,413,99.3,413,127,30.8,150,36.3,101,24.5,35,8.5,136,32.9
"Southington School District","=""1310011""","N",2585,2563,99.1,2563,288,11.2,702,27.4,855,33.4,718,28.0,1573,61.4
"Southington School District","=""1310011""","R",107,107,100.0,107,34,31.8,32,29.9,24,22.4,17,15.9,41,38.3
"Sprague School District","=""1330011""","F",101,101,100.0,101,31,30.7,41,40.6,"*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",107,106,99.1,106,"*","*","*","*",30,28.3,16,15.1,46,43.4
"Sprague School District","=""1330011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",192,188,97.9,188,52,27.7,70,37.2,48,25.5,18,9.6,66,35.1
"Stafford School District","=""1340011""","N",415,409,98.6,409,35,8.6,136,33.3,146,35.7,92,22.5,238,58.2
"Stafford School District","=""1340011""","R",73,72,98.6,72,12,16.7,23,31.9,20,27.8,17,23.6,37,51.4
"Stamford School District","=""1350011""","F",3401,3373,99.2,3373,1570,46.5,1049,31.1,536,15.9,218,6.5,754,22.4
"Stamford School District","=""1350011""","N",3087,3046,98.7,3046,419,13.8,702,23.0,859,28.2,1066,35.0,1925,63.2
"Stamford School District","=""1350011""","R",568,566,99.6,566,181,32.0,198,35.0,132,23.3,55,9.7,187,33.0
"Sterling School District","=""1360011""","F",72,71,98.6,71,30,42.3,30,42.3,"*","*","*","*","*","*"
"Sterling School District","=""1360011""","N",194,188,96.9,188,56,29.8,69,36.7,42,22.3,21,11.2,63,33.5
"Sterling School District","=""1360011""","R",20,20,100.0,20,10,50.0,8,40.0,"*","*","*","*","*","*"
"Stonington School District","=""1370011""","F",172,165,95.9,165,"*","*",47,28.5,48,29.1,"*","*","*","*"
"Stonington School District","=""1370011""","N",794,778,98.0,778,83,10.7,170,21.9,228,29.3,297,38.2,525,67.5
"Stonington School District","=""1370011""","R",30,29,96.7,29,"*","*",11,37.9,"*","*",7,24.1,"*","*"
"Stratford School District","=""1380011""","F",1129,1125,99.6,1125,573,50.9,364,32.4,144,12.8,44,3.9,188,16.7
"Stratford School District","=""1380011""","N",1737,1712,98.6,1712,483,28.2,542,31.7,426,24.9,261,15.2,687,40.1
"Stratford School District","=""1380011""","R",363,363,100.0,363,137,37.7,136,37.5,65,17.9,25,6.9,90,24.8
"Suffield School District","=""1390011""","F",111,108,97.3,108,"*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",911,889,97.6,888,140,15.8,270,30.4,275,31.0,203,22.9,478,53.8
"Suffield School District","=""1390011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",75,75,100.0,75,42,56.0,29,38.7,"*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",96,91,94.8,91,36,39.6,27,29.7,17,18.7,11,12.1,28,30.8
"The Gilbert School District","=""9020022""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F",78,78,100.0,78,29,37.2,39,50.0,"*","*","*","*",10,12.8
"Thomaston School District","=""1400011""","N",340,339,99.7,339,56,16.5,106,31.3,117,34.5,60,17.7,177,52.2
"Thomaston School District","=""1400011""","R",38,36,94.7,36,11,30.6,15,41.7,"*","*","*","*",10,27.8
"Thompson School District","=""1410011""","F",154,150,97.4,150,76,50.7,53,35.3,"*","*","*","*",21,14.0
"Thompson School District","=""1410011""","N",316,300,94.9,300,87,29.0,117,39.0,69,23.0,27,9.0,96,32.0
"Thompson School District","=""1410011""","R",30,27,90.0,27,14,51.9,"*","*",6,22.2,"*","*","*","*"
"Tolland School District","=""1420011""","F",80,80,100.0,80,"*","*",29,36.3,25,31.3,"*","*","*","*"
"Tolland School District","=""1420011""","N",1105,1098,99.4,1098,79,7.2,261,23.8,410,37.3,348,31.7,758,69.0
"Tolland School District","=""1420011""","R",26,26,100.0,26,"*","*",10,38.5,7,26.9,"*","*","*","*"
"Torrington School District","=""1430011""","F",910,877,96.4,877,396,45.2,333,38.0,118,13.5,30,3.4,148,16.9
"Torrington School District","=""1430011""","N",994,946,95.2,946,258,27.3,358,37.8,247,26.1,83,8.8,330,34.9
"Torrington School District","=""1430011""","R",174,167,96.0,167,48,28.7,71,42.5,33,19.8,15,9.0,48,28.7
"Trailblazers Academy District","=""2780013""","F",122,114,93.4,114,90,78.9,"*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",193,189,97.9,189,"*","*",61,32.3,56,29.6,"*","*","*","*"
"Trumbull School District","=""1440011""","N",2733,2696,98.6,2695,148,5.5,423,15.7,784,29.1,1340,49.7,2124,78.8
"Trumbull School District","=""1440011""","R",80,79,98.8,79,"*","*",29,36.7,25,31.6,"*","*","*","*"
"Unified School District #2","=""3470015""","F","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",596,584,98.0,584,290,49.7,186,31.8,89,15.2,19,3.3,108,18.5
"Vernon School District","=""1460011""","N",732,723,98.8,722,151,20.9,240,33.2,213,29.5,118,16.3,331,45.8
"Vernon School District","=""1460011""","R",84,81,96.4,81,26,32.1,35,43.2,14,17.3,6,7.4,20,24.7
"Voluntown School District","=""1470011""","F",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",133,133,100.0,133,19,14.3,34,25.6,53,39.8,27,20.3,80,60.2
"Voluntown School District","=""1470011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",463,459,99.1,459,172,37.5,159,34.6,107,23.3,21,4.6,128,27.9
