"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, English Learner Status (EL)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Groton School District","=""0590011""","Math","Y",72,70,97.2,70,53,75.7,13,18.6,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","ELA","N",1848,1839,99.5,1839,110,6.0,248,13.5,"*","*","*","*",1481,80.5
"Guilford School District","=""0600011""","ELA","Y",22,21,95.5,21,6,28.6,9,42.9,"*","*","*","*",6,28.6
"Guilford School District","=""0600011""","Math","N",1848,1838,99.5,1838,199,10.8,458,24.9,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Math","Y",22,22,100.0,22,9,40.9,8,36.4,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","ELA","N",2716,2580,95.0,2578,"*","*",626,24.3,812,31.5,"*","*","*","*"
"Hamden School District","=""0620011""","ELA","Y",126,114,90.5,114,63,55.3,34,29.8,"*","*","*","*",17,14.9
"Hamden School District","=""0620011""","Math","N",2717,2593,95.4,2589,893,34.5,730,28.2,"*","*","*","*",966,37.3
"Hamden School District","=""0620011""","Math","Y",126,123,97.6,123,77,62.6,33,26.8,"*","*","*","*",13,10.6
"Hampton School District","=""0630011""","ELA","N",47,44,93.6,44,10,22.7,6,13.6,15,34.1,13,29.5,28,63.6
"Hampton School District","=""0630011""","Math","N",47,43,91.5,43,11,25.6,13,30.2,9,20.9,10,23.3,19,44.2
"Hartford School District","=""0640011""","ELA","N",8757,8214,93.8,8178,3381,41.3,2287,28.0,"*","*","*","*",2510,30.7
"Hartford School District","=""0640011""","ELA","Y",1822,1563,85.8,1538,1170,76.1,281,18.3,"*","*","*","*",87,5.7
"Hartford School District","=""0640011""","Math","N",8754,8215,93.8,8201,4643,56.6,2212,27.0,"*","*","*","*",1346,16.4
"Hartford School District","=""0640011""","Math","Y",1822,1719,94.3,1710,1435,83.9,234,13.7,"*","*","*","*",41,2.4
"Hartland School District","=""0650011""","ELA","N",137,135,98.5,135,25,18.5,37,27.4,51,37.8,22,16.3,73,54.1
"Hartland School District","=""0650011""","Math","N",137,135,98.5,135,33,24.4,44,32.6,46,34.1,12,8.9,58,43.0
"Hebron School District","=""0670011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","N",212,212,100.0,212,43,20.3,86,40.6,66,31.1,17,8.0,83,39.2
"Highville Charter School District","=""2860013""","Math","N",212,212,100.0,212,110,51.9,78,36.8,"*","*","*","*",24,11.3
"Integrated Day Charter School District","=""2640013""","ELA","N",188,187,99.5,185,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",188,188,100.0,185,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",222,220,99.1,220,59,26.8,73,33.2,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","Y",31,31,100.0,31,19,61.3,"*","*","*","*",0,0.0,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",222,221,99.5,220,109,49.5,66,30.0,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","Y",31,31,100.0,31,"*","*",0,0.0,0,0.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","N",427,425,99.5,425,124,29.2,141,33.2,111,26.1,49,11.5,160,37.6
"Jumoke Academy District","=""2610013""","Math","N",427,425,99.5,425,191,44.9,165,38.8,56,13.2,13,3.1,69,16.2
"Kent School District","=""0680011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",1187,1171,98.7,1169,231,19.8,302,25.8,"*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","Y",30,30,100.0,30,"*","*",16,53.3,"*","*",0,0.0,"*","*"
"Killingly School District","=""0690011""","Math","N",1187,1165,98.1,1164,388,33.3,442,38.0,"*","*","*","*","*","*"
"Killingly School District","=""0690011""","Math","Y",30,30,100.0,30,13,43.3,"*","*","*","*",0,0.0,"*","*"
"Learn","=""2450014""","ELA","N",534,521,97.6,518,73,14.1,130,25.1,"*","*","*","*","*","*"
"Learn","=""2450014""","ELA","Y",48,46,95.8,46,24,52.2,17,37.0,"*","*","*","*","*","*"
"Learn","=""2450014""","Math","N",534,523,97.9,521,194,37.2,175,33.6,"*","*","*","*","*","*"
"Learn","=""2450014""","Math","Y",48,47,97.9,47,31,66.0,"*","*","*","*",0,0.0,"*","*"
"Lebanon School District","=""0710011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","N",1253,1224,97.7,1222,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Math","N",1254,1229,98.0,1226,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","N",1708,1322,77.4,"*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","Y",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","N",1708,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","ELA","N",2878,2651,92.1,2645,880,33.3,"*","*",728,27.5,"*","*","*","*"
"Manchester School District","=""0770011""","ELA","Y",165,154,93.3,153,98,64.1,38,24.8,"*","*","*","*",17,11.1
"Manchester School District","=""0770011""","Math","N",2877,2643,91.9,2638,1060,40.2,816,30.9,"*","*","*","*",762,28.9
"Manchester School District","=""0770011""","Math","Y",165,161,97.6,161,106,65.8,40,24.8,"*","*","*","*",15,9.3
"Mansfield School District","=""0780011""","ELA","N",761,709,93.2,708,"*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","ELA","Y",21,14,66.7,14,"*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Math","N",761,712,93.6,710,"*","*",159,22.4,176,24.8,"*","*","*","*"
"Mansfield School District","=""0780011""","Math","Y",23,23,100.0,23,"*","*",6,26.1,7,30.4,"*","*","*","*"
"Marlborough School District","=""0790011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","ELA","N",3327,3256,97.9,3249,954,29.4,"*","*",959,29.5,"*","*","*","*"
"Meriden School District","=""0800011""","ELA","Y",531,464,87.4,458,339,74.0,95,20.7,"*","*","*","*",24,5.2
"Meriden School District","=""0800011""","Math","N",3322,3251,97.9,3245,1562,48.1,1027,31.6,487,15.0,169,5.2,656,20.2
"Meriden School District","=""0800011""","Math","Y",531,505,95.1,504,426,84.5,60,11.9,18,3.6,0,0.0,18,3.6
"Middletown School District","=""0830011""","ELA","N",2380,2357,99.0,2357,493,20.9,611,25.9,"*","*","*","*",1253,53.2
"Middletown School District","=""0830011""","ELA","Y",67,58,86.6,56,34,60.7,16,28.6,"*","*","*","*",6,10.7
"Middletown School District","=""0830011""","Math","N",2379,2357,99.1,2356,842,35.7,715,30.3,"*","*","*","*",799,33.9
"Middletown School District","=""0830011""","Math","Y",66,65,98.5,65,47,72.3,11,16.9,"*","*","*","*",7,10.8
"Milford School District","=""0840011""","ELA","N",3254,3170,97.4,3165,"*","*",737,23.3,1194,37.7,"*","*","*","*"
"Milford School District","=""0840011""","ELA","Y",58,52,89.7,51,28,54.9,"*","*",12,23.5,"*","*","*","*"
"Milford School District","=""0840011""","Math","N",3257,3168,97.3,3165,714,22.6,1026,32.4,"*","*","*","*","*","*"
"Milford School District","=""0840011""","Math","Y",58,56,96.6,56,29,51.8,22,39.3,"*","*","*","*","*","*"
"Monroe School District","=""0850011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","ELA","N",1198,1185,98.9,1185,"*","*",287,24.2,419,35.4,"*","*","*","*"
"Montville School District","=""0860011""","ELA","Y",41,38,92.7,38,13,34.2,11,28.9,"*","*","*","*",14,36.8
"Montville School District","=""0860011""","Math","N",1198,1182,98.7,1182,330,27.9,425,36.0,"*","*","*","*",427,36.1
"Montville School District","=""0860011""","Math","Y",41,41,100.0,41,17,41.5,11,26.8,"*","*","*","*",13,31.7
"Naugatuck School District","=""0880011""","ELA","N",2189,2155,98.4,2153,525,24.4,562,26.1,707,32.8,359,16.7,1066,49.5
"Naugatuck School District","=""0880011""","ELA","Y",73,65,89.0,65,43,66.2,14,21.5,8,12.3,0,0.0,8,12.3
"Naugatuck School District","=""0880011""","Math","N",2192,2154,98.3,2152,791,36.8,719,33.4,"*","*","*","*",642,29.8
"Naugatuck School District","=""0880011""","Math","Y",73,72,98.6,72,40,55.6,26,36.1,"*","*","*","*",6,8.3
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",242,242,100.0,242,74,30.6,68,28.1,81,33.5,19,7.9,100,41.3
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",242,242,100.0,242,111,45.9,89,36.8,"*","*","*","*",42,17.4
"New Britain School District","=""0890011""","ELA","N",3947,3895,98.7,3891,1858,47.8,993,25.5,743,19.1,297,7.6,1040,26.7
"New Britain School District","=""0890011""","ELA","Y",863,784,90.8,772,598,77.5,143,18.5,25,3.2,6,0.8,31,4.0
"New Britain School District","=""0890011""","Math","N",3954,3904,98.7,3899,2223,57.0,1011,25.9,"*","*","*","*",665,17.1
"New Britain School District","=""0890011""","Math","Y",867,845,97.5,844,705,83.5,124,14.7,"*","*","*","*",15,1.8
"New Canaan School District","=""0900011""","ELA","N",2230,2178,97.7,2177,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","ELA","Y",19,18,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Math","N",2230,2177,97.6,2177,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","N",1366,1187,86.9,1184,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",1366,1166,85.4,1164,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","Y",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","ELA","N",8448,7998,94.7,7959,3052,38.3,2281,28.7,1914,24.0,712,8.9,2626,33.0
"New Haven School District","=""0930011""","ELA","Y",1620,1420,87.7,1401,987,70.4,321,22.9,84,6.0,9,0.6,93,6.6
"New Haven School District","=""0930011""","Math","N",8442,7938,94.0,7914,4444,56.2,2261,28.6,853,10.8,356,4.5,1209,15.3
"New Haven School District","=""0930011""","Math","Y",1619,1559,96.3,1557,1231,79.1,267,17.1,41,2.6,18,1.2,59,3.8
"New London School District","=""0950011""","ELA","N",1266,1241,98.0,1234,388,31.4,394,31.9,"*","*","*","*",452,36.6
"New London School District","=""0950011""","ELA","Y",335,310,92.5,302,216,71.5,70,23.2,"*","*","*","*",16,5.3
"New London School District","=""0950011""","Math","N",1257,1235,98.2,1229,571,46.5,395,32.1,"*","*","*","*",263,21.4
"New London School District","=""0950011""","Math","Y",334,327,97.9,324,247,76.2,56,17.3,"*","*","*","*",21,6.5
"New Milford School District","=""0960011""","ELA","N",2235,2056,92.0,2047,410,20.0,532,26.0,689,33.7,416,20.3,1105,54.0
"New Milford School District","=""0960011""","ELA","Y",66,62,93.9,62,32,51.6,22,35.5,8,12.9,0,0.0,8,12.9
"New Milford School District","=""0960011""","Math","N",2235,2070,92.6,2057,506,24.6,709,34.5,"*","*","*","*","*","*"
"New Milford School District","=""0960011""","Math","Y",66,63,95.5,63,36,57.1,22,34.9,"*","*","*","*","*","*"
"Newington School District","=""0940011""","ELA","N",2138,2102,98.3,2091,"*","*",507,24.2,802,38.4,"*","*","*","*"
"Newington School District","=""0940011""","ELA","Y",65,59,90.8,59,26,44.1,22,37.3,"*","*","*","*",11,18.6
"Newington School District","=""0940011""","Math","N",2136,2097,98.2,2092,"*","*",650,31.1,599,28.6,"*","*","*","*"
"Newington School District","=""0940011""","Math","Y",65,65,100.0,65,30,46.2,24,36.9,"*","*","*","*",11,16.9
"Newtown School District","=""0970011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","N",63,63,100.0,63,13,20.6,13,20.6,18,28.6,19,30.2,37,58.7
"Norfolk School District","=""0980011""","Math","N",63,63,100.0,63,12,19.0,20,31.7,18,28.6,13,20.6,31,49.2
"North Branford School District","=""0990011""","ELA","N",1070,1033,96.5,1033,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Math","N",1070,1034,96.6,1033,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Math","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","N",1710,1407,82.3,1387,"*","*",352,25.4,"*","*",312,22.5,"*","*"
"North Haven School District","=""1010011""","ELA","Y",34,30,88.2,30,"*","*",15,50.0,"*","*",0,0.0,"*","*"
"North Haven School District","=""1010011""","Math","N",1710,1395,81.6,1394,323,23.2,515,36.9,"*","*","*","*",556,39.9
"North Haven School District","=""1010011""","Math","Y",34,32,94.1,32,15,46.9,11,34.4,"*","*","*","*",6,18.8
"North Stonington School District","=""1020011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","N",4948,4862,98.3,4858,979,20.2,1319,27.2,1606,33.1,954,19.6,2560,52.7
"Norwalk School District","=""1030011""","ELA","Y",789,694,88.0,685,409,59.7,193,28.2,76,11.1,7,1.0,83,12.1
"Norwalk School District","=""1030011""","Math","N",4950,4855,98.1,4850,1800,37.1,1492,30.8,"*","*","*","*",1558,32.1
"Norwalk School District","=""1030011""","Math","Y",789,784,99.4,783,550,70.2,176,22.5,"*","*","*","*",57,7.3
"Norwich Free Academy District","=""9010022""","ELA","N",497,452,90.9,442,112,25.3,122,27.6,"*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","ELA","Y",50,42,84.0,37,27,73.0,"*","*","*","*",0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Math","N",499,449,90.0,445,220,49.4,116,26.1,"*","*","*","*",109,24.5
"Norwich Free Academy District","=""9010022""","Math","Y",50,45,90.0,45,31,68.9,"*","*",6,13.3,"*","*","*","*"
"Norwich School District","=""1040011""","ELA","N",1960,1927,98.3,1925,724,37.6,576,29.9,"*","*","*","*",625,32.5
"Norwich School District","=""1040011""","ELA","Y",294,271,92.2,266,191,71.8,52,19.5,"*","*","*","*",23,8.6
"Norwich School District","=""1040011""","Math","N",1957,1919,98.1,1916,943,49.2,623,32.5,"*","*","*","*",350,18.3
"Norwich School District","=""1040011""","Math","Y",294,289,98.3,288,218,75.7,55,19.1,"*","*","*","*",15,5.2
"Odyssey Community School District","=""2630013""","ELA","N",214,210,98.1,210,30,14.3,58,27.6,84,40.0,38,18.1,122,58.1
"Odyssey Community School District","=""2630013""","Math","N",214,210,98.1,210,55,26.2,79,37.6,49,23.3,27,12.9,76,36.2
"Old Saybrook School District","=""1060011""","ELA","N",741,719,97.0,713,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",741,721,97.3,717,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","ELA","N",697,688,98.7,686,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","ELA","Y",13,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","N",697,688,98.7,687,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",1113,1093,98.2,1093,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","N",1113,1089,97.8,1089,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","N",1229,1163,94.6,1162,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Math","N",1229,1190,96.8,1189,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","ELA","N",1215,1207,99.3,1206,"*","*",307,25.5,456,37.8,"*","*","*","*"
"Plainville School District","=""1100011""","ELA","Y",40,37,92.5,37,13,35.1,12,32.4,"*","*","*","*",12,32.4
"Plainville School District","=""1100011""","Math","N",1215,1207,99.3,1207,388,32.1,371,30.7,"*","*","*","*",448,37.1
"Plainville School District","=""1100011""","Math","Y",40,40,100.0,40,14,35.0,16,40.0,"*","*","*","*",10,25.0
"Plymouth School District","=""1110011""","ELA","N",790,767,97.1,766,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","ELA","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","N",788,763,96.8,760,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","N",617,604,97.9,596,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","N",617,606,98.2,598,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N",1149,1089,94.8,1089,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","Y",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","N",1149,1092,95.0,1090,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELA","N",251,74,29.5,73,"*","*","*","*",25,34.2,37,50.7,62,84.9
