"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Special Educat"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Fairfield School District","=""0510011""","Math","N",5009,4866,97.1,4864,443,9.1,1272,26.2,1713,35.2,1436,29.5,3149,64.7
"Fairfield School District","=""0510011""","Math","Y",575,536,93.2,536,302,56.3,153,28.5,53,9.9,28,5.2,81,15.1
"Farmington School District","=""0520011""","ELA","N",1938,1894,97.7,1894,82,4.3,228,12.0,714,37.7,870,45.9,1584,83.6
"Farmington School District","=""0520011""","ELA","Y",232,225,97.0,222,83,37.4,70,31.5,52,23.4,17,7.7,69,31.1
"Farmington School District","=""0520011""","Math","N",1941,1886,97.2,1883,155,8.2,434,23.0,558,29.6,736,39.1,1294,68.7
"Farmington School District","=""0520011""","Math","Y",232,218,94.0,217,118,54.4,53,24.4,33,15.2,13,6.0,46,21.2
"Franklin School District","=""0530011""","ELA","N",95,93,97.9,93,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","N",95,92,96.8,92,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","N",3109,3082,99.1,3081,94,3.1,421,13.7,1185,38.5,1381,44.8,2566,83.3
"Glastonbury School District","=""0540011""","ELA","Y",331,328,99.1,326,132,40.5,114,35.0,70,21.5,10,3.1,80,24.5
"Glastonbury School District","=""0540011""","Math","N",3111,3082,99.1,3082,200,6.5,644,20.9,980,31.8,1258,40.8,2238,72.6
"Glastonbury School District","=""0540011""","Math","Y",331,325,98.2,325,190,58.5,91,28.0,29,8.9,15,4.6,44,13.5
"Granby School District","=""0560011""","ELA","N",977,907,92.8,907,"*","*",144,15.9,400,44.1,"*","*","*","*"
"Granby School District","=""0560011""","ELA","Y",109,106,97.2,105,39,37.1,33,31.4,"*","*","*","*",33,31.4
"Granby School District","=""0560011""","Math","N",977,907,92.8,906,"*","*",238,26.3,329,36.3,"*","*","*","*"
"Granby School District","=""0560011""","Math","Y",109,102,93.6,102,49,48.0,36,35.3,"*","*","*","*",17,16.7
"Great Oaks Charter School District","=""2940013""","ELA","N",98,97,99.0,97,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","ELA","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","N",98,97,99.0,97,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Math","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","N",4131,4070,98.5,4067,166,4.1,487,12.0,1435,35.3,1979,48.7,3414,83.9
"Greenwich School District","=""0570011""","ELA","Y",474,464,97.9,464,193,41.6,160,34.5,84,18.1,27,5.8,111,23.9
"Greenwich School District","=""0570011""","Math","N",4130,4117,99.7,4116,398,9.7,872,21.2,1192,29.0,1654,40.2,2846,69.1
"Greenwich School District","=""0570011""","Math","Y",474,464,97.9,463,271,58.5,118,25.5,50,10.8,24,5.2,74,16.0
"Griswold School District","=""0580011""","ELA","N",821,815,99.3,814,71,8.7,190,23.3,350,43.0,203,24.9,553,67.9
"Griswold School District","=""0580011""","ELA","Y",124,117,94.4,116,70,60.3,32,27.6,14,12.1,0,0.0,14,12.1
"Griswold School District","=""0580011""","Math","N",822,815,99.1,815,"*","*",283,34.7,233,28.6,"*","*","*","*"
"Griswold School District","=""0580011""","Math","Y",125,116,92.8,116,92,79.3,16,13.8,"*","*","*","*",8,6.9
"Groton School District","=""0590011""","ELA","N",1906,1750,91.8,1749,266,15.2,437,25.0,656,37.5,390,22.3,1046,59.8
"Groton School District","=""0590011""","ELA","Y",315,296,94.0,296,202,68.2,61,20.6,26,8.8,7,2.4,33,11.1
"Groton School District","=""0590011""","Math","N",1907,1762,92.4,1761,"*","*",598,34.0,472,26.8,"*","*","*","*"
"Groton School District","=""0590011""","Math","Y",319,297,93.1,297,204,68.7,68,22.9,"*","*","*","*",25,8.4
"Guilford School District","=""0600011""","ELA","N",1661,1655,99.6,1655,42,2.5,193,11.7,646,39.0,774,46.8,1420,85.8
"Guilford School District","=""0600011""","ELA","Y",209,205,98.1,205,74,36.1,64,31.2,48,23.4,19,9.3,67,32.7
"Guilford School District","=""0600011""","Math","N",1661,1655,99.6,1655,106,6.4,394,23.8,542,32.7,613,37.0,1155,69.8
"Guilford School District","=""0600011""","Math","Y",209,205,98.1,205,102,49.8,72,35.1,20,9.8,11,5.4,31,15.1
"Hamden School District","=""0620011""","ELA","N",2444,2333,95.5,2331,365,15.7,572,24.5,795,34.1,599,25.7,1394,59.8
"Hamden School District","=""0620011""","ELA","Y",398,361,90.7,361,226,62.6,88,24.4,32,8.9,15,4.2,47,13.0
"Hamden School District","=""0620011""","Math","N",2445,2359,96.5,2356,687,29.2,711,30.2,568,24.1,390,16.6,958,40.7
"Hamden School District","=""0620011""","Math","Y",398,357,89.7,356,283,79.5,52,14.6,14,3.9,7,2.0,21,5.9
"Hampton School District","=""0630011""","ELA","N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","N",40,37,92.5,37,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","N",8907,8303,93.2,8255,3322,40.2,2396,29.0,1856,22.5,681,8.2,2537,30.7
"Hartford School District","=""0640011""","ELA","Y",1672,1474,88.2,1461,1229,84.1,172,11.8,47,3.2,13,0.9,60,4.1
"Hartford School District","=""0640011""","Math","N",8906,8447,94.8,8436,4759,56.4,2317,27.5,932,11.0,428,5.1,1360,16.1
"Hartford School District","=""0640011""","Math","Y",1670,1487,89.0,1475,1319,89.4,129,8.7,18,1.2,9,0.6,27,1.8
"Hartland School District","=""0650011""","ELA","N",113,113,100.0,113,"*","*",27,23.9,"*","*",22,19.5,"*","*"
"Hartland School District","=""0650011""","ELA","Y",24,22,91.7,22,"*","*",10,45.5,"*","*",0,0.0,"*","*"
"Hartland School District","=""0650011""","Math","N",113,113,100.0,113,21,18.6,37,32.7,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","Math","Y",24,22,91.7,22,12,54.5,"*","*","*","*",0,0.0,"*","*"
"Hebron School District","=""0670011""","ELA","N",430,430,100.0,429,37,8.6,83,19.3,"*","*","*","*",309,72.0
"Hebron School District","=""0670011""","ELA","Y",63,62,98.4,62,36,58.1,18,29.0,"*","*","*","*",8,12.9
"Hebron School District","=""0670011""","Math","N",430,429,99.8,429,41,9.6,155,36.1,"*","*","*","*",233,54.3
"Hebron School District","=""0670011""","Math","Y",63,63,100.0,63,43,68.3,12,19.0,"*","*","*","*",8,12.7
"Highville Charter School District","=""2860013""","ELA","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",180,180,100.0,178,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","ELA","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","N",180,180,100.0,177,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",217,215,99.1,215,52,24.2,75,34.9,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","Y",36,36,100.0,36,26,72.2,"*","*","*","*",0,0.0,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","N",217,216,99.5,215,106,49.3,"*","*","*","*",8,3.7,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Math","Y",36,36,100.0,36,33,91.7,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","ELA","N",390,389,99.7,389,100,25.7,132,33.9,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","Y",37,36,97.3,36,24,66.7,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","Math","N",390,389,99.7,389,159,40.9,"*","*","*","*",13,3.3,"*","*"
"Jumoke Academy District","=""2610013""","Math","Y",37,36,97.3,36,32,88.9,"*","*","*","*",0,0.0,"*","*"
"Kent School District","=""0680011""","ELA","N",148,146,98.6,146,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","N",148,146,98.6,146,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",1080,1067,98.8,1065,"*","*",282,26.5,450,42.3,"*","*","*","*"
"Killingly School District","=""0690011""","ELA","Y",137,134,97.8,134,83,61.9,36,26.9,"*","*","*","*",15,11.2
"Killingly School District","=""0690011""","Math","N",1080,1061,98.2,1060,300,28.3,429,40.5,261,24.6,70,6.6,331,31.2
"Killingly School District","=""0690011""","Math","Y",137,134,97.8,134,101,75.4,25,18.7,8,6.0,0,0.0,8,6.0
"Learn","=""2450014""","ELA","N",493,482,97.8,479,48,10.0,131,27.3,177,37.0,123,25.7,300,62.6
"Learn","=""2450014""","ELA","Y",89,85,95.5,85,49,57.6,16,18.8,10,11.8,10,11.8,20,23.5
"Learn","=""2450014""","Math","N",493,484,98.2,482,165,34.2,170,35.3,"*","*","*","*",147,30.5
"Learn","=""2450014""","Math","Y",89,86,96.6,86,60,69.8,19,22.1,"*","*","*","*",7,8.1
"Lebanon School District","=""0710011""","ELA","N",482,469,97.3,469,"*","*",106,22.6,198,42.2,"*","*","*","*"
"Lebanon School District","=""0710011""","ELA","Y",95,90,94.7,90,45,50.0,24,26.7,"*","*","*","*",21,23.3
"Lebanon School District","=""0710011""","Math","N",482,463,96.1,463,"*","*",146,31.5,144,31.1,"*","*","*","*"
"Lebanon School District","=""0710011""","Math","Y",95,88,92.6,88,48,54.5,32,36.4,"*","*","*","*",8,9.1
"Ledyard School District","=""0720011""","ELA","N",1105,1088,98.5,1087,"*","*",237,21.8,444,40.8,"*","*","*","*"
"Ledyard School District","=""0720011""","ELA","Y",163,150,92.0,149,78,52.3,42,28.2,"*","*","*","*",29,19.5
"Ledyard School District","=""0720011""","Math","N",1105,1092,98.8,1091,"*","*",372,34.1,307,28.1,"*","*","*","*"
"Ledyard School District","=""0720011""","Math","Y",164,152,92.7,150,96,64.0,37,24.7,"*","*","*","*",17,11.3
"Lisbon School District","=""0730011""","ELA","N",232,229,98.7,229,19,8.3,48,21.0,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","ELA","Y",26,26,100.0,26,16,61.5,7,26.9,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","N",232,229,98.7,229,59,25.8,"*","*",47,20.5,"*","*","*","*"
"Lisbon School District","=""0730011""","Math","Y",26,26,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Litchfield School District","=""0740011""","ELA","N",499,491,98.4,490,"*","*",95,19.4,182,37.1,"*","*","*","*"
"Litchfield School District","=""0740011""","ELA","Y",66,66,100.0,65,35,53.8,15,23.1,"*","*","*","*",15,23.1
"Litchfield School District","=""0740011""","Math","N",499,491,98.4,491,"*","*",116,23.6,161,32.8,"*","*","*","*"
"Litchfield School District","=""0740011""","Math","Y",66,66,100.0,66,34,51.5,"*","*",16,24.2,"*","*","*","*"
"Madison School District","=""0760011""","ELA","N",1514,1166,77.0,1164,51,4.4,176,15.1,478,41.1,459,39.4,937,80.5
"Madison School District","=""0760011""","ELA","Y",201,162,80.6,159,55,34.6,51,32.1,43,27.0,10,6.3,53,33.3
"Madison School District","=""0760011""","Math","N",1514,1164,76.9,1163,98,8.4,306,26.3,393,33.8,366,31.5,759,65.3
"Madison School District","=""0760011""","Math","Y",201,161,80.1,161,70,43.5,58,36.0,22,13.7,11,6.8,33,20.5
"Manchester School District","=""0770011""","ELA","N",2658,2458,92.5,2452,"*","*",692,28.2,730,29.8,"*","*","*","*"
"Manchester School District","=""0770011""","ELA","Y",385,347,90.1,346,293,84.7,41,11.8,"*","*","*","*",12,3.5
"Manchester School District","=""0770011""","Math","N",2658,2462,92.6,2459,872,35.5,816,33.2,521,21.2,250,10.2,771,31.4
"Manchester School District","=""0770011""","Math","Y",384,342,89.1,340,294,86.5,40,11.8,6,1.8,0,0.0,6,1.8
"Mansfield School District","=""0780011""","ELA","N",674,617,91.5,617,"*","*",61,9.9,206,33.4,"*","*","*","*"
"Mansfield School District","=""0780011""","ELA","Y",108,106,98.1,105,46,43.8,31,29.5,"*","*","*","*",28,26.7
"Mansfield School District","=""0780011""","Math","N",676,630,93.2,628,22,3.5,129,20.5,171,27.2,306,48.7,477,76.0
"Mansfield School District","=""0780011""","Math","Y",108,105,97.2,105,48,45.7,36,34.3,12,11.4,9,8.6,21,20.0
"Marlborough School District","=""0790011""","ELA","N",338,337,99.7,337,20,5.9,44,13.1,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","ELA","Y",29,29,100.0,29,17,58.6,9,31.0,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","N",338,337,99.7,337,"*","*",78,23.1,"*","*",121,35.9,"*","*"
"Marlborough School District","=""0790011""","Math","Y",29,29,100.0,29,17,58.6,"*","*","*","*",0,0.0,"*","*"
"Meriden School District","=""0800011""","ELA","N",3253,3161,97.2,3157,"*","*",910,28.8,961,30.4,"*","*","*","*"
"Meriden School District","=""0800011""","ELA","Y",605,559,92.4,550,450,81.8,77,14.0,"*","*","*","*",23,4.2
"Meriden School District","=""0800011""","Math","N",3249,3184,98.0,3181,1488,46.8,1034,32.5,"*","*","*","*",659,20.7
"Meriden School District","=""0800011""","Math","Y",604,572,94.7,568,500,88.0,53,9.3,"*","*","*","*",15,2.6
"Middletown School District","=""0830011""","ELA","N",2169,2149,99.1,2148,"*","*",582,27.1,758,35.3,"*","*","*","*"
"Middletown School District","=""0830011""","ELA","Y",278,266,95.7,265,206,77.7,45,17.0,"*","*","*","*",14,5.3
"Middletown School District","=""0830011""","Math","N",2167,2157,99.5,2157,660,30.6,699,32.4,"*","*","*","*",798,37.0
"Middletown School District","=""0830011""","Math","Y",278,265,95.3,264,229,86.7,27,10.2,"*","*","*","*",8,3.0
"Milford School District","=""0840011""","ELA","N",2943,2864,97.3,2859,"*","*",635,22.2,1139,39.8,"*","*","*","*"
"Milford School District","=""0840011""","ELA","Y",369,358,97.0,357,174,48.7,112,31.4,"*","*","*","*",71,19.9
"Milford School District","=""0840011""","Math","N",2945,2868,97.4,2865,"*","*",967,33.8,835,29.1,"*","*","*","*"
"Milford School District","=""0840011""","Math","Y",370,356,96.2,356,247,69.4,81,22.8,"*","*","*","*",28,7.9
"Monroe School District","=""0850011""","ELA","N",1549,1532,98.9,1530,28,1.8,130,8.5,582,38.0,790,51.6,1372,89.7
"Monroe School District","=""0850011""","ELA","Y",188,183,97.3,182,53,29.1,53,29.1,48,26.4,28,15.4,76,41.8
"Monroe School District","=""0850011""","Math","N",1550,1528,98.6,1528,140,9.2,402,26.3,539,35.3,447,29.3,986,64.5
"Monroe School District","=""0850011""","Math","Y",188,184,97.9,183,110,60.1,38,20.8,22,12.0,13,7.1,35,19.1
"Montville School District","=""0860011""","ELA","N",1097,1083,98.7,1083,"*","*",261,24.1,416,38.4,"*","*","*","*"
"Montville School District","=""0860011""","ELA","Y",142,140,98.6,140,86,61.4,37,26.4,"*","*","*","*",17,12.1
"Montville School District","=""0860011""","Math","N",1097,1083,98.7,1083,235,21.7,415,38.3,277,25.6,156,14.4,433,40.0
"Montville School District","=""0860011""","Math","Y",142,140,98.6,140,112,80.0,21,15.0,7,5.0,0,0.0,7,5.0
"Naugatuck School District","=""0880011""","ELA","N",1916,1886,98.4,1885,"*","*",517,27.4,691,36.7,"*","*","*","*"
"Naugatuck School District","=""0880011""","ELA","Y",346,334,96.5,333,247,74.2,59,17.7,"*","*","*","*",27,8.1
"Naugatuck School District","=""0880011""","Math","N",1919,1894,98.7,1892,568,30.0,694,36.7,"*","*","*","*",630,33.3
"Naugatuck School District","=""0880011""","Math","Y",346,332,96.0,332,263,79.2,51,15.4,"*","*","*","*",18,5.4
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",218,218,100.0,218,56,25.7,"*","*","*","*",19,8.7,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","Y",24,24,100.0,24,18,75.0,"*","*","*","*",0,0.0,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",218,218,100.0,218,88,40.4,"*","*",39,17.9,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","ELA","N",4082,3999,98.0,3984,1838,46.1,1089,27.3,"*","*","*","*",1057,26.5
"New Britain School District","=""0890011""","ELA","Y",728,680,93.4,679,618,91.0,47,6.9,"*","*","*","*",14,2.1
"New Britain School District","=""0890011""","Math","N",4089,4051,99.1,4048,2275,56.2,1101,27.2,"*","*","*","*",672,16.6
"New Britain School District","=""0890011""","Math","Y",732,698,95.4,695,653,94.0,34,4.9,"*","*","*","*",8,1.2
"New Canaan School District","=""0900011""","ELA","N",2043,1999,97.8,1997,42,2.1,218,10.9,712,35.7,1025,51.3,1737,87.0
"New Canaan School District","=""0900011""","ELA","Y",206,197,95.6,197,51,25.9,80,40.6,51,25.9,15,7.6,66,33.5
"New Canaan School District","=""0900011""","Math","N",2043,1999,97.8,1999,79,4.0,342,17.1,590,29.5,988,49.4,1578,78.9
"New Canaan School District","=""0900011""","Math","Y",206,197,95.6,197,84,42.6,64,32.5,38,19.3,11,5.6,49,24.9
"New Fairfield School District","=""0910011""","ELA","N",1261,1101,87.3,1101,"*","*",216,19.6,449,40.8,"*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","Y",120,100,83.3,97,53,54.6,26,26.8,"*","*","*","*",18,18.6
"New Fairfield School District","=""0910011""","Math","N",1261,1085,86.0,1083,"*","*",354,32.7,308,28.4,"*","*","*","*"
"New Fairfield School District","=""0910011""","Math","Y",120,94,78.3,94,66,70.2,16,17.0,"*","*","*","*",12,12.8
"New Hartford School District","=""0920011""","ELA","N",268,258,96.3,256,"*","*",31,12.1,101,39.5,"*","*","*","*"
"New Hartford School District","=""0920011""","ELA","Y",37,35,94.6,35,19,54.3,"*","*",8,22.9,"*","*","*","*"
"New Hartford School District","=""0920011""","Math","N",268,253,94.4,253,"*","*",73,28.9,"*","*",53,20.9,"*","*"
"New Hartford School District","=""0920011""","Math","Y",37,35,94.6,35,19,54.3,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","ELA","N",8792,8226,93.6,8176,3069,37.5,2439,29.8,1954,23.9,714,8.7,2668,32.6
"New Haven School District","=""0930011""","ELA","Y",1276,1192,93.4,1184,970,81.9,163,13.8,44,3.7,7,0.6,51,4.3
"New Haven School District","=""0930011""","Math","N",8790,8295,94.4,8274,4590,55.5,2436,29.4,"*","*","*","*",1248,15.1
"New Haven School District","=""0930011""","Math","Y",1271,1202,94.6,1197,1085,90.6,92,7.7,"*","*","*","*",20,1.7
"New London School District","=""0950011""","ELA","N",1330,1292,97.1,1280,410,32.0,420,32.8,"*","*","*","*",450,35.2
"New London School District","=""0950011""","ELA","Y",271,259,95.6,256,194,75.8,44,17.2,"*","*","*","*",18,7.0
"New London School District","=""0950011""","Math","N",1321,1307,98.9,1300,605,46.5,421,32.4,"*","*","*","*",274,21.1
"New London School District","=""0950011""","Math","Y",270,255,94.4,253,213,84.2,30,11.9,"*","*","*","*",10,4.0
"New Milford School District","=""0960011""","ELA","N",2014,1863,92.5,1857,277,14.9,501,27.0,669,36.0,410,22.1,1079,58.1
"New Milford School District","=""0960011""","ELA","Y",287,255,88.9,252,165,65.5,53,21.0,28,11.1,6,2.4,34,13.5
"New Milford School District","=""0960011""","Math","N",2014,1877,93.2,1870,369,19.7,682,36.5,531,28.4,288,15.4,819,43.8
"New Milford School District","=""0960011""","Math","Y",287,256,89.2,250,173,69.2,49,19.6,20,8.0,8,3.2,28,11.2
"Newington School District","=""0940011""","ELA","N",1963,1933,98.5,1922,185,9.6,458,23.8,783,40.7,496,25.8,1279,66.5
"Newington School District","=""0940011""","ELA","Y",240,228,95.0,228,121,53.1,71,31.1,29,12.7,7,3.1,36,15.8
"Newington School District","=""0940011""","Math","N",1962,1934,98.6,1929,"*","*",614,31.8,591,30.6,"*","*","*","*"
"Newington School District","=""0940011""","Math","Y",239,228,95.4,228,145,63.6,60,26.3,"*","*","*","*",23,10.1
"Newtown School District","=""0970011""","ELA","N",2379,2278,95.8,2276,107,4.7,382,16.8,984,43.2,803,35.3,1787,78.5
"Newtown School District","=""0970011""","ELA","Y",218,202,92.7,200,65,32.5,69,34.5,47,23.5,19,9.5,66,33.0
"Newtown School District","=""0970011""","Math","N",2379,2237,94.0,2237,233,10.4,594,26.6,739,33.0,671,30.0,1410,63.0
"Newtown School District","=""0970011""","Math","Y",218,199,91.3,198,98,49.5,58,29.3,25,12.6,17,8.6,42,21.2
"Norfolk School District","=""0980011""","ELA","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",927,896,96.7,896,"*","*",239,26.7,301,33.6,"*","*","*","*"
"North Branford School District","=""0990011""","ELA","Y",150,143,95.3,143,97,67.8,33,23.1,"*","*","*","*",13,9.1
"North Branford School District","=""0990011""","Math","N",927,897,96.8,896,"*","*",317,35.4,237,26.5,"*","*","*","*"
"North Branford School District","=""0990011""","Math","Y",150,143,95.3,143,113,79.0,23,16.1,"*","*","*","*",7,4.9
"North Canaan School District","=""1000011""","ELA","N",143,137,95.8,137,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","N",143,137,95.8,137,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","N",1560,1282,82.2,1265,194,15.3,337,26.6,428,33.8,306,24.2,734,58.0
"North Haven School District","=""1010011""","ELA","Y",184,155,84.2,152,94,61.8,30,19.7,22,14.5,6,3.9,28,18.4
"North Haven School District","=""1010011""","Math","N",1560,1273,81.6,1272,"*","*",482,37.9,353,27.8,"*","*","*","*"
"North Haven School District","=""1010011""","Math","Y",184,154,83.7,154,96,62.3,44,28.6,"*","*","*","*",14,9.1
"North Stonington School District","=""1020011""","ELA","N",349,344,98.6,344,23,6.7,73,21.2,131,38.1,117,34.0,248,72.1
"North Stonington School District","=""1020011""","ELA","Y",32,30,93.8,30,15,50.0,8,26.7,7,23.3,0,0.0,7,23.3
"North Stonington School District","=""1020011""","Math","N",349,344,98.6,344,47,13.7,93,27.0,"*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","Y",32,30,93.8,30,18,60.0,7,23.3,"*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","N",5080,4937,97.2,4925,968,19.7,1368,27.8,1638,33.3,951,19.3,2589,52.6
"Norwalk School District","=""1030011""","ELA","Y",657,619,94.2,618,420,68.0,144,23.3,44,7.1,10,1.6,54,8.7
"Norwalk School District","=""1030011""","Math","N",5082,5020,98.8,5015,1847,36.8,1578,31.5,1036,20.7,554,11.0,1590,31.7
"Norwalk School District","=""1030011""","Math","Y",657,619,94.2,618,503,81.4,90,14.6,19,3.1,6,1.0,25,4.0
"Norwich Free Academy District","=""9010022""","ELA","N",495,456,92.1,442,112,25.3,118,26.7,127,28.7,85,19.2,212,48.0
"Norwich Free Academy District","=""9010022""","ELA","Y",52,38,73.1,37,27,73.0,10,27.0,0,0.0,0,0.0,0,0.0
"Norwich Free Academy District","=""9010022""","Math","N",495,450,90.9,447,210,47.0,"*","*",81,18.1,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Math","Y",54,44,81.5,43,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Norwich School District","=""1040011""","ELA","N",1896,1859,98.0,1853,632,34.1,583,31.5,"*","*","*","*",638,34.4
"Norwich School District","=""1040011""","ELA","Y",358,339,94.7,338,283,83.7,45,13.3,"*","*","*","*",10,3.0
"Norwich School District","=""1040011""","Math","N",1894,1868,98.6,1865,864,46.3,644,34.5,"*","*","*","*",357,19.1
"Norwich School District","=""1040011""","Math","Y",357,340,95.2,339,297,87.6,34,10.0,"*","*","*","*",8,2.4
"Odyssey Community School District","=""2630013""","ELA","N",193,189,97.9,189,"*","*",50,26.5,"*","*",38,20.1,"*","*"
"Odyssey Community School District","=""2630013""","ELA","Y",21,21,100.0,21,12,57.1,"*","*","*","*",0,0.0,"*","*"
"Odyssey Community School District","=""2630013""","Math","N",193,189,97.9,189,39,20.6,"*","*",49,25.9,"*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","Y",21,21,100.0,21,16,76.2,"*","*",0,0.0,"*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",655,635,96.9,631,21,3.3,118,18.7,287,45.5,205,32.5,492,78.0
"Old Saybrook School District","=""1060011""","ELA","Y",97,95,97.9,93,33,35.5,38,40.9,16,17.2,6,6.5,22,23.7
"Old Saybrook School District","=""1060011""","Math","N",655,637,97.3,637,81,12.7,204,32.0,"*","*","*","*",352,55.3
"Old Saybrook School District","=""1060011""","Math","Y",97,95,97.9,91,55,60.4,27,29.7,"*","*","*","*",9,9.9
"Orange School District","=""1070011""","ELA","N",647,635,98.1,633,"*","*",81,12.8,217,34.3,"*","*","*","*"
"Orange School District","=""1070011""","ELA","Y",63,60,95.2,59,22,37.3,18,30.5,"*","*","*","*",19,32.2
"Orange School District","=""1070011""","Math","N",647,640,98.9,640,"*","*",173,27.0,222,34.7,"*","*","*","*"
"Orange School District","=""1070011""","Math","Y",63,60,95.2,59,26,44.1,25,42.4,"*","*","*","*",8,13.6
"Oxford School District","=""1080011""","ELA","N",984,970,98.6,970,32,3.3,181,18.7,416,42.9,341,35.2,757,78.0
"Oxford School District","=""1080011""","ELA","Y",142,136,95.8,136,60,44.1,44,32.4,23,16.9,9,6.6,32,23.5
"Oxford School District","=""1080011""","Math","N",984,967,98.3,967,159,16.4,336,34.7,317,32.8,155,16.0,472,48.8
"Oxford School District","=""1080011""","Math","Y",142,135,95.1,135,90,66.7,29,21.5,10,7.4,6,4.4,16,11.9
