"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Mansfield School District","=""0780011""","F",168,162,96.4,162,"*","*","*","*",45,27.8,49,30.2,94,58.0
"Mansfield School District","=""0780011""","N",609,560,92.0,560,31,5.5,58,10.4,184,32.9,287,51.3,471,84.1
"Mansfield School District","=""0780011""","R",38,38,100.0,38,"*","*","*","*",12,31.6,14,36.8,26,68.4
"Marlborough School District","=""0790011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",307,306,99.7,306,23,7.5,50,16.3,92,30.1,141,46.1,233,76.1
"Marlborough School District","=""0790011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","F",2060,2046,99.3,2046,901,44.0,538,26.3,454,22.2,153,7.5,607,29.7
"Meriden School District","=""0800011""","N",1078,1073,99.5,1073,209,19.5,240,22.4,374,34.9,250,23.3,624,58.2
"Meriden School District","=""0800011""","R",276,274,99.3,274,84,30.7,59,21.5,89,32.5,42,15.3,131,47.8
"Middletown School District","=""0830011""","F",830,830,100.0,830,350,42.2,215,25.9,199,24.0,66,8.0,265,31.9
"Middletown School District","=""0830011""","N",1132,1132,100.0,1130,160,14.2,203,18.0,421,37.3,346,30.6,767,67.9
"Middletown School District","=""0830011""","R",130,128,98.5,128,32,25.0,44,34.4,32,25.0,20,15.6,52,40.6
"Milford School District","=""0840011""","F",501,491,98.0,491,139,28.3,140,28.5,152,31.0,60,12.2,212,43.2
"Milford School District","=""0840011""","N",2109,2066,98.0,2066,189,9.1,427,20.7,804,38.9,646,31.3,1450,70.2
"Milford School District","=""0840011""","R",142,140,98.6,140,33,23.6,40,28.6,41,29.3,26,18.6,67,47.9
"Monroe School District","=""0850011""","F",76,76,100.0,76,"*","*","*","*",23,30.3,22,28.9,45,59.2
"Monroe School District","=""0850011""","N",1342,1330,99.1,1330,83,6.2,186,14.0,482,36.2,579,43.5,1061,79.8
"Monroe School District","=""0850011""","R",30,30,100.0,30,"*","*","*","*",11,36.7,10,33.3,21,70.0
"Montville School District","=""0860011""","F",303,302,99.7,302,66,21.9,92,30.5,94,31.1,50,16.6,144,47.7
"Montville School District","=""0860011""","N",636,633,99.5,633,73,11.5,134,21.2,222,35.1,204,32.2,426,67.3
"Montville School District","=""0860011""","R",109,109,100.0,109,22,20.2,26,23.9,46,42.2,15,13.8,61,56.0
"Naugatuck School District","=""0880011""","F",802,796,99.3,796,292,36.7,215,27.0,196,24.6,93,11.7,289,36.3
"Naugatuck School District","=""0880011""","N",974,973,99.9,973,165,17.0,245,25.2,333,34.2,230,23.6,563,57.9
"Naugatuck School District","=""0880011""","R",182,182,100.0,182,45,24.7,49,26.9,63,34.6,25,13.7,88,48.4
"New Beginnings Inc., Family Academy District","=""2800013""","F",181,181,100.0,181,67,37.0,60,33.1,43,23.8,11,6.1,54,29.8
"New Beginnings Inc., Family Academy District","=""2800013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","R",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","F",3347,3330,99.5,3329,2007,60.3,729,21.9,434,13.0,159,4.8,593,17.8
"New Britain School District","=""0890011""","N",764,760,99.5,760,286,37.6,181,23.8,187,24.6,106,13.9,293,38.6
"New Britain School District","=""0890011""","R",242,242,100.0,242,100,41.3,68,28.1,53,21.9,21,8.7,74,30.6
"New Canaan School District","=""0900011""","N",2031,2016,99.3,2016,93,4.6,243,12.1,659,32.7,1021,50.6,1680,83.3
"New Fairfield School District","=""0910011""","F",81,72,88.9,72,"*","*",19,26.4,30,41.7,"*","*","*","*"
"New Fairfield School District","=""0910011""","N",964,888,92.1,888,79,8.9,155,17.5,307,34.6,347,39.1,654,73.6
"New Fairfield School District","=""0910011""","R",26,25,96.2,25,"*","*",6,24.0,10,40.0,"*","*","*","*"
"New Hartford School District","=""0920011""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",266,256,96.2,256,25,9.8,55,21.5,72,28.1,104,40.6,176,68.8
"New Hartford School District","=""0920011""","R",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","F",5269,5229,99.2,5225,2484,47.5,1477,28.3,1020,19.5,244,4.7,1264,24.2
"New Haven School District","=""0930011""","N",3637,3585,98.6,3578,1156,32.3,892,24.9,948,26.5,582,16.3,1530,42.8
"New Haven School District","=""0930011""","R",157,157,100.0,157,39,24.8,36,22.9,55,35.0,27,17.2,82,52.2
"New London School District","=""0950011""","F",1150,1141,99.2,1139,565,49.6,290,25.5,213,18.7,71,6.2,284,24.9
"New London School District","=""0950011""","N",257,254,98.8,254,83,32.7,62,24.4,"*","*","*","*",109,42.9
"New London School District","=""0950011""","R",46,46,100.0,46,15,32.6,"*","*",13,28.3,"*","*","*","*"
"New Milford School District","=""0960011""","F",350,337,96.3,337,119,35.3,96,28.5,102,30.3,20,5.9,122,36.2
"New Milford School District","=""0960011""","N",1512,1422,94.0,1422,265,18.6,328,23.1,482,33.9,347,24.4,829,58.3
"New Milford School District","=""0960011""","R",115,109,94.8,109,27,24.8,34,31.2,34,31.2,14,12.8,48,44.0
"Newington School District","=""0940011""","F",345,344,99.7,344,103,29.9,101,29.4,100,29.1,40,11.6,140,40.7
"Newington School District","=""0940011""","N",1456,1451,99.7,1451,227,15.6,321,22.1,508,35.0,395,27.2,903,62.2
"Newington School District","=""0940011""","R",100,100,100.0,100,22,22.0,28,28.0,33,33.0,17,17.0,50,50.0
"Newtown School District","=""0970011""","F",115,113,98.3,113,23,20.4,21,18.6,48,42.5,21,18.6,69,61.1
"Newtown School District","=""0970011""","N",1924,1909,99.2,1909,129,6.8,317,16.6,735,38.5,728,38.1,1463,76.6
"Newtown School District","=""0970011""","R",43,43,100.0,43,10,23.3,13,30.2,12,27.9,8,18.6,20,46.5
"Norfolk School District","=""0980011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",49,49,100.0,49,9,18.4,10,20.4,12,24.5,18,36.7,30,61.2
"Norfolk School District","=""0980011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",117,112,95.7,112,23,20.5,31,27.7,38,33.9,20,17.9,58,51.8
"North Branford School District","=""0990011""","N",723,693,95.9,693,98,14.1,161,23.2,237,34.2,197,28.4,434,62.6
"North Branford School District","=""0990011""","R",37,37,100.0,37,12,32.4,10,27.0,9,24.3,6,16.2,15,40.5
"North Canaan School District","=""1000011""","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",113,111,98.2,111,14,12.6,27,24.3,42,37.8,28,25.2,70,63.1
"North Canaan School District","=""1000011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",164,160,97.6,160,33,20.6,42,26.3,56,35.0,29,18.1,85,53.1
"North Haven School District","=""1010011""","N",1244,1215,97.7,1215,104,8.6,202,16.6,423,34.8,486,40.0,909,74.8
"North Haven School District","=""1010011""","R",73,69,94.5,69,16,23.2,20,29.0,22,31.9,11,15.9,33,47.8
"North Stonington School District","=""1020011""","F",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",290,288,99.3,288,20,6.9,36,12.5,114,39.6,118,41.0,232,80.6
"North Stonington School District","=""1020011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",2338,2332,99.7,2330,920,39.5,665,28.5,553,23.7,192,8.2,745,32.0
"Norwalk School District","=""1030011""","N",2291,2263,98.8,2254,338,15.0,495,22.0,722,32.0,699,31.0,1421,63.0
"Norwalk School District","=""1030011""","R",453,450,99.3,450,122,27.1,126,28.0,130,28.9,72,16.0,202,44.9
"Norwich School District","=""1040011""","F",1507,1486,98.6,1485,717,48.3,375,25.3,299,20.1,94,6.3,393,26.5
"Norwich School District","=""1040011""","N",493,478,97.0,477,115,24.1,115,24.1,149,31.2,98,20.5,247,51.8
"Norwich School District","=""1040011""","R",206,203,98.5,203,63,31.0,60,29.6,54,26.6,26,12.8,80,39.4
"Odyssey Community School District","=""2630013""","F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",148,147,99.3,147,23,15.6,34,23.1,58,39.5,32,21.8,90,61.2
"Odyssey Community School District","=""2630013""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",103,102,99.0,102,"*","*","*","*",38,37.3,"*","*","*","*"
"Old Saybrook School District","=""1060011""","N",492,486,98.8,486,37,7.6,90,18.5,194,39.9,165,34.0,359,73.9
"Old Saybrook School District","=""1060011""","R",22,22,100.0,22,"*","*","*","*",9,40.9,"*","*","*","*"
"Orange School District","=""1070011""","F",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",694,680,98.0,680,49,7.2,92,13.5,228,33.5,311,45.7,539,79.3
"Orange School District","=""1070011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","F",61,60,98.4,60,"*","*","*","*",16,26.7,"*","*","*","*"
"Oxford School District","=""1080011""","N",876,863,98.5,863,91,10.5,205,23.8,318,36.8,249,28.9,567,65.7
"Oxford School District","=""1080011""","R",26,26,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","F",236,235,99.6,235,91,38.7,64,27.2,58,24.7,22,9.4,80,34.0
"Park City Prep Charter School District","=""2830013""","N",80,79,98.8,79,"*","*",18,22.8,30,38.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","R",32,32,100.0,32,"*","*",12,37.5,11,34.4,"*","*","*","*"
"Plainfield School District","=""1090011""","F",456,449,98.5,449,117,26.1,125,27.8,138,30.7,69,15.4,207,46.1
"Plainfield School District","=""1090011""","N",477,474,99.4,474,55,11.6,102,21.5,180,38.0,137,28.9,317,66.9
"Plainfield School District","=""1090011""","R",95,94,98.9,94,15,16.0,21,22.3,39,41.5,19,20.2,58,61.7
"Plainville School District","=""1100011""","F",282,282,100.0,282,89,31.6,69,24.5,90,31.9,34,12.1,124,44.0
"Plainville School District","=""1100011""","N",691,690,99.9,690,99,14.3,150,21.7,265,38.4,176,25.5,441,63.9
"Plainville School District","=""1100011""","R",70,70,100.0,70,11,15.7,20,28.6,23,32.9,16,22.9,39,55.7
"Plymouth School District","=""1110011""","F",185,184,99.5,184,61,33.2,46,25.0,47,25.5,30,16.3,77,41.8
"Plymouth School District","=""1110011""","N",440,434,98.6,434,69,15.9,96,22.1,156,35.9,113,26.0,269,62.0
"Plymouth School District","=""1110011""","R",39,39,100.0,39,11,28.2,12,30.8,9,23.1,7,17.9,16,41.0
"Pomfret School District","=""1120011""","F",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",223,223,100.0,220,15,6.8,38,17.3,79,35.9,88,40.0,167,75.9
"Pomfret School District","=""1120011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F",115,115,100.0,115,"*","*","*","*",40,34.8,25,21.7,65,56.5
"Portland School District","=""1130011""","N",505,491,97.2,491,"*","*","*","*",167,34.0,230,46.8,397,80.9
"Portland School District","=""1130011""","R",24,23,95.8,23,"*","*","*","*",8,34.8,6,26.1,14,60.9
"Preston School District","=""1140011""","F",47,44,93.6,44,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",216,207,95.8,207,21,10.1,41,19.8,80,38.6,65,31.4,145,70.0
"Preston School District","=""1140011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",262,251,95.8,251,100,39.8,63,25.1,62,24.7,26,10.4,88,35.1
"Putnam School District","=""1160011""","N",222,220,99.1,219,35,16.0,43,19.6,82,37.4,59,26.9,141,64.4
"Putnam School District","=""1160011""","R",53,52,98.1,52,12,23.1,13,25.0,16,30.8,11,21.2,27,51.9
"Redding School District","=""1170011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",645,637,98.8,637,42,6.6,90,14.1,223,35.0,282,44.3,505,79.3
"Redding School District","=""1170011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",267,265,99.3,265,28,10.6,50,18.9,120,45.3,67,25.3,187,70.6
"Regional School District 04","=""2040012""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F",25,24,96.0,24,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",721,704,97.6,704,49,7.0,94,13.4,296,42.0,265,37.6,561,79.7
"Regional School District 05","=""2050012""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",285,267,93.7,267,34,12.7,45,16.9,109,40.8,79,29.6,188,70.4
"Regional School District 06","=""2060012""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",298,286,96.0,286,28,9.8,50,17.5,131,45.8,77,26.9,208,72.7
"Regional School District 07","=""2070012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",522,517,99.0,514,40,7.8,103,20.0,246,47.9,125,24.3,371,72.2
"Regional School District 08","=""2080012""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F",64,61,95.3,61,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",1059,1045,98.7,1045,95,9.1,211,20.2,375,35.9,364,34.8,739,70.7
"Regional School District 10","=""2100012""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",66,65,98.5,65,"*","*",12,18.5,38,58.5,"*","*","*","*"
"Regional School District 11","=""2110012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",285,284,99.6,284,22,7.7,41,14.4,116,40.8,105,37.0,221,77.8
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F",50,49,98.0,49,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",758,751,99.1,751,74,9.9,166,22.1,280,37.3,231,30.8,511,68.0
"Regional School District 13","=""2130012""","R",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F",69,68,98.6,68,"*","*","*","*",25,36.8,10,14.7,35,51.5
"Regional School District 14","=""2140012""","N",574,571,99.5,571,72,12.6,131,22.9,201,35.2,167,29.2,368,64.4
"Regional School District 14","=""2140012""","R",21,21,100.0,21,"*","*","*","*",6,28.6,7,33.3,13,61.9
"Regional School District 15","=""2150012""","F",102,101,99.0,101,20,19.8,29,28.7,36,35.6,16,15.8,52,51.5
"Regional School District 15","=""2150012""","N",1681,1657,98.6,1657,96,5.8,239,14.4,590,35.6,732,44.2,1322,79.8
"Regional School District 15","=""2150012""","R",38,38,100.0,38,9,23.7,11,28.9,12,31.6,6,15.8,18,47.4
"Regional School District 16","=""2160012""","F",122,111,91.0,111,"*","*",31,27.9,40,36.0,"*","*","*","*"
"Regional School District 16","=""2160012""","N",898,842,93.8,842,95,11.3,179,21.3,302,35.9,266,31.6,568,67.5
"Regional School District 16","=""2160012""","R",49,47,95.9,47,"*","*",18,38.3,17,36.2,"*","*","*","*"
"Regional School District 17","=""2170012""","F",54,54,100.0,54,"*","*","*","*",15,27.8,14,25.9,29,53.7
"Regional School District 17","=""2170012""","N",973,966,99.3,966,81,8.4,159,16.5,333,34.5,393,40.7,726,75.2
"Regional School District 17","=""2170012""","R",35,35,100.0,35,"*","*",11,31.4,13,37.1,"*","*","*","*"
"Regional School District 18","=""2180012""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",569,562,98.8,562,27,4.8,72,12.8,215,38.3,248,44.1,463,82.4
"Regional School District 18","=""2180012""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2322,2262,97.4,2262,131,5.8,257,11.4,744,32.9,1130,50.0,1874,82.8
"Ridgefield School District","=""1180011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",150,150,100.0,150,48,32.0,"*","*",42,28.0,"*","*","*","*"
"Rocky Hill School District","=""1190011""","N",960,955,99.5,955,83,8.7,178,18.6,335,35.1,359,37.6,694,72.7
"Rocky Hill School District","=""1190011""","R",29,29,100.0,29,9,31.0,11,37.9,"*","*","*","*",9,31.0
"Salem School District","=""1210011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",215,215,100.0,215,11,5.1,19,8.8,73,34.0,112,52.1,185,86.0
"Salem School District","=""1210011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",139,139,100.0,139,6,4.3,16,11.5,50,36.0,67,48.2,117,84.2
"Salisbury School District","=""1220011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",40,38,95.0,38,"*","*","*","*",13,34.2,16,42.1,29,76.3
"Scotland School District","=""1230011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",231,231,100.0,231,78,33.8,63,27.3,70,30.3,20,8.7,90,39.0
"Seymour School District","=""1240011""","N",745,739,99.2,739,107,14.5,176,23.8,279,37.8,177,24.0,456,61.7
"Seymour School District","=""1240011""","R",87,86,98.9,86,23,26.7,24,27.9,27,31.4,12,14.0,39,45.3
"Sharon School District","=""1250011""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",76,75,98.7,75,18,24.0,16,21.3,24,32.0,17,22.7,41,54.7
"Sharon School District","=""1250011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",410,407,99.3,407,101,24.8,103,25.3,138,33.9,65,16.0,203,49.9
"Shelton School District","=""1260011""","N",1781,1762,98.9,1761,140,8.0,278,15.8,620,35.2,723,41.1,1343,76.3
"Shelton School District","=""1260011""","R",124,122,98.4,122,15,12.3,32,26.2,46,37.7,29,23.8,75,61.5
"Sherman School District","=""1270011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",210,164,78.1,164,20,12.2,30,18.3,62,37.8,52,31.7,114,69.5
"Sherman School District","=""1270011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","F",60,60,100.0,60,10,16.7,23,38.3,"*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",60,60,100.0,60,"*","*","*","*",28,46.7,14,23.3,42,70.0
"Side By Side Charter School District","=""2700013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",166,166,100.0,166,"*","*",45,27.1,47,28.3,"*","*","*","*"
"Simsbury School District","=""1280011""","N",1735,1730,99.7,1730,79,4.6,208,12.0,559,32.3,884,51.1,1443,83.4
"Simsbury School District","=""1280011""","R",34,34,100.0,34,"*","*","*","*",15,44.1,8,23.5,23,67.6
"Somers School District","=""1290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",623,600,96.3,600,60,10.0,113,18.8,213,35.5,214,35.7,427,71.2
"Somers School District","=""1290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",190,184,96.8,184,45,24.5,45,24.5,58,31.5,36,19.6,94,51.1
"South Windsor School District","=""1320011""","N",1608,1596,99.3,1596,92,5.8,228,14.3,579,36.3,697,43.7,1276,79.9
"South Windsor School District","=""1320011""","R",66,65,98.5,65,9,13.8,12,18.5,30,46.2,14,21.5,44,67.7
"Southington School District","=""1310011""","F",418,415,99.3,415,111,26.7,114,27.5,135,32.5,55,13.3,190,45.8
"Southington School District","=""1310011""","N",2585,2565,99.2,2565,265,10.3,512,20.0,976,38.1,812,31.7,1788,69.7
"Southington School District","=""1310011""","R",107,107,100.0,107,28,26.2,18,16.8,41,38.3,20,18.7,61,57.0
"Sprague School District","=""1330011""","F",101,101,100.0,101,31,30.7,24,23.8,"*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",107,106,99.1,106,"*","*","*","*",44,41.5,23,21.7,67,63.2
"Sprague School District","=""1330011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",192,188,97.9,188,46,24.5,54,28.7,69,36.7,19,10.1,88,46.8
"Stafford School District","=""1340011""","N",415,409,98.6,409,35,8.6,84,20.5,166,40.6,124,30.3,290,70.9
"Stafford School District","=""1340011""","R",73,72,98.6,72,12,16.7,7,9.7,34,47.2,19,26.4,53,73.6
"Stamford School District","=""1350011""","F",3400,3375,99.3,3375,1346,39.9,941,27.9,839,24.9,249,7.4,1088,32.2
"Stamford School District","=""1350011""","N",3087,3052,98.9,3052,370,12.1,539,17.7,1034,33.9,1109,36.3,2143,70.2
"Stamford School District","=""1350011""","R",568,565,99.5,565,152,26.9,169,29.9,170,30.1,74,13.1,244,43.2
"Sterling School District","=""1360011""","F",72,71,98.6,71,"*","*","*","*",23,32.4,"*","*","*","*"
"Sterling School District","=""1360011""","N",194,188,96.9,188,26,13.8,47,25.0,65,34.6,50,26.6,115,61.2
"Sterling School District","=""1360011""","R",20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*"
"Stonington School District","=""1370011""","F",172,165,95.9,165,"*","*",31,18.8,59,35.8,"*","*","*","*"
"Stonington School District","=""1370011""","N",794,779,98.1,779,73,9.4,120,15.4,261,33.5,325,41.7,586,75.2
"Stonington School District","=""1370011""","R",29,28,96.6,28,"*","*",6,21.4,13,46.4,"*","*","*","*"
"Stratford School District","=""1380011""","F",1129,1126,99.7,1126,424,37.7,311,27.6,287,25.5,104,9.2,391,34.7
"Stratford School District","=""1380011""","N",1737,1718,98.9,1716,285,16.6,392,22.8,612,35.7,427,24.9,1039,60.5
"Stratford School District","=""1380011""","R",363,363,100.0,363,94,25.9,110,30.3,114,31.4,45,12.4,159,43.8
"Suffield School District","=""1390011""","F",111,109,98.2,109,"*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",911,891,97.8,891,92,10.3,154,17.3,322,36.1,323,36.3,645,72.4
"Suffield School District","=""1390011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",75,75,100.0,75,35,46.7,29,38.7,"*","*","*","*",11,14.7
"The Bridge Academy District","=""2690013""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",96,92,95.8,92,19,20.7,25,27.2,35,38.0,13,14.1,48,52.2
"The Gilbert School District","=""9020022""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F",78,77,98.7,77,33,42.9,"*","*",15,19.5,"*","*","*","*"
"Thomaston School District","=""1400011""","N",340,339,99.7,339,59,17.4,83,24.5,119,35.1,78,23.0,197,58.1
"Thomaston School District","=""1400011""","R",38,36,94.7,36,12,33.3,"*","*",16,44.4,"*","*","*","*"
"Thompson School District","=""1410011""","F",154,150,97.4,150,69,46.0,42,28.0,33,22.0,6,4.0,39,26.0
"Thompson School District","=""1410011""","N",316,299,94.6,299,66,22.1,109,36.5,86,28.8,38,12.7,124,41.5
"Thompson School District","=""1410011""","R",30,27,90.0,27,10,37.0,8,29.6,9,33.3,0,0.0,9,33.3
"Tolland School District","=""1420011""","F",80,80,100.0,80,"*","*","*","*",23,28.8,"*","*","*","*"
"Tolland School District","=""1420011""","N",1107,1100,99.4,1100,90,8.2,208,18.9,403,36.6,399,36.3,802,72.9
"Tolland School District","=""1420011""","R",26,26,100.0,26,"*","*","*","*",11,42.3,"*","*","*","*"
"Torrington School District","=""1430011""","F",908,882,97.1,882,306,34.7,266,30.2,223,25.3,87,9.9,310,35.1
"Torrington School District","=""1430011""","N",994,950,95.6,950,193,20.3,257,27.1,326,34.3,174,18.3,500,52.6
"Torrington School District","=""1430011""","R",174,167,96.0,167,33,19.8,53,31.7,58,34.7,23,13.8,81,48.5
"Trailblazers Academy District","=""2780013""","F",122,118,96.7,118,80,67.8,24,20.3,"*","*","*","*",14,11.9
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",193,189,97.9,189,"*","*",53,28.0,63,33.3,"*","*","*","*"
"Trumbull School District","=""1440011""","N",2733,2697,98.7,2696,134,5.0,300,11.1,859,31.9,1403,52.0,2262,83.9
"Trumbull School District","=""1440011""","R",80,79,98.8,79,"*","*","*","*",24,30.4,28,35.4,52,65.8
"Unified School District #2","=""3470015""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",595,585,98.3,585,253,43.2,166,28.4,124,21.2,42,7.2,166,28.4
"Vernon School District","=""1460011""","N",731,723,98.9,722,139,19.3,158,21.9,255,35.3,170,23.5,425,58.9
"Vernon School District","=""1460011""","R",84,82,97.6,82,32,39.0,21,25.6,21,25.6,8,9.8,29,35.4
"Voluntown School District","=""1470011""","F",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",133,133,100.0,133,17,12.8,26,19.5,50,37.6,40,30.1,90,67.7
