"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Special Education Stat"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 01","=""2010012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",265,263,99.2,263,34,12.9,69,26.2,"*","*","*","*",160,60.8
"Regional School District 04","=""2040012""","Y",46,45,97.8,45,27,60.0,11,24.4,"*","*","*","*",7,15.6
"Regional School District 05","=""2050012""","N",673,659,97.9,659,"*","*",141,21.4,191,29.0,"*","*","*","*"
"Regional School District 05","=""2050012""","Y",83,79,95.2,79,45,57.0,25,31.6,"*","*","*","*",9,11.4
"Regional School District 06","=""2060012""","N",283,272,96.1,272,33,12.1,86,31.6,"*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y",48,41,85.4,41,29,70.7,8,19.5,"*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",278,267,96.0,267,10,3.7,58,21.7,"*","*","*","*",199,74.5
"Regional School District 07","=""2070012""","Y",47,45,95.7,45,29,64.4,7,15.6,"*","*","*","*",9,20.0
"Regional School District 08","=""2080012""","N",503,497,98.8,494,34,6.9,140,28.3,"*","*","*","*",320,64.8
"Regional School District 08","=""2080012""","Y",64,64,100.0,64,41,64.1,15,23.4,"*","*","*","*",8,12.5
"Regional School District 10","=""2100012""","N",1034,1026,99.2,1026,"*","*",281,27.4,295,28.8,"*","*","*","*"
"Regional School District 10","=""2100012""","Y",100,91,91.0,91,54,59.3,21,23.1,"*","*","*","*",16,17.6
"Regional School District 11","=""2110012""","N",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",263,261,99.2,261,"*","*",57,21.8,101,38.7,"*","*","*","*"
"Regional School District 12","=""2120012""","Y",48,48,100.0,48,19,39.6,15,31.3,"*","*","*","*",14,29.2
"Regional School District 13","=""2130012""","N",713,706,99.0,706,"*","*",218,30.9,231,32.7,"*","*","*","*"
"Regional School District 13","=""2130012""","Y",114,111,97.4,111,64,57.7,37,33.3,"*","*","*","*",10,9.0
"Regional School District 14","=""2140012""","N",577,572,99.1,572,"*","*",198,34.6,"*","*",107,18.7,"*","*"
"Regional School District 14","=""2140012""","Y",87,87,100.0,87,48,55.2,"*","*","*","*",0,0.0,"*","*"
"Regional School District 15","=""2150012""","N",1602,1586,99.0,1586,77,4.9,379,23.9,520,32.8,610,38.5,1130,71.2
"Regional School District 15","=""2150012""","Y",219,207,94.5,207,104,50.2,67,32.4,27,13.0,9,4.3,36,17.4
"Regional School District 16","=""2160012""","N",920,859,93.4,858,"*","*",252,29.4,288,33.6,"*","*","*","*"
"Regional School District 16","=""2160012""","Y",149,137,91.9,137,69,50.4,50,36.5,"*","*","*","*",18,13.1
"Regional School District 17","=""2170012""","N",873,867,99.3,867,56,6.5,214,24.7,279,32.2,318,36.7,597,68.9
"Regional School District 17","=""2170012""","Y",188,183,97.3,183,67,36.6,76,41.5,24,13.1,16,8.7,40,21.9
"Regional School District 18","=""2180012""","N",531,525,98.9,525,14,2.7,87,16.6,168,32.0,256,48.8,424,80.8
"Regional School District 18","=""2180012""","Y",76,75,98.7,75,17,22.7,30,40.0,17,22.7,11,14.7,28,37.3
"Ridgefield School District","=""1180011""","N",2152,2096,97.4,2096,101,4.8,399,19.0,689,32.9,907,43.3,1596,76.1
"Ridgefield School District","=""1180011""","Y",231,222,96.1,222,104,46.8,79,35.6,25,11.3,14,6.3,39,17.6
"Rocky Hill School District","=""1190011""","N",1037,1033,99.6,1033,113,10.9,286,27.7,"*","*","*","*",634,61.4
"Rocky Hill School District","=""1190011""","Y",102,100,98.0,100,61,61.0,29,29.0,"*","*","*","*",10,10.0
"Salem School District","=""1210011""","N",203,203,100.0,203,6,3.0,34,16.7,"*","*","*","*",163,80.3
"Salem School District","=""1210011""","Y",43,43,100.0,43,14,32.6,19,44.2,"*","*","*","*",10,23.3
"Salisbury School District","=""1220011""","N",146,146,100.0,146,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",50,48,96.0,48,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",924,916,99.1,916,121,13.2,290,31.7,"*","*","*","*",505,55.1
"Seymour School District","=""1240011""","Y",139,139,100.0,139,97,69.8,36,25.9,"*","*","*","*",6,4.3
"Sharon School District","=""1250011""","N",85,84,98.8,84,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",1975,1955,99.0,1955,155,7.9,554,28.3,643,32.9,603,30.8,1246,63.7
"Shelton School District","=""1260011""","Y",340,331,97.4,331,202,61.0,82,24.8,34,10.3,13,3.9,47,14.2
"Sherman School District","=""1270011""","N",188,153,81.4,153,6,3.9,"*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y",34,21,61.8,21,17,81.0,"*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",117,117,100.0,117,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",1708,1704,99.8,1704,97,5.7,354,20.8,527,30.9,726,42.6,1253,73.5
"Simsbury School District","=""1280011""","Y",217,213,98.2,213,96,45.1,74,34.7,31,14.6,12,5.6,43,20.2
"Somers School District","=""1290011""","N",608,584,96.1,584,"*","*",190,32.5,177,30.3,"*","*","*","*"
"Somers School District","=""1290011""","Y",80,79,98.8,79,49,62.0,19,24.1,"*","*","*","*",11,13.9
"South Windsor School District","=""1320011""","N",1636,1620,99.0,1620,66,4.1,325,20.1,462,28.5,767,47.3,1229,75.9
"South Windsor School District","=""1320011""","Y",228,221,96.9,221,96,43.4,73,33.0,32,14.5,20,9.0,52,23.5
"Southington School District","=""1310011""","N",2736,2721,99.5,2721,238,8.7,783,28.8,942,34.6,758,27.9,1700,62.5
"Southington School District","=""1310011""","Y",372,362,97.3,362,211,58.3,101,27.9,38,10.5,12,3.3,50,13.8
"Sprague School District","=""1330011""","N",188,188,100.0,188,31,16.5,"*","*","*","*",22,11.7,"*","*"
"Sprague School District","=""1330011""","Y",32,31,96.9,31,25,80.6,"*","*","*","*",0,0.0,"*","*"
"Stafford School District","=""1340011""","N",593,587,99.0,587,"*","*",205,34.9,207,35.3,"*","*","*","*"
"Stafford School District","=""1340011""","Y",87,82,94.3,82,50,61.0,24,29.3,"*","*","*","*",8,9.8
"Stamford School District","=""1350011""","N",6283,6237,99.3,6237,1578,25.3,1836,29.4,1499,24.0,1324,21.2,2823,45.3
"Stamford School District","=""1350011""","Y",773,748,96.8,748,592,79.1,113,15.1,28,3.7,15,2.0,43,5.7
"Sterling School District","=""1360011""","N",253,249,98.4,249,74,29.7,100,40.2,"*","*","*","*","*","*"
"Sterling School District","=""1360011""","Y",33,30,90.9,30,22,73.3,"*","*","*","*",0,0.0,"*","*"
"Stonington School District","=""1370011""","N",839,826,98.5,826,53,6.4,184,22.3,269,32.6,320,38.7,589,71.3
"Stonington School District","=""1370011""","Y",157,146,93.0,146,78,53.4,44,30.1,13,8.9,11,7.5,24,16.4
"Stratford School District","=""1380011""","N",2868,2852,99.4,2852,918,32.2,987,34.6,"*","*","*","*",947,33.2
"Stratford School District","=""1380011""","Y",361,348,96.4,348,275,79.0,55,15.8,"*","*","*","*",18,5.2
"Suffield School District","=""1390011""","N",923,906,98.2,905,"*","*",292,32.3,283,31.3,"*","*","*","*"
"Suffield School District","=""1390011""","Y",109,101,92.7,101,67,66.3,21,20.8,"*","*","*","*",13,12.9
"The Bridge Academy District","=""2690013""","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",144,140,97.2,140,48,34.3,"*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",28,27,96.4,27,24,88.9,"*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",389,387,99.5,387,50,12.9,146,37.7,122,31.5,69,17.8,191,49.4
"Thomaston School District","=""1400011""","Y",67,66,98.5,66,46,69.7,14,21.2,6,9.1,0,0.0,6,9.1
"Thompson School District","=""1410011""","N",450,433,96.2,433,138,31.9,"*","*","*","*",30,6.9,"*","*"
"Thompson School District","=""1410011""","Y",50,44,88.0,44,39,88.6,"*","*","*","*",0,0.0,"*","*"
"Tolland School District","=""1420011""","N",1075,1070,99.5,1070,"*","*",252,23.6,422,39.4,"*","*","*","*"
"Tolland School District","=""1420011""","Y",136,134,98.5,134,63,47.0,48,35.8,"*","*","*","*",23,17.2
"Torrington School District","=""1430011""","N",1715,1648,96.1,1648,448,27.2,691,41.9,"*","*","*","*",509,30.9
"Torrington School District","=""1430011""","Y",363,342,94.2,342,254,74.3,71,20.8,"*","*","*","*",17,5.0
"Trailblazers Academy District","=""2780013""","N",94,87,92.6,87,61,70.1,"*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","Y",35,33,94.3,33,33,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Trumbull School District","=""1440011""","N",2692,2655,98.6,2654,74,2.8,410,15.4,804,30.3,1366,51.5,2170,81.8
"Trumbull School District","=""1440011""","Y",314,309,98.4,309,114,36.9,103,33.3,61,19.7,31,10.0,92,29.8
"Unified School District #2","=""3470015""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Y",24,24,100.0,24,"*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",1184,1172,99.0,1171,"*","*",424,36.2,308,26.3,"*","*","*","*"
"Vernon School District","=""1460011""","Y",228,216,94.7,216,168,77.8,37,17.1,"*","*","*","*",11,5.1
"Voluntown School District","=""1470011""","N",136,136,100.0,136,9,6.6,32,23.5,"*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Y",38,38,100.0,38,15,39.5,19,50.0,"*","*","*","*","*","*"
"Wallingford School District","=""1480011""","N",2394,2371,99.0,2371,"*","*",804,33.9,768,32.4,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",300,293,97.7,293,194,66.2,70,23.9,"*","*","*","*",29,9.9
"Waterbury School District","=""1510011""","N",6889,6862,99.6,6862,3430,50.0,2127,31.0,1012,14.7,293,4.3,1305,19.0
"Waterbury School District","=""1510011""","Y",1548,1536,99.2,1536,1383,90.0,115,7.5,28,1.8,10,0.7,38,2.5
"Waterford School District","=""1520011""","N",1032,1031,99.9,1031,117,11.3,321,31.1,316,30.6,277,26.9,593,57.5
"Waterford School District","=""1520011""","Y",183,183,100.0,183,113,61.7,46,25.1,13,7.1,11,6.0,24,13.1
"Watertown School District","=""1530011""","N",1142,1132,99.1,1132,"*","*",435,38.4,334,29.5,"*","*","*","*"
"Watertown School District","=""1530011""","Y",176,173,98.3,173,128,74.0,31,17.9,"*","*","*","*",14,8.1
"West Hartford School District","=""1550011""","N",3978,3951,99.3,3949,453,11.5,1022,25.9,1227,31.1,1247,31.6,2474,62.6
"West Hartford School District","=""1550011""","Y",443,429,96.8,428,280,65.4,87,20.3,39,9.1,22,5.1,61,14.3
"West Haven School District","=""1560011""","N",2275,2261,99.4,2261,"*","*",782,34.6,599,26.5,"*","*","*","*"
"West Haven School District","=""1560011""","Y",357,346,96.9,346,245,70.8,76,22.0,"*","*","*","*",25,7.2
"Westbrook School District","=""1540011""","N",273,272,99.6,272,"*","*",68,25.0,81,29.8,"*","*","*","*"
"Westbrook School District","=""1540011""","Y",50,50,100.0,50,15,30.0,22,44.0,"*","*","*","*",13,26.0
"Weston School District","=""1570011""","N",1013,1001,98.8,1001,"*","*",208,20.8,360,36.0,"*","*","*","*"
"Weston School District","=""1570011""","Y",95,82,86.3,82,40,48.8,"*","*",20,24.4,"*","*","*","*"
"Westport School District","=""1580011""","N",2381,2331,97.9,2326,88,3.8,371,16.0,718,30.9,1149,49.4,1867,80.3
"Westport School District","=""1580011""","Y",280,268,95.7,267,118,44.2,86,32.2,38,14.2,25,9.4,63,23.6
"Wethersfield School District","=""1590011""","N",1395,1379,98.9,1379,"*","*",360,26.1,434,31.5,"*","*","*","*"
"Wethersfield School District","=""1590011""","Y",231,226,97.8,226,143,63.3,48,21.2,"*","*","*","*",35,15.5
"Willington School District","=""1600011""","N",236,226,95.8,226,22,9.7,77,34.1,"*","*","*","*","*","*"
"Willington School District","=""1600011""","Y",52,48,92.3,48,27,56.3,16,33.3,"*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",1711,1681,98.2,1680,63,3.8,377,22.4,585,34.8,655,39.0,1240,73.8
"Wilton School District","=""1610011""","Y",277,268,96.8,268,114,42.5,93,34.7,37,13.8,24,9.0,61,22.8
"Winchester School District","=""1620011""","N",271,266,98.2,266,85,32.0,95,35.7,"*","*","*","*",86,32.3
"Winchester School District","=""1620011""","Y",62,57,91.9,57,40,70.2,8,14.0,"*","*","*","*",9,15.8
"Windham School District","=""1630011""","N",1302,1294,99.4,1292,464,35.9,448,34.7,"*","*","*","*",380,29.4
"Windham School District","=""1630011""","Y",275,267,97.1,266,216,81.2,37,13.9,"*","*","*","*",13,4.9
"Windsor Locks School District","=""1650011""","N",606,591,97.5,591,132,22.3,205,34.7,"*","*","*","*",254,43.0
"Windsor Locks School District","=""1650011""","Y",114,109,95.6,109,90,82.6,13,11.9,"*","*","*","*",6,5.5
"Windsor School District","=""1640011""","N",1157,1146,99.0,1146,"*","*",368,32.1,318,27.7,"*","*","*","*"
"Windsor School District","=""1640011""","Y",214,206,96.3,206,163,79.1,33,16.0,"*","*","*","*",10,4.9
"Wolcott School District","=""1660011""","N",959,957,99.8,957,"*","*",293,30.6,319,33.3,"*","*","*","*"
"Wolcott School District","=""1660011""","Y",131,127,96.9,127,71,55.9,41,32.3,"*","*","*","*",15,11.8
"Woodbridge School District","=""1670011""","N",389,376,96.7,376,"*","*",70,18.6,123,32.7,"*","*","*","*"
"Woodbridge School District","=""1670011""","Y",49,40,81.6,40,19,47.5,13,32.5,"*","*","*","*",8,20.0
"Woodstock School District","=""1690011""","N",526,505,96.0,505,"*","*",167,33.1,"*","*",108,21.4,"*","*"
"Woodstock School District","=""1690011""","Y",61,58,95.1,58,36,62.1,"*","*","*","*",0,0.0,"*","*"

