"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"East Granby School District","=""0400011""",07,75,75,100.0,75,13,17.3,15,20.0,36,48.0,11,14.7,47,62.7,2564
"East Granby School District","=""0400011""",08,63,62,98.4,62,8,12.9,12,19.4,19,30.6,23,37.1,42,67.7,2609
"East Haddam School District","=""0410011""",03,71,69,97.2,69,7,10.1,10,14.5,21,30.4,31,44.9,52,75.4,2472
"East Haddam School District","=""0410011""",04,75,73,97.3,73,17,23.3,17,23.3,14,19.2,25,34.2,39,53.4,2487
"East Haddam School District","=""0410011""",05,70,69,98.6,69,"*","*","*","*",21,30.4,33,47.8,54,78.3,2567
"East Haddam School District","=""0410011""",06,78,77,98.7,77,"*","*",23,29.9,"*","*",30,39.0,"*","*",2574
"East Haddam School District","=""0410011""",07,103,95,92.2,95,17,17.9,11,11.6,36,37.9,31,32.6,67,70.5,2592
"East Haddam School District","=""0410011""",08,102,96,94.1,96,12,12.5,27,28.1,45,46.9,12,12.5,57,59.4,2582
"East Hampton School District","=""0420011""",03,161,158,98.1,158,29,18.4,47,29.7,32,20.3,50,31.6,82,51.9,2440
"East Hampton School District","=""0420011""",04,157,150,95.5,150,25,16.7,35,23.3,49,32.7,41,27.3,90,60.0,2490
"East Hampton School District","=""0420011""",05,133,124,93.2,124,23,18.5,26,21.0,44,35.5,31,25.0,75,60.5,2520
"East Hampton School District","=""0420011""",06,154,148,96.1,148,29,19.6,36,24.3,56,37.8,27,18.2,83,56.1,2541
"East Hampton School District","=""0420011""",07,132,120,90.9,120,26,21.7,29,24.2,48,40.0,17,14.2,65,54.2,2554
"East Hampton School District","=""0420011""",08,148,131,88.5,131,20,15.3,32,24.4,57,43.5,22,16.8,79,60.3,2588
"East Hartford School District","=""0430011""",03,509,509,100.0,506,218,43.1,142,28.1,91,18.0,55,10.9,146,28.9,2386
"East Hartford School District","=""0430011""",04,506,506,100.0,505,230,45.5,112,22.2,90,17.8,73,14.5,163,32.3,2428
"East Hartford School District","=""0430011""",05,516,516,100.0,515,195,37.9,107,20.8,159,30.9,54,10.5,213,41.4,2471
"East Hartford School District","=""0430011""",06,420,415,98.8,415,167,40.2,114,27.5,103,24.8,31,7.5,134,32.3,2483
"East Hartford School District","=""0430011""",07,476,473,99.4,468,203,43.4,127,27.1,107,22.9,31,6.6,138,29.5,2500
"East Hartford School District","=""0430011""",08,494,487,98.6,486,212,43.6,146,30.0,113,23.3,15,3.1,128,26.3,2507
"East Haven School District","=""0440011""",03,196,196,100.0,196,54,27.6,58,29.6,47,24.0,37,18.9,84,42.9,2419
"East Haven School District","=""0440011""",04,212,212,100.0,212,62,29.2,45,21.2,57,26.9,48,22.6,105,49.5,2462
"East Haven School District","=""0440011""",05,204,204,100.0,204,51,25.0,66,32.4,51,25.0,36,17.6,87,42.6,2493
"East Haven School District","=""0440011""",06,215,214,99.5,214,41,19.2,56,26.2,86,40.2,31,14.5,117,54.7,2531
"East Haven School District","=""0440011""",07,243,239,98.4,239,45,18.8,71,29.7,86,36.0,37,15.5,123,51.5,2554
"East Haven School District","=""0440011""",08,249,246,98.8,246,76,30.9,68,27.6,80,32.5,22,8.9,102,41.5,2543
"East Lyme School District","=""0450011""",03,165,162,98.2,162,18,11.1,23,14.2,41,25.3,80,49.4,121,74.7,2482
"East Lyme School District","=""0450011""",04,190,190,100.0,190,16,8.4,26,13.7,48,25.3,100,52.6,148,77.9,2532
"East Lyme School District","=""0450011""",05,203,200,98.5,200,14,7.0,24,12.0,70,35.0,92,46.0,162,81.0,2568
"East Lyme School District","=""0450011""",06,205,202,98.5,202,26,12.9,47,23.3,65,32.2,64,31.7,129,63.9,2565
"East Lyme School District","=""0450011""",07,220,218,99.1,218,20,9.2,39,17.9,86,39.4,73,33.5,159,72.9,2602
"East Lyme School District","=""0450011""",08,215,197,91.6,197,22,11.2,39,19.8,86,43.7,50,25.4,136,69.0,2602
"East Windsor School District","=""0470011""",03,86,85,98.8,84,22,26.2,26,31.0,27,32.1,9,10.7,36,42.9,2412
"East Windsor School District","=""0470011""",04,78,78,100.0,78,20,25.6,25,32.1,18,23.1,15,19.2,33,42.3,2463
"East Windsor School District","=""0470011""",05,81,79,97.5,79,20,25.3,24,30.4,24,30.4,11,13.9,35,44.3,2495
"East Windsor School District","=""0470011""",06,76,76,100.0,76,"*","*",19,25.0,34,44.7,"*","*","*","*",2526
"East Windsor School District","=""0470011""",07,70,70,100.0,70,"*","*",20,28.6,26,37.1,"*","*","*","*",2532
"East Windsor School District","=""0470011""",08,75,72,96.0,72,8,11.1,17,23.6,34,47.2,13,18.1,47,65.3,2588
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",03,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",04,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",06,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",07,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",03,104,100,96.2,100,"*","*","*","*",31,31.0,59,59.0,90,90.0,2503
"Easton School District","=""0460011""",04,104,102,98.1,102,"*","*","*","*",27,26.5,65,63.7,92,90.2,2552
"Easton School District","=""0460011""",05,121,120,99.2,120,"*","*","*","*",31,25.8,75,62.5,106,88.3,2591
"Easton School District","=""0460011""",06,99,98,99.0,98,11,11.2,14,14.3,31,31.6,42,42.9,73,74.5,2576
"Easton School District","=""0460011""",07,97,95,97.9,95,"*","*","*","*",38,40.0,36,37.9,74,77.9,2618
"Easton School District","=""0460011""",08,107,102,95.3,102,"*","*","*","*",52,51.0,25,24.5,77,75.5,2616
"Education Connection","=""2420014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",03,197,196,99.5,196,25,12.8,23,11.7,40,20.4,108,55.1,148,75.5,2480
"Ellington School District","=""0480011""",04,209,207,99.0,207,17,8.2,33,15.9,52,25.1,105,50.7,157,75.8,2524
"Ellington School District","=""0480011""",05,217,216,99.5,216,17,7.9,35,16.2,54,25.0,110,50.9,164,75.9,2568
"Ellington School District","=""0480011""",06,220,218,99.1,218,11,5.0,57,26.1,68,31.2,82,37.6,150,68.8,2582
"Ellington School District","=""0480011""",07,207,204,98.6,204,10,4.9,44,21.6,89,43.6,61,29.9,150,73.5,2602
"Ellington School District","=""0480011""",08,212,212,100.0,212,15,7.1,42,19.8,90,42.5,65,30.7,155,73.1,2616
"Elm City College Preparatory School District","=""2890013""",03,59,59,100.0,59,16,27.1,16,27.1,13,22.0,14,23.7,27,45.8,2426
"Elm City College Preparatory School District","=""2890013""",04,62,62,100.0,62,10,16.1,8,12.9,13,21.0,31,50.0,44,71.0,2516
"Elm City College Preparatory School District","=""2890013""",05,68,68,100.0,68,20,29.4,11,16.2,20,29.4,17,25.0,37,54.4,2508
"Elm City College Preparatory School District","=""2890013""",06,70,70,100.0,70,"*","*",16,22.9,30,42.9,"*","*","*","*",2526
"Elm City College Preparatory School District","=""2890013""",07,58,58,100.0,58,"*","*",13,22.4,27,46.6,"*","*","*","*",2547
"Elm City College Preparatory School District","=""2890013""",08,59,59,100.0,59,7,11.9,14,23.7,28,47.5,10,16.9,38,64.4,2594
"Enfield School District","=""0490011""",03,384,380,99.0,380,56,14.7,108,28.4,101,26.6,115,30.3,216,56.8,2447
"Enfield School District","=""0490011""",04,380,378,99.5,378,58,15.3,88,23.3,112,29.6,120,31.7,232,61.4,2491
"Enfield School District","=""0490011""",05,395,395,100.0,395,73,18.5,80,20.3,149,37.7,93,23.5,242,61.3,2519
"Enfield School District","=""0490011""",06,342,339,99.1,339,77,22.7,94,27.7,119,35.1,49,14.5,168,49.6,2525
"Enfield School District","=""0490011""",07,379,378,99.7,378,73,19.3,116,30.7,145,38.4,44,11.6,189,50.0,2551
"Enfield School District","=""0490011""",08,353,350,99.2,350,50,14.3,94,26.9,156,44.6,50,14.3,206,58.9,2579
"Essex School District","=""0500011""",03,39,37,94.9,37,"*","*","*","*",9,24.3,15,40.5,24,64.9,2471
"Essex School District","=""0500011""",04,54,53,98.1,53,7,13.2,8,15.1,11,20.8,27,50.9,38,71.7,2520
"Essex School District","=""0500011""",05,56,54,96.4,54,"*","*","*","*",25,46.3,19,35.2,44,81.5,2558
"Essex School District","=""0500011""",06,81,79,97.5,79,"*","*","*","*",27,34.2,39,49.4,66,83.5,2603
"Fairfield School District","=""0510011""",03,730,722,98.9,722,75,10.4,154,21.3,183,25.3,310,42.9,493,68.3,2469
"Fairfield School District","=""0510011""",04,864,860,99.5,860,103,12.0,114,13.3,237,27.6,406,47.2,643,74.8,2518
"Fairfield School District","=""0510011""",05,769,761,99.0,761,75,9.9,105,13.8,239,31.4,342,44.9,581,76.3,2559
"Fairfield School District","=""0510011""",06,767,760,99.1,760,55,7.2,127,16.7,303,39.9,275,36.2,578,76.1,2581
"Fairfield School District","=""0510011""",07,809,798,98.6,798,62,7.8,145,18.2,344,43.1,247,31.0,591,74.1,2603
"Fairfield School District","=""0510011""",08,795,784,98.6,782,53,6.8,148,18.9,357,45.7,224,28.6,581,74.3,2616
"Farmington School District","=""0520011""",03,306,306,100.0,306,17,5.6,35,11.4,92,30.1,162,52.9,254,83.0,2494
"Farmington School District","=""0520011""",04,324,324,100.0,324,22,6.8,36,11.1,80,24.7,186,57.4,266,82.1,2544
"Farmington School District","=""0520011""",05,312,311,99.7,311,20,6.4,44,14.1,95,30.5,152,48.9,247,79.4,2570
"Farmington School District","=""0520011""",06,342,339,99.1,339,27,8.0,56,16.5,115,33.9,141,41.6,256,75.5,2587
"Farmington School District","=""0520011""",07,326,325,99.7,325,25,7.7,57,17.5,134,41.2,109,33.5,243,74.8,2607
"Farmington School District","=""0520011""",08,293,290,99.0,290,18,6.2,48,16.6,121,41.7,103,35.5,224,77.2,2628
"Franklin School District","=""0530011""",03,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",04,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",06,20,20,100.0,20,"*","*",6,30.0,6,30.0,"*","*","*","*",2507
"Franklin School District","=""0530011""",07,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,21,20,95.2,20,"*","*","*","*",12,60.0,"*","*","*","*",2611
"Glastonbury School District","=""0540011""",03,422,421,99.8,421,25,5.9,61,14.5,86,20.4,249,59.1,335,79.6,2497
"Glastonbury School District","=""0540011""",04,436,434,99.5,434,42,9.7,60,13.8,107,24.7,225,51.8,332,76.5,2529
"Glastonbury School District","=""0540011""",05,447,445,99.6,445,30,6.7,48,10.8,136,30.6,231,51.9,367,82.5,2578
"Glastonbury School District","=""0540011""",06,484,482,99.6,482,23,4.8,58,12.0,183,38.0,218,45.2,401,83.2,2602
"Glastonbury School District","=""0540011""",07,522,520,99.6,520,39,7.5,87,16.7,238,45.8,156,30.0,394,75.8,2601
"Glastonbury School District","=""0540011""",08,516,515,99.8,515,38,7.4,74,14.4,234,45.4,169,32.8,403,78.3,2624
"Granby School District","=""0560011""",03,121,120,99.2,120,12,10.0,20,16.7,37,30.8,51,42.5,88,73.3,2473
"Granby School District","=""0560011""",04,132,131,99.2,131,10,7.6,14,10.7,33,25.2,74,56.5,107,81.7,2539
"Granby School District","=""0560011""",05,124,124,100.0,124,"*","*","*","*",43,34.7,54,43.5,97,78.2,2565
"Granby School District","=""0560011""",06,155,153,98.7,153,"*","*","*","*",53,34.6,74,48.4,127,83.0,2607
"Granby School District","=""0560011""",07,151,149,98.7,149,13,8.7,27,18.1,62,41.6,47,31.5,109,73.2,2602
"Granby School District","=""0560011""",08,157,154,98.1,154,11,7.1,26,16.9,68,44.2,49,31.8,117,76.0,2621
"Great Oaks Charter School District","=""2940013""",06,105,105,100.0,105,63,60.0,30,28.6,"*","*","*","*",12,11.4,2433
"Great Oaks Charter School District","=""2940013""",07,105,105,100.0,105,44,41.9,33,31.4,"*","*","*","*",28,26.7,2490
"Greenwich School District","=""0570011""",03,699,697,99.7,697,59,8.5,106,15.2,169,24.2,363,52.1,532,76.3,2486
"Greenwich School District","=""0570011""",04,674,673,99.9,673,86,12.8,83,12.3,133,19.8,371,55.1,504,74.9,2530
"Greenwich School District","=""0570011""",05,690,687,99.6,687,51,7.4,96,14.0,202,29.4,338,49.2,540,78.6,2569
"Greenwich School District","=""0570011""",06,626,622,99.4,622,58,9.3,104,16.7,237,38.1,223,35.9,460,74.0,2578
"Greenwich School District","=""0570011""",07,642,639,99.5,639,65,10.2,94,14.7,242,37.9,238,37.2,480,75.1,2607
"Greenwich School District","=""0570011""",08,639,638,99.8,638,42,6.6,108,16.9,269,42.2,219,34.3,488,76.5,2625
"Griswold School District","=""0580011""",03,139,138,99.3,138,18,13.0,40,29.0,35,25.4,45,32.6,80,58.0,2447
"Griswold School District","=""0580011""",04,142,140,98.6,140,40,28.6,28,20.0,35,25.0,37,26.4,72,51.4,2474
"Griswold School District","=""0580011""",05,124,123,99.2,123,19,15.4,21,17.1,52,42.3,31,25.2,83,67.5,2528
"Griswold School District","=""0580011""",06,131,131,100.0,131,20,15.3,32,24.4,56,42.7,23,17.6,79,60.3,2547
"Griswold School District","=""0580011""",07,148,146,98.6,146,26,17.8,36,24.7,62,42.5,22,15.1,84,57.5,2563
"Griswold School District","=""0580011""",08,139,136,97.8,136,19,14.0,37,27.2,52,38.2,28,20.6,80,58.8,2589
"Groton School District","=""0590011""",03,373,373,100.0,373,88,23.6,96,25.7,87,23.3,102,27.3,189,50.7,2432
"Groton School District","=""0590011""",04,345,343,99.4,343,64,18.7,56,16.3,99,28.9,124,36.2,223,65.0,2496
"Groton School District","=""0590011""",05,307,304,99.0,304,57,18.8,48,15.8,129,42.4,70,23.0,199,65.5,2519
"Groton School District","=""0590011""",06,316,315,99.7,315,58,18.4,87,27.6,114,36.2,56,17.8,170,54.0,2536
"Groton School District","=""0590011""",07,331,329,99.4,329,109,33.1,81,24.6,94,28.6,45,13.7,139,42.2,2532
"Groton School District","=""0590011""",08,280,274,97.9,274,55,20.1,88,32.1,92,33.6,39,14.2,131,47.8,2564
"Guilford School District","=""0600011""",03,257,257,100.0,256,21,8.2,35,13.7,61,23.8,139,54.3,200,78.1,2490
"Guilford School District","=""0600011""",04,264,264,100.0,263,20,7.6,20,7.6,65,24.7,158,60.1,223,84.8,2543
"Guilford School District","=""0600011""",05,295,293,99.3,293,28,9.6,32,10.9,101,34.5,132,45.1,233,79.5,2561
"Guilford School District","=""0600011""",06,262,262,100.0,262,18,6.9,35,13.4,102,38.9,107,40.8,209,79.8,2593
"Guilford School District","=""0600011""",07,262,260,99.2,260,"*","*","*","*",108,41.5,109,41.9,217,83.5,2628
"Guilford School District","=""0600011""",08,290,290,100.0,290,"*","*","*","*",120,41.4,124,42.8,244,84.1,2645
"Hamden School District","=""0620011""",03,399,395,99.0,395,102,25.8,97,24.6,91,23.0,105,26.6,196,49.6,2430
"Hamden School District","=""0620011""",04,399,394,98.7,394,108,27.4,66,16.8,99,25.1,121,30.7,220,55.8,2477
"Hamden School District","=""0620011""",05,420,415,98.8,415,129,31.1,67,16.1,124,29.9,95,22.9,219,52.8,2499
"Hamden School District","=""0620011""",06,396,396,100.0,396,83,21.0,99,25.0,129,32.6,85,21.5,214,54.0,2538
"Hamden School District","=""0620011""",07,395,389,98.5,389,106,27.2,103,26.5,120,30.8,60,15.4,180,46.3,2543
"Hamden School District","=""0620011""",08,423,414,97.9,414,114,27.5,113,27.3,138,33.3,49,11.8,187,45.2,2553
"Hampton School District","=""0630011""",03,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",04,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",06,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",03,1564,1546,98.8,1546,778,50.3,391,25.3,233,15.1,144,9.3,377,24.4,2374
"Hartford School District","=""0640011""",04,1647,1632,99.1,1631,965,59.2,303,18.6,228,14.0,135,8.3,363,22.3,2404
"Hartford School District","=""0640011""",05,1465,1457,99.5,1456,721,49.5,319,21.9,286,19.6,130,8.9,416,28.6,2448
"Hartford School District","=""0640011""",06,1509,1498,99.3,1498,692,46.2,405,27.0,301,20.1,100,6.7,401,26.8,2467
"Hartford School District","=""0640011""",07,1622,1607,99.1,1607,819,51.0,388,24.1,317,19.7,83,5.2,400,24.9,2485
"Hartford School District","=""0640011""",08,1569,1530,97.5,1529,693,45.3,401,26.2,349,22.8,86,5.6,435,28.4,2507
"Hartland School District","=""0650011""",03,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",04,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,22,22,100.0,22,0,0.0,"*","*",10,45.5,"*","*","*","*",2553
"Hartland School District","=""0650011""",06,32,32,100.0,32,"*","*","*","*",11,34.4,10,31.3,21,65.6,2551
"Hartland School District","=""0650011""",07,25,25,100.0,25,"*","*",6,24.0,10,40.0,"*","*","*","*",2579
"Hartland School District","=""0650011""",08,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",03,91,91,100.0,91,14,15.4,26,28.6,27,29.7,24,26.4,51,56.0,2443
"Hebron School District","=""0670011""",04,118,118,100.0,118,29,24.6,25,21.2,33,28.0,31,26.3,64,54.2,2481
"Hebron School District","=""0670011""",05,108,108,100.0,108,16,14.8,17,15.7,45,41.7,30,27.8,75,69.4,2530
"Hebron School District","=""0670011""",06,120,120,100.0,120,9,7.5,22,18.3,61,50.8,28,23.3,89,74.2,2566
"Highville Charter School District","=""2860013""",03,40,40,100.0,40,13,32.5,"*","*",12,30.0,"*","*","*","*",2406
"Highville Charter School District","=""2860013""",04,42,42,100.0,42,21,50.0,7,16.7,8,19.0,6,14.3,14,33.3,2427
"Highville Charter School District","=""2860013""",05,40,40,100.0,40,15,37.5,12,30.0,7,17.5,6,15.0,13,32.5,2469
"Highville Charter School District","=""2860013""",06,39,39,100.0,39,15,38.5,14,35.9,10,25.6,0,0.0,10,25.6,2480
"Highville Charter School District","=""2860013""",07,33,33,100.0,33,11,33.3,"*","*",11,33.3,"*","*","*","*",2530
"Highville Charter School District","=""2860013""",08,37,37,100.0,37,"*","*",20,54.1,9,24.3,"*","*","*","*",2547
"Integrated Day Charter School District","=""2640013""",03,33,33,100.0,33,"*","*",9,27.3,11,33.3,"*","*","*","*",2419
"Integrated Day Charter School District","=""2640013""",04,33,33,100.0,33,10,30.3,"*","*",12,36.4,"*","*","*","*",2454
"Integrated Day Charter School District","=""2640013""",05,33,33,100.0,31,17,54.8,"*","*",8,25.8,"*","*","*","*",2449
"Integrated Day Charter School District","=""2640013""",06,33,33,100.0,32,"*","*",10,31.3,11,34.4,"*","*","*","*",2546
"Integrated Day Charter School District","=""2640013""",07,32,32,100.0,32,"*","*",8,25.0,14,43.8,"*","*","*","*",2573
"Integrated Day Charter School District","=""2640013""",08,35,35,100.0,35,"*","*",10,28.6,15,42.9,"*","*","*","*",2562
"Interdistrict School for Arts and Comm District","=""2650013""",06,91,91,100.0,91,35,38.5,30,33.0,19,20.9,7,7.7,26,28.6,2485
"Interdistrict School for Arts and Comm District","=""2650013""",07,85,85,100.0,85,29,34.1,29,34.1,"*","*","*","*",27,31.8,2508
"Interdistrict School for Arts and Comm District","=""2650013""",08,86,83,96.5,83,"*","*",27,32.5,26,31.3,"*","*","*","*",2535
"Jumoke Academy District","=""2610013""",03,68,68,100.0,68,17,25.0,22,32.4,15,22.1,14,20.6,29,42.6,2411
"Jumoke Academy District","=""2610013""",04,64,64,100.0,64,25,39.1,15,23.4,13,20.3,11,17.2,24,37.5,2439
"Jumoke Academy District","=""2610013""",05,76,76,100.0,76,36,47.4,"*","*",17,22.4,"*","*","*","*",2460
"Jumoke Academy District","=""2610013""",06,53,53,100.0,53,11,20.8,16,30.2,20,37.7,6,11.3,26,49.1,2521
"Jumoke Academy District","=""2610013""",07,72,72,100.0,72,25,34.7,"*","*",21,29.2,"*","*","*","*",2518
"Jumoke Academy District","=""2610013""",08,86,85,98.8,85,23,27.1,29,34.1,27,31.8,6,7.1,33,38.8,2544
"Kent School District","=""0680011""",03,23,23,100.0,23,"*","*","*","*","*","*",15,65.2,"*","*",2495
"Kent School District","=""0680011""",04,27,26,96.3,26,"*","*",6,23.1,"*","*",13,50.0,"*","*",2525
"Kent School District","=""0680011""",05,27,25,92.6,25,"*","*",0,0.0,13,52.0,"*","*","*","*",2588
"Kent School District","=""0680011""",06,32,32,100.0,32,"*","*","*","*",14,43.8,14,43.8,28,87.5,2596
"Kent School District","=""0680011""",07,29,26,89.7,26,"*","*","*","*",13,50.0,"*","*","*","*",2593
"Kent School District","=""0680011""",08,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",03,160,159,99.4,159,37,23.3,50,31.4,38,23.9,34,21.4,72,45.3,2422
"Killingly School District","=""0690011""",04,170,165,97.1,165,44,26.7,38,23.0,45,27.3,38,23.0,83,50.3,2470
"Killingly School District","=""0690011""",05,159,156,98.1,156,28,17.9,32,20.5,63,40.4,33,21.2,96,61.5,2516
"Killingly School District","=""0690011""",06,165,161,97.6,161,13,8.1,44,27.3,69,42.9,35,21.7,104,64.6,2561
"Killingly School District","=""0690011""",07,179,170,95.0,170,15,8.8,42,24.7,85,50.0,28,16.5,113,66.5,2580
"Killingly School District","=""0690011""",08,179,171,95.5,171,23,13.5,43,25.1,75,43.9,30,17.5,105,61.4,2585
"Learn","=""2450014""",03,102,101,99.0,101,34,33.7,33,32.7,16,15.8,18,17.8,34,33.7,2406
"Learn","=""2450014""",04,86,84,97.7,84,20,23.8,21,25.0,29,34.5,14,16.7,43,51.2,2471
"Learn","=""2450014""",05,87,85,97.7,85,7,8.2,12,14.1,31,36.5,35,41.2,66,77.6,2554
"Learn","=""2450014""",06,44,44,100.0,44,"*","*",11,25.0,16,36.4,"*","*","*","*",2515
"Learn","=""2450014""",07,49,49,100.0,49,12,24.5,10,20.4,11,22.4,16,32.7,27,55.1,2566
"Learn","=""2450014""",08,50,50,100.0,50,"*","*",17,34.0,15,30.0,"*","*","*","*",2540
"Lebanon School District","=""0710011""",03,80,80,100.0,80,13,16.3,16,20.0,20,25.0,31,38.8,51,63.8,2455
"Lebanon School District","=""0710011""",04,72,72,100.0,72,"*","*","*","*",23,31.9,29,40.3,52,72.2,2509
"Lebanon School District","=""0710011""",05,64,63,98.4,63,"*","*","*","*",15,23.8,34,54.0,49,77.8,2573
"Lebanon School District","=""0710011""",06,80,73,91.3,73,7,9.6,15,20.5,31,42.5,20,27.4,51,69.9,2567
"Lebanon School District","=""0710011""",07,81,73,90.1,73,11,15.1,18,24.7,29,39.7,15,20.5,44,60.3,2580
"Lebanon School District","=""0710011""",08,81,78,96.3,78,10,12.8,23,29.5,30,38.5,15,19.2,45,57.7,2582
"Ledyard School District","=""0720011""",03,171,171,100.0,170,36,21.2,41,24.1,42,24.7,51,30.0,93,54.7,2438
"Ledyard School District","=""0720011""",04,183,182,99.5,182,38,20.9,34,18.7,47,25.8,63,34.6,110,60.4,2492
"Ledyard School District","=""0720011""",05,169,167,98.8,167,39,23.4,31,18.6,61,36.5,36,21.6,97,58.1,2514
"Ledyard School District","=""0720011""",06,165,165,100.0,165,24,14.5,33,20.0,72,43.6,36,21.8,108,65.5,2554
"Ledyard School District","=""0720011""",07,163,161,98.8,161,32,19.9,37,23.0,59,36.6,33,20.5,92,57.1,2560
"Ledyard School District","=""0720011""",08,159,158,99.4,158,24,15.2,44,27.8,69,43.7,21,13.3,90,57.0,2583
"Lisbon School District","=""0730011""",03,37,37,100.0,37,"*","*","*","*",13,35.1,14,37.8,27,73.0,2470
"Lisbon School District","=""0730011""",04,36,36,100.0,36,6,16.7,7,19.4,10,27.8,13,36.1,23,63.9,2499
"Lisbon School District","=""0730011""",05,45,45,100.0,45,9,20.0,12,26.7,12,26.7,12,26.7,24,53.3,2524
"Lisbon School District","=""0730011""",06,42,40,95.2,40,6,15.0,14,35.0,10,25.0,10,25.0,20,50.0,2542
"Lisbon School District","=""0730011""",07,51,51,100.0,51,"*","*","*","*",25,49.0,14,27.5,39,76.5,2605
"Lisbon School District","=""0730011""",08,41,40,97.6,40,6,15.0,13,32.5,15,37.5,6,15.0,21,52.5,2573
"Litchfield School District","=""0740011""",03,52,51,98.1,51,"*","*","*","*",16,31.4,24,47.1,40,78.4,2480
"Litchfield School District","=""0740011""",04,73,73,100.0,73,"*","*","*","*",24,32.9,39,53.4,63,86.3,2543
"Litchfield School District","=""0740011""",05,69,68,98.6,68,"*","*","*","*",23,33.8,34,50.0,57,83.8,2571
"Litchfield School District","=""0740011""",06,75,75,100.0,75,"*","*","*","*",21,28.0,36,48.0,57,76.0,2602
"Litchfield School District","=""0740011""",07,80,80,100.0,80,8,10.0,16,20.0,32,40.0,24,30.0,56,70.0,2592
"Litchfield School District","=""0740011""",08,88,85,96.6,85,12,14.1,11,12.9,33,38.8,29,34.1,62,72.9,2616
"Madison School District","=""0760011""",03,174,169,97.1,169,8,4.7,21,12.4,51,30.2,89,52.7,140,82.8,2492
"Madison School District","=""0760011""",04,196,180,91.8,180,17,9.4,18,10.0,54,30.0,91,50.6,145,80.6,2526
"Madison School District","=""0760011""",05,204,183,89.7,183,26,14.2,26,14.2,66,36.1,65,35.5,131,71.6,2542
"Madison School District","=""0760011""",06,211,198,93.8,198,18,9.1,46,23.2,84,42.4,50,25.3,134,67.7,2566
"Madison School District","=""0760011""",07,269,230,85.5,230,34,14.8,51,22.2,85,37.0,60,26.1,145,63.0,2580
"Madison School District","=""0760011""",08,279,251,90.0,251,25,10.0,60,23.9,107,42.6,59,23.5,166,66.1,2600
