"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Plainville School District","=""1100011""","N",831,824,99.2,824,106,12.9,209,25.4,313,38.0,196,23.8,509,61.8
"Plymouth School District","=""1110011""","Y",256,247,96.5,247,77,31.2,74,30.0,75,30.4,21,8.5,96,38.9
"Plymouth School District","=""1110011""","N",543,528,97.2,527,83,15.7,142,26.9,178,33.8,124,23.5,302,57.3
"Pomfret School District","=""1120011""","Y",50,50,100.0,50,8,16.0,13,26.0,18,36.0,11,22.0,29,58.0
"Pomfret School District","=""1120011""","N",243,243,100.0,239,12,5.0,41,17.2,96,40.2,90,37.7,186,77.8
"Portland School District","=""1130011""","Y",149,147,98.7,147,24,16.3,38,25.9,57,38.8,28,19.0,85,57.8
"Portland School District","=""1130011""","N",583,549,94.2,549,21,3.8,71,12.9,208,37.9,249,45.4,457,83.2
"Preston School District","=""1140011""","Y",69,64,92.8,64,19,29.7,17,26.6,19,29.7,9,14.1,28,43.8
"Preston School District","=""1140011""","N",213,199,93.4,199,22,11.1,33,16.6,79,39.7,65,32.7,144,72.4
"Putnam School District","=""1160011""","Y",357,347,97.2,345,121,35.1,113,32.8,85,24.6,26,7.5,111,32.2
"Putnam School District","=""1160011""","N",273,269,98.5,263,42,16.0,64,24.3,88,33.5,69,26.2,157,59.7
"Redding School District","=""1170011""","Y",22,22,100.0,21,"*","*","*","*",8,38.1,6,28.6,14,66.7
"Redding School District","=""1170011""","N",674,621,92.1,615,"*","*","*","*",226,36.7,250,40.7,476,77.4
"Regional School District 01","=""2010012""","Y",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",91,77,84.6,77,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",57,56,98.2,55,9,16.4,17,30.9,20,36.4,9,16.4,29,52.7
"Regional School District 04","=""2040012""","N",424,415,97.9,414,17,4.1,72,17.4,210,50.7,115,27.8,325,78.5
"Regional School District 05","=""2050012""","Y",59,58,98.3,58,21,36.2,"*","*",19,32.8,"*","*","*","*"
"Regional School District 05","=""2050012""","N",1099,1038,94.4,1038,"*","*",159,15.3,405,39.0,"*","*","*","*"
"Regional School District 06","=""2060012""","Y",55,49,89.1,49,8,16.3,12,24.5,20,40.8,9,18.4,29,59.2
"Regional School District 06","=""2060012""","N",391,360,92.1,359,35,9.7,97,27.0,131,36.5,96,26.7,227,63.2
"Regional School District 07","=""2070012""","Y",39,37,94.9,36,15,41.7,"*","*",11,30.6,"*","*","*","*"
"Regional School District 07","=""2070012""","N",485,464,95.7,462,"*","*",94,20.3,168,36.4,"*","*","*","*"
"Regional School District 08","=""2080012""","Y",56,56,100.0,56,12,21.4,20,35.7,17,30.4,7,12.5,24,42.9
"Regional School District 08","=""2080012""","N",765,758,99.1,752,78,10.4,144,19.1,331,44.0,199,26.5,530,70.5
"Regional School District 09","=""2090012""","Y",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",242,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",125,122,97.6,122,17,13.9,33,27.0,47,38.5,25,20.5,72,59.0
"Regional School District 10","=""2100012""","N",1233,1215,98.5,1213,90,7.4,211,17.4,476,39.2,436,35.9,912,75.2
"Regional School District 11","=""2110012""","Y",49,48,98.0,48,15,31.3,"*","*",18,37.5,"*","*","*","*"
"Regional School District 11","=""2110012""","N",94,94,100.0,92,"*","*",21,22.8,45,48.9,"*","*","*","*"
"Regional School District 12","=""2120012""","Y",40,40,100.0,40,"*","*","*","*",19,47.5,9,22.5,28,70.0
"Regional School District 12","=""2120012""","N",371,365,98.4,363,"*","*","*","*",136,37.5,130,35.8,266,73.3
"Regional School District 13","=""2130012""","Y",85,83,97.6,83,16,19.3,29,34.9,29,34.9,9,10.8,38,45.8
"Regional School District 13","=""2130012""","N",922,911,98.8,911,94,10.3,212,23.3,355,39.0,250,27.4,605,66.4
"Regional School District 14","=""2140012""","Y",90,88,97.8,88,23,26.1,25,28.4,27,30.7,13,14.8,40,45.5
"Regional School District 14","=""2140012""","N",809,790,97.7,790,105,13.3,171,21.6,307,38.9,207,26.2,514,65.1
"Regional School District 15","=""2150012""","Y",116,113,97.4,113,26,23.0,31,27.4,38,33.6,18,15.9,56,49.6
"Regional School District 15","=""2150012""","N",2055,2016,98.1,2011,124,6.2,270,13.4,804,40.0,813,40.4,1617,80.4
"Regional School District 16","=""2160012""","Y",168,162,96.4,162,50,30.9,45,27.8,47,29.0,20,12.3,67,41.4
"Regional School District 16","=""2160012""","N",1092,1057,96.8,1056,167,15.8,262,24.8,405,38.4,222,21.0,627,59.4
"Regional School District 17","=""2170012""","Y",112,112,100.0,112,27,24.1,24,21.4,46,41.1,15,13.4,61,54.5
"Regional School District 17","=""2170012""","N",1136,1126,99.1,1126,78,6.9,210,18.7,433,38.5,405,36.0,838,74.4
"Regional School District 18","=""2180012""","Y",60,58,96.7,57,7,12.3,16,28.1,24,42.1,10,17.5,34,59.6
"Regional School District 18","=""2180012""","N",694,678,97.7,677,34,5.0,107,15.8,249,36.8,287,42.4,536,79.2
"Regional School District 19","=""2190012""","Y",51,12,23.5,12,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N",226,41,18.1,41,"*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y",65,59,90.8,59,11,18.6,13,22.0,23,39.0,12,20.3,35,59.3
"Ridgefield School District","=""1180011""","N",2772,2501,90.2,2499,113,4.5,323,12.9,843,33.7,1220,48.8,2063,82.6
"Rocky Hill School District","=""1190011""","Y",193,175,90.7,175,41,23.4,43,24.6,59,33.7,32,18.3,91,52.0
"Rocky Hill School District","=""1190011""","N",1120,1033,92.2,1032,82,7.9,149,14.4,398,38.6,403,39.1,801,77.6
"Salem School District","=""1210011""","Y",42,42,100.0,42,8,19.0,11,26.2,15,35.7,8,19.0,23,54.8
"Salem School District","=""1210011""","N",224,224,100.0,224,15,6.7,32,14.3,87,38.8,90,40.2,177,79.0
"Salisbury School District","=""1220011""","Y",24,22,91.7,22,0,0.0,"*","*","*","*",10,45.5,"*","*"
"Salisbury School District","=""1220011""","N",141,140,99.3,140,"*","*","*","*",42,30.0,76,54.3,118,84.3
"Scotland School District","=""1230011""","Y",22,22,100.0,22,"*","*",6,27.3,8,36.4,"*","*","*","*"
"Scotland School District","=""1230011""","N",46,46,100.0,46,"*","*",10,21.7,14,30.4,"*","*","*","*"
"Seymour School District","=""1240011""","Y",377,370,98.1,370,111,30.0,95,25.7,121,32.7,43,11.6,164,44.3
"Seymour School District","=""1240011""","N",884,872,98.6,872,136,15.6,202,23.2,319,36.6,215,24.7,534,61.2
"Sharon School District","=""1250011""","Y",21,15,71.4,15,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",88,72,81.8,72,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",570,561,98.4,561,143,25.5,135,24.1,188,33.5,95,16.9,283,50.4
"Shelton School District","=""1260011""","N",2168,2141,98.8,2140,196,9.2,388,18.1,802,37.5,754,35.2,1556,72.7
"Sherman School District","=""1270011""","Y",14,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",210,111,52.9,109,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",55,55,100.0,55,"*","*",18,32.7,24,43.6,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",74,74,100.0,74,"*","*","*","*",29,39.2,22,29.7,51,68.9
"Simsbury School District","=""1280011""","Y",199,196,98.5,196,43,21.9,57,29.1,62,31.6,34,17.3,96,49.0
"Simsbury School District","=""1280011""","N",2136,2105,98.5,2104,97,4.6,265,12.6,698,33.2,1044,49.6,1742,82.8
"Somers School District","=""1290011""","Y",75,74,98.7,74,22,29.7,24,32.4,22,29.7,6,8.1,28,37.8
"Somers School District","=""1290011""","N",759,754,99.3,753,69,9.2,155,20.6,299,39.7,230,30.5,529,70.3
"South Windsor School District","=""1320011""","Y",292,277,94.9,276,61,22.1,80,29.0,91,33.0,44,15.9,135,48.9
"South Windsor School District","=""1320011""","N",1916,1740,90.8,1740,154,8.9,289,16.6,608,34.9,689,39.6,1297,74.5
"Southington School District","=""1310011""","Y",544,530,97.4,530,144,27.2,147,27.7,156,29.4,83,15.7,239,45.1
"Southington School District","=""1310011""","N",3000,2972,99.1,2966,293,9.9,584,19.7,1169,39.4,920,31.0,2089,70.4
"Sprague School District","=""1330011""","Y",122,120,98.4,120,29,24.2,36,30.0,40,33.3,15,12.5,55,45.8
"Sprague School District","=""1330011""","N",108,107,99.1,107,13,12.1,28,26.2,47,43.9,19,17.8,66,61.7
"Stafford School District","=""1340011""","Y",270,264,97.8,264,72,27.3,62,23.5,96,36.4,34,12.9,130,49.2
"Stafford School District","=""1340011""","N",546,539,98.7,539,33,6.1,108,20.0,217,40.3,181,33.6,398,73.8
"Stamford Academy District","=""2820013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Y",4201,4028,95.9,4021,1462,36.4,1241,30.9,1021,25.4,297,7.4,1318,32.8
"Stamford School District","=""1350011""","N",3855,3758,97.5,3753,506,13.5,747,19.9,1338,35.7,1162,31.0,2500,66.6
"Sterling School District","=""1360011""","Y",107,107,100.0,106,41,38.7,33,31.1,"*","*","*","*",32,30.2
"Sterling School District","=""1360011""","N",208,205,98.6,205,"*","*",62,30.2,70,34.1,"*","*","*","*"
"Stonington School District","=""1370011""","Y",248,224,90.3,224,61,27.2,59,26.3,56,25.0,48,21.4,104,46.4
"Stonington School District","=""1370011""","N",946,785,83.0,781,74,9.5,147,18.8,263,33.7,297,38.0,560,71.7
"Stratford School District","=""1380011""","Y",1712,1683,98.3,1681,499,29.7,513,30.5,507,30.2,162,9.6,669,39.8
"Stratford School District","=""1380011""","N",2062,2014,97.7,2011,295,14.7,471,23.4,719,35.8,526,26.2,1245,61.9
"Suffield School District","=""1390011""","Y",125,118,94.4,117,31,26.5,34,29.1,36,30.8,16,13.7,52,44.4
"Suffield School District","=""1390011""","N",1148,1114,97.0,1111,94,8.5,198,17.8,442,39.8,377,33.9,819,73.7
"The Bridge Academy District","=""2690013""","Y",110,110,100.0,110,31,28.2,52,47.3,"*","*","*","*",27,24.5
"The Bridge Academy District","=""2690013""","N",26,25,96.2,25,6,24.0,8,32.0,11,44.0,0,0.0,11,44.0
"The Gilbert School District","=""9020022""","Y",129,110,85.3,110,40,36.4,39,35.5,"*","*","*","*",31,28.2
"The Gilbert School District","=""9020022""","N",155,120,77.4,120,39,32.5,39,32.5,"*","*","*","*",42,35.0
"Thomaston School District","=""1400011""","Y",126,126,100.0,126,33,26.2,41,32.5,36,28.6,16,12.7,52,41.3
"Thomaston School District","=""1400011""","N",382,376,98.4,375,54,14.4,90,24.0,162,43.2,69,18.4,231,61.6
"Thompson School District","=""1410011""","Y",202,194,96.0,192,62,32.3,64,33.3,59,30.7,7,3.6,66,34.4
"Thompson School District","=""1410011""","N",372,355,95.4,355,48,13.5,96,27.0,148,41.7,63,17.7,211,59.4
"Tolland School District","=""1420011""","Y",115,108,93.9,108,31,28.7,31,28.7,34,31.5,12,11.1,46,42.6
"Tolland School District","=""1420011""","N",1356,1315,97.0,1315,130,9.9,232,17.6,508,38.6,445,33.8,953,72.5
"Torrington School District","=""1430011""","Y",1139,1074,94.3,1069,319,29.8,343,32.1,302,28.3,105,9.8,407,38.1
"Torrington School District","=""1430011""","N",1193,1091,91.5,1088,219,20.1,256,23.5,416,38.2,197,18.1,613,56.3
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",352,315,89.5,315,67,21.3,86,27.3,111,35.2,51,16.2,162,51.4
"Trumbull School District","=""1440011""","N",3214,2851,88.7,2847,257,9.0,506,17.8,1017,35.7,1067,37.5,2084,73.2
"Unified School District #2","=""3470015""","Y",71,57,80.3,49,39,79.6,7,14.3,"*","*","*","*","*","*"
"Union School District","=""1450011""","N",54,54,100.0,54,"*","*",15,27.8,24,44.4,"*","*","*","*"
"Vernon School District","=""1460011""","Y",660,644,97.6,644,277,43.0,192,29.8,142,22.0,33,5.1,175,27.2
"Vernon School District","=""1460011""","N",941,909,96.6,907,164,18.1,231,25.5,305,33.6,207,22.8,512,56.4
"Voluntown School District","=""1470011""","Y",45,45,100.0,45,8,17.8,13,28.9,18,40.0,6,13.3,24,53.3
"Voluntown School District","=""1470011""","N",150,149,99.3,149,18,12.1,23,15.4,58,38.9,50,33.6,108,72.5
"Wallingford School District","=""1480011""","Y",643,625,97.2,623,182,29.2,207,33.2,170,27.3,64,10.3,234,37.6
"Wallingford School District","=""1480011""","N",2613,2559,97.9,2559,382,14.9,578,22.6,1000,39.1,599,23.4,1599,62.5
"Waterbury School District","=""1510011""","Y",7626,7484,98.1,7467,3929,52.6,1929,25.8,1292,17.3,317,4.2,1609,21.5
"Waterbury School District","=""1510011""","N",1859,1789,96.2,1783,545,30.6,454,25.5,502,28.2,282,15.8,784,44.0
"Waterford School District","=""1520011""","Y",260,253,97.3,253,63,24.9,84,33.2,71,28.1,35,13.8,106,41.9
"Waterford School District","=""1520011""","N",1146,1141,99.6,1139,107,9.4,219,19.2,483,42.4,330,29.0,813,71.4
"Watertown School District","=""1530011""","Y",401,374,93.3,373,85,22.8,99,26.5,135,36.2,54,14.5,189,50.7
"Watertown School District","=""1530011""","N",1130,1009,89.3,1009,132,13.1,233,23.1,396,39.2,248,24.6,644,63.8
"West Hartford School District","=""1550011""","Y",1037,990,95.5,990,255,25.8,282,28.5,311,31.4,142,14.3,453,45.8
"West Hartford School District","=""1550011""","N",4185,3983,95.2,3971,255,6.4,580,14.6,1455,36.6,1681,42.3,3136,79.0
"West Haven School District","=""1560011""","Y",1951,1898,97.3,1897,643,33.9,564,29.7,514,27.1,176,9.3,690,36.4
"West Haven School District","=""1560011""","N",1123,1110,98.8,1110,205,18.5,260,23.4,409,36.8,236,21.3,645,58.1
"Westbrook School District","=""1540011""","Y",64,55,85.9,55,10,18.2,8,14.5,26,47.3,11,20.0,37,67.3
"Westbrook School District","=""1540011""","N",334,281,84.1,281,8,2.8,39,13.9,98,34.9,136,48.4,234,83.3
"Weston School District","=""1570011""","Y",42,37,88.1,37,"*","*",11,29.7,11,29.7,"*","*","*","*"
"Weston School District","=""1570011""","N",1307,1202,92.0,1198,"*","*",179,14.9,485,40.5,"*","*","*","*"
"Westport School District","=""1580011""","Y",120,107,89.2,107,22,20.6,30,28.0,29,27.1,26,24.3,55,51.4
"Westport School District","=""1580011""","N",3057,2673,87.4,2673,91,3.4,270,10.1,978,36.6,1334,49.9,2312,86.5
"Wethersfield School District","=""1590011""","Y",383,367,95.8,365,125,34.2,117,32.1,89,24.4,34,9.3,123,33.7
"Wethersfield School District","=""1590011""","N",1549,1427,92.1,1423,204,14.3,326,22.9,526,37.0,367,25.8,893,62.8
"Willington School District","=""1600011""","Y",64,63,98.4,63,18,28.6,17,27.0,19,30.2,9,14.3,28,44.4
"Willington School District","=""1600011""","N",218,211,96.8,211,36,17.1,54,25.6,77,36.5,44,20.9,121,57.3
"Wilton School District","=""1610011""","Y",30,30,100.0,30,9,30.0,"*","*",10,33.3,"*","*","*","*"
"Wilton School District","=""1610011""","N",2340,2290,97.9,2288,"*","*","*","*",956,41.8,734,32.1,1690,73.9
"Winchester School District","=""1620011""","Y",180,175,97.2,174,55,31.6,52,29.9,38,21.8,29,16.7,67,38.5
"Winchester School District","=""1620011""","N",135,135,100.0,132,32,24.2,32,24.2,37,28.0,31,23.5,68,51.5
"Windham School District","=""1630011""","Y",1257,1221,97.1,1215,614,50.5,349,28.7,197,16.2,55,4.5,252,20.7
"Windham School District","=""1630011""","N",323,317,98.1,317,70,22.1,77,24.3,119,37.5,51,16.1,170,53.6
"Windsor Locks School District","=""1650011""","Y",360,349,96.9,349,137,39.3,98,28.1,87,24.9,27,7.7,114,32.7
"Windsor Locks School District","=""1650011""","N",518,513,99.0,512,106,20.7,137,26.8,185,36.1,84,16.4,269,52.5
"Windsor School District","=""1640011""","Y",552,499,90.4,498,205,41.2,141,28.3,107,21.5,45,9.0,152,30.5
"Windsor School District","=""1640011""","N",1054,931,88.3,930,204,21.9,225,24.2,316,34.0,185,19.9,501,53.9
"Wolcott School District","=""1660011""","Y",274,271,98.9,271,62,22.9,78,28.8,83,30.6,48,17.7,131,48.3
"Wolcott School District","=""1660011""","N",1062,1059,99.7,1059,132,12.5,246,23.2,420,39.7,261,24.6,681,64.3
"Woodbridge School District","=""1670011""","Y",31,29,93.5,29,"*","*",9,31.0,10,34.5,"*","*","*","*"
"Woodbridge School District","=""1670011""","N",415,392,94.5,391,"*","*",67,17.1,120,30.7,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Y",9,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",233,54,23.2,53,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y",84,83,98.8,83,22,26.5,13,15.7,30,36.1,18,21.7,48,57.8
"Woodstock School District","=""1690011""","N",513,500,97.5,498,48,9.6,88,17.7,189,38.0,173,34.7,362,72.7

